,TE FP Equity_DX_SI_QTY,TE FP Equity_DX_SHORT_INTEREST_VALUE,TE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TE FP Equity_DX_SI_MV,TE FP Equity_DX_DSS,TE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TE FP Equity_DX_SUPPLY_SI_QTY,TE FP Equity_DX_BROKER_SI_QTY,TE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TE FP Equity_DX_BROKER_SI_MV_NEW_x,TE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TE FP Equity_DX_SUPPLY_SI_QTY_INC_x,TE FP Equity_DX_BROKER_SI_MV_INC_x,TE FP Equity_DX_SUPPLY_SI_MV_NEW,TE FP Equity_DX_BROKER_SI_QTY_ADD,TE FP Equity_DX_BROKER_SI_QTY_NEW,TE FP Equity_DX_SUPPLY_SI_MV_DEC,TE FP Equity_DX_BROKER_SI_QTY_INC,TE FP Equity_DX_SUPPLY_SI_QTY_DEC,TE FP Equity_DX_BROKER_SI_MV_NEW_y,TE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TE FP Equity_DX_BROKER_SI_MV_INC_y,TE FP Equity_DX_SUPPLY_SI_QTY_INC_y,TE FP Equity_DX_BROKER_SI_MV_ADD,TE FP Equity_DX_SUPPLY_SI_QTY_ADD,TE FP Equity_DX_BROKER_SI_QTY_DEC,TE FP Equity_DX_SUPPLY_SI_MV,TE FP Equity_DX_BROKER_SI_MV_DEC,TE FP Equity_DX_SUPPLY_SI_MV_RMV,TE FP Equity_DX_BROKER_SI_MV_RMV,TE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TE FP Equity_DX_UTILIZATION_QUANTITY,TE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TE FP Equity_DX_ACTIVE_UTILIZATION_MV,TE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TE FP Equity_DX_BROKER_SI_CON_RATIO,TE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TE FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-03-24,1608897.0,30826466.52,1.34,3.41,0.89,31.56,0.0,25441893.4,994147.0,1327865.0,19047856.52,,,,,,,,1.92,,92776.0,,,,,,,41090.0,20.37,0.85,,,2.32,2.32,41824412.0,801355733.92,,858.14,2.32,9.49,0.4636,66.55,0.0376
2023-03-27,1488647.0,28909524.74,1.24,3.09,0.83,28.98,0.0,23517425.8,976472.0,1210990.0,18963086.24,,,,,,,,0.39,,17675.0,,,,,,,116875.0,18.65,2.46,,,2.27,2.27,41995164.0,815546084.88,,803.74,2.27,9.12,0.5515,73.36,0.0346
2023-03-28,1568741.0,30472793.93,1.31,3.27,0.87,30.44,0.0,22814973.3,1011580.0,1174516.0,19649941.5,,,54668.0,,,351864.0,,0.93,,48760.0,,,,54668.0,6.83,29200.0,388338.0,19.49,7.63,,,2.33,2.33,42327492.0,822211532.1,,815.2,2.34,23.15,0.2885,46.91,0.0362
2023-03-29,1563126.0,29863522.23,1.3,3.25,0.87,30.15,0.0,21659357.61,1171782.0,1133701.0,22386895.11,,,100907.0,2.7,,,,0.17,139554.0,8706.0,,,2.7,100907.0,,68001.0,180369.0,22.66,3.67,,,2.7,2.7,42267968.0,807529528.64,,812.96,2.71,31.93,0.2397,34.79,0.036
2023-03-30,1333623.0,26145678.92,1.11,2.78,0.74,25.76,0.0,18870224.2,993054.0,962521.0,19468823.67,,,,0.34,,,,3.72,18532.0,178728.0,,,0.34,,,,189712.0,18.88,3.53,,,2.3,2.3,42096032.0,825292707.36,,802.75,2.3,29.3,0.2147,32.91,0.031
2023-03-31,842113.0,16551731.02,0.7,1.76,0.47,16.62,0.0,11187016.7,793112.0,569169.0,15588616.36,,,161581.0,,,,,7.04,,380167.0,,,,161581.0,,18644.0,393352.0,15.6,7.5,,,1.84,1.84,42305924.0,831522936.22,,828.23,1.85,18.66,0.1781,31.94,0.0195
2023-04-03,921506.0,18946163.36,0.77,1.9,0.51,18.42,0.0,14687097.68,904753.0,714353.0,18601721.68,,,47880.0,3.07,,,,0.78,145184.0,39952.0,,,3.07,47880.0,,103713.0,,17.81,,,,2.1,2.1,42243344.0,868523152.64,,830.42,2.1,20.12,0.2148,37.77,0.0214
2023-04-04,1098333.0,21834860.04,0.92,2.22,0.61,22.47,0.0,17949333.92,931044.0,902884.0,18509154.72,,,10868.0,3.99,,4800.0,,0.08,183731.0,20906.0,,,3.99,10868.0,0.1,36329.0,,19.12,,,,2.15,2.15,42300688.0,840937677.44,,860.15,2.17,25.69,0.2031,33.03,0.0254
2023-04-05,1309700.0,25945157.0,1.09,2.63,0.73,26.26,0.0,17984033.06,1178195.0,907826.0,23340042.95,,,166200.0,0.42,,,,0.06,33020.0,1052.0,,,0.42,166200.0,,82003.0,28078.0,23.53,0.61,,,2.77,2.77,41341664.0,818978363.84,,819.76,2.79,22.58,0.1879,30.83,0.0308
2023-04-06,1039383.0,20642146.38,0.87,2.04,0.58,20.69,0.0,12665297.94,779484.0,637729.0,15480552.24,,,670.0,0.26,,191062.0,,8.08,14511.0,399381.0,,,0.26,670.0,3.78,,475670.0,15.45,9.52,,,1.83,1.83,41760428.0,829362100.08,,824.04,1.84,19.1,0.2153,38.09,0.0244
2023-04-07,1039383.0,20642146.38,0.87,2.05,0.58,20.68,0.0,12665297.94,779484.0,637729.0,15480552.24,,,,,,,,,,,,,,,,,,15.45,,,,1.83,1.83,41738804.0,828932647.44,,825.98,1.84,19.12,0.2155,38.1,0.0244
2023-04-10,1043863.0,20731119.18,0.87,2.06,0.58,20.87,0.0,12754270.74,779484.0,642209.0,15480552.24,,,,0.21,,,,,9342.0,,,,0.21,,,,4862.0,15.54,0.08,,,1.83,1.83,41726080.0,828679948.8,,827.13,1.84,19.01,0.2119,37.49,0.0246
2023-04-11,1063860.0,21298477.2,0.89,2.1,0.59,21.25,0.0,11848616.78,747722.0,591839.0,14969394.44,,,55243.0,2.93,,,,3.61,144646.0,178298.0,,,2.93,55243.0,,91293.0,195016.0,14.81,3.9,,,1.76,1.76,41824848.0,837333456.96,,826.58,1.76,22.19,0.2152,36.51,0.025
2023-04-12,929538.0,18586112.31,0.78,1.83,0.52,18.67,0.0,11833820.81,561522.0,591839.0,11227632.39,,,,,,,,3.66,,186200.0,,,,,,,,11.19,,,,1.33,1.33,41751176.0,834814764.12,,830.28,1.33,21.41,0.1633,25.38,0.022
2023-04-13,697506.0,14201222.16,0.58,1.36,0.39,14.03,0.0,7501703.08,544784.0,368453.0,11091802.24,,,60.0,,,,,0.34,,16798.0,,,,60.0,,,223386.0,10.86,4.47,,,1.28,1.28,41933768.0,853771516.48,,835.45,1.28,20.11,0.1927,33.43,0.0164
2023-04-14,551845.0,10912734.88,0.46,1.08,0.31,11.24,0.0,6233910.55,424097.0,315242.0,8386518.18,,,12330.0,1.9,,13000.0,,3.16,96818.0,160431.0,,,1.9,12330.0,0.26,27414.0,163029.0,8.63,3.28,,,1.0,1.0,42120292.0,832928774.3,,851.66,1.0,22.75,0.1711,26.03,0.013
2023-04-17,710244.0,14268801.96,0.59,1.38,0.39,14.29,0.0,8757773.43,458507.0,435927.0,9211405.63,,,39384.0,2.49,,,,0.1,125401.0,4974.0,,,2.49,39384.0,,,4716.0,9.17,0.09,,,1.08,1.08,41985108.0,843480819.72,,830.83,1.09,19.58,0.1803,29.07,0.0167
2023-04-18,669251.0,13505485.18,0.56,1.36,0.37,13.56,0.0,8172960.54,423384.0,405003.0,8543889.12,,,,,,,,0.81,,41123.0,,,,,,6000.0,30924.0,8.54,0.61,,,1.0,1.0,42124556.0,850073540.08,,841.98,1.0,20.95,0.1893,30.59,0.0157
2023-04-19,449237.0,9088064.51,0.37,0.94,0.25,9.14,0.0,4619399.12,324829.0,228344.0,6571290.67,,,,,,,,1.97,,98555.0,,,,,,,176659.0,6.61,3.58,,,0.76,0.76,42179100.0,853283193.0,,848.08,0.77,25.96,0.1984,29.68,0.0106
2023-04-20,356050.0,7145923.5,0.3,0.75,0.2,7.24,0.0,2810181.33,301398.0,140019.0,6049057.86,,,,,,,,0.48,,23431.0,,,,,,,88325.0,6.13,1.8,,,0.71,0.71,42127048.0,845489853.36,,847.35,0.72,21.6,0.2227,37.45,0.0084
2023-04-21,436016.0,8641837.12,0.36,0.94,0.24,8.75,0.0,4360102.7,381364.0,219985.0,7558634.48,,,102199.0,2.01,,,,0.45,102199.0,22233.0,,,2.01,102199.0,,,22233.0,7.67,0.45,,,0.9,0.9,42026784.0,832970858.88,,838.15,0.91,30.65,0.2472,33.88,0.0103
2023-04-24,519373.0,10558853.09,0.43,1.14,0.29,10.43,0.0,6166942.86,371434.0,303342.0,7551253.22,,,120.0,0.78,,48900.0,,0.22,34457.0,10050.0,,,0.78,120.0,0.97,,,7.38,,,,0.88,0.88,41938520.0,852610111.6,,829.36,0.88,25.4,0.2283,35.88,0.0123
2023-04-25,481659.0,9710245.44,0.4,1.08,0.27,9.79,0.0,6115374.72,333720.0,303342.0,6727795.2,,,,,,,,0.78,,37714.0,,,,,,,,6.8,,,,0.79,0.79,41946040.0,845632166.4,,849.77,0.79,27.9,0.2442,37.95,0.0114
2023-04-26,393392.0,7875707.84,0.33,0.89,0.22,7.91,0.0,4425921.5,327720.0,221075.0,6560954.4,,,,,,,,0.12,,6000.0,,,,,,,82267.0,6.58,1.7,,,0.78,0.78,41850404.0,837845088.08,,837.79,0.78,34.14,0.3397,46.32,0.0093
2023-04-27,522045.0,10276455.82,0.44,1.2,0.29,10.42,0.0,6984277.37,345640.0,354802.0,6803923.4,,,,,,146701.0,,0.13,,6180.0,,,,,2.95,24100.0,12974.0,6.93,0.32,,,0.82,0.82,41873856.0,824286855.36,,833.28,0.82,28.29,0.2614,33.12,0.0124
2023-04-28,2377389.0,47856840.57,1.98,5.57,1.32,47.34,1.0,7102588.68,2218523.0,352836.0,44658867.99,,,1629024.0,,,31311.0,,0.02,,1053.0,,,,1629024.0,0.64,244912.0,33277.0,44.06,0.59,,,5.25,5.25,40038780.0,805980641.4,,787.37,5.3,6.21,0.6192,77.99,0.0563
2023-05-01,2377389.0,47856840.57,1.98,5.8,1.32,48.23,1.0,7102588.68,2218523.0,352836.0,44658867.99,,,,,,,,,,,,,,,,,,45.01,,,,5.2,5.2,40475940.0,814780672.2,,812.93,5.25,6.12,0.6217,78.16,0.0557
2023-05-02,2168199.0,42019696.62,1.81,5.29,1.21,43.68,1.0,2783859.48,2149061.0,143646.0,41648802.18,,,,,,,,1.41,,69462.0,,,,,,,209190.0,43.33,4.29,,,5.02,5.02,40623764.0,787288546.32,,808.78,5.09,6.19,0.7414,85.8,0.0507
2023-05-03,2202289.0,42680360.82,1.84,5.43,1.22,42.8,1.0,3444523.68,2181251.0,177736.0,42272644.38,,,,0.76,,,,0.02,39790.0,860.0,,,0.76,,,33050.0,5700.0,42.37,0.11,,,5.11,5.11,40477760.0,784458988.8,,779.56,5.15,6.09,0.7173,84.35,0.0516
2023-05-04,2236677.0,40595687.55,1.86,6.64,1.24,43.42,1.0,3839469.15,2215056.0,211541.0,40203266.4,,,2251.0,0.66,,,,,33805.0,,,,0.66,2251.0,,31554.0,,43.0,,,,5.18,5.18,40516404.0,735372732.6,,774.84,5.26,6.01,0.6993,83.22,0.0523
2023-05-05,2353669.0,42295431.93,1.96,6.64,1.31,43.17,1.0,5825981.82,2326193.0,324206.0,41801688.21,,,4910.0,2.08,,,,0.77,118665.0,40545.0,,,2.08,4910.0,,146772.0,6000.0,42.59,0.12,,,5.43,5.43,40474396.0,727324896.12,,729.59,5.52,7.57,0.6343,78.93,0.055
2023-05-08,2606138.0,46363195.02,2.17,7.23,1.45,47.31,1.0,6720635.04,2568625.0,377776.0,45695838.75,,,20352.0,1.34,,19568.0,,1.05,73895.0,57577.0,,,1.34,20352.0,0.37,279657.0,39893.0,46.49,0.73,,,5.98,5.98,40389476.0,718528778.04,,721.85,6.05,8.63,0.5243,71.22,0.0607
2023-05-09,2875574.0,51674064.78,2.4,8.13,1.6,51.66,1.0,10488729.6,2758468.0,583680.0,49569669.96,,,89134.0,3.67,,,,0.06,205904.0,3100.0,,,3.67,89134.0,,103809.0,,49.4,,,,6.43,6.43,40150908.0,721511816.76,,713.41,6.48,9.24,0.4359,64.33,0.067
2023-05-10,1280611.0,23742527.94,1.07,3.6,0.71,23.39,0.0,12189085.92,1026182.0,657448.0,19025414.28,,,,2.53,,,,34.54,130284.0,1931483.0,,,2.53,,,199197.0,56516.0,18.53,0.99,,,2.39,2.39,41986256.0,778425186.24,,754.68,2.4,15.33,0.1343,19.19,0.0298
2023-05-11,1411097.0,26147627.41,1.18,4.09,0.78,26.28,0.0,14600417.02,996045.0,787934.0,18456713.85,,,19442.0,1.03,,180533.0,,0.92,46618.0,49579.0,,,1.03,19442.0,3.24,,96665.0,18.55,1.79,,,2.29,2.29,42521320.0,787920059.6,,786.53,2.3,19.09,0.1647,26.41,0.0324
2023-05-12,1559423.0,29332746.63,1.3,4.44,0.87,29.28,0.0,17611050.6,1096298.0,936260.0,20621365.38,,,91642.0,2.9,,,,,148326.0,,,,2.9,91642.0,,8611.0,,20.45,,,,2.52,2.52,42476216.0,798977622.96,,787.52,2.53,23.04,0.1683,24.04,0.0358
2023-05-15,1749283.0,32807802.67,1.46,5.0,0.97,33.08,1.0,21867167.19,1185125.0,1165938.0,22227019.38,,,60919.0,4.45,,,,1.19,232758.0,64181.0,,,4.45,60919.0,,92089.0,3080.0,22.31,0.06,,,2.71,2.71,42581476.0,798615582.38,,797.05,2.72,20.75,0.1672,24.35,0.04
2023-05-16,1972363.0,39368365.48,1.64,5.64,1.1,37.81,1.0,27335419.6,1313997.0,1369510.0,26227380.12,,,81951.0,3.68,,54635.0,,2.24,188900.0,116079.0,,,3.68,81951.0,1.02,163000.0,39963.0,24.83,0.72,,,3.0,3.0,42422976.0,846762600.96,,801.18,3.01,18.47,0.1621,25.56,0.0451
2023-05-17,2044977.0,40234922.48,1.71,5.79,1.14,40.95,1.0,21655465.83,1341376.0,1100659.0,26391572.8,,,187024.0,,,,,5.63,,296278.0,,,,187024.0,,136633.0,268851.0,26.79,4.92,,,3.06,3.06,42462028.0,835440400.9,,842.51,3.08,18.98,0.194,34.31,0.0467
2023-05-18,1661341.0,32462603.14,1.39,4.72,0.92,32.88,0.0,10044028.96,1393323.0,514024.0,27225531.42,,,37544.0,,,42970.0,,1.18,,58546.0,,,,37544.0,0.85,72949.0,629605.0,27.51,12.63,,,3.17,3.17,42527216.0,830981800.64,,833.67,3.19,16.47,0.2296,41.19,0.0378
2023-05-19,2007569.0,38465012.72,1.67,5.9,1.12,39.45,1.0,18383766.47,1505196.0,959487.0,28839548.38,,,151178.0,7.57,,60845.0,,0.89,386858.0,45235.0,,,7.57,151178.0,1.27,5930.0,2240.0,29.36,0.04,,,3.42,3.42,42543700.0,815137094.6,,828.22,3.42,17.21,0.2127,37.9,0.0456
2023-05-22,1661800.0,32454954.0,1.39,4.93,0.92,33.02,0.0,16881399.99,1489043.0,864383.0,29081009.79,,,97308.0,1.26,,,,6.66,56684.0,342019.0,,,1.26,97308.0,,228558.0,151788.0,29.24,2.95,,,3.39,3.39,42497644.0,829978987.32,,830.75,3.4,20.71,0.302,46.54,0.0378
2023-05-23,1798908.0,34467077.28,1.5,5.57,1.0,35.57,1.0,16360992.24,1533714.0,853914.0,29385960.24,,,,0.51,,,,0.08,25164.0,3940.0,,,0.51,,,48611.0,35633.0,30.02,0.7,,,3.48,3.48,42596248.0,816144111.68,,826.84,3.5,23.65,0.2734,41.8,0.0408
2023-05-24,1957247.0,37402990.17,1.63,6.07,1.09,38.75,1.0,30236854.83,1528041.0,1582253.0,29200863.51,,,,16.17,,,,0.74,808614.0,36998.0,,,16.17,,,31325.0,80275.0,29.35,1.58,,,3.44,3.44,42904300.0,819901173.0,,819.37,3.46,18.01,0.3558,54.28,0.0441
2023-05-25,1623412.0,30747423.28,1.35,5.05,0.9,32.24,0.0,27110753.88,1375035.0,1431402.0,26043162.9,,,31161.0,0.92,,,,3.96,53092.0,206098.0,,,0.92,31161.0,,21931.0,203943.0,26.36,3.91,,,3.09,3.09,43067740.0,815702995.6,,819.45,3.12,17.11,0.3828,58.43,0.0365
2023-05-26,1517413.0,28982588.3,1.27,4.8,0.84,29.81,0.0,25668929.3,1161932.0,1343923.0,22192901.2,,,57125.0,,,,,8.26,,427552.0,,,,57125.0,,157324.0,87479.0,22.06,2.07,,,2.62,2.62,43212588.0,825360430.8,,816.55,2.63,18.55,0.3767,57.47,0.0342
2023-05-29,1181898.0,23141562.84,0.99,3.8,0.66,23.37,0.0,21376327.94,826208.0,1091743.0,16177152.64,,,,,,,,6.36,,335724.0,,,,,,,252180.0,15.8,4.91,,,1.86,1.86,43540412.0,852521266.96,,831.42,1.87,23.7,0.3135,49.17,0.0266
2023-05-30,964427.0,18541109.08,0.8,3.14,0.54,19.24,0.0,16783578.8,817301.0,873008.0,15712611.73,,,13683.0,,,205101.0,,3.28,,173925.0,,,,13683.0,3.99,151335.0,423836.0,15.99,8.17,,,1.84,1.84,43606508.0,838335116.3,,846.8,1.85,19.52,0.1796,31.53,0.0217
2023-05-31,954068.0,17693191.06,0.8,3.11,0.53,18.64,0.0,16586796.36,911202.0,894408.0,16898241.09,,,133903.0,2.46,,4900.0,,0.89,133903.0,44902.0,,,2.46,133903.0,0.1,4900.0,117403.0,17.59,2.4,,,2.05,2.05,43573184.0,808064697.28,,830.59,2.07,19.91,0.1452,20.6,0.0214
2023-06-01,1323094.0,24741857.8,1.1,4.05,0.74,25.17,0.0,23701015.8,1082688.0,1267434.0,20246265.6,,,141961.0,7.27,,,,0.86,390391.0,38557.0,,,7.27,141961.0,,68082.0,17365.0,20.03,0.36,,,2.44,2.44,43321688.0,810115565.6,,798.82,2.45,25.96,0.1839,26.68,0.0298
2023-06-02,1995057.0,37846231.29,1.66,6.13,1.11,38.06,1.0,36359248.87,1725744.0,1916671.0,32737363.68,,,577912.0,13.27,,,,0.18,697958.0,11112.0,,,13.27,577912.0,,76256.0,48721.0,32.39,0.88,,,3.85,3.85,43122128.0,818026768.16,,805.86,3.86,20.22,0.2815,46.61,0.0445
2023-06-05,2234066.0,42614808.95,1.86,6.89,1.24,42.96,1.0,37144766.58,2016633.0,1947301.0,38467274.48,,,205284.0,1.82,,,,1.69,90424.0,91313.0,,,1.82,205284.0,,176918.0,59794.0,38.29,1.0,,,4.5,4.5,42796240.0,816338278.0,,809.85,4.51,18.96,0.2278,39.54,0.0499
2023-06-06,2612075.0,49799209.88,2.18,8.07,1.45,50.2,1.0,44332035.15,2378665.0,2325310.0,45349248.23,,,584071.0,1.32,,519462.0,,4.24,69509.0,225039.0,,,1.32,584071.0,9.91,3000.0,210962.0,45.47,4.04,,,5.27,5.27,42741860.0,814873560.9,,812.63,5.3,19.83,0.1933,33.77,0.0579
2023-06-07,2434651.0,46574873.63,2.03,7.56,1.35,46.82,1.0,40993409.18,2143641.0,2142886.0,41007852.33,,,5000.0,,,,,4.55,,240024.0,,,,5000.0,,,182424.0,40.97,3.46,,,4.77,4.77,42785068.0,818478350.84,,812.63,4.8,21.26,0.1838,32.06,0.0542
2023-06-08,2353936.0,45089644.08,1.96,7.33,1.31,45.35,1.0,39500885.51,2123581.0,2062171.0,40677194.06,,,13842.0,,,13842.0,,0.65,,33902.0,,,,13842.0,0.26,,94557.0,40.61,1.77,,,4.73,4.73,42767952.0,819220120.56,,813.19,4.76,22.03,0.1937,32.93,0.0524
2023-06-09,2791198.0,52669906.26,2.33,8.81,1.55,53.62,1.0,37023204.18,2059760.0,1962014.0,38867671.2,,,3588.0,0.67,,,,1.92,33373.0,100782.0,,,0.67,3588.0,,33373.0,133530.0,39.61,2.83,,,4.62,4.62,42484408.0,801680778.96,,808.91,4.67,18.64,0.2626,45.25,0.0627
2023-06-12,1740308.0,32900522.74,1.45,5.43,0.97,33.16,0.0,27609334.63,1589579.0,1460425.0,30050991.0,,,38943.0,2.69,,,,12.49,144166.0,645447.0,,,2.69,38943.0,,136323.0,645755.0,30.04,12.31,,,3.57,3.57,42939756.0,811776087.18,,807.25,3.59,22.94,0.179,29.77,0.0391
2023-06-13,1675035.0,31817289.83,1.4,5.21,0.93,31.86,0.0,27421675.87,1587468.0,1443626.0,30153954.66,,,73254.0,1.38,,,,1.47,73254.0,75365.0,,,1.38,73254.0,,,90053.0,29.94,1.74,,,3.57,3.57,42895752.0,814804809.24,,807.18,3.58,23.77,0.1894,31.06,0.0377
2023-06-14,1453379.0,27824940.96,1.21,4.57,0.81,27.77,0.0,23688051.07,1358137.0,1237297.0,26001532.87,,,9020.0,0.18,,,,4.51,9573.0,238868.0,,,0.18,9020.0,,517.0,215902.0,25.75,4.06,,,3.06,3.06,43000636.0,823247176.22,,813.94,3.07,16.04,0.1944,35.84,0.0328
2023-06-15,1502751.0,28845305.45,1.25,4.74,0.84,28.83,0.0,24621772.01,1395121.0,1282718.0,26779347.6,,,43832.0,0.88,,,,0.18,45421.0,9709.0,,,0.88,43832.0,,2861.0,,26.58,,,,3.14,3.14,42984632.0,825090011.24,,817.94,3.15,16.17,0.1896,34.99,0.0339
2023-06-16,1548957.0,30746796.45,1.29,5.31,0.86,30.05,0.0,26275742.75,1428131.0,1323715.0,28348400.35,,,30136.0,1.8,,,,1.21,84467.0,70317.0,,,1.8,30136.0,,73191.0,43470.0,27.38,0.81,,,3.2,3.2,43142780.0,856384183.0,,829.1,3.2,17.56,0.1867,33.65,0.0348
2023-06-19,1791076.0,35328974.1,1.49,5.24,1.0,35.48,1.0,25967923.05,1658187.0,1316498.0,32707738.58,,,295773.0,1.02,,,,0.65,44538.0,65717.0,,,1.02,295773.0,,,51755.0,32.93,1.05,,,3.84,3.84,41569328.0,819954994.8,,820.92,3.86,15.07,0.1574,29.21,0.0414
2023-06-20,1566627.0,29844244.35,1.31,4.62,0.87,30.68,0.0,20902764.9,1459289.0,1097258.0,27799455.45,,,,0.11,,,,4.08,5443.0,198898.0,,,0.11,,,,224683.0,28.79,4.66,,,3.38,3.38,41720736.0,794780020.8,,814.96,3.41,16.95,0.1836,33.59,0.0363
2023-06-21,1616602.0,31281248.7,1.35,4.82,0.9,30.87,0.0,22066894.8,1503341.0,1140408.0,29089648.35,,,28017.0,0.63,,13097.0,,0.06,31192.0,1139.0,,,0.63,28017.0,0.27,17174.0,1139.0,28.48,0.12,,,3.44,3.44,42237948.0,817304293.8,,802.18,3.43,16.94,0.1747,32.24,0.037
2023-06-22,1643353.0,31248357.3,1.37,4.98,0.91,31.72,0.0,22193528.39,1515417.0,1167159.0,28815654.26,,,5774.0,0.64,,,,0.16,32795.0,8698.0,,,0.64,5774.0,,15000.0,6044.0,29.31,0.13,,,3.46,3.46,42340196.0,805098826.94,,813.62,3.48,16.88,0.172,31.86,0.0375
2023-06-23,1553350.0,29575784.0,1.3,4.8,0.86,29.67,0.0,20494294.24,1409818.0,1076381.0,26842934.72,,,,0.05,,,,2.12,3000.0,108599.0,,,0.05,,,3000.0,93778.0,26.91,1.84,,,3.19,3.19,42754792.0,814051239.68,,811.49,3.21,17.72,0.181,33.29,0.0352
2023-06-26,1531190.0,29345256.35,1.28,4.78,0.85,29.29,0.0,20248684.93,1505552.0,1056545.0,28853904.08,,,15501.0,0.31,,,,0.98,15000.0,51587.0,,,0.31,15501.0,,131820.0,34836.0,28.65,0.67,,,3.4,3.4,42711968.0,818574866.72,,810.25,3.42,17.54,0.1846,33.77,0.0346
2023-06-27,1590047.0,30353997.23,1.33,4.98,0.88,30.54,0.0,20311435.47,1459409.0,1063983.0,27860117.81,,,66196.0,0.1,,1661.0,,2.17,5777.0,114000.0,,,0.1,66196.0,0.03,1661.0,,27.93,,,,3.3,3.3,42747456.0,816048935.04,,814.52,3.32,16.82,0.1775,32.6,0.036
2023-06-28,1519957.0,29357969.46,1.27,4.9,0.85,29.18,0.0,20953298.3,1326229.0,1084820.0,25616113.14,,,30162.0,0.64,,,,3.13,30162.0,163342.0,,,0.64,30162.0,,,9325.0,25.34,0.18,,,2.99,2.99,43005604.0,830653241.26,,820.3,3.0,17.06,0.1871,33.99,0.0343
2023-06-29,1553061.0,31169934.27,1.29,5.09,0.86,30.32,0.0,21918206.16,1303663.0,1092088.0,26164516.41,,,19009.0,0.25,,,,0.92,12285.0,48402.0,,,0.25,19009.0,,6827.0,5017.0,25.22,0.1,,,2.95,2.95,42904452.0,861092351.64,,832.04,2.94,16.67,0.18,33.09,0.0351
2023-06-30,1578315.0,33318229.65,1.32,5.09,0.88,32.04,0.0,23221337.76,1323989.0,1100016.0,27949407.79,,,20326.0,0.63,,1377.0,,,28836.0,,,,0.63,20326.0,0.03,,22285.0,26.55,0.36,,,2.99,2.99,42932624.0,906307692.64,,865.42,2.98,16.52,0.1762,32.54,0.0357
2023-07-03,1659425.0,35113433.0,1.38,5.14,0.92,35.02,0.0,24458907.48,1378909.0,1155903.0,29177714.44,,,25223.0,1.42,,,,,60207.0,,,,1.42,25223.0,,29697.0,4320.0,29.13,0.08,,,3.14,3.14,42513552.0,899586760.32,,893.85,3.16,15.88,0.1669,31.31,0.0378
2023-07-04,1813525.0,37612508.5,1.51,5.46,1.01,38.35,1.0,25016131.72,1528066.0,1206178.0,31692088.84,,,116410.0,1.05,,7000.0,,,49049.0,,,,1.05,116410.0,0.15,32747.0,5774.0,32.41,0.1,,,3.45,3.45,42723752.0,886090616.48,,898.07,3.48,14.52,0.1452,28.66,0.041
2023-07-05,2034592.0,42116054.4,1.7,6.05,1.13,42.4,1.0,28323313.2,1706910.0,1368276.0,35333037.0,,,126891.0,2.95,,29763.0,,,142335.0,,,,2.95,126891.0,0.65,51953.0,10000.0,35.52,0.22,,,3.85,3.85,42622168.0,882278877.6,,881.16,3.87,12.9,0.129,25.41,0.0459
2023-07-06,2132755.0,44020063.2,1.78,6.29,1.19,37.92,1.0,29019984.48,1507333.0,1406007.0,31111353.12,,,60432.0,1.14,,,,6.98,56447.0,330412.0,,,1.14,60432.0,,70403.0,18716.0,31.18,0.39,,,3.39,3.39,42951060.0,886509878.4,,884.36,3.41,12.97,0.109,16.74,0.048
2023-07-07,1681564.0,36187257.28,1.4,4.87,0.94,35.12,0.0,21644299.52,1341502.0,1005776.0,28869123.04,,,38834.0,1.11,,,,4.3,46622.0,204665.0,,,1.11,38834.0,,,446853.0,27.79,2.95,,,3.02,3.02,43101920.0,927553318.4,,892.52,3.02,13.69,0.1167,18.6,0.0378
2023-07-10,1899210.0,40889991.3,1.58,5.42,1.06,40.79,1.0,25679649.14,1479910.0,1192738.0,31862462.3,,,128573.0,4.01,,9316.0,,0.15,177646.0,7000.0,,,4.01,128573.0,0.19,16835.0,,31.75,,,,3.32,3.32,43048984.0,926844625.52,,921.4,3.33,12.34,0.1087,18.69,0.0427
2023-07-11,1761035.0,37809421.45,1.47,4.87,0.98,37.82,1.0,23756082.66,1385624.0,1106478.0,29749347.28,,,6233.0,0.55,,,,2.15,23230.0,101296.0,,,0.55,6233.0,,777.0,109490.0,29.79,2.46,,,3.09,3.09,43407452.0,931957994.44,,929.41,3.11,13.61,0.114,20.27,0.0393
