,EKI FP Equity_DX_SI_QTY,EKI FP Equity_DX_SHORT_INTEREST_VALUE,EKI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EKI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EKI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EKI FP Equity_DX_SI_MV,EKI FP Equity_DX_DSS,EKI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EKI FP Equity_DX_SUPPLY_SI_QTY,EKI FP Equity_DX_BROKER_SI_QTY,EKI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EKI FP Equity_DX_BROKER_SI_MV_NEW_x,EKI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EKI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EKI FP Equity_DX_BROKER_SI_MV_INC_x,EKI FP Equity_DX_SUPPLY_SI_MV_NEW,EKI FP Equity_DX_BROKER_SI_QTY_ADD,EKI FP Equity_DX_BROKER_SI_QTY_NEW,EKI FP Equity_DX_SUPPLY_SI_MV_DEC,EKI FP Equity_DX_BROKER_SI_QTY_INC,EKI FP Equity_DX_SUPPLY_SI_QTY_DEC,EKI FP Equity_DX_BROKER_SI_MV_NEW_y,EKI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EKI FP Equity_DX_BROKER_SI_MV_INC_y,EKI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EKI FP Equity_DX_BROKER_SI_MV_ADD,EKI FP Equity_DX_SUPPLY_SI_QTY_ADD,EKI FP Equity_DX_BROKER_SI_QTY_DEC,EKI FP Equity_DX_SUPPLY_SI_MV,EKI FP Equity_DX_BROKER_SI_MV_DEC,EKI FP Equity_DX_BROKER_SI_MV_RMV,EKI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EKI FP Equity_DX_UTILIZATION_QUANTITY,EKI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EKI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EKI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EKI FP Equity_DX_ACTIVE_UTILIZATION_MV,EKI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EKI FP Equity_DX_BROKER_SI_CON_RATIO,EKI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EKI FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-08-23,48450.0,156493.5,0.23,1.61,0.23,0.16,0.0,156493.5,0.0,48450.0,0.0,,,,,,,,,,,,,,,,,71.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.91,0.3161,42.11,0.0
2018-08-24,48450.0,155040.0,0.23,1.61,0.23,0.16,0.0,155040.0,0.0,48450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.77,0.3166,42.31,0.0
2018-08-27,48450.0,156251.25,0.23,1.62,0.23,0.16,0.0,156251.25,0.0,48450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.96,0.316,42.05,0.0
2018-08-28,48450.0,154071.0,0.23,1.66,0.23,0.16,0.0,154071.0,0.0,48450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.71,0.3169,42.41,0.0
2018-08-29,48450.0,156009.0,0.23,1.73,0.23,0.16,0.0,156009.0,0.0,48450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.09,0.3154,41.84,0.0
2018-08-30,50450.0,161692.25,0.23,1.82,0.23,0.16,0.0,161692.25,0.0,50450.0,0.0,,,,0.01,,,,,2000.0,,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.67,0.2981,40.56,0.0
2018-08-31,50450.0,161692.25,0.23,1.82,0.23,0.16,0.0,161692.25,0.0,50450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.74,0.2979,40.46,0.0
2018-09-03,50450.0,160431.0,0.23,1.79,0.23,0.16,0.0,160431.0,0.0,50450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.63,0.2983,40.62,0.0
2018-09-04,50450.0,158160.75,0.23,1.77,0.23,0.16,0.0,158160.75,0.0,50450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.53,0.2986,40.75,0.0
2018-09-05,50450.0,157908.5,0.23,1.72,0.23,0.16,0.0,157908.5,0.0,50450.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.72,0.298,40.49,0.0
2018-09-06,49223.0,154806.34,0.23,1.68,0.23,0.16,0.0,154806.34,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,1227.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.51,0.2927,38.9,0.0
2018-09-07,49223.0,153821.88,0.23,1.96,0.23,0.16,0.0,153821.88,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.35,0.2931,39.12,0.0
2018-09-10,49223.0,155544.68,0.23,2.1,0.23,0.16,0.0,155544.68,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.61,0.2925,38.78,0.0
2018-09-11,49223.0,155298.57,0.23,2.05,0.23,0.16,0.0,155298.57,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.42,0.293,39.03,0.0
2018-09-12,49223.0,156036.91,0.23,2.07,0.23,0.16,0.0,156036.91,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.51,0.2928,38.9,0.0
2018-09-13,49223.0,159482.52,0.23,2.23,0.23,0.16,0.0,159482.52,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.76,0.2922,38.57,0.0
2018-09-14,49223.0,161451.44,0.23,2.18,0.23,0.16,0.0,161451.44,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.62,0.2925,38.75,0.0
2018-09-17,49223.0,159236.41,0.23,2.29,0.23,0.16,0.0,159236.41,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.25,0.2935,39.27,0.0
2018-09-18,49223.0,163666.48,0.23,2.31,0.23,0.16,0.0,163666.48,0.0,49223.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.84,0.2919,38.45,0.0
2018-09-19,48635.0,163656.78,0.23,2.34,0.23,0.17,0.0,163656.78,0.0,48635.0,0.0,,,,,,,,,,,,,,,,,588.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.97,0.2903,38.03,0.0
2018-09-20,48135.0,163659.0,0.22,2.39,0.22,0.17,0.0,163659.0,0.0,48135.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.2886,37.44,0.0
2018-09-21,48135.0,162455.63,0.22,2.5,0.22,0.17,0.0,162455.63,0.0,48135.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.2891,37.78,0.0
2018-09-24,48135.0,163899.67,0.22,2.59,0.22,0.17,0.0,163899.67,0.0,48135.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.23,0.2886,37.46,0.0
2018-09-25,47535.0,159717.6,0.22,2.56,0.22,0.16,0.0,159717.6,0.0,47535.0,0.0,,,,,,,,,,,,,,,,,600.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,30.28,0.2871,37.12,0.0
2018-09-26,47535.0,161619.0,0.22,2.52,0.22,0.16,0.0,161619.0,0.0,47535.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.65,0.2865,36.63,0.0
2018-09-27,47269.0,169459.37,0.22,2.52,0.22,0.17,0.0,169459.37,0.0,47269.0,0.0,,,,,,,,,,,,,,,,,266.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.285,35.48,0.0
2018-09-28,47269.0,163787.09,0.22,1.93,0.22,0.17,0.0,163787.09,0.0,47269.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.16,0.2866,37.18,0.0
2018-10-01,47069.0,174155.3,0.22,1.73,0.22,0.17,0.0,174155.3,0.0,47069.0,0.0,,,,,,,,,,,,,,,,,200.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.71,0.2843,34.98,84.2021
2018-10-02,46669.0,175242.1,0.22,1.53,0.22,0.18,0.0,175242.1,0.0,46669.0,0.0,,,,,,,,,,,,,,,,,400.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.24,0.2838,35.43,83.4866
2018-10-03,46669.0,170808.54,0.22,1.44,0.22,0.18,0.0,170808.54,0.0,46669.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.66,0.2843,36.2,83.4866
2018-10-04,46669.0,162874.81,0.22,1.4,0.22,0.17,0.0,162874.81,0.0,46669.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.35,0.2848,36.62,83.4866
2018-10-05,46669.0,163341.5,0.22,1.34,0.22,0.17,0.0,163341.5,0.0,46669.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,31.07,0.2839,35.65,83.4866
2018-10-08,38669.0,140368.47,0.18,1.1,0.18,0.14,0.0,140368.47,0.0,38669.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,27.02,0.2801,37.82,69.1753
2018-10-09,38669.0,138048.33,0.18,1.05,0.18,0.14,0.0,138048.33,0.0,38669.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,26.52,0.2768,37.12,69.1753
2018-10-10,34596.0,124372.62,0.16,0.91,0.16,0.13,0.0,124372.62,0.0,34596.0,0.0,,,,,,,,,,,,,,,,,4073.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,22.73,0.2884,41.75,61.8891
2018-10-11,34596.0,121258.98,0.16,0.88,0.16,0.12,0.0,121258.98,0.0,34596.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,22.47,0.286,41.28,61.8891
2018-10-12,32058.0,113164.74,0.15,0.78,0.15,0.12,0.0,113164.74,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,2538.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,24.48,0.3062,44.97,57.3488
2018-10-15,32058.0,112203.0,0.15,0.78,0.15,0.11,0.0,112203.0,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.37,0.3047,44.76,57.3488
2018-10-16,32058.0,114126.48,0.15,0.78,0.15,0.12,0.0,114126.48,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.56,0.3071,45.1,57.3488
2018-10-17,32058.0,116691.12,0.15,0.79,0.15,0.12,0.0,116691.12,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.3076,45.17,57.3488
2018-10-18,32058.0,121820.4,0.15,0.78,0.15,0.12,0.0,121820.4,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.3095,45.44,57.3488
2018-10-19,32058.0,111882.42,0.15,0.71,0.15,0.12,0.0,111882.42,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.2978,43.72,57.3488
2018-10-22,32058.0,103066.47,0.15,0.67,0.15,0.11,0.0,103066.47,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.83,0.298,43.76,57.3488
2018-10-23,32058.0,97135.74,0.15,0.64,0.15,0.1,0.0,97135.74,0.0,32058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.3001,44.07,57.3488
2018-10-24,36058.0,106371.1,0.17,0.67,0.17,0.11,0.0,106371.1,0.0,36058.0,0.0,,,,0.02,,,,,5000.0,,,,0.02,,,,1000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.284,38.75,64.5045
2018-10-25,36058.0,106371.1,0.17,0.65,0.17,0.11,0.0,106371.1,0.0,36058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.2856,39.99,64.5045
2018-10-26,35058.0,103245.81,0.16,0.62,0.16,0.11,0.0,103245.81,0.0,35058.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.65,0.2872,41.09,62.7156
2018-10-29,33058.0,99174.0,0.15,0.58,0.15,0.1,0.0,99174.0,0.0,33058.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,25.77,0.3096,43.82,59.1377
2018-10-30,33058.0,101157.48,0.15,0.58,0.15,0.1,0.0,101157.48,0.0,33058.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,25.74,0.3097,43.84,59.1377
2018-10-31,31579.0,97421.22,0.15,0.56,0.15,0.1,0.0,97421.22,0.0,31579.0,0.0,,,,,,,,,,,,,,,,,1479.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.57,0.3151,45.66,56.492
2018-11-01,31579.0,96158.06,0.15,0.56,0.15,0.1,0.0,96158.06,0.0,31579.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.3134,45.35,56.492
2018-11-02,24911.0,78843.32,0.12,0.44,0.12,0.08,0.0,78843.32,0.0,24911.0,0.0,,,,0.0,,,,,1000.0,,,,0.0,,,,7668.0,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,24.04,0.4105,57.3,44.5635
2018-11-05,24911.0,77722.32,0.12,0.43,0.12,0.08,0.0,77722.32,0.0,24911.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.27,0.4094,57.08,44.5635
2018-11-06,24911.0,76850.44,0.12,0.44,0.12,0.08,0.0,76850.44,0.0,24911.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.22,0.4098,57.14,44.5635
2018-11-07,24911.0,77722.32,0.12,0.44,0.12,0.08,0.0,77722.32,0.0,24911.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.89,0.4133,57.64,44.5635
2018-11-08,21611.0,67426.32,0.1,0.38,0.1,0.07,0.0,67426.32,0.0,21611.0,0.0,,,,,,,,,,,,,,,,,3300.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.4824,65.87,38.6601
2018-11-09,21611.0,66345.77,0.1,0.42,0.1,0.07,0.0,66345.77,0.0,21611.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.4793,65.56,38.6601
2018-11-12,21611.0,64400.78,0.1,0.43,0.1,0.07,0.0,64400.78,0.0,21611.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.07,0.4766,65.28,38.6601
2018-11-13,24061.0,72062.7,0.11,0.52,0.11,0.07,0.0,72062.7,0.0,24061.0,0.0,,,,0.01,,,,,2450.0,,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.38,0.4254,59.48,43.0429
2018-11-14,24061.0,72904.83,0.11,0.54,0.11,0.07,0.0,72904.83,0.0,24061.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.29,0.4265,59.63,43.0429
2018-11-15,24061.0,70498.73,0.11,0.55,0.11,0.07,0.0,70498.73,0.0,24061.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.4187,58.62,43.0429
2018-11-16,24061.0,71461.17,0.11,0.57,0.11,0.07,0.0,71461.17,0.0,24061.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.27,0.427,59.68,43.0429
2018-11-19,24061.0,69295.68,0.11,0.57,0.11,0.07,0.0,69295.68,0.0,24061.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.86,0.4192,58.68,43.0429
2018-11-20,23796.0,63773.28,0.11,0.57,0.11,0.07,0.0,63773.28,0.0,23796.0,0.0,,,,,,,,,,,,,,,,,265.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.54,0.4165,58.4,42.5689
2018-11-21,23796.0,62345.52,0.11,0.58,0.11,0.06,0.0,62345.52,0.0,23796.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.89,0.4251,59.51,42.5689
2018-11-22,23796.0,61512.66,0.11,0.57,0.11,0.06,0.0,61512.66,0.0,23796.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.78,0.4267,59.71,42.5689
2018-11-23,23589.0,62039.07,0.11,0.59,0.11,0.06,0.0,62039.07,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,207.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.4361,60.9,42.1986
2018-11-26,23589.0,67346.6,0.11,0.58,0.11,0.07,0.0,67346.6,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.89,0.4482,62.3,42.1986
2018-11-27,23589.0,69233.72,0.11,0.57,0.11,0.07,0.0,69233.72,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.57,0.438,61.12,42.1986
2018-11-28,23589.0,73479.74,0.11,0.57,0.11,0.07,0.0,73479.74,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.18,0.4442,61.83,42.1986
2018-11-29,23589.0,74895.08,0.11,0.56,0.11,0.08,0.0,74895.08,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.68,0.4365,60.94,42.1986
2018-11-30,23589.0,73125.9,0.11,0.61,0.11,0.08,0.0,73125.9,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.22,0.4282,59.96,42.1986
2018-12-03,23589.0,73951.52,0.11,0.64,0.11,0.08,0.0,73951.52,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.98,0.4316,60.37,42.1986
2018-12-04,23589.0,72654.12,0.11,0.68,0.11,0.08,0.0,72654.12,0.0,23589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.14,0.4295,60.11,42.1986
2018-12-05,22589.0,66637.55,0.1,0.73,0.1,0.07,0.0,66637.55,0.0,22589.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.35,0.4491,62.12,40.4097
2018-12-06,22589.0,62797.42,0.1,0.73,0.1,0.07,0.0,62797.42,0.0,22589.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.61,0.4473,61.86,40.4097
2018-12-07,25374.0,70793.46,0.12,0.82,0.12,0.07,0.0,70793.46,0.0,25374.0,0.0,,,,0.01,,,,,2785.0,,,,0.01,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.64,0.4156,56.09,45.3918
2018-12-10,25074.0,64064.07,0.12,0.82,0.12,0.07,0.0,64064.07,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.13,0.4138,54.96,44.8551
2018-12-11,25074.0,65944.62,0.12,0.77,0.12,0.07,0.0,65944.62,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.08,0.4306,57.71,44.8551
2018-12-12,25074.0,69454.98,0.12,0.75,0.12,0.07,0.0,69454.98,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.68,0.4342,58.24,44.8551
2018-12-13,25074.0,69454.98,0.12,0.74,0.12,0.07,0.0,69454.98,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.58,0.4263,57.04,44.8551
2018-12-14,25074.0,67699.8,0.12,0.73,0.12,0.07,0.0,67699.8,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.03,0.4225,56.43,44.8551
2018-12-17,25074.0,66320.73,0.12,0.76,0.12,0.07,0.0,66320.73,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.94,0.4233,56.55,44.8551
2018-12-18,25074.0,63311.85,0.12,0.77,0.12,0.07,0.0,63311.85,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.39,0.4195,55.94,44.8551
2018-12-19,25074.0,61431.3,0.12,0.75,0.12,0.06,0.0,61431.3,0.0,25074.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.11,0.4219,56.33,44.8551
2018-12-20,24824.0,58708.76,0.12,0.72,0.12,0.06,0.0,58708.76,0.0,24824.0,0.0,,,,,,,,,,,,,,,,,250.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.4236,56.77,44.4079
2018-12-21,24824.0,58832.88,0.12,0.7,0.12,0.06,0.0,58832.88,0.0,24824.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.85,0.4292,57.64,44.4079
2018-12-24,24824.0,59825.84,0.12,0.67,0.12,0.06,0.0,59825.84,0.0,24824.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.4315,57.98,44.4079
2018-12-25,24824.0,59825.84,0.12,0.66,0.12,0.06,0.0,59825.84,0.0,24824.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.65,0.4298,57.78,44.4079
2018-12-26,24824.0,59825.84,0.12,0.66,0.12,0.06,0.0,59825.84,0.0,24824.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.65,0.4298,57.78,44.4079
2018-12-27,23768.0,57875.08,0.11,0.63,0.11,0.06,0.0,57875.08,0.0,23768.0,0.0,,,,,,,,,,,,,,,,,1056.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.4444,60.32,42.5188
2018-12-28,23768.0,59657.68,0.11,0.62,0.11,0.06,0.0,59657.68,0.0,23768.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,25.34,0.4479,60.77,42.5188
2018-12-31,20487.0,54495.42,0.1,0.53,0.1,0.06,0.0,54495.42,0.0,20487.0,0.0,,,,,,,,,,,,,,,,,3281.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.5345,70.51,36.6494
2019-01-01,20487.0,54495.42,0.1,0.53,0.1,0.06,0.0,54495.42,0.0,20487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.03,0.5277,69.9,36.6494
2019-01-02,20487.0,53983.25,0.1,0.53,0.1,0.06,0.0,53983.25,0.0,20487.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.43,0.5198,69.2,36.6494
2019-01-03,17702.0,44874.57,0.08,0.46,0.08,0.05,0.0,44874.57,0.0,17702.0,0.0,,,,,,,,,,,,,,,,,2785.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,16.55,0.6578,79.34,31.6673
2019-01-04,17702.0,45848.18,0.08,0.45,0.08,0.05,0.0,45848.18,0.0,17702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.75,0.6686,80.18,31.6673
2019-01-07,17702.0,46202.22,0.08,0.46,0.08,0.05,0.0,46202.22,0.0,17702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.93,0.6662,79.99,31.6673
2019-01-08,21702.0,60548.58,0.1,0.6,0.1,0.06,0.0,60548.58,0.0,21702.0,0.0,,,,,,4000.0,,,,,,,,,0.01,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.02,0.4872,66.23,38.8229
2019-01-09,21702.0,62067.72,0.1,0.61,0.1,0.06,0.0,62067.72,0.0,21702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.4766,65.23,38.8229
2019-01-10,21702.0,61416.66,0.1,0.58,0.1,0.06,0.0,61416.66,0.0,21702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.4793,65.52,38.8229
2019-01-11,21702.0,61633.68,0.1,0.6,0.1,0.06,0.0,61633.68,0.0,21702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.86,0.4808,65.65,38.8229
2019-01-14,21702.0,61199.64,0.1,0.59,0.1,0.06,0.0,61199.64,0.0,21702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.4797,65.55,38.8229
2019-01-15,21702.0,59463.48,0.1,0.6,0.1,0.06,0.0,59463.48,0.0,21702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.78,0.4774,65.34,38.8229
2019-01-16,21702.0,60548.58,0.1,0.61,0.1,0.06,0.0,60548.58,0.0,21702.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.4823,65.79,38.8229
