,EKI FP Equity_DX_SI_QTY,EKI FP Equity_DX_SHORT_INTEREST_VALUE,EKI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EKI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EKI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EKI FP Equity_DX_SI_MV,EKI FP Equity_DX_DSS,EKI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EKI FP Equity_DX_SUPPLY_SI_QTY,EKI FP Equity_DX_BROKER_SI_QTY,EKI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EKI FP Equity_DX_BROKER_SI_MV_NEW_x,EKI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EKI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EKI FP Equity_DX_BROKER_SI_MV_INC_x,EKI FP Equity_DX_SUPPLY_SI_MV_NEW,EKI FP Equity_DX_BROKER_SI_QTY_ADD,EKI FP Equity_DX_BROKER_SI_QTY_NEW,EKI FP Equity_DX_SUPPLY_SI_MV_DEC,EKI FP Equity_DX_BROKER_SI_QTY_INC,EKI FP Equity_DX_SUPPLY_SI_QTY_DEC,EKI FP Equity_DX_BROKER_SI_MV_NEW_y,EKI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EKI FP Equity_DX_BROKER_SI_MV_INC_y,EKI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EKI FP Equity_DX_BROKER_SI_MV_ADD,EKI FP Equity_DX_SUPPLY_SI_QTY_ADD,EKI FP Equity_DX_BROKER_SI_QTY_DEC,EKI FP Equity_DX_SUPPLY_SI_MV,EKI FP Equity_DX_BROKER_SI_MV_DEC,EKI FP Equity_DX_BROKER_SI_MV_RMV,EKI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EKI FP Equity_DX_UTILIZATION_QUANTITY,EKI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EKI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EKI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EKI FP Equity_DX_ACTIVE_UTILIZATION_MV,EKI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EKI FP Equity_DX_BROKER_SI_CON_RATIO,EKI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EKI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-01-29,50130.0,241125.3,0.22,1.79,0.19,0.24,0.0,88095.15,38315.0,18315.0,184295.15,,,,,,11770.0,,0.05,,10000.0,,,,,0.06,,,0.19,,,100.0,17.6,0.0,0.0,0.0,100.0,39.87,0.3966,46.99,0.2302
2024-01-30,50130.0,233856.45,0.22,1.81,0.19,0.24,0.0,85439.48,38315.0,18315.0,178739.48,,,,,,,,,,,,,,,,,,0.18,,,100.0,17.61,0.0,0.0,0.0,100.0,39.94,0.3964,46.9,0.2304
2024-01-31,50130.0,226838.25,0.22,1.94,0.19,0.23,0.0,82875.38,38315.0,18315.0,173375.38,,,,,,,,,,,,,,,,,,0.18,,,100.0,17.62,0.0,0.0,0.0,100.0,39.88,0.3966,46.98,0.2306
2024-02-01,31860.0,141777.0,0.14,1.08,0.12,0.14,0.0,52576.75,20045.0,11815.0,89200.25,,,,,,,,0.09,,18270.0,,,,,,,6500.0,0.09,0.03,,100.0,9.27,0.0,0.0,0.0,100.0,36.94,0.5306,62.78,0.1474
2024-02-02,20090.0,89300.05,0.09,0.67,0.07,0.09,0.0,200.03,20045.0,45.0,89100.03,,,,,,,,,,,,,,,,,11770.0,0.09,0.05,,100.0,9.38,0.0,0.0,0.0,100.0,0.45,0.9911,99.55,0.094
2024-02-05,20090.0,87391.5,0.09,0.68,0.07,0.09,0.0,195.75,20045.0,45.0,87195.75,,,,,,,,,,,,,,,,,,0.09,,,100.0,9.41,0.0,0.0,0.0,100.0,0.44,0.9912,99.56,0.0943
2024-02-06,30290.0,130852.8,0.13,1.05,0.11,0.13,0.0,17474.4,26245.0,4045.0,113378.4,,,,,,4000.0,,,,,,,,,0.02,6200.0,,0.11,,,100.0,12.36,0.0,0.0,0.0,100.0,27.33,0.5119,65.79,0.1427
2024-02-07,29590.0,130491.9,0.13,0.84,0.11,0.13,0.0,18940.95,27295.0,4295.0,120370.95,,,1050.0,,,250.0,,,,,,,,1050.0,0.0,,,0.12,,,100.0,12.9,0.0,0.0,0.0,100.0,17.09,0.4879,66.98,0.1399
2024-02-08,55381.0,241461.16,0.24,1.47,0.21,0.25,0.0,58014.16,49075.0,13306.0,213967.0,,,100.0,0.0,,8911.0,,,100.0,,,,0.0,100.0,0.04,21680.0,,0.22,,,100.0,22.99,0.0,0.0,0.0,100.0,35.92,0.3512,45.87,0.2594
2024-02-09,53364.0,234801.6,0.23,1.43,0.2,0.23,0.0,49671.6,45939.0,11289.0,202131.6,,,,,,,,0.01,,3136.0,,,,,,,2017.0,0.2,0.01,,100.0,21.5,0.0,0.0,0.0,100.0,37.33,0.3734,47.7,0.2498
2024-02-12,52580.0,234243.9,0.23,1.39,0.2,0.23,0.0,46799.78,45155.0,10505.0,201165.53,,,,,,,,0.0,,784.0,,,,,,,784.0,0.2,0.0,,100.0,21.78,0.0,0.0,0.0,100.0,37.86,0.3837,48.5,0.2536
2024-02-13,52384.0,225775.04,0.23,1.37,0.2,0.23,0.0,44431.79,44959.0,10309.0,193773.29,,,,,,,,0.0,,196.0,,,,,,,196.0,0.2,0.0,,100.0,21.73,0.0,0.0,0.0,100.0,37.93,0.3865,48.76,0.2531
2024-02-14,58524.0,256920.36,0.25,1.55,0.22,0.25,0.0,72211.11,51099.0,16449.0,224324.61,,,6189.0,,,6189.0,,0.0,,49.0,,,,6189.0,0.03,,49.0,0.22,0.0,,100.0,24.66,0.0,0.0,0.0,100.0,34.09,0.3207,43.55,0.2824
2024-02-15,43713.0,197145.63,0.19,1.06,0.16,0.19,0.0,97587.38,35398.0,21638.0,159644.98,,,10488.0,0.01,,9500.0,,0.11,2000.0,26189.0,,,0.01,10488.0,0.04,,6311.0,0.16,0.03,,100.0,16.34,0.0,0.0,0.0,100.0,22.14,0.3953,57.82,0.2018
2024-02-16,61369.0,271250.98,0.27,1.52,0.23,0.28,0.0,174165.68,35285.0,39404.0,155959.7,,,,0.08,,,,0.0,17769.0,113.0,,,0.08,,,,3.0,0.16,0.0,,100.0,16.19,0.0,0.0,0.0,100.0,15.43,0.5251,70.37,0.2816
2024-02-19,61369.0,267568.84,0.27,1.53,0.23,0.27,0.0,171801.44,35284.0,39404.0,153838.24,,,,,,,,0.0,,1.0,,,,,,,,0.16,,,100.0,16.19,0.0,0.0,0.0,100.0,15.14,0.5284,70.66,0.2816
2024-02-20,51868.0,217845.6,0.22,1.3,0.19,0.23,0.0,125592.6,25784.0,29903.0,108292.8,,,,,,,,0.04,,9500.0,,,,,,,9501.0,0.11,0.04,,100.0,12.39,0.0,0.0,0.0,100.0,6.04,0.7001,83.15,0.2493
2024-02-21,55868.0,231293.52,0.24,1.41,0.21,0.24,0.0,119658.42,27784.0,28903.0,115025.76,,,2000.0,0.01,,,,,2000.0,,,,0.01,2000.0,,,3000.0,0.12,0.01,,100.0,13.23,0.0,0.0,0.0,100.0,12.5,0.6195,77.43,0.2661
2024-02-22,49868.0,200968.04,0.22,1.25,0.19,0.21,0.0,104389.09,24784.0,25903.0,99879.52,,,,,,,,0.01,,3000.0,,,,,,,3000.0,0.1,0.01,,100.0,11.81,0.0,0.0,0.0,100.0,8.01,0.7611,86.77,0.2376
2024-02-23,49049.0,199874.68,0.21,1.23,0.18,0.2,0.0,102217.3,24784.0,25084.0,100994.8,,,,,,,,,,,,,,,,,819.0,0.1,0.0,,100.0,11.79,0.0,0.0,0.0,100.0,8.15,0.7859,88.23,0.2334
2024-02-26,91922.0,389749.28,0.4,2.39,0.34,0.38,0.0,228353.68,52738.0,53857.0,223609.12,,,22954.0,0.08,,9673.0,,,19100.0,,,,0.08,22954.0,0.04,5000.0,,0.22,,,100.0,25.14,0.0,0.0,0.0,100.0,35.28,0.3571,46.65,0.4382
2024-02-27,91922.0,382395.52,0.4,2.42,0.34,0.39,0.0,224045.12,52738.0,53857.0,219390.08,,,,,,,,,,,,,,,,,,0.22,,,100.0,25.1,0.0,0.0,0.0,100.0,34.78,0.3578,47.1,0.4376
2024-02-28,87922.0,357842.54,0.38,2.35,0.33,0.37,0.0,211057.99,50738.0,51857.0,206503.66,,,,,,,,0.01,,2000.0,,,,,,,2000.0,0.21,0.01,,100.0,24.36,0.0,0.0,0.0,100.0,31.8,0.3602,49.25,0.4222
2024-02-29,87922.0,351248.39,0.38,2.34,0.33,0.36,0.0,207168.72,50738.0,51857.0,202698.31,,,,,,,,,,,,,,,,,,0.21,,,100.0,24.37,0.0,0.0,0.0,100.0,31.92,0.3598,49.14,0.4223
2024-03-01,76249.0,297371.1,0.33,2.03,0.28,0.3,0.0,164517.6,39065.0,42184.0,152353.5,,,,,,,,0.05,,11673.0,,,,,,,9673.0,0.16,0.04,,100.0,18.99,0.0,0.0,0.0,100.0,36.67,0.4334,54.13,0.3707
2024-03-04,74249.0,284744.91,0.32,2.0,0.28,0.29,0.0,154105.64,39065.0,40184.0,149814.28,,,,,,,,,,,,,,,,,2000.0,0.15,0.01,,100.0,18.99,0.0,0.0,0.0,100.0,37.73,0.428,52.87,0.361
2024-03-05,90573.0,347800.32,0.39,2.44,0.34,0.35,0.0,216990.72,55389.0,56508.0,212693.76,,,,,,16324.0,,,,,,,,,0.06,16324.0,,0.21,,,100.0,26.54,0.0,0.0,0.0,100.0,31.02,0.3201,43.29,0.4341
2024-03-06,91973.0,332942.26,0.4,2.45,0.34,0.35,0.0,195146.96,52789.0,53908.0,191096.18,,,4000.0,0.02,,,,0.03,4000.0,6600.0,,,0.02,4000.0,,,6600.0,0.2,0.03,,100.0,24.56,0.0,0.0,0.0,100.0,38.92,0.3504,42.85,0.4279
2024-03-07,91973.0,330642.94,0.4,2.32,0.34,0.33,0.0,193799.26,52789.0,53908.0,189776.46,,,,,,,,,,,,,,,,,,0.19,,,100.0,24.63,0.0,0.0,0.0,100.0,39.2,0.3504,42.61,0.4291
2024-03-08,83173.0,298591.07,0.36,2.06,0.31,0.3,0.0,180246.72,49089.0,50208.0,176229.51,,,,,,4200.0,,0.01,,3700.0,,,,,0.02,,7900.0,0.18,0.03,,100.0,22.9,0.0,0.0,0.0,100.0,31.14,0.3418,47.13,0.388
2024-03-11,81262.0,290105.34,0.35,2.01,0.3,0.29,0.0,179242.56,47178.0,50208.0,168425.46,,,,,,,,0.01,,1911.0,,,,,,,,0.17,,,100.0,22.3,0.0,0.0,0.0,100.0,31.78,0.3361,45.97,0.3841
2024-03-12,74338.0,262041.45,0.34,1.83,0.28,0.27,0.0,152576.1,40254.0,43284.0,141895.35,,,,,,,,0.02,,6924.0,,,,,,,6924.0,0.14,0.02,,100.0,19.17,0.0,0.0,0.0,100.0,34.68,0.3827,50.31,0.354
2024-03-13,64427.0,228715.85,0.3,1.58,0.24,0.23,0.0,132674.15,36254.0,37373.0,128701.7,,,,,,,,0.01,,4000.0,,,,,,,5911.0,0.13,0.02,,100.0,17.63,0.0,0.0,0.0,100.0,27.8,0.3916,54.96,0.3133
2024-03-14,64427.0,224205.96,0.3,1.74,0.24,0.23,0.0,130058.04,36254.0,37373.0,126163.92,,,,,,,,,,,,,,,,,,0.13,,,100.0,17.63,0.0,0.0,0.0,100.0,27.59,0.391,54.98,0.3133
2024-03-15,42458.0,143932.62,0.19,1.16,0.16,0.15,0.0,112456.47,14285.0,33173.0,48426.15,,,,,,,,0.08,,21969.0,,,,,,,4200.0,0.05,0.01,,100.0,6.99,0.0,0.0,0.0,100.0,41.41,0.3686,42.24,0.2076
2024-03-18,42458.0,137139.34,0.19,1.16,0.16,0.15,0.0,107148.79,14285.0,33173.0,46140.55,,,,,,,,,,,,,,,,,,0.05,,,100.0,7.13,0.0,0.0,0.0,100.0,41.56,0.3687,42.12,0.212
2024-03-19,24689.0,79745.47,0.11,0.65,0.09,0.08,0.0,49754.92,14285.0,15404.0,46140.55,,,,,,,,,,,,,,,,,17769.0,0.05,0.06,,100.0,7.13,0.0,0.0,0.0,100.0,22.99,0.5727,71.94,0.1232
2024-03-20,34689.0,113086.14,0.16,1.1,0.13,0.11,0.0,82817.04,24285.0,25404.0,79169.1,,,,,,10000.0,,,,,,,,,0.03,10000.0,,0.08,,,100.0,12.11,0.0,0.0,0.0,100.0,28.51,0.375,51.57,0.173
2024-03-21,34689.0,112739.25,0.16,1.2,0.13,0.11,0.0,82563.0,24285.0,25404.0,78926.25,,,,,,,,,,,,,,,,,,0.08,,,100.0,12.11,0.0,0.0,0.0,100.0,28.55,0.3732,51.32,0.1729
2024-03-22,34689.0,110137.58,0.16,1.2,0.13,0.11,0.0,80657.7,24285.0,25404.0,77104.88,,,,,,,,,,,,,,,,,,0.08,,,100.0,12.11,0.0,0.0,0.0,100.0,28.68,0.3714,51.02,0.1729
2024-03-25,34689.0,111872.03,0.16,1.21,0.13,0.11,0.0,81927.9,24285.0,25404.0,78319.13,,,,,,,,,,,,,,,,,,0.08,,,100.0,12.27,0.0,0.0,0.0,100.0,28.39,0.3741,51.51,0.1753
2024-03-26,34404.0,119037.84,0.16,1.24,0.13,0.11,0.0,86911.74,24285.0,25119.0,84026.1,,,,,,,,,,,,,,,,,285.0,0.08,0.0,,100.0,12.44,0.0,0.0,0.0,100.0,28.25,0.3831,52.7,0.1762
2024-03-27,24119.0,86466.62,0.11,0.8,0.09,0.09,0.0,54201.62,14000.0,15119.0,50190.0,,,,,,,,0.03,,10285.0,,,,,,,10000.0,0.05,0.03,,100.0,7.18,0.0,0.0,0.0,100.0,21.35,0.5982,74.21,0.1237
2024-03-28,6119.0,22823.87,0.03,0.23,0.02,0.02,0.0,22823.87,5000.0,6119.0,18650.0,,,,,,,,0.03,,9000.0,,,,,,,9000.0,0.02,0.03,,100.0,2.55,0.0,0.0,0.0,100.0,18.77,0.695,81.23,0.0312
2024-03-29,6119.0,22823.87,0.03,0.21,0.02,0.02,0.0,22823.87,5000.0,6119.0,18650.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,2.54,0.0,0.0,0.0,100.0,18.77,0.695,81.23,0.0311
2024-04-01,6119.0,22823.87,0.03,0.21,0.02,0.02,0.0,22823.87,5000.0,6119.0,18650.0,,,,,,,,,,,,,,,,,,0.02,,,100.0,2.48,0.0,0.0,0.0,100.0,18.22,0.702,81.78,0.0303
2024-04-02,25167.0,91733.72,0.12,0.86,0.09,0.1,0.0,91733.72,5000.0,25167.0,18225.0,,,,,,19048.0,,,,,,,,,0.07,,,0.02,,,100.0,2.51,0.0,0.0,0.0,100.0,20.72,0.6017,74.61,0.1265
2024-04-03,25167.0,89720.36,0.12,0.84,0.09,0.09,0.0,89720.36,24048.0,25167.0,85731.12,,,,,,,,,,,,,,,,19048.0,,0.09,,,100.0,12.09,0.0,0.0,0.0,100.0,20.6,0.6028,74.71,0.1265
2024-04-04,25167.0,91356.21,0.12,0.82,0.09,0.09,0.0,91356.21,24048.0,25167.0,87294.24,,,,,,,,,,,,,,,,,,0.09,,,100.0,12.1,0.0,0.0,0.0,100.0,20.78,0.602,74.61,0.1266
2024-04-05,29567.0,109397.9,0.14,0.93,0.11,0.11,0.0,109397.9,24348.0,29567.0,90087.6,,,,,,4400.0,,,,,,,,,0.02,300.0,,0.09,,,100.0,12.23,0.0,0.0,0.0,100.0,17.58,0.4472,63.52,0.1485
2024-04-08,62911.0,240005.47,0.29,1.9,0.23,0.23,0.0,169950.62,53811.0,44548.0,205288.97,,,18489.0,0.04,,6100.0,,,10000.0,,,,0.04,18489.0,0.02,10974.0,1119.0,0.2,0.0,,100.0,26.83,0.0,0.0,0.0,100.0,28.41,0.2157,30.24,0.3137
2024-04-09,81274.0,296650.1,0.37,2.4,0.3,0.31,0.0,229625.15,53811.0,62911.0,196410.15,,,,,,18363.0,,,,,,,,,0.07,,,0.2,,,100.0,26.56,0.0,0.0,0.0,100.0,23.4,0.2794,44.55,0.4011
2024-04-10,75174.0,266491.83,0.34,2.25,0.28,0.28,0.0,201395.0,47711.0,56811.0,169135.5,,,,,,,,0.02,,6100.0,,,,,,,6100.0,0.17,0.02,,100.0,23.68,0.0,0.0,0.0,100.0,24.93,0.3219,48.56,0.3731
2024-04-11,73274.0,258657.22,0.34,2.2,0.27,0.26,0.0,192776.83,47711.0,54611.0,168419.83,,,,,,,,,,,,,,,,,2200.0,0.17,0.01,,100.0,23.89,0.0,0.0,0.0,100.0,25.93,0.3316,49.36,0.3669
2024-04-12,70774.0,259740.58,0.32,2.07,0.26,0.25,0.0,192348.37,47411.0,52411.0,173998.37,,,,,,,,0.0,,300.0,,,,,,,2200.0,0.16,0.01,,100.0,23.72,0.0,0.0,0.0,100.0,26.82,0.3498,51.16,0.354
2024-04-15,51726.0,188024.01,0.24,1.5,0.19,0.19,0.0,103099.51,28363.0,28363.0,103099.51,,,,,,,,0.06,,19048.0,,,,,,,24048.0,0.1,0.09,,100.0,14.2,0.0,0.0,0.0,100.0,10.33,0.5203,70.03,0.2589
2024-04-16,58050.0,206367.75,0.27,1.7,0.22,0.21,0.0,141087.29,39687.0,39687.0,141087.29,,,,,,16324.0,,0.02,,5000.0,,,,,0.06,16324.0,5000.0,0.14,0.02,,100.0,20.09,0.0,0.0,0.0,100.0,28.19,0.4802,62.64,0.2938
2024-04-17,62050.0,217485.25,0.28,1.82,0.23,0.22,0.0,153122.94,39687.0,43687.0,139102.94,,,,,,4000.0,,,,,,,,,0.01,,,0.14,,,100.0,19.2,0.0,0.0,0.0,100.0,26.35,0.4215,58.54,0.3002
2024-04-18,72750.0,254988.75,0.33,2.15,0.27,0.25,0.0,178709.44,46987.0,50987.0,164689.44,,,,,,7300.0,,,,,,,,,0.03,7300.0,,0.16,,,100.0,22.6,0.0,0.0,0.0,100.0,22.46,0.3279,49.89,0.35
2024-04-19,72750.0,254625.0,0.33,2.21,0.27,0.25,0.0,178454.5,46987.0,50987.0,164454.5,,,,,,,,,,,,,,,,,,0.16,,,100.0,22.64,0.0,0.0,0.0,100.0,22.47,0.328,49.9,0.3505
2024-04-22,83745.0,294363.68,0.38,2.81,0.31,0.29,0.0,179219.31,57982.0,50987.0,203806.73,,,,,,,,,,,,,,,,10995.0,,0.2,,,100.0,27.94,0.0,0.0,0.0,100.0,19.46,0.2641,43.25,0.4035
2024-04-23,80318.0,279908.23,0.37,2.76,0.3,0.28,0.0,204064.18,56555.0,58555.0,197094.18,,,,,,9568.0,,0.01,,1427.0,,,,,0.04,,2000.0,0.2,0.01,,100.0,27.24,0.0,0.0,0.0,100.0,20.25,0.2813,44.97,0.3868
2024-04-24,78318.0,264323.25,0.36,2.65,0.29,0.27,0.0,190873.13,56555.0,56555.0,190873.13,,,,,,,,,,,,,,,,,2000.0,0.2,0.01,,100.0,27.26,0.0,0.0,0.0,100.0,20.77,0.2952,46.13,0.3775
2024-04-25,78318.0,261973.71,0.36,2.65,0.29,0.27,0.0,189176.48,56555.0,56555.0,189176.48,,,,,,,,,,,,,,,,,,0.19,,,100.0,27.25,0.0,0.0,0.0,100.0,20.49,0.2984,46.64,0.3774
2024-04-26,73284.0,245501.4,0.34,2.54,0.27,0.25,0.0,172595.35,51521.0,51521.0,172595.35,,,,,,,,0.02,,5034.0,,,,,,,5034.0,0.17,0.02,,100.0,24.95,0.0,0.0,0.0,100.0,22.07,0.326,49.68,0.3549
2024-04-29,68750.0,226875.0,0.31,2.41,0.25,0.23,0.0,155057.1,46987.0,46987.0,155057.1,,,,,,,,0.02,,4534.0,,,,,,,4534.0,0.16,0.02,,100.0,22.76,0.0,0.0,0.0,100.0,23.78,0.3681,53.09,0.3329
2024-04-30,68750.0,226875.0,0.31,2.44,0.25,0.23,0.0,155057.1,46987.0,46987.0,155057.1,,,,,,,,,,,,,,,,,,0.16,,,100.0,22.8,0.0,0.0,0.0,100.0,23.63,0.3685,53.17,0.3336
2024-05-01,68750.0,226875.0,0.31,2.45,0.25,0.23,0.0,155057.1,46987.0,46987.0,155057.1,,,,,,,,,,,,,,,,,,0.16,,,100.0,22.88,0.0,0.0,0.0,100.0,23.64,0.3687,53.19,0.3347
2024-05-02,68750.0,221031.25,0.31,2.45,0.25,0.23,0.0,151063.2,46987.0,46987.0,151063.2,,,,,,,,,,,,,,,,,,0.15,,,100.0,22.9,0.0,0.0,0.0,100.0,23.87,0.3676,53.01,0.335
2024-05-03,97850.0,314587.75,0.45,3.57,0.36,0.31,0.0,151063.2,76087.0,46987.0,244619.71,,,,,,,,,,,,,,,,29100.0,,0.24,,,100.0,37.11,0.0,0.0,0.0,100.0,29.53,0.2704,37.5,0.4772
2024-05-06,73284.0,235974.48,0.34,2.7,0.27,0.24,0.0,165897.62,51521.0,51521.0,165897.62,,,,,,4534.0,,0.08,,24566.0,,,,,0.02,,,0.17,,,100.0,25.46,0.0,0.0,0.0,100.0,22.11,0.327,49.78,0.3621
2024-05-07,73284.0,240371.52,0.34,2.54,0.27,0.24,0.0,168988.88,51521.0,51521.0,168988.88,,,,,,,,,,,,,,,,,,0.17,,,100.0,25.51,0.0,0.0,0.0,100.0,21.99,0.3277,49.89,0.3628
2024-05-08,104238.0,343464.21,0.48,3.55,0.39,0.35,0.0,271755.13,77475.0,82475.0,255280.13,,,,,,30954.0,,,,,,,,,0.1,25954.0,,0.25,,,100.0,38.33,0.0,0.0,0.0,100.0,25.46,0.2253,34.52,0.5158
2024-05-09,104238.0,343985.4,0.48,3.52,0.39,0.35,0.0,272167.5,77475.0,82475.0,255667.5,,,,,,,,,,,,,,,,,,0.25,,,100.0,38.45,0.0,0.0,0.0,100.0,25.62,0.2267,34.69,0.5173
2024-05-10,89284.0,294637.2,0.41,3.04,0.33,0.3,0.0,222819.3,77475.0,67521.0,255667.5,,,,0.01,,,,,3000.0,,,,0.01,,,,17954.0,0.26,0.06,,100.0,38.43,0.0,0.0,0.0,100.0,18.1,0.2352,40.69,0.4429
2024-05-13,89284.0,290173.0,0.41,3.36,0.33,0.3,0.0,219443.25,59521.0,67521.0,193443.25,,,,,,,,0.06,,17954.0,,,,,,,,0.2,,,100.0,29.39,0.0,0.0,0.0,100.0,18.18,0.2347,40.59,0.4409
2024-05-14,89284.0,299101.4,0.41,3.5,0.33,0.3,0.0,226195.35,85539.0,67521.0,286555.65,,,17745.0,,,,,,,,,,,17745.0,,8273.0,,0.28,,,100.0,42.31,0.0,0.0,0.0,100.0,17.94,0.2368,40.97,0.4416
2024-05-15,91835.0,315912.4,0.42,3.85,0.34,0.31,0.0,241047.68,61172.0,70072.0,210431.68,,,,,,6185.0,,0.08,,24367.0,,,,,0.02,,3634.0,0.21,0.01,,100.0,30.27,0.0,0.0,0.0,100.0,17.57,0.2254,39.47,0.4544
2024-05-16,96935.0,385801.3,0.44,4.11,0.36,0.35,0.0,287244.56,64172.0,72172.0,255404.56,,,3000.0,0.01,,,,,3000.0,,,,0.01,3000.0,,,900.0,0.23,0.0,,100.0,31.25,0.0,0.0,0.0,100.0,16.08,0.2208,38.55,0.4721
2024-05-17,91935.0,367740.0,0.42,3.5,0.34,0.36,0.0,268688.0,64172.0,67172.0,256688.0,,,,,,,,,,,,,,,,,5000.0,0.26,0.01,,100.0,31.09,0.0,0.0,0.0,100.0,18.03,0.2173,37.91,0.4455
2024-05-20,73572.0,291712.98,0.34,2.63,0.27,0.3,0.0,266336.98,45809.0,67172.0,181632.69,,,,,,,,0.07,,18363.0,,,,,,,,0.18,,,100.0,22.2,0.0,0.0,0.0,100.0,21.9,0.1688,24.52,0.3565
2024-05-21,52282.0,208866.59,0.24,1.96,0.19,0.21,0.0,151046.95,45882.0,37809.0,183298.59,,,,,,,,,,,,,,,,73.0,29363.0,0.18,0.12,,100.0,22.14,0.0,0.0,0.0,100.0,20.31,0.197,30.82,0.2523
2024-05-22,49616.0,196479.36,0.23,2.02,0.18,0.2,0.0,149723.64,43216.0,37809.0,171135.36,,,800.0,,,,,0.03,,8000.0,,,,800.0,,4534.0,,0.17,,,100.0,20.82,0.0,0.0,0.0,100.0,21.19,0.2043,32.53,0.239
2024-05-23,49689.0,209936.03,0.23,1.88,0.18,0.2,0.0,160051.45,43216.0,37882.0,182587.6,,,,,,73.0,,,,,,,,,0.0,,,0.17,,,100.0,20.79,0.0,0.0,0.0,100.0,22.01,0.2039,32.11,0.239
2024-05-24,51956.0,222631.46,0.24,1.84,0.19,0.22,0.0,162324.37,45483.0,37882.0,194894.66,,,122.0,,,,,,,,,,,122.0,,2145.0,,0.19,,,100.0,21.75,0.0,0.0,0.0,100.0,20.81,0.1995,31.45,0.2485
2024-05-27,51883.0,215314.45,0.24,1.63,0.19,0.22,0.0,157210.3,45410.0,37882.0,188451.5,,,,,,,,0.0,,73.0,,,,,,,,0.19,,,100.0,21.72,0.0,0.0,0.0,100.0,20.78,0.2007,31.69,0.2481
2024-05-28,77910.0,321378.75,0.36,2.43,0.29,0.33,0.0,214124.63,61410.0,51909.0,253316.25,,,,0.02,,10000.0,,,4027.0,,,,0.02,,0.04,16000.0,,0.25,,,100.0,29.17,0.0,0.0,0.0,100.0,20.79,0.1586,24.58,0.3701
2024-05-29,95360.0,389068.8,0.44,2.91,0.35,0.4,0.0,236268.72,75860.0,57909.0,309508.8,,,14450.0,0.02,,,,,6000.0,,,,0.02,14450.0,,,,0.31,,,100.0,37.73,0.0,0.0,0.0,100.0,16.73,0.1809,32.42,0.4742
2024-05-30,95360.0,385254.4,0.44,2.93,0.35,0.39,0.0,233952.36,75860.0,57909.0,306474.4,,,,,,,,,,,,,,,,,,0.31,,,100.0,37.73,0.0,0.0,0.0,100.0,16.95,0.1808,32.31,0.4742
2024-05-31,79036.0,324047.6,0.36,2.43,0.29,0.32,0.0,170498.5,59536.0,41585.0,244097.6,,,,,,,,0.07,,16324.0,,,,,,,16324.0,0.24,0.07,,100.0,29.61,0.0,0.0,0.0,100.0,16.24,0.2202,38.82,0.3931
2024-06-03,79036.0,335507.82,0.36,2.41,0.29,0.33,0.0,176528.33,59536.0,41585.0,252730.32,,,,,,,,,,,,,,,,,,0.24,,,100.0,29.61,0.0,0.0,0.0,100.0,16.25,0.2189,38.58,0.3931
2024-06-04,83036.0,354563.72,0.38,2.55,0.31,0.36,0.0,194647.95,59536.0,45585.0,254218.72,,,,0.02,,,,,4000.0,,,,0.02,,,,,0.25,,,100.0,29.61,0.0,0.0,0.0,100.0,17.89,0.2112,36.74,0.4129
2024-06-05,79036.0,338274.08,0.36,2.39,0.29,0.34,0.0,177983.8,59536.0,41585.0,254814.08,,,,,,,,,,,,,,,,,4000.0,0.25,0.02,,100.0,29.61,0.0,0.0,0.0,100.0,13.77,0.2164,38.56,0.3931
2024-06-06,72036.0,289944.9,0.33,2.0,0.27,0.31,0.0,139204.63,59536.0,34585.0,239632.4,,,,,,,,,,,,,,,,,7000.0,0.25,0.03,,100.0,29.61,0.0,0.0,0.0,100.0,15.15,0.2475,42.66,0.3582
2024-06-07,69036.0,273037.38,0.32,1.88,0.26,0.28,0.0,124918.68,54536.0,31585.0,215689.88,,,,,,,,0.03,,5000.0,,,,,,,3000.0,0.22,0.01,,100.0,27.12,0.0,0.0,0.0,100.0,15.1,0.258,44.65,0.3433
2024-06-10,77936.0,294987.76,0.36,2.08,0.29,0.31,0.0,144530.23,60136.0,38185.0,227614.76,,,1100.0,0.03,,,,,6600.0,,,,0.03,1100.0,,4500.0,,0.24,,,100.0,29.74,0.0,0.0,0.0,100.0,14.34,0.242,42.65,0.3855
