,UBI FP Equity_DX_SI_QTY,UBI FP Equity_DX_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,UBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBI FP Equity_DX_SI_MV,UBI FP Equity_DX_DSS,UBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY,UBI FP Equity_DX_BROKER_SI_QTY,UBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBI FP Equity_DX_BROKER_SI_MV_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBI FP Equity_DX_BROKER_SI_MV_INC_x,UBI FP Equity_DX_SUPPLY_SI_MV_NEW,UBI FP Equity_DX_BROKER_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_NEW,UBI FP Equity_DX_SUPPLY_SI_MV_DEC,UBI FP Equity_DX_BROKER_SI_QTY_INC,UBI FP Equity_DX_SUPPLY_SI_QTY_DEC,UBI FP Equity_DX_BROKER_SI_MV_NEW_y,UBI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,UBI FP Equity_DX_BROKER_SI_MV_INC_y,UBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBI FP Equity_DX_BROKER_SI_MV_ADD,UBI FP Equity_DX_SUPPLY_SI_QTY_ADD,UBI FP Equity_DX_BROKER_SI_QTY_DEC,UBI FP Equity_DX_SUPPLY_SI_MV,UBI FP Equity_DX_BROKER_SI_MV_DEC,UBI FP Equity_DX_SUPPLY_SI_MV_RMV,UBI FP Equity_DX_BROKER_SI_MV_RMV,UBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBI FP Equity_DX_UTILIZATION_QUANTITY,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,UBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBI FP Equity_DX_ACTIVE_UTILIZATION_MV,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBI FP Equity_DX_BROKER_SI_CON_RATIO,UBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-08-18,2754541.0,33674263.73,3.99,3.16,2.93,34.57,1.0,19513434.98,1989485.0,1596191.0,24321454.13,,,52412.0,,,,,1.01,,83214.0,,,,52412.0,,4600.0,11099.0,24.19,0.24,0.68,,19.61,19.61,8157240.0,99722259.0,54626.0,99.14,19.61,25.41,0.1838,29.24,0.2715
2009-08-19,2861854.0,34242083.11,4.14,3.27,3.04,35.6,1.0,19824545.27,2025612.0,1656878.0,24236447.58,,,135937.0,0.84,,,,1.21,68687.0,99810.0,,,0.84,135937.0,,,8000.0,24.46,0.1,,,19.9,19.9,8151219.0,97529335.34,,98.66,19.87,24.29,0.1839,30.09,0.2812
2009-08-20,3257620.0,39124016.2,4.72,3.74,3.46,40.21,1.0,22217214.93,2171111.0,1849893.0,26075043.11,,,211403.0,2.48,,,,0.81,198141.0,63706.0,,,2.48,211403.0,,,5126.0,26.01,0.07,0.03,,21.84,21.84,7772070.0,93342560.7,2198.0,93.31,21.8,21.61,0.1572,26.4,0.3276
2009-08-21,3063587.0,37084720.64,4.44,3.53,3.26,37.87,1.0,20849422.01,2110410.0,1722381.0,25546513.05,,,5820.0,0.48,,,,0.79,40000.0,66521.0,,,0.48,5820.0,,,167512.0,25.34,2.09,,,21.29,21.29,7800201.0,94421433.11,,93.84,21.26,23.13,0.166,27.99,0.3091
2009-08-24,2976112.0,36412730.32,4.31,3.43,3.16,37.1,1.0,21227431.36,1982043.0,1734976.0,24250296.11,,,11523.0,0.19,,,,1.63,12595.0,139890.0,,,0.19,11523.0,,,,24.04,,,,20.1,20.1,7877617.0,96382644.0,,95.5,20.11,23.87,0.1721,28.79,0.3018
2009-08-25,2952550.0,36390178.75,4.28,3.4,3.14,37.16,1.0,21171835.7,2014661.0,1717796.0,24830696.83,,,50000.0,0.12,,,,0.2,5820.0,17382.0,,,0.12,50000.0,,,23000.0,24.68,0.24,,,20.52,20.52,7803259.0,96175167.18,,95.49,20.54,24.0,0.1731,29.06,0.3007
2009-08-26,2896739.0,35296764.72,4.19,3.35,3.08,36.6,1.0,20931344.26,1958850.0,1717796.0,23868587.25,,,,,,,,0.62,,55811.0,,,,,,,,24.14,,,,19.94,19.94,7865589.0,95842201.97,,96.74,19.97,24.09,0.1737,29.02,0.2949
2009-08-27,2920818.0,36042894.12,4.23,3.43,3.1,36.59,1.0,20109843.98,2026796.0,1629647.0,25010662.64,,,27981.0,0.7,,,,0.04,52500.0,1440.0,,,0.7,27981.0,,41405.0,140649.0,24.65,1.81,,,20.63,20.63,7795932.0,96201800.88,,95.03,20.59,24.38,0.1712,28.41,0.2974
2009-08-28,2823978.0,34565490.72,4.09,3.34,3.0,35.63,1.0,19125073.44,1997097.0,1562506.0,24444467.28,,,21464.0,,,,,0.59,,51163.0,,,,21464.0,,,67141.0,24.52,0.76,,,20.3,20.3,7842306.0,95989825.44,,96.04,20.34,24.87,0.1805,29.54,0.287
2009-08-31,2807098.0,34864157.16,4.06,3.33,2.98,35.53,1.0,19196426.52,1980217.0,1545606.0,24594295.14,,,25020.0,,,,,0.5,,41900.0,,,,25020.0,,,16900.0,24.36,0.24,,,20.22,20.22,7812302.0,97028790.84,,96.36,20.18,25.28,0.1815,29.63,0.2867
2009-09-01,2975093.0,36385387.39,4.31,3.5,3.16,37.88,1.0,18977878.04,2142070.0,1551748.0,26197516.1,,,185048.0,0.19,,,,0.27,10137.0,24412.0,,,0.19,185048.0,,1217.0,3995.0,26.65,0.05,,,21.88,21.88,7650059.0,93560221.57,,94.79,21.95,23.38,0.1699,27.49,0.3038
2009-09-02,2979779.0,37545215.4,4.31,3.53,3.17,37.8,1.0,19655974.8,2129099.0,1559998.0,26826647.4,,,11726.0,0.04,,,,0.34,8250.0,24697.0,,,0.04,11726.0,,,,26.27,,,,21.74,21.74,7662453.0,96546907.8,,94.76,21.7,24.11,0.1694,26.82,0.3043
2009-09-03,2968657.0,38651914.14,4.3,3.34,3.15,38.58,1.0,19981833.06,2088848.0,1534703.0,27196800.96,,,9406.0,,,,,0.7,,60431.0,,,,9406.0,,10774.0,25295.0,26.55,0.24,,,21.28,21.28,7728386.0,100623585.72,,98.32,21.26,24.44,0.1735,27.35,0.3024
2009-09-04,2990174.0,38483539.38,4.33,3.24,3.18,39.48,1.0,19351344.87,2165994.0,1503601.0,27876342.78,,,55676.0,0.26,,,,0.0,18185.0,2459.0,,,0.26,55676.0,,23929.0,49287.0,28.04,0.58,,,22.06,22.06,7653145.0,98495976.15,,99.18,22.04,23.67,0.1762,28.22,0.3045
2009-09-07,3141472.0,41310356.8,4.55,3.41,3.34,41.52,1.0,21006243.95,2223460.0,1597433.0,29238499.0,,,76046.0,1.22,,,,0.24,93832.0,18580.0,,,1.22,76046.0,,,,28.7,,,,22.28,22.28,7755788.0,101988612.2,,100.48,22.22,23.07,0.1732,27.52,0.3148
2009-09-08,3118243.0,40786618.44,4.52,3.4,3.31,41.52,1.0,20763623.64,2227166.0,1587433.0,29131331.28,,,,0.11,,,,0.15,10000.0,13229.0,,,0.11,,,16935.0,20000.0,29.06,0.17,,,22.12,22.12,7840533.0,102554171.64,,102.47,22.1,22.95,0.1726,27.76,0.3097
2009-09-09,3102252.0,40561944.9,4.49,4.61,3.3,41.24,1.0,20516427.05,2229474.0,1569134.0,29150372.55,,,,0.06,,4200.0,,0.17,5501.0,12646.0,,,0.06,,0.06,14954.0,28000.0,29.06,0.38,,,22.14,22.14,7839172.0,102497173.9,,102.44,22.1,23.09,0.1708,27.54,0.3081
2009-09-10,2903293.0,37408930.31,4.2,4.57,3.08,38.59,1.0,17923795.22,2077490.0,1391059.0,26768458.65,,,,,,,,2.04,,151984.0,,,,,,,178075.0,27.06,2.46,,,20.64,20.64,7989156.0,102940275.06,,104.19,20.62,23.83,0.1761,28.84,0.2884
2009-09-11,2864831.0,38231169.7,4.15,4.62,3.04,38.25,1.0,18336964.15,2042094.0,1374070.0,27251744.43,,,,,,2071.0,,0.46,,35396.0,,,,,0.03,,19060.0,26.63,0.3,,,20.29,20.29,8020860.0,107038376.7,,104.86,20.25,24.91,0.1808,28.86,0.2847
2009-09-14,2729018.0,35913876.88,3.95,4.48,2.9,37.0,1.0,16915732.4,1978352.0,1285390.0,26035112.32,,,15168.0,0.42,,,,1.0,30000.0,78910.0,,,0.42,15168.0,,,118680.0,26.35,1.71,,,22.11,22.11,6968421.0,91704420.36,,92.41,22.19,21.72,0.1683,28.52,0.305
2009-09-15,2565969.0,34217196.62,3.72,4.36,2.73,34.72,1.0,16744492.8,1845013.0,1255680.0,24603248.36,,,5067.0,,,,,1.99,,138406.0,,,,5067.0,,,29710.0,24.31,0.35,,,20.67,20.67,7081466.0,94431349.11,,93.77,20.58,23.45,0.1749,29.49,0.2875
2009-09-16,2566998.0,34064063.46,3.72,4.43,2.73,34.79,1.0,16981353.6,1822042.0,1279680.0,24178497.34,,,6959.0,0.35,,,,0.38,24000.0,29930.0,,,0.35,6959.0,,,,24.16,,,,18.6,18.6,7976320.0,105845766.4,,105.83,18.59,23.29,0.1759,29.9,0.262
2009-09-17,2402794.0,32197439.6,3.48,4.35,2.55,32.68,1.0,15904969.2,1677874.0,1186938.0,22483511.6,,,,0.12,,,,1.92,7258.0,144168.0,,,0.12,,,,100000.0,22.29,1.27,,,16.93,16.93,8234875.0,110347325.0,,109.5,16.91,20.84,0.1739,30.99,0.2424
2009-09-18,2313447.0,30768845.1,3.35,4.24,2.46,31.51,1.0,14589754.2,1678491.0,1096974.0,22323930.3,,,23478.0,0.14,,,,0.31,10000.0,27702.0,,,0.14,23478.0,,4841.0,99964.0,22.35,1.36,,,16.48,16.48,8508696.0,113165656.8,,113.3,16.48,21.47,0.1786,31.57,0.2271
2009-09-21,2219366.0,29384405.84,3.21,4.05,2.36,30.21,1.0,14338575.76,1592460.0,1082974.0,21084170.4,,,,,,,,1.19,,86031.0,,,,,,,14000.0,21.17,0.2,,,15.64,15.64,8592741.0,113767890.84,,114.16,15.64,22.29,0.1792,31.2,0.2179
2009-09-22,2099322.0,27920982.6,3.04,3.78,2.23,28.41,1.0,12892847.1,1613575.0,969387.0,21460547.5,,,42515.0,,,2363.0,,0.28,,21400.0,,,,42515.0,0.03,,115950.0,21.28,1.54,,,15.6,15.6,8729525.0,116102682.5,,115.41,15.57,19.12,0.1748,31.84,0.203
2009-09-23,2491033.0,33579124.84,3.61,4.53,2.65,29.07,1.0,13234515.72,1954628.0,981789.0,26348385.44,,,381172.0,0.38,,,,0.49,27572.0,40119.0,,,0.38,381172.0,,,15170.0,21.2,0.2,,,16.41,16.41,9958505.0,134240647.4,,116.76,15.37,18.96,0.1727,31.36,0.2091
2009-09-24,2512586.0,33291764.5,3.64,4.57,2.67,29.37,1.0,13330109.5,2350145.0,1006046.0,31139421.25,,423137.0,5226.0,0.36,3.01,,,0.21,24257.0,32846.0,,423137.0,0.36,5226.0,,,,24.06,,,,15.95,15.95,12379892.0,164033569.0,,172.76,12.22,18.53,0.1663,30.67,0.1706
2009-09-25,2031777.0,26392783.23,2.94,3.58,2.16,27.45,1.0,11281295.4,1810127.0,868460.0,23513549.73,,,,,,,,0.49,,574275.0,,,,,,34257.0,137586.0,23.75,1.86,,,11.36,11.36,14125920.0,183495700.8,,169.59,12.28,13.64,0.1677,32.77,0.1275
2009-09-28,1948655.0,25410461.2,2.82,3.41,2.07,26.2,1.0,11259035.92,1737820.0,863423.0,22661172.8,,,4872.0,0.11,,,,0.73,9963.0,50305.0,,,0.11,4872.0,,24585.0,15000.0,22.64,0.2,0.68,,9.51,9.51,16545360.0,215751494.4,51459.0,162.93,12.2,14.47,0.1651,31.89,0.1066
2009-09-29,1840844.0,23710070.72,2.67,3.2,1.96,24.74,1.0,11687054.4,1666814.0,907380.0,21468564.32,,,120695.0,0.98,,,,2.53,78142.0,194343.0,,,0.98,120695.0,,2642.0,34185.0,21.7,0.5,,,10.79,10.79,13774129.0,177410781.52,,163.23,11.73,19.33,0.1616,30.49,0.1192
2009-09-30,1810000.0,23421400.0,2.62,3.13,1.92,24.09,1.0,11673717.48,1641208.0,902142.0,21237231.52,,,22850.0,,,,,0.65,,48456.0,,,,22850.0,,,5238.0,21.09,0.08,,,11.67,11.67,12422547.0,160747758.18,,159.56,11.67,19.79,0.1613,30.1,0.1287
2009-10-01,2054665.0,26053152.2,2.98,3.55,2.18,23.89,1.0,11283285.32,2102782.0,889849.0,26663275.76,,,456078.0,0.05,,,,0.02,7858.0,1500.0,,,0.05,456078.0,,6996.0,20151.0,21.26,0.37,,,14.59,14.59,12308684.0,156074113.12,,163.83,11.49,20.07,0.1655,30.92,0.1426
2009-10-02,1733563.0,21435506.5,2.51,2.97,1.84,22.56,1.0,10594937.89,1610064.0,856849.0,19908441.36,,,13001.0,0.09,,,,0.74,7000.0,505719.0,,,0.09,13001.0,,,40000.0,20.28,0.54,,,11.36,11.36,12566041.0,155379096.97,,158.17,11.36,20.62,0.1669,30.91,0.1223
2009-10-05,1766242.0,21274384.89,2.56,3.02,1.88,22.41,1.0,10242694.61,1608020.0,850369.0,19368600.9,,,27789.0,,,,,0.95,,71355.0,,,,27789.0,,41522.0,6480.0,19.7,0.14,,,11.48,11.48,12401488.0,149375922.96,,152.38,11.45,20.23,0.1798,33.42,0.1261
2009-10-06,1901893.0,23440831.23,2.75,3.17,2.02,23.81,1.0,10480797.93,1743671.0,850369.0,21490745.08,,,119817.0,,,,,0.0,,241.0,,,,119817.0,,16075.0,,21.07,,,,12.58,12.58,12115812.0,149327382.9,,146.15,12.6,19.46,0.1949,36.46,0.1372
2009-10-07,1916474.0,23572630.2,2.77,3.08,2.04,24.37,1.0,9236439.0,1691397.0,750930.0,20804183.1,,,92020.0,0.23,,,,1.95,16000.0,166294.0,,,0.23,92020.0,,22000.0,115439.0,20.87,1.41,,,12.29,12.29,12069161.0,148450680.3,,149.06,12.28,13.47,0.2101,40.74,0.1393
2009-10-08,1849147.0,22892439.86,2.68,2.81,1.96,23.42,1.0,8604260.94,1679987.0,695013.0,20798239.06,,,38804.0,,,,,0.82,,65166.0,,,,38804.0,,14952.0,55917.0,20.61,0.71,,,12.32,12.32,11960104.0,148066087.52,,146.85,12.31,13.95,0.2217,41.95,0.1356
2009-10-09,1920334.0,23984971.66,2.78,2.88,2.04,24.53,1.0,8441316.54,1758583.0,675846.0,21964701.67,,51459.0,44800.0,,0.64,,,0.21,,20305.0,,51459.0,,44800.0,,2642.0,19167.0,21.84,0.24,,,12.81,12.81,11969227.0,149495645.23,,148.69,12.8,13.43,0.2399,44.38,0.1399
2009-10-12,2154138.0,27163680.18,3.12,3.17,2.29,27.58,1.0,11801018.06,1877723.0,935846.0,23678087.03,,,5944.0,3.26,,,,0.9,260000.0,71804.0,,,3.26,5944.0,,185000.0,,23.5,,,,13.81,13.81,11717505.0,147757738.05,,146.7,13.81,18.05,0.2096,38.26,0.1584
2009-10-13,2055556.0,26413894.6,2.98,3.01,2.18,26.63,1.0,11617864.9,1834805.0,904114.0,23577244.25,,,,,,,,1.2,,98989.0,,,,,,56072.0,31732.0,23.25,0.35,0.0,,13.91,13.91,11360406.0,145981217.1,1.0,143.91,13.91,17.36,0.2354,41.62,0.1558
2009-10-14,2094744.0,27242145.72,3.03,2.93,2.23,27.5,1.0,12317217.57,1873993.0,947114.0,24371278.97,,,13388.0,0.64,,,,0.17,43000.0,17200.0,,,0.64,13388.0,,43000.0,,24.11,,,,14.38,14.38,11158485.0,145116097.43,,143.52,14.38,19.14,0.2335,40.88,0.1607
2009-10-15,1995034.0,26703530.09,2.89,2.93,2.12,26.6,1.0,10885699.26,1783121.0,813276.0,23867074.59,,,54860.0,,,,,3.07,,240732.0,,,,54860.0,,95000.0,133838.0,23.44,1.73,,,13.64,13.64,11289647.0,151111925.1,,147.61,13.7,20.03,0.2491,43.05,0.1526
2009-10-16,2005859.0,26266723.61,2.9,3.02,2.13,27.16,1.0,10440329.22,1759946.0,797276.0,23046492.87,,,169062.0,0.47,,,,3.36,34000.0,251604.0,,,0.47,169062.0,,59367.0,50000.0,23.27,0.52,,,13.44,13.44,11339610.0,148492192.95,,150.71,13.37,17.78,0.215,39.45,0.1531
2009-10-19,2018138.0,26679784.36,2.92,3.01,2.14,26.98,1.0,10861975.04,1777088.0,821632.0,23493103.36,,,42968.0,0.32,,,,0.84,24356.0,60817.0,,,0.32,42968.0,,34991.0,,23.28,,,,13.68,13.68,11211670.0,148218277.4,,146.84,13.68,17.48,0.2121,39.28,0.1554
2009-10-20,1999238.0,25250375.94,2.89,2.96,2.12,26.76,1.0,9889277.37,1785544.0,782999.0,22551420.72,,,70417.0,,,,,0.78,,61961.0,,,,70417.0,,,38633.0,23.21,0.52,,,13.76,13.76,11195027.0,141393191.01,,146.16,13.7,17.58,0.2173,40.03,0.154
2009-10-21,1897488.0,23832449.28,2.75,2.75,2.02,24.59,1.0,10681601.76,1676322.0,850446.0,21054604.32,,,,,,97447.0,,1.58,,109222.0,,,,,1.31,,30000.0,21.09,0.59,,,12.87,12.87,11350117.0,142557469.52,,142.87,12.86,16.73,0.2277,41.95,0.1457
2009-10-22,1985349.0,24449572.94,2.87,2.88,2.11,25.45,1.0,11315687.01,1695775.0,918854.0,20883469.13,,,243.0,,,96732.0,,0.77,,57841.0,,,,243.0,1.12,77051.0,28324.0,21.12,0.39,,,13.09,13.09,11263131.0,138705458.26,,140.77,13.05,16.03,0.2218,41.56,0.1532
2009-10-23,1930772.0,23555418.4,2.8,2.81,2.05,24.39,1.0,11332018.8,1625274.0,928854.0,19828342.8,,,,0.12,,,,0.9,10000.0,70501.0,,,0.12,,,,,19.94,,,,12.58,12.58,11293351.0,137778882.2,,138.75,12.56,16.01,0.2166,40.87,0.1495
2009-10-26,1863514.0,21775161.09,2.7,2.63,1.98,23.39,1.0,10321991.49,1513534.0,883354.0,17685644.79,,,,,,,,1.47,,111740.0,,,,,,,45500.0,18.29,0.6,,,11.72,11.72,11398711.0,133193938.04,,138.56,11.66,14.55,0.2205,41.74,0.1443
2009-10-27,1865531.0,21780074.43,2.7,2.53,1.98,22.69,1.0,9957257.25,1456313.0,852870.0,17002454.27,,,27000.0,,,56400.0,,1.04,,85060.0,,,,27000.0,0.67,839.0,86884.0,17.07,1.22,,,11.29,11.29,11437535.0,133533221.13,,134.32,11.28,12.16,0.2179,41.49,0.1447
2009-10-28,1705946.0,18953060.06,2.47,2.27,1.81,20.56,1.0,9334399.8,1315717.0,840180.0,14617615.87,,,3270.0,0.1,,,,1.72,8600.0,143866.0,,,0.1,3270.0,,,21290.0,15.13,0.29,,,10.17,10.17,11623452.0,129136551.72,,134.81,10.09,13.4,0.2456,44.49,0.1318
2009-10-29,1709811.0,19141334.15,2.48,2.22,1.82,19.94,1.0,9390959.34,1296745.0,838853.0,14517060.28,,,3794.0,0.09,,,,0.37,8673.0,31664.0,,,0.09,3794.0,,8898.0,10000.0,14.4,0.24,,,10.03,10.03,11631442.0,130213993.19,,129.68,9.99,12.6,0.2399,43.87,0.1323
2009-10-30,1679741.0,18057215.75,2.43,2.12,1.78,19.58,1.0,8724915.0,1342759.0,811620.0,14434659.25,,,760.0,0.17,,,,0.04,15000.0,3597.0,,,0.17,760.0,,48851.0,42233.0,14.94,0.52,,,10.4,10.4,11568569.0,124362116.75,,128.89,10.39,12.91,0.2485,44.85,0.1301
2009-11-02,1788146.0,19124221.47,2.59,2.18,1.9,20.35,1.0,9250950.4,1455664.0,864979.0,15568326.48,,,117784.0,0.2,,26978.0,,0.06,30053.0,4879.0,,,0.2,117784.0,0.29,,3672.0,15.77,0.05,,,11.33,11.33,11393143.0,121849664.39,,122.86,11.38,12.51,0.2263,42.3,0.1392
2009-11-03,1803250.0,18907076.25,2.61,2.18,1.92,20.42,1.0,8719346.97,1411365.0,831602.0,14798162.03,,,24427.0,0.94,,,,1.38,87231.0,127704.0,,,0.94,24427.0,,58978.0,120608.0,15.18,1.32,,,11.06,11.06,11349863.0,119003313.56,,121.8,11.08,11.84,0.2284,42.69,0.1413
2009-11-04,1813556.0,19341574.74,2.63,2.16,1.93,20.08,1.0,8525003.76,1448096.0,799344.0,15443943.84,,,46751.0,,,,,0.34,,20855.0,,,,46751.0,,10835.0,32258.0,15.19,0.39,,,11.65,11.65,10986615.0,117172248.98,,114.53,11.71,11.96,0.2298,42.61,0.1458
2009-11-05,1716282.0,19291009.68,2.49,2.02,1.82,19.33,1.0,8015468.8,1349188.0,713120.0,15164873.12,,,24578.0,0.38,,,,1.27,40530.0,123486.0,,,0.38,24578.0,,7815.0,126754.0,14.48,1.32,,,11.01,11.01,10901374.0,122531443.76,,116.71,11.04,13.45,0.2497,45.05,0.1401
2009-11-06,1284697.0,14260136.7,1.86,1.45,1.36,14.97,1.0,8015576.4,892755.0,722124.0,9909580.5,,,500.0,,,11000.0,,4.83,,464748.0,,,,500.0,0.13,7815.0,1996.0,9.89,0.07,,,7.43,7.43,11123526.0,123471138.6,,125.24,7.32,17.83,0.1543,27.42,0.1069
2009-11-09,1251024.0,14011468.8,1.81,1.4,1.33,14.64,1.0,8718651.2,801873.0,778451.0,8980977.6,,,,0.78,,,,1.03,57463.0,91425.0,,,0.78,,,543.0,1136.0,8.82,0.05,,,6.68,6.68,11195817.0,125393150.4,,125.07,6.58,20.88,0.1421,21.15,0.1043
2009-11-10,1564531.0,17076855.86,2.27,1.74,1.66,18.29,1.0,8851715.72,1108190.0,810968.0,12095893.85,,,569245.0,0.46,,,,2.8,40000.0,262928.0,,,0.46,569245.0,,,7483.0,12.39,0.07,,,9.38,9.38,10706956.0,116866424.74,,119.35,9.4,16.51,0.1872,34.66,0.1324
2009-11-11,1400735.0,15268011.5,2.03,1.56,1.49,15.99,1.0,8858898.7,1041394.0,812743.0,11351194.6,,,8799.0,0.33,,,,2.17,35000.0,182595.0,,,0.33,8799.0,,107000.0,33225.0,11.36,0.56,,,8.88,8.88,10685894.0,116476244.6,,116.57,8.88,18.77,0.1585,26.5,0.1194
2009-11-12,1122220.0,11985309.6,1.62,1.24,1.19,12.85,1.0,9115849.92,718433.0,853544.0,7672864.44,,,5735.0,0.47,,,,3.65,44446.0,335296.0,,,0.47,5735.0,,6600.0,3645.0,7.8,0.12,,,6.16,6.16,10949789.0,116943746.52,,119.57,6.12,19.59,0.1481,25.81,0.0962
2009-11-13,1094220.0,11954353.5,1.58,1.2,1.16,12.39,1.0,9231013.2,696678.0,844944.0,7611207.15,,,5442.0,,,,,0.53,,43376.0,,,,5442.0,,16179.0,8600.0,7.49,0.1,,,6.04,6.04,10836065.0,118384010.13,,116.22,6.05,19.91,0.1528,26.48,0.0949
2009-11-16,1135136.0,12827036.8,1.64,1.23,1.21,12.84,1.0,9770341.6,713759.0,864632.0,8065476.7,,,42956.0,0.16,,,,0.27,22068.0,25875.0,,,0.16,42956.0,,,2380.0,7.86,0.08,,,6.18,6.18,10828409.0,122361021.7,,118.87,6.2,19.55,0.1496,26.92,0.0983
2009-11-17,1129977.0,12667042.17,1.63,1.23,1.2,12.97,1.0,9154511.98,693245.0,816638.0,7771276.45,,,3111.0,0.0,,,,0.69,9006.0,60994.0,,,0.0,3111.0,,37369.0,57000.0,7.8,0.54,,,6.02,6.02,10831326.0,121419164.46,,122.74,5.97,15.85,0.1459,28.29,0.098
2009-11-18,1049668.0,11688053.18,1.52,1.17,1.12,12.08,1.0,8810323.78,610581.0,791228.0,6798819.44,,,,0.03,,,,0.96,2355.0,82664.0,,,0.03,,,,27765.0,6.82,0.31,,,5.25,5.25,11026526.0,122780367.01,,122.82,5.26,16.92,0.1688,31.14,0.0902
2009-11-19,941924.0,10285810.08,1.36,1.06,1.0,10.8,1.0,7453544.28,611506.0,682559.0,6677645.52,,,925.0,,,13041.0,,,,,,,,925.0,0.15,,121710.0,6.77,1.39,,,5.25,5.25,11045039.0,120611825.88,,122.73,5.23,18.88,0.1967,34.67,0.0808
2009-11-20,1045295.0,11409394.93,1.51,1.17,1.11,11.79,1.0,7921888.7,680232.0,725780.0,7424732.28,,,,0.43,,,,0.35,43221.0,28268.0,,,0.43,,,96994.0,,7.43,,,,5.82,5.82,11011143.0,120186625.85,,120.6,5.8,22.26,0.152,24.93,0.0894
2009-11-23,1044262.0,10969972.31,1.51,1.19,1.11,11.72,1.0,7269764.65,718619.0,692029.0,7549092.6,,,38898.0,0.15,,20123.0,,0.01,13024.0,511.0,,,0.15,38898.0,0.22,,66898.0,7.76,0.78,,,6.02,6.02,11215489.0,117818711.95,,120.76,6.04,17.93,0.1293,22.39,0.0875
2009-11-24,1357996.0,14387967.62,1.96,1.51,1.44,14.74,1.0,7535714.94,1013130.0,711252.0,10734112.35,,,282178.0,0.12,,,,0.23,19223.0,13667.0,,,0.12,282178.0,,26000.0,,10.66,,,,8.59,8.59,10781156.0,114226347.82,,113.62,8.58,16.41,0.1202,20.66,0.1151
2009-11-25,1639093.0,17464535.92,2.37,1.61,1.74,17.67,1.0,8849979.07,1201808.0,830594.0,12805264.24,,,218925.0,1.04,,37000.0,,1.09,103596.0,104311.0,,,1.04,218925.0,0.39,74064.0,21254.0,12.68,0.22,,,10.19,10.19,10590694.0,112843844.57,,111.55,10.21,23.48,0.1537,23.8,0.139
2009-11-26,1723419.0,17889089.22,2.49,1.65,1.83,18.71,1.0,9379430.28,1357607.0,903606.0,14091960.66,,,28662.0,1.06,,,,0.02,98485.0,2863.0,,,1.06,28662.0,,130000.0,25473.0,14.43,0.26,,,11.48,11.48,10469784.0,108676357.92,,111.03,11.5,23.06,0.1651,27.6,0.1457
2009-11-27,2300997.0,23550704.3,3.32,2.18,2.44,24.45,1.0,10486842.41,1759448.0,1024606.0,18007950.28,,,504771.0,1.53,,,,1.19,146000.0,102930.0,,,1.53,504771.0,,,25000.0,18.26,0.28,,,14.91,14.91,10040556.0,102765090.66,,104.02,14.93,20.32,0.1644,25.23,0.195
2009-11-30,2120334.0,21510788.43,3.06,2.0,2.25,22.21,1.0,9793942.42,1624540.0,965396.0,16480958.3,,,50000.0,,,50000.0,,1.94,,184908.0,,,,50000.0,0.54,,109210.0,16.58,1.28,,,13.81,13.81,10142596.0,102896636.42,,103.5,13.81,16.22,0.1539,27.55,0.1802
2009-12-01,3373880.0,34632878.2,4.87,3.13,3.58,34.74,1.0,13358809.41,2727222.0,1301394.0,27994933.83,1.21,,1166537.0,1.37,,80998.0,119000.0,1.5,136000.0,144853.0,1.21,,1.37,1166537.0,0.83,80998.0,,27.6,,,,22.88,22.88,9193120.0,94367376.8,,93.41,22.81,9.6,0.2533,47.07,0.283
2009-12-02,3315545.0,33818559.0,4.79,3.03,3.52,34.63,1.0,12756313.8,2717131.0,1250619.0,27714736.2,,,3225.0,0.04,,,,0.0,3225.0,13316.0,,,0.04,3225.0,,,54000.0,27.94,0.52,,,23.15,23.15,9022145.0,92025879.0,,92.69,23.16,9.67,0.2602,47.96,0.2824
2009-12-03,3679428.0,37898108.4,5.31,3.29,3.91,38.12,1.0,13782069.5,3125498.0,1338065.0,32192629.4,,,315397.0,1.42,,,,0.7,136096.0,68348.0,,,1.42,315397.0,,161318.0,48650.0,31.91,0.52,,,26.77,26.77,8550759.0,88072817.7,,87.56,26.71,8.54,0.292,51.47,0.3151
