,STS FP Equity_DX_SI_QTY,STS FP Equity_DX_SHORT_INTEREST_VALUE,STS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STS FP Equity_DX_SI_MV,STS FP Equity_DX_DSS,STS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STS FP Equity_DX_SUPPLY_SI_QTY,STS FP Equity_DX_BROKER_SI_QTY,STS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STS FP Equity_DX_BROKER_SI_MV_NEW_x,STS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STS FP Equity_DX_SUPPLY_SI_QTY_INC_x,STS FP Equity_DX_BROKER_SI_MV_INC_x,STS FP Equity_DX_SUPPLY_SI_MV_NEW,STS FP Equity_DX_BROKER_SI_QTY_ADD,STS FP Equity_DX_BROKER_SI_QTY_NEW,STS FP Equity_DX_SUPPLY_SI_MV_DEC,STS FP Equity_DX_BROKER_SI_QTY_INC,STS FP Equity_DX_SUPPLY_SI_QTY_DEC,STS FP Equity_DX_BROKER_SI_MV_NEW_y,STS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STS FP Equity_DX_BROKER_SI_MV_INC_y,STS FP Equity_DX_SUPPLY_SI_QTY_INC_y,STS FP Equity_DX_BROKER_SI_MV_ADD,STS FP Equity_DX_SUPPLY_SI_QTY_ADD,STS FP Equity_DX_BROKER_SI_QTY_DEC,STS FP Equity_DX_SUPPLY_SI_MV,STS FP Equity_DX_BROKER_SI_MV_DEC,STS FP Equity_DX_SUPPLY_SI_MV_RMV,STS FP Equity_DX_BROKER_SI_MV_RMV,STS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STS FP Equity_DX_UTILIZATION_QUANTITY,STS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STS FP Equity_DX_ACTIVE_UTILIZATION_MV,STS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STS FP Equity_DX_BROKER_SI_CON_RATIO,STS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STS FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-05-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18639.0,1482359.67,,1.48,0.0,,0.0,,0.0
2007-05-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18642.0,1484089.62,,1.48,0.0,,0.0,,0.0
2007-05-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18647.0,1473299.47,,1.48,0.0,,0.0,,0.0
2007-05-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18648.0,1465173.36,,1.47,0.0,,0.0,,0.0
2007-05-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18651.0,1458508.2,,1.46,0.0,,0.0,,0.0
2007-05-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1470079.4,,1.47,0.0,,0.0,,0.0
2007-05-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18643.0,1471119.13,,1.47,0.0,,0.0,,0.0
2007-05-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18650.0,1452462.0,,1.46,0.0,,0.0,,0.0
2007-05-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18647.0,1466959.49,,1.47,0.0,,0.0,,0.0
2007-05-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18646.0,1463711.0,,1.46,0.0,,0.0,,0.0
2007-05-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18649.0,1455740.94,,1.45,0.0,,0.0,,0.0
2007-05-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1454682.9,,1.46,0.0,,0.0,,0.0
2007-05-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18640.0,1462308.0,,1.47,0.0,,0.0,,0.0
2007-05-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1461876.04,,1.46,0.0,,0.0,,0.0
2007-05-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18640.0,1469764.0,,1.47,0.0,,0.0,,0.0
2007-05-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18639.0,1471735.44,,1.47,0.0,,0.0,,0.0
2007-05-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1471011.6,,1.47,0.0,,0.0,,0.0
2007-05-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1470452.28,,1.47,0.0,,0.0,,0.0
2007-05-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1473248.88,,1.47,0.0,,0.0,,0.0
2007-06-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18643.0,1481372.78,,1.48,0.0,,0.0,,0.0
2007-06-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18636.0,1499266.2,,1.5,0.0,,0.0,,0.0
2007-06-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18649.0,1471033.12,,1.47,0.0,,0.0,,0.0
2007-06-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18658.0,1451965.56,,1.45,0.0,,0.0,,0.0
2007-06-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18648.0,1446152.4,,1.45,0.0,,0.0,,0.0
2007-06-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18653.0,1431617.75,,1.43,0.0,,0.0,,0.0
2007-06-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18633.0,1452069.69,,1.45,0.0,,0.0,,0.0
2007-06-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18635.0,1458188.75,,1.46,0.0,,0.0,,0.0
2007-06-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18642.0,1449788.34,,1.45,0.0,,0.0,,0.0
2007-06-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18638.0,1458982.64,,1.46,0.0,,0.0,,0.0
2007-06-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18630.0,1485183.6,,1.48,0.0,,0.0,,0.0
2007-06-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1470717.6,,1.47,0.0,,0.0,,0.0
2007-06-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18652.0,1460078.56,,1.46,0.0,,0.0,,0.0
2007-06-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18648.0,1458833.04,,1.46,0.0,,0.0,,0.0
2007-06-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18648.0,1441490.4,,1.44,0.0,,0.0,,0.0
2007-06-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18647.0,1445888.38,,1.44,0.0,,0.0,,0.0
2007-06-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18647.0,1438429.58,,1.44,0.0,,0.0,,0.0
2007-06-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18636.0,1455657.96,,1.46,0.0,,0.0,,0.0
2007-06-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1440139.8,,1.44,0.0,,0.0,,0.0
2007-06-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1447333.72,,1.45,0.0,,0.0,,0.0
2007-06-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18638.0,1469233.54,,1.47,0.0,,0.0,,0.0
2007-07-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18642.0,1446805.62,,1.45,0.0,,0.0,,0.0
2007-07-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18644.0,1454045.56,,1.45,0.0,,0.0,,0.0
2007-07-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18643.0,1456018.3,,1.46,0.0,,0.0,,0.0
2007-07-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18640.0,1474796.8,,1.47,0.0,,0.0,,0.0
2007-07-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1475192.4,,1.46,0.0,,0.0,,0.0
2007-07-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1459157.7,,1.46,0.0,,0.0,,0.0
2007-07-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1462513.8,,1.46,0.0,,0.0,,0.0
2007-07-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1490108.4,,1.49,0.0,,0.0,,0.0
2007-07-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1472582.1,,1.47,0.0,,0.0,,0.0
2007-07-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1472582.1,,1.49,0.0,,0.0,,0.0
2007-07-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1488057.45,,1.49,0.0,,0.0,,0.0
2007-07-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1483396.2,,1.48,0.0,,0.0,,0.0
2007-07-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1464751.2,,1.47,0.0,,0.0,,0.0
2007-07-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1482463.95,,1.48,0.0,,0.0,,0.0
2007-07-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1467175.05,,1.47,0.0,,0.0,,0.0
2007-07-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1477056.9,,1.48,0.0,,0.0,,0.0
2007-07-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1472955.0,,1.47,0.0,,0.0,,0.0
2007-07-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1456733.85,,1.46,0.0,,0.0,,0.0
2007-07-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1428207.0,,1.43,0.0,,0.0,,0.0
2007-07-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1428207.0,,1.42,0.0,,0.0,,0.0
2007-07-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1412358.75,,1.41,0.0,,0.0,,0.0
2007-07-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1414223.25,,1.41,0.0,,0.0,,0.0
2007-08-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1409002.65,,1.42,0.0,,0.0,,0.0
2007-08-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1409562.0,,1.41,0.0,,0.0,,0.0
2007-08-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1402290.45,,1.4,0.0,,0.0,,0.0
2007-08-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1397256.3,,1.4,0.0,,0.0,,0.0
2007-08-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1398747.9,,1.4,0.0,,0.0,,0.0
2007-08-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1437529.5,,1.44,0.0,,0.0,,0.0
2007-08-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1443309.45,,1.45,0.0,,0.0,,0.0
2007-08-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1396137.6,,1.44,0.0,,0.0,,0.0
2007-08-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1401544.65,,1.4,0.0,,0.0,,0.0
2007-08-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1400053.05,,1.4,0.0,,0.0,,0.0
2007-08-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1400053.05,,1.43,0.0,,0.0,,0.0
2007-08-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1383086.1,,1.38,0.0,,0.0,,0.0
2007-08-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1398375.0,,1.4,0.0,,0.0,,0.0
2007-08-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1417020.0,,1.41,0.0,,0.0,,0.0
2007-08-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1415528.4,,1.42,0.0,,0.0,,0.0
2007-08-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1409562.0,,1.42,0.0,,0.0,,0.0
2007-08-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1445733.3,,1.42,0.0,,0.0,,0.0
2007-08-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1435478.55,,1.43,0.0,,0.0,,0.0
2007-08-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1435478.55,,1.43,0.0,,0.0,,0.0
2007-08-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1435478.55,,1.43,0.0,,0.0,,0.0
2007-08-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18645.0,1428393.45,,1.43,0.0,,0.0,,0.0
2007-08-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,645.0,49923.0,,0.05,0.0,,0.0,,0.0
