,VAC FP Equity_DX_SI_QTY,VAC FP Equity_DX_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VAC FP Equity_DX_SI_MV,VAC FP Equity_DX_DSS,VAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY,VAC FP Equity_DX_BROKER_SI_QTY,VAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VAC FP Equity_DX_BROKER_SI_MV_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,VAC FP Equity_DX_BROKER_SI_MV_INC_x,VAC FP Equity_DX_SUPPLY_SI_MV_NEW,VAC FP Equity_DX_BROKER_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_NEW,VAC FP Equity_DX_SUPPLY_SI_MV_DEC,VAC FP Equity_DX_BROKER_SI_QTY_INC,VAC FP Equity_DX_SUPPLY_SI_QTY_DEC,VAC FP Equity_DX_BROKER_SI_MV_NEW_y,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VAC FP Equity_DX_BROKER_SI_MV_INC_y,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,VAC FP Equity_DX_BROKER_SI_MV_ADD,VAC FP Equity_DX_SUPPLY_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_DEC,VAC FP Equity_DX_SUPPLY_SI_MV,VAC FP Equity_DX_BROKER_SI_MV_DEC,VAC FP Equity_DX_SUPPLY_SI_MV_RMV,VAC FP Equity_DX_BROKER_SI_MV_RMV,VAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VAC FP Equity_DX_UTILIZATION_QUANTITY,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VAC FP Equity_DX_ACTIVE_UTILIZATION_MV,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VAC FP Equity_DX_BROKER_SI_CON_RATIO,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-08-01,359426.0,15081514.96,7.91,22.88,3.67,15.29,1.0,8829600.84,212576.0,210429.0,8919688.96,,,4500.0,,,,,,,,,,,4500.0,,,,9.03,,,,88.45,74.73,27750.0,1164390.0,,1.18,88.46,26.55,0.2475,37.24,1.2635
2016-08-02,359426.0,14847888.06,7.91,23.42,3.67,15.11,1.0,8692821.99,212576.0,210429.0,8781514.56,,,,,,,,,,,,,,,,,,8.91,,,,88.26,74.09,28279.0,1168205.49,,1.19,88.25,26.45,0.2469,37.24,1.2527
2016-08-03,358419.0,14913814.59,7.89,23.49,3.66,14.96,1.0,8751664.86,211672.0,210326.0,8807671.92,,,,,,,,0.04,,904.0,,,,,,,103.0,8.75,0.0,,,88.21,73.76,28279.0,1176689.19,,1.17,88.22,26.92,0.2476,37.05,1.249
2016-08-04,357092.0,14905020.08,7.86,24.36,3.64,14.98,1.0,8779007.24,210345.0,210326.0,8779800.3,,,,,,,,0.05,,1327.0,,,,,,,,8.76,,,,88.15,73.17,28279.0,1180365.46,,1.18,88.15,26.95,0.2489,37.25,1.2421
2016-08-05,356803.0,14703851.63,7.85,25.02,3.64,14.94,1.0,8667534.46,210056.0,210326.0,8656407.76,,,,,,,,0.01,,289.0,,,,,,,,8.77,,,,88.13,72.86,28279.0,1165377.59,,1.18,88.14,26.69,0.2494,37.48,1.2377
2016-08-08,384803.0,15853883.6,8.47,27.52,3.93,16.04,1.0,9819031.2,251746.0,238326.0,10371935.2,,,33210.0,1.23,,,,,28000.0,,,,1.23,33210.0,,8480.0,,10.37,,,,100.0,87.33,0.0,0.0,,0.0,100.0,32.54,0.2564,34.45,1.3349
2016-08-09,400606.0,16500961.14,8.81,28.87,4.09,16.7,1.0,10475687.94,251549.0,254326.0,10361303.31,,,,0.69,,,,0.01,16000.0,197.0,,,0.69,,,,,10.36,,,,100.0,87.2,0.0,0.0,,0.0,100.0,33.07,0.2637,35.37,1.3886
2016-08-10,372606.0,15220955.1,8.2,27.6,3.8,15.42,1.0,9245417.1,223549.0,226326.0,9131976.65,,,1.0,,,,,1.15,,28001.0,,,,1.0,,,28000.0,9.2,1.26,,,88.69,77.4,28511.0,1164674.35,,1.17,88.68,30.1,0.2529,35.82,1.2901
2016-08-11,374648.0,15360568.0,8.24,27.84,3.82,15.47,1.0,9321227.0,224570.0,227347.0,9207370.0,,,138.0,0.06,,,,,1021.0,,,,0.06,138.0,,883.0,,9.18,,,,88.73,77.47,28511.0,1168951.0,,1.16,88.74,30.65,0.2532,35.42,1.2924
2016-08-12,355801.0,14523796.82,7.83,27.41,3.63,14.66,1.0,8585507.32,209054.0,210326.0,8533584.28,,,,,,,,0.64,,15516.0,,,,,,,17021.0,8.57,0.75,,,88.0,70.79,28511.0,1163819.02,,1.17,88.0,26.87,0.2496,37.41,1.2048
2016-08-15,359429.0,14650326.04,7.91,31.47,3.67,14.76,1.0,8737965.76,208632.0,214376.0,8503840.32,,,,0.16,,,,0.02,4050.0,422.0,,,0.16,,,,,8.51,,,,100.0,70.39,0.0,0.0,,0.0,100.0,26.64,0.2461,36.98,1.2127
2016-08-16,374938.0,15053760.7,8.25,34.01,3.83,15.28,1.0,9048846.4,215136.0,225376.0,8637710.4,,,4509.0,0.38,,,,,11000.0,,,,0.38,4509.0,,1995.0,,8.76,,,,100.0,72.59,0.0,0.0,,0.0,100.0,28.24,0.2442,35.67,1.265
2016-08-17,381879.0,15370629.75,8.4,35.17,3.9,15.44,1.0,9237697.0,214276.0,229508.0,8624609.0,,,8.0,0.27,,,,0.11,7000.0,868.0,,,0.27,8.0,,,2868.0,8.6,0.13,,,100.0,72.31,0.0,0.0,,0.0,100.0,28.01,0.2486,36.59,1.2887
2016-08-18,353332.0,14309946.0,7.77,35.75,3.6,14.33,1.0,8412133.5,207530.0,207707.0,8404965.0,,,15000.0,,,,,0.87,,21746.0,,,,15000.0,,,21801.0,8.35,0.87,,,90.52,70.03,21746.0,880713.0,,0.88,90.51,30.37,0.2572,36.77,1.1924
2016-08-19,357655.0,14402766.85,7.87,38.0,3.65,14.55,1.0,8565710.89,211853.0,212707.0,8531320.31,,,,,,5000.0,,0.03,,677.0,,,,,0.2,5000.0,,8.58,,,,85.43,71.49,36125.0,1454753.75,,1.46,85.43,29.76,0.2507,36.47,1.2069
2016-08-22,364655.0,14695596.5,8.02,39.29,3.72,14.78,1.0,8854192.1,217412.0,219707.0,8761703.6,,,1883.0,0.28,,,,,7000.0,,,,0.28,1883.0,,3676.0,,8.76,,,,90.91,73.37,21746.0,876363.8,,0.88,90.91,29.3,0.2552,37.59,1.2306
2016-08-23,364655.0,14841458.5,8.02,40.2,3.72,14.85,1.0,8942074.9,217412.0,219707.0,8848668.4,,,,,,,,,,,,,,,,,,8.77,,,,85.66,73.18,36402.0,1481561.4,,1.47,85.67,29.47,0.255,37.45,1.2275
2016-08-24,370622.0,15206620.66,8.15,41.97,3.78,15.26,1.0,9260758.21,213379.0,225707.0,8754940.37,,,16013.0,0.43,,,,0.76,10000.0,20046.0,,,0.43,16013.0,,,4000.0,8.69,0.16,,,100.0,71.83,0.0,0.0,,0.0,100.0,28.91,0.2535,36.81,1.2476
2016-08-25,371194.0,15144715.2,8.17,45.91,3.79,15.31,1.0,9208845.6,213951.0,225707.0,8729200.8,,,4010.0,,,,,0.14,,3438.0,,,,4010.0,,,,8.77,,,,100.0,72.02,0.0,0.0,,0.0,100.0,28.65,0.2533,36.98,1.2495
2016-08-26,371194.0,15033357.0,8.17,45.55,3.79,15.24,1.0,9141133.5,213951.0,225707.0,8665015.5,,,,,,,,,,,,,,,,,,8.74,,,,100.0,72.05,0.0,0.0,,0.0,100.0,28.57,0.253,36.96,1.25
2016-08-29,368931.0,14842094.13,8.12,47.5,3.76,15.04,1.0,8919272.61,211688.0,221707.0,8516208.24,,,138.0,,,,,0.18,,4263.0,,,,138.0,,1862.0,4000.0,8.58,0.17,,,100.0,71.29,0.0,0.0,,0.0,100.0,28.76,0.2552,37.16,1.2424
2016-08-30,364359.0,14173565.1,8.02,49.19,3.72,14.59,1.0,8468802.3,211116.0,217707.0,8212412.4,,,43.0,,,,,0.03,,615.0,,,,43.0,,,4000.0,8.49,0.18,,,100.0,71.05,0.0,0.0,,0.0,100.0,28.66,0.2617,38.05,1.2262
2016-08-31,388359.0,15340180.5,8.62,42.93,3.96,15.29,1.0,8599426.5,235116.0,217707.0,9287082.0,,,24000.0,,,,,,,,,,,24000.0,,,,9.15,,,,100.0,79.13,0.0,0.0,,0.0,100.0,27.78,0.2435,35.11,1.307
2016-09-01,372064.0,14514216.64,8.26,44.9,3.8,14.73,1.0,8102494.03,227825.0,207703.0,8887453.25,,,,0.01,,,,0.28,1.0,7291.0,,,0.01,,,,10005.0,8.99,0.44,,,100.0,76.67,0.0,0.0,,0.0,100.0,26.09,0.242,35.73,1.2522
2016-09-02,360464.0,13978793.92,8.0,44.49,3.68,14.14,1.0,7604874.34,227825.0,196103.0,8835053.5,,,,,,,,0.15,,2000.0,,,,,,2000.0,11600.0,8.89,0.47,,,100.0,76.67,0.0,0.0,,0.0,100.0,27.02,0.2373,34.19,1.2131
2016-09-05,360492.0,14005114.2,8.0,43.16,3.68,14.11,1.0,7619689.35,222266.0,196131.0,8635034.1,,,,,,28.0,,0.22,,5559.0,,,,,0.0,,,8.62,,,,100.0,74.72,0.0,0.0,,0.0,100.0,27.11,0.237,34.08,1.2118
2016-09-06,301426.0,11523515.98,6.69,36.32,3.08,11.69,1.0,6427648.13,182901.0,168131.0,6992305.23,,,,,,,,1.52,,39365.0,,,,,,,28000.0,7.1,1.16,,,80.01,62.1,45684.0,1746499.32,,1.77,79.99,29.71,0.2438,32.22,1.0234
2016-09-07,301426.0,12026897.4,6.69,35.97,3.08,11.79,1.0,6708426.9,182901.0,168131.0,7297749.9,,,621.0,,,,,0.02,,621.0,,,,621.0,,,,6.99,,,,80.23,62.13,45063.0,1798013.7,,1.72,80.24,28.99,0.2451,33.33,1.0239
2016-09-08,272118.0,10941864.78,6.04,32.5,2.78,10.9,1.0,5582072.83,166504.0,138823.0,6695125.84,,,,,,,,0.45,,16397.0,,,,,,,29308.0,6.64,1.17,,,75.15,55.5,55063.0,2214083.23,,2.2,75.15,32.72,0.2871,36.33,0.907
2016-09-09,260658.0,10064005.38,5.79,31.87,2.66,10.29,1.0,5321346.03,151044.0,137823.0,5831808.84,,,,,,,,0.58,,15460.0,,,,,,,1000.0,6.07,0.04,,,71.73,50.71,59523.0,2298183.03,,2.39,71.73,31.09,0.2861,36.94,0.8751
2016-09-12,260658.0,10254285.72,5.79,31.48,2.66,10.16,1.0,5421956.82,151044.0,137823.0,5942070.96,,,,,,,,,,,,,,,,,,5.83,,,,71.62,51.27,59853.0,2354617.02,,2.31,71.62,30.25,0.2879,38.14,0.8848
2016-09-13,254997.0,9960182.82,5.66,30.09,2.6,10.01,1.0,5383366.38,145383.0,137823.0,5678659.98,,,,,,,,0.15,,5661.0,,,,,,,,5.72,,,,68.71,49.23,66200.0,2585772.0,,2.6,68.71,31.29,0.2905,38.44,0.8636
2016-09-14,254997.0,10021382.1,5.66,30.55,2.6,10.0,1.0,5416443.9,145383.0,137823.0,5713551.9,,,,,,,,,,,,,,,,,,5.68,,,,68.71,49.12,66200.0,2601660.0,,2.59,68.71,31.11,0.2912,38.73,0.8615
2016-09-15,254997.0,9942333.03,5.66,30.78,2.6,9.99,1.0,5373718.77,145383.0,137823.0,5668483.17,,,,,,,,,,,,,,,,,,5.71,,,,68.71,49.12,66200.0,2581138.0,,2.6,68.71,31.31,0.2907,38.44,0.8615
2016-09-16,281997.0,11136061.53,6.26,34.63,2.88,11.13,1.0,6508860.27,161162.0,164823.0,6364287.38,,,4184.0,1.16,,,,0.38,27000.0,8911.0,,,1.16,4184.0,,20506.0,,6.3,,,,68.21,54.47,75111.0,2966133.39,,2.93,68.26,27.9,0.316,44.98,0.953
2016-09-19,281955.0,11078011.95,6.26,35.09,2.88,11.17,1.0,6483753.67,160920.0,165023.0,6322546.8,,,,,,200.0,,0.0,,242.0,,,,,0.01,,,6.35,,,,68.11,54.39,75353.0,2960619.37,,2.98,68.09,28.15,0.3147,44.66,0.953
2016-09-20,281955.0,11165418.0,6.26,35.27,2.88,11.17,1.0,6534910.8,155920.0,165023.0,6174432.0,,,,0.2,,,,0.2,5000.0,5000.0,,,0.2,,,,5000.0,6.13,0.17,,,67.42,52.49,75353.0,2983978.8,,2.96,67.43,28.0,0.3025,43.08,0.9491
2016-09-21,284687.0,11193892.84,6.32,35.84,2.9,11.29,1.0,6488704.36,158652.0,165023.0,6238196.64,,,2732.0,,,,,,,,,,,2732.0,,,,6.28,,,,67.8,53.18,75353.0,2962879.96,,2.98,67.79,27.93,0.2994,42.4,0.9544
2016-09-22,262803.0,10367578.35,5.83,33.05,2.68,10.36,1.0,5643125.25,156751.0,143045.0,6183826.95,,,,,,,,0.1,,1901.0,,,,,,,21978.0,6.16,0.9,,,66.99,52.55,77254.0,3047670.3,,3.04,66.97,30.23,0.284,38.29,0.881
2016-09-23,267766.0,10341122.92,5.94,33.66,2.73,10.46,1.0,5524436.52,142046.0,143046.0,5485816.52,,,4962.0,0.0,,,,0.77,1.0,19667.0,,,0.0,4962.0,,,,5.6,,,,64.77,47.74,77254.0,2983549.48,,3.05,64.77,30.01,0.2802,37.11,0.9
2016-09-26,263776.0,10332105.92,5.85,32.96,2.69,10.26,1.0,5524967.67,140051.0,141051.0,5485797.67,,,,,,,,0.08,,1995.0,,,,,,,1995.0,5.41,0.02,,,64.45,47.03,77254.0,3026039.18,,2.98,64.47,29.96,0.2784,36.85,0.8858
2016-09-27,263776.0,10163289.28,5.85,32.66,2.69,10.26,1.0,5434695.03,140051.0,141051.0,5396165.03,,,,,,,,,,,,,,,,,,5.49,,,,64.35,46.98,77577.0,2989041.81,,3.04,64.36,30.39,0.2776,36.25,0.8849
2016-09-28,263776.0,10155376.0,5.85,32.97,2.69,10.16,1.0,5430463.5,140051.0,141051.0,5391963.5,,,,,,,,,,,,,,,,,,5.4,,,,64.35,46.98,77577.0,2986714.5,,2.99,64.35,30.17,0.278,36.56,0.8849
2016-09-29,263483.0,10241584.21,5.85,32.91,2.69,10.2,1.0,5482652.37,139758.0,141051.0,5432393.46,,,,,,,,0.01,,293.0,,,,,,,,5.38,,,,64.22,48.78,77870.0,3026806.9,,3.0,64.22,30.06,0.2785,36.8,0.9196
2016-09-30,263483.0,10162539.31,5.85,32.71,2.69,10.21,1.0,5440337.07,139758.0,141051.0,5390466.06,,,,,,,,,,,,,,,,,,5.43,,,,100.0,48.78,0.0,0.0,,0.0,100.0,30.3,0.278,36.46,0.9196
2016-10-03,263483.0,10144095.5,5.85,32.4,2.69,10.16,1.0,5430463.5,136755.0,141051.0,5265067.5,,,,,,,,,,,,,,,,,,5.28,,0.12,,100.0,48.23,0.0,0.0,3003.0,0.0,100.0,30.22,0.2781,36.57,0.9293
2016-10-04,270069.0,10529990.31,5.99,32.98,2.76,10.46,1.0,5772508.49,139344.0,148051.0,5433022.56,,3003.0,,0.27,0.12,,,0.02,7000.0,414.0,,3003.0,0.27,,,,,5.37,,,,100.0,48.59,0.0,0.0,,0.0,100.0,31.86,0.2803,35.96,0.9418
2016-10-05,272068.0,10529031.6,6.04,33.56,2.78,10.58,1.0,5721795.0,141544.0,147850.0,5477752.8,,,2200.0,,,,,,,,,,,2200.0,,,201.0,5.52,0.01,,,100.0,49.3,0.0,0.0,,0.0,100.0,31.92,0.2792,35.32,0.9477
2016-10-06,270021.0,10657728.87,5.99,33.14,2.75,10.55,1.0,5835639.5,139497.0,147850.0,5505946.59,,,,,,,,0.1,,2047.0,,,,,,,,5.4,,,,100.0,49.0,0.0,0.0,,0.0,100.0,31.76,0.2807,36.1,0.9484
2016-10-07,270022.0,10263536.22,5.99,33.01,2.75,10.48,1.0,5619816.51,139497.0,147851.0,5302280.97,,,,0.0,,,,,1.0,,,,0.0,,,,,5.5,,,,100.0,48.97,0.0,0.0,,0.0,100.0,32.61,0.28,35.0,0.9478
2016-10-10,271022.0,10353040.4,6.02,32.08,2.77,10.34,1.0,5686108.2,140497.0,148851.0,5366985.4,,,,,,1000.0,,,,,,,,,0.04,1000.0,,5.34,,,,100.0,49.21,0.0,0.0,,0.0,100.0,31.85,0.2782,35.67,0.9493
2016-10-11,271022.0,10298836.0,6.02,32.79,2.77,10.34,1.0,5656338.0,140497.0,148851.0,5338886.0,,,,,,,,,,,,,,,,,,5.37,,,,100.0,49.33,0.0,0.0,,0.0,100.0,32.01,0.2782,35.49,0.9517
2016-10-12,272022.0,10255229.4,6.04,42.84,2.78,10.31,1.0,5573982.7,141497.0,147851.0,5334436.9,,,2000.0,,,,,0.04,,1000.0,,,,2000.0,,,1000.0,5.38,0.04,,,64.05,49.12,79423.0,2994247.1,,3.02,64.06,31.93,0.2792,35.31,0.9444
2016-10-13,270092.0,10101440.8,5.99,43.14,2.76,10.15,1.0,5529627.4,139567.0,147851.0,5219805.8,,,,,,,,0.1,,1930.0,,,,,,,,5.26,,,,63.18,48.87,81353.0,3042602.2,,3.07,63.16,32.17,0.2803,35.56,0.9457
2016-10-14,273144.0,10368546.24,6.06,43.07,2.79,10.29,1.0,5612423.96,142619.0,147851.0,5413817.24,,,3052.0,,,,,,,,,,,3052.0,,,,5.34,,,,63.68,50.12,81353.0,3088159.88,,3.04,63.7,31.47,0.279,35.6,0.96
2016-10-17,268082.0,10079883.2,5.95,42.84,2.74,10.13,1.0,5333597.6,142457.0,141851.0,5356383.2,,,,,,,,0.04,,1100.0,,,,,,938.0,6000.0,5.4,0.24,,,63.46,49.99,82026.0,3084177.6,,3.11,63.45,32.44,0.289,35.82,0.9408
2016-10-18,261713.0,9916305.57,5.81,41.77,2.67,9.88,1.0,5333055.39,137188.0,140751.0,5198053.32,,,,,,,,0.27,,5469.0,,,,,,200.0,1100.0,5.16,0.06,,,100.0,47.95,0.0,0.0,,0.0,100.0,32.55,0.2921,37.03,0.9148
2016-10-19,355713.0,13339237.5,7.9,57.83,3.63,13.43,1.0,5278162.5,231188.0,140751.0,8669550.0,,,86290.0,,,,,,,,,,,86290.0,,7710.0,,8.76,,,,100.0,80.14,0.0,0.0,,0.0,100.0,26.95,0.3082,41.65,1.2331
2016-10-20,295541.0,10935017.0,6.56,49.94,3.02,11.02,1.0,5207787.0,161016.0,140751.0,5957592.0,,,,,,,,2.7,,70172.0,,,,,,,,6.04,,,,100.0,57.43,0.0,0.0,,0.0,100.0,29.76,0.2837,32.4,1.0542
2016-10-21,289751.0,10625169.17,6.43,51.56,2.96,10.68,1.0,4666294.17,168726.0,127251.0,6187182.42,,,,,,,,,,,,,,,,7710.0,13500.0,6.24,0.51,,,100.0,58.57,0.0,0.0,,0.0,100.0,32.97,0.2931,33.13,1.0057
2016-10-24,289751.0,10720787.0,6.43,53.99,2.96,10.66,1.0,4708287.0,168726.0,127251.0,6242862.0,,,,,,,,,,,,,,,,,,6.19,,,,100.0,58.49,0.0,0.0,,0.0,100.0,32.74,0.293,33.49,1.0045
2016-10-25,250450.0,9316740.0,5.56,50.35,2.56,9.29,1.0,4733737.2,129425.0,127251.0,4814610.0,,,,,,,,1.36,,39301.0,,,,,,,,4.79,,,,73.93,45.0,45631.0,1697473.2,,1.69,73.93,30.67,0.2978,38.65,0.8708
2016-10-26,250450.0,9271659.0,5.56,48.31,2.56,9.3,1.0,4710832.02,129425.0,127251.0,4791313.5,,,,,,,,,,,,,,,,,,4.81,,,,73.93,44.97,45631.0,1689259.62,,1.7,73.93,30.81,0.2974,38.44,0.8702
2016-10-27,250450.0,9041245.0,5.56,49.21,2.56,9.16,1.0,4593761.1,129425.0,127251.0,4672242.5,,,,,,,,,,,,,,,,,,4.79,,,,73.93,43.72,45631.0,1647279.1,,1.69,73.93,31.1,0.2969,38.02,0.846
2016-10-28,250450.0,8966110.0,5.56,45.99,2.56,9.01,1.0,4555585.8,129425.0,127251.0,4633415.0,,,,,,,,,,,,,,,,,,4.67,,,,73.93,43.78,45631.0,1633589.8,,1.65,73.93,30.86,0.2973,38.37,0.8471
2016-10-31,253801.0,9048005.65,5.63,42.86,2.59,9.07,1.0,4536462.5,132776.0,127250.0,4733464.4,,,300.0,,,,,0.0,,1.0,,,,300.0,,3052.0,1.0,4.75,0.0,,,74.31,44.87,45891.0,1636014.15,,1.64,74.31,30.4,0.2957,37.94,0.8577
2016-11-01,252912.0,9031487.52,5.61,42.22,2.58,9.02,1.0,4543097.62,131915.0,127222.0,4710684.65,,,,,,,,0.05,,861.0,,,,,,,28.0,4.7,0.0,,,73.83,46.46,46752.0,1669513.92,,1.67,73.83,30.42,0.2963,38.2,0.8908
2016-11-02,253602.0,9028231.2,5.63,42.67,2.59,9.04,1.0,4529103.2,132605.0,127222.0,4720738.0,,,2699.0,,,,,0.08,,2379.0,,,,2699.0,,370.0,,4.73,,,,72.84,46.65,49455.0,1760598.0,,1.77,72.83,30.41,0.2958,38.0,0.8922
2016-11-03,253601.0,9028195.6,5.63,40.69,2.59,9.03,1.0,4529103.2,132604.0,127222.0,4720702.4,,,,,,,,0.0,,1.0,,,,,,,,4.72,,,,72.84,46.6,49455.0,1760598.0,,1.76,72.84,30.36,0.2959,38.06,0.8913
2016-11-04,248426.0,8694910.0,5.51,38.9,2.53,8.77,1.0,4452770.0,127429.0,127222.0,4460015.0,,,,,,,,0.18,,5175.0,,,,,,,,4.54,,,,71.19,44.78,51578.0,1805230.0,,1.84,71.18,31.25,0.2984,38.5,0.8731
2016-11-07,248426.0,8831544.3,5.51,38.17,2.53,8.77,1.0,4522742.1,127429.0,127222.0,4530100.95,,,1568.0,,,,,0.06,,1568.0,,,,1568.0,,,,4.46,,,,71.82,45.06,50010.0,1777855.5,,1.75,71.82,30.83,0.2995,39.14,0.8785
2016-11-08,248426.0,8719752.6,5.51,37.85,2.53,8.78,1.0,4465492.2,127429.0,127222.0,4472757.9,,,,,,,,,,,,,,,,,,4.53,,,,71.82,45.31,50010.0,1755351.0,,1.78,71.81,31.19,0.2985,38.59,0.8833
2016-11-09,249426.0,8732404.26,5.54,37.29,2.54,8.76,1.0,4489052.22,128429.0,128222.0,4496299.29,,,,,,1000.0,,,,,,,,,0.04,1000.0,,4.51,,,,71.97,45.66,50010.0,1750850.1,,1.76,71.98,31.0,0.2965,38.59,0.8868
2016-11-10,252119.0,9151919.7,5.6,36.24,2.57,9.0,1.0,4639720.8,131122.0,127816.0,4759728.6,,,,,,,,0.01,,406.0,,,,,,3099.0,406.0,4.59,0.01,,,72.39,46.62,50010.0,1815363.0,,1.75,72.4,30.17,0.2969,38.95,0.8964
2016-11-11,266025.0,9890809.5,5.9,37.84,2.71,9.77,1.0,4730113.96,145028.0,127222.0,5392141.04,,,14500.0,,,,,0.02,,594.0,,,,14500.0,,,594.0,5.27,0.02,,,74.23,51.69,50347.0,1871901.46,,1.83,74.24,28.68,0.2923,36.74,0.9482
2016-11-14,286025.0,10468515.0,6.35,40.1,2.92,10.57,1.0,4656325.2,195028.0,127222.0,7138024.8,,,50000.0,,,,,,,,,,,50000.0,,,,7.26,,,,100.0,69.39,0.0,0.0,,0.0,100.0,27.06,0.2569,33.42,1.0176
2016-11-15,314395.0,11538296.5,6.98,43.65,3.21,11.56,1.0,5402974.0,193398.0,147220.0,7097706.6,,,,,,20000.0,,0.06,,1630.0,,,,,0.77,,2.0,7.08,0.0,,,100.0,69.02,0.0,0.0,,0.0,100.0,24.38,0.2188,30.65,1.122
2016-11-16,317402.0,11886704.9,7.05,43.0,3.24,11.84,1.0,6636889.0,196407.0,177220.0,7355442.15,,,3009.0,,,30000.0,,,,,,,,3009.0,1.16,,,7.21,,,,100.0,70.02,0.0,0.0,,0.0,100.0,23.86,0.2182,30.53,1.1315
2016-11-17,315015.0,11750059.5,6.99,39.99,3.21,11.88,1.0,6610306.0,194018.0,177220.0,7236871.4,,,264.0,,,,,0.0,,2653.0,,,,264.0,,,,7.27,,,,100.0,69.01,0.0,0.0,,0.0,100.0,24.21,0.2172,30.3,1.1205
2016-11-18,314763.0,11706035.97,6.99,41.36,3.21,11.83,1.0,6590811.8,193766.0,177220.0,7206157.54,,,,,,,,0.03,,252.0,,,,,,,,7.23,,,,100.0,69.07,0.0,0.0,,0.0,100.0,24.22,0.2173,30.34,1.122
2016-11-21,317807.0,12235569.5,7.05,44.04,3.24,12.18,1.0,6822970.0,196810.0,177220.0,7577185.0,,,3044.0,,,,,,,,,,,3044.0,,1500.0,,7.53,,,,100.0,70.08,0.0,0.0,,0.0,100.0,24.2,0.2201,30.51,1.1316
2016-11-22,284614.0,10920639.18,6.32,37.15,2.9,10.96,1.0,5648908.14,163617.0,147222.0,6277984.29,,,,,,,,1.28,,33193.0,,,,,,1500.0,29998.0,6.3,1.17,,,81.4,58.22,37379.0,1434232.23,,1.44,81.4,26.86,0.2561,33.8,1.0128
2016-11-23,291614.0,11314623.2,6.47,37.92,2.98,11.29,1.0,5712213.6,207617.0,147222.0,8055539.6,,,37000.0,,,,,,,,,,,37000.0,,7000.0,,7.97,,,,91.29,73.88,19809.0,768589.2,,0.76,91.29,26.23,0.2562,33.18,1.0377
2016-11-24,293114.0,11490068.8,6.51,35.91,2.99,11.41,1.0,5771102.4,209117.0,147222.0,8197386.4,,,,,,,,,,,,,,,,1500.0,,8.11,,,,91.35,74.41,19809.0,776512.8,,0.77,91.35,26.65,0.256,32.82,1.0431
2016-11-25,337015.0,13301982.05,7.48,32.34,3.44,13.32,1.0,7271242.34,226492.0,184222.0,8939639.24,,,19809.0,1.52,,,,0.17,37000.0,4599.0,,,1.52,19809.0,,2165.0,,8.89,,,,100.0,80.5,0.0,0.0,,0.0,100.0,25.84,0.2154,28.6,1.1978
2016-11-28,346218.0,13509426.36,7.68,31.81,3.53,13.66,1.0,7655567.92,223721.0,196196.0,8729593.42,,,,0.51,,,,0.14,11974.0,2771.0,,,0.51,,,,,8.75,,,,100.0,79.51,0.0,0.0,,0.0,100.0,24.68,0.2085,27.56,1.2305
2016-11-29,355718.0,13588427.6,7.9,33.19,3.63,13.87,1.0,7494687.2,233221.0,196196.0,8909042.2,,,8000.0,,,,,,,,,,,8000.0,,1500.0,,9.09,,,,100.0,82.86,0.0,0.0,,0.0,100.0,26.58,0.2113,26.94,1.2638
2016-11-30,355718.0,13912130.98,7.9,32.39,3.63,13.82,1.0,7673225.56,233221.0,196196.0,9121273.31,,,597.0,,,,,0.02,,597.0,,,,597.0,,,,8.91,,,,100.0,83.06,0.0,0.0,,0.0,100.0,26.55,0.2117,27.31,1.2668
2016-12-01,355718.0,13730714.8,7.9,29.63,3.63,13.94,1.0,7573165.6,233221.0,196196.0,9002330.6,,,6541.0,,,,,0.17,,8000.0,,,,6541.0,,1459.0,,9.12,,,,100.0,83.08,0.0,0.0,,0.0,100.0,26.73,0.2115,26.86,1.2672
2016-12-02,361659.0,14564007.93,8.03,29.61,3.69,14.25,1.0,7900812.92,239162.0,196196.0,9631053.74,,,182.0,,,,,,,,,,,182.0,,5759.0,,9.23,,,,100.0,85.03,0.0,0.0,,0.0,100.0,25.97,0.212,27.27,1.2858
