,SOP FP Equity_DX_SI_QTY,SOP FP Equity_DX_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SOP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SOP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SOP FP Equity_DX_SI_MV,SOP FP Equity_DX_DSS,SOP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY,SOP FP Equity_DX_BROKER_SI_QTY,SOP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SOP FP Equity_DX_BROKER_SI_MV_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SOP FP Equity_DX_BROKER_SI_MV_INC_x,SOP FP Equity_DX_SUPPLY_SI_MV_NEW,SOP FP Equity_DX_BROKER_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_NEW,SOP FP Equity_DX_SUPPLY_SI_MV_DEC,SOP FP Equity_DX_BROKER_SI_QTY_INC,SOP FP Equity_DX_SUPPLY_SI_QTY_DEC,SOP FP Equity_DX_BROKER_SI_MV_NEW_y,SOP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SOP FP Equity_DX_BROKER_SI_MV_INC_y,SOP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SOP FP Equity_DX_BROKER_SI_MV_ADD,SOP FP Equity_DX_SUPPLY_SI_QTY_ADD,SOP FP Equity_DX_BROKER_SI_QTY_DEC,SOP FP Equity_DX_SUPPLY_SI_MV,SOP FP Equity_DX_BROKER_SI_MV_DEC,SOP FP Equity_DX_SUPPLY_SI_MV_RMV,SOP FP Equity_DX_BROKER_SI_MV_RMV,SOP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SOP FP Equity_DX_UTILIZATION_QUANTITY,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SOP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SOP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SOP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SOP FP Equity_DX_ACTIVE_UTILIZATION_MV,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SOP FP Equity_DX_BROKER_SI_CON_RATIO,SOP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SOP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-06-13,31415.0,5676690.5,0.21,1.08,0.15,5.8,0.0,5415036.9,29967.0,29967.0,5415036.9,,,371.0,0.09,,,,0.34,371.0,1930.0,,,0.09,371.0,,,37950.0,5.33,6.93,,,0.82,0.82,3603764.0,651200154.8,,639.28,0.83,33.09,0.3183,39.09,0.0086
2023-06-14,28641.0,5252759.4,0.19,0.97,0.14,5.37,0.0,4987196.2,27193.0,27193.0,4987196.2,,,,,,,,0.47,,2774.0,,,,,,,2774.0,4.94,0.5,,,0.75,0.75,3583600.0,657232240.0,,649.48,0.75,36.42,0.3445,43.08,0.0079
2023-06-15,29729.0,5375003.2,0.2,0.99,0.14,5.53,0.0,5022804.8,27781.0,27781.0,5022804.8,,,,0.03,,500.0,,,88.0,,,,0.03,,0.09,588.0,,5.05,,,,0.77,0.77,3587673.0,648651278.4,,653.29,0.77,34.79,0.3186,41.17,0.0082
2023-06-16,49875.0,9276750.0,0.33,1.67,0.24,9.4,0.0,7757130.0,41705.0,41705.0,7757130.0,,,7702.0,1.38,,7657.0,,0.18,7246.0,979.0,,,1.38,7702.0,1.42,7201.0,979.0,7.6,0.18,,,1.15,1.15,3575662.0,665073132.0,,650.87,1.15,23.95,0.2404,29.25,0.0138
2023-06-19,60001.0,10932182.2,0.4,1.94,0.29,11.27,0.0,9443608.2,50103.0,51831.0,9128766.6,,,4643.0,1.77,,728.0,,,9398.0,,,,1.77,4643.0,0.13,3755.0,,9.28,,,,1.38,1.38,3582649.0,652758647.8,,662.61,1.38,29.08,0.2388,29.56,0.0165
2023-06-20,63416.0,11497320.8,0.42,2.02,0.31,11.85,0.0,10632701.1,48807.0,58647.0,8848709.1,,,2929.0,2.05,,,,1.18,11210.0,6234.0,,,2.05,2929.0,,2009.0,4394.0,8.89,0.81,,,1.33,1.33,3609419.0,654387664.7,,656.97,1.34,20.36,0.207,31.44,0.0173
2023-06-21,48458.0,8736977.4,0.32,1.57,0.24,8.98,0.0,8562266.7,40083.0,47489.0,7226964.9,,,,,,,,1.63,,8724.0,,,,,,,11158.0,7.22,2.14,,,1.09,1.09,3639312.0,656167953.6,,656.81,1.09,26.35,0.2333,30.16,0.0132
2023-06-22,49748.0,8959614.8,0.33,1.61,0.24,9.2,0.0,8785097.9,41373.0,48779.0,7451277.3,,,,0.34,,,,0.1,1897.0,607.0,,,0.34,,,1897.0,607.0,7.46,0.13,,,1.12,1.12,3661669.0,659466586.9,,659.98,1.12,25.7,0.2283,28.02,0.0134
2023-06-23,66213.0,11713079.7,0.44,2.14,0.32,12.08,0.0,10275767.2,50682.0,58088.0,8965645.8,,,2153.0,1.69,,,,0.08,9309.0,469.0,,,1.69,2153.0,,7625.0,,9.09,,,,1.36,1.36,3666137.0,648539635.3,,658.63,1.36,19.04,0.2496,39.23,0.0178
2023-06-26,67841.0,11878959.1,0.45,2.21,0.33,12.2,0.0,10525261.0,52407.0,60110.0,9176465.7,,,2119.0,0.33,,,,0.07,2416.0,394.0,,,0.33,2119.0,,,394.0,9.24,0.07,,,1.41,1.41,3664357.0,641628910.7,,645.91,1.41,18.65,0.2641,41.43,0.0183
2023-06-27,72429.0,12617131.8,0.48,2.38,0.35,12.9,0.0,11270391.6,56734.0,64698.0,9883062.8,,,4327.0,0.73,,,,,4588.0,,,,0.73,4327.0,,,,9.9,,,,1.53,1.53,3657184.0,637081452.8,,638.38,1.53,21.07,0.2633,40.9,0.0195
2023-06-28,35730.0,6384951.0,0.24,1.18,0.17,6.46,0.0,5402637.1,29972.0,30233.0,5355996.4,,,,,,,,4.65,,26762.0,,,,,,,34465.0,5.31,6.12,,,0.81,0.81,3678774.0,657396913.8,,646.14,0.81,28.11,0.2437,33.2,0.0096
2023-06-29,28999.0,5219820.0,0.19,0.96,0.14,5.33,0.0,4705020.0,24878.0,26139.0,4478040.0,,,,,,,,0.9,,5094.0,,,,,,,4094.0,4.48,0.71,,,0.67,0.67,3692516.0,664652880.0,,661.97,0.67,34.32,0.3009,40.51,0.0078
2023-06-30,28505.0,5210714.0,0.19,0.94,0.14,5.32,0.0,4733057.6,24631.0,25892.0,4502546.8,,,1000.0,0.18,,,,0.22,1000.0,1247.0,,,0.18,1000.0,,,1247.0,4.48,0.22,,,0.66,0.66,3698273.0,676044304.4,,667.39,0.67,34.86,0.3159,41.27,0.0077
2023-07-03,28774.0,5262764.6,0.19,0.95,0.14,5.39,0.0,4784846.9,24900.0,26161.0,4554210.0,,,269.0,,,269.0,,,,,,,,269.0,0.05,,,4.57,,,,0.67,0.67,3695075.0,675829217.5,,675.32,0.67,34.43,0.3087,40.73,0.0077
2023-07-04,29032.0,5301243.2,0.19,0.96,0.14,5.42,0.0,5006709.4,26158.0,27419.0,4776450.8,,,,,,2350.0,,0.21,,1092.0,,,,,0.43,2350.0,1092.0,4.79,0.2,,,0.7,0.7,3705844.0,676687114.4,,678.14,0.7,34.2,0.2986,40.39,0.0078
2023-07-05,31639.0,5755134.1,0.21,1.06,0.15,5.89,0.0,5461729.4,28765.0,30026.0,5232353.5,,,1612.0,0.48,,,,,2607.0,,,,0.48,1612.0,,995.0,,5.27,,,,0.77,0.77,3707934.0,674473194.6,,677.28,0.77,31.36,0.2596,37.06,0.0085
2023-07-06,29935.0,5268560.0,0.2,1.0,0.15,5.42,0.0,4984672.0,26810.0,28322.0,4718560.0,,,,0.01,,,,0.37,85.0,1955.0,,,0.01,,,,1789.0,4.81,0.34,,,0.72,0.72,3708714.0,652733664.0,,667.8,0.72,32.88,0.2852,38.98,0.008
2023-07-07,42997.0,7692163.3,0.29,1.46,0.21,7.73,0.0,6324293.9,33158.0,35351.0,5931966.2,,,6033.0,0.16,,6033.0,,,996.0,,,,0.16,6033.0,1.05,315.0,,5.89,,,,0.89,0.89,3712049.0,664085566.1,,654.82,0.89,27.26,0.221,27.77,0.0115
2023-07-10,51275.0,9255137.5,0.34,1.81,0.25,9.31,0.0,6637526.5,39613.0,36773.0,7150146.5,,,6454.0,0.35,,,,0.07,1823.0,401.0,,,0.35,6454.0,,402.0,401.0,7.1,0.07,,,1.06,1.06,3705592.0,668859356.0,,663.15,1.06,23.28,0.2477,37.8,0.0137
2023-07-11,53414.0,9646568.4,0.36,1.91,0.26,9.74,0.0,7551608.4,38621.0,41814.0,6974952.6,,,1910.0,0.93,,,,0.49,5041.0,2902.0,,,0.93,1910.0,,,,6.97,,,,1.03,1.03,3705605.0,669232263.0,,667.83,1.03,22.26,0.238,36.88,0.0143
2023-07-12,57412.0,10575290.4,0.38,2.11,0.28,10.52,0.0,8217530.4,41287.0,44612.0,7605065.4,,,1466.0,0.5,,,,,2798.0,,,,0.5,1466.0,,1200.0,,7.47,,,,1.1,1.1,3720307.0,685280549.4,,672.12,1.1,21.01,0.2288,36.51,0.0153
2023-07-13,48243.0,9021441.0,0.32,1.89,0.23,8.93,0.0,7050648.0,34379.0,37704.0,6428873.0,,,605.0,0.14,,,,1.3,605.0,7513.0,,,0.14,605.0,,,7513.0,6.35,1.38,,,0.91,0.91,3723298.0,696256726.0,,685.87,0.92,24.75,0.2097,31.6,0.0128
2023-07-14,50088.0,9361447.2,0.33,1.98,0.24,9.42,0.0,7391708.1,36044.0,39549.0,6736623.6,,,1665.0,0.59,,,,,2845.0,,,,0.59,1665.0,,,1000.0,6.73,0.18,,,0.96,0.96,3715848.0,694491991.2,,693.7,0.96,23.82,0.2166,32.97,0.0134
2023-07-17,54037.0,10142744.9,0.36,2.18,0.26,10.2,0.0,8134542.6,39993.0,43338.0,7506686.1,,,4714.0,0.71,,,,0.19,3789.0,1020.0,,,0.71,4714.0,,255.0,,7.5,,,,1.07,1.07,3713778.0,697076130.6,,694.97,1.07,22.09,0.2241,32.76,0.0144
2023-07-18,55407.0,10483004.4,0.37,2.22,0.27,10.51,0.0,8458753.6,41363.0,44708.0,7825879.6,,,1370.0,0.27,,,,,1370.0,,,,0.27,1370.0,,,,7.8,,,,1.1,1.1,3713914.0,702672528.8,,698.65,1.1,22.19,0.2202,31.93,0.0148
2023-07-19,47297.0,9047916.1,0.32,1.89,0.23,9.06,0.0,8178648.9,38408.0,42753.0,7347450.4,,,3716.0,0.9,,,,1.25,4716.0,6671.0,,,0.9,3716.0,,,6671.0,7.3,1.25,,,1.02,1.02,3712557.0,710212154.1,,705.24,1.02,25.35,0.2236,33.52,0.0126
2023-07-20,49819.0,9390881.5,0.33,2.02,0.24,9.57,0.0,8421991.5,41334.0,44679.0,7791459.0,,,3330.0,0.5,,,,0.07,2330.0,404.0,,,0.5,3330.0,,,404.0,7.9,0.07,,,1.1,1.1,3700721.0,697585908.5,,706.71,1.11,23.63,0.2319,36.89,0.0133
2023-07-21,36907.0,6761362.4,0.25,1.6,0.18,6.95,0.0,6216708.8,32853.0,33934.0,6018669.6,,,,,,,,1.66,,8481.0,,,,,,,10745.0,6.15,2.07,,,0.88,0.88,3717653.0,681074029.6,,696.06,0.88,27.11,0.2257,31.64,0.0098
2023-07-24,41989.0,7709180.4,0.28,1.81,0.2,7.83,0.0,6877839.6,36200.0,37461.0,6646320.0,,,2306.0,0.61,,,,0.04,3527.0,180.0,,,0.61,2306.0,,1221.0,,6.66,,,,0.96,0.96,3715913.0,682241626.8,,682.1,0.97,27.75,0.2132,28.14,0.0112
2023-07-25,54714.0,10160389.8,0.36,2.35,0.27,10.22,0.0,8964853.2,47029.0,48276.0,8733285.3,,,10093.0,2.02,,,,,10815.0,,,,2.02,10093.0,,736.0,,8.7,,,,1.25,1.25,3705225.0,688060282.5,,682.79,1.26,29.44,0.232,31.17,0.0146
2023-07-26,60832.0,11260003.2,0.41,2.67,0.3,11.36,0.0,9935057.4,52415.0,53674.0,9702016.5,,,5398.0,1.02,,,,0.0,5398.0,12.0,,,1.02,5398.0,,,,9.74,,,,1.4,1.4,3704645.0,685729789.5,,686.07,1.4,27.91,0.2416,34.27,0.0162
2023-07-27,60098.0,12452305.6,0.4,2.72,0.29,11.81,0.0,10545444.0,48778.0,50895.0,10106801.6,,,2045.0,0.39,,,,1.06,2045.0,5682.0,,,0.39,2045.0,,,4824.0,9.45,0.9,,,1.3,1.3,3704421.0,767556031.2,,708.97,1.32,25.26,0.2265,30.06,0.016
2023-07-28,55166.0,10989067.2,0.37,2.37,0.27,11.25,0.0,8639503.2,41795.0,43371.0,8325564.0,,,2592.0,0.63,,,,1.7,2592.0,9575.0,,,0.63,2592.0,,,10116.0,8.53,1.76,,,1.11,1.11,3713000.0,739629600.0,,760.8,1.11,30.37,0.2525,35.59,0.0147
2023-07-31,39969.0,7901871.3,0.27,1.73,0.19,8.03,0.0,6494049.6,31601.0,32848.0,6247517.7,,,,,,,,2.16,,10194.0,,,,,,,10523.0,6.29,2.15,,,0.83,0.83,3768949.0,745121217.3,,750.23,0.83,25.46,0.287,42.38,0.0105
2023-08-01,59317.0,11810014.7,0.4,2.54,0.29,11.91,0.0,7968380.2,43775.0,40022.0,8715602.5,,,9552.0,2.41,,,,,12174.0,,,,2.41,9552.0,,2622.0,5000.0,8.74,0.97,,,1.14,1.14,3784615.0,753516846.5,,750.41,1.15,29.32,0.2394,30.57,0.0155
2023-08-02,60029.0,11831715.9,0.4,2.54,0.29,12.02,0.0,8209215.0,44922.0,41650.0,8854126.2,,,344.0,0.39,,,,0.17,2063.0,916.0,,,0.39,344.0,,1719.0,435.0,8.97,0.07,,,1.17,1.17,3794919.0,747978534.9,,754.5,1.17,27.53,0.2438,33.36,0.0156
2023-08-03,61351.0,11987985.4,0.41,2.6,0.3,12.17,0.0,8267569.4,41064.0,42311.0,8023905.6,,,661.0,0.11,,,,0.89,661.0,4519.0,,,0.11,661.0,,,,8.13,,,,1.07,1.07,3796555.0,741846847.0,,745.57,1.08,29.09,0.2455,32.62,0.016
2023-08-04,50991.0,10050326.1,0.34,2.19,0.25,10.13,0.0,7219970.1,36384.0,36631.0,7171286.4,,,3500.0,0.75,,,,1.7,3902.0,8582.0,,,0.75,3500.0,,402.0,9582.0,7.18,1.87,,,0.95,0.95,3800928.0,749162908.8,,742.48,0.96,23.36,0.3277,49.61,0.0133
2023-08-07,52327.0,10334582.5,0.35,2.24,0.25,10.45,0.0,7465302.5,34819.0,37799.0,6876752.5,,,1168.0,0.25,,,,0.53,1168.0,2733.0,,,0.25,1168.0,,,,6.92,,,,0.91,0.91,3802794.0,751051815.0,,750.07,0.91,22.68,0.3575,52.99,0.0136
2023-08-08,35015.0,6862940.0,0.23,1.5,0.17,7.0,0.0,5680276.0,27720.0,28981.0,5433120.0,,,215.0,,,,,1.44,,7314.0,,,,215.0,,,8818.0,5.51,1.74,,,0.72,0.72,3807974.0,746362904.0,,751.43,0.73,31.21,0.2643,33.6,0.0091
2023-08-09,30496.0,5977216.0,0.2,1.31,0.15,6.05,0.0,5498584.0,23111.0,28054.0,4529756.0,,,378.0,0.07,,,,1.03,378.0,4987.0,,,0.07,378.0,,,1305.0,4.54,0.27,,,0.6,0.6,3812998.0,747347608.0,,746.7,0.6,24.41,0.2626,38.85,0.008
2023-08-10,41113.0,8193820.9,0.27,1.79,0.2,8.24,0.0,6383579.0,30769.0,32030.0,6132261.7,,,5036.0,0.8,,,,,3976.0,,,,0.8,5036.0,,2622.0,,6.11,,,,0.8,0.8,3805189.0,758374167.7,,748.91,0.81,27.54,0.2352,29.02,0.0107
2023-08-11,42773.0,8516104.3,0.29,1.86,0.21,8.63,0.0,6596382.1,31328.0,33131.0,6237404.8,,,699.0,0.23,,,,0.1,1101.0,542.0,,,0.23,699.0,,402.0,,6.28,,,,0.82,0.82,3798171.0,756215846.1,,758.62,0.82,25.31,0.233,27.69,0.0112
2023-08-14,43637.0,8714308.9,0.29,1.88,0.21,8.82,0.0,6613464.9,31537.0,33117.0,6297938.9,,,529.0,0.04,,,,0.21,181.0,1017.0,,,0.04,529.0,,697.0,195.0,6.32,0.04,,,0.82,0.82,3799032.0,758666690.4,,758.71,0.83,24.76,0.226,27.18,0.0114
2023-08-15,46556.0,9250677.2,0.31,2.04,0.23,9.39,0.0,6939597.5,32648.0,34925.0,6487157.6,,,1111.0,0.22,,697.0,,,1111.0,,,,0.22,1111.0,0.15,,,6.53,,,,0.85,0.85,3800715.0,755202070.5,,758.04,0.85,25.4,0.2231,28.0,0.0121
2023-08-16,59930.0,11986000.0,0.4,2.66,0.29,12.07,0.0,8232200.0,39786.0,41161.0,7957200.0,,,7835.0,1.39,,,,0.14,6933.0,697.0,,,1.39,7835.0,,,697.0,7.96,0.15,,,1.04,1.04,3794975.0,758995000.0,,756.98,1.04,25.3,0.2695,38.62,0.0156
2023-08-17,62036.0,12345164.0,0.41,2.76,0.3,12.46,0.0,8321185.0,41352.0,41815.0,8229048.0,,,3739.0,0.74,,,,0.45,3739.0,2173.0,,,0.74,3739.0,,,3085.0,8.27,0.61,,,1.08,1.08,3795602.0,755324798.0,,759.03,1.08,30.36,0.2766,36.46,0.0162
2023-08-18,68418.0,13539922.2,0.46,3.06,0.33,13.68,0.0,9230253.9,46380.0,46641.0,9178602.0,,,5028.0,0.67,,1396.0,,,3430.0,,,,0.67,5028.0,0.28,,,9.22,,,,1.21,1.21,3798896.0,751801518.4,,755.29,1.21,30.96,0.2751,36.96,0.0178
2023-08-21,81044.0,15981876.8,0.54,3.59,0.39,16.14,0.0,10789995.2,54455.0,54716.0,10738526.0,,,7906.0,1.59,,,,,8075.0,,,,1.59,7906.0,,169.0,,10.77,,,,1.41,1.41,3806549.0,750651462.8,,752.03,1.41,28.83,0.2938,42.35,0.021
2023-08-22,84729.0,16844125.2,0.56,3.78,0.41,16.93,0.0,12132167.6,60766.0,61027.0,12080280.8,,,7085.0,1.8,,,,0.55,9051.0,2740.0,,,1.8,7085.0,,1966.0,2740.0,12.03,0.52,,,1.57,1.57,3800590.0,755557292.0,,752.1,1.57,29.0,0.2443,34.19,0.0219
2023-08-23,78566.0,15666060.4,0.52,3.52,0.38,15.76,0.0,11292221.4,56370.0,56631.0,11240178.0,,,,,,,,0.82,,4396.0,,,,,,,4396.0,11.22,0.86,,,1.46,1.46,3798295.0,757380023.0,,755.2,1.46,30.07,0.2407,32.46,0.0204
2023-08-24,66262.0,13053614.0,0.44,3.0,0.32,13.27,0.0,9731800.0,49139.0,49400.0,9680383.0,,,,,,,,1.42,,7231.0,,,,,,,7231.0,9.79,1.46,,,1.27,1.27,3807017.0,749982349.0,,757.82,1.27,23.2,0.2262,33.53,0.0172
2023-08-25,35481.0,7011045.6,0.24,1.62,0.17,7.08,0.0,6414886.4,32318.0,32464.0,6386036.8,,,,0.13,,,,3.4,748.0,16821.0,,,0.13,,,,17684.0,6.38,3.55,,,0.84,0.84,3817874.0,754411902.4,,753.23,0.84,25.09,0.2416,33.5,0.0092
2023-08-28,37606.0,7513678.8,0.25,1.71,0.18,7.55,0.0,7083309.6,31455.0,35452.0,6284709.0,,,,0.61,,,,0.18,2988.0,863.0,,,0.61,,,,,6.24,,,,0.82,0.82,3816977.0,762632004.6,,754.38,0.82,24.97,0.2441,31.75,0.0098
2023-08-29,30753.0,6193654.2,0.21,1.41,0.15,6.25,0.0,6070196.0,28611.0,30140.0,5762255.4,,,424.0,,,424.0,,0.62,,3268.0,,,,424.0,0.09,,5736.0,5.73,1.12,,,0.74,0.74,3825707.0,770497389.8,,763.51,0.75,24.97,0.2768,38.69,0.008
2023-08-30,28755.0,5825763.0,0.19,1.32,0.14,5.89,0.0,5701569.2,26613.0,28142.0,5391793.8,,,,,,,,0.39,,1998.0,,,,,,,1998.0,5.37,0.39,,,0.69,0.69,3828071.0,775567184.6,,769.11,0.69,25.98,0.2898,41.26,0.0075
2023-08-31,27915.0,5672328.0,0.19,1.32,0.14,5.75,0.0,5547766.4,25773.0,27302.0,5237073.6,,,,,,73.0,,0.18,,913.0,,,,,0.02,73.0,913.0,5.23,0.17,,,0.67,0.67,3828696.0,777991027.2,,778.58,0.67,26.68,0.2934,42.39,0.0072
2023-09-01,27579.0,5653695.0,0.18,1.3,0.13,5.72,0.0,5528030.0,24939.0,26966.0,5112495.0,,,,0.02,,,,0.17,120.0,834.0,,,0.02,,,,456.0,5.09,0.09,,,0.65,0.65,3829243.0,784994815.0,,781.22,0.65,27.02,0.3005,43.01,0.0072
2023-09-04,28697.0,5848448.6,0.19,1.39,0.14,5.93,0.0,5723519.2,26057.0,28084.0,5310416.6,,,568.0,0.24,,,,,1118.0,,,,0.24,568.0,,550.0,,5.33,,,,0.68,0.68,3832370.0,781037006.0,,785.13,0.67,25.91,0.2929,41.21,0.0074
2023-09-05,30346.0,6202722.4,0.2,1.48,0.15,6.28,0.0,6077425.2,27706.0,29733.0,5663106.4,,,1708.0,0.35,,,,0.01,1708.0,59.0,,,0.35,1708.0,,,59.0,5.66,0.01,,,0.72,0.72,3833255.0,783517322.0,,783.65,0.72,26.99,0.2897,39.06,0.0079
2023-09-06,32328.0,6478531.2,0.22,1.59,0.16,6.58,0.0,6206989.2,28445.0,30973.0,5700378.0,,,742.0,0.23,,,,0.0,1240.0,3.0,,,0.23,742.0,,,,5.76,,,,0.74,0.74,3827501.0,767031200.4,,778.46,0.73,27.13,0.2698,36.53,0.0084
2023-09-07,32189.0,6373422.0,0.21,1.6,0.16,6.47,0.0,6105132.0,28306.0,30834.0,5604588.0,,,,0.0,,,,0.05,7.0,146.0,,,0.0,,,7.0,146.0,5.64,0.06,,,0.74,0.74,3819670.0,756294660.0,,763.87,0.73,26.73,0.2698,36.7,0.0084
2023-09-08,30293.0,6001043.3,0.2,1.6,0.15,6.08,0.0,5879608.0,27152.0,29680.0,5378811.2,,,465.0,,,465.0,,0.34,,1619.0,,,,465.0,0.1,,1619.0,5.38,0.34,,,0.71,0.71,3814934.0,755738425.4,,755.09,0.71,25.24,0.2815,39.13,0.0079
2023-09-11,28637.0,5698763.0,0.19,1.56,0.14,5.76,0.0,5576776.0,25496.0,28024.0,5073704.0,,,,,,,,0.33,,1656.0,,,,,,,1656.0,5.06,0.33,,,0.68,0.68,3737742.0,743810658.0,,740.16,0.68,26.0,0.2953,41.49,0.0076
2023-09-12,22048.0,4334636.8,0.15,1.23,0.11,4.41,0.0,4214121.0,21174.0,21435.0,4162808.4,,,,,,,,0.85,,4322.0,,,,,,,6589.0,4.18,1.3,,,0.56,0.56,3730144.0,733346310.4,,739.88,0.56,33.61,0.4071,53.54,0.0059
2023-09-13,18930.0,3706494.0,0.13,1.09,0.09,3.75,0.0,3586468.6,18056.0,18317.0,3535364.8,,,,,,,,0.63,,3118.0,,,,,,,3118.0,3.54,0.64,,,0.48,0.48,3750855.0,734417409.0,,736.26,0.48,22.3,0.4528,62.67,0.005
2023-09-14,21146.0,4129813.8,0.14,1.2,0.1,4.2,0.0,4031968.5,20384.0,20645.0,3980995.2,,,,0.5,,,,0.02,2440.0,112.0,,,0.5,,,2440.0,112.0,3.99,0.02,,,0.54,0.54,3748291.0,732041232.3,,735.77,0.54,31.81,0.4209,55.82,0.0056
2023-09-15,24413.0,4719032.9,0.16,1.36,0.12,4.81,0.0,4622189.6,23651.0,23912.0,4571738.3,,,2318.0,0.63,,,,,3267.0,,,,0.63,2318.0,,949.0,,4.59,,,,0.63,0.63,3746559.0,724209854.7,,729.76,0.63,37.22,0.3841,48.26,0.0065
2023-09-18,26361.0,5005953.9,0.18,1.33,0.13,5.09,0.0,4910814.0,25599.0,25860.0,4861250.1,,,1948.0,0.31,,268.0,,,1680.0,,,,0.31,1948.0,0.06,,,4.9,,,,0.68,0.68,3722129.0,706832297.1,,716.28,0.68,34.47,0.3459,44.73,0.007
2023-09-19,30698.0,5851038.8,0.2,1.51,0.15,5.95,0.0,5755548.2,28936.0,30197.0,5515201.6,,,3010.0,0.83,,,,,4337.0,,,,0.83,3010.0,,327.0,,5.5,,,,0.77,0.77,3712293.0,707563045.8,,707.42,0.77,29.71,0.2918,38.46,0.0082
2023-09-20,29841.0,5717535.6,0.2,1.47,0.15,5.81,0.0,5621544.0,28079.0,29340.0,5379936.4,,,,,,,,0.16,,857.0,,,,,,,857.0,5.37,0.17,,,0.75,0.75,3706780.0,710219048.0,,709.57,0.75,30.57,0.3086,39.58,0.008
2023-09-21,29841.0,5681726.4,0.2,1.46,0.15,5.77,0.0,5586336.0,28079.0,29340.0,5346241.6,,,,,,,,,,,,,,,,,,5.37,,,,0.75,0.75,3703150.0,705079760.0,,710.24,0.75,30.58,0.3084,39.59,0.008
2023-09-22,30572.0,5747536.0,0.2,1.47,0.15,5.79,0.0,4430220.0,28810.0,23565.0,5416280.0,,,,,,,,1.11,,5775.0,,,,,,6506.0,5775.0,5.45,1.17,,,0.77,0.77,3704064.0,696364032.0,,703.85,0.77,22.8,0.2642,38.93,0.0082
2023-09-25,27873.0,5203889.1,0.19,1.32,0.14,5.3,0.0,4383716.0,26111.0,23480.0,4874923.7,,,4570.0,0.89,,,,1.39,4570.0,7269.0,,,0.89,4570.0,,,4655.0,4.89,0.88,,,0.7,0.7,3705543.0,691824878.1,,696.92,0.7,28.15,0.2917,42.58,0.0075
2023-09-26,28082.0,5223252.0,0.19,1.3,0.14,5.31,0.0,4553280.0,25320.0,24480.0,4709520.0,,,,0.18,,,,0.34,1000.0,1791.0,,,0.18,,,1000.0,,4.73,,,,0.68,0.68,3705377.0,689200122.0,,691.39,0.68,27.99,0.28,42.04,0.0075
2023-09-27,32104.0,6051604.0,0.21,1.43,0.16,6.15,0.0,5372627.0,29342.0,28502.0,5530967.0,,,4022.0,,,4022.0,,,,,,,,4022.0,0.79,,,5.51,,,,0.77,0.77,3758841.0,708541528.5,,703.61,0.78,24.5,0.2465,36.77,0.0085
2023-09-28,35269.0,6729325.2,0.24,1.56,0.17,6.84,0.0,6042063.6,32507.0,31667.0,6202335.6,,,3165.0,0.63,,,,,3165.0,,,,0.63,3165.0,,,,6.16,,,,0.85,0.85,3772868.0,719863214.4,,712.04,0.86,26.48,0.2439,33.49,0.0093
2023-09-29,42390.0,8304201.0,0.28,1.84,0.21,8.4,0.0,7598569.2,38628.0,38788.0,7567225.2,,,5233.0,1.43,,,,,7121.0,,,,1.43,5233.0,,888.0,,7.44,,,,1.01,1.01,3771322.0,738801979.8,,724.26,1.02,27.99,0.2572,36.35,0.0111
2023-10-02,69949.0,13367253.9,0.47,2.83,0.34,13.81,0.0,9300645.9,54187.0,48669.0,10355135.7,,,14209.0,2.07,,,,,9881.0,,,,2.07,14209.0,,1350.0,,10.62,,,,1.41,1.41,3785018.0,723316939.8,,741.54,1.41,33.2,0.2769,37.13,0.0182
2023-10-03,71500.0,13177450.0,0.48,2.75,0.35,13.94,0.0,12050455.5,62937.0,65385.0,11599289.1,,,7566.0,3.2,,,,,16716.0,,,,3.2,7566.0,,1184.0,,11.99,,,,1.63,1.63,3793814.0,699199920.2,,719.47,1.64,15.86,0.3128,49.74,0.0185
2023-10-04,75075.0,13978965.0,0.5,2.78,0.37,14.27,0.0,12703122.6,65775.0,68223.0,12247305.0,,,,0.22,,,,,2838.0,,,,0.22,,,2838.0,,12.15,,,,1.67,1.67,3873964.0,721332096.8,,714.86,1.67,15.65,0.3217,50.87,0.0191
