,ALESE FP Equity_DX_SI_QTY,ALESE FP Equity_DX_SHORT_INTEREST_VALUE,ALESE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALESE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALESE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALESE FP Equity_DX_SI_MV,ALESE FP Equity_DX_DSS,ALESE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALESE FP Equity_DX_SUPPLY_SI_QTY,ALESE FP Equity_DX_BROKER_SI_QTY,ALESE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALESE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALESE FP Equity_DX_BROKER_SI_MV_INC_x,ALESE FP Equity_DX_BROKER_SI_QTY_ADD,ALESE FP Equity_DX_SUPPLY_SI_MV_DEC,ALESE FP Equity_DX_BROKER_SI_QTY_INC,ALESE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALESE FP Equity_DX_BROKER_SI_MV_INC_y,ALESE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALESE FP Equity_DX_BROKER_SI_MV_ADD,ALESE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALESE FP Equity_DX_BROKER_SI_QTY_DEC,ALESE FP Equity_DX_SUPPLY_SI_MV,ALESE FP Equity_DX_BROKER_SI_MV_DEC,ALESE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALESE FP Equity_DX_UTILIZATION_QUANTITY,ALESE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALESE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALESE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALESE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALESE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALESE FP Equity_DX_BROKER_SI_CON_RATIO,ALESE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALESE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALESE FP Equity_PX_LAST
2023-02-27,5257.0,52044.3,0.07,0.99,0.04,0.05,0.0,46807.2,2728.0,4728.0,27007.2,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.31,0.267,35.53,0.5208,9.9
2023-02-28,5257.0,51098.04,0.07,0.99,0.04,0.05,0.0,45956.16,2728.0,4728.0,26516.16,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.08,0.2668,35.56,0.5208,9.72
2023-03-01,5257.0,51413.46,0.07,0.98,0.04,0.05,0.0,46239.84,2728.0,4728.0,26679.84,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.49,0.267,35.47,0.5208,9.78
2023-03-02,5257.0,50730.05,0.07,0.98,0.04,0.05,0.0,45625.2,2728.0,4728.0,26325.2,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.08,0.2668,35.56,0.5208,9.65
2023-03-03,5257.0,51518.6,0.07,0.96,0.04,0.05,0.0,46334.4,2728.0,4728.0,26734.4,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.55,0.2669,35.41,0.5208,9.8
2023-03-06,5257.0,51413.46,0.07,0.97,0.04,0.05,0.0,46239.84,2728.0,4728.0,26679.84,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.39,0.267,35.49,0.5208,9.78
2023-03-07,5282.0,50865.66,0.08,0.97,0.04,0.05,0.0,45771.39,2753.0,4753.0,26511.39,25.0,,25.0,,,,,25.0,0.0,,,0.03,,100.0,27.2,0.0,0.0,0.0,100.0,24.86,0.2642,35.37,0.5219,9.63
2023-03-08,5282.0,49069.78,0.08,1.04,0.04,0.05,0.0,44155.37,2753.0,4753.0,25575.37,,,,,,,,,,,,0.03,,100.0,27.2,0.0,0.0,0.0,100.0,24.76,0.2645,35.51,0.5219,9.29
2023-03-09,5257.0,48837.53,0.07,0.97,0.04,0.05,0.0,43923.12,2728.0,4728.0,25343.12,,,,0.0,,25.0,,,,,25.0,0.03,0.0,100.0,27.02,0.0,0.0,0.0,100.0,25.38,0.2669,35.49,0.5208,9.29
2023-03-10,5257.0,48259.26,0.07,0.94,0.04,0.05,0.0,43403.04,2728.0,4728.0,25043.04,,,,,,,,,,,,0.03,,100.0,27.02,0.0,0.0,0.0,100.0,25.29,0.267,35.55,0.5208,9.18
2023-03-13,5257.0,46629.59,0.07,0.95,0.04,0.05,0.0,41937.36,2728.0,4728.0,24197.36,,,,,,,,,,,,0.03,,100.0,28.03,0.0,0.0,0.0,100.0,25.02,0.2672,35.7,0.5401,8.87
2023-03-14,5257.0,46892.44,0.07,0.97,0.04,0.05,0.0,42173.76,2728.0,4728.0,24333.76,,,,,,,,,,,,0.02,,100.0,28.03,0.0,0.0,0.0,100.0,25.39,0.2668,35.45,0.5401,8.92
2023-03-15,5257.0,45735.9,0.07,0.92,0.04,0.05,0.0,41133.6,2728.0,4728.0,23733.6,,,,,,,,,,,,0.02,,100.0,28.03,0.0,0.0,0.0,100.0,24.84,0.2666,35.57,0.5401,8.7
2023-03-16,5257.0,45367.91,0.07,0.93,0.04,0.05,0.0,40802.64,2728.0,4728.0,23542.64,,,,,,,,,,,,0.02,,100.0,28.03,0.0,0.0,0.0,100.0,25.32,0.2669,35.5,0.5401,8.63
2023-03-17,5257.0,44158.8,0.07,0.94,0.04,0.05,0.0,39715.2,2728.0,4728.0,22915.2,,,,,,,,,,,,0.02,,100.0,66.62,0.0,0.0,0.0,100.0,25.08,0.2671,35.65,1.2838,8.4
2023-03-20,4757.0,39340.39,0.07,0.85,0.03,0.04,0.0,34965.56,2228.0,4228.0,18425.56,500.0,,,0.01,,1000.0,,500.0,,,500.0,0.02,0.0,100.0,58.71,0.0,0.0,0.0,100.0,27.97,0.2925,39.41,1.2535,8.27
2023-03-21,4757.0,41385.9,0.07,0.85,0.03,0.04,0.0,36783.6,2228.0,4228.0,19383.6,,,,,,,,,,,,0.02,,100.0,58.71,0.0,0.0,0.0,100.0,28.76,0.2924,38.97,1.2535,8.7
2023-03-22,4757.0,41195.62,0.07,0.82,0.03,0.04,0.0,36614.48,2228.0,4228.0,19294.48,,,,,,,,,,,,0.02,,100.0,64.99,0.0,0.0,0.0,100.0,28.11,0.2925,39.33,1.3877,8.66
2023-03-23,3757.0,32385.34,0.05,0.65,0.03,0.03,0.0,27825.36,2228.0,3228.0,19205.36,,,,,,,,,,,1000.0,0.02,0.01,100.0,85.86,0.0,0.0,0.0,100.0,27.35,0.2742,35.37,1.4478,8.62
2023-03-24,3657.0,31194.21,0.05,0.63,0.03,0.03,0.0,26681.84,2128.0,3128.0,18151.84,,,,0.0,,100.0,,,,,100.0,0.02,0.0,100.0,82.0,0.0,0.0,0.0,100.0,28.47,0.2826,36.13,1.4092,8.53
2023-03-27,3657.0,31815.9,0.05,0.62,0.03,0.03,0.0,27213.6,2128.0,3128.0,18513.6,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.48,0.2832,36.39,1.4657,8.7
2023-03-28,3657.0,31047.93,0.05,0.65,0.03,0.03,0.0,26556.72,2128.0,3128.0,18066.72,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.2,0.2821,36.12,1.4657,8.49
2023-03-29,3657.0,30023.97,0.05,0.66,0.03,0.03,0.0,25680.88,2128.0,3128.0,17470.88,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.35,0.2818,35.94,1.4657,8.21
2023-03-30,3657.0,30353.1,0.05,0.7,0.03,0.03,0.0,25962.4,2128.0,3128.0,17662.4,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,27.96,0.2833,36.62,1.4657,8.3
2023-03-31,3657.0,31084.5,0.05,0.72,0.03,0.03,0.0,26588.0,2128.0,3128.0,18088.0,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.14,0.2838,36.67,1.4657,8.5
2023-04-03,3657.0,30938.22,0.05,0.72,0.03,0.03,0.0,26462.88,2128.0,3128.0,18002.88,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.12,0.2828,36.37,1.4657,8.46
2023-04-04,3657.0,30499.38,0.05,0.74,0.03,0.03,0.0,26087.52,2128.0,3128.0,17747.52,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.14,0.2824,36.26,1.4657,8.34
2023-04-05,3657.0,29987.4,0.05,0.76,0.03,0.03,0.0,25649.6,2128.0,3128.0,17449.6,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.39,0.2823,36.1,1.4657,8.2
2023-04-06,3657.0,30279.96,0.05,0.76,0.03,0.03,0.0,25899.84,2128.0,3128.0,17619.84,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.08,0.2833,36.55,1.4657,8.28
2023-04-07,3657.0,30279.96,0.05,0.82,0.03,0.03,0.0,25899.84,2128.0,3128.0,17619.84,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,27.96,0.2827,36.43,1.4657,
2023-04-10,3657.0,30279.96,0.05,0.82,0.03,0.03,0.0,25899.84,2128.0,3128.0,17619.84,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.31,0.2827,36.26,1.4657,
2023-04-11,3657.0,30133.68,0.05,0.82,0.03,0.03,0.0,25774.72,2128.0,3128.0,17534.72,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.05,0.2828,36.4,1.4657,8.24
2023-04-12,3657.0,27866.34,0.05,0.84,0.03,0.03,0.0,23835.36,2128.0,3128.0,16215.36,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.5,0.2803,35.39,1.4657,7.62
2023-04-13,3657.0,28524.6,0.05,0.84,0.03,0.03,0.0,24398.4,2128.0,3128.0,16598.4,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,27.89,0.2838,36.8,1.4657,7.8
2023-04-14,3657.0,29402.28,0.05,0.84,0.03,0.03,0.0,25149.12,2128.0,3128.0,17109.12,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.07,0.284,36.78,1.4657,8.04
2023-04-17,3657.0,28597.74,0.05,0.84,0.03,0.03,0.0,24460.96,2128.0,3128.0,16640.96,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.49,0.282,35.95,1.4657,7.82
2023-04-18,3657.0,28378.32,0.05,0.84,0.03,0.03,0.0,24273.28,2128.0,3128.0,16513.28,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.1,0.2827,36.34,1.4657,7.76
2023-04-19,3657.0,27281.22,0.05,0.83,0.03,0.03,0.0,23334.88,2128.0,3128.0,15874.88,,,,,,,,,,,,0.02,,100.0,85.29,0.0,0.0,0.0,100.0,28.42,0.2816,35.84,1.4657,7.46
2023-04-20,1757.0,13001.8,0.03,0.4,0.01,0.01,0.0,9087.2,1228.0,1228.0,9087.2,,,,0.01,,900.0,,,,,1900.0,0.01,0.02,100.0,49.22,0.0,0.0,0.0,100.0,23.72,0.6381,76.28,0.7042,7.4
2023-04-21,1757.0,13001.8,0.03,0.4,0.01,0.01,0.0,9087.2,1228.0,1228.0,9087.2,,,,,,,,,,,,0.01,,100.0,49.22,0.0,0.0,0.0,100.0,23.64,0.639,76.36,0.7042,7.4
2023-04-24,1357.0,9906.1,0.02,0.34,0.01,0.01,0.0,6044.4,828.0,828.0,6044.4,,,,0.0,,400.0,,,,,400.0,0.01,0.0,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.3
2023-04-25,1357.0,9797.54,0.02,0.35,0.01,0.01,0.0,5978.16,828.0,828.0,5978.16,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.22
2023-04-26,1357.0,10150.36,0.02,0.35,0.01,0.01,0.0,6193.44,828.0,828.0,6193.44,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.48
2023-04-27,1357.0,10041.8,0.02,0.37,0.01,0.01,0.0,6127.2,828.0,828.0,6127.2,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.4
2023-04-28,1357.0,10258.92,0.02,0.4,0.01,0.01,0.0,6259.68,828.0,828.0,6259.68,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.56
2023-05-01,1357.0,10258.92,0.02,0.4,0.01,0.01,0.0,6259.68,828.0,828.0,6259.68,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,
2023-05-02,1357.0,10286.06,0.02,0.4,0.01,0.01,0.0,6276.24,828.0,828.0,6276.24,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.58
2023-05-03,1357.0,10557.46,0.02,0.4,0.01,0.01,0.0,6441.84,828.0,828.0,6441.84,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.78
2023-05-04,1357.0,10611.74,0.02,0.4,0.01,0.01,0.0,6474.96,828.0,828.0,6474.96,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.82
2023-05-05,1357.0,10828.86,0.02,0.41,0.01,0.01,0.0,6607.44,828.0,828.0,6607.44,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.98
2023-05-08,1357.0,10828.86,0.02,0.44,0.01,0.01,0.0,6607.44,828.0,828.0,6607.44,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.98
2023-05-09,1357.0,10747.44,0.02,0.45,0.01,0.01,0.0,6557.76,828.0,828.0,6557.76,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.92
2023-05-10,1357.0,10693.16,0.02,0.44,0.01,0.01,0.0,6524.64,828.0,828.0,6524.64,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.88
2023-05-11,1357.0,10666.02,0.02,0.46,0.01,0.01,0.0,6508.08,828.0,828.0,6508.08,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.86
2023-05-12,1357.0,10286.06,0.02,0.46,0.01,0.01,0.0,6276.24,828.0,828.0,6276.24,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.58
2023-05-15,1357.0,10068.94,0.02,0.46,0.01,0.01,0.0,6143.76,828.0,828.0,6143.76,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.42
2023-05-16,1357.0,10258.92,0.02,0.45,0.01,0.01,0.0,6259.68,828.0,828.0,6259.68,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.56
2023-05-17,1357.0,10177.5,0.02,0.45,0.01,0.01,0.0,6210.0,828.0,828.0,6210.0,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.5
2023-05-18,1357.0,10258.92,0.02,0.45,0.01,0.01,0.0,6259.68,828.0,828.0,6259.68,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.56
2023-05-19,1357.0,10367.48,0.02,0.45,0.01,0.01,0.0,6325.92,828.0,828.0,6325.92,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.64
2023-05-22,1357.0,10801.72,0.02,0.44,0.01,0.01,0.0,6590.88,828.0,828.0,6590.88,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,7.96
2023-05-23,1357.0,11154.54,0.02,0.43,0.01,0.01,0.0,6806.16,828.0,828.0,6806.16,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,8.22
2023-05-24,1357.0,11344.52,0.02,0.42,0.01,0.01,0.0,6922.08,828.0,828.0,6922.08,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,8.36
2023-05-25,1357.0,11344.52,0.02,0.42,0.01,0.01,0.0,6922.08,828.0,828.0,6922.08,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,8.36
2023-05-26,1357.0,11235.96,0.02,0.43,0.01,0.01,0.0,6855.84,828.0,828.0,6855.84,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,8.28
2023-05-29,1357.0,11127.4,0.02,0.44,0.01,0.01,0.0,6789.6,828.0,828.0,6789.6,,,,,,,,,,,,0.01,,100.0,39.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.6477,8.2
2023-05-30,1469.0,11898.9,0.02,0.47,0.01,0.01,0.0,7160.4,884.0,884.0,7160.4,56.0,,56.0,,,,,56.0,0.0,,,0.01,,100.0,41.1,0.0,0.0,0.0,100.0,7.68,0.8582,92.32,0.6829,8.1
2023-05-31,1469.0,12045.8,0.02,0.48,0.01,0.01,0.0,7248.8,884.0,884.0,7248.8,,,,,,,,,,,,0.01,,100.0,41.1,0.0,0.0,0.0,100.0,7.57,0.86,92.43,0.6829,8.2
2023-06-01,1469.0,12251.46,0.02,0.48,0.01,0.01,0.0,7372.56,884.0,884.0,7372.56,,,,,,,,,,,,0.01,,100.0,41.1,0.0,0.0,0.0,100.0,7.55,0.8604,92.45,0.6829,8.34
2023-06-02,1699.0,13829.86,0.02,0.56,0.01,0.01,0.0,9523.8,1170.0,1170.0,9523.8,286.0,0.0,,,286.0,,0.0,286.0,,,,0.01,,100.0,54.39,0.0,0.0,0.0,100.0,21.11,0.6669,78.89,0.7899,8.14
2023-06-05,1699.0,14679.36,0.02,0.54,0.01,0.01,0.0,10108.8,1170.0,1170.0,10108.8,,,,,,,,,,,,0.01,,100.0,54.39,0.0,0.0,0.0,100.0,19.56,0.6853,80.44,0.7899,8.64
2023-06-06,1499.0,13491.0,0.02,0.38,0.01,0.01,0.0,8730.0,1170.0,970.0,10530.0,,,,,,,,,,,200.0,0.01,0.0,100.0,54.39,0.0,0.0,0.0,100.0,22.44,0.6519,77.56,0.6969,9.0
2023-06-07,1243.0,11659.34,0.02,0.31,0.01,0.01,0.0,8573.32,914.0,914.0,8573.32,,,,0.0,,256.0,,,,,56.0,0.01,0.0,100.0,48.23,0.0,0.0,0.0,100.0,22.53,0.6509,77.47,0.6559,9.38
2023-06-08,1043.0,9887.64,0.01,0.24,0.01,0.01,0.0,6768.72,914.0,714.0,8664.72,,,,,,,,,,,200.0,0.01,0.0,100.0,48.23,0.0,0.0,0.0,100.0,27.32,0.6029,72.68,0.5504,9.48
2023-06-09,843.0,8430.0,0.01,0.18,0.01,0.01,0.0,7140.0,714.0,714.0,7140.0,,,,0.0,,200.0,,,,,,0.01,,100.0,37.68,0.0,0.0,0.0,100.0,33.03,0.5576,66.97,0.4449,10.0
2023-06-12,843.0,8379.42,0.01,0.14,0.01,0.01,0.0,7097.16,714.0,714.0,7097.16,,,,,,,,,,,,0.01,,100.0,42.12,0.0,0.0,0.0,100.0,34.03,0.551,65.97,0.4973,9.94
2023-06-13,843.0,8514.3,0.01,0.14,0.01,0.01,0.0,7211.4,714.0,714.0,7211.4,,,,,,,,,,,,0.01,,100.0,0.7,0.0,0.0,0.0,100.0,33.67,0.5533,66.33,0.0083,10.1
2023-06-14,1343.0,13376.28,0.02,0.21,0.01,0.01,0.0,12091.44,1214.0,1214.0,12091.44,500.0,0.01,,,500.0,,0.01,500.0,,,,0.01,,100.0,1.19,0.0,0.0,0.0,100.0,40.38,0.5185,59.62,0.0132,9.96
2023-06-15,1057.0,10316.32,0.02,0.16,0.01,0.01,0.0,9057.28,928.0,928.0,9057.28,,,,0.0,,286.0,,,,,286.0,0.01,0.0,100.0,0.91,0.0,0.0,0.0,100.0,47.72,0.501,52.28,0.0104,9.76
2023-06-16,1057.0,10675.7,0.02,0.15,0.01,0.01,0.0,9372.8,928.0,928.0,9372.8,,,,,,,,,,,,0.01,,100.0,0.91,0.0,0.0,0.0,100.0,46.67,0.5022,53.33,0.0104,10.1
2023-06-19,1057.0,10506.58,0.02,0.15,0.01,0.01,0.0,9224.32,928.0,928.0,9224.32,,,,,,,,,,,,0.01,,100.0,0.91,0.0,0.0,0.0,100.0,47.63,0.5011,52.37,0.0104,9.94
2023-06-20,1057.0,10675.7,0.02,0.14,0.01,0.01,0.0,9372.8,928.0,928.0,9372.8,,,,,,,,,,,,0.01,,100.0,0.91,0.0,0.0,0.0,100.0,47.02,0.5018,52.98,0.0104,10.1
2023-06-21,1057.0,10622.85,0.02,0.14,0.01,0.01,0.0,9326.4,928.0,928.0,9326.4,,,,,,,,,,,,0.01,,100.0,0.91,0.0,0.0,0.0,100.0,47.42,0.5013,52.58,0.0104,10.05
2023-06-22,1057.0,10443.16,0.02,0.14,0.01,0.01,0.0,9168.64,928.0,928.0,9168.64,,,,,,,,,,,,0.01,,100.0,0.91,0.0,0.0,0.0,100.0,47.65,0.5011,52.35,0.0104,9.88
2023-06-23,557.0,5425.18,0.01,0.07,0.0,0.01,0.0,4168.72,428.0,428.0,4168.72,,,,0.01,,500.0,,,,,500.0,0.0,0.01,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.74
2023-06-26,557.0,5414.04,0.01,0.07,0.0,0.01,0.0,4160.16,428.0,428.0,4160.16,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.72
2023-06-27,557.0,5503.16,0.01,0.07,0.0,0.01,0.0,4228.64,428.0,428.0,4228.64,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.88
2023-06-28,557.0,5469.74,0.01,0.07,0.0,0.01,0.0,4202.96,428.0,428.0,4202.96,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.82
2023-06-29,557.0,5291.5,0.01,0.07,0.0,0.01,0.0,4066.0,428.0,428.0,4066.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.5
2023-06-30,557.0,5024.14,0.01,0.07,0.0,0.01,0.0,3860.56,428.0,428.0,3860.56,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.02
2023-07-03,557.0,4812.48,0.01,0.07,0.0,0.0,0.0,3697.92,428.0,428.0,3697.92,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.64
2023-07-04,557.0,4779.06,0.01,0.07,0.0,0.0,0.0,3672.24,428.0,428.0,3672.24,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.58
2023-07-05,1257.0,10910.76,0.02,0.15,0.01,0.01,0.0,9791.04,1128.0,1128.0,9791.04,700.0,,700.0,,,,,700.0,0.01,,,0.01,,100.0,1.1,0.0,0.0,0.0,100.0,43.08,0.5096,56.92,0.0123,8.68
2023-07-06,557.0,4756.78,0.01,0.07,0.0,0.0,0.0,3655.12,428.0,428.0,3655.12,,,,0.01,,700.0,,,,,700.0,0.0,0.01,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.54
2023-07-07,557.0,4734.5,0.01,0.07,0.0,0.0,0.0,3638.0,428.0,428.0,3638.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.5
2023-07-10,557.0,4734.5,0.01,0.07,0.0,0.0,0.0,3638.0,428.0,428.0,3638.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.5
2023-07-11,557.0,4812.48,0.01,0.07,0.0,0.0,0.0,3697.92,428.0,428.0,3697.92,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.64
2023-07-12,557.0,4901.6,0.01,0.07,0.0,0.0,0.0,3766.4,428.0,428.0,3766.4,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.8
2023-07-13,557.0,4790.2,0.01,0.07,0.0,0.0,0.0,3680.8,428.0,428.0,3680.8,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.6
2023-07-14,557.0,4857.04,0.01,0.07,0.0,0.0,0.0,3732.16,428.0,428.0,3732.16,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.72
2023-07-17,557.0,5013.0,0.01,0.07,0.0,0.01,0.0,3852.0,428.0,428.0,3852.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,9.0
2023-07-18,557.0,4901.6,0.01,0.07,0.0,0.0,0.0,3766.4,428.0,428.0,3766.4,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.8
2023-07-19,557.0,4790.2,0.01,0.08,0.0,0.0,0.0,3680.8,428.0,428.0,3680.8,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.6
2023-07-20,557.0,4745.64,0.01,0.08,0.0,0.0,0.0,3646.56,428.0,428.0,3646.56,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.52
2023-07-21,557.0,4890.46,0.01,0.08,0.0,0.0,0.0,3757.84,428.0,428.0,3757.84,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.78
2023-07-24,557.0,4901.6,0.01,0.11,0.0,0.0,0.0,3766.4,428.0,428.0,3766.4,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.8
2023-07-25,557.0,4901.6,0.01,0.11,0.0,0.0,0.0,3766.4,428.0,428.0,3766.4,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.8
2023-07-26,557.0,4890.46,0.01,0.12,0.0,0.0,0.0,3757.84,428.0,428.0,3757.84,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.78
2023-07-27,557.0,4834.76,0.01,0.12,0.0,0.0,0.0,3715.04,428.0,428.0,3715.04,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.68
2023-07-28,557.0,4790.2,0.01,0.14,0.0,0.0,0.0,3680.8,428.0,428.0,3680.8,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0055,8.6
