,ALTUV FP Equity_DX_SI_QTY,ALTUV FP Equity_DX_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTUV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTUV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTUV FP Equity_DX_SI_MV,ALTUV FP Equity_DX_DSS,ALTUV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTUV FP Equity_DX_SUPPLY_SI_QTY,ALTUV FP Equity_DX_BROKER_SI_QTY,ALTUV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTUV FP Equity_DX_BROKER_SI_MV_INC_x,ALTUV FP Equity_DX_BROKER_SI_QTY_ADD,ALTUV FP Equity_DX_SUPPLY_SI_MV_DEC,ALTUV FP Equity_DX_BROKER_SI_QTY_INC,ALTUV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTUV FP Equity_DX_BROKER_SI_MV_INC_y,ALTUV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTUV FP Equity_DX_BROKER_SI_MV_ADD,ALTUV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTUV FP Equity_DX_BROKER_SI_QTY_DEC,ALTUV FP Equity_DX_SUPPLY_SI_MV,ALTUV FP Equity_DX_BROKER_SI_MV_DEC,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_UTILIZATION_QUANTITY,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTUV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTUV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTUV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTUV FP Equity_DX_BROKER_SI_CON_RATIO,ALTUV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTUV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTUV FP Equity_PX_LAST
2021-01-05,41027.0,271598.74,1.27,0.38,0.4,0.28,0.0,156410.74,19653.0,23627.0,130102.86,,,,,,,,,,,,0.13,,100.0,11.41,0.0,0.0,0.0,100.0,36.56,0.415,51.74,0.2382,6.62
2021-01-06,41027.0,299497.1,1.27,0.38,0.4,0.27,0.0,172477.1,19653.0,23627.0,143466.9,,,,,,,,,,,,0.13,,100.0,11.41,0.0,0.0,0.0,100.0,36.57,0.415,51.73,0.2382,7.3
2021-01-07,41027.0,287189.0,1.27,0.3,0.4,0.3,0.0,165389.0,19653.0,23627.0,137571.0,,,,,,,,,,,,0.14,,100.0,11.41,0.0,0.0,0.0,100.0,36.56,0.4151,51.74,0.2382,7.0
2021-01-08,41027.0,276521.98,1.27,0.3,0.4,0.29,0.0,159245.98,19653.0,23627.0,132461.22,,,,,,,,,,,,0.14,,100.0,11.41,0.0,0.0,0.0,100.0,36.55,0.4151,51.75,0.2382,6.74
2021-01-11,40824.0,282502.08,1.27,0.29,0.39,0.28,0.0,162094.08,19653.0,23424.0,135998.76,,,,,,,,,,,203.0,0.13,0.01,100.0,11.41,0.0,0.0,0.0,100.0,36.74,0.4141,51.5,0.2371,6.92
2021-01-12,36924.0,258468.0,1.15,0.25,0.36,0.26,0.0,136668.0,19653.0,19524.0,137571.0,,,,,,,,,,,3900.0,0.14,0.02,100.0,11.41,0.0,0.0,0.0,100.0,40.63,0.4488,52.87,0.2144,7.0
2021-01-13,37524.0,256664.16,1.17,0.25,0.36,0.26,0.0,154064.16,17253.0,22524.0,118010.52,,0.02,,0.02,3000.0,2400.0,0.02,,,,,0.12,,100.0,10.31,0.0,0.0,0.0,100.0,40.01,0.52,59.99,0.2242,6.84
2021-01-14,37524.0,260416.56,1.17,0.25,0.36,0.26,0.0,156316.56,17253.0,22524.0,119735.82,,,,,,,,,,,,0.12,,100.0,10.31,0.0,0.0,0.0,100.0,39.97,0.5201,60.03,0.2242,6.94
2021-01-15,37524.0,254412.72,1.17,0.25,0.36,0.26,0.0,152712.72,17253.0,22524.0,116975.34,,,,,,,,,,,,0.12,,100.0,10.31,0.0,0.0,0.0,100.0,39.96,0.5201,60.04,0.2242,6.78
2021-01-18,38024.0,260844.64,1.18,0.25,0.37,0.26,0.0,157944.64,17753.0,23024.0,121785.58,500.0,0.0,,,500.0,,0.0,500.0,,,,0.12,,100.0,10.69,0.0,0.0,0.0,100.0,39.45,0.5223,60.55,0.229,6.86
2021-01-19,37370.0,258600.4,1.16,0.25,0.36,0.26,0.0,154800.4,17099.0,22370.0,118325.08,,,,0.0,,654.0,,,,,654.0,0.12,0.0,100.0,10.23,0.0,0.0,0.0,100.0,40.15,0.5194,59.85,0.2236,6.92
2021-01-20,37370.0,263084.8,1.16,0.25,0.36,0.26,0.0,157484.8,17099.0,22370.0,120376.96,,,,,,,,,,,,0.12,,100.0,10.23,0.0,0.0,0.0,100.0,40.14,0.5195,59.86,0.2236,7.04
2021-01-21,37370.0,259347.8,1.16,0.25,0.36,0.26,0.0,155247.8,17099.0,22370.0,118667.06,,,,,,,,,,,,0.12,,100.0,10.23,0.0,0.0,0.0,100.0,40.15,0.5194,59.85,0.2236,6.94
2021-01-22,40170.0,273959.4,1.25,0.29,0.39,0.28,0.0,171659.4,17099.0,25170.0,116615.18,,0.02,,,2800.0,,0.02,,,,,0.12,,100.0,10.23,0.0,0.0,0.0,100.0,37.54,0.5311,62.46,0.2404,6.82
2021-01-25,38161.0,258731.58,1.19,0.28,0.37,0.26,0.0,157031.58,17099.0,23161.0,115931.22,,,,,,,,,,,2009.0,0.12,0.02,100.0,10.23,0.0,0.0,0.0,100.0,39.3,0.5229,60.7,0.2284,6.78
2021-01-26,36562.0,246427.88,1.14,0.27,0.35,0.25,0.0,145327.88,15500.0,21562.0,104470.0,,,,0.01,,1599.0,,,,,1599.0,0.11,0.01,100.0,9.46,0.0,0.0,0.0,100.0,41.03,0.5161,58.97,0.2231,6.74
2021-01-27,39562.0,261900.44,1.23,0.28,0.38,0.27,0.0,162600.44,18500.0,24562.0,122470.0,3000.0,0.02,,,3000.0,,0.02,3000.0,,,,0.12,,100.0,10.89,0.0,0.0,0.0,100.0,37.91,0.5292,62.09,0.2329,6.62
2021-01-28,37800.0,250236.0,1.17,0.28,0.37,0.25,0.0,150936.0,18500.0,22800.0,122470.0,,,,,,,,,,,1762.0,0.12,0.01,100.0,10.89,0.0,0.0,0.0,100.0,40.15,0.5194,59.85,0.2225,6.62
2021-01-29,37385.0,243750.2,1.16,0.27,0.36,0.25,0.0,145950.2,19000.0,22385.0,123880.0,500.0,,,,,,,500.0,,,415.0,0.13,0.0,100.0,11.12,0.0,0.0,0.0,100.0,40.54,0.5179,59.46,0.2188,6.52
2021-02-01,37885.0,240190.9,1.18,0.28,0.37,0.25,0.0,145090.9,19000.0,22885.0,120460.0,,0.0,,,500.0,,0.0,,,,,0.12,,100.0,11.12,0.0,0.0,0.0,100.0,39.59,0.5217,60.41,0.2217,6.34
2021-02-02,37885.0,250041.0,1.18,0.28,0.37,0.24,0.0,151041.0,19000.0,22885.0,125400.0,,,,,,,,,,,,0.12,,100.0,11.12,0.0,0.0,0.0,100.0,39.59,0.5217,60.41,0.2217,6.6
2021-02-03,38885.0,254307.9,1.21,0.29,0.38,0.25,0.0,156207.9,20000.0,23885.0,130800.0,1000.0,0.01,,,1000.0,,0.01,1000.0,,,,0.13,,100.0,11.57,0.0,0.0,0.0,100.0,37.6,0.5307,62.4,0.2249,6.54
2021-02-04,38885.0,258196.4,1.21,0.3,0.38,0.25,0.0,158596.4,20000.0,23885.0,132800.0,,,,,,,,,,,,0.13,,100.0,11.57,0.0,0.0,0.0,100.0,38.57,0.5261,61.43,0.2249,6.64
2021-02-05,43885.0,294029.5,1.36,0.33,0.42,0.29,0.0,160029.5,25000.0,23885.0,167500.0,5000.0,,,,,,,5000.0,,,,0.17,,18.36,14.46,111164.0,744798.8,0.74,18.36,45.58,0.5039,54.42,0.2538,6.7
2021-02-08,43885.0,292274.1,1.36,0.33,0.42,0.29,0.0,159074.1,25000.0,23885.0,166500.0,,,,,,,,,,,,0.17,,18.36,14.46,111164.0,740352.24,0.74,18.39,45.33,0.5044,54.67,0.2538,6.66
2021-02-09,48885.0,319707.9,1.52,0.36,0.47,0.33,0.0,156207.9,30000.0,23885.0,196200.0,5000.0,,,,,,,5000.0,,,,0.2,,21.86,17.35,107247.0,701395.38,0.71,21.86,48.85,0.5003,51.15,0.2827,6.54
2021-02-10,48885.0,320685.6,1.52,0.37,0.47,0.32,0.0,156685.6,30000.0,23885.0,196800.0,,,,,,,,,,,,0.2,,22.69,18.91,102189.0,670359.84,0.67,22.69,48.86,0.5003,51.14,0.3081,6.56
2021-02-11,47507.0,304044.8,1.48,0.36,0.46,0.31,0.0,144044.8,28622.0,22507.0,183180.8,,,,0.01,,1378.0,,,,,1378.0,0.19,0.01,100.0,25.34,0.0,0.0,0.0,100.0,47.38,0.5014,52.62,0.4205,6.4
2021-02-12,38589.0,243110.7,1.2,0.29,0.37,0.25,0.0,126069.3,20578.0,20011.0,129641.4,,,,0.05,,8044.0,,,,,2496.0,0.13,0.02,100.0,29.05,0.0,0.0,0.0,100.0,48.14,0.5007,51.86,0.5448,6.3
2021-02-15,55789.0,351470.7,1.73,0.4,0.54,0.35,0.0,180249.3,29178.0,28611.0,183821.4,8600.0,,8600.0,,,,,8600.0,0.05,,,0.19,,100.0,33.15,0.0,0.0,0.0,100.0,33.73,0.3346,35.64,0.6338,6.3
2021-02-16,37211.0,232196.64,1.16,0.26,0.36,0.23,0.0,178532.64,10600.0,28611.0,66144.0,,,,0.12,,18578.0,,,,,,0.07,,100.0,47.75,0.0,0.0,0.0,100.0,46.22,0.5029,53.78,1.6762,6.24
2021-02-17,41467.0,248802.0,1.29,0.28,0.4,0.26,0.0,171666.0,14856.0,28611.0,89136.0,,,,,,,,,,4256.0,,0.09,,100.0,46.16,0.0,0.0,0.0,100.0,41.48,0.4155,48.26,1.2885,6.0
2021-02-18,36009.0,222535.62,1.12,0.3,0.35,0.22,0.0,169387.62,10600.0,27409.0,65508.0,,,,0.03,,4256.0,,,,,1202.0,0.06,0.01,100.0,15.68,0.0,0.0,0.0,100.0,47.85,0.5009,52.15,0.5327,6.18
2021-02-19,41509.0,259016.16,1.29,0.36,0.4,0.26,0.0,195992.16,12100.0,31409.0,75504.0,1500.0,0.03,,,4000.0,,0.03,1500.0,,,,0.07,,100.0,48.02,0.0,0.0,0.0,100.0,41.49,0.4748,54.9,1.6472,6.24
2021-02-22,42009.0,263816.52,1.31,0.38,0.41,0.26,0.0,200388.52,12600.0,31909.0,79128.0,500.0,0.0,,,500.0,,0.0,500.0,,,,0.08,,100.0,48.09,0.0,0.0,0.0,100.0,40.98,0.4766,55.44,1.6034,6.28
2021-02-23,42009.0,253734.36,1.31,0.4,0.41,0.26,0.0,192730.36,12600.0,31909.0,76104.0,,,,,,,,,,,,0.08,,100.0,48.09,0.0,0.0,0.0,100.0,40.94,0.4768,55.48,1.6034,6.04
2021-02-24,42009.0,258775.44,1.31,0.4,0.41,0.25,0.0,196559.44,12600.0,31909.0,77616.0,,,,,,,,,,,,0.08,,100.0,48.09,0.0,0.0,0.0,100.0,40.95,0.4768,55.48,1.6034,6.16
2021-02-25,42009.0,257095.08,1.31,0.4,0.41,0.26,0.0,195283.08,12600.0,31909.0,77112.0,,,,,,,,,,,,0.08,,100.0,48.09,0.0,0.0,0.0,100.0,40.99,0.4766,55.44,1.6034,6.12
2021-02-26,42009.0,251213.82,1.31,0.41,0.41,0.26,0.0,190815.82,12600.0,31909.0,75348.0,,,,,,,,,,,,0.08,,100.0,48.09,0.0,0.0,0.0,100.0,40.73,0.4776,55.72,1.6034,5.98
2021-03-01,40509.0,244674.36,1.26,0.4,0.39,0.24,0.0,192730.36,11100.0,31909.0,67044.0,,,,0.01,,1500.0,,,,,,0.07,,100.0,47.84,0.0,0.0,0.0,100.0,42.35,0.5117,57.65,1.7461,6.04
2021-03-02,39835.0,239010.0,1.24,0.39,0.38,0.24,0.0,187410.0,10426.0,31235.0,62556.0,,,,0.0,,674.0,,,,,674.0,0.06,0.0,100.0,47.71,0.0,0.0,0.0,100.0,43.21,0.5092,56.79,1.8229,6.0
2021-03-03,39835.0,231839.7,1.24,0.4,0.38,0.24,0.0,181787.7,10426.0,31235.0,60679.32,,,,,,,,,,,,0.06,,100.0,47.71,0.0,0.0,0.0,100.0,43.15,0.5094,56.85,1.8229,5.82
2021-03-04,39835.0,222279.3,1.24,0.41,0.38,0.23,0.0,174291.3,10426.0,31235.0,58177.08,,,,,,,,,,,,0.06,,100.0,47.71,0.0,0.0,0.0,100.0,43.0,0.5098,57.0,1.8229,5.58
2021-03-05,39835.0,223872.7,1.24,0.41,0.38,0.22,0.0,175540.7,10426.0,31235.0,58594.12,,,,,,,,,,,,0.06,,100.0,47.71,0.0,0.0,0.0,100.0,42.96,0.5099,57.04,1.8229,5.62
2021-03-08,39835.0,227059.5,1.24,0.42,0.38,0.22,0.0,178039.5,10426.0,31235.0,59428.2,,,,,,,,,,,,0.06,,100.0,47.71,0.0,0.0,0.0,100.0,42.95,0.5099,57.05,1.8229,5.7
2021-03-09,31235.0,175540.7,0.97,0.35,0.3,0.18,0.0,127208.7,10426.0,22635.0,58594.12,,,,,,,,,,,8600.0,0.06,0.05,100.0,47.71,0.0,0.0,0.0,100.0,27.25,0.6035,72.75,1.4294,5.62
2021-03-10,21358.0,120031.96,0.66,0.26,0.21,0.12,0.0,120031.96,1826.0,21358.0,10262.12,,,,0.05,,8600.0,,,,,1277.0,0.01,0.01,100.0,62.41,0.0,0.0,0.0,100.0,28.72,1.0,100.0,7.2994,5.62
2021-03-11,21358.0,118323.32,0.66,0.26,0.21,0.12,0.0,118323.32,1826.0,21358.0,10116.04,,,,,,,,,,,,0.01,,100.0,39.25,0.0,0.0,0.0,100.0,,1.0,100.0,4.5911,5.54
2021-03-12,21358.0,123022.08,0.66,0.27,0.21,0.12,0.0,123022.08,1826.0,21358.0,10517.76,,,,,,,,,,,,0.01,,100.0,39.25,0.0,0.0,0.0,100.0,,1.0,100.0,4.5911,5.76
2021-03-15,22358.0,130123.56,0.69,0.26,0.22,0.13,0.0,130123.56,2826.0,22358.0,16447.32,1000.0,0.01,,,1000.0,,0.01,1000.0,,,,0.02,,100.0,42.48,0.0,0.0,0.0,100.0,,1.0,100.0,3.3611,5.82
2021-03-16,22858.0,134405.04,0.71,0.27,0.22,0.13,0.0,134405.04,3326.0,22858.0,19556.88,500.0,0.0,,,500.0,,0.0,500.0,,,,0.02,,100.0,43.47,0.0,0.0,0.0,100.0,,1.0,100.0,2.9872,5.88
2021-03-17,22987.0,132405.12,0.71,0.28,0.22,0.13,0.0,132405.12,3455.0,22987.0,19900.8,129.0,0.0,,,129.0,,0.0,129.0,,,,0.02,,100.0,43.68,0.0,0.0,0.0,100.0,,1.0,100.0,2.9061,5.76
2021-03-18,22987.0,131945.38,0.71,0.27,0.22,0.13,0.0,131945.38,3455.0,22987.0,19831.7,,,,,,,,,,,,0.02,,100.0,43.68,0.0,0.0,0.0,100.0,,1.0,100.0,2.9061,5.74
2021-03-19,22987.0,130106.42,0.71,0.28,0.22,0.13,0.0,130106.42,3455.0,22987.0,19555.3,,,,,,,,,,,,0.02,,100.0,43.68,0.0,0.0,0.0,100.0,,1.0,100.0,2.9061,5.66
2021-03-22,22745.0,127372.0,0.71,0.27,0.22,0.13,0.0,127372.0,3455.0,22745.0,19348.0,,,,,,,,,,,242.0,0.02,0.0,100.0,43.68,0.0,0.0,0.0,100.0,,1.0,100.0,2.8755,5.6
2021-03-23,23583.0,132536.46,0.73,0.29,0.23,0.13,0.0,132536.46,4293.0,23583.0,24126.66,838.0,0.0,,,838.0,,0.0,838.0,,,,0.02,,100.0,44.78,0.0,0.0,0.0,100.0,,1.0,100.0,2.4602,5.62
2021-03-24,22902.0,127335.12,0.71,0.29,0.22,0.13,0.0,127335.12,3612.0,22902.0,20082.72,,,,0.0,,681.0,,,,,681.0,0.02,0.0,100.0,43.92,0.0,0.0,0.0,100.0,,1.0,100.0,2.7848,5.56
2021-03-25,22902.0,124586.88,0.71,0.29,0.22,0.13,0.0,124586.88,3612.0,22902.0,19649.28,,,,,,,,,,,,0.02,,100.0,43.92,0.0,0.0,0.0,100.0,,1.0,100.0,2.7848,5.44
2021-03-26,22902.0,124586.88,0.71,0.29,0.22,0.12,0.0,124586.88,3612.0,22902.0,19649.28,,,,,,,,,,,,0.02,,100.0,43.92,0.0,0.0,0.0,100.0,,1.0,100.0,2.7848,5.44
2021-03-29,22902.0,124586.88,0.71,0.31,0.22,0.12,0.0,124586.88,3612.0,22902.0,19649.28,,,,,,,,,,,,0.02,,100.0,43.92,0.0,0.0,0.0,100.0,,1.0,100.0,2.7848,5.44
2021-03-30,22902.0,125961.0,0.71,0.33,0.22,0.12,0.0,125961.0,3612.0,22902.0,19866.0,,,,,,,,,,,,0.02,,100.0,43.92,0.0,0.0,0.0,100.0,,1.0,100.0,2.7848,5.5
2021-03-31,22902.0,126419.04,0.71,0.34,0.22,0.13,0.0,126419.04,3612.0,22902.0,19938.24,,,,,,,,,,,,0.02,,100.0,43.92,0.0,0.0,0.0,100.0,,1.0,100.0,2.7848,5.52
2021-04-01,22821.0,126656.55,0.71,0.37,0.22,0.13,0.0,126656.55,3531.0,22821.0,19597.05,,,,0.0,,81.0,,,,,81.0,0.02,0.0,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,2.8307,5.55
2021-04-02,22821.0,126656.55,0.71,0.38,0.22,0.13,0.0,126656.55,3531.0,22821.0,19597.05,,,,,,,,,,,,0.02,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,2.8307,
2021-04-05,22821.0,126656.55,0.71,0.38,0.22,0.13,0.0,126656.55,3531.0,22821.0,19597.05,,,,,,,,,,,,0.02,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,2.8307,
2021-04-06,22821.0,135556.74,0.71,0.38,0.22,0.13,0.0,135556.74,3531.0,22821.0,20974.14,,,,,,,,,,,,0.02,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,2.8307,5.94
2021-04-07,21897.0,132695.82,0.68,0.35,0.21,0.13,0.0,132695.82,3531.0,21897.0,21397.86,,,,,,,,,,,924.0,0.02,0.0,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,2.7161,6.06
2021-04-08,20960.0,127436.8,0.65,0.33,0.2,0.13,0.0,127436.8,3455.0,20960.0,21006.4,,,,0.0,,76.0,,,,,937.0,0.02,0.0,100.0,43.68,0.0,0.0,0.0,100.0,,1.0,100.0,2.6498,6.08
2021-04-09,20960.0,125340.8,0.65,0.31,0.2,0.13,0.0,125340.8,3455.0,20960.0,20660.9,,,,,,,,,,,,0.02,,100.0,43.68,0.0,0.0,0.0,100.0,,1.0,100.0,2.6498,5.98
2021-04-12,23659.0,145502.85,0.74,0.34,0.23,0.14,0.0,145502.85,5455.0,23659.0,33548.25,2000.0,0.01,,,2699.0,,0.01,2000.0,,,,0.03,,100.0,45.8,0.0,0.0,0.0,100.0,,1.0,100.0,1.9865,6.15
2021-04-13,37659.0,233485.8,1.17,0.52,0.36,0.23,0.0,183885.8,13455.0,29659.0,83421.0,8000.0,,8000.0,,,,,8000.0,0.05,,2000.0,0.08,0.01,100.0,48.21,0.0,0.0,0.0,100.0,42.51,0.5112,57.49,1.3493,6.2
2021-04-14,37659.0,231602.85,1.17,0.52,0.36,0.23,0.0,182402.85,13455.0,29659.0,82748.25,,,,,,,,,,,,0.08,,100.0,48.21,0.0,0.0,0.0,100.0,42.52,0.5112,57.48,1.3493,6.15
2021-04-15,37659.0,234238.98,1.17,0.51,0.36,0.23,0.0,184478.98,13455.0,29659.0,83690.1,,,,,,,,,,,,0.08,,100.0,48.21,0.0,0.0,0.0,100.0,42.48,0.5113,57.52,1.3493,6.22
2021-04-16,36859.0,228525.8,1.15,0.5,0.36,0.23,0.0,178925.8,13455.0,28859.0,83421.0,,,,,,,,,,,800.0,0.08,0.0,100.0,48.21,0.0,0.0,0.0,100.0,43.41,0.5087,56.59,1.3206,6.2
2021-04-19,36859.0,231105.93,1.15,0.51,0.36,0.23,0.0,180945.93,13455.0,28859.0,84362.85,,,,,,,,,,,,0.08,,100.0,48.21,0.0,0.0,0.0,100.0,43.45,0.5086,56.55,1.3206,6.27
2021-04-20,36859.0,225945.67,1.15,0.52,0.36,0.23,0.0,176905.67,13455.0,28859.0,82479.15,,,,,,,,,,,,0.08,,100.0,48.21,0.0,0.0,0.0,100.0,43.42,0.5087,56.58,1.3206,6.13
2021-04-21,36859.0,223365.54,1.15,0.52,0.36,0.23,0.0,174885.54,13455.0,28859.0,81537.3,,,,,,,,,,,,0.08,,100.0,46.54,0.0,0.0,0.0,100.0,43.39,0.5087,56.61,1.275,6.06
2021-04-22,36859.0,226682.85,1.15,0.52,0.36,0.22,0.0,177482.85,13455.0,28859.0,82748.25,,,,,,,,,,,,0.08,,100.0,46.54,0.0,0.0,0.0,100.0,43.39,0.5088,56.61,1.275,6.15
2021-04-23,36859.0,226314.26,1.15,0.53,0.36,0.23,0.0,177194.26,13455.0,28859.0,82613.7,,,,,,,,,,,,0.08,,100.0,46.54,0.0,0.0,0.0,100.0,43.45,0.5086,56.55,1.275,6.14
2021-04-26,28859.0,180945.93,0.9,0.43,0.28,0.18,0.0,180945.93,5455.0,28859.0,34202.85,,,,0.05,,8000.0,,,,,,0.03,,100.0,18.87,0.0,0.0,0.0,100.0,27.73,0.5992,72.27,0.9982,6.27
2021-04-27,36859.0,228525.8,1.15,0.56,0.36,0.23,0.0,178925.8,13455.0,28859.0,83421.0,8000.0,,,,,,,8000.0,,,,0.08,,100.0,46.54,0.0,0.0,0.0,100.0,43.41,0.5087,56.59,1.275,6.2
2021-04-28,16455.0,101198.25,0.51,0.28,0.16,0.1,0.0,101198.25,5455.0,16455.0,33548.25,,,,0.05,,8000.0,,,,,12404.0,0.03,0.08,100.0,42.25,0.0,0.0,0.0,100.0,,1.0,100.0,1.2746,6.15
2021-04-29,16455.0,99388.2,0.51,0.29,0.16,0.1,0.0,99388.2,5455.0,16455.0,32948.2,,,,,,,,,,,,0.03,,100.0,42.25,0.0,0.0,0.0,100.0,,1.0,100.0,1.2746,6.04
2021-04-30,13629.0,82319.16,0.42,0.24,0.13,0.08,0.0,82319.16,5455.0,13629.0,32948.2,,,,,,,,,,,2826.0,0.03,0.02,100.0,42.25,0.0,0.0,0.0,100.0,,1.0,100.0,1.0557,6.04
2021-05-03,13629.0,79048.2,0.42,0.25,0.13,0.08,0.0,79048.2,5455.0,13629.0,31639.0,,,,,,,,,,,,0.03,,100.0,42.25,0.0,0.0,0.0,100.0,,1.0,100.0,1.0557,5.8
2021-05-04,13629.0,79457.07,0.42,0.24,0.13,0.08,0.0,79457.07,5455.0,13629.0,31802.65,,,,,,,,,,,,0.03,,100.0,42.25,0.0,0.0,0.0,100.0,,1.0,100.0,1.0557,5.83
2021-05-05,13969.0,84791.83,0.43,0.25,0.14,0.08,0.0,82970.83,5755.0,13669.0,34932.85,300.0,,300.0,,,,,300.0,0.0,,260.0,0.03,0.0,100.0,42.6,0.0,0.0,0.0,100.0,4.3,0.9178,95.7,1.034,6.07
2021-05-06,13969.0,83255.24,0.43,0.25,0.14,0.08,0.0,81467.24,5755.0,13669.0,34299.8,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,4.3,0.9178,95.7,1.034,5.96
2021-05-07,14180.0,84371.0,0.44,0.26,0.14,0.08,0.0,82586.0,5755.0,13880.0,34242.25,,0.0,,,211.0,,0.0,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.78,0.8911,94.22,1.0496,5.95
2021-05-10,14180.0,84229.2,0.44,0.26,0.14,0.08,0.0,82447.2,5755.0,13880.0,34184.7,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.79,0.8908,94.21,1.0496,5.94
2021-05-11,14066.0,81864.12,0.44,0.27,0.14,0.08,0.0,80118.12,5755.0,13766.0,33494.1,,,,,,,,,,,114.0,0.03,0.0,100.0,42.6,0.0,0.0,0.0,100.0,5.83,0.8901,94.17,1.0412,5.82
2021-05-12,14066.0,81864.12,0.44,0.27,0.14,0.08,0.0,80118.12,5755.0,13766.0,33494.1,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.85,0.8899,94.15,1.0412,5.82
2021-05-13,14066.0,81442.14,0.44,0.27,0.14,0.08,0.0,79705.14,5755.0,13766.0,33321.45,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.84,0.8901,94.16,1.0412,5.79
2021-05-14,14066.0,81582.8,0.44,0.27,0.14,0.08,0.0,79842.8,5755.0,13766.0,33379.0,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.83,0.8902,94.17,1.0412,5.8
2021-05-17,14066.0,80879.5,0.44,0.27,0.14,0.08,0.0,79154.5,5755.0,13766.0,33091.25,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.84,0.8901,94.16,1.0412,5.75
2021-05-18,14066.0,80457.52,0.44,0.27,0.14,0.08,0.0,78741.52,5755.0,13766.0,32918.6,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.83,0.8902,94.17,1.0412,5.72
2021-05-19,14066.0,79191.58,0.44,0.29,0.14,0.08,0.0,77502.58,5755.0,13766.0,32400.65,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.84,0.89,94.16,1.0412,5.63
2021-05-20,14066.0,78769.6,0.44,0.31,0.14,0.08,0.0,77089.6,5755.0,13766.0,32228.0,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.9,0.8889,94.1,1.0412,5.6
2021-05-21,14066.0,80035.54,0.44,0.36,0.14,0.08,0.0,78328.54,5755.0,13766.0,32745.95,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.93,0.8885,94.07,1.0412,5.69
2021-05-24,14066.0,79191.58,0.44,0.39,0.14,0.08,0.0,77502.58,5755.0,13766.0,32400.65,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.86,0.8897,94.14,1.0412,5.63
2021-05-25,14066.0,78628.94,0.44,0.44,0.14,0.08,0.0,76951.94,5755.0,13766.0,32170.45,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.89,0.8892,94.11,1.0412,5.59
2021-05-26,14066.0,78769.6,0.44,0.46,0.14,0.08,0.0,77089.6,5755.0,13766.0,32228.0,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.92,0.8886,94.08,1.0412,5.6
2021-05-27,14066.0,78769.6,0.44,0.48,0.14,0.08,0.0,77089.6,5755.0,13766.0,32228.0,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.93,0.8884,94.07,1.0412,5.6
2021-05-28,14066.0,79472.9,0.44,0.5,0.14,0.08,0.0,77777.9,5755.0,13766.0,32515.75,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.93,0.8884,94.07,1.0412,5.65
2021-05-31,14066.0,79894.88,0.44,0.51,0.14,0.08,0.0,78190.88,5755.0,13766.0,32688.4,,,,,,,,,,,,0.03,,100.0,42.6,0.0,0.0,0.0,100.0,5.95,0.8881,94.05,1.0412,5.68
