,SADU FP Equity_DX_SI_QTY,SADU FP Equity_DX_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SADU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SADU FP Equity_DX_SI_MV,SADU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SADU FP Equity_DX_SUPPLY_SI_QTY,SADU FP Equity_DX_BROKER_SI_QTY,SADU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SADU FP Equity_DX_SUPPLY_SI_MV_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_DEC,SADU FP Equity_DX_SUPPLY_SI_QTY_ADD,SADU FP Equity_DX_SUPPLY_SI_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SADU FP Equity_DX_UTILIZATION_QUANTITY,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SADU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SADU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SADU FP Equity_DX_ACTIVE_UTILIZATION_MV,SADU FP Equity_DX_BROKER_SI_CON_RATIO,SADU FP Equity_DX_DEMAND_SUPPLY_RATIO,SADU FP Equity_PX_LAST
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,237361.5,0.23,0.0,0.0,0.0,105.494
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,236999.25,0.24,0.0,0.0,0.0,105.333
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,236697.75,0.23,0.0,0.0,0.0,105.199
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,235478.25,0.24,0.0,0.0,0.0,104.657
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,238214.25,0.24,0.0,0.0,0.0,105.873
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239058.0,0.24,0.0,0.0,0.0,106.248
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239269.5,0.24,0.0,0.0,0.0,106.342
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2250.0,239211.0,0.24,0.0,0.0,0.0,106.316
2025-06-09,,,,,,,,,,,,,,,,,,,,,,106.291
2025-06-10,,,,,,,,,,,,,,,,,,,,,,106.977
2025-06-11,,,,,,,,,,,,,,,,,,,,,,107.569
2025-06-12,,,,,,,,,,,,,,,,,,,,,,107.09
2025-06-13,,,,,,,,,,,,,,,,,,,,,,106.246
2025-06-16,,,,,,,,,,,,,,,,,,,,,,106.78
2025-06-17,,,,,,,,,,,,,,,,,,,,,,106.126
2025-06-18,,,,,,,,,,,,,,,,,,,,,,105.897
2025-06-19,,,,,,,,,,,,,,,,,,,,,,104.304
2025-06-20,,,,,,,,,,,,,,,,,,,,,,105.184
2025-06-23,,,,,,,,,,,,,,,,,,,,,,105.592
2025-06-24,,,,,,,,,,,,,,,,,,,,,,107.111
2025-06-25,,,,,,,,,,,,,,,,,,,,,,107.178
2025-06-26,,,,,,,,,,,,,,,,,,,,,,107.62
2025-06-27,,,,,,,,,,,,,,,,,,,,,,108.534
2025-06-30,,,,,,,,,,,,,,,,,,,,,,108.633
2025-07-01,,,,,,,,,,,,,,,,,,,,,,109.029
2025-07-02,,,,,,,,,,,,,,,,,,,,,,109.168
2025-07-03,,,,,,,,,,,,,,,,,,,,,,110.141
2025-07-04,,,,,,,,,,,,,,,,,,,,,,109.493
2025-07-07,,,,,,,,,,,,,,,,,,,,,,109.175
2025-07-08,,,,,,,,,,,,,,,,,,,,,,109.101
2025-07-09,,,,,,,,,,,,,,,,,,,,,,109.13
2025-07-10,,,,,,,,,,,,,,,,,,,,,,109.918
2025-07-11,,,,,,,,,,,,,,,,,,,,,,109.172
2025-07-14,,,,,,,,,,,,,,,,,,,,,,109.264
2025-07-15,,,,,,,,,,,,,,,,,,,,,,109.222
2025-07-16,,,,,,,,,,,,,,,,,,,,,,108.521
2025-07-17,,,,,,,,,,,,,,,,,,,,,,109.622
2025-07-18,,,,,,,,,,,,,,,,,,,,,,109.938
2025-07-21,,,,,,,,,,,,,,,,,,,,,,110.394
2025-07-22,,,,,,,,,,,,,,,,,,,,,,110.248
2025-07-23,,,,,,,,,,,,,,,,,,,,,,110.958
2025-07-24,,,,,,,,,,,,,,,,,,,,,,111.321
2025-07-25,,,,,,,,,,,,,,,,,,,,,,111.44
2025-07-28,,,,,,,,,,,,,,,,,,,,,,111.656
2025-07-29,,,,,,,,,,,,,,,,,,,,,,111.365
2025-07-30,,,,,,,,,,,,,,,,,,,,,,111.401
2025-07-31,,,,,,,,,,,,,,,,,,,,,,110.847
2025-08-01,,,,,,,,,,,,,,,,,,,,,,108.384
2025-08-04,,,,,,,,,,,,,,,,,,,,,,109.854
2025-08-05,,,,,,,,,,,,,,,,,,,,,,109.644
2025-08-06,,,,,,,,,,,,,,,,,,,,,,109.835
2025-08-07,,,,,,,,,,,,,,,,,,,,,,109.342
2025-08-08,,,,,,,,,,,,,,,,,,,,,,109.911
2025-08-11,,,,,,,,,,,,,,,,,,,,,,110.025
2025-08-12,,,,,,,,,,,,,,,,,,,,,,110.494
2025-08-13,,,,,,,,,,,,,,,,,,,,,,111.482
2025-08-14,,,,,,,,,,,,,,,,,,,,,,111.172
2025-08-15,,,,,,,,,,,,,,,,,,,,,,111.262
2025-08-18,,,,,,,,,,,,,,,,,,,,,,111.37
2025-08-19,,,,,,,,,,,,,,,,,,,,,,111.592
2025-08-20,,,,,,,,,,,,,,,,,,,,,,110.909
2025-08-21,,,,,,,,,,,,,,,,,,,,,,110.944
2025-08-22,,,,,,,,,,,,,,,,,,,,,,112.859
2025-08-25,,,,,,,,,,,,,,,,,,,,,,112.361
2025-08-26,,,,,,,,,,,,,,,,,,,,,,111.953
2025-08-27,,,,,,,,,,,,,,,,,,,,,,112.727
2025-08-28,,,,,,,,,,,,,,,,,,,,,,112.785
2025-08-29,,,,,,,,,,,,,,,,,,,,,,112.307
