,CBDG FP Equity_DX_SI_QTY,CBDG FP Equity_DX_SHORT_INTEREST_VALUE,CBDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CBDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CBDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CBDG FP Equity_DX_SI_MV,CBDG FP Equity_DX_DSS,CBDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CBDG FP Equity_DX_SUPPLY_SI_QTY,CBDG FP Equity_DX_BROKER_SI_QTY,CBDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CBDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,CBDG FP Equity_DX_BROKER_SI_MV_INC_x,CBDG FP Equity_DX_BROKER_SI_QTY_ADD,CBDG FP Equity_DX_SUPPLY_SI_MV_DEC,CBDG FP Equity_DX_BROKER_SI_QTY_INC,CBDG FP Equity_DX_SUPPLY_SI_QTY_DEC,CBDG FP Equity_DX_BROKER_SI_MV_INC_y,CBDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,CBDG FP Equity_DX_BROKER_SI_MV_ADD,CBDG FP Equity_DX_SUPPLY_SI_QTY_ADD,CBDG FP Equity_DX_BROKER_SI_QTY_DEC,CBDG FP Equity_DX_SUPPLY_SI_MV,CBDG FP Equity_DX_BROKER_SI_MV_DEC,CBDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CBDG FP Equity_DX_UTILIZATION_QUANTITY,CBDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CBDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CBDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CBDG FP Equity_DX_ACTIVE_UTILIZATION_MV,CBDG FP Equity_DX_BROKER_SI_CON_RATIO,CBDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CBDG FP Equity_DX_DEMAND_SUPPLY_RATIO,CBDG FP Equity_PX_LAST
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.14,0.0,0.0,,0.0,6200.0
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,148800.0,0.15,0.0,0.0,,0.0,6200.0
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.16,0.0,0.0,,0.0,6450.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.16,0.0,0.0,,0.0,6450.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.16,0.0,0.0,,0.0,6450.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.16,0.0,0.0,,0.0,6450.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.15,0.0,0.0,,0.0,6450.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,158400.0,0.15,0.0,0.0,,0.0,6600.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.16,0.0,0.0,,0.0,6450.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,154800.0,0.16,0.0,0.0,,0.0,6450.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,150000.0,0.16,0.0,0.0,,0.0,6250.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,150000.0,0.15,0.0,0.0,,0.0,6250.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.15,0.0,0.0,,0.0,6500.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,156000.0,0.16,0.0,0.0,,0.0,6500.0
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,157200.0,0.16,0.0,0.0,,0.0,6550.0
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,160800.0,0.16,0.0,0.0,,0.0,6700.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,163200.0,0.16,0.0,0.0,,0.0,6800.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,163200.0,0.16,0.0,0.0,,0.0,6800.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,163200.0,0.16,0.0,0.0,,0.0,6800.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,163200.0,0.16,0.0,0.0,,0.0,6800.0
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,164400.0,0.16,0.0,0.0,,0.0,6850.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,160800.0,0.17,0.0,0.0,,0.0,6700.0
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,163200.0,0.16,0.0,0.0,,0.0,6800.0
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,162000.0,0.16,0.0,0.0,,0.0,6750.0
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,162000.0,0.16,0.0,0.0,,0.0,6750.0
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,162000.0,0.16,0.0,0.0,,0.0,6750.0
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,158400.0,0.16,0.0,0.0,,0.0,6600.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,158400.0,0.16,0.0,0.0,,0.0,6600.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24.0,158400.0,0.16,0.0,0.0,,0.0,6600.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,171600.0,0.17,0.0,0.0,,0.0,6600.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,171600.0,0.17,0.0,0.0,,0.0,6600.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,171600.0,0.17,0.0,0.0,,0.0,6600.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,171600.0,0.17,0.0,0.0,,0.0,6600.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,169000.0,0.17,0.0,0.0,,0.0,6500.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,170300.0,0.17,0.0,0.0,,0.0,6550.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,170300.0,0.17,0.0,0.0,,0.0,6550.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,170300.0,0.17,0.0,0.0,,0.0,6550.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,172900.0,0.17,0.0,0.0,,0.0,6650.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,175500.0,0.17,0.0,0.0,,0.0,6750.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,175500.0,0.18,0.0,0.0,,0.0,6750.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,175500.0,0.17,0.0,0.0,,0.0,6750.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,175500.0,0.18,0.0,0.0,,0.0,6750.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,175500.0,0.18,0.0,0.0,,0.0,6750.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,176800.0,0.18,0.0,0.0,,0.0,6800.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,6850.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,6850.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,6850.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,6850.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,178100.0,0.18,0.0,0.0,,0.0,6850.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,180700.0,0.18,0.0,0.0,,0.0,6950.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,180700.0,0.18,0.0,0.0,,0.0,6950.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,180700.0,0.18,0.0,0.0,,0.0,6950.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,180700.0,0.18,0.0,0.0,,0.0,6950.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,182000.0,0.18,0.0,0.0,,0.0,7000.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,182000.0,0.18,0.0,0.0,,0.0,7000.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,182000.0,0.18,0.0,0.0,,0.0,7000.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,183300.0,0.18,0.0,0.0,,0.0,7050.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,183300.0,0.18,0.0,0.0,,0.0,7050.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,183300.0,0.18,0.0,0.0,,0.0,7050.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,183300.0,0.18,0.0,0.0,,0.0,7050.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,183300.0,0.18,0.0,0.0,,0.0,7050.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,183300.0,0.18,0.0,0.0,,0.0,7050.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,176800.0,0.18,0.0,0.0,,0.0,6800.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,176800.0,0.18,0.0,0.0,,0.0,6800.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,176800.0,0.18,0.0,0.0,,0.0,6800.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,176800.0,0.18,0.0,0.0,,0.0,6800.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,26.0,176800.0,0.18,0.0,0.0,,0.0,6800.0
