,LHYFE FP Equity_DX_SI_QTY,LHYFE FP Equity_DX_SHORT_INTEREST_VALUE,LHYFE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LHYFE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LHYFE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LHYFE FP Equity_DX_SI_MV,LHYFE FP Equity_DX_DSS,LHYFE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LHYFE FP Equity_DX_SUPPLY_SI_QTY,LHYFE FP Equity_DX_BROKER_SI_QTY,LHYFE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LHYFE FP Equity_DX_BROKER_SI_MV_NEW_x,LHYFE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LHYFE FP Equity_DX_BROKER_SI_MV_INC_x,LHYFE FP Equity_DX_BROKER_SI_QTY_ADD,LHYFE FP Equity_DX_BROKER_SI_QTY_NEW,LHYFE FP Equity_DX_SUPPLY_SI_MV_DEC,LHYFE FP Equity_DX_BROKER_SI_QTY_INC,LHYFE FP Equity_DX_SUPPLY_SI_QTY_DEC,LHYFE FP Equity_DX_BROKER_SI_MV_NEW_y,LHYFE FP Equity_DX_BROKER_SI_MV_INC_y,LHYFE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LHYFE FP Equity_DX_BROKER_SI_MV_ADD,LHYFE FP Equity_DX_SUPPLY_SI_QTY_ADD,LHYFE FP Equity_DX_BROKER_SI_QTY_DEC,LHYFE FP Equity_DX_SUPPLY_SI_MV,LHYFE FP Equity_DX_BROKER_SI_MV_DEC,LHYFE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LHYFE FP Equity_DX_UTILIZATION_QUANTITY,LHYFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LHYFE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LHYFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LHYFE FP Equity_DX_ACTIVE_UTILIZATION_MV,LHYFE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LHYFE FP Equity_DX_BROKER_SI_CON_RATIO,LHYFE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LHYFE FP Equity_DX_DEMAND_SUPPLY_RATIO,LHYFE FP Equity_PX_LAST
2022-09-29,39912.0,302532.96,0.09,1.43,0.09,0.31,0.0,186627.18,24621.0,24621.0,186627.18,,300.0,0.0,,,,300.0,,,0.0,300.0,,,,0.19,,12.81,3.7,167509.0,1269718.22,1.3,12.65,36.67,0.3723,45.32,0.0599,7.58
2022-09-30,39912.0,301734.72,0.09,1.38,0.09,0.3,0.0,186134.76,24621.0,24621.0,186134.76,,,,,,,,,,,,,,,0.19,,12.81,3.7,167509.0,1266368.04,1.27,12.8,36.03,0.3709,45.49,0.0599,7.56
2022-10-03,39912.0,316901.28,0.09,1.35,0.09,0.31,0.0,195490.74,24621.0,24621.0,195490.74,,,,,,,,,,,,,,,0.19,,12.81,3.7,167509.0,1330021.46,1.27,12.95,35.22,0.3749,46.72,0.0599,7.94
2022-10-04,90912.0,743023.78,0.19,3.03,0.19,0.74,0.0,616415.83,69821.0,75421.0,570647.03,,43200.0,0.42,,,,50800.0,,,0.42,43200.0,,2000.0,,0.55,,14.38,10.52,415875.0,3398946.38,3.27,14.39,15.57,0.6152,76.46,0.1369,8.173
2022-10-05,90912.0,760933.44,0.19,3.01,0.19,0.76,0.0,631273.77,69821.0,75421.0,584401.77,,,,,,,,,,,,,,,0.57,,14.38,10.48,415875.0,3480873.75,3.41,14.41,15.62,0.6139,76.36,0.1365,8.37
2022-10-06,90912.0,799116.48,0.19,3.02,0.19,0.79,0.0,662950.59,69821.0,75421.0,613726.59,,,,,,,,,,,,,,,0.59,,16.02,11.33,366020.0,3217315.8,3.07,16.09,15.27,0.6208,76.9,0.1475,8.79
2022-10-07,91312.0,806284.96,0.19,3.27,0.19,0.81,0.0,667733.43,70021.0,75621.0,618285.43,,4200.0,0.0,,,0.02,200.0,5000.0,,0.0,4200.0,,1000.0,,0.62,,12.67,11.53,482718.0,4262399.94,4.27,12.66,15.71,0.6121,76.21,0.1504,8.83
2022-10-10,82692.0,731824.2,0.18,2.9,0.18,0.74,0.0,486050.85,75021.0,54921.0,663935.85,,5000.0,,5000.0,,,,,,,5000.0,0.04,,25700.0,0.67,0.23,13.57,12.35,477718.0,4227804.3,4.24,13.58,17.47,0.3565,53.0,0.1362,8.85
2022-10-11,60512.0,526454.4,0.13,2.16,0.13,0.53,0.0,390812.7,54921.0,44921.0,477812.7,,,,,,0.18,,20100.0,,,,,,10000.0,0.49,0.09,16.24,9.12,283207.0,2463900.9,2.51,16.22,24.01,0.3858,55.32,0.1004,8.7
2022-10-12,60512.0,520403.2,0.13,2.1,0.13,0.53,0.0,386320.6,44921.0,44921.0,386320.6,,,,,,0.09,,10000.0,,,,,,,0.39,,13.69,7.46,283207.0,2435580.2,2.46,13.67,23.91,0.3859,55.36,0.1004,8.6
2022-10-13,60512.0,525244.16,0.13,2.12,0.13,0.53,0.0,389914.28,44921.0,44921.0,389914.28,,,,,,,,,,,,,,,0.39,,13.69,7.64,283207.0,2458236.76,2.43,13.69,23.68,0.389,55.78,0.1029,8.68
2022-10-14,60512.0,524820.58,0.13,2.17,0.13,0.53,0.0,389599.83,44921.0,44921.0,389599.83,,,,,,,,,,,,,,,0.39,,13.69,7.65,283207.0,2456254.31,2.46,13.69,23.75,0.3881,55.66,0.103,8.673
2022-10-17,57044.0,493658.78,0.12,2.04,0.12,0.5,0.0,355272.66,41053.0,41053.0,355272.66,,400.0,0.0,,,0.04,400.0,4268.0,,0.0,400.0,,,4268.0,0.35,0.04,12.5,7.29,287475.0,2487808.65,2.48,12.49,25.29,0.4464,60.45,0.1013,8.654
2022-10-18,57044.0,490578.4,0.12,2.03,0.12,0.49,0.0,353055.8,41053.0,41053.0,353055.8,,,,,,,,,,,,,,,0.35,,12.5,7.29,287475.0,2472285.0,2.48,12.48,25.34,0.4457,60.37,0.1013,8.6
2022-10-19,51045.0,440518.35,0.11,1.79,0.11,0.44,0.0,302516.02,41053.0,35054.0,354287.39,,,,,,,,,,,,,,5999.0,0.35,0.05,13.34,7.68,266744.0,2302000.72,2.3,13.35,28.12,0.4135,55.98,0.0955,8.63
2022-10-20,51045.0,448124.06,0.11,1.79,0.11,0.45,0.0,307739.07,35054.0,35054.0,307739.07,,,,,,0.05,,5999.0,,,,,,,0.3,,11.78,6.66,262477.0,2304285.58,2.27,11.81,27.9,0.416,56.34,0.097,8.779
2022-10-21,51045.0,451084.67,0.11,1.84,0.11,0.45,0.0,309772.2,35054.0,35054.0,309772.2,,,,,,,,,,,,,,,0.31,,11.88,6.73,260013.0,2297734.88,2.28,11.89,28.13,0.414,56.03,0.098,8.837
2022-10-24,49688.0,462744.34,0.11,1.79,0.11,0.45,0.0,307003.05,32965.0,32965.0,307003.05,,,,,,0.02,,2089.0,,,,,,2089.0,0.29,0.01,11.41,6.44,256038.0,2384481.89,2.26,11.51,28.2,0.3985,54.52,0.097,9.313
2022-10-25,43218.0,404088.3,0.09,1.5,0.09,0.41,0.0,254572.45,32233.0,27227.0,301378.55,,,,,,0.01,,732.0,,,,,,5738.0,0.3,0.05,11.27,6.37,253894.0,2373908.9,2.36,11.27,33.21,0.387,49.78,0.0854,9.35
2022-10-26,30184.0,283729.6,0.06,1.02,0.06,0.29,0.0,159320.6,20315.0,16949.0,190961.0,,,,,,0.11,,11918.0,,,,,,10278.0,0.19,0.1,7.41,4.05,253929.0,2386932.6,2.36,7.44,32.45,0.3515,43.28,0.0601,9.4
2022-10-27,26818.0,249943.76,0.06,0.91,0.06,0.25,0.0,157964.68,16949.0,16949.0,157964.68,,,,,,0.03,,3366.0,,,,,,,0.16,,6.29,3.46,252608.0,2354306.56,2.38,6.26,36.11,0.3385,36.42,0.0547,9.32
2022-10-28,26818.0,249407.4,0.06,0.9,0.06,0.25,0.0,157625.7,16949.0,16949.0,157625.7,,,,,,,,,,,,,,,0.16,,17.4,3.6,80477.0,748436.1,0.75,17.34,36.26,0.3386,36.34,0.0569,9.3
2022-10-31,26818.0,237661.12,0.06,0.88,0.06,0.25,0.0,150202.04,16949.0,16949.0,150202.04,,,,,,,,,,,,,,,0.16,,17.4,3.62,80477.0,713187.17,0.75,17.07,35.21,0.338,36.95,0.0573,8.862
2022-11-01,26818.0,235462.04,0.06,0.86,0.06,0.24,0.0,148812.22,16949.0,16949.0,148812.22,,,,,,,,,,,,,,,0.15,,17.4,3.62,80477.0,706588.06,0.71,17.78,35.44,0.3397,37.61,0.0573,8.78
2022-11-02,26818.0,238653.38,0.06,0.85,0.06,0.24,0.0,150829.15,16949.0,16949.0,150829.15,,,,,,,,,,,,,,,0.15,,17.4,3.62,80477.0,716164.82,0.71,17.89,35.86,0.3401,37.47,0.0573,8.899
2022-11-03,26818.0,239109.29,0.06,0.85,0.06,0.24,0.0,151117.28,16949.0,16949.0,151117.28,,,,,,,,,,,,,,,0.15,,17.4,3.62,80477.0,717532.93,0.7,17.7,36.28,0.3387,36.35,0.0573,8.916
2022-11-04,44472.0,409231.34,0.09,1.44,0.09,0.41,0.0,312895.61,34003.0,34003.0,312895.61,,16454.0,0.16,,,,17054.0,,,0.16,16454.0,,600.0,,0.31,,29.7,7.32,80477.0,740549.35,0.7,30.57,21.61,0.4594,62.16,0.0958,9.202
2022-11-07,39119.0,355591.71,0.08,1.27,0.08,0.36,0.0,260428.5,28690.0,28650.0,260792.1,,,,,,0.05,,5313.0,,,,,,5353.0,0.26,0.05,100.0,6.21,0.0,0.0,0.0,100.0,25.17,0.4115,55.88,0.0847,9.09
2022-11-08,39119.0,344247.2,0.08,1.3,0.08,0.35,0.0,252120.0,28650.0,28650.0,252120.0,,,,,,0.01,,40.0,,,,,,,0.26,,100.0,6.24,0.0,0.0,0.0,100.0,25.45,0.4083,55.4,0.0853,8.8
2022-11-09,39119.0,355200.52,0.08,1.27,0.08,0.35,0.0,260142.0,28650.0,28650.0,260142.0,,,,,,,,,,,,,,,0.26,,100.0,6.44,0.0,0.0,0.0,100.0,24.57,0.4185,56.9,0.0879,9.08
2022-11-10,39121.0,350250.31,0.08,1.25,0.08,0.35,0.0,256512.4,28651.0,28651.0,256512.4,,1.0,0.0,,,,1.0,,,0.0,1.0,,,,0.26,,100.0,7.04,0.0,0.0,0.0,100.0,24.83,0.413,56.13,0.0961,8.953
2022-11-11,39121.0,343091.17,0.08,1.27,0.08,0.35,0.0,251269.27,28651.0,28651.0,251269.27,,,,,,,,,,,,,,,0.25,,100.0,7.04,0.0,0.0,0.0,100.0,25.12,0.4111,55.83,0.0962,8.77
2022-11-14,39121.0,343247.65,0.08,1.26,0.08,0.35,0.0,251383.87,28651.0,28651.0,251383.87,,,,,,,,,,,,,,,0.25,,100.0,7.06,0.0,0.0,0.0,100.0,25.12,0.413,56.09,0.0964,8.774
2022-11-15,39121.0,350837.13,0.08,1.27,0.08,0.35,0.0,256942.17,28651.0,28651.0,256942.17,,,,,,,,,,,,,,,0.25,,100.0,7.22,0.0,0.0,0.0,100.0,24.7,0.417,56.69,0.0985,8.968
2022-11-16,45364.0,407777.0,0.1,1.47,0.1,0.41,0.0,296583.07,32994.0,32994.0,296583.07,,1900.0,0.04,,,,4343.0,,,0.04,1900.0,,2443.0,,0.29,,100.0,8.57,0.0,0.0,0.0,100.0,21.19,0.4621,62.5,0.1179,8.989
2022-11-17,45364.0,404646.88,0.1,1.44,0.1,0.41,0.0,294306.48,32994.0,32994.0,294306.48,,,,,,,,,,,,,,,0.3,,100.0,8.66,0.0,0.0,0.0,100.0,21.68,0.4578,61.97,0.119,8.92
2022-11-18,45564.0,402968.02,0.1,1.48,0.1,0.41,0.0,293567.74,32994.0,33194.0,291798.94,,,0.0,,,,200.0,,,0.0,,,,,0.29,,100.0,8.66,0.0,0.0,0.0,100.0,21.59,0.4593,62.15,0.1196,8.844
2022-11-21,45764.0,407757.24,0.1,1.53,0.1,0.41,0.0,295758.54,33194.0,33194.0,295758.54,,200.0,,,,,,,,,200.0,,,,0.3,,100.0,8.77,0.0,0.0,0.0,100.0,21.3,0.4634,62.62,0.121,8.91
2022-11-22,45764.0,407299.6,0.1,1.53,0.1,0.41,0.0,295426.6,33194.0,33194.0,295426.6,,,,,,,,,,,,,,,0.3,,100.0,8.77,0.0,0.0,0.0,100.0,21.42,0.462,62.46,0.121,8.9
2022-11-23,45764.0,417367.68,0.1,1.61,0.1,0.42,0.0,302729.28,33194.0,33194.0,302729.28,,,,,,,,,,,,,,,0.3,,100.0,9.08,0.0,0.0,0.0,100.0,21.09,0.4662,62.94,0.1251,9.12
2022-11-24,45764.0,416910.04,0.1,1.58,0.1,0.42,0.0,302397.34,33194.0,33194.0,302397.34,,,,,,,,,,,,,,,0.3,,100.0,9.08,0.0,0.0,0.0,100.0,21.46,0.4634,62.61,0.1251,9.11
2022-11-25,45764.0,407757.24,0.1,1.59,0.1,0.41,0.0,295758.54,33194.0,33194.0,295758.54,,,,,,,,,,,,,,,0.3,,100.0,9.35,0.0,0.0,0.0,100.0,21.67,0.4581,62.01,0.1289,8.91
2022-11-28,34048.0,300303.36,0.07,1.17,0.07,0.31,0.0,189435.96,32794.0,21478.0,289243.08,,,,,,0.0,,400.0,,,,,,11716.0,0.29,0.11,100.0,9.24,0.0,0.0,0.0,100.0,28.8,0.375,49.48,0.0959,8.82
2022-11-29,50201.0,441266.79,0.11,1.72,0.11,0.45,0.0,330776.49,37631.0,37631.0,330776.49,,6880.0,0.14,,,0.02,16153.0,2043.0,,0.14,6880.0,,,,0.33,,100.0,10.62,0.0,0.0,0.0,100.0,19.56,0.4916,65.7,0.1416,8.79
2022-11-30,50201.0,441768.8,0.11,1.7,0.11,0.45,0.0,331152.8,37631.0,37631.0,331152.8,,,,,,,,,,,,,,,0.33,,100.0,10.62,0.0,0.0,0.0,100.0,19.58,0.4921,65.75,0.1416,8.8
2022-12-01,55001.0,485328.82,0.12,1.87,0.12,0.49,0.0,374411.14,39231.0,42431.0,346174.34,,,0.04,,,,4800.0,,,0.04,,,1600.0,,0.35,,100.0,11.05,0.0,0.0,0.0,100.0,17.8,0.5232,68.82,0.155,8.824
2022-12-02,55001.0,486043.84,0.12,1.93,0.12,0.49,0.0,374962.75,39231.0,42431.0,346684.35,,,,,,,,,,,,,,,0.35,,100.0,11.11,0.0,0.0,0.0,100.0,17.81,0.5227,68.78,0.1557,8.837
2022-12-05,52614.0,462424.45,0.11,1.89,0.11,0.47,0.0,351946.72,42431.0,40044.0,372926.06,,3200.0,,,,,,,,,3200.0,,,2387.0,0.37,0.02,100.0,12.01,0.0,0.0,0.0,100.0,18.62,0.5073,67.29,0.1489,8.789
2022-12-06,52614.0,453743.14,0.11,2.03,0.11,0.46,0.0,345339.46,40044.0,40044.0,345339.46,,,,,,0.03,,2387.0,,,,,,,0.35,,100.0,11.37,0.0,0.0,0.0,100.0,18.85,0.5038,66.94,0.1493,8.624
2022-12-07,52614.0,413546.04,0.11,2.09,0.11,0.43,0.0,314745.84,40044.0,40044.0,314745.84,,,,,,,,,,,,,,,0.33,,100.0,11.66,0.0,0.0,0.0,100.0,20.05,0.4867,65.16,0.1532,7.86
2022-12-08,55614.0,419273.95,0.12,1.97,0.12,0.44,0.0,301891.72,43044.0,40044.0,324508.72,,3000.0,,,,,,,,,3000.0,,,,0.34,,100.0,12.69,0.0,0.0,0.0,100.0,19.82,0.44,61.67,0.1639,7.539
2022-12-09,55614.0,436514.29,0.12,1.94,0.12,0.45,0.0,314305.36,43044.0,40044.0,337852.36,,,,,,,,,,,,,,,0.35,,100.0,13.09,0.0,0.0,0.0,100.0,19.52,0.4489,62.62,0.1692,7.849
2022-12-12,55614.0,432120.78,0.12,1.94,0.12,0.45,0.0,311141.88,43044.0,40044.0,334451.88,,,,,,,,,,,,,,,0.35,,100.0,13.23,0.0,0.0,0.0,100.0,19.52,0.4445,62.17,0.1709,7.77
2022-12-13,59114.0,467887.31,0.13,2.12,0.13,0.48,0.0,344650.76,48544.0,43544.0,384225.76,,5500.0,,5500.0,,,,,,,5500.0,0.04,,2000.0,0.39,0.01,100.0,15.72,0.0,0.0,0.0,100.0,18.22,0.3691,55.74,0.1915,7.915
2022-12-14,56413.0,455422.15,0.12,2.04,0.12,0.46,0.0,345871.54,46544.0,42843.0,375749.71,,,,,,0.02,,2000.0,,,,,,701.0,0.38,0.0,100.0,15.2,0.0,0.0,0.0,100.0,18.81,0.3546,54.01,0.1842,8.073
2022-12-15,55712.0,455835.58,0.12,2.04,0.12,0.46,0.0,350541.43,45843.0,42843.0,375087.43,,,,,,0.01,,701.0,,,,,,,0.38,,100.0,15.07,0.0,0.0,0.0,100.0,18.6,0.3519,53.74,0.1832,8.182
2022-12-16,72922.0,597960.4,0.16,2.67,0.16,0.6,0.0,492434.6,63053.0,60053.0,517034.6,,17210.0,,17210.0,,,,,,,17210.0,0.14,,,0.52,,100.0,20.73,0.0,0.0,0.0,100.0,23.54,0.2629,41.48,0.2398,8.2
2022-12-19,72922.0,616117.98,0.16,2.81,0.16,0.61,0.0,507387.8,63053.0,60053.0,532734.8,,,,,,,,,,,,,,,0.53,,100.0,20.98,0.0,0.0,0.0,100.0,23.26,0.2663,42.15,0.2426,8.449
2022-12-20,52728.0,450297.12,0.11,2.07,0.11,0.45,0.0,340395.86,42859.0,39859.0,366015.86,,,,,,0.17,,20194.0,,,,,,20194.0,0.36,0.16,100.0,14.35,0.0,0.0,0.0,100.0,18.01,0.3888,57.64,0.1766,8.54
2022-12-21,67928.0,597766.4,0.14,2.8,0.14,0.59,0.0,478359.2,57359.0,54359.0,504759.2,,13800.0,0.13,,,,14500.0,,,0.13,13800.0,,700.0,,0.5,,100.0,19.58,0.0,0.0,0.0,100.0,22.69,0.3087,47.4,0.2319,8.8
2022-12-22,57028.0,490668.91,0.12,2.46,0.12,0.49,0.0,373921.24,46459.0,43459.0,399733.24,,,,,,0.1,,10900.0,,,,,,10900.0,0.4,0.09,100.0,16.0,0.0,0.0,0.0,100.0,16.3,0.3628,55.54,0.1964,8.604
2022-12-23,55828.0,479060.07,0.12,2.46,0.12,0.48,0.0,362624.48,45259.0,42259.0,388367.48,,,,,,0.01,,1200.0,,,,,,1200.0,0.38,0.01,100.0,15.58,0.0,0.0,0.0,100.0,16.7,0.3761,56.8,0.1922,8.581
2022-12-26,55828.0,479060.07,0.12,2.52,0.12,0.48,0.0,362624.48,45259.0,42259.0,388367.48,,,,,,,,,,,,,,,0.38,,100.0,15.58,0.0,0.0,0.0,100.0,16.7,0.3763,56.82,0.1922,
2022-12-27,55828.0,481181.53,0.12,2.52,0.12,0.48,0.0,364230.32,45259.0,42259.0,390087.32,,,,,,,,,,,,,,,0.38,,100.0,15.74,0.0,0.0,0.0,100.0,16.66,0.3789,57.12,0.1942,8.619
2022-12-28,55828.0,476994.43,0.12,2.52,0.12,0.48,0.0,361060.9,45259.0,42259.0,386692.9,,,,,,,,,,,,,,,0.38,,100.0,15.74,0.0,0.0,0.0,100.0,16.76,0.3767,56.87,0.1942,8.544
2022-12-29,53373.0,468081.21,0.11,2.48,0.11,0.47,0.0,370611.43,42804.0,42259.0,375391.08,,,,,,0.01,,2455.0,,,,,,,0.37,,100.0,15.01,0.0,0.0,0.0,100.0,18.11,0.4111,59.61,0.1872,8.77
2022-12-30,53373.0,461676.45,0.11,2.61,0.11,0.47,0.0,365540.35,42804.0,42259.0,370254.6,,,,,,,,,,,,,,,0.37,,100.0,15.08,0.0,0.0,0.0,100.0,18.61,0.4051,58.92,0.188,8.65
2023-01-02,53373.0,465412.56,0.11,2.67,0.11,0.47,0.0,368498.48,42804.0,42259.0,373250.88,,,,,,,,,,,,,,,0.37,,100.0,15.26,0.0,0.0,0.0,100.0,18.34,0.4085,59.31,0.1903,8.72
2023-01-03,60952.0,533634.76,0.13,3.07,0.13,0.54,0.0,436331.69,42804.0,49838.0,374749.02,,,0.07,,,,7579.0,,,0.07,,,,,0.37,,100.0,15.5,0.0,0.0,0.0,100.0,18.07,0.3417,51.79,0.2207,8.755
2023-01-04,55652.0,492854.11,0.12,2.88,0.12,0.49,0.0,394428.53,42804.0,44538.0,379072.22,,,,,,,,,,,,,,5300.0,0.38,0.05,100.0,16.34,0.0,0.0,0.0,100.0,17.53,0.3826,56.89,0.2124,8.856
2023-01-05,55652.0,489181.08,0.12,2.86,0.12,0.49,0.0,391489.02,45083.0,44538.0,396279.57,,2279.0,,,,,,,,,2279.0,,,,0.4,,100.0,17.41,0.0,0.0,0.0,100.0,17.49,0.3799,56.6,0.2149,8.79
2023-01-06,55652.0,494801.93,0.12,2.93,0.12,0.49,0.0,395987.36,45083.0,44538.0,400832.95,,,,,,,,,,,,,,,0.4,,100.0,17.61,0.0,0.0,0.0,100.0,17.54,0.3827,56.9,0.2174,8.891
2023-01-09,54373.0,482777.87,0.11,2.89,0.11,0.49,0.0,374329.76,43904.0,42159.0,389823.62,,1100.0,,,,0.02,,2279.0,,,1100.0,,,2379.0,0.39,0.02,100.0,17.38,0.0,0.0,0.0,100.0,18.08,0.3899,57.75,0.2152,8.879
2023-01-10,52224.0,435443.71,0.11,2.81,0.11,0.45,0.0,333094.76,41449.0,39949.0,345601.76,,,,,,0.04,,2455.0,,,,,,2210.0,0.35,0.04,100.0,16.57,0.0,0.0,0.0,100.0,19.49,0.3946,57.69,0.2088,8.338
2023-01-11,54412.0,457060.8,0.11,2.84,0.11,0.46,0.0,363241.2,45343.0,43243.0,380881.2,,,0.04,,,0.01,4294.0,1106.0,,0.04,,,5000.0,1000.0,0.38,0.01,100.0,18.27,0.0,0.0,0.0,100.0,17.97,0.3716,56.23,0.2192,8.4
2023-01-12,59412.0,504407.88,0.12,3.15,0.12,0.5,0.0,367133.07,44343.0,43243.0,376472.07,,,,,,0.01,,1000.0,,,,,,,0.37,,100.0,22.06,0.0,0.0,0.0,100.0,16.48,0.3343,51.72,0.2956,8.49
2023-01-13,258412.0,2168076.68,0.54,13.74,0.54,2.19,0.0,1176638.77,146343.0,140243.0,1227817.77,,102000.0,0.87,,,,102000.0,,,0.87,102000.0,,,5000.0,1.24,0.04,100.0,73.59,0.0,0.0,0.0,100.0,40.15,0.3635,43.31,1.2995,8.39
2023-01-16,253712.0,2156552.0,0.53,13.11,0.53,2.14,0.0,1194615.5,141643.0,140543.0,1203965.5,,300.0,,2000.0,,0.04,,5000.0,,,300.0,0.02,,1700.0,1.2,0.02,100.0,73.07,0.0,0.0,0.0,100.0,39.9,0.3703,44.22,1.3088,8.5
2023-01-17,253712.0,2124584.29,0.53,13.24,0.53,2.16,0.0,1176907.08,141643.0,140543.0,1186118.48,,,,,,,,,,,,,,,1.2,,100.0,76.3,0.0,0.0,0.0,100.0,40.23,0.3714,44.12,1.3667,8.374
2023-01-18,253712.0,2103272.48,0.53,13.36,0.53,2.12,0.0,1165101.47,141643.0,140543.0,1174220.47,,,,,,,,,,,,,,,1.18,,100.0,76.57,0.0,0.0,0.0,100.0,40.2,0.371,44.09,1.3715,8.29
2023-01-19,253712.0,2078916.13,0.53,13.48,0.53,2.1,0.0,1151609.34,141643.0,140543.0,1160622.74,,,,,,,,,,,,,,,1.17,,100.0,76.89,0.0,0.0,0.0,100.0,40.2,0.371,44.09,1.3772,8.194
2023-01-20,101312.0,848488.0,0.21,6.66,0.21,0.84,0.0,538872.63,65443.0,64343.0,548085.13,,,,,,0.64,,76200.0,,,,,,76200.0,0.54,0.63,44.05,35.85,83108.0,696029.5,0.68,44.27,30.61,0.2831,34.85,0.555,8.375
2023-01-23,101312.0,855377.22,0.21,7.23,0.21,0.85,0.0,543247.95,65443.0,64343.0,552535.25,,,,,,,,,,,,,,,0.54,,44.05,35.85,83108.0,701680.84,0.68,44.41,30.6,0.282,34.45,0.555,8.443
2023-01-24,101312.0,851020.8,0.21,7.19,0.21,0.86,0.0,540481.2,65443.0,64343.0,549721.2,,,,,,,,,,,,,,,0.55,,45.2,36.6,79331.0,666380.4,0.67,45.15,30.07,0.2831,35.15,0.5667,8.4
2023-01-25,87112.0,736967.52,0.18,6.29,0.18,0.74,0.0,484275.78,58343.0,57243.0,493581.78,,,,,,0.06,,7100.0,,,,,,7100.0,0.49,0.06,40.3,32.63,86431.0,731206.26,0.73,40.38,32.59,0.2818,35.23,0.4873,8.46
2023-01-26,61912.0,522351.54,0.13,4.54,0.13,0.53,0.0,376652.99,45743.0,44643.0,385933.69,,,,,,0.1,,12600.0,,,,,,12600.0,0.39,0.11,31.6,25.59,99031.0,835524.55,0.84,31.56,25.7,0.3298,49.21,0.3463,8.437
2023-01-27,61912.0,516346.08,0.13,4.51,0.13,0.52,0.0,372322.62,45743.0,44643.0,381496.62,,,,,,,,,,,,,,,0.38,,31.6,25.59,99031.0,825918.54,0.84,31.45,25.81,0.3283,48.99,0.3463,8.34
2023-01-30,55812.0,466030.2,0.12,4.08,0.12,0.47,0.0,321834.05,45743.0,38543.0,381954.05,,,,,,,,,,,,,,6100.0,0.38,0.05,31.6,25.59,99031.0,826908.85,0.83,31.47,28.62,0.3933,54.48,0.3122,8.35
2023-01-31,49712.0,410621.12,0.1,3.69,0.1,0.42,0.0,318365.18,39643.0,38543.0,327451.18,,,,,,0.05,,6100.0,,,,,,,0.33,,100.0,22.17,0.0,0.0,0.0,100.0,19.85,0.4304,61.02,0.2781,8.26
2023-02-01,49712.0,406644.16,0.1,3.79,0.1,0.41,0.0,315281.74,39643.0,38543.0,324279.74,,,,,,,,,,,,,,,0.33,,100.0,22.17,0.0,0.0,0.0,100.0,19.83,0.4302,61.01,0.2781,8.18
2023-02-02,49712.0,411118.24,0.1,3.81,0.1,0.41,0.0,318750.61,39643.0,38543.0,327847.61,,,,,,,,,,,,,,,0.33,,100.0,22.17,0.0,0.0,0.0,100.0,19.57,0.4344,61.47,0.2781,8.27
2023-02-03,49712.0,411167.95,0.11,3.82,0.1,0.41,0.0,318789.15,39643.0,38543.0,327887.25,,,,,,,,,,,,,,,0.33,,100.0,22.17,0.0,0.0,0.0,100.0,19.48,0.4337,61.42,0.2781,8.271
2023-02-06,51312.0,425376.48,0.11,3.92,0.11,0.43,0.0,332785.47,41243.0,40143.0,341904.47,,1600.0,,1600.0,,,,,,,1600.0,0.01,,,0.34,,100.0,22.88,0.0,0.0,0.0,100.0,18.91,0.4083,59.52,0.2847,8.29
2023-02-07,51312.0,429943.25,0.11,3.96,0.11,0.43,0.0,336358.2,41243.0,40143.0,345575.1,,,,,,,,,,,,,,,0.34,,100.0,22.88,0.0,0.0,0.0,100.0,18.82,0.4103,59.73,0.2847,8.379
2023-02-08,51312.0,428968.32,0.11,4.05,0.11,0.43,0.0,335595.48,41243.0,40143.0,344791.48,,,,,,,,,,,,,,,0.35,,100.0,22.88,0.0,0.0,0.0,100.0,19.14,0.4068,59.32,0.2847,8.36
2023-02-09,51312.0,422143.82,0.11,4.06,0.11,0.43,0.0,330256.46,41243.0,40143.0,339306.16,,,,,,,,,,,,,,,0.34,,100.0,22.88,0.0,0.0,0.0,100.0,19.32,0.4035,58.96,0.2847,8.227
2023-02-10,51312.0,420245.28,0.25,4.04,0.11,0.42,0.0,328771.17,41243.0,40143.0,337780.17,,,,,,,,,,,,,,,0.34,,100.0,22.88,0.0,0.0,0.0,100.0,19.15,0.4058,59.22,0.2847,8.19
2023-02-13,51312.0,422297.76,0.25,4.02,0.11,0.43,0.0,330376.89,41243.0,40143.0,339429.89,,,,,,,,,,,,,,,0.34,,100.0,22.88,0.0,0.0,0.0,100.0,19.14,0.4071,59.36,0.2847,8.23
