,ALDBT FP Equity_DX_SI_QTY,ALDBT FP Equity_DX_SHORT_INTEREST_VALUE,ALDBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDBT FP Equity_DX_SI_MV,ALDBT FP Equity_DX_DSS,ALDBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDBT FP Equity_DX_SUPPLY_SI_QTY,ALDBT FP Equity_DX_BROKER_SI_QTY,ALDBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDBT FP Equity_DX_BROKER_SI_MV_NEW_x,ALDBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDBT FP Equity_DX_BROKER_SI_MV_INC_x,ALDBT FP Equity_DX_BROKER_SI_QTY_ADD,ALDBT FP Equity_DX_BROKER_SI_QTY_NEW,ALDBT FP Equity_DX_SUPPLY_SI_MV_DEC,ALDBT FP Equity_DX_BROKER_SI_QTY_INC,ALDBT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDBT FP Equity_DX_BROKER_SI_MV_NEW_y,ALDBT FP Equity_DX_BROKER_SI_MV_INC_y,ALDBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDBT FP Equity_DX_BROKER_SI_MV_ADD,ALDBT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDBT FP Equity_DX_BROKER_SI_QTY_DEC,ALDBT FP Equity_DX_SUPPLY_SI_MV,ALDBT FP Equity_DX_BROKER_SI_MV_DEC,ALDBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDBT FP Equity_DX_UTILIZATION_QUANTITY,ALDBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDBT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDBT FP Equity_DX_BROKER_SI_CON_RATIO,ALDBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-09-23,5000.0,2870.0,0.1,0.05,0.07,0.0,0.0,2870.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-24,5000.0,2800.0,0.1,0.05,0.07,0.0,0.0,2800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-25,5000.0,2585.0,0.1,0.05,0.07,0.0,0.0,2585.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-26,5000.0,2645.0,0.1,0.04,0.07,0.0,0.0,2645.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-27,5000.0,2605.0,0.1,0.04,0.07,0.0,0.0,2605.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-30,5000.0,2585.0,0.1,0.04,0.07,0.0,0.0,2585.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-01,5000.0,2650.0,0.1,0.04,0.07,0.0,0.0,2650.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-02,5000.0,2565.0,0.09,0.04,0.07,0.0,0.0,2565.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-03,5000.0,2300.0,0.08,0.04,0.06,0.0,0.0,2300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-04,5000.0,2075.0,0.08,0.04,0.06,0.0,0.0,2075.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-07,5000.0,2097.5,0.08,0.04,0.06,0.0,0.0,2097.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-08,5000.0,2082.5,0.08,0.04,0.06,0.0,0.0,2082.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-09,5000.0,1900.0,0.06,0.04,0.05,0.0,0.0,1900.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-10,5000.0,1990.0,0.06,0.04,0.05,0.0,0.0,1990.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-11,5000.0,2050.0,0.06,0.04,0.05,0.0,0.0,2050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-14,5000.0,2082.5,0.06,0.03,0.05,0.0,0.0,2082.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-15,5000.0,2130.0,0.06,0.03,0.05,0.0,0.0,2130.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-16,5000.0,2097.5,0.06,0.03,0.05,0.0,0.0,2097.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-17,5000.0,2087.5,0.06,0.03,0.05,0.0,0.0,2087.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-18,5000.0,2045.0,0.06,0.03,0.05,0.0,0.0,2045.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-21,5000.0,2047.5,0.06,0.03,0.05,0.0,0.0,2047.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-22,5000.0,2050.0,0.06,0.04,0.05,0.0,0.0,2050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-23,5000.0,2050.0,0.06,0.04,0.05,0.0,0.0,2050.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-24,5000.0,2075.0,0.06,0.04,0.05,0.0,0.0,2075.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-25,5000.0,1980.0,0.06,0.04,0.05,0.0,0.0,1980.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-28,5000.0,2072.5,0.06,0.04,0.05,0.0,0.0,2072.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-29,5000.0,2067.5,0.06,0.04,0.05,0.0,0.0,2067.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-30,5000.0,1800.0,0.06,0.04,0.05,0.0,0.0,1800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-31,5000.0,1607.5,0.06,0.04,0.05,0.0,0.0,1607.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-01,5000.0,1697.5,0.06,0.03,0.05,0.0,0.0,1697.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-04,5000.0,1675.0,0.06,0.03,0.05,0.0,0.0,1675.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-05,5000.0,1775.0,0.06,0.03,0.05,0.0,0.0,1775.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-06,5000.0,1795.0,0.06,0.03,0.05,0.0,0.0,1795.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-07,5000.0,1747.5,0.06,0.03,0.05,0.0,0.0,1747.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-08,5000.0,1710.0,0.06,0.03,0.05,0.0,0.0,1710.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-11,5000.0,1840.0,0.06,0.03,0.05,0.0,0.0,1840.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-12,5000.0,2000.0,0.06,0.03,0.05,0.0,0.0,2000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-13,5000.0,1960.0,0.06,0.03,0.05,0.0,0.0,1960.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-14,5000.0,1950.0,0.06,0.03,0.05,0.0,0.0,1950.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-15,5000.0,1865.0,0.06,0.03,0.05,0.0,0.0,1865.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-18,5000.0,1847.5,0.06,0.03,0.05,0.0,0.0,1847.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-19,5000.0,1820.0,0.06,0.03,0.05,0.0,0.0,1820.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-20,5000.0,1847.5,0.06,0.03,0.05,0.0,0.0,1847.5,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-21,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-22,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-25,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-26,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-27,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-28,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-11-29,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-02,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-03,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-04,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-05,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-06,5000.0,2100.0,0.06,0.02,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-09,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-10,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-11,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-12,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-13,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-16,5000.0,2100.0,0.06,0.03,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-17,5000.0,2100.0,0.06,0.04,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-18,5000.0,2100.0,0.06,0.04,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-19,5000.0,2100.0,0.06,0.04,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-20,5000.0,2100.0,0.06,0.04,0.05,0.0,0.0,2100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-23,5000.0,,0.06,0.04,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2019-12-24,5000.0,,0.06,0.04,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2019-12-25,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2019-12-26,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2019-12-27,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2019-12-30,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2019-12-31,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-01,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-02,5000.0,,0.06,0.05,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-03,5000.0,,0.06,0.06,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-06,5000.0,,0.06,0.06,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-07,5000.0,,0.06,0.06,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-08,5000.0,,0.06,0.1,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-09,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-10,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-13,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-14,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-15,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-16,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-17,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-20,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-21,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-22,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-23,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-24,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-27,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-28,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
2020-01-29,5000.0,,0.06,,0.05,0.0,0.0,,0.0,5000.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,
