,ALDBT FP Equity_DX_SI_QTY,ALDBT FP Equity_DX_SHORT_INTEREST_VALUE,ALDBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDBT FP Equity_DX_SI_MV,ALDBT FP Equity_DX_DSS,ALDBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDBT FP Equity_DX_SUPPLY_SI_QTY,ALDBT FP Equity_DX_BROKER_SI_QTY,ALDBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDBT FP Equity_DX_BROKER_SI_MV_NEW_x,ALDBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDBT FP Equity_DX_BROKER_SI_MV_INC_x,ALDBT FP Equity_DX_BROKER_SI_QTY_ADD,ALDBT FP Equity_DX_BROKER_SI_QTY_NEW,ALDBT FP Equity_DX_SUPPLY_SI_MV_DEC,ALDBT FP Equity_DX_BROKER_SI_QTY_INC,ALDBT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDBT FP Equity_DX_BROKER_SI_MV_NEW_y,ALDBT FP Equity_DX_BROKER_SI_MV_INC_y,ALDBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDBT FP Equity_DX_BROKER_SI_MV_ADD,ALDBT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDBT FP Equity_DX_BROKER_SI_QTY_DEC,ALDBT FP Equity_DX_SUPPLY_SI_MV,ALDBT FP Equity_DX_BROKER_SI_MV_DEC,ALDBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDBT FP Equity_DX_UTILIZATION_QUANTITY,ALDBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDBT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDBT FP Equity_DX_BROKER_SI_CON_RATIO,ALDBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-08-31,2449126.0,49717.26,1.1,0.62,1.09,0.05,0.0,27365.68,1348063.0,1348063.0,27365.68,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,10.82,0.6723,80.85,1.81
2022-09-01,2449126.0,48002.87,1.1,0.6,1.09,0.05,0.0,26422.03,1348063.0,1348063.0,26422.03,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,11.11,0.6651,80.34,1.81
2022-09-02,2449126.0,47513.04,1.1,0.6,1.09,0.05,0.0,26152.42,1348063.0,1348063.0,26152.42,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,11.0,0.6678,80.53,1.81
2022-09-05,2449126.0,48982.52,1.1,0.59,1.09,0.05,0.0,26961.26,1348063.0,1348063.0,26961.26,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,10.81,0.671,80.76,1.81
2022-09-06,2449126.0,49472.35,1.1,0.55,1.09,0.05,0.0,27230.87,1348063.0,1348063.0,27230.87,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,10.91,0.6701,80.69,1.81
2022-09-07,2449126.0,48492.69,1.1,0.55,1.09,0.05,0.0,26691.65,1348063.0,1348063.0,26691.65,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,11.05,0.6668,80.46,1.81
2022-09-08,2449126.0,48737.61,1.1,0.54,1.09,0.05,0.0,26826.45,1348063.0,1348063.0,26826.45,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,10.94,0.6695,80.65,1.81
2022-09-09,2449126.0,47513.04,1.1,0.54,1.09,0.05,0.0,26152.42,1348063.0,1348063.0,26152.42,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,11.07,0.6662,80.41,1.81
2022-09-12,2449126.0,48247.78,1.1,0.45,1.09,0.05,0.0,26556.84,1348063.0,1348063.0,26556.84,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,10.89,0.6707,80.73,1.81
2022-09-13,2449126.0,47757.96,1.1,0.47,1.09,0.05,0.0,26287.23,1348063.0,1348063.0,26287.23,,,,,,,,,,,,,,,0.03,,100.0,99.63,0.0,0.0,0.0,100.0,11.0,0.6678,80.53,1.81
2022-09-14,2259126.0,43375.22,1.02,0.44,1.01,0.04,0.0,25882.81,1158063.0,1348063.0,22234.81,,,,,,0.0,,190000.0,,,,,,,0.02,,100.0,85.59,0.0,0.0,0.0,100.0,11.03,0.6673,80.49,1.6696
2022-09-15,2069126.0,43451.65,0.93,0.4,0.92,0.04,0.0,24319.32,1158063.0,1158063.0,24319.32,,,,,,,,,,,,,,190000.0,0.02,0.0,100.0,85.59,0.0,0.0,0.0,100.0,11.49,0.7966,88.51,1.5292
2022-09-16,2069126.0,44486.21,0.93,0.26,0.92,0.04,0.0,24898.35,1158063.0,1158063.0,24898.35,,,,,,,,,,,,,,,0.02,,100.0,85.59,0.0,0.0,0.0,100.0,11.84,0.7912,88.16,1.5292
2022-09-19,2069126.0,42210.17,0.93,0.24,0.92,0.04,0.0,23624.49,1158063.0,1158063.0,23624.49,,,,,,,,,,,,,,,0.02,,100.0,85.59,0.0,0.0,0.0,100.0,12.24,0.7851,87.76,1.5292
2022-09-20,2069126.0,41796.35,0.93,0.24,0.92,0.04,0.0,23392.87,1158063.0,1158063.0,23392.87,,,,,,,,,,,,,,,0.02,,100.0,85.59,0.0,0.0,0.0,100.0,12.02,0.7885,87.98,1.5292
2022-09-21,2069126.0,41589.43,0.93,0.24,0.92,0.04,0.0,23277.07,1158063.0,1158063.0,23277.07,,,,,,,,,,,,,,,0.02,,100.0,85.59,0.0,0.0,0.0,100.0,11.99,0.7889,88.01,1.5292
2022-09-22,2069126.0,39313.39,0.93,0.24,0.92,0.04,0.0,22003.2,1158063.0,1158063.0,22003.2,,,,,,,,,,,,,,,0.02,,100.0,52.59,0.0,0.0,0.0,100.0,12.26,0.7848,87.74,0.9396
2022-09-23,2069126.0,37244.27,0.93,0.22,0.92,0.04,0.0,20845.13,1158063.0,1158063.0,20845.13,,,,,,,,,,,,,,,0.02,,100.0,52.59,0.0,0.0,0.0,100.0,12.25,0.785,87.75,0.9396
2022-09-26,1144110.0,20479.57,0.51,0.12,0.51,0.02,0.0,12450.43,695555.0,695555.0,12450.43,,,,,,0.01,,462508.0,,,,,,462508.0,0.01,0.01,100.0,39.98,0.0,0.0,0.0,100.0,21.73,0.6598,78.27,0.6577
2022-09-27,1144110.0,19907.51,0.51,0.12,0.51,0.02,0.0,12102.66,695555.0,695555.0,12102.66,,,,,,,,,,,,,,,0.01,,100.0,39.42,0.0,0.0,0.0,100.0,21.92,0.6577,78.08,0.6484
2022-09-28,1144110.0,19335.46,0.51,0.11,0.51,0.02,0.0,11754.88,695555.0,695555.0,11754.88,,,,,,,,,,,,,,,0.01,,100.0,38.91,0.0,0.0,0.0,100.0,21.93,0.6576,78.07,0.64
2022-09-29,1144110.0,18534.58,0.51,0.12,0.51,0.02,0.0,11267.99,695555.0,695555.0,11267.99,,,,,,,,,,,,,,,0.01,,100.0,38.91,0.0,0.0,0.0,100.0,22.04,0.6563,77.96,0.64
2022-09-30,1144110.0,18076.94,0.51,0.12,0.51,0.02,0.0,10989.77,695555.0,695555.0,10989.77,,,,,,,,,,,,,,,0.01,,100.0,36.46,0.0,0.0,0.0,100.0,21.9,0.658,78.1,0.5998
2022-10-03,1144110.0,17848.12,0.51,0.13,0.51,0.02,0.0,10850.66,695555.0,695555.0,10850.66,,,,,,,,,,,,,,,0.01,,100.0,36.46,0.0,0.0,0.0,100.0,21.79,0.6591,78.21,0.5998
2022-10-04,1144110.0,17962.53,0.51,0.13,0.51,0.02,0.0,10920.21,695555.0,695555.0,10920.21,,,,,,,,,,,,,,,0.01,,100.0,36.46,0.0,0.0,0.0,100.0,21.63,0.661,78.37,0.5998
2022-10-05,1154036.0,18233.77,0.52,0.13,0.51,0.02,0.0,11068.18,700518.0,700518.0,11068.18,,4963.0,0.0,,,,4963.0,,,0.0,4963.0,,,,0.01,,100.0,36.63,0.0,0.0,0.0,100.0,21.44,0.6631,78.56,0.6034
2022-10-06,1144110.0,19449.87,0.51,0.13,0.51,0.02,0.0,11824.44,695555.0,695555.0,11824.44,,,,,,0.0,,4963.0,,,,,,4963.0,0.01,0.0,100.0,36.37,0.0,0.0,0.0,100.0,20.96,0.6686,79.04,0.5982
2022-10-07,1144110.0,21738.09,0.51,0.12,0.51,0.02,0.0,13215.55,695555.0,695555.0,13215.55,,,,,,,,,,,,,,,0.01,,100.0,36.37,0.0,0.0,0.0,100.0,20.64,0.6724,79.36,0.5982
2022-10-10,1144110.0,21738.09,0.51,0.11,0.51,0.02,0.0,13215.55,695555.0,695555.0,13215.55,,,,,,,,,,,,,,,0.01,,100.0,35.44,0.0,0.0,0.0,100.0,21.59,0.6614,78.41,0.583
2022-10-11,1144110.0,21051.62,0.51,0.11,0.51,0.02,0.0,12798.21,695555.0,695555.0,12798.21,,,,,,,,,,,,,,,0.01,,100.0,35.35,0.0,0.0,0.0,100.0,21.86,0.6584,78.14,0.5815
2022-10-12,1144110.0,19564.28,0.51,0.11,0.51,0.02,0.0,11893.99,695555.0,695555.0,11893.99,,,,,,,,,,,,,,,0.01,,100.0,35.28,0.0,0.0,0.0,100.0,22.2,0.6545,77.8,0.5803
2022-10-13,1144110.0,20479.57,0.51,0.11,0.51,0.02,0.0,12450.43,695555.0,695555.0,12450.43,,,,,,,,,,,,,,,0.01,,100.0,35.28,0.0,0.0,0.0,100.0,21.2,0.6659,78.8,0.5803
2022-10-14,1144110.0,20937.21,0.51,0.11,0.51,0.02,0.0,12728.66,695555.0,695555.0,12728.66,,,,,,,,,,,,,,,0.01,,100.0,35.28,0.0,0.0,0.0,100.0,21.4,0.6636,78.6,0.5803
2022-10-17,1592665.0,30260.64,0.72,0.15,0.71,0.03,0.0,21738.09,1144110.0,1144110.0,21738.09,,,0.01,,,,448555.0,,,0.01,,,448555.0,,0.02,,100.0,58.03,0.0,0.0,0.0,100.0,15.18,0.7425,84.82,0.8078
2022-10-18,1592665.0,31375.5,0.72,0.15,0.71,0.03,0.0,22538.97,1144110.0,1144110.0,22538.97,,,,,,,,,,,,,,,0.02,,100.0,58.03,0.0,0.0,0.0,100.0,15.19,0.7423,84.81,0.8078
2022-10-19,1592665.0,29464.3,0.72,0.15,0.71,0.03,0.0,21166.04,1144110.0,1144110.0,21166.04,,,,,,,,,,,,,,,0.02,,100.0,58.03,0.0,0.0,0.0,100.0,16.06,0.7304,83.94,0.8078
2022-10-20,1168092.0,21843.32,0.53,0.11,0.52,0.02,0.0,13455.34,1144110.0,719537.0,21394.86,,,,,,,,,,,,,,424573.0,0.02,0.01,100.0,58.03,0.0,0.0,0.0,100.0,21.05,0.6676,78.95,0.5924
2022-10-21,743519.0,13680.75,0.33,0.07,0.33,0.01,0.0,13239.48,719537.0,719537.0,13239.48,,,,,,0.01,,424573.0,,,,,,,0.01,,100.0,36.49,0.0,0.0,0.0,100.0,33.56,0.554,66.44,0.3771
2022-10-24,743519.0,13308.99,0.33,0.07,0.33,0.01,0.0,12879.71,719537.0,719537.0,12879.71,,,,,,,,,,,,,,,0.01,,100.0,46.51,0.0,0.0,0.0,100.0,33.8,0.5525,66.2,0.4806
2022-10-25,743519.0,12788.53,0.33,0.07,0.33,0.01,0.0,12376.04,719537.0,719537.0,12376.04,,,,,,,,,,,,,,,0.01,,100.0,46.51,0.0,0.0,0.0,100.0,34.07,0.5508,65.93,0.4806
2022-10-26,743519.0,13532.05,0.33,0.07,0.33,0.01,0.0,13095.57,719537.0,719537.0,13095.57,,,,,,,,,,,,,,,0.01,,100.0,46.51,0.0,0.0,0.0,100.0,32.04,0.5645,67.96,0.4806
2022-10-27,743519.0,13383.34,0.33,0.07,0.33,0.01,0.0,12951.67,719537.0,719537.0,12951.67,,,,,,,,,,,,,,,0.01,,100.0,46.51,0.0,0.0,0.0,100.0,33.45,0.5548,66.55,0.4806
2022-10-28,674319.0,11328.56,0.3,0.09,0.3,0.01,0.0,10925.66,650337.0,650337.0,10925.66,,,,,,0.0,,69200.0,,,,,,69200.0,0.01,0.0,100.0,41.82,0.0,0.0,0.0,100.0,27.66,0.5998,72.34,0.4336
2022-10-31,674319.0,11395.99,0.3,0.1,0.3,0.01,0.0,10990.7,650337.0,650337.0,10990.7,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,26.26,0.6127,73.74,0.4538
2022-11-01,674319.0,11733.15,0.3,0.1,0.3,0.01,0.0,11315.86,650337.0,650337.0,11315.86,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,25.83,0.6168,74.17,0.4538
2022-11-02,674319.0,11395.99,0.3,0.1,0.3,0.01,0.0,10990.7,650337.0,650337.0,10990.7,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,26.91,0.6066,73.09,0.4538
2022-11-03,674319.0,11193.7,0.3,0.1,0.3,0.01,0.0,10795.59,650337.0,650337.0,10795.59,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,26.7,0.6086,73.3,0.4538
2022-11-04,674319.0,11328.56,0.3,0.1,0.3,0.01,0.0,10925.66,650337.0,650337.0,10925.66,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,26.15,0.6138,73.85,0.4538
2022-11-07,674319.0,10789.1,0.3,0.11,0.3,0.01,0.0,10405.39,650337.0,650337.0,10405.39,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,27.28,0.6033,72.72,0.4538
2022-11-08,674319.0,10586.81,0.3,0.11,0.3,0.01,0.0,10210.29,650337.0,650337.0,10210.29,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,26.72,0.6084,73.28,0.4538
2022-11-09,674319.0,10519.38,0.3,0.12,0.3,0.01,0.0,10145.26,650337.0,650337.0,10145.26,,,,,,,,,,,,,,,0.01,,100.0,43.77,0.0,0.0,0.0,100.0,26.49,0.6106,73.51,0.4538
2022-11-10,698301.0,10614.18,0.31,0.12,0.31,0.01,0.0,10249.65,674319.0,674319.0,10249.65,,23982.0,0.0,,,,23982.0,,,0.0,23982.0,,,,0.01,,100.0,44.66,0.0,0.0,0.0,100.0,25.93,0.6158,74.07,0.4625
2022-11-11,698301.0,11242.65,0.31,0.12,0.31,0.01,0.0,10856.54,674319.0,674319.0,10856.54,,,,,,,,,,,,,,,0.01,,100.0,45.38,0.0,0.0,0.0,100.0,24.43,0.6307,75.57,0.4699
2022-11-14,698301.0,11172.82,0.31,0.12,0.31,0.01,0.0,10789.1,674319.0,674319.0,10789.1,,,,,,,,,,,,,,,0.01,,100.0,45.38,0.0,0.0,0.0,100.0,25.57,0.6193,74.43,0.4699
2022-11-15,698301.0,11452.14,0.31,0.12,0.31,0.01,0.0,11058.83,674319.0,674319.0,11058.83,,,,,,,,,,,,,,,0.01,,100.0,45.38,0.0,0.0,0.0,100.0,25.02,0.6248,74.98,0.4699
2022-11-16,722283.0,11339.84,0.32,0.12,0.32,0.01,0.0,10963.33,698301.0,698301.0,10963.33,,23982.0,0.0,,,,23982.0,,,0.0,23982.0,,,,0.01,,100.0,46.24,0.0,0.0,0.0,100.0,25.4,0.6211,74.6,0.4783
2022-11-17,722283.0,10256.42,0.32,0.12,0.32,0.01,0.0,9915.87,698301.0,698301.0,9915.87,,,,,,,,,,,,,,,0.01,,100.0,46.99,0.0,0.0,0.0,100.0,26.4,0.6114,73.6,0.486
2022-11-18,746265.0,10671.59,0.33,0.13,0.33,0.01,0.0,10328.65,722283.0,722283.0,10328.65,,23982.0,0.0,,,,23982.0,,,0.0,23982.0,,,,0.01,,100.0,47.67,0.0,0.0,0.0,100.0,23.58,0.6396,76.42,0.4925
2022-11-21,746265.0,11641.73,0.33,0.15,0.33,0.01,0.0,11267.61,722283.0,722283.0,11267.61,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,22.34,0.653,77.66,0.5004
2022-11-22,746265.0,11567.11,0.33,0.15,0.33,0.01,0.0,11195.39,722283.0,722283.0,11195.39,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,23.94,0.6359,76.06,0.5004
2022-11-23,1327817.0,20050.04,0.59,0.26,0.59,0.02,0.0,15297.19,1013059.0,1013059.0,15297.19,,290776.0,,290776.0,,,,,,,290776.0,0.0,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.2,0.3924,44.27,0.7451
2022-11-24,1327817.0,20050.04,0.59,0.26,0.59,0.02,0.0,15297.19,1013059.0,1013059.0,15297.19,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.81,0.393,43.8,0.7451
2022-11-25,1327817.0,21245.07,0.59,0.23,0.59,0.02,0.0,16208.94,1013059.0,1013059.0,16208.94,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.75,0.395,44.18,0.7451
2022-11-28,1327817.0,20846.73,0.59,0.23,0.59,0.02,0.0,15905.03,1013059.0,1013059.0,15905.03,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.37,0.3925,44.14,0.7451
2022-11-29,1327817.0,20713.95,0.59,0.23,0.59,0.02,0.0,15803.72,1013059.0,1013059.0,15803.72,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.66,0.3929,43.91,0.7451
2022-11-30,1327817.0,20448.38,0.59,0.24,0.59,0.02,0.0,15601.11,1013059.0,1013059.0,15601.11,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.51,0.3927,44.03,0.7451
2022-12-01,1327817.0,19784.47,0.59,0.25,0.59,0.02,0.0,15094.58,1013059.0,1013059.0,15094.58,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.04,0.3922,44.39,0.7451
2022-12-02,1327817.0,19784.47,0.59,0.25,0.59,0.02,0.0,15094.58,1013059.0,1013059.0,15094.58,,,,,,,,,,,,,,,0.02,,100.0,56.85,0.0,0.0,0.0,100.0,42.81,0.393,43.8,0.7451
2022-12-05,746265.0,11119.35,0.33,0.14,0.33,0.01,0.0,10762.02,722283.0,722283.0,10762.02,,,,,,0.0,,290776.0,,,,,,290776.0,0.01,0.0,100.0,48.43,0.0,0.0,0.0,100.0,23.83,0.637,76.17,0.5004
2022-12-06,727246.0,10399.62,0.32,0.13,0.32,0.01,0.0,10056.68,722283.0,703264.0,10328.65,,,,,,,,,,,,,,19019.0,0.01,0.0,100.0,48.43,0.0,0.0,0.0,100.0,25.18,0.6232,74.82,0.4877
2022-12-07,746265.0,10671.59,0.33,0.14,0.33,0.01,0.0,10328.65,722283.0,722283.0,10328.65,,,0.0,,,,19019.0,,,0.0,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,23.83,0.637,76.17,0.5004
2022-12-08,746265.0,11119.35,0.33,0.14,0.33,0.01,0.0,10762.02,722283.0,722283.0,10762.02,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,23.12,0.6445,76.88,0.5004
2022-12-09,746265.0,11119.35,0.33,0.14,0.33,0.01,0.0,10762.02,722283.0,722283.0,10762.02,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,23.83,0.637,76.17,0.5004
2022-12-12,746265.0,10895.47,0.33,0.14,0.33,0.01,0.0,10545.33,722283.0,722283.0,10545.33,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.18,0.6333,75.82,0.5004
2022-12-13,746265.0,10522.34,0.33,0.14,0.33,0.01,0.0,10184.19,722283.0,722283.0,10184.19,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.44,0.6307,75.56,0.5004
2022-12-14,746265.0,10074.58,0.33,0.14,0.33,0.01,0.0,9750.82,722283.0,722283.0,9750.82,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.59,0.6291,75.41,0.5004
2022-12-15,746265.0,9776.07,0.33,0.14,0.33,0.01,0.0,9461.91,722283.0,722283.0,9461.91,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.35,0.6316,75.65,0.5004
2022-12-16,746265.0,9402.94,0.33,0.14,0.33,0.01,0.0,9100.77,722283.0,722283.0,9100.77,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.51,0.63,75.49,0.5004
2022-12-19,746265.0,8731.3,0.33,0.14,0.33,0.01,0.0,8450.71,722283.0,722283.0,8450.71,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,25.14,0.6237,74.86,0.5004
2022-12-20,746265.0,8582.05,0.33,0.13,0.33,0.01,0.0,8306.25,722283.0,722283.0,8306.25,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.13,0.6339,75.87,0.5004
2022-12-21,746265.0,8582.05,0.33,0.13,0.33,0.01,0.0,8306.25,722283.0,722283.0,8306.25,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,23.83,0.637,76.17,0.5004
2022-12-22,746265.0,8656.67,0.33,0.13,0.33,0.01,0.0,8378.48,722283.0,722283.0,8378.48,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,23.68,0.6386,76.32,0.5004
2022-12-23,746265.0,8283.54,0.33,0.14,0.33,0.01,0.0,8017.34,722283.0,722283.0,8017.34,,,,,,,,,,,,,,,0.01,,100.0,48.43,0.0,0.0,0.0,100.0,24.6,0.629,75.4,0.5004
2022-12-26,746265.0,8283.54,0.33,0.13,0.33,0.01,0.0,8017.34,722283.0,722283.0,8017.34,,,,,,,,,,,,,,,0.01,,100.0,49.09,0.0,0.0,0.0,100.0,23.79,0.6374,76.21,0.5072
2022-12-27,746265.0,8208.92,0.33,0.13,0.33,0.01,0.0,7945.11,722283.0,722283.0,7945.11,,,,,,,,,,,,,,,0.01,,100.0,49.09,0.0,0.0,0.0,100.0,23.98,0.6354,76.02,0.5072
2022-12-28,696452.0,7382.39,0.31,0.13,0.31,0.01,0.0,6873.97,722283.0,648488.0,7656.2,,,,,,,,,,,,,,73795.0,0.01,0.0,100.0,49.09,0.0,0.0,0.0,100.0,26.17,0.6136,73.83,0.4734
2022-12-29,648488.0,7003.67,0.29,0.12,0.29,0.01,0.0,7003.67,648488.0,648488.0,7003.67,,,,,,0.0,,73795.0,,,,,,,0.01,,100.0,44.81,0.0,0.0,0.0,100.0,27.05,0.6054,72.95,0.4481
2022-12-30,887988.0,10123.06,0.4,0.16,0.4,0.02,0.0,10123.06,887988.0,887988.0,10123.06,,239500.0,,239500.0,,,,,,,239500.0,0.01,,,0.01,,100.0,61.35,0.0,0.0,0.0,100.0,27.86,0.4741,62.17,0.6135
2023-01-02,887988.0,10478.26,0.4,0.17,0.4,0.01,0.0,10478.26,887988.0,887988.0,10478.26,,,,,,,,,,,,,,,0.01,,100.0,61.35,0.0,0.0,0.0,100.0,38.72,0.3783,44.9,0.6135
2023-01-03,1087988.0,12620.66,0.49,0.2,0.49,0.01,0.0,11460.66,987988.0,987988.0,11460.66,,100000.0,0.0,,,,100000.0,,,0.0,100000.0,,,,0.01,,100.0,63.85,0.0,0.0,0.0,100.0,40.69,0.3763,42.84,0.7031
2023-01-04,987988.0,11954.65,0.44,0.19,0.44,0.01,0.0,11954.65,987988.0,987988.0,11954.65,,,,,,,,,,,,,,,0.01,,100.0,63.85,0.0,0.0,0.0,100.0,41.55,0.3837,43.41,0.6385
2023-01-05,1005089.0,11558.52,0.45,0.2,0.45,0.01,0.0,11558.52,1005089.0,1005089.0,11558.52,,17101.0,0.0,,,,17101.0,,,0.0,17101.0,,,,0.01,,100.0,64.96,0.0,0.0,0.0,100.0,37.54,0.3892,47.54,0.6496
2023-01-06,987988.0,11164.26,0.44,0.18,0.44,0.01,0.0,11164.26,987988.0,987988.0,11164.26,,,,,,0.0,,17101.0,,,,,,17101.0,0.01,0.0,100.0,63.85,0.0,0.0,0.0,100.0,39.98,0.3828,44.65,0.6385
2023-01-09,987988.0,11361.86,0.44,0.2,0.44,0.01,0.0,11361.86,987988.0,987988.0,11361.86,,,,,,,,,,,,,,,0.01,,100.0,63.85,0.0,0.0,0.0,100.0,34.08,0.3791,48.08,0.6385
2023-01-10,987988.0,10867.87,0.44,0.2,0.44,0.01,0.0,10867.87,987988.0,987988.0,10867.87,,,,,,,,,,,,,,,0.01,,100.0,63.85,0.0,0.0,0.0,100.0,39.34,0.3825,45.13,0.6385
2023-01-11,887988.0,9856.67,0.4,0.17,0.4,0.01,0.0,9856.67,887988.0,887988.0,9856.67,,,,,,0.0,,100000.0,,,,,,100000.0,0.01,0.0,100.0,61.35,0.0,0.0,0.0,100.0,40.02,0.3773,43.65,0.6135
2023-01-12,3058488.0,33949.22,1.36,0.62,1.36,0.03,0.0,20573.72,1853488.0,1853488.0,20573.72,,1205000.0,0.01,,,0.0,965500.0,239500.0,,0.01,1205000.0,,,,0.02,,100.0,69.88,0.0,0.0,0.0,100.0,15.39,0.648,78.8,1.1531
2023-01-13,3058488.0,34255.07,1.36,0.62,1.36,0.03,0.0,20759.07,1853488.0,1853488.0,20759.07,,,,,,,,,,,,,,,0.02,,100.0,69.88,0.0,0.0,0.0,100.0,15.51,0.6466,78.69,1.1531
2023-01-16,3058488.0,33337.52,1.36,0.64,1.36,0.03,0.0,20203.02,1853488.0,1853488.0,20203.02,,,,,,,,,,,,,,,0.02,,100.0,64.98,0.0,0.0,0.0,100.0,15.04,0.6521,79.12,1.0723
2023-01-17,3058488.0,33031.67,1.36,0.62,1.36,0.03,0.0,20017.67,1853488.0,1853488.0,20017.67,,,,,,,,,,,,,,,0.02,,100.0,64.98,0.0,0.0,0.0,100.0,15.27,0.6494,78.91,1.0723
2023-01-18,3058488.0,33643.37,1.36,0.65,1.36,0.03,0.0,20388.37,1853488.0,1853488.0,20388.37,,,,,,,,,,,,,,,0.02,,100.0,64.89,0.0,0.0,0.0,100.0,15.63,0.6452,78.57,1.0708
2023-01-19,3058488.0,32419.97,1.36,0.65,1.36,0.03,0.0,19646.97,1853488.0,1853488.0,19646.97,,,,,,,,,,,,,,,0.02,,100.0,64.89,0.0,0.0,0.0,100.0,14.91,0.6536,79.24,1.0708
2023-01-20,3058488.0,32419.97,1.36,0.54,1.36,0.03,0.0,19646.97,1853488.0,1853488.0,19646.97,,,,,,,,,,,,,,,0.02,,100.0,64.89,0.0,0.0,0.0,100.0,15.39,0.648,78.8,1.0708
2023-01-23,3058488.0,33949.22,1.36,0.51,1.36,0.03,0.0,20573.72,1853488.0,1853488.0,20573.72,,,,,,,,,,,,,,,0.02,,100.0,64.89,0.0,0.0,0.0,100.0,16.0,0.6409,78.23,1.0708
2023-01-24,3058488.0,37925.25,1.36,0.48,1.36,0.03,0.0,22983.25,1853488.0,1853488.0,22983.25,,,,,,,,,,,,,,,0.02,,100.0,64.66,0.0,0.0,0.0,100.0,17.19,0.6258,77.0,1.067
