,GBT FP Equity_DX_SI_QTY,GBT FP Equity_DX_SHORT_INTEREST_VALUE,GBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GBT FP Equity_DX_SI_MV,GBT FP Equity_DX_DSS,GBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GBT FP Equity_DX_SUPPLY_SI_QTY,GBT FP Equity_DX_BROKER_SI_QTY,GBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GBT FP Equity_DX_BROKER_SI_MV_NEW_x,GBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GBT FP Equity_DX_BROKER_SI_MV_INC_x,GBT FP Equity_DX_SUPPLY_SI_MV_NEW,GBT FP Equity_DX_BROKER_SI_QTY_ADD,GBT FP Equity_DX_BROKER_SI_QTY_NEW,GBT FP Equity_DX_SUPPLY_SI_MV_DEC,GBT FP Equity_DX_BROKER_SI_QTY_INC,GBT FP Equity_DX_SUPPLY_SI_QTY_DEC,GBT FP Equity_DX_BROKER_SI_MV_NEW_y,GBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GBT FP Equity_DX_BROKER_SI_MV_INC_y,GBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GBT FP Equity_DX_BROKER_SI_MV_ADD,GBT FP Equity_DX_SUPPLY_SI_QTY_ADD,GBT FP Equity_DX_BROKER_SI_QTY_DEC,GBT FP Equity_DX_SUPPLY_SI_MV,GBT FP Equity_DX_BROKER_SI_MV_DEC,GBT FP Equity_DX_SUPPLY_SI_MV_RMV,GBT FP Equity_DX_BROKER_SI_MV_RMV,GBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GBT FP Equity_DX_UTILIZATION_QUANTITY,GBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GBT FP Equity_DX_ACTIVE_UTILIZATION_MV,GBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GBT FP Equity_DX_BROKER_SI_CON_RATIO,GBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-03-22,46612.0,1587138.6,0.66,1.79,0.37,1.49,0.0,1272925.2,37228.0,37384.0,1267613.4,,,662.0,0.06,,,,,2000.0,,,,0.06,662.0,,1338.0,,1.14,,,,100.0,16.33,0.0,0.0,,0.0,100.0,14.45,0.2781,48.22,0.2044
2024-03-25,40567.0,1440128.5,0.58,1.58,0.32,1.37,0.0,1112534.5,33934.0,31339.0,1204657.0,,,,,,,,0.07,,3294.0,,,,,,,6045.0,1.13,0.18,,,100.0,14.57,0.0,0.0,,0.0,100.0,15.68,0.2871,48.43,0.1741
2024-03-26,41967.0,1437369.75,0.59,1.66,0.33,1.44,0.0,1121310.75,33883.0,32739.0,1160492.75,,,3000.0,0.12,,,,0.09,3000.0,3051.0,,,0.12,3000.0,,,1600.0,1.2,0.05,,,100.0,14.36,0.0,0.0,,0.0,100.0,18.04,0.2762,45.57,0.1779
2024-03-27,39947.0,1340221.85,0.57,1.58,0.32,1.33,0.0,1118187.95,31863.0,33329.0,1069003.65,,,700.0,0.02,,,,0.1,590.0,2720.0,,,0.02,700.0,,,,1.09,,,,100.0,13.48,0.0,0.0,,0.0,100.0,18.76,0.306,47.91,0.1689
2024-03-28,43525.0,1429796.25,0.62,1.79,0.34,1.44,0.0,1159834.95,33841.0,35307.0,1111676.85,,,2000.0,0.07,,,,0.0,1978.0,22.0,,,0.07,2000.0,,,,1.14,,,,100.0,14.2,0.0,0.0,,0.0,100.0,24.22,0.2886,43.53,0.1827
2024-03-29,43525.0,1429796.25,0.62,1.81,0.34,1.43,0.0,1159834.95,33841.0,35307.0,1111676.85,,,,,,,,,,,,,,,,,,1.12,,,,100.0,14.23,0.0,0.0,,0.0,100.0,24.17,0.2891,43.61,0.183
2024-04-01,43525.0,1429796.25,0.62,1.81,0.34,1.43,0.0,1159834.95,33841.0,35307.0,1111676.85,,,,,,,,,,,,,,,,,,1.12,,,,100.0,14.19,0.0,0.0,,0.0,100.0,24.36,0.2904,43.85,0.1825
2024-04-02,40125.0,1328137.5,0.57,1.67,0.32,1.31,0.0,1109081.7,32041.0,33507.0,1060557.1,,,,,,,,0.06,,1800.0,,,,,,,1800.0,1.05,0.06,,,100.0,13.52,0.0,0.0,,0.0,100.0,18.27,0.3048,47.69,0.1693
2024-04-03,42958.0,1479903.1,0.61,1.77,0.34,1.43,0.0,1154316.15,34874.0,33507.0,1201409.3,,,2817.0,,,,,,,,,,,2817.0,,16.0,,1.15,,,,100.0,14.71,0.0,0.0,,0.0,100.0,16.85,0.2737,45.14,0.1812
2024-04-04,42958.0,1507825.8,0.61,1.82,0.34,1.47,0.0,1275534.0,34874.0,36340.0,1224077.4,,,,,,2833.0,,,,,,,,,0.1,,,1.2,,,,100.0,14.72,0.0,0.0,,0.0,100.0,17.08,0.2719,44.96,0.1813
2024-04-05,49358.0,1717658.4,0.7,2.13,0.39,1.71,0.0,1435152.0,36774.0,41240.0,1279735.2,,,1900.0,0.19,,,,,4900.0,,,,0.19,1900.0,,,,1.29,,,,100.0,15.37,0.0,0.0,,0.0,100.0,27.8,0.2586,38.59,0.2063
2024-04-08,49358.0,1675704.1,0.7,2.16,0.39,1.69,0.0,1400098.0,36774.0,41240.0,1248477.3,,,,,,,,,,,,,,,,,,1.28,,,,100.0,15.34,0.0,0.0,,0.0,100.0,27.85,0.2578,38.39,0.2059
2024-04-09,52269.0,1756238.4,0.74,2.34,0.41,1.77,0.0,1483473.6,39685.0,44151.0,1333416.0,,,795.0,0.1,,,,,2911.0,,,,0.1,795.0,,2116.0,,1.35,,,,58.71,16.42,27908.0,937708.8,,0.95,58.7,31.98,0.2623,36.11,0.2163
2024-04-10,54983.0,1825435.6,0.78,2.51,0.43,1.85,0.0,1465813.2,42399.0,44151.0,1407646.8,,,2387.0,,,,,,,,,,,2387.0,,327.0,,1.43,,,,60.31,17.51,27908.0,926545.6,,0.94,60.44,30.41,0.244,34.12,0.2271
2024-04-11,54983.0,1847428.8,0.78,2.5,0.43,1.85,0.0,1574664.0,42399.0,46865.0,1424606.4,,,,0.1,,,,,2714.0,,,,0.1,,,,,1.41,,,,60.31,17.56,27908.0,937708.8,,0.93,60.35,29.89,0.2428,34.29,0.2277
2024-04-12,55983.0,1875430.5,0.79,2.52,0.44,1.9,0.0,1603477.5,43399.0,47865.0,1453866.5,,,,0.04,,,,,1000.0,,,,0.04,,,1000.0,,1.46,,,,60.86,17.97,27908.0,934918.0,,0.94,60.95,31.41,0.2451,33.43,0.2318
2024-04-15,55983.0,1909020.3,0.79,2.44,0.44,1.9,0.0,1632196.5,43399.0,47865.0,1479905.9,,,,,,,,,,,,,,,,,,1.46,,,,60.86,17.91,27908.0,951662.8,,0.93,60.89,31.11,0.2453,33.77,0.231
2024-04-16,54456.0,1786156.8,0.77,2.42,0.43,1.85,0.0,1519886.4,43399.0,46338.0,1423487.2,,,,,,,,,,,,,,,,,1527.0,1.48,0.04,,,60.86,17.86,27908.0,915382.4,,0.95,60.83,29.68,0.241,34.05,0.2241
2024-04-17,50256.0,1643371.2,0.71,2.27,0.4,1.66,0.0,1426962.6,40699.0,43638.0,1330857.3,,,,,,,,0.11,,2700.0,,,,,,,2700.0,1.33,0.11,,,59.32,16.82,27908.0,912591.6,,0.92,59.26,25.53,0.2415,37.24,0.2077
2024-04-18,53682.0,1774190.1,0.76,2.42,0.42,1.79,0.0,1555465.2,44125.0,47064.0,1458331.25,,,3026.0,0.12,,,,,3426.0,,,,0.12,3026.0,,400.0,,1.44,,,,63.94,18.17,24882.0,822350.1,,0.81,63.96,29.59,0.2442,34.94,0.221
2024-04-19,53972.0,1824253.6,0.77,2.41,0.43,1.82,0.0,1600565.2,44415.0,47354.0,1501227.0,,,,0.02,,,,,290.0,,,,0.02,,,290.0,,1.47,,,,64.09,18.22,24882.0,841011.6,,0.82,64.11,29.36,0.246,35.51,0.2214
2024-04-22,53972.0,1853938.2,0.77,2.44,0.43,1.85,0.0,1626609.9,44415.0,47354.0,1525655.25,,,,,,,,,,,,,,,,,,1.5,,,,64.09,18.19,24882.0,854696.7,,0.84,64.11,29.53,0.2465,35.48,0.2211
2024-04-23,52499.0,1850589.75,0.74,2.36,0.42,1.83,0.0,1617305.25,44415.0,45881.0,1565628.75,,,,,,,,,,,,,,,,,1473.0,1.52,0.05,,,64.09,18.17,24882.0,877090.5,,0.85,64.06,27.35,0.2453,36.84,0.2147
2024-04-24,52499.0,1863714.5,0.74,2.47,0.42,1.86,0.0,1628775.5,44415.0,45881.0,1576732.5,,,,,,,,,,,,,,,,,,1.57,,,,64.09,18.16,24882.0,883311.0,,0.88,64.1,27.69,0.2452,36.61,0.2146
2024-04-25,54250.0,1944862.5,0.77,2.49,0.43,1.93,0.0,1693267.2,45766.0,47232.0,1640711.1,,,2000.0,0.05,,,,0.02,1351.0,649.0,,,0.05,2000.0,,,,1.62,,,,66.67,18.76,22882.0,820319.7,,0.81,66.63,29.31,0.2459,35.52,0.2224
2024-04-26,53951.0,2017767.4,0.76,2.45,0.43,1.99,0.0,1770254.2,44267.0,47333.0,1655585.8,,,,0.22,,,,0.19,5600.0,5499.0,,,0.22,,,4000.0,5499.0,1.59,0.18,,,65.92,18.17,22882.0,855786.8,,0.87,64.74,35.7,0.2806,36.53,0.2215
2024-04-29,56788.0,2101156.0,0.81,2.39,0.45,2.14,0.0,1856290.0,44267.0,50170.0,1637879.0,,,,0.14,,,,,2837.0,,,,0.14,,,,,1.65,,,,65.92,18.17,22882.0,846634.0,,0.86,65.89,33.31,0.2919,40.38,0.2331
2024-04-30,60278.0,2263438.9,0.85,2.53,0.48,2.27,0.0,1959096.15,47870.0,52173.0,1797518.5,,,4898.0,0.24,,,,0.09,6317.0,2387.0,,,0.24,4898.0,,1092.0,4314.0,1.78,0.17,,,67.66,19.55,22882.0,859219.1,,0.85,67.78,31.67,0.2742,37.97,0.2462
2024-05-01,58006.0,2178125.3,0.82,2.41,0.46,2.19,0.0,1873782.55,47870.0,49901.0,1797518.5,,,,,,,,,,,,,,,,,2272.0,1.79,0.08,,,67.66,19.52,22882.0,859219.1,,0.86,67.58,32.82,0.2668,35.65,0.2366
2024-05-02,57532.0,2200599.0,0.82,2.39,0.46,2.19,0.0,1947460.5,48883.0,50914.0,1869774.75,,,3000.0,0.04,,,,0.07,1113.0,1987.0,,,0.04,3000.0,,,100.0,1.84,0.0,,,68.12,19.89,22882.0,875236.5,,0.86,68.11,33.27,0.2682,35.67,0.2341
2024-05-03,58232.0,2212816.0,0.83,2.38,0.46,2.23,0.0,1961332.0,49583.0,51614.0,1884154.0,,,,0.04,,,,,700.0,,,,0.04,,,700.0,,1.89,,,,45.7,20.42,58918.0,2238884.0,,2.25,45.63,32.68,0.2711,36.77,0.2398
2024-05-06,58432.0,2232102.4,0.83,2.36,0.46,2.24,0.0,1975474.8,49683.0,51714.0,1897890.6,,,,,,100.0,,,,,,,,,0.0,100.0,,1.89,,,,45.75,20.22,58918.0,2250667.6,,2.24,45.75,32.67,0.2703,36.69,0.2377
2024-05-07,58632.0,2184042.0,0.83,2.47,0.46,2.24,0.0,1930071.5,49783.0,51814.0,1854416.75,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,1.9,,,,45.8,20.17,58918.0,2194695.5,,2.25,45.8,32.2,0.2696,36.99,0.2376
2024-05-08,58632.0,2160589.2,0.83,2.58,0.46,2.2,0.0,1909345.9,49783.0,51814.0,1834503.55,,,,,,,,,,,,,,,,,,1.86,,,,45.8,20.18,58918.0,2171128.3,,2.19,45.81,32.25,0.2687,36.74,0.2377
2024-05-09,58632.0,2222152.8,0.83,3.05,0.46,2.2,0.0,1963750.6,49783.0,51814.0,1886775.7,,,,,,,,,,,,,,,,,,1.83,,,,45.8,20.18,58918.0,2232992.2,,2.17,45.79,32.83,0.2682,36.16,0.2377
2024-05-10,59232.0,2250816.0,0.84,3.25,0.47,2.26,0.0,1991732.0,49783.0,52414.0,1891754.0,,,,0.02,,,,,600.0,,,,0.02,,,,,1.89,,,,45.64,20.07,59289.0,2252982.0,,2.25,45.65,32.23,0.2641,36.29,0.2387
2024-05-13,57071.0,2143016.05,0.81,3.21,0.45,2.17,0.0,1887000.15,47672.0,50253.0,1790083.6,,,,,,,,0.08,,2111.0,,,,,,,2161.0,1.81,0.09,,,43.59,18.76,61682.0,2316159.1,,2.34,43.56,33.37,0.2575,33.94,0.2246
2024-05-14,53071.0,1945052.15,0.75,3.01,0.42,1.98,0.0,1695172.45,43672.0,46253.0,1600578.8,,,,,,,,0.15,,4000.0,,,,,,,4000.0,1.64,0.17,,,41.31,16.96,62042.0,2273839.3,,2.33,41.26,28.76,0.2474,35.79,0.2061
2024-05-15,51775.0,1926030.0,0.73,2.97,0.41,1.91,0.0,1672400.4,42376.0,44957.0,1576387.2,,,,,,,,0.06,,1296.0,,,,,,,1296.0,1.55,0.07,,,40.39,16.42,62536.0,2326339.2,,2.29,40.32,26.38,0.2469,37.22,0.2006
2024-05-16,57674.0,2096449.9,0.82,3.36,0.46,2.13,0.0,1750506.95,42877.0,48157.0,1558578.95,,,2699.0,0.13,,,,0.08,3200.0,2198.0,,,0.13,2699.0,,,,1.59,,,,40.68,16.58,62536.0,2273183.6,,2.33,40.65,31.1,0.2507,34.58,0.223
2024-05-17,52175.0,1935692.5,0.74,3.14,0.41,1.92,0.0,1682744.7,40178.0,45357.0,1490603.8,,,,,,,,0.1,,2699.0,,,,,,,2800.0,1.46,0.12,,,39.12,15.43,62536.0,2320085.6,,2.27,39.14,26.86,0.2471,36.94,0.2004
2024-05-20,49890.0,1835952.0,0.71,3.1,0.39,1.85,0.0,1585049.6,38178.0,43072.0,1404950.4,,,,,,,,0.07,,2000.0,,,,,,,2285.0,1.42,0.08,,,50.75,14.66,37049.0,1363403.2,,1.37,50.77,23.61,0.2463,38.58,0.1916
2024-05-21,47699.0,1726703.8,0.68,3.04,0.38,1.74,0.0,1479892.2,35601.0,40881.0,1288756.2,,,,,,,,0.1,,2577.0,,,,,,,2191.0,1.31,0.09,,,49.0,13.65,37049.0,1341173.8,,1.36,49.0,19.96,0.2476,40.12,0.1829
2024-05-22,47673.0,1751982.75,0.68,3.06,0.38,1.74,0.0,1501421.25,35601.0,40855.0,1308336.75,,,,,,,,,,,,,,,,,26.0,1.29,0.01,,,49.0,13.67,37049.0,1361550.75,,1.34,49.07,19.66,0.249,40.43,0.183
2024-05-23,52229.0,1953364.6,0.74,3.38,0.41,1.96,0.0,1441994.4,40730.0,38556.0,1523302.0,,,3755.0,,,,,0.0,,26.0,,,,3755.0,,1400.0,2299.0,1.5,0.06,,,52.37,15.64,37049.0,1385632.6,,1.36,52.42,17.01,0.2176,38.07,0.2006
2024-05-24,51391.0,1906606.1,0.73,3.36,0.41,1.93,0.0,1430427.6,39892.0,38556.0,1479993.2,,,,,,,,0.03,,838.0,,,,,,,,1.49,,,,51.85,15.36,37049.0,1374517.9,,1.39,51.79,16.99,0.2169,37.98,0.1978
2024-05-27,50144.0,1902964.8,0.71,3.41,0.4,1.88,0.0,1463200.2,38645.0,38556.0,1466577.75,,,,,,,,0.05,,1247.0,,,,,,,,1.44,,,,51.05,14.88,37049.0,1406009.55,,1.37,51.09,17.33,0.2215,38.63,0.193
2024-05-28,44503.0,1653286.45,0.63,3.22,0.35,1.69,0.0,1372543.9,34614.0,36946.0,1285910.1,,,,,,,,0.14,,4031.0,,,,,,,1610.0,1.31,0.05,,,48.3,13.32,37049.0,1376370.35,,1.41,48.27,17.28,0.2557,43.06,0.1713
2024-05-29,43774.0,1595562.3,0.62,3.04,0.35,1.64,0.0,1320109.65,34614.0,36217.0,1261680.3,,,,,,,,,,,,,,,,,729.0,1.29,0.03,,,48.3,13.38,37049.0,1350436.05,,1.38,48.36,17.94,0.2585,43.61,0.1692
2024-05-30,43923.0,1609777.95,0.62,3.07,0.35,1.63,0.0,1332813.9,33734.0,36366.0,1236351.1,,,,0.0,,,,0.03,149.0,880.0,,,0.0,,,,,1.23,,,,47.66,13.0,37049.0,1357845.85,,1.35,47.64,17.97,0.2595,43.73,0.1692
2024-05-31,43923.0,1598797.2,0.62,3.13,0.35,1.63,0.0,1323722.4,33734.0,36366.0,1227917.6,,,,,,,,,,,,,,,,,,1.23,,,,47.66,13.02,37049.0,1348583.6,,1.36,47.63,17.95,0.2587,43.6,0.1695
2024-06-03,46644.0,1667523.0,0.66,3.39,0.37,1.71,0.0,1397360.25,33734.0,39087.0,1205990.5,,,,0.1,,,,,2721.0,,,,0.1,,,,,1.22,,,,100.0,12.83,0.0,0.0,,0.0,100.0,19.93,0.2478,40.77,0.1774
2024-06-04,46644.0,1672187.4,0.66,3.46,0.37,1.7,0.0,1401268.95,33734.0,39087.0,1209363.9,,,,,,,,,,,,,,,,,,1.21,,,,100.0,13.03,0.0,0.0,,0.0,100.0,19.78,0.2485,40.89,0.1802
2024-06-05,44878.0,1626827.5,0.64,3.39,0.36,1.64,0.0,1361912.5,33485.0,37570.0,1213831.25,,,,,,,,0.01,,249.0,,,,,,,1517.0,1.2,0.06,,,100.0,12.92,0.0,0.0,,0.0,100.0,17.71,0.2565,42.68,0.1731
2024-06-06,42603.0,1589091.9,0.6,3.28,0.34,1.57,0.0,1316503.5,31210.0,35295.0,1164133.0,,,,,,,,0.08,,2275.0,,,,,,,2275.0,1.13,0.09,,,100.0,11.99,0.0,0.0,,0.0,100.0,18.57,0.2801,44.93,0.1637
2024-06-07,44740.0,1695646.0,0.63,3.53,0.35,1.69,0.0,1287387.2,34116.0,33968.0,1292996.4,,,2906.0,,,,,,,,,,,2906.0,,,1327.0,1.28,0.04,,,100.0,13.07,0.0,0.0,,0.0,100.0,17.71,0.2661,44.32,0.1714
2024-06-10,44740.0,1722490.0,0.63,3.65,0.35,1.72,0.0,1402632.0,34116.0,36432.0,1313466.0,,,,,,2464.0,,,,,,,,,0.1,,,1.3,,,,100.0,13.19,0.0,0.0,,0.0,100.0,17.46,0.2643,44.17,0.173
2024-06-11,44740.0,1702357.0,0.63,4.24,0.35,1.73,0.0,1386237.6,34116.0,36432.0,1298113.8,,,,,,,,,,,,,,,,,,1.31,,,,100.0,13.28,0.0,0.0,,0.0,100.0,17.47,0.2628,43.93,0.1741
2024-06-12,44860.0,1691222.0,0.64,4.33,0.35,1.71,0.0,1374240.4,34216.0,36452.0,1289943.2,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,80.0,1.3,0.0,,,100.0,13.38,0.0,0.0,,0.0,100.0,17.48,0.2633,43.9,0.1755
2024-06-13,45860.0,1735801.0,0.65,4.53,0.36,1.76,0.0,1417558.2,35216.0,37452.0,1332925.6,,,674.0,0.04,,,,,1000.0,,,,0.04,674.0,,326.0,,1.33,,,,100.0,13.72,0.0,0.0,,0.0,100.0,18.17,0.2585,42.74,0.1787
2024-06-14,45960.0,1590216.0,0.65,4.77,0.36,1.7,0.0,1299299.2,35216.0,37552.0,1218473.6,,,,0.0,,,,,100.0,,,,0.0,,,,,1.32,,,,100.0,13.72,0.0,0.0,,0.0,100.0,18.73,0.2509,41.34,0.1791
2024-06-17,47960.0,1697784.0,0.68,4.9,0.38,1.74,0.0,1400140.8,37216.0,39552.0,1317446.4,,,1000.0,0.05,,,,,2000.0,,,,0.05,1000.0,,1000.0,,1.31,,,,100.0,14.24,0.0,0.0,,0.0,100.0,21.02,0.2539,41.0,0.1836
2024-06-18,49060.0,1753895.0,0.7,4.82,0.39,1.78,0.0,1453309.0,37924.0,40652.0,1355783.0,,,1000.0,0.04,,,,0.01,1100.0,292.0,,,0.04,1000.0,,,,1.34,,,,100.0,14.49,0.0,0.0,,0.0,100.0,20.59,0.2415,39.7,0.1874
2024-06-19,46760.0,1620234.0,0.66,4.68,0.37,1.68,0.0,1332361.8,36953.0,38452.0,1280421.45,,,,,,,,0.03,,971.0,,,,,,,2200.0,1.3,0.09,,,100.0,14.11,0.0,0.0,,0.0,100.0,21.57,0.2262,36.54,0.1785
2024-06-20,43148.0,1557642.8,0.61,4.39,0.34,1.57,0.0,1337144.0,34504.0,37040.0,1245594.4,,,,,,,,0.09,,2449.0,,,,,,,1412.0,1.2,0.05,,,100.0,13.27,0.0,0.0,,0.0,100.0,21.49,0.2207,34.92,0.166
2024-06-21,42750.0,1515487.5,0.61,4.37,0.34,1.57,0.0,1298958.9,34504.0,36642.0,1223166.8,,,,,,,,,,,,,,,,,398.0,1.25,0.0,,,100.0,13.27,0.0,0.0,,0.0,100.0,21.3,0.2184,34.65,0.1644
2024-06-24,42442.0,1523667.8,0.6,4.07,0.34,1.55,0.0,1304390.6,33798.0,36334.0,1213348.2,,,,,,,,0.03,,706.0,,,,,,,308.0,1.2,0.01,,,100.0,13.0,0.0,0.0,,0.0,100.0,20.96,0.2184,34.71,0.1632
2024-06-25,37362.0,1326351.0,0.53,3.54,0.3,1.38,0.0,1109517.0,28718.0,31254.0,1019489.0,,,,,,,,0.18,,5080.0,,,,,,,5080.0,1.03,0.18,,,100.0,11.05,0.0,0.0,,0.0,100.0,22.25,0.1936,27.26,0.1438
2024-06-26,39962.0,1386681.4,0.57,3.85,0.32,1.46,0.0,1174733.8,31318.0,33854.0,1086734.6,,,2600.0,0.1,,,,,2600.0,,,,0.1,2600.0,,,,1.11,,,,100.0,12.05,0.0,0.0,,0.0,100.0,25.12,0.2016,27.8,0.1538
2024-06-27,38598.0,1358649.6,0.55,3.74,0.31,1.4,0.0,1143648.0,30954.0,32490.0,1089580.8,,,,,,,,0.01,,364.0,,,,,,,1364.0,1.07,0.06,,,100.0,11.93,0.0,0.0,,0.0,100.0,24.62,0.1969,26.39,0.1488
2024-06-28,34448.0,1195345.05,0.49,3.37,0.27,1.26,0.0,1000400.54,29464.0,28830.0,1022400.33,,,1000.0,,,,,0.09,,2490.0,,,,1000.0,,,3660.0,1.04,0.13,,,100.0,11.33,0.0,0.0,,0.0,100.0,23.94,0.2122,29.17,0.1325
2024-07-01,28552.0,1047858.4,0.4,2.73,0.23,1.06,0.0,885717.8,26264.0,24134.0,963888.8,,,,,,,,0.11,,3200.0,,,,,,,4696.0,0.94,0.16,,,10.1,10.1,233779.0,8579689.3,,8.26,10.19,27.34,0.2269,28.46,0.1098
2024-07-02,24056.0,866016.0,0.34,2.25,0.19,0.91,0.0,829224.0,22868.0,23034.0,823248.0,,,,,,,,0.12,,3396.0,,,,,,,1100.0,0.84,0.04,,,8.94,8.94,232808.0,8381088.0,,8.53,8.94,33.2,0.2596,33.28,0.0941
2024-07-03,24056.0,869624.4,0.34,2.24,0.19,0.91,0.0,832679.1,22868.0,23034.0,826678.2,,,,,,,,,,,,,,,,,,0.82,,,,8.94,8.94,232861.0,8417925.15,,8.38,8.92,33.14,0.2598,33.37,0.0941
2024-07-04,25256.0,919318.4,0.36,2.33,0.2,0.95,0.0,882117.6,22868.0,24234.0,832395.2,,,,,,1200.0,,,,,,,,,0.04,,,0.83,,,,8.91,8.91,233854.0,8512285.6,,8.46,8.89,31.51,0.2377,31.77,0.0984
2024-07-05,25256.0,952151.2,0.36,2.32,0.2,0.96,0.0,913621.8,22868.0,24234.0,862123.6,,,,,,,,,,,,,,,,,,0.85,,,,8.92,8.92,233562.0,8805287.4,,8.55,9.0,31.26,0.235,31.34,0.0985
2024-07-08,22792.0,854700.0,0.32,2.06,0.18,0.87,0.0,816375.0,20404.0,21770.0,765150.0,,,,,,,,0.09,,2464.0,,,,,,,2464.0,0.77,0.1,,,7.95,7.95,236181.0,8856787.5,,8.71,8.09,34.6,0.2825,35.95,0.0888
2024-07-09,22692.0,838469.4,0.32,2.04,0.18,0.86,0.0,800706.5,20404.0,21670.0,753927.8,,,,,,,,,,,,,,,,,100.0,0.76,0.0,,,7.95,7.95,236117.0,8724523.15,,8.68,8.08,34.95,0.2856,36.15,0.0885
2024-07-10,22692.0,864565.2,0.32,2.22,0.18,0.86,0.0,825627.0,20404.0,21670.0,777392.4,,,,,,,,,,,,,,,,,,0.76,,,,7.92,7.92,237075.0,9032557.5,,8.79,7.91,34.89,0.2822,35.49,0.0881
2024-07-11,19692.0,771926.4,0.28,1.96,0.16,0.76,0.0,771064.0,19404.0,19670.0,760636.8,,,,,,,,0.04,,1000.0,,,,,,,2000.0,0.74,0.07,,,7.56,7.56,237291.0,9301807.2,,9.06,7.54,29.27,0.2713,37.75,0.0767
2024-07-12,19992.0,777688.8,0.28,1.98,0.16,0.78,0.0,765163.0,18704.0,19670.0,727585.6,,,,,,,,0.03,,1000.0,,,,,,300.0,,0.73,,,,7.24,7.24,239507.0,9316822.3,,9.38,7.23,29.54,0.2641,36.86,0.0774
2024-07-15,19992.0,775689.6,0.28,2.01,0.16,0.78,0.0,774836.0,18704.0,19970.0,725715.2,,,,,,300.0,,,,,,,,,0.01,,,0.73,,,,7.24,7.24,239507.0,9292871.6,,9.32,7.25,29.45,0.2641,36.92,0.0774
2024-07-16,19842.0,787727.4,0.28,1.98,0.16,0.77,0.0,786854.0,18704.0,19820.0,742548.8,,,,,,,,,,,,,,,,,150.0,0.73,0.01,,,7.27,7.27,238569.0,9471189.3,,9.28,7.27,29.47,0.2659,37.01,0.0771
2024-07-17,32244.0,1265577.0,0.46,3.21,0.26,1.26,0.0,726910.0,18404.0,18520.0,722357.0,,,,,,,,0.01,,300.0,,,,,,,1300.0,0.73,0.05,,,7.16,7.16,238457.0,9359437.25,,9.44,7.15,18.94,0.309,47.13,0.1255
2024-07-18,18542.0,735190.3,0.26,1.81,0.15,0.72,0.0,734318.0,17404.0,18520.0,690068.6,,,,,,,,0.04,,1000.0,,,,,,,,0.69,,,,6.79,6.79,238782.0,9467706.3,,9.39,6.81,26.13,0.2735,39.71,0.0724
2024-07-19,18542.0,723138.0,0.26,1.91,0.15,0.72,0.0,722280.0,17404.0,18520.0,678756.0,,,,,,,,,,,,,,,,,,0.69,,,,6.81,6.81,238108.0,9286212.0,,9.43,6.82,26.37,0.2743,39.75,0.0726
2024-07-22,21343.0,803563.95,0.3,2.2,0.17,0.82,0.0,697278.0,20205.0,18520.0,760718.25,,,2801.0,,,,,,,,,,,2801.0,,,,0.79,,,,7.89,7.89,235981.0,8884684.65,,9.17,7.89,22.77,0.2258,34.97,0.0833
2024-07-23,19510.0,755037.0,0.28,2.03,0.15,0.74,0.0,644006.7,18372.0,16641.0,710996.4,,,46.0,,,,,0.07,,1879.0,,,,46.0,,,1879.0,0.69,0.08,,,7.18,7.18,237434.0,9188695.8,,8.97,7.17,17.07,0.2339,38.65,0.0763
2024-07-24,19510.0,739429.0,0.28,2.11,0.15,0.75,0.0,630693.9,18372.0,16641.0,696298.8,,,,,,,,,,,,,,,,,,0.71,,,,7.18,7.18,237392.0,8997156.8,,9.17,7.2,17.0,0.2333,38.47,0.0763
2024-07-25,20110.0,765185.5,0.29,2.24,0.16,0.76,0.0,557090.05,18372.0,14641.0,699054.6,,,,0.02,,,,,600.0,,,,0.02,,,,2600.0,0.7,0.11,,,7.18,7.18,237636.0,9042049.8,,9.01,7.17,16.53,0.2261,38.02,0.0786
2024-07-26,17251.0,603785.0,0.24,1.93,0.14,0.63,0.0,512435.0,15513.0,14641.0,542955.0,,,,,,,,0.11,,2859.0,,,,,,,,0.59,,,,6.05,6.05,240979.0,8434265.0,,9.09,6.1,18.2,0.2861,45.48,0.0673
