,TNG FP Equity_DX_SI_QTY,TNG FP Equity_DX_SHORT_INTEREST_VALUE,TNG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TNG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TNG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TNG FP Equity_DX_SI_MV,TNG FP Equity_DX_DSS,TNG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TNG FP Equity_DX_SUPPLY_SI_QTY,TNG FP Equity_DX_BROKER_SI_QTY,TNG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TNG FP Equity_DX_BROKER_SI_MV_NEW_x,TNG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TNG FP Equity_DX_SUPPLY_SI_QTY_INC_x,TNG FP Equity_DX_BROKER_SI_MV_INC_x,TNG FP Equity_DX_SUPPLY_SI_MV_NEW,TNG FP Equity_DX_BROKER_SI_QTY_ADD,TNG FP Equity_DX_BROKER_SI_QTY_NEW,TNG FP Equity_DX_SUPPLY_SI_MV_DEC,TNG FP Equity_DX_BROKER_SI_QTY_INC,TNG FP Equity_DX_SUPPLY_SI_QTY_DEC,TNG FP Equity_DX_BROKER_SI_MV_NEW_y,TNG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TNG FP Equity_DX_BROKER_SI_MV_INC_y,TNG FP Equity_DX_SUPPLY_SI_QTY_INC_y,TNG FP Equity_DX_BROKER_SI_MV_ADD,TNG FP Equity_DX_SUPPLY_SI_QTY_ADD,TNG FP Equity_DX_BROKER_SI_QTY_DEC,TNG FP Equity_DX_SUPPLY_SI_MV,TNG FP Equity_DX_BROKER_SI_MV_DEC,TNG FP Equity_DX_SUPPLY_SI_MV_RMV,TNG FP Equity_DX_BROKER_SI_MV_RMV,TNG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TNG FP Equity_DX_UTILIZATION_QUANTITY,TNG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TNG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TNG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TNG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TNG FP Equity_DX_ACTIVE_UTILIZATION_MV,TNG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TNG FP Equity_DX_BROKER_SI_CON_RATIO,TNG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TNG FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-10-25,211298.0,572617.58,1.27,1.37,0.55,0.58,0.0,572617.58,18500.0,211298.0,50135.0,,,,0.04,,,,,13000.0,,,,0.04,,,,2000.0,0.05,0.01,,,100.0,85.95,0.0,0.0,,0.0,100.0,18.54,0.1464,21.33,9.8173
2016-10-26,198298.0,533421.62,1.2,1.26,0.51,0.54,0.0,533421.62,18500.0,198298.0,49765.0,,,,,,,,,,,,,,,,,13000.0,0.05,0.04,,,100.0,85.95,0.0,0.0,,0.0,100.0,19.98,0.1465,22.47,9.2133
2016-10-27,213298.0,571638.64,1.29,1.35,0.55,0.58,0.0,571638.64,17000.0,213298.0,45560.0,,,,0.04,,,,0.0,15000.0,1500.0,,,0.04,,,,,0.05,,,,100.0,79.57,0.0,0.0,,0.0,100.0,18.6,0.1468,20.95,9.984
2016-10-28,213298.0,571638.64,1.29,1.34,0.55,0.57,0.0,571638.64,17000.0,213298.0,45560.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,79.57,0.0,0.0,,0.0,100.0,18.66,0.1468,20.87,9.984
2016-10-31,203958.0,548647.02,1.23,1.28,0.53,0.55,0.0,548647.02,14345.0,203958.0,38588.05,,,,,,,,0.01,,2655.0,,,,,,,9340.0,0.04,0.03,,,100.0,67.15,0.0,0.0,,0.0,100.0,18.49,0.1424,19.52,9.5468
2016-11-01,199815.0,527511.6,1.21,1.21,0.52,0.54,0.0,527511.6,14345.0,199815.0,37870.8,,,,,,,,,,,,,,,,,4143.0,0.04,0.01,,,100.0,66.65,0.0,0.0,,0.0,100.0,19.09,0.1479,19.71,9.2838
2016-11-02,170470.0,448336.1,1.03,1.01,0.44,0.45,0.0,448336.1,10000.0,170470.0,26300.0,,,,,,,,0.01,,4345.0,,,,,,,29345.0,0.03,0.08,,,100.0,50.18,0.0,0.0,,0.0,100.0,22.16,0.163,23.24,8.5543
2016-11-03,170470.0,453450.2,1.03,1.27,0.44,0.45,0.0,453450.2,10000.0,170470.0,26600.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,50.18,0.0,0.0,,0.0,100.0,21.99,0.1633,23.4,8.5543
2016-11-04,166995.0,435856.95,1.01,1.3,0.43,0.44,0.0,435856.95,8925.0,166995.0,23294.25,,,,,,,,0.0,,1075.0,,,,,,,3475.0,0.02,0.01,,,100.0,44.79,0.0,0.0,,0.0,100.0,22.5,0.1661,23.46,8.3799
2016-11-07,162995.0,435196.65,0.98,1.26,0.42,0.43,0.0,435196.65,8925.0,162995.0,23829.75,,,,,,,,,,,,,,,,,4000.0,0.02,0.01,,,100.0,44.79,0.0,0.0,,0.0,100.0,23.01,0.1767,24.59,8.1792
2016-11-08,161495.0,432806.6,0.97,1.24,0.42,0.43,0.0,432806.6,8925.0,161495.0,23919.0,,,,,,,,,,,,,,,,,1500.0,0.02,0.0,,,100.0,44.79,0.0,0.0,,0.0,100.0,23.08,0.1759,24.74,8.1039
2016-11-09,161495.0,426346.8,0.97,1.26,0.42,0.43,0.0,426346.8,8925.0,161495.0,23562.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,44.79,0.0,0.0,,0.0,100.0,23.42,0.1756,24.45,8.1039
2016-11-10,161495.0,424731.85,0.97,1.25,0.42,0.43,0.0,424731.85,8925.0,161495.0,23472.75,,,,,,,,,,,,,,,,,,0.02,,,,100.0,44.79,0.0,0.0,,0.0,100.0,23.84,0.1768,24.43,8.1039
2016-11-11,161495.0,427961.75,0.97,1.24,0.42,0.43,0.0,427961.75,8925.0,161495.0,23651.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,44.79,0.0,0.0,,0.0,100.0,23.9,0.1772,24.5,8.1039
2016-11-14,161495.0,423116.9,0.97,1.23,0.42,0.43,0.0,423116.9,8925.0,161495.0,23383.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,44.79,0.0,0.0,,0.0,100.0,24.0,0.1766,24.29,8.1039
2016-11-15,161495.0,427961.75,0.47,1.22,0.29,0.43,0.0,427961.75,8925.0,161495.0,23651.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,43.15,0.0,0.0,,0.0,100.0,23.25,0.1765,24.77,7.8081
2016-11-16,162215.0,433114.05,0.47,1.21,0.29,0.43,0.0,431191.65,9645.0,161495.0,25752.15,,,,,,,,,,,,,,,,720.0,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.02,0.1761,24.65,7.8429
2016-11-17,162215.0,428247.6,0.79,1.2,0.29,0.43,0.0,426346.8,9645.0,161495.0,25462.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.16,0.1756,24.44,7.8429
2016-11-18,162215.0,426625.45,0.79,1.33,0.29,0.43,0.0,424731.85,9645.0,161495.0,25366.35,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.2,0.1756,24.43,7.8429
2016-11-21,162215.0,425003.3,0.79,1.34,0.29,0.43,0.0,423116.9,9645.0,161495.0,25269.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.42,0.1761,24.36,7.8429
2016-11-22,162215.0,423381.15,0.79,1.33,0.29,0.43,0.0,421501.95,9645.0,161495.0,25173.45,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.48,0.1761,24.34,7.8429
2016-11-23,162215.0,423381.15,0.79,1.42,0.29,0.43,0.0,421501.95,9645.0,161495.0,25173.45,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.19,0.1756,24.42,7.8429
2016-11-24,162215.0,420136.85,0.82,1.86,0.29,0.43,0.0,418272.05,9645.0,161495.0,24980.55,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.26,0.1755,24.29,7.8429
2016-11-25,162215.0,418514.7,0.82,1.94,0.29,0.43,0.0,416657.1,9645.0,161495.0,24884.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.64,0.1762,24.23,7.8429
2016-11-28,162215.0,416892.55,0.82,2.05,0.29,0.42,0.0,415042.15,9645.0,161495.0,24787.65,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.72,0.1763,24.2,7.8429
2016-11-29,162215.0,416892.55,0.82,2.1,0.29,0.42,0.0,415042.15,9645.0,161495.0,24787.65,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.74,0.1764,24.22,7.8429
2016-11-30,162215.0,415270.4,0.82,2.09,0.29,0.42,0.0,413427.2,9645.0,161495.0,24691.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.75,0.1763,24.17,7.8429
2016-12-01,162215.0,410403.95,0.82,2.05,0.29,0.42,0.0,408582.35,9645.0,161495.0,24401.85,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.95,0.1763,24.06,7.8429
2016-12-02,162215.0,418514.7,0.82,2.3,0.29,0.42,0.0,416657.1,9645.0,161495.0,24884.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.74,0.177,24.33,7.8429
2016-12-05,162215.0,431491.9,0.82,2.34,0.29,0.43,0.0,431491.9,9645.0,162215.0,25655.7,,,,0.0,,,,,720.0,,,,0.0,,,,,0.02,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.45,0.1771,24.76,7.8429
2016-12-06,162215.0,436358.35,0.82,2.32,0.29,0.43,0.0,436358.35,9645.0,162215.0,25945.05,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.6,0.1757,24.81,7.8429
2016-12-07,162215.0,431491.9,0.82,2.35,0.29,0.43,0.0,431491.9,9645.0,162215.0,25655.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.71,0.1752,24.64,7.8429
2016-12-08,162215.0,439602.65,0.82,2.3,0.29,0.43,0.0,439602.65,9645.0,162215.0,26137.95,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.16,0.1754,25.03,7.8429
2016-12-09,162215.0,437980.5,0.82,2.18,0.29,0.43,0.0,437980.5,9645.0,162215.0,26041.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.12,0.1745,24.84,7.8429
2016-12-12,162215.0,437980.5,0.82,2.15,0.29,0.43,0.0,437980.5,9645.0,162215.0,26041.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.17,0.1749,24.89,7.8429
2016-12-13,162215.0,437980.5,0.82,2.28,0.29,0.43,0.0,437980.5,9645.0,162215.0,26041.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.16,0.1749,24.89,7.8429
2016-12-14,162215.0,434736.2,0.82,2.35,0.29,0.43,0.0,434736.2,9645.0,162215.0,25848.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.2,0.1747,24.79,7.8429
2016-12-15,162215.0,442846.95,0.82,2.33,0.29,0.44,0.0,442846.95,9645.0,162215.0,26330.85,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.0,0.175,24.99,7.8429
2016-12-16,161215.0,436892.65,0.82,2.3,0.29,0.43,0.0,436892.65,9645.0,161215.0,26137.95,,,,,,,,,,,,,,,,,1000.0,0.03,0.0,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.2,0.1736,24.4,7.7946
2016-12-19,161215.0,435280.5,0.82,2.29,0.29,0.43,0.0,435280.5,9645.0,161215.0,26041.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.2,0.1734,24.33,7.7946
2016-12-20,161215.0,433668.35,0.82,2.37,0.29,0.43,0.0,433668.35,9645.0,161215.0,25945.05,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.26,0.1733,24.28,7.7946
2016-12-21,161235.0,432109.8,0.82,2.37,0.29,0.43,0.0,432109.8,9645.0,161235.0,25848.6,,,,,,20.0,,,,,,,,,0.0,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.34,0.1736,24.29,7.7955
2016-12-22,161235.0,435334.5,0.82,2.38,0.29,0.43,0.0,435334.5,9645.0,161235.0,26041.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.26,0.1738,24.39,7.7955
2016-12-23,161235.0,432109.8,0.82,2.44,0.29,0.44,0.0,432109.8,9645.0,161235.0,25848.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.48,0.1751,23.92,7.7955
2016-12-26,161235.0,432109.8,0.82,2.51,0.29,0.44,0.0,432109.8,9645.0,161235.0,25848.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.5,0.1752,23.93,7.7955
2016-12-27,160235.0,431032.15,0.81,2.49,0.28,0.43,0.0,431032.15,9645.0,160235.0,25945.05,,,,,,,,,,,,,,,,,1000.0,0.03,0.0,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.46,0.1759,24.5,7.7472
2016-12-28,160235.0,429429.8,0.81,2.52,0.28,0.43,0.0,429429.8,9645.0,160235.0,25848.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.47,0.1755,24.42,7.7472
2016-12-29,160235.0,431032.15,0.81,2.57,0.28,0.43,0.0,431032.15,9645.0,160235.0,25945.05,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.47,0.176,24.51,7.7472
2016-12-30,160235.0,429429.8,0.81,2.59,0.28,0.43,0.0,429429.8,9645.0,160235.0,25848.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,22.49,0.1757,24.45,7.7472
2017-01-02,160235.0,458272.1,0.81,2.61,0.28,0.44,0.0,458272.1,9645.0,160235.0,27584.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,21.74,0.1772,25.19,7.7472
2017-01-03,144235.0,412512.1,0.73,2.08,0.26,0.4,0.0,412512.1,9645.0,144235.0,27584.7,,,,,,,,,,,,,,,,,,0.03,,,0.05,100.0,46.63,0.0,0.0,,0.0,100.0,23.98,0.2046,27.82,6.9736
2017-01-04,144235.0,419723.85,0.73,1.98,0.26,0.42,0.0,419723.85,9645.0,144235.0,28066.95,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,26.05,0.2079,27.19,6.9736
2017-01-05,144235.0,418281.5,0.73,1.89,0.26,0.4,0.0,418281.5,9645.0,144235.0,27970.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,46.63,0.0,0.0,,0.0,100.0,23.75,0.2045,27.9,6.9736
2017-01-06,141012.0,404704.44,0.72,1.81,0.25,0.39,0.0,404704.44,8122.0,141012.0,23310.14,,,,,,,,0.0,,1523.0,,,,,,,3223.0,0.02,0.01,,,100.0,39.27,0.0,0.0,,0.0,100.0,24.43,0.2123,28.46,6.8178
2017-01-09,141012.0,400474.08,0.72,1.79,0.25,0.39,0.0,400474.08,8122.0,141012.0,23066.48,,,,,,,,,,,,,,,,,,0.02,,,,100.0,39.27,0.0,0.0,,0.0,100.0,24.66,0.2125,28.39,6.8178
2017-01-10,141012.0,399063.96,0.72,1.79,0.25,0.39,0.0,399063.96,8122.0,141012.0,22985.26,,,,,,,,,,,,,,,,,,0.02,,,,100.0,39.27,0.0,0.0,,0.0,100.0,24.71,0.2129,28.37,6.8178
2017-01-11,141012.0,399063.96,0.72,1.82,0.25,0.39,0.0,399063.96,8122.0,141012.0,22985.26,,,,,,,,,,,,,,,,,,0.02,,,,100.0,39.27,0.0,0.0,,0.0,100.0,24.8,0.2129,28.44,6.8178
2017-01-12,141012.0,386372.88,0.72,1.87,0.25,0.38,0.0,386372.88,8122.0,141012.0,22254.28,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.25,0.2126,28.09,5.0213
2017-01-13,141012.0,380732.4,0.72,1.88,0.25,0.38,0.0,380732.4,8122.0,141012.0,21929.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.6,0.2133,28.04,5.0213
2017-01-16,141012.0,380732.4,0.72,1.84,0.25,0.37,0.0,380732.4,8122.0,141012.0,21929.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.49,0.2135,28.14,5.0213
2017-01-17,141012.0,376502.04,0.72,1.87,0.25,0.37,0.0,376502.04,8122.0,141012.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.84,0.2138,27.98,5.0213
2017-01-18,141012.0,376502.04,0.72,1.92,0.25,0.37,0.0,376502.04,8122.0,141012.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.85,0.2141,28.01,5.0213
2017-01-19,140992.0,379268.48,0.72,1.94,0.25,0.37,0.0,379268.48,8122.0,140992.0,21848.18,,,,,,,,,,,,,,,,,20.0,0.02,0.0,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.77,0.2143,28.12,5.0205
2017-01-20,140992.0,376448.64,0.72,1.99,0.25,0.37,0.0,376448.64,8122.0,140992.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.87,0.214,27.99,5.0205
2017-01-23,140992.0,379268.48,0.72,2.1,0.25,0.37,0.0,379268.48,8122.0,140992.0,21848.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.77,0.2144,28.11,5.0205
2017-01-24,140992.0,377858.56,0.72,2.07,0.25,0.37,0.0,377858.56,8122.0,140992.0,21766.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,28.92,0.0,0.0,,0.0,100.0,25.78,0.214,28.03,5.0205
2017-01-25,140992.0,380678.4,0.72,2.11,0.25,0.37,0.0,380678.4,8122.0,140992.0,21929.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.69,0.2142,28.13,2.9945
2017-01-26,140992.0,377858.56,0.72,2.13,0.25,0.37,0.0,377858.56,8122.0,140992.0,21766.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.77,0.2138,28.03,2.9945
2017-01-27,140992.0,391957.76,0.72,2.13,0.25,0.38,0.0,391957.76,8122.0,140992.0,22579.16,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.23,0.2145,28.45,2.9945
2017-01-30,140992.0,387728.0,0.72,1.89,0.25,0.38,0.0,387728.0,8122.0,140992.0,22335.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.28,0.2131,28.17,2.9945
2017-01-31,140992.0,380678.4,0.72,1.91,0.25,0.38,0.0,380678.4,8122.0,140992.0,21929.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.6,0.2134,28.03,2.9945
2017-02-01,140992.0,383498.24,0.72,1.9,0.25,0.38,0.0,383498.24,8122.0,140992.0,22091.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.53,0.2139,28.18,2.9945
2017-02-02,140992.0,376448.64,0.72,1.88,0.25,0.37,0.0,376448.64,8122.0,140992.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.78,0.2135,27.94,2.9945
2017-02-03,140992.0,376448.64,0.72,1.89,0.25,0.37,0.0,376448.64,8122.0,140992.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.87,0.2141,28.01,2.9945
2017-02-06,140992.0,376448.64,0.72,1.86,0.25,0.37,0.0,376448.64,8122.0,140992.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.87,0.2141,28.02,2.9945
2017-02-07,140992.0,375038.72,0.72,1.85,0.25,0.37,0.0,375038.72,8122.0,140992.0,21604.52,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.92,0.214,27.97,2.9945
2017-02-08,140992.0,375038.72,0.72,1.87,0.25,0.37,0.0,375038.72,8122.0,140992.0,21604.52,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.95,0.2143,27.99,2.9945
2017-02-09,140992.0,382088.32,0.72,1.88,0.25,0.37,0.0,382088.32,8122.0,140992.0,22010.62,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.65,0.2145,28.21,2.9945
2017-02-10,140992.0,379268.48,0.72,1.9,0.25,0.37,0.0,379268.48,8122.0,140992.0,21848.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.71,0.2137,28.05,2.9945
2017-02-13,140992.0,382088.32,0.72,1.9,0.25,0.38,0.0,382088.32,8122.0,140992.0,22010.62,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,26.72,0.2154,27.74,2.9945
2017-02-14,140992.0,387728.0,0.72,2.12,0.25,0.38,0.0,387728.0,8122.0,140992.0,22335.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.36,0.214,28.3,2.9945
2017-02-15,140992.0,382088.32,0.72,2.14,0.25,0.38,0.0,382088.32,8122.0,140992.0,22010.62,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,25.54,0.2133,28.06,2.9945
2017-02-16,140992.0,384908.16,0.72,2.26,0.25,0.39,0.0,384908.16,8122.0,140992.0,22173.06,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,27.1,0.2161,27.6,2.9945
2017-02-17,140992.0,384908.16,0.72,2.32,0.25,0.38,0.0,384908.16,8122.0,140992.0,22173.06,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,26.76,0.2153,27.68,2.9945
2017-02-20,140992.0,382088.32,0.72,2.44,0.25,0.38,0.0,382088.32,8122.0,140992.0,22010.62,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,26.87,0.2151,27.48,2.9945
2017-02-21,140992.0,379268.48,0.72,2.47,0.25,0.38,0.0,379268.48,8122.0,140992.0,21848.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,27.13,0.2153,27.43,2.9945
2017-02-22,140992.0,386318.08,0.72,2.44,0.25,0.38,0.0,386318.08,8122.0,140992.0,22254.28,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,26.84,0.2163,27.83,2.9945
2017-02-23,140992.0,380678.4,0.72,2.42,0.25,0.38,0.0,380678.4,8122.0,140992.0,21929.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,26.79,0.215,27.59,2.9945
2017-02-24,140992.0,376448.64,0.72,2.48,0.25,0.38,0.0,376448.64,8122.0,140992.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,27.38,0.2159,27.39,2.9945
2017-02-27,140992.0,376448.64,0.72,2.6,0.25,0.38,0.0,376448.64,8122.0,140992.0,21685.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,27.13,0.2159,27.54,2.9945
2017-02-28,140992.0,373628.8,0.72,2.61,0.25,0.38,0.0,373628.8,8122.0,140992.0,21523.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,27.24,0.2158,27.45,2.9945
2017-03-01,140992.0,379268.48,0.72,2.61,0.25,0.38,0.0,379268.48,8122.0,140992.0,21848.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,17.25,0.0,0.0,,0.0,100.0,26.82,0.2158,27.72,2.9945
2017-03-02,140992.0,369399.04,0.72,2.61,0.25,0.37,0.0,369399.04,8122.0,140992.0,21279.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.18,0.2152,27.38,3.553
2017-03-03,140992.0,367989.12,0.72,2.56,0.25,0.37,0.0,367989.12,8122.0,140992.0,21198.42,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.38,0.2163,27.45,3.553
2017-03-06,140992.0,362349.44,0.72,2.49,0.25,0.37,0.0,362349.44,8122.0,140992.0,20873.54,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.24,0.2157,27.42,3.553
2017-03-07,140992.0,356709.76,0.72,2.48,0.25,0.36,0.0,356709.76,8122.0,140992.0,20548.66,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.15,0.2167,27.92,3.553
2017-03-08,140992.0,359529.6,0.72,2.36,0.25,0.36,0.0,359529.6,8122.0,140992.0,20711.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.3,0.2172,27.85,3.553
2017-03-09,140992.0,358119.68,0.72,2.26,0.25,0.36,0.0,358119.68,8122.0,140992.0,20629.88,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.23,0.217,27.9,3.553
2017-03-10,140992.0,360939.52,0.72,2.24,0.25,0.36,0.0,360939.52,8122.0,140992.0,20792.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.34,0.2172,27.81,3.553
2017-03-13,140992.0,372218.88,0.72,2.61,0.25,0.37,0.0,372218.88,8122.0,140992.0,21442.08,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.25,0.2169,27.66,3.553
2017-03-14,140992.0,373628.8,0.72,2.57,0.25,0.38,0.0,373628.8,8122.0,140992.0,21523.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,20.47,0.0,0.0,,0.0,100.0,27.06,0.2158,27.57,3.553
