,TNG FP Equity_DX_SI_QTY,TNG FP Equity_DX_SHORT_INTEREST_VALUE,TNG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TNG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TNG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TNG FP Equity_DX_SI_MV,TNG FP Equity_DX_DSS,TNG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TNG FP Equity_DX_SUPPLY_SI_QTY,TNG FP Equity_DX_BROKER_SI_QTY,TNG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TNG FP Equity_DX_BROKER_SI_MV_NEW_x,TNG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TNG FP Equity_DX_SUPPLY_SI_QTY_INC_x,TNG FP Equity_DX_BROKER_SI_MV_INC_x,TNG FP Equity_DX_SUPPLY_SI_MV_NEW,TNG FP Equity_DX_BROKER_SI_QTY_ADD,TNG FP Equity_DX_BROKER_SI_QTY_NEW,TNG FP Equity_DX_SUPPLY_SI_MV_DEC,TNG FP Equity_DX_BROKER_SI_QTY_INC,TNG FP Equity_DX_SUPPLY_SI_QTY_DEC,TNG FP Equity_DX_BROKER_SI_MV_NEW_y,TNG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TNG FP Equity_DX_BROKER_SI_MV_INC_y,TNG FP Equity_DX_SUPPLY_SI_QTY_INC_y,TNG FP Equity_DX_BROKER_SI_MV_ADD,TNG FP Equity_DX_SUPPLY_SI_QTY_ADD,TNG FP Equity_DX_BROKER_SI_QTY_DEC,TNG FP Equity_DX_SUPPLY_SI_MV,TNG FP Equity_DX_BROKER_SI_MV_DEC,TNG FP Equity_DX_SUPPLY_SI_MV_RMV,TNG FP Equity_DX_BROKER_SI_MV_RMV,TNG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TNG FP Equity_DX_UTILIZATION_QUANTITY,TNG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TNG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TNG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TNG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TNG FP Equity_DX_ACTIVE_UTILIZATION_MV,TNG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TNG FP Equity_DX_BROKER_SI_CON_RATIO,TNG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TNG FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-06-21,16941.0,158059.53,0.27,0.84,0.12,0.22,0.0,155083.26,1900.0,16622.0,17727.0,,,,,,,,0.0,,47.0,,,,,,,,0.02,,,,35.24,35.24,3491.0,32571.03,,0.05,35.24,9.56,0.7946,88.61,3.1425
2006-06-28,14935.0,134265.65,0.23,0.77,0.1,0.2,0.0,131451.78,1859.0,14622.0,16712.41,,,,,,,,0.0,,41.0,,,,,,,2000.0,0.02,0.02,,,35.24,35.24,3416.0,30709.84,,0.05,35.24,10.27,0.7813,87.77,2.8307
2006-07-03,14917.0,132462.96,0.23,0.86,0.1,0.2,0.0,129843.36,1755.0,14622.0,15584.4,,,,,,,,0.0,,105.0,,,,,,,,0.02,,,,36.66,36.66,3032.0,26924.16,,0.04,36.66,10.15,0.7835,87.91,3.1168
2006-07-04,16932.0,149170.92,0.27,1.0,0.12,0.22,0.0,146439.82,1844.0,16622.0,16245.64,,,89.0,0.02,,,,,2000.0,,,,0.02,89.0,,,,0.02,,,,35.24,35.24,3388.0,29848.28,,0.04,35.24,9.32,0.7996,88.92,3.2369
2006-07-05,16930.0,147798.9,0.27,1.08,0.12,0.22,0.0,145110.06,1832.0,16622.0,15993.36,,,,,,,,0.0,,11.0,,,,,,,,0.02,,,,35.24,35.24,3367.0,29393.91,,0.04,35.24,9.17,0.8022,89.08,3.2558
2006-07-06,16928.0,147273.6,0.27,1.1,0.12,0.21,0.0,144611.4,1818.0,16622.0,15816.6,,,,,,,,0.0,,15.0,,,,,,,,0.02,,,,35.24,35.24,3339.0,29049.3,,0.04,35.24,9.1,0.8035,89.16,3.2825
2006-07-07,16927.0,147264.9,0.27,1.06,0.12,0.21,0.0,144611.4,1812.0,16622.0,15764.4,,,,,,,,0.0,,6.0,,,,,,,,0.02,,,,35.45,35.45,3299.0,28701.3,,0.04,35.45,9.07,0.804,89.19,3.3119
2006-07-10,16927.0,147095.63,0.27,1.03,0.12,0.21,0.0,144445.18,1812.0,16622.0,15746.28,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,35.25,35.25,3329.0,28929.01,,0.04,35.25,9.07,0.804,89.19,3.2926
2006-07-11,16926.0,147256.2,0.27,1.05,0.12,0.21,0.0,144611.4,1810.0,16622.0,15747.0,,,,,,,,0.0,,2.0,,,,,,,,0.02,,,,35.24,35.24,3326.0,28936.2,,0.04,35.24,9.06,0.8041,89.2,3.2956
2006-07-12,16927.0,148957.6,0.27,1.07,0.12,0.21,0.0,146273.6,1812.0,16622.0,15945.6,,,2.0,,,,,,,,,,,2.0,,,,0.02,,,,35.25,35.25,3328.0,29286.4,,0.04,35.25,9.07,0.8037,89.17,3.2932
2006-07-13,16930.0,148137.5,0.27,1.04,0.12,0.22,0.0,145442.5,1830.0,16622.0,16012.5,,,19.0,,,,,,,,,,,19.0,,,,0.02,,,,35.24,35.24,3364.0,29435.0,,0.04,35.24,9.16,0.8023,89.09,3.2595
2006-07-14,16928.0,145411.52,0.27,0.96,0.12,0.21,0.0,142782.98,1822.0,16622.0,15650.98,,,,,,,,0.0,,9.0,,,,,,,,0.02,,,,35.24,35.24,3347.0,28750.73,,0.04,35.24,9.12,0.8036,89.16,3.2749
2006-07-17,16923.0,142153.2,0.27,0.96,0.12,0.21,0.0,139624.8,1792.0,16622.0,15052.8,,,,,,,,0.0,,30.0,,,,,,,,0.02,,,,35.24,35.24,3293.0,27661.2,,0.04,35.24,8.97,0.8066,89.34,3.328
2006-07-18,16917.0,137704.38,0.27,0.93,0.11,0.21,0.0,135303.08,1757.0,16622.0,14301.98,,,,,,,,0.0,,35.0,,,,,,,,0.02,,,,35.45,35.45,3198.0,26031.72,,0.04,35.45,8.79,0.8102,89.57,3.4141
2006-07-19,16909.0,139668.34,0.27,0.94,0.11,0.21,0.0,137297.72,1707.0,16622.0,14099.82,,,,,,,,0.0,,50.0,,,,,,,,0.02,,,,35.24,35.24,3136.0,25903.36,,0.04,35.24,8.54,0.8138,89.79,3.4914
2006-07-20,16913.0,138348.34,0.27,0.96,0.11,0.21,0.0,135967.96,1730.0,16622.0,14151.4,,,23.0,,,,,,,,,,,23.0,,,,0.02,,,,35.24,35.24,3179.0,26004.22,,0.04,35.24,8.66,0.8122,89.69,3.4453
2006-07-21,16910.0,136801.9,0.27,0.95,0.11,0.21,0.0,134471.98,1715.0,16622.0,13874.35,,,,,,,,0.0,,15.0,,,,,,,,0.02,,,,35.24,35.24,3151.0,25491.59,,0.04,35.24,8.58,0.8137,89.78,3.4751
2006-07-24,3065.0,24979.75,0.05,0.18,0.02,0.02,0.0,21369.3,2640.0,2622.0,21516.0,,,925.0,,,,,,,,,,,925.0,,,14000.0,0.02,0.19,,,35.24,35.24,4851.0,39535.65,,0.04,35.24,16.23,0.7281,83.77,0.4092
2006-07-25,3068.0,25311.0,0.05,0.18,0.02,0.02,0.0,21631.5,841.0,2622.0,6938.25,,,,,,,,0.01,,1799.0,,,,,,,,0.01,,,,11.18,11.18,6682.0,55126.5,,0.05,11.18,16.38,0.726,83.62,0.4078
2006-07-26,3072.0,25313.28,0.05,0.18,0.02,0.03,0.0,21605.28,1553.0,2622.0,12796.72,,,712.0,,,,,,,,,,,712.0,,,,0.01,,,,20.43,20.43,6050.0,49852.0,,0.05,20.43,16.33,0.7267,83.67,0.4041
2006-07-27,1957.0,15851.7,0.03,0.12,0.01,0.02,0.0,12239.1,1539.0,1511.0,12465.9,,,,,,,,0.0,,14.0,,,,,,,1111.0,0.01,0.01,,,20.43,20.43,5997.0,48575.7,,0.05,20.43,27.65,0.5999,72.35,0.2597
2006-07-28,1950.0,16438.5,0.03,0.12,0.01,0.02,0.0,12737.73,1515.0,1511.0,12771.45,,,,,,,,0.0,,24.0,,,,,,,,0.01,,,,20.43,20.43,5900.0,49737.0,,0.05,20.43,28.81,0.5898,71.19,0.263
2006-07-31,1955.0,16519.75,0.03,0.12,0.01,0.02,0.0,12767.95,1531.0,1511.0,12936.95,,,16.0,,,,,,,,,,,16.0,,,,0.01,,,,20.43,20.43,5964.0,50395.8,,0.05,20.43,28.05,0.5964,71.95,0.2608
2006-08-01,1956.0,16352.16,0.03,0.12,0.01,0.02,0.0,12631.96,1537.0,1511.0,12849.32,,,6.0,,,,,,,,,,,6.0,,,,0.01,,,,20.43,20.43,5986.0,50042.96,,0.05,20.43,27.78,0.5988,72.22,0.26
2006-08-02,1951.0,16876.15,0.03,0.12,0.01,0.02,0.0,13070.15,1518.0,1511.0,13130.7,,,,,,,,0.0,,19.0,,,,,,,,0.01,,,,20.43,20.43,5910.0,51121.5,,0.05,20.43,28.69,0.5908,71.31,0.2627
2006-08-03,1960.0,16248.4,0.03,0.14,0.01,0.02,0.0,12526.19,1550.0,1511.0,12849.5,,,33.0,,,,,,,,,,,33.0,,,,0.01,,,,20.43,20.43,6038.0,50055.02,,0.05,20.43,27.15,0.6044,72.85,0.2583
2006-08-04,1955.0,16226.5,0.03,0.14,0.01,0.02,0.0,12541.3,1531.0,1511.0,12707.3,,,,,,,,0.0,,19.0,,,,,,,,0.01,,,,20.55,20.55,5921.0,49144.3,,0.05,20.55,28.02,0.5966,71.98,0.2623
2006-08-07,1954.0,16374.52,0.03,0.13,0.01,0.02,0.0,12662.18,1528.0,1511.0,12804.64,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,20.43,20.43,5952.0,49877.76,,0.05,20.43,28.18,0.5952,71.82,0.2612
2006-08-08,1955.0,16402.45,0.03,0.13,0.01,0.02,0.0,12677.29,1532.0,1511.0,12853.48,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,20.43,20.43,5966.0,50054.74,,0.05,20.43,28.02,0.5966,71.98,0.2608
2006-08-09,1955.0,16441.55,0.03,0.14,0.01,0.02,0.0,12707.51,1531.0,1511.0,12875.71,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,20.43,20.43,5964.0,50157.24,,0.05,20.43,28.04,0.5964,71.96,0.2608
2006-08-10,1955.0,16226.5,0.03,0.14,0.01,0.02,0.0,12541.3,1532.0,1511.0,12715.6,,,1.0,,,,,,,,,,,1.0,,,,0.01,,,,21.45,21.45,5612.0,46579.6,,0.05,21.45,27.98,0.597,72.02,0.2736
2006-08-11,1954.0,16354.98,0.03,0.14,0.01,0.02,0.0,12647.07,1529.0,1511.0,12797.73,,,,,,,,0.0,,4.0,,,,,,,,0.01,,,,18.03,18.03,6951.0,58179.87,,0.06,18.03,28.17,0.5953,71.83,0.2304
2006-08-14,1950.0,16965.0,0.03,0.14,0.01,0.02,0.0,13145.7,1516.0,1511.0,13189.2,,,,,,,,0.0,,13.0,,,,,,,,0.01,,,,18.03,18.03,6892.0,59960.4,,0.06,18.03,28.78,0.5901,71.22,0.232
2006-08-15,1958.0,16662.58,0.03,0.14,0.01,0.02,0.0,12858.61,1542.0,1511.0,13122.42,,,26.0,,,,,,,,,,,26.0,,,,0.01,,,,18.03,18.03,7010.0,59655.1,,0.06,18.03,27.55,0.6008,72.45,0.229
2006-08-16,1953.0,16893.45,0.03,0.14,0.01,0.02,0.0,13070.15,1525.0,1511.0,13191.25,,,,,,,,0.0,,16.0,,,,,,,,0.01,,,,18.13,18.13,6886.0,59563.9,,0.06,18.13,28.33,0.594,71.67,0.2322
2006-08-17,1957.0,16634.5,0.03,0.13,0.01,0.02,0.0,12843.5,1539.0,1511.0,13081.5,,,14.0,,,,,,,,,,,14.0,,,,0.01,,,,18.02,18.02,7002.0,59517.0,,0.06,18.02,27.65,0.5999,72.35,0.2291
2006-08-18,1956.0,16528.2,0.03,0.14,0.01,0.02,0.0,12767.95,1535.0,1511.0,12970.75,,,,,,,,0.0,,5.0,,,,,,,,0.01,,,,18.03,18.03,6979.0,58972.55,,0.06,18.03,27.88,0.5979,72.12,0.2297
2006-08-21,1955.0,16519.75,0.03,0.14,0.01,0.02,0.0,12767.95,1532.0,1511.0,12945.4,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,18.02,18.02,6968.0,58879.6,,0.06,18.02,28.0,0.5968,72.0,0.23
2006-08-22,1957.0,16282.24,0.03,0.15,0.01,0.02,0.0,12571.52,1539.0,1511.0,12804.48,,,7.0,,,,,,,,,,,7.0,,,,0.01,,,,18.02,18.02,6998.0,58223.36,,0.06,18.02,27.68,0.5996,72.32,0.2292
2006-08-23,1956.0,16137.0,0.03,0.15,0.01,0.02,0.0,12465.75,1536.0,1511.0,12672.0,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,18.03,18.03,6984.0,57618.0,,0.06,18.03,27.83,0.5983,72.17,0.2296
2006-08-24,1957.0,15929.98,0.03,0.16,0.01,0.02,0.0,12299.54,1538.0,1511.0,12519.32,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,18.02,18.02,6994.0,56931.16,,0.06,18.02,27.72,0.5992,72.28,0.2294
2006-08-25,1953.0,16151.31,0.02,0.18,0.01,0.02,0.0,12495.97,1526.0,1511.0,12620.02,,,,,,,,0.0,,12.0,,,,,,,,0.01,,,,18.03,18.03,6937.0,57368.99,,0.06,18.03,28.31,0.5941,71.69,0.2308
2006-08-28,1944.0,17496.0,0.02,0.14,0.01,0.02,0.0,13599.0,1495.0,1511.0,13455.0,,,,,,,,0.0,,31.0,,,,,,,,0.01,,,,18.02,18.02,6800.0,61200.0,,0.06,18.02,29.73,0.5822,70.27,0.2344
2006-08-29,1957.0,17319.45,0.02,0.12,0.01,0.02,0.0,13372.35,1539.0,1511.0,13620.15,,,44.0,,,,,,,,,,,44.0,,,,0.01,,,,18.03,18.03,7000.0,61950.0,,0.06,18.03,27.66,0.5998,72.34,0.2292
2006-08-30,1947.0,18399.15,0.02,0.12,0.01,0.02,0.0,14278.95,1503.0,1511.0,14203.35,,,,,,,,0.0,,36.0,,,,,,,,0.01,,,,18.02,18.02,6838.0,64619.1,,0.06,18.02,29.34,0.5854,70.66,0.2334
2006-08-31,1958.0,18072.34,0.02,0.1,0.01,0.02,0.0,13946.53,1542.0,1511.0,14232.66,,,39.0,,,,,,,,,,,39.0,,,,0.01,,,,18.02,18.02,7013.0,64729.99,,0.07,18.02,27.53,0.601,72.47,0.2289
2006-09-01,1953.0,18260.55,0.02,0.1,0.01,0.02,0.0,14127.85,1527.0,1511.0,14277.45,,,,,,,,0.0,,15.0,,,,,,,,0.01,,,,18.02,18.02,6943.0,64917.05,,0.06,18.02,28.26,0.5946,71.74,0.2306
2006-09-04,1959.0,18355.83,0.02,0.1,0.01,0.02,0.0,14158.07,1546.0,1511.0,14486.02,,,19.0,,,,,,,,,,,19.0,,,,0.01,,,,18.03,18.03,7028.0,65852.36,,0.07,18.03,28.3,0.5942,71.7,0.2285
2006-09-05,1963.0,17313.66,0.02,0.1,0.01,0.02,0.0,13327.02,1558.0,1511.0,13741.56,,,12.0,,,,,,,,,,,12.0,,,,0.01,,,,18.03,18.03,7085.0,62489.7,,0.07,18.03,26.79,0.6078,73.21,0.2271
2006-09-06,1953.0,17459.82,0.02,0.09,0.01,0.02,0.0,13508.34,1526.0,1511.0,13642.44,,,,,,,,0.0,,32.0,,,,,,,,0.01,,,,18.02,18.02,6942.0,62061.48,,0.06,18.02,28.26,0.5945,71.74,0.2306
2006-09-07,1958.0,17112.92,0.02,0.09,0.01,0.02,0.0,13206.14,1542.0,1511.0,13477.08,,,16.0,,,,,,,,,,,16.0,,,,0.01,,,,18.03,18.03,7012.0,61284.88,,0.06,18.03,27.54,0.6009,72.46,0.2289
2006-09-08,1953.0,17381.7,0.02,0.09,0.01,0.02,0.0,13447.9,1524.0,1511.0,13563.6,,,,,,,,0.0,,18.0,,,,,,,,0.01,,,,18.03,18.03,6932.0,61694.8,,0.06,18.03,28.36,0.5936,71.64,0.231
2006-09-11,1958.0,17034.6,0.02,0.09,0.01,0.02,0.0,13145.7,1542.0,1511.0,13415.4,,,18.0,,,,,,,,,,,18.0,,,,0.01,,,,18.03,18.03,7012.0,61004.4,,0.06,18.03,27.54,0.6009,72.46,0.2289
2006-09-12,1954.0,17175.66,0.02,0.09,0.01,0.02,0.0,13281.69,1528.0,1511.0,13431.12,,,,,,,,0.0,,14.0,,,,,,,,0.01,,,,18.03,18.03,6948.0,61072.92,,0.06,18.03,28.2,0.595,71.8,0.2305
2006-09-13,1954.0,17390.6,0.02,0.09,0.01,0.02,0.0,13447.9,1527.0,1511.0,13590.3,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,18.03,18.03,6943.0,61792.7,,0.06,18.03,28.25,0.5946,71.75,0.2307
2006-09-14,1955.0,17536.35,0.02,0.08,0.01,0.02,0.0,13553.67,1532.0,1511.0,13742.04,,,6.0,,,,,,,,,,,6.0,,,,0.01,,,,18.03,18.03,6967.0,62493.99,,0.06,18.03,28.0,0.5968,72.0,0.23
2006-09-15,1959.0,17082.48,0.02,0.08,0.01,0.02,0.0,13175.92,1544.0,1511.0,13463.68,,,12.0,,,,,,,,,,,12.0,,,,0.01,,,,16.32,16.32,7920.0,69062.4,,0.07,16.32,27.43,0.6019,72.57,0.207
2006-09-18,1954.0,17195.2,0.02,0.09,0.01,0.02,0.0,13296.8,1528.0,1511.0,13446.4,,,,,,,,0.0,,16.0,,,,,,,,0.01,,,,16.32,16.32,7838.0,68974.4,,0.07,16.32,28.18,0.5952,71.82,0.2086
2006-09-19,1954.0,17390.6,0.02,0.09,0.01,0.02,0.0,13447.9,1527.0,1511.0,13590.3,,,,,,,,0.0,,1.0,,,,,,,,0.01,,,,16.32,16.32,7833.0,69713.7,,0.07,16.32,28.22,0.5948,71.78,0.2088
2006-09-20,1957.0,17143.32,0.03,0.09,0.01,0.02,0.0,13236.36,1539.0,1511.0,13481.64,,,12.0,,,,,,,,,,,12.0,,,,0.01,,,,16.32,16.32,7892.0,69133.92,,0.07,16.32,27.68,0.5996,72.32,0.2075
2006-09-21,1952.0,17489.92,0.02,0.09,0.01,0.02,0.0,13538.56,1523.0,1511.0,13646.08,,,,,,,,0.0,,17.0,,,,,,,,0.01,,,,16.32,16.32,7808.0,69959.68,,0.07,16.32,28.45,0.5929,71.55,0.2092
2006-09-22,1957.0,17299.88,0.03,0.08,0.01,0.02,0.0,13357.24,1538.0,1511.0,13595.92,,,15.0,,,,,,,,,,,15.0,,,,0.01,,,,16.32,16.32,7887.0,69721.08,,0.07,16.32,27.73,0.5992,72.27,0.2076
