,MERY FP Equity_DX_SI_QTY,MERY FP Equity_DX_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MERY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MERY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MERY FP Equity_DX_SI_MV,MERY FP Equity_DX_DSS,MERY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY,MERY FP Equity_DX_BROKER_SI_QTY,MERY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MERY FP Equity_DX_BROKER_SI_MV_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_x,MERY FP Equity_DX_BROKER_SI_MV_INC_x,MERY FP Equity_DX_SUPPLY_SI_MV_NEW,MERY FP Equity_DX_BROKER_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_NEW,MERY FP Equity_DX_SUPPLY_SI_MV_DEC,MERY FP Equity_DX_BROKER_SI_QTY_INC,MERY FP Equity_DX_SUPPLY_SI_QTY_DEC,MERY FP Equity_DX_BROKER_SI_MV_NEW_y,MERY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MERY FP Equity_DX_BROKER_SI_MV_INC_y,MERY FP Equity_DX_SUPPLY_SI_QTY_INC_y,MERY FP Equity_DX_BROKER_SI_MV_ADD,MERY FP Equity_DX_SUPPLY_SI_QTY_ADD,MERY FP Equity_DX_BROKER_SI_QTY_DEC,MERY FP Equity_DX_SUPPLY_SI_MV,MERY FP Equity_DX_BROKER_SI_MV_DEC,MERY FP Equity_DX_SUPPLY_SI_MV_RMV,MERY FP Equity_DX_BROKER_SI_MV_RMV,MERY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MERY FP Equity_DX_UTILIZATION_QUANTITY,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MERY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MERY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MERY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MERY FP Equity_DX_ACTIVE_UTILIZATION_MV,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MERY FP Equity_DX_BROKER_SI_CON_RATIO,MERY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MERY FP Equity_DX_DEMAND_SUPPLY_RATIO,MERY FP Equity_PX_LAST
2011-08-11,475000.0,4760760.73,1.06,5.3,0.52,12.28,0.0,2343116.14,339716.0,233782.0,3404855.98,,,,0.13,,,,0.13,5102.0,5417.0,,,0.13,,,5434.0,1857.0,8.7,0.04,,,6.78,6.78,4668195.0,46787704.08,,119.0,6.81,26.13,0.2015,27.44,0.0949,26.095
2011-08-12,350252.0,3581753.42,0.78,3.69,0.38,9.25,0.0,1140571.03,325368.0,111534.0,3327284.2,,,1036.0,,,,,0.27,,15384.0,,,,1036.0,,,122248.0,8.55,3.19,,,6.51,6.51,4675522.0,47812908.76,,122.33,6.53,26.5,0.2601,38.32,0.07,26.625
2011-08-15,232449.0,2397162.18,0.52,2.44,0.25,6.2,0.0,1160078.86,206065.0,112491.0,2125073.56,,,625.0,0.04,,,,3.2,1500.0,120728.0,,,0.04,625.0,,800.0,543.0,5.44,0.01,,,4.14,4.14,4767850.0,49169106.67,,125.75,4.15,21.0,0.3047,48.85,0.0467,26.85
2011-08-16,256044.0,2660157.29,0.57,2.67,0.28,6.93,0.0,1203202.64,192223.0,115810.0,1997091.97,,,8042.0,0.13,,,,0.97,4019.0,38454.0,,,0.13,8042.0,,16570.0,700.0,5.17,0.02,,,3.89,3.89,4753306.0,49384252.78,,127.94,3.89,30.08,0.2851,41.98,0.0518,27.05
2011-08-17,195039.0,2050320.26,0.44,2.05,0.21,5.49,0.0,610820.7,169355.0,58105.0,1780320.8,,,,,,,,0.6,,22868.0,,,,,,,57705.0,4.59,1.38,,,3.44,3.44,4760008.0,50038919.6,,128.96,3.43,18.65,0.2578,43.54,0.0396,27.37
2011-08-18,188353.0,1906244.51,0.42,2.02,0.2,5.18,0.0,520390.9,165969.0,51419.0,1679705.1,,,,,,,,0.09,,3386.0,,,,,,,6686.0,4.53,0.36,,,3.35,3.35,4786489.0,48442118.63,,130.45,3.35,19.51,0.3068,48.47,0.038,26.35
2011-08-19,187333.0,1912830.1,0.42,2.02,0.2,4.97,0.0,509940.31,172831.0,49941.0,1764752.28,,,11964.0,0.12,,,,0.14,5220.0,5102.0,,,0.12,11964.0,,,6698.0,4.56,0.19,,,3.48,3.48,4794633.0,48957302.31,,127.11,3.47,23.33,0.3374,51.09,0.0377,26.585
2011-08-22,197903.0,2093729.63,0.44,2.13,0.22,5.33,0.0,623570.73,174401.0,58941.0,1845088.46,,,3181.0,0.26,,,,0.04,9000.0,1611.0,,,0.26,3181.0,,,,4.67,,,,3.52,3.52,4782055.0,50592109.43,,128.28,3.52,22.6,0.3049,47.81,0.0399,27.545
2011-08-23,201069.0,2108303.89,0.45,2.23,0.22,5.54,0.0,618024.36,177567.0,58941.0,1861874.26,,,3166.0,,,,,,,,,,,3166.0,,,,4.87,,,,3.57,3.57,4798789.0,50317580.01,,131.58,3.57,22.3,0.3122,48.83,0.0404,27.3
2011-08-24,215916.0,2326179.03,0.48,2.41,0.23,5.96,0.0,762335.48,189525.0,70760.0,2041854.61,,,3009.0,0.33,,,,0.09,11819.0,2889.0,,,0.33,3009.0,,11838.0,,5.2,,,,3.85,3.85,4737929.0,51044253.64,,129.95,3.85,28.67,0.3106,45.77,0.0438,28.05
2011-08-25,218558.0,2314349.36,0.49,2.57,0.24,6.16,0.0,749459.6,188556.0,70776.0,1996652.87,,,5531.0,0.09,,,,0.18,2905.0,6500.0,,,0.09,5531.0,,,2889.0,5.28,0.06,,,3.83,3.83,4732038.0,50108388.25,,132.39,3.84,28.56,0.3162,46.54,0.0444,27.57
2011-08-26,214357.0,2264512.72,0.48,2.51,0.23,5.92,0.0,679025.27,187969.0,64276.0,1985744.3,,,2299.0,,,,,0.16,,2886.0,,,,2299.0,,,6500.0,5.14,0.19,,,3.82,3.82,4732625.0,49996452.14,,129.86,3.81,29.64,0.3511,49.65,0.0436,27.505
2011-08-29,213207.0,2307229.67,0.48,2.53,0.23,5.91,0.0,653513.25,190705.0,60390.0,2063723.21,,,2736.0,,,,,,,,,,,2736.0,,,3886.0,5.25,0.12,,,3.88,3.88,4721618.0,51095213.32,,129.95,3.88,26.48,0.3636,52.58,0.0434,28.175
2011-08-30,209261.0,2289041.81,0.47,2.48,0.23,5.96,0.0,617423.58,190705.0,56444.0,2086063.43,,,,,,,,,,,,,,,,,3946.0,5.4,0.09,,,3.88,3.88,4728948.0,51728509.82,,133.85,3.88,24.32,0.3715,54.26,0.0425,28.48
2011-08-31,214261.0,2377475.85,0.48,2.55,0.23,6.17,0.0,681792.89,195705.0,61444.0,2171575.37,,,5000.0,,,5000.0,,,,,,,,5000.0,0.15,,,5.6,,,,3.95,3.95,4754728.0,52759256.12,,135.8,3.96,23.33,0.3432,52.02,0.0433,28.89
2011-09-01,214261.0,2363897.32,0.48,2.71,0.23,6.26,0.0,677898.95,195705.0,61444.0,2159172.81,,,,,,,,,,,,,,,,,,5.68,,,,3.94,3.94,4773461.0,52664608.51,,138.3,3.95,23.43,0.3431,51.97,0.0431,28.725
2011-09-02,232957.0,2594772.02,0.52,2.97,0.25,6.76,0.0,658725.93,214401.0,59140.0,2388087.57,,,,,,,,0.08,,2304.0,,,,,,21000.0,2304.0,6.18,0.07,,,4.31,4.31,4758360.0,53000594.14,,137.16,4.31,18.81,0.2765,45.53,0.0468,29.0
2011-09-05,249129.0,2703137.77,0.56,3.14,0.27,7.25,0.0,817161.84,220401.0,75312.0,2391428.81,,,6000.0,0.52,,672.0,,,18000.0,,,,0.52,6000.0,0.02,,2500.0,6.39,0.08,,,4.45,4.45,4737843.0,51407272.41,,137.04,4.45,17.18,0.2399,41.17,0.0502,28.25
2011-09-06,559897.0,6042823.43,1.25,6.32,0.61,15.93,0.0,4166861.53,226124.0,386080.0,2440497.82,,,,8.82,,,,,311768.0,,,,8.82,,,5723.0,1000.0,6.41,0.04,,,4.53,4.53,4764223.0,51419025.95,,134.91,4.53,14.28,0.4475,64.43,0.1122,28.1
2011-09-07,771626.0,8387233.47,1.73,8.64,0.84,21.76,0.0,4374638.35,550810.0,402467.0,5987061.18,,,127542.0,0.41,,,,0.47,16988.0,15144.0,,,0.41,127542.0,,212288.0,601.0,15.46,0.02,,,10.96,10.96,4474188.0,48632445.45,,125.65,10.96,21.03,0.2939,46.58,0.1536,28.3
2011-09-08,773954.0,8382811.52,1.73,8.77,0.84,22.06,0.0,4384395.18,545810.0,404795.0,5911749.74,,,3000.0,,,3000.0,,0.12,,8000.0,,,,3000.0,0.08,,672.0,15.54,0.02,,,10.82,10.82,4500568.0,48746325.08,,127.84,10.84,20.7,0.2932,46.64,0.1534,28.2
2011-09-09,692525.0,7317310.61,1.55,7.83,0.75,19.6,0.0,3416727.86,520085.0,323366.0,5495286.79,,,27781.0,0.67,,858.0,,1.53,22058.0,53506.0,,,0.67,27781.0,0.02,,104345.0,14.71,2.98,,,10.28,10.28,4538043.0,47949561.64,,128.64,10.26,23.15,0.2433,38.1,0.1369,27.51
2011-09-12,692747.0,7061565.9,1.55,7.86,0.75,18.9,0.0,3296458.23,520287.0,323386.0,5303582.6,,,,,,20.0,,0.02,,549.0,,,,,0.0,751.0,,14.13,,,,10.28,10.28,4539000.0,46268619.88,,124.27,10.21,23.15,0.2435,38.18,0.1369,26.54
2011-09-13,684889.0,6873612.5,1.53,7.88,0.74,18.32,0.0,3166669.64,512449.0,315528.0,5142987.91,,,,,,,,0.22,,7838.0,,,,,,,7858.0,13.49,0.26,,,10.01,10.01,4605117.0,46217401.3,,121.65,9.98,23.5,0.2508,39.15,0.1338,26.13
2011-09-14,778194.0,7660584.87,1.74,8.5,0.85,20.34,0.0,3071689.83,506754.0,312035.0,4988514.46,,,,,,202.0,,2.87,,105695.0,,,,,0.01,100000.0,3695.0,13.11,0.29,,,9.88,9.88,4622863.0,45507719.6,,120.36,9.82,20.27,0.3019,47.91,0.1517,25.63
2011-09-15,746403.0,7379167.41,1.67,8.2,0.81,19.19,0.0,2770577.54,504763.0,280244.0,4990240.76,,,,,,3900.0,,0.12,,1991.0,,,,,0.1,,35691.0,12.86,1.07,,,9.77,9.77,4663129.0,46101113.64,,118.87,9.76,21.69,0.3221,49.44,0.1444,25.74
2011-09-16,747810.0,7740615.26,1.67,8.18,0.81,19.75,0.0,2718712.43,523763.0,262651.0,5421494.59,,,33232.0,,,,,0.82,,33232.0,,,,33232.0,,19000.0,17593.0,13.75,0.34,,,10.13,10.13,4647415.0,48105603.68,,120.93,10.21,22.03,0.3254,49.64,0.1446,26.95
2011-09-19,654383.0,6700660.24,1.46,7.07,0.71,17.88,0.0,2925563.37,403791.0,285709.0,4134683.05,,,8133.0,0.91,,,,3.23,23058.0,128397.0,,,0.91,8133.0,,292.0,,10.86,,,,7.9,7.9,4709102.0,48219609.24,,127.07,7.87,21.06,0.3523,52.79,0.128,26.66
2011-09-20,726718.0,7368774.87,1.63,8.26,0.79,19.46,0.0,2783851.56,482021.0,274547.0,4887596.33,,,76097.0,,,,,0.2,,5267.0,,,,76097.0,,7400.0,11162.0,12.76,0.46,,,9.41,9.41,4641474.0,47063616.12,,123.18,9.39,21.62,0.3604,53.35,0.1418,26.4
2011-09-21,2709956.0,27790665.38,6.06,31.37,2.95,72.54,1.0,10975286.23,1758969.0,1070235.0,18038270.32,,,586736.0,2.14,,730623.0,,0.74,79613.0,28532.0,,,2.14,586736.0,19.51,718744.0,14548.0,46.98,0.39,,,34.23,34.23,3379263.0,34654425.11,,89.94,34.31,20.45,0.4481,63.16,0.5274,26.7
2011-09-22,2806559.0,28457945.77,6.28,33.15,3.05,75.14,1.0,16231507.25,1907224.0,1600772.0,19338869.12,,,65271.0,14.43,,14566.0,,,550500.0,,,,14.43,65271.0,0.4,82984.0,34529.0,51.22,0.86,,,37.57,37.57,3169762.0,32140751.4,,85.34,37.51,23.21,0.2491,39.2,0.5528,26.4
2011-09-23,5312529.0,53867979.33,11.88,64.67,5.77,141.17,2.0,33903555.55,3025368.0,3343612.0,30676625.18,,,397030.0,45.84,,15000.0,,0.0,1727840.0,119.0,,,45.84,397030.0,0.4,721233.0,,80.22,,,,59.06,59.06,2097461.0,21267834.17,,55.33,59.18,19.25,0.2646,45.55,1.037,26.4
2011-09-26,5490339.0,55670934.51,12.28,66.33,5.97,145.51,2.0,36792788.34,3010368.0,3628552.0,30524526.77,,,5000.0,1.87,,215502.0,,0.55,69438.0,20000.0,,,1.87,5000.0,5.86,,,79.57,,,,77.35,58.65,881378.0,8936995.86,,23.23,77.4,18.4,0.245,43.71,1.0696,25.86
2011-09-27,5611660.0,58309330.41,12.55,67.26,6.1,146.95,2.0,38084451.03,3053307.0,3665228.0,31726135.71,,,20713.0,1.58,,,,1.4,57000.0,50706.0,,,1.58,20713.0,,72932.0,20324.0,79.63,0.56,,,77.26,59.53,898644.0,9337581.02,,23.04,77.56,18.41,0.2385,42.91,1.0941,26.5
2011-09-28,5192032.0,54254454.86,11.61,62.37,5.64,139.12,2.0,39223095.81,2547943.0,3753564.0,26624885.69,,,5136.0,4.14,,,,13.76,121336.0,510500.0,,,4.14,5136.0,,,33000.0,67.81,0.71,,,64.56,49.43,1398562.0,14614358.87,,37.2,64.57,18.35,0.233,42.0,1.0073,26.65
2011-09-29,4876335.0,50592274.4,10.9,32.27,5.3,130.5,2.0,32218227.64,2515443.0,3105353.0,26097875.25,,,,,,,,1.13,,42500.0,,,,,,10000.0,648211.0,66.97,17.45,,,64.48,48.65,1385732.0,14377054.4,,36.94,64.45,19.19,0.2311,41.61,0.9431,26.46
2011-09-30,2312309.0,24198880.43,5.17,10.51,2.51,62.72,1.0,16812468.58,1455265.0,1606505.0,15229704.91,,,10675.0,0.21,,4290.0,,28.59,6000.0,1073002.0,,,0.21,10675.0,0.11,2149.0,1509138.0,38.81,40.16,,,28.09,28.09,3724555.0,38978380.96,,99.64,28.03,16.89,0.2188,40.02,0.4464,26.69
2011-10-03,2103631.0,21775810.04,4.7,9.49,2.29,57.45,1.0,15301618.41,1382699.0,1478198.0,14313057.17,,,,0.23,,,,2.6,6257.0,98158.0,,,0.23,,,25592.0,134564.0,37.02,3.62,,,26.78,26.78,3779978.0,39128574.77,,101.62,26.7,17.99,0.2442,42.58,0.4075,26.4
2011-10-04,2030004.0,20643530.64,4.54,9.06,2.21,54.64,1.0,14844896.34,1327081.0,1459789.0,13495361.24,,,12208.0,0.03,,,,1.81,2824.0,67826.0,,,0.03,12208.0,,,21233.0,34.9,0.57,,,25.58,25.58,3860744.0,39260704.45,,101.48,25.59,17.92,0.2502,43.22,0.3913,25.935
2011-10-05,1975518.0,20530977.64,4.42,8.68,2.15,53.02,1.0,14991041.81,1281914.0,1442458.0,13322555.23,,,50657.0,,,,,2.55,,95824.0,,,,50657.0,,,17331.0,33.35,0.51,,,24.65,24.65,3918685.0,40725740.85,,101.8,24.67,18.63,0.2709,45.23,0.3799,26.505
2011-10-06,1746290.0,18994315.79,3.91,7.55,1.9,47.81,1.0,13291148.18,1207546.0,1221955.0,13134422.15,,,80000.0,0.24,,8811.0,,4.29,6500.0,163570.0,,,0.24,80000.0,0.23,9202.0,235814.0,32.07,5.82,,,23.03,23.03,4035255.0,43891282.52,,106.74,23.1,21.31,0.2046,34.36,0.3331,27.74
2011-10-07,1494697.0,16287054.14,1.62,6.47,1.62,41.17,1.0,10819672.94,1217077.0,992944.0,13261951.41,,,219952.0,0.37,,1069.0,,5.52,29160.0,211349.0,,,0.37,219952.0,0.03,928.0,259240.0,33.81,7.06,,,23.05,23.05,4063689.0,44280227.19,,112.84,23.05,25.66,0.2228,33.67,0.283,27.79
2011-10-10,779208.0,8394443.96,0.85,3.36,0.85,21.52,0.0,4238708.98,578454.0,393455.0,6231711.8,,,,1.6,,,,17.74,52203.0,638623.0,,,1.6,,,,639692.0,15.87,17.53,,0.33,11.02,11.02,4671677.0,50328193.2,,129.06,10.95,19.97,0.2484,42.38,0.1484,27.475
2011-10-11,772638.0,8250956.05,0.84,3.27,0.84,21.35,0.0,4047874.16,532416.0,379052.0,5685639.35,0.33,,1490.0,0.37,,9421.0,12000.0,1.35,13876.0,49269.0,0.33,,0.37,1490.0,0.26,1741.0,49700.0,14.59,1.36,,,10.05,10.05,4766742.0,50903759.25,,130.83,10.03,19.96,0.2497,42.89,0.1458,27.235
2011-10-12,778496.0,8313513.29,0.85,3.24,0.85,21.25,0.0,4096933.21,544806.0,383646.0,5817951.44,,,12281.0,0.32,,,,0.1,16509.0,3393.0,,,0.32,12281.0,,3502.0,11915.0,14.75,0.33,,,10.28,10.28,4756731.0,50796852.37,,129.0,10.26,20.02,0.2488,42.75,0.1468,27.235
2011-10-13,759955.0,8046979.38,0.83,3.14,0.83,20.85,0.0,4065161.75,525998.0,383913.0,5569665.39,,,,0.0,,,,0.51,267.0,18808.0,,,0.0,,,,,14.28,,,,9.9,9.9,4789675.0,50716708.19,,130.34,9.88,20.3,0.2628,44.18,0.143,27.005
2011-10-14,751884.0,8116296.14,0.82,3.1,0.82,20.48,0.0,4130817.4,519166.0,382674.0,5604195.6,,,,,,,,0.18,,6832.0,,,,,,,1239.0,14.03,0.03,,,9.81,9.81,4774006.0,51533543.04,,128.77,9.83,21.01,0.2638,44.08,0.142,27.53
2011-10-17,762979.0,8227087.36,0.83,3.1,0.83,21.3,0.0,3929798.54,535986.0,364449.0,5779456.11,,,34350.0,,,,,0.43,,17530.0,,,,34350.0,,,18225.0,14.81,0.49,,,10.32,10.32,4658886.0,50236064.32,,128.72,10.32,21.18,0.2832,46.17,0.1469,27.5
2011-10-18,754019.0,8007776.8,0.82,3.14,0.82,20.84,0.0,3735427.55,540399.0,351731.0,5739105.48,,,4413.0,,,,,,,,,,,4413.0,,,12718.0,14.77,0.34,,,10.26,10.26,4724107.0,50170611.67,,129.7,10.23,21.51,0.2935,47.06,0.1432,27.085
2011-10-19,754391.0,7942214.62,0.82,3.16,0.82,20.57,0.0,3689046.89,541770.0,350404.0,5703744.63,,,1699.0,,,,,0.01,,328.0,,,,1699.0,,,1327.0,14.61,0.04,,,10.28,10.28,4728390.0,49780403.27,,127.62,10.27,21.61,0.293,46.93,0.1431,26.85
2011-10-20,756415.0,7825607.49,0.82,3.16,0.82,20.41,0.0,3637624.88,558390.0,351609.0,5776909.46,,,5130.0,0.12,,,,0.01,4211.0,367.0,,,0.12,5130.0,,11857.0,3006.0,14.91,0.08,,,10.55,10.55,4732397.0,48959739.59,,126.78,10.52,21.4,0.2918,46.87,0.143,26.385
2011-10-21,753779.0,7912126.74,0.82,3.13,0.82,20.03,0.0,3663034.66,563040.0,348973.0,5910013.2,,,4650.0,0.11,,,,,4650.0,,,,0.11,4650.0,,,7286.0,14.82,0.2,,,10.6,10.6,4748852.0,49846863.47,,124.96,10.61,22.11,0.2923,46.57,0.1419,26.77
2011-10-24,746674.0,7691161.52,0.81,3.11,0.81,20.06,0.0,3527664.23,561780.0,342473.0,5786649.49,,,,,,,,0.01,,1545.0,,,,,,285.0,6500.0,14.93,0.01,,,10.57,10.57,4751656.0,48944725.26,,126.69,10.54,21.73,0.2913,46.56,0.1405,26.27
2011-10-25,596372.0,6225979.58,0.65,2.46,0.65,15.8,0.0,2480142.08,403884.0,237567.0,4216451.37,,,1669.0,,,4420.0,,5.35,,199746.0,,,,1669.0,0.12,40181.0,109326.0,10.68,3.14,,,7.57,7.57,4934324.0,51513150.25,,129.82,7.6,28.93,0.2449,37.64,0.1117,26.625
2011-10-26,518120.0,5383653.01,0.56,2.18,0.56,13.79,0.0,2259124.7,329999.0,217417.0,3428935.6,,,,0.15,,,,1.94,5633.0,73885.0,,,0.15,,,,25783.0,8.76,0.65,,,6.18,6.18,5013739.0,52096485.52,,133.39,6.16,30.12,0.2281,34.17,0.097,26.5
2011-10-27,538248.0,5685659.49,0.59,2.29,0.59,14.23,0.0,1649232.94,419308.0,156129.0,4429264.04,,,81416.0,,,,,0.15,,4990.0,,,,81416.0,,12883.0,61288.0,11.12,1.72,,,7.86,7.86,4917005.0,51939656.32,,129.23,7.92,21.1,0.1793,30.0,0.1009,26.94
2011-10-28,593268.0,6331984.96,0.64,2.37,0.64,16.06,0.0,1840249.01,463269.0,172420.0,4944497.84,,,43961.0,0.45,,,,,16291.0,,,,0.45,43961.0,,,,12.55,,,,8.68,8.68,4871109.0,51989638.66,,131.46,8.71,20.71,0.1696,28.63,0.1112,27.22
2011-10-31,564210.0,5961009.27,0.61,2.29,0.61,15.47,0.0,1923833.57,427954.0,182091.0,4521433.09,,,23842.0,0.3,,,,1.6,9671.0,59869.0,,,0.3,23842.0,,712.0,,11.68,,,,8.02,8.02,4908464.0,51859058.55,,134.64,7.98,20.64,0.1637,27.46,0.1057,26.945
2011-11-01,591085.0,6060695.46,0.64,2.4,0.64,15.91,0.0,2113586.6,419383.0,206133.0,4300147.43,,,3286.0,0.09,,37000.0,,0.33,2142.0,11857.0,,,0.09,3286.0,1.0,,15100.0,11.18,0.43,,,7.43,7.43,5222292.0,53546818.83,,141.06,7.34,19.6,0.1502,25.8,0.1048,26.15
2011-11-02,667675.0,6821140.94,0.73,2.72,0.73,17.48,0.0,2620388.78,449626.0,256492.0,4593495.81,,,31791.0,1.02,,12000.0,,0.05,39907.0,1548.0,,,1.02,31791.0,0.31,,1548.0,11.72,0.07,,,7.8,7.8,5315714.0,54306712.65,,138.68,7.79,17.76,0.1337,24.35,0.1158,26.055
2011-11-03,594198.0,6127562.71,0.65,2.42,0.65,15.55,0.0,2642770.39,370972.0,256273.0,3825583.72,,,13331.0,0.0,,5071.0,,2.4,106.0,91985.0,,,0.0,13331.0,0.13,,5396.0,9.7,0.14,,,6.43,6.43,5397595.0,55661752.21,,140.75,6.45,20.36,0.1539,28.15,0.103,26.3
2011-11-04,485017.0,5022572.25,0.53,1.98,0.53,12.79,0.0,1458835.23,373317.0,140876.0,3865867.8,,,6514.0,,,,,0.1,,4169.0,,,,6514.0,,,115397.0,9.84,3.01,,,7.83,7.83,4394530.0,45507362.45,,115.66,7.84,15.78,0.1854,35.86,0.1017,26.41
2011-11-07,497723.0,5175616.16,0.54,2.04,0.54,13.19,0.0,1464911.41,381165.0,140876.0,3963577.6,,,13699.0,,,,,0.21,,8007.0,,,,13699.0,,2156.0,,10.09,,,,6.63,6.63,5369401.0,55834186.05,,141.86,6.64,18.39,0.1844,34.72,0.0866,26.52
2011-11-08,492900.0,5144790.56,0.54,2.02,0.54,13.08,0.0,1420093.71,369867.0,136053.0,3860596.98,,,,0.08,,443.0,,0.3,3000.0,11298.0,,,0.08,,0.01,,8266.0,9.81,0.23,,,6.42,6.42,5388828.0,56247497.29,,142.62,6.44,18.61,0.1874,35.2,0.0856,26.62
2011-11-09,460626.0,4767283.12,0.5,1.9,0.5,12.27,0.0,1278824.48,350083.0,123563.0,3623210.1,,,,,,,,0.52,,19784.0,,,,,,,12490.0,9.32,0.32,,,6.07,6.07,5414953.0,56042459.68,,145.16,6.03,15.03,0.1984,37.96,0.0799,26.395
2011-11-10,465426.0,4708376.43,0.51,2.7,0.51,12.15,0.0,1117868.39,365102.0,110502.0,3693471.47,,,27148.0,,,1331.0,,0.33,,12129.0,,,,27148.0,0.03,,14392.0,9.51,0.38,,,7.65,7.65,4410018.0,44612945.56,,115.84,7.58,22.09,0.216,37.34,0.0975,25.8
2011-11-11,457871.0,4653491.93,0.5,4.43,0.5,11.85,0.0,1046243.2,365106.0,102943.0,3710691.06,,,4.0,,,,,,,,,,,4.0,,,7559.0,9.44,0.21,,,7.65,7.65,4407467.0,44794520.98,,113.58,7.67,22.37,0.2258,38.45,0.0959,25.92
2011-11-14,446663.0,4388086.86,0.49,4.43,0.49,11.39,0.0,1021152.22,352898.0,103943.0,3466924.9,,,173.0,0.03,,,,0.31,1000.0,12381.0,,,0.03,173.0,,,,8.98,,,,7.43,7.43,4395419.0,43181280.67,,113.39,7.34,22.61,0.2227,37.88,0.0941,25.055
2011-11-15,457245.0,4466049.4,0.5,4.61,0.5,11.5,0.0,2390986.37,363628.0,244795.0,3551664.02,,,10730.0,0.06,,141000.0,,,2300.0,,,,0.06,10730.0,3.53,,2448.0,9.09,0.06,,,7.62,7.62,4409466.0,43068580.3,,110.58,7.59,23.54,0.2241,37.57,0.0958,24.91
2011-11-16,410675.0,4025678.65,0.45,4.29,0.45,10.27,0.0,1943118.41,363625.0,198225.0,3564466.79,,,2230.0,,,,,0.06,,2233.0,,,,2230.0,,,46570.0,9.09,1.2,,,7.66,7.66,4385898.0,42993159.93,,109.48,7.66,27.0,0.2705,42.94,0.0865,25.0
2011-11-17,420377.0,3988918.31,0.46,4.46,0.46,10.47,0.0,1842461.1,374852.0,194170.0,3556935.82,,,11524.0,,,,,0.01,,297.0,,,,11524.0,,,4055.0,9.21,0.1,,,7.85,7.85,4401879.0,41769021.04,,109.52,7.76,30.33,0.2807,42.07,0.088,24.2
2011-11-18,416744.0,3941372.57,0.45,4.43,0.45,10.15,0.0,1802011.08,372893.0,190537.0,3526650.03,,,,,,,,0.05,,1959.0,,,,,,,3633.0,9.07,0.1,,,7.97,7.97,4307807.0,40741252.04,,104.8,7.97,31.17,0.2849,41.93,0.089,24.12
2011-11-21,417515.0,3842253.39,0.45,4.44,0.45,10.03,0.0,1735421.39,371990.0,188578.0,3423301.77,,,2135.0,,,,,0.09,,3633.0,,,,2135.0,,595.0,1959.0,8.84,0.05,,,7.8,7.8,4399021.0,40482745.21,,105.57,7.73,31.23,0.2892,42.43,0.0875,23.47
2011-11-22,424244.0,3852610.41,0.46,4.68,0.46,9.94,0.0,1738307.87,376472.0,191420.0,3418787.18,,,599.0,0.09,,,,0.01,3842.0,599.0,,,0.09,599.0,,4482.0,1000.0,8.77,0.03,,,7.94,7.94,4363519.0,39625636.99,,102.07,7.91,30.6,0.2771,41.46,0.0895,23.16
2011-11-23,419919.0,3772171.63,0.46,4.84,0.46,9.74,0.0,1715052.21,372647.0,190920.0,3347522.84,,,640.0,,,,,0.1,,4465.0,,,,640.0,,,500.0,8.65,0.01,,,7.78,7.78,4417746.0,39685025.33,,102.39,7.79,29.84,0.2767,41.91,0.0877,22.91
2011-11-24,402013.0,3657033.28,0.44,4.7,0.44,9.23,0.0,1727664.93,355741.0,189920.0,3236105.99,,,3094.0,,,445.0,,0.46,,20000.0,,,,3094.0,0.01,,1000.0,8.2,0.03,,,7.48,7.48,4402445.0,40048177.23,,101.12,7.5,32.44,0.3089,44.06,0.0845,23.2
2011-11-25,381405.0,3439656.3,0.41,4.49,0.41,8.86,0.0,1789265.19,331133.0,198402.0,2986284.16,,,,0.2,,,,0.56,8482.0,24608.0,,,0.2,,,,,7.66,,,,6.98,6.98,4412324.0,39792026.92,,102.29,6.96,34.16,0.3397,46.52,0.0804,23.0
2011-11-28,377256.0,3577528.3,0.41,4.74,0.41,8.74,0.0,1881451.24,326984.0,198402.0,3100797.64,,,,,,,,0.1,,4149.0,,,,,,,445.0,7.7,0.01,,,6.92,6.92,4397548.0,41702060.17,,102.14,7.01,33.52,0.3398,46.97,0.0799,24.185
2011-11-29,376456.0,3519016.51,0.41,4.83,0.41,9.09,0.0,1847134.06,326984.0,197602.0,3056564.63,,,,,,,,,,,,,,,,,800.0,7.85,0.02,,,6.93,6.93,4394165.0,41075555.16,,106.0,6.9,33.67,0.3437,47.29,0.0797,23.84
