,OPM FP Equity_DX_SI_QTY,OPM FP Equity_DX_SHORT_INTEREST_VALUE,OPM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OPM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OPM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OPM FP Equity_DX_SI_MV,OPM FP Equity_DX_DSS,OPM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OPM FP Equity_DX_SUPPLY_SI_QTY,OPM FP Equity_DX_BROKER_SI_QTY,OPM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OPM FP Equity_DX_BROKER_SI_MV_NEW_x,OPM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,OPM FP Equity_DX_SUPPLY_SI_QTY_INC_x,OPM FP Equity_DX_BROKER_SI_MV_INC_x,OPM FP Equity_DX_SUPPLY_SI_MV_NEW,OPM FP Equity_DX_BROKER_SI_QTY_ADD,OPM FP Equity_DX_BROKER_SI_QTY_NEW,OPM FP Equity_DX_SUPPLY_SI_MV_DEC,OPM FP Equity_DX_BROKER_SI_QTY_INC,OPM FP Equity_DX_SUPPLY_SI_QTY_DEC,OPM FP Equity_DX_BROKER_SI_MV_NEW_y,OPM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,OPM FP Equity_DX_BROKER_SI_MV_INC_y,OPM FP Equity_DX_SUPPLY_SI_QTY_INC_y,OPM FP Equity_DX_BROKER_SI_MV_ADD,OPM FP Equity_DX_SUPPLY_SI_QTY_ADD,OPM FP Equity_DX_BROKER_SI_QTY_DEC,OPM FP Equity_DX_SUPPLY_SI_MV,OPM FP Equity_DX_BROKER_SI_MV_DEC,OPM FP Equity_DX_SUPPLY_SI_MV_RMV,OPM FP Equity_DX_BROKER_SI_MV_RMV,OPM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OPM FP Equity_DX_UTILIZATION_QUANTITY,OPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OPM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OPM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,OPM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OPM FP Equity_DX_ACTIVE_UTILIZATION_MV,OPM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OPM FP Equity_DX_BROKER_SI_CON_RATIO,OPM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OPM FP Equity_DX_DEMAND_SUPPLY_RATIO,OPM FP Equity_PX_LAST
2015-07-10,556674.0,12558911.59,0.92,2.34,0.36,12.82,0.0,11272053.72,527274.0,499634.0,11895629.31,,,81467.0,2.11,,,,,86467.0,,,,2.11,81467.0,,79640.0,1684.0,12.07,0.0,,,6.26,6.26,7890787.0,178021061.32,,182.14,6.21,15.54,0.3964,59.81,0.0661,23.205
2015-07-13,665494.0,15004253.24,1.1,2.74,0.43,15.66,0.0,13718227.22,625394.0,608454.0,14100157.11,,,98120.0,3.19,,,,,124120.0,,,,3.19,98120.0,,,15300.0,14.65,0.36,,,7.44,7.44,7778470.0,175373682.9,,181.12,7.48,11.95,0.3853,59.15,0.0792,23.19
2015-07-14,702757.0,15830721.43,1.16,2.93,0.46,16.41,0.0,15623769.61,642857.0,693570.0,14481378.46,,,50316.0,1.97,,,,1.11,90116.0,47853.0,,,1.97,50316.0,,15000.0,5000.0,14.9,0.11,,,7.76,7.76,7640553.0,172115633.27,,177.15,7.76,12.79,0.4333,62.84,0.0848,23.17
2015-07-15,656430.0,14618008.49,1.09,2.75,0.43,15.35,0.0,14533675.96,593430.0,652643.0,13215064.48,,,,0.11,,,,1.14,3373.0,49427.0,,,0.11,,,,44300.0,13.81,1.04,,,7.2,7.2,7645719.0,170262153.2,,176.83,7.25,13.21,0.4833,67.36,0.0797,22.905
2015-07-16,656552.0,15156914.31,1.09,2.71,0.43,15.28,0.0,15069489.04,589252.0,652765.0,13603251.64,,,,0.0,,,,0.1,122.0,4178.0,,,0.0,,,,,13.58,,,,7.17,7.17,7627322.0,176081507.55,,176.65,7.14,13.11,0.4803,67.12,0.0799,23.745
2015-07-17,624483.0,14698902.27,1.03,2.58,0.41,14.97,0.0,14609764.95,554223.0,620696.0,13045142.48,,,,,,,,0.74,,35029.0,,,,,,,32069.0,13.2,0.67,,,6.67,6.67,7757560.0,182595228.86,,185.4,6.65,13.55,0.527,70.82,0.0751,24.21
2015-07-20,651117.0,15325805.75,1.08,2.67,0.42,15.84,0.0,15236668.42,585886.0,647330.0,13790417.12,,,31663.0,0.93,,,,,31663.0,,,,0.93,31663.0,,,5029.0,14.21,0.08,,,6.98,6.98,7805436.0,183722120.46,,189.1,6.99,12.29,0.5404,71.95,0.0776,24.21
2015-07-21,759493.0,17935801.26,1.26,3.1,0.49,18.33,0.0,17326828.55,698053.0,733706.0,16484865.4,,,112167.0,2.33,,,,,101167.0,,,,2.33,112167.0,,,14791.0,16.75,0.37,,,8.26,8.26,7749991.0,183019854.46,,187.44,8.2,12.63,0.4963,68.29,0.0899,24.29
2015-07-22,832493.0,19514044.61,1.38,3.4,0.54,20.2,0.0,19425275.47,760053.0,828706.0,17816015.45,,,,2.29,,,,0.55,95000.0,22000.0,,,2.29,,,84000.0,,18.46,,,,8.93,8.93,7749125.0,181643294.24,,187.85,8.95,12.85,0.4305,62.58,0.0978,24.11
2015-07-23,867924.0,21880321.91,1.44,3.57,0.57,21.07,0.0,21784851.82,825053.0,864137.0,20799546.08,,,29412.0,0.91,,,,,35431.0,,,,0.91,29412.0,,35588.0,,19.96,,,,9.67,9.67,7711428.0,194404725.56,,188.94,9.56,15.78,0.4159,60.89,0.1017,25.93
2015-07-24,939756.0,24102350.13,1.56,3.6,0.61,24.5,0.0,23522230.34,726885.0,917137.0,18642750.65,,,22999.0,2.51,,,,3.06,53000.0,165377.0,,,2.51,22999.0,,44210.0,,18.92,,,,8.57,8.57,7756561.0,198936052.6,,202.15,8.56,17.37,0.3992,59.23,0.1108,26.38
2015-07-27,1058108.0,26273648.39,1.75,3.8,0.69,27.67,0.0,23446092.82,835237.0,944235.0,20739587.32,,,21553.0,0.73,,,,,27098.0,,,,0.73,21553.0,,86799.0,,21.79,,,,10.04,10.04,7483351.0,185817452.41,,195.29,10.04,16.19,0.3341,53.23,0.1272,25.54
2015-07-28,1077570.0,26337846.24,1.78,3.81,0.7,27.57,0.0,23103328.87,851800.0,945235.0,20819600.98,,,,0.18,,,,0.19,10000.0,5118.0,,,0.18,,,21681.0,9000.0,21.75,0.57,,,9.81,9.81,7833763.0,191471965.07,,199.5,9.83,16.9,0.3237,51.83,0.1241,25.14
2015-07-29,1177081.0,29227840.94,1.95,4.2,0.77,29.86,0.0,23381085.84,988929.0,941617.0,24555879.76,,,11763.0,1.52,,,,0.5,55000.0,16000.0,,,1.52,11763.0,,141366.0,58618.0,25.04,1.79,,,11.21,11.21,7835839.0,194570004.86,,197.92,11.23,20.7,0.2823,44.06,0.1334,25.54
2015-07-30,1149650.0,28490821.5,1.9,4.18,0.75,29.49,0.0,22655512.67,944077.0,914186.0,23396276.51,,,,,,,,0.91,,44852.0,,,,,,,27431.0,24.19,0.45,,,10.61,10.61,7953418.0,197102955.3,,203.5,10.63,20.88,0.2773,43.16,0.1292,25.49
2015-07-31,1099468.0,27396853.83,1.82,4.05,0.72,28.05,0.0,21579107.74,900086.0,865995.0,22428596.9,,,,,,,,1.13,,43991.0,,,,,,,48191.0,22.92,1.22,,,10.11,10.11,7999639.0,199337261.62,,203.92,10.1,20.9,0.2926,44.81,0.1235,25.63
2015-08-03,1077082.0,27299789.1,1.78,4.05,0.7,27.89,0.0,21949564.53,877700.0,865995.0,22246240.2,,,10766.0,,,,,0.8,,33152.0,,,,10766.0,,,,22.64,,,,9.89,9.89,7992456.0,202577299.76,,206.15,9.9,21.42,0.2974,45.85,0.1214,26.07
2015-08-04,1133582.0,28737352.22,1.88,4.26,0.74,29.74,0.0,22156581.66,934200.0,873995.0,23682834.1,,,8000.0,,,8000.0,,,,,,,,8000.0,0.21,48500.0,,24.48,,,,10.53,10.53,7939267.0,201267761.98,,207.47,10.55,20.24,0.2711,43.66,0.1278,26.075
2015-08-05,1134082.0,29169011.79,1.88,4.28,0.74,29.75,0.0,22492337.38,949978.0,874495.0,24433788.28,,,,0.04,,,,0.41,500.0,15464.0,,,0.04,,,31242.0,,24.89,,,,10.64,10.64,7974522.0,205107678.48,,208.28,10.68,20.38,0.2705,43.52,0.1271,26.455
2015-08-06,1161579.0,29735079.48,1.92,4.34,0.76,30.64,0.0,22389696.02,972431.0,874637.0,24893109.36,,,9393.0,0.03,,,,0.12,142.0,4902.0,,,0.03,9393.0,,,,25.64,,,,10.91,10.91,7944632.0,203373394.29,,209.64,10.9,19.84,0.2669,42.6,0.1303,26.33
2015-08-07,1147691.0,29295876.17,1.9,4.36,0.75,30.14,0.0,22022237.88,967780.0,862740.0,24703481.2,,,10156.0,0.1,,,,0.4,4312.0,14807.0,,,0.1,10156.0,,,16209.0,25.39,0.44,,,10.82,10.82,7976621.0,203610641.8,,209.59,10.8,19.95,0.2731,43.11,0.1283,26.255
2015-08-10,1107004.0,28214252.25,1.83,4.23,0.72,29.0,0.0,20951695.48,922780.0,822053.0,23518928.29,,,,0.11,,,,1.2,4313.0,45000.0,,,0.11,,,,45000.0,24.15,1.22,,,10.3,10.3,8035120.0,204791403.25,,210.46,10.29,20.66,0.2591,40.61,0.1236,26.215
2015-08-11,1138955.0,28076286.99,1.89,4.48,0.74,29.54,0.0,20510870.77,913631.0,832053.0,22521843.41,,,21951.0,,,10000.0,,0.82,,31100.0,,,,21951.0,0.26,,,23.73,,,,10.21,10.21,8035626.0,198085562.41,,208.8,10.2,22.01,0.2542,39.77,0.1273,25.355
2015-08-12,1132590.0,26476891.57,1.88,4.46,0.74,28.19,0.0,19345063.02,903804.0,827515.0,21128493.55,,,10063.0,,,,,0.82,,19890.0,,,,10063.0,,,4538.0,22.51,0.12,,,11.41,11.41,7019271.0,164091575.21,,175.16,11.39,21.7,0.256,40.19,0.1429,24.045
2015-08-13,1158224.0,28055818.55,1.92,4.52,0.75,28.2,0.0,20141901.7,929438.0,831515.0,22513903.94,,,25634.0,0.08,,,,,4000.0,,,,0.08,25634.0,,,,22.54,,,,11.87,11.87,6903537.0,167225322.06,,167.73,11.85,22.97,0.2499,38.44,0.1479,24.915
2015-08-14,1174617.0,28704148.24,1.95,4.53,0.76,29.41,0.0,20564125.42,935831.0,841515.0,22868928.13,,,,0.27,,,,,10000.0,,,,0.27,,,6393.0,,23.39,,,,13.55,13.55,5969002.0,145864667.6,,149.16,13.56,23.23,0.247,38.13,0.1701,25.135
2015-08-17,1224667.0,30183213.23,2.03,4.72,0.8,30.94,0.0,21479408.75,955881.0,871515.0,23558698.03,,,20050.0,0.77,,,,,30000.0,,,,0.77,20050.0,,,,24.12,,,,13.29,13.29,6235075.0,153670016.61,,157.26,13.3,23.92,0.2368,36.66,0.1703,25.35
2015-08-18,1230944.0,29751503.16,2.04,4.73,0.8,31.14,0.0,21064224.91,962158.0,871515.0,23255035.79,,,6277.0,,,,,,,,,,,6277.0,,,,24.37,,,,13.39,13.39,6224463.0,150443180.67,,157.14,13.43,24.36,0.2377,36.75,0.1713,24.86
2015-08-19,1260944.0,29851369.33,2.09,4.85,0.82,31.08,0.0,21342309.59,962158.0,901515.0,22777961.44,,,,0.72,,,,,30000.0,,,,0.72,,,,,23.66,,,,13.4,13.4,6219409.0,147237208.85,,153.29,13.37,23.76,0.228,35.82,0.1756,24.35
2015-08-20,1192363.0,27590205.85,1.97,4.77,0.78,28.74,0.0,19042020.96,912870.0,822937.0,21122989.57,,,1299.0,0.04,,,,1.52,2188.0,59285.0,,,0.04,1299.0,,8698.0,80766.0,21.95,2.06,,,12.74,12.74,6253278.0,144695220.57,,150.42,12.73,25.96,0.2388,37.73,0.1664,23.8
2015-08-21,1200673.0,27082092.82,1.99,4.8,0.78,28.27,0.0,18832639.14,915180.0,834937.0,20642581.04,,,6000.0,0.15,,,,0.09,12000.0,3690.0,,,0.15,6000.0,,,,21.61,,,,12.76,12.76,6254482.0,141074599.03,,147.44,12.79,25.61,0.2362,37.49,0.1675,23.2
2015-08-24,1219854.0,26672689.1,2.02,5.02,0.79,27.82,0.0,18714705.16,917396.0,855902.0,20059300.77,,,,0.01,,,,0.05,20965.0,2109.0,,,0.01,,,4325.0,,20.84,,,,12.77,12.77,6266111.0,137011503.46,,142.83,12.73,24.91,0.2335,37.5,0.1698,22.49
2015-08-25,1239161.0,28161050.33,2.05,4.99,0.81,28.24,0.0,19889913.17,926396.0,875209.0,21053183.87,,,1275.0,0.5,,,,,19307.0,,,,0.5,1275.0,,7725.0,,21.03,,,,13.21,13.21,6085323.0,138294448.62,,138.53,13.18,24.43,0.2325,37.31,0.1767,23.375
2015-08-26,1260805.0,28370997.16,2.09,4.98,0.82,29.59,0.0,20094970.68,957230.0,893019.0,21539865.09,,,10663.0,0.63,,,,,27000.0,,,,0.63,10663.0,,20171.0,9190.0,22.47,0.18,,,13.68,13.68,6041171.0,135940169.39,,141.3,13.72,24.42,0.2344,37.13,0.1802,23.145
2015-08-27,1271317.0,29670513.14,2.11,5.07,0.83,29.88,0.0,20939428.5,971393.0,897209.0,22670764.86,,,14163.0,0.17,,,,,10663.0,,,,0.17,14163.0,,,6473.0,22.78,0.16,,,14.01,14.01,5961967.0,139142810.36,,140.07,13.99,24.64,0.2366,37.18,0.1834,24.005
2015-08-28,1274599.0,29604601.25,2.11,5.12,0.83,30.69,0.0,20915344.34,985801.0,900491.0,22896805.6,,,22590.0,0.2,,,,0.21,6932.0,10913.0,,,0.2,22590.0,,2731.0,3650.0,23.72,0.09,,,14.24,14.24,5936106.0,137875560.16,,142.4,14.28,24.63,0.2369,37.27,0.1841,23.89
2015-08-31,1303646.0,29258970.97,2.16,5.31,0.85,30.95,0.0,20864797.48,997659.0,929640.0,22391412.79,,,15014.0,0.43,,,,0.09,29149.0,3156.0,,,0.43,15014.0,,,,23.65,,,,14.38,14.38,5939909.0,133315044.87,,140.67,14.39,24.09,0.2397,38.19,0.1879,23.085
2015-09-01,1360113.0,29091570.37,2.25,5.48,0.89,30.97,0.0,21091475.68,1022894.0,986086.0,21878765.06,,,25235.0,0.54,,,,,56446.0,,,,0.54,25235.0,,,,23.24,,,,14.81,14.81,5885110.0,125877108.51,,133.67,14.81,23.09,0.2314,37.41,0.1969,22.0
2015-09-02,1405737.0,29500244.92,2.33,5.49,0.92,31.05,0.0,21879762.26,1041996.0,1042608.0,21866919.06,,,30000.0,0.6,,26522.0,,0.32,30000.0,13325.0,,,0.6,30000.0,0.61,2427.0,,22.93,,,,15.12,15.12,5850977.0,122786306.76,,128.19,15.17,21.45,0.2184,35.79,0.2039,21.585
2015-09-03,1415898.0,31213951.89,2.35,5.45,0.92,31.29,0.0,23404875.43,1033157.0,1061670.0,22776296.67,,,4500.0,,,24062.0,,0.31,,13366.0,,,,4500.0,0.52,27.0,5000.0,22.68,0.12,,,15.1,15.1,5807028.0,128017902.87,,127.56,15.1,20.53,0.2116,35.01,0.207,22.675
2015-09-04,1340991.0,28402261.4,2.22,5.5,0.87,29.63,0.0,21008622.35,977335.0,991906.0,20700007.79,,,,,,,,0.99,,58225.0,,,,,,2403.0,69764.0,21.88,1.79,,,14.52,14.52,5752034.0,121828389.03,,128.76,14.52,21.62,0.2195,36.69,0.1993,21.785
2015-09-07,1300090.0,27889892.63,2.15,5.7,0.85,28.53,0.0,20401224.02,980335.0,951005.0,21030419.35,,,7361.0,0.21,,,,0.13,7000.0,4361.0,,,0.21,7361.0,,,47901.0,21.4,1.15,,,14.59,14.59,5737663.0,123085944.05,,125.25,14.59,21.85,0.2347,38.3,0.1935,22.065
2015-09-08,1284809.0,27943065.38,2.13,5.83,0.84,28.48,0.0,20434724.09,981418.0,939579.0,21344672.51,,,5268.0,0.17,,,,0.08,5000.0,4185.0,,,0.17,5268.0,,,16426.0,21.68,0.17,,,14.64,14.64,5724108.0,124492530.88,,126.62,14.62,21.86,0.2326,37.75,0.1916,22.37
2015-09-09,1284809.0,28730018.05,2.13,5.91,0.84,28.99,0.0,21010221.47,979119.0,939579.0,21894387.84,,,619.0,,,,,0.02,,2918.0,,,,619.0,,,,22.01,,,,14.64,14.64,5707062.0,127617407.94,,128.56,14.62,21.86,0.2325,37.65,0.1922,23.0
2015-09-10,1257889.0,27932378.06,2.08,5.81,0.82,28.79,0.0,20266284.41,967338.0,912659.0,21480473.02,,,6216.0,0.35,,,,0.43,12910.0,21216.0,,,0.35,6216.0,,3219.0,39830.0,22.04,0.94,,,14.68,14.68,5621353.0,124826401.4,,128.42,14.65,22.37,0.2416,38.78,0.1909,22.84
2015-09-11,1241960.0,26920590.26,2.06,5.81,0.81,28.13,0.0,19437422.23,971359.0,896730.0,21055072.34,,,,,,,,0.02,,170.0,,,,,,4191.0,15929.0,21.95,0.49,,,14.79,14.79,5597612.0,121333230.63,,126.55,14.78,22.67,0.2479,39.4,0.1891,22.295
2015-09-14,1264832.0,27570074.88,2.09,5.93,0.82,28.31,0.0,20004146.65,983231.0,917730.0,21431899.49,,,11872.0,0.52,,,,,21000.0,,,,0.52,11872.0,,,,21.95,,,,14.6,14.6,5753321.0,125407556.7,,128.34,14.6,22.21,0.2413,38.39,0.1878,22.42
2015-09-15,1254350.0,27463546.12,2.08,5.93,0.82,28.26,0.0,19863871.56,982666.0,907248.0,21515121.78,,,4091.0,0.2,,,,0.1,8282.0,4656.0,,,0.2,4091.0,,,18764.0,22.09,0.45,,,14.5,14.5,5792636.0,126827700.35,,130.09,14.52,22.42,0.2462,38.79,0.1851,22.52
2015-09-16,1291090.0,28895574.22,2.14,5.98,0.84,29.14,0.0,21127167.99,979766.0,943988.0,21927906.79,,,16694.0,0.96,,,,0.42,41396.0,19594.0,,,0.96,16694.0,,,4656.0,22.18,0.1,,,14.48,14.48,5788890.0,129559752.35,,131.12,14.47,21.88,0.238,38.36,0.1907,23.02
2015-09-17,1260987.0,28497689.65,2.09,5.98,0.82,28.93,0.0,20717129.98,980903.0,916707.0,22167928.19,,,5290.0,0.29,,,,0.09,5074.0,4153.0,,,0.29,5290.0,,,32355.0,22.41,0.69,,,14.93,14.93,5588129.0,126288983.12,,128.55,14.84,22.25,0.2493,39.54,0.192,23.245
2015-09-18,1300302.0,28457006.84,2.15,6.15,0.85,30.09,0.0,20859568.9,997428.0,953148.0,21828633.21,,,16525.0,0.89,,7762.0,,,28679.0,,,,0.89,16525.0,0.17,,,23.11,,,,15.14,15.14,5588662.0,122307427.62,,128.76,15.21,21.65,0.2399,38.94,0.1974,22.51
2015-09-21,1327287.0,28221696.46,2.2,6.29,0.86,29.92,0.0,20781943.85,1011151.0,977390.0,21499793.64,,,13723.0,0.39,,,,,27064.0,,,,0.39,13723.0,,,2822.0,22.8,0.13,,,15.37,15.37,5569660.0,118425972.61,,124.96,15.43,21.17,0.2361,38.29,0.2017,21.87
2015-09-22,1330208.0,26143443.7,2.2,6.12,0.87,28.66,0.0,19209281.89,1005186.0,977390.0,19755574.77,,,2921.0,,,,,0.31,,8886.0,,,,2921.0,,,,21.65,,,,15.37,15.37,5535928.0,108801196.52,,118.75,15.42,21.16,0.2364,38.61,0.2034,20.215
2015-09-23,1365366.0,27683995.55,2.26,5.67,0.89,27.82,0.0,19229055.47,1069363.0,948371.0,21682274.6,,,3185.0,0.0,,,,,2237.0,,,,0.0,3185.0,,60992.0,31256.0,21.68,0.76,,,16.64,16.64,5356023.0,108598073.28,,109.15,16.57,24.94,0.2406,36.48,0.2125,20.855
2015-09-24,1347521.0,26411651.76,2.23,5.32,0.88,27.88,0.0,18202509.12,1040012.0,928691.0,20384420.56,,,4197.0,0.24,,,,0.67,8416.0,33548.0,,,0.24,4197.0,,,28096.0,21.49,0.71,,,16.64,16.64,5209066.0,102098622.0,,107.37,16.68,25.43,0.2451,37.58,0.2156,20.16
2015-09-25,1321732.0,27557444.91,2.19,5.14,0.86,27.11,0.0,18825050.86,1035038.0,902902.0,21580019.75,,,37124.0,0.28,,,,0.9,13881.0,43153.0,,,0.28,37124.0,,1055.0,39670.0,20.98,0.62,,,17.13,17.13,5008826.0,104431493.36,,103.44,16.86,25.59,0.2454,37.66,0.2187,21.445
2015-09-28,1363521.0,26963872.96,2.26,5.1,0.89,28.81,0.0,18681434.4,1005670.0,944691.0,19887305.09,,,15632.0,1.26,,,,0.91,54770.0,45000.0,,,1.26,15632.0,,,12981.0,21.26,0.53,,,17.08,17.08,4882788.0,96558010.71,,102.92,17.12,25.17,0.2362,37.4,0.2316,20.34
2015-09-29,1391664.0,27195681.29,2.3,5.17,0.91,28.24,0.0,18930126.01,1015889.0,968697.0,19852344.73,,,6580.0,0.74,,,,0.06,44278.0,2443.0,,,0.74,6580.0,,6082.0,20272.0,20.57,0.96,,,16.91,16.91,4990283.0,97519333.71,,101.1,16.91,24.7,0.2184,34.74,0.2317,20.1
2015-09-30,1482736.0,29479942.84,2.46,5.49,0.97,30.1,1.0,21070459.98,1123157.0,1059769.0,22330748.13,,,27363.0,1.93,,,,0.16,91072.0,7944.0,,,1.93,27363.0,,87849.0,,22.72,,,,18.66,18.66,4896277.0,97348392.5,,99.0,18.67,23.13,0.2127,32.4,0.2463,20.45
2015-10-01,1475885.0,30448604.36,2.44,5.05,0.96,30.51,0.0,21619327.1,1109940.0,1047918.0,22898887.06,,,,0.05,,,,0.34,649.0,18217.0,,,0.05,,,5000.0,12500.0,22.8,0.05,,,18.23,18.23,4979601.0,102732869.24,,102.97,18.13,23.21,0.2113,32.36,0.2424,21.22
2015-10-02,1481280.0,31496002.4,2.45,4.9,0.96,31.67,1.0,22059257.63,1100308.0,1037463.0,23395511.59,,,,0.44,,,,0.18,21643.0,9632.0,,,0.44,,,,32098.0,23.44,0.39,,,17.8,17.8,5080787.0,108031215.93,,108.83,17.72,23.2,0.2077,32.36,0.2396,21.87
2015-10-05,1342412.0,29561299.72,2.22,4.33,0.87,29.63,0.0,20137024.05,980717.0,914445.0,21596401.98,,,,,,,,2.55,,119591.0,,,,,,,123018.0,21.6,2.44,,,15.89,15.89,5192429.0,114342653.34,,114.86,15.83,25.69,0.2251,35.89,0.2175,22.65
2015-10-06,1320683.0,29236885.77,2.19,4.32,0.86,29.82,0.0,19154159.02,1016205.0,865228.0,22496442.75,,,15207.0,,,,,,,,,,,15207.0,,20281.0,49217.0,22.91,0.99,,,16.46,16.46,5157882.0,114183651.06,,116.4,16.45,26.77,0.2403,37.35,0.2139,22.77
2015-10-07,1309285.0,30079277.94,2.17,4.35,0.85,30.01,0.0,19625477.64,1025014.0,854254.0,23548487.15,,,3270.0,0.91,,,,0.94,39327.0,41424.0,,,0.91,3270.0,,46963.0,50301.0,23.48,0.89,,,16.6,16.6,5148685.0,118284962.5,,118.71,16.51,27.01,0.2227,34.45,0.2121,23.63
2015-10-08,1336980.0,30819526.16,2.21,4.33,0.87,31.49,0.0,20428672.36,1010819.0,886215.0,23300993.74,,,107788.0,1.43,,,,2.65,41427.0,122050.0,,,1.43,107788.0,,67.0,9466.0,23.85,0.17,,,16.31,16.31,5185634.0,119537152.94,,122.56,16.29,26.12,0.2338,37.04,0.2158,23.71
2015-10-09,1466839.0,34283598.82,2.43,4.78,0.96,34.83,0.0,23773201.89,1061617.0,1017147.0,24812574.06,,,8802.0,3.2,,,,0.14,131309.0,6167.0,,,3.2,8802.0,,48163.0,377.0,25.19,0.0,,,18.01,18.01,4832508.0,112947477.91,,115.07,17.96,23.61,0.2116,33.73,0.2489,24.04
2015-10-12,1222983.0,29012138.31,2.03,3.88,0.8,29.52,0.0,18127287.44,1049761.0,764141.0,24902890.17,,,,,,,,0.5,,21006.0,,,,,,9150.0,253006.0,25.29,5.79,,,17.83,17.83,4839094.0,114795107.07,,116.78,17.8,23.25,0.1962,29.13,0.2077,24.4
2015-10-13,1174985.0,27365159.91,1.95,3.74,0.77,28.57,0.0,16368300.9,822421.0,702810.0,19154016.58,,,9020.0,0.07,,,,5.67,1826.0,236360.0,,,0.07,9020.0,,,63157.0,19.99,1.45,,,13.94,13.94,5077186.0,118246621.68,,122.87,13.99,22.87,0.1973,31.16,0.1992,23.955
2015-10-14,1151860.0,26361835.66,1.91,3.68,0.75,27.45,0.0,15652617.42,818177.0,683929.0,18725060.0,,,18799.0,,,,,0.57,,23043.0,,,,18799.0,,,18881.0,19.46,0.59,,,14.0,14.0,5025015.0,115004097.37,,119.4,14.02,21.24,0.1916,30.91,0.1971,23.54
2015-10-15,1160804.0,26786601.99,1.92,3.74,0.76,27.57,0.0,15811286.55,812645.0,685186.0,18752518.23,,,2041.0,0.37,,4200.0,,0.19,16000.0,7963.0,,,0.37,2041.0,0.1,390.0,18943.0,19.22,0.46,,,13.75,13.75,5099215.0,117668997.23,,120.55,13.75,20.5,0.1865,30.98,0.1964,23.735
2015-10-16,1119257.0,25806103.86,1.85,3.62,0.73,26.68,0.0,14840036.64,808065.0,643639.0,18631118.07,,,,0.52,,,,0.11,21643.0,4580.0,,,0.52,,,,63190.0,19.21,1.49,,,13.67,13.67,5101228.0,117616257.57,,121.09,13.69,17.98,0.1811,32.17,0.1894,23.715
2015-10-19,1039807.0,24186564.0,1.72,3.4,0.68,24.87,0.0,13123390.55,782110.0,564189.0,18192369.9,,,45.0,0.98,,,,0.62,41245.0,26000.0,,,0.98,45.0,,,120695.0,18.61,2.81,,,13.23,13.23,5128821.0,119299598.27,,122.11,13.22,14.01,0.1852,34.57,0.1759,23.925
2015-10-20,932623.0,21480316.45,1.54,3.07,0.61,22.31,0.0,10750695.43,748851.0,466769.0,17247651.46,,,,0.1,,,,0.78,3480.0,33259.0,,,0.1,,,,100900.0,17.86,2.44,,,12.72,12.72,5138898.0,118359889.5,,122.46,12.73,13.32,0.2063,38.53,0.1584,23.69
2015-10-21,928972.0,21888456.67,1.54,3.06,0.6,22.21,0.0,10911995.49,728134.0,463118.0,17156307.73,,,,0.45,,,,0.76,19689.0,30100.0,,,0.45,,,9383.0,23340.0,17.31,0.56,,,12.37,12.37,5159804.0,121575404.05,,123.14,12.33,13.67,0.2092,38.61,0.1578,24.235
2015-10-22,909894.0,22288182.57,1.51,2.99,0.59,22.49,0.0,10935072.37,724360.0,446414.0,17743460.15,,,35841.0,0.69,,,,1.0,25596.0,45854.0,,,0.69,35841.0,,6239.0,42300.0,17.92,0.85,,,12.3,12.3,5165112.0,126521286.29,,127.47,12.32,12.53,0.209,39.36,0.1545,25.195
2015-10-23,872292.0,22160052.85,1.44,2.75,0.57,22.26,0.0,10385622.62,686758.0,408812.0,17446673.34,,,,,,,,0.71,,37602.0,,,,,,,37602.0,17.73,0.82,,,11.65,11.65,5206904.0,132278259.86,,133.66,11.71,11.8,0.2233,41.57,0.148,26.13
2015-10-26,754390.0,19062141.76,1.25,2.32,0.49,19.5,0.0,7380613.46,600699.0,292090.0,15178633.73,,,,,,,,2.23,,86059.0,,,,,,,116722.0,15.65,2.94,,,10.42,10.42,5163883.0,130482469.02,,134.62,10.41,13.6,0.2756,47.77,0.1309,25.99
2015-10-27,740930.0,18372658.39,1.23,2.26,0.48,19.03,0.0,6909119.36,585699.0,278630.0,14523433.59,,,,0.03,,,,0.39,2140.0,15000.0,,,0.03,,,,15600.0,15.16,0.43,,,10.16,10.16,5180883.0,128469077.41,,133.86,10.17,13.84,0.2827,48.69,0.1285,25.505
