,ALEO2 FP Equity_DX_SI_QTY,ALEO2 FP Equity_DX_SHORT_INTEREST_VALUE,ALEO2 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEO2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEO2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEO2 FP Equity_DX_SI_MV,ALEO2 FP Equity_DX_DSS,ALEO2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEO2 FP Equity_DX_SUPPLY_SI_QTY,ALEO2 FP Equity_DX_BROKER_SI_QTY,ALEO2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALEO2 FP Equity_DX_BROKER_SI_MV_INC_x,ALEO2 FP Equity_DX_BROKER_SI_QTY_ADD,ALEO2 FP Equity_DX_SUPPLY_SI_MV_DEC,ALEO2 FP Equity_DX_BROKER_SI_QTY_INC,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALEO2 FP Equity_DX_BROKER_SI_MV_INC_y,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALEO2 FP Equity_DX_BROKER_SI_MV_ADD,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALEO2 FP Equity_DX_BROKER_SI_QTY_DEC,ALEO2 FP Equity_DX_SUPPLY_SI_MV,ALEO2 FP Equity_DX_BROKER_SI_MV_DEC,ALEO2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEO2 FP Equity_DX_UTILIZATION_QUANTITY,ALEO2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEO2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEO2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEO2 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEO2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALEO2 FP Equity_DX_BROKER_SI_CON_RATIO,ALEO2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALEO2 FP Equity_DX_DEMAND_SUPPLY_RATIO,ALEO2 FP Equity_PX_LAST
2008-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2008-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2008-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2008-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2008-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05
2008-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21
2008-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05
2008-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01
2008-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81
2008-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84
2008-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19
2008-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19
2008-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26
2008-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2008-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2008-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89
2008-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99
2008-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2008-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02
2008-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
2008-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48
2008-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2008-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74
2008-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2008-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2008-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2008-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2008-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2008-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49
2008-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
2008-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39
2008-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47
2008-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2008-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69
2008-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2008-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2008-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.97
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2008-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2008-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97
2008-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2008-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97
2008-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2008-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2008-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2008-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39
2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87
2008-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34
2008-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29
2008-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29
2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18
2008-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
2008-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2008-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14
2008-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39
2009-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2009-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2009-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2009-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2009-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19
2009-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2009-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2009-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2009-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23
2009-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2009-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2009-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78
2009-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2009-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2009-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2009-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2009-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2009-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
2009-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
2009-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52
2009-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56
2009-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48
2009-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2009-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49
2009-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35
2009-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35
2009-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
2009-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07
2009-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2009-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2009-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15
2009-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2009-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2009-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25
2009-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2009-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2009-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2009-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2009-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
2009-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
2009-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
2009-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
2009-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2009-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2009-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2009-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51
2009-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2009-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2009-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2009-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2009-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2009-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56
2009-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56
2009-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2009-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2009-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2009-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2009-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2009-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2009-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2009-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2009-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2009-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2009-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2009-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2009-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2009-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75
2009-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2009-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2009-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2009-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2009-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49
2009-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2009-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2009-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2009-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2009-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81
2009-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2009-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2009-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36
2009-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36
2009-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2009-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31
2009-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19
2009-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2009-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2009-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
2009-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2009-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
2009-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76
2009-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22
2009-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23
2009-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2009-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2009-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
2009-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42
2009-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59
2009-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2009-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
2009-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2009-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42
2009-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2009-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2009-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2009-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2009-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01
2009-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66
2009-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2009-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2009-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2009-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49
2009-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77
2009-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33
2009-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2009-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2009-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79
2009-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2009-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99
2009-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99
2009-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2009-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65
2009-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2009-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2009-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2009-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2009-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94
2009-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.95
2009-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2009-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2009-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34
2009-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87
2009-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84
2009-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.49
2009-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2009-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.74
2009-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75
2009-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44
2009-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44
2009-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2009-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2009-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
