,ALICA FP Equity_DX_SI_QTY,ALICA FP Equity_DX_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALICA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALICA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALICA FP Equity_DX_SI_MV,ALICA FP Equity_DX_DSS,ALICA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALICA FP Equity_DX_SUPPLY_SI_QTY,ALICA FP Equity_DX_BROKER_SI_QTY,ALICA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALICA FP Equity_DX_BROKER_SI_MV_INC_x,ALICA FP Equity_DX_BROKER_SI_QTY_ADD,ALICA FP Equity_DX_SUPPLY_SI_MV_DEC,ALICA FP Equity_DX_BROKER_SI_QTY_INC,ALICA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALICA FP Equity_DX_BROKER_SI_MV_INC_y,ALICA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALICA FP Equity_DX_BROKER_SI_MV_ADD,ALICA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALICA FP Equity_DX_BROKER_SI_QTY_DEC,ALICA FP Equity_DX_SUPPLY_SI_MV,ALICA FP Equity_DX_BROKER_SI_MV_DEC,ALICA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALICA FP Equity_DX_UTILIZATION_QUANTITY,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALICA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALICA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALICA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALICA FP Equity_DX_BROKER_SI_CON_RATIO,ALICA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALICA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALICA FP Equity_PX_LAST
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,18337.0,142661.86,0.14,0.0,,0.0,,0.0,7.78
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,18828.0,145728.72,0.15,0.0,,0.0,,0.0,7.74
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12263.0,93934.58,0.09,0.0,,0.0,,0.0,7.66
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15675.0,119757.0,0.12,0.0,,0.0,,0.0,7.64
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15675.0,119130.0,0.12,0.0,,0.0,,0.0,7.6
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,15487.0,116152.5,0.12,0.0,,0.0,,0.0,7.5
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6613.0,49597.5,0.05,0.0,,0.0,,0.0,7.5
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11016.0,84382.56,0.08,0.0,,0.0,,0.0,7.66
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,7797.0,64559.16,0.06,0.0,,0.0,,0.0,8.28
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9500.0,78850.0,0.08,0.0,,0.0,,0.0,8.3
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9500.0,93290.0,0.08,0.0,,0.0,,0.0,9.82
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2024-05-24,774.0,9094.5,0.02,0.26,0.01,0.01,0.0,4547.25,387.0,387.0,4547.25,,,387.0,,,,,,0.0,387.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.75
2024-05-27,774.0,8901.0,0.02,0.26,0.01,0.01,0.0,4450.5,387.0,387.0,4450.5,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.5
2024-05-28,774.0,8823.6,0.02,0.25,0.01,0.01,0.0,4411.8,387.0,387.0,4411.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.4
2024-05-29,774.0,8784.9,0.02,0.25,0.01,0.01,0.0,4392.45,387.0,387.0,4392.45,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.35
2024-05-30,774.0,8862.3,0.02,0.07,0.01,0.01,0.0,4431.15,387.0,387.0,4431.15,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.45
2024-05-31,774.0,9481.5,0.02,0.07,0.01,0.01,0.0,4740.75,387.0,387.0,4740.75,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,12.25
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,387.0,,,,,387.0,0.0,0.0,0.0,0.0,387.0,4760.1,0.0,0.0,,0.0,,0.0,12.3
2024-06-04,1000.0,11400.0,0.03,0.09,0.01,0.01,0.0,5700.0,500.0,500.0,5700.0,,,500.0,,,,,,0.01,500.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.4
2024-06-05,1000.0,11400.0,0.03,0.09,0.01,0.01,0.0,5700.0,500.0,500.0,5700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.4
2024-06-06,1000.0,11400.0,0.03,0.09,0.01,0.01,0.0,5700.0,500.0,500.0,5700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.4
2024-06-07,1000.0,11300.0,0.03,0.09,0.01,0.01,0.0,5650.0,500.0,500.0,5650.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.3
2024-06-10,1000.0,11200.0,0.03,0.09,0.01,0.01,0.0,5600.0,500.0,500.0,5600.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,11.2
2024-06-11,500.0,5600.0,0.01,0.05,0.01,0.01,0.0,0.0,500.0,0.0,5600.0,,,,,,,,,,,500.0,0.01,0.01,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,11.2
2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05
2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
2024-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,100.0,1055.0,0.0,0.0,,0.0,,0.0,10.55
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2024-12-13,1955.0,14662.5,0.05,1.09,0.02,0.01,0.0,0.0,1955.0,0.0,14662.5,,,,,,,,,,1955.0,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,7.5
2024-12-16,1955.0,14662.5,0.05,1.08,0.02,0.01,0.0,0.0,1955.0,0.0,14662.5,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,7.5
2024-12-17,1955.0,14427.9,0.05,1.09,0.02,0.01,0.0,0.0,1955.0,0.0,14427.9,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,7.38
2024-12-18,4555.0,34071.4,0.13,2.43,0.06,0.03,0.0,9724.0,3255.0,1300.0,24347.4,1300.0,,1300.0,,,,,1300.0,0.01,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,42.75,0.5105,57.25,1.3994,7.48
2024-12-19,2600.0,19500.0,0.07,1.38,0.03,0.02,0.0,9750.0,1300.0,1300.0,9750.0,,,,0.01,,1955.0,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.5
2024-12-20,2600.0,19500.0,0.07,1.44,0.03,0.02,0.0,9750.0,1300.0,1300.0,9750.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.5
2024-12-23,2600.0,19396.0,0.07,1.45,0.03,0.02,0.0,9698.0,1300.0,1300.0,9698.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.46
2024-12-24,2600.0,19448.0,0.07,1.48,0.03,0.02,0.0,9724.0,1300.0,1300.0,9724.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.48
2024-12-25,2600.0,19448.0,0.07,1.49,0.03,0.02,0.0,9724.0,1300.0,1300.0,9724.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-12-26,2600.0,19448.0,0.07,1.49,0.03,0.02,0.0,9724.0,1300.0,1300.0,9724.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2024-12-27,2600.0,19708.0,0.07,1.49,0.03,0.02,0.0,9854.0,1300.0,1300.0,9854.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.58
2024-12-30,2600.0,23608.0,0.07,1.48,0.03,0.02,0.0,11804.0,1300.0,1300.0,11804.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.08
2024-12-31,2600.0,26000.0,0.07,1.29,0.03,0.02,0.0,13000.0,1300.0,1300.0,13000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,10.0
2025-01-01,2600.0,26000.0,0.07,1.25,0.03,0.02,0.0,13000.0,1300.0,1300.0,13000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,
2025-01-02,2600.0,23660.0,0.07,1.25,0.03,0.02,0.0,11830.0,1300.0,1300.0,11830.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.1
2025-01-03,2600.0,24388.0,0.07,1.28,0.03,0.02,0.0,12194.0,1300.0,1300.0,12194.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.38
2025-01-06,2600.0,24388.0,0.07,1.28,0.03,0.02,0.0,12194.0,1300.0,1300.0,12194.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.38
2025-01-07,2600.0,24440.0,0.07,1.36,0.03,0.02,0.0,12220.0,1300.0,1300.0,12220.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.4
2025-01-08,2600.0,24700.0,0.07,1.36,0.03,0.02,0.0,12350.0,1300.0,1300.0,12350.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.5
2025-01-09,2600.0,24388.0,0.07,1.35,0.03,0.02,0.0,12194.0,1300.0,1300.0,12194.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.38
2025-01-10,2600.0,24284.0,0.07,1.37,0.03,0.02,0.0,12142.0,1300.0,1300.0,12142.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.34
2025-01-13,2600.0,23712.0,0.07,1.37,0.03,0.02,0.0,11856.0,1300.0,1300.0,11856.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.12
2025-01-14,2600.0,23400.0,0.07,1.33,0.03,0.02,0.0,11700.0,1300.0,1300.0,11700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,9.0
