,ALENO FP Equity_DX_SI_QTY,ALENO FP Equity_DX_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENO FP Equity_DX_SI_MV,ALENO FP Equity_DX_DSS,ALENO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SUPPLY_SI_QTY,ALENO FP Equity_DX_BROKER_SI_QTY,ALENO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENO FP Equity_DX_BROKER_SI_MV_INC_x,ALENO FP Equity_DX_BROKER_SI_QTY_ADD,ALENO FP Equity_DX_SUPPLY_SI_MV_DEC,ALENO FP Equity_DX_BROKER_SI_QTY_INC,ALENO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENO FP Equity_DX_BROKER_SI_MV_INC_y,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENO FP Equity_DX_BROKER_SI_MV_ADD,ALENO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENO FP Equity_DX_BROKER_SI_QTY_DEC,ALENO FP Equity_DX_SUPPLY_SI_MV,ALENO FP Equity_DX_BROKER_SI_MV_DEC,ALENO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENO FP Equity_DX_UTILIZATION_QUANTITY,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENO FP Equity_DX_BROKER_SI_CON_RATIO,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENO FP Equity_PX_LAST
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2022-08-25,900.0,5310.0,0.02,0.14,0.02,0.01,0.0,0.0,900.0,0.0,5310.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.9
2022-08-26,900.0,5256.0,0.02,0.13,0.02,0.01,0.0,0.0,900.0,0.0,5256.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.84
2022-08-29,900.0,5562.0,0.02,0.12,0.02,0.01,0.0,0.0,900.0,0.0,5562.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,6.18
2022-08-30,900.0,5472.0,0.02,0.11,0.02,0.01,0.0,0.0,900.0,0.0,5472.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,6.08
2022-08-31,900.0,5364.0,0.02,0.1,0.02,0.01,0.0,0.0,900.0,0.0,5364.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.96
2022-09-01,900.0,5148.0,0.02,0.09,0.02,0.01,0.0,0.0,900.0,0.0,5148.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.72
2022-09-02,900.0,5130.0,0.02,0.09,0.02,0.01,0.0,0.0,900.0,0.0,5130.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.7
2022-09-05,900.0,5184.0,0.02,0.08,0.02,0.01,0.0,0.0,900.0,0.0,5184.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.76
2022-09-06,900.0,5112.0,0.02,0.08,0.02,0.01,0.0,0.0,900.0,0.0,5112.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.68
2022-09-07,900.0,5040.0,0.02,0.08,0.02,0.01,0.0,0.0,900.0,0.0,5040.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.6
2022-09-08,900.0,5022.0,0.02,0.08,0.02,0.01,0.0,0.0,900.0,0.0,5022.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.58
2022-09-09,900.0,5022.0,0.02,0.08,0.02,0.01,0.0,0.0,900.0,0.0,5022.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.58
2022-09-12,900.0,5130.0,0.02,0.09,0.02,0.01,0.0,0.0,900.0,0.0,5130.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.7
2022-09-13,900.0,5328.0,0.02,0.09,0.02,0.01,0.0,0.0,900.0,0.0,5328.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,5.92
2022-09-14,934.0,5491.92,0.02,0.09,0.02,0.01,0.0,99.96,917.0,17.0,5391.96,17.0,,17.0,,,,,17.0,0.0,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,3.64,0.9298,96.36,1.0185,5.88
2022-09-15,934.0,5454.56,0.02,0.09,0.02,0.01,0.0,99.28,917.0,17.0,5355.28,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,3.64,0.9298,96.36,1.0185,5.84
2022-09-16,934.0,5286.44,0.02,0.09,0.02,0.01,0.0,96.22,917.0,17.0,5190.22,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,3.64,0.9298,96.36,1.0185,5.66
2022-09-19,934.0,5099.64,0.02,0.09,0.02,0.01,0.0,92.82,917.0,17.0,5006.82,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,3.64,0.9298,96.36,1.0185,5.46
2022-09-20,934.0,5080.96,0.02,0.09,0.02,0.01,0.0,92.48,917.0,17.0,4988.48,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,3.64,0.9298,96.36,1.0185,5.44
2022-09-21,934.0,4894.16,0.02,0.09,0.02,0.01,0.0,89.08,917.0,17.0,4805.08,,,,,,,,,,,,0.01,,100.0,72.72,0.0,0.0,0.0,100.0,3.64,0.9298,96.36,0.7407,5.24
2022-09-22,900.0,4680.0,0.02,0.08,0.02,0.0,0.0,0.0,900.0,0.0,4680.0,,,,0.0,,17.0,,,,,17.0,0.0,0.0,100.0,71.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.7137,5.2
2022-09-23,900.0,4590.0,0.02,0.08,0.02,0.0,0.0,0.0,900.0,0.0,4590.0,,,,,,,,,,,,0.0,,100.0,71.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.7137,5.1
2022-09-26,900.0,4500.0,0.02,0.09,0.02,0.0,0.0,0.0,900.0,0.0,4500.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,5.0
2022-09-27,900.0,4392.0,0.02,0.1,0.02,0.0,0.0,0.0,900.0,0.0,4392.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.88
2022-09-28,900.0,4059.0,0.02,0.1,0.02,0.0,0.0,0.0,900.0,0.0,4059.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.51
2022-09-29,900.0,4176.0,0.02,0.1,0.02,0.0,0.0,0.0,900.0,0.0,4176.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.64
2022-09-30,900.0,4392.0,0.02,0.1,0.02,0.0,0.0,0.0,900.0,0.0,4392.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.88
2022-10-03,900.0,4365.0,0.02,0.1,0.02,0.0,0.0,0.0,900.0,0.0,4365.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.85
2022-10-04,900.0,4338.0,0.02,0.11,0.02,0.0,0.0,0.0,900.0,0.0,4338.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.82
2022-10-05,900.0,4320.0,0.02,0.11,0.02,0.0,0.0,0.0,900.0,0.0,4320.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.8
2022-10-06,900.0,4302.0,0.02,0.11,0.02,0.0,0.0,0.0,900.0,0.0,4302.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.78
2022-10-07,900.0,4221.0,0.02,0.12,0.02,0.0,0.0,0.0,900.0,0.0,4221.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.69
2022-10-10,900.0,3546.0,0.02,0.12,0.02,0.0,0.0,0.0,900.0,0.0,3546.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.94
2022-10-11,900.0,3600.0,0.02,0.13,0.02,0.0,0.0,0.0,900.0,0.0,3600.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.0
2022-10-12,900.0,3600.0,0.02,0.15,0.02,0.0,0.0,0.0,900.0,0.0,3600.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.0
2022-10-13,900.0,3555.0,0.02,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3555.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.95
2022-10-14,900.0,3456.0,0.02,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3456.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.84
2022-10-17,900.0,3501.0,0.02,0.18,0.02,0.0,0.0,0.0,900.0,0.0,3501.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.89
2022-10-18,900.0,3591.0,0.02,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3591.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.99
2022-10-19,900.0,3510.0,0.02,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3510.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.9
2022-10-20,900.0,3330.0,0.02,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3330.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.7
2022-10-21,900.0,3276.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3276.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,3.64
2022-10-24,900.0,3600.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3600.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.0
2022-10-25,900.0,3690.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3690.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.1
2022-10-26,900.0,3780.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3780.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.2
2022-10-27,900.0,3870.0,0.06,0.15,0.02,0.0,0.0,0.0,900.0,0.0,3870.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.3
2022-10-28,900.0,3825.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3825.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.25
2022-10-31,900.0,3780.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3780.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.2
2022-11-01,900.0,3834.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3834.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.26
2022-11-02,900.0,3960.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,3960.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.4
2022-11-03,900.0,4086.0,0.06,0.15,0.02,0.0,0.0,0.0,900.0,0.0,4086.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.54
2022-11-04,900.0,4140.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,4140.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.6
2022-11-07,900.0,4050.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,4050.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.5
2022-11-08,900.0,4032.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,4032.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.48
2022-11-09,900.0,4050.0,0.06,0.16,0.02,0.0,0.0,0.0,900.0,0.0,4050.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.5
2022-11-10,900.0,3978.0,0.06,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3978.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.42
2022-11-11,900.0,3951.0,0.06,0.17,0.02,0.0,0.0,0.0,900.0,0.0,3951.0,,,,,,,,,,,,0.0,,100.0,72.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.7235,4.39
2022-11-14,500.0,2155.0,0.03,0.1,0.01,0.0,0.0,0.0,500.0,0.0,2155.0,,,,0.0,,400.0,,,,,,0.0,,100.0,40.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.4019,4.31
2022-11-15,500.0,2140.0,0.03,0.09,0.01,0.0,0.0,0.0,500.0,0.0,2140.0,,,,,,,,,,,,0.0,,100.0,59.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.5924,4.28
2022-11-16,500.0,2115.0,0.03,0.09,0.01,0.0,0.0,0.0,500.0,0.0,2115.0,,,,,,,,,,,,0.0,,100.0,59.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.5924,4.23
2022-11-17,500.0,2085.0,0.03,0.1,0.01,0.0,0.0,0.0,500.0,0.0,2085.0,,,,,,,,,,,,0.0,,100.0,59.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.5924,4.17
2022-11-18,500.0,2025.0,0.03,0.09,0.01,0.0,0.0,0.0,500.0,0.0,2025.0,,,,,,,,,,,,0.0,,100.0,59.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.5924,4.05
2022-11-21,300.0,1170.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1170.0,,,,0.0,,400.0,,,,200.0,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.9
2022-11-22,300.0,1167.0,0.02,0.06,0.01,0.0,0.0,0.0,300.0,0.0,1167.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.89
2022-11-23,300.0,1095.0,0.02,0.06,0.01,0.0,0.0,0.0,300.0,0.0,1095.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.65
2022-11-24,300.0,1077.0,0.02,0.06,0.01,0.0,0.0,0.0,300.0,0.0,1077.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.59
2022-11-25,300.0,1080.0,0.02,0.06,0.01,0.0,0.0,0.0,300.0,0.0,1080.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.6
2022-11-28,300.0,1074.0,0.02,0.06,0.01,0.0,0.0,0.0,300.0,0.0,1074.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.58
2022-11-29,300.0,1161.0,0.02,0.06,0.01,0.0,0.0,0.0,300.0,0.0,1161.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.87
2022-11-30,300.0,1137.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1137.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.79
2022-12-01,300.0,1080.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1080.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.6
2022-12-02,300.0,1032.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1032.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.44
2022-12-05,300.0,1056.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1056.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.52
2022-12-06,300.0,1014.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1014.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.38
2022-12-07,300.0,1029.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1029.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.43
2022-12-08,300.0,1026.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1026.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.42
2022-12-09,300.0,1038.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1038.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.46
2022-12-12,300.0,1023.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1023.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.41
2022-12-13,300.0,1017.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1017.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.39
2022-12-14,300.0,1026.0,0.02,0.04,0.01,0.0,0.0,0.0,300.0,0.0,1026.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.42
2022-12-15,300.0,1032.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1032.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.44
2022-12-16,300.0,1017.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1017.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.39
2022-12-19,300.0,1047.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1047.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.49
2022-12-20,300.0,1047.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1047.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.49
2022-12-21,300.0,1047.0,0.02,0.05,0.01,0.0,0.0,0.0,300.0,0.0,1047.0,,,,,,,,,,,,0.0,,100.0,67.57,0.0,0.0,0.0,100.0,,1.0,100.0,0.6757,3.49
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,300.0,,,,,,0.0,,0.0,0.0,344.0,1200.56,0.0,0.0,,0.0,,0.0,3.49
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1193.68,0.0,0.0,,0.0,,0.0,3.47
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1193.68,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1190.24,0.0,0.0,,0.0,,0.0,3.46
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1190.24,0.0,0.0,,0.0,,0.0,3.46
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1193.68,0.0,0.0,,0.0,,0.0,3.47
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1234.96,0.0,0.0,,0.0,,0.0,3.59
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1248.72,0.0,0.0,,0.0,,0.0,3.63
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1283.12,0.0,0.0,,0.0,,0.0,3.73
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1269.36,0.0,0.0,,0.0,,0.0,3.69
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1279.68,0.0,0.0,,0.0,,0.0,3.72
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1286.56,0.0,0.0,,0.0,,0.0,3.74
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1286.56,0.0,0.0,,0.0,,0.0,3.74
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1296.88,0.0,0.0,,0.0,,0.0,3.77
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1300.32,0.0,0.0,,0.0,,0.0,3.78
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1341.6,0.0,0.0,,0.0,,0.0,3.9
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1376.0,0.0,0.0,,0.0,,0.0,4.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1393.2,0.0,0.0,,0.0,,0.0,4.05
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1400.08,0.0,0.0,,0.0,,0.0,4.07
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1403.52,0.0,0.0,,0.0,,0.0,4.08
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1396.64,0.0,0.0,,0.0,,0.0,4.06
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,1393.2,0.0,0.0,,0.0,,0.0,4.05
