,ALENO FP Equity_DX_SI_QTY,ALENO FP Equity_DX_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALENO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALENO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALENO FP Equity_DX_SI_MV,ALENO FP Equity_DX_DSS,ALENO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALENO FP Equity_DX_SUPPLY_SI_QTY,ALENO FP Equity_DX_BROKER_SI_QTY,ALENO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALENO FP Equity_DX_BROKER_SI_MV_INC_x,ALENO FP Equity_DX_BROKER_SI_QTY_ADD,ALENO FP Equity_DX_SUPPLY_SI_MV_DEC,ALENO FP Equity_DX_BROKER_SI_QTY_INC,ALENO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALENO FP Equity_DX_BROKER_SI_MV_INC_y,ALENO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALENO FP Equity_DX_BROKER_SI_MV_ADD,ALENO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALENO FP Equity_DX_BROKER_SI_QTY_DEC,ALENO FP Equity_DX_SUPPLY_SI_MV,ALENO FP Equity_DX_BROKER_SI_MV_DEC,ALENO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALENO FP Equity_DX_UTILIZATION_QUANTITY,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALENO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALENO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALENO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALENO FP Equity_DX_BROKER_SI_CON_RATIO,ALENO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALENO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALENO FP Equity_PX_LAST
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,663.92,0.0,0.0,,0.0,,0.0,1.93
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,663.92,0.0,0.0,,0.0,,0.0,1.93
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,653.6,0.0,0.0,,0.0,,0.0,1.9
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,663.92,0.0,0.0,,0.0,,0.0,1.93
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,653.6,0.0,0.0,,0.0,,0.0,1.9
2024-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,646.72,0.0,0.0,,0.0,,0.0,1.88
2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,657.04,0.0,0.0,,0.0,,0.0,1.91
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,651.88,0.0,0.0,,0.0,,0.0,1.895
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,653.6,0.0,0.0,,0.0,,0.0,1.9
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,653.6,0.0,0.0,,0.0,,0.0,1.9
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,662.2,0.0,0.0,,0.0,,0.0,1.925
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,663.92,0.0,0.0,,0.0,,0.0,1.93
2024-07-15,15600.0,29484.0,0.39,7.57,0.25,0.03,0.0,14742.0,7800.0,7800.0,14742.0,,,7800.0,,,,,,0.02,7800.0,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,1.89
2024-07-16,15600.0,30030.0,0.39,8.36,0.25,0.03,0.0,15015.0,7800.0,7800.0,15015.0,,,,,,,,,,,,0.01,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,1.925
2024-07-17,15600.0,30030.0,0.39,8.06,0.25,0.03,0.0,15015.0,7800.0,7800.0,15015.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,1.925
2024-07-18,15600.0,29952.0,0.39,8.16,0.25,0.03,0.0,14976.0,7800.0,7800.0,14976.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,1.92
2024-07-19,15600.0,29718.0,0.39,8.19,0.25,0.03,0.0,14859.0,7800.0,7800.0,14859.0,,,,,,,,,,,,0.02,,100.0,80.88,0.0,0.0,0.0,100.0,,1.0,100.0,1.6176,1.905
2024-07-22,15600.0,30576.0,0.39,8.13,0.25,0.03,0.0,15288.0,7800.0,7800.0,15288.0,,,,,,,,,,,,0.01,,100.0,80.88,0.0,0.0,0.0,100.0,,1.0,100.0,1.6176,1.96
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,7800.0,,,,,7800.0,0.0,0.01,0.0,0.0,1844.0,3780.2,0.0,0.0,,0.0,,0.0,2.05
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2144.0,4459.52,0.0,0.0,,0.0,,0.0,2.08
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2444.0,5034.64,0.01,0.0,,0.0,,0.0,2.06
2024-07-26,23800.0,49504.0,0.6,7.69,0.38,0.05,0.0,24752.0,11900.0,11900.0,24752.0,,,11900.0,,,,,,0.02,11900.0,,0.02,,100.0,87.86,0.0,0.0,0.0,100.0,,1.0,100.0,1.7572,2.08
2024-07-29,23800.0,50932.0,0.6,7.89,0.38,0.05,0.0,25466.0,11900.0,11900.0,25466.0,,,,,,,,,,,,0.02,,100.0,97.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.9438,2.14
2024-07-30,23800.0,51408.0,0.6,7.14,0.38,0.05,0.0,25704.0,11900.0,11900.0,25704.0,,,,,,,,,,,,0.03,,100.0,97.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.9438,2.16
2024-07-31,23800.0,53788.0,0.6,6.48,0.38,0.05,0.0,26894.0,11900.0,11900.0,26894.0,,,,,,,,,,,,0.03,,100.0,97.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.9438,2.26
2024-08-01,23800.0,52360.0,0.6,5.61,0.38,0.05,0.0,26180.0,11900.0,11900.0,26180.0,,,,,,,,,,,,0.03,,100.0,97.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.9438,2.2
2024-08-02,23800.0,52122.0,0.6,5.33,0.38,0.05,0.0,26061.0,11900.0,11900.0,26061.0,,,,,,,,,,,,0.03,,100.0,97.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.9438,2.19
2024-08-05,23800.0,51408.0,0.6,5.22,0.38,0.05,0.0,25704.0,11900.0,11900.0,25704.0,,,,,,,,,,,,0.03,,100.0,95.39,0.0,0.0,0.0,100.0,,1.0,100.0,1.9078,2.16
2024-08-06,11900.0,26061.0,0.3,2.23,0.19,0.03,0.0,26061.0,0.0,11900.0,0.0,,,,0.03,,11900.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,20.6957,2.19
2024-08-07,11900.0,26537.0,0.3,2.09,0.19,0.03,0.0,26537.0,0.0,11900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.9539,2.23
2024-08-08,23800.0,53312.0,0.6,3.91,0.38,0.05,0.0,26656.0,11900.0,11900.0,26656.0,,,,,,,,,,11900.0,,0.03,,100.0,95.39,0.0,0.0,0.0,100.0,,1.0,100.0,1.9078,2.24
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.03,,11900.0,,,,,11900.0,0.0,0.03,0.0,0.0,12475.0,27819.25,0.03,0.0,,0.0,,0.0,2.23
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1276.5,0.0,0.0,,0.0,,0.0,2.22
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1265.0,0.0,0.0,,0.0,,0.0,2.2
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1276.5,0.0,0.0,,0.0,,0.0,2.22
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1242.0,0.0,0.0,,0.0,,0.0,2.16
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1253.5,0.0,0.0,,0.0,,0.0,2.18
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1265.0,0.0,0.0,,0.0,,0.0,2.2
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,575.0,1265.0,0.0,0.0,,0.0,,0.0,2.2
2024-08-21,400.0,888.0,0.01,0.06,0.01,0.0,0.0,444.0,200.0,200.0,444.0,,,200.0,,,,,,0.0,200.0,,0.0,,100.0,25.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5161,2.22
2024-08-22,400.0,872.0,0.01,0.06,0.01,0.0,0.0,436.0,200.0,200.0,436.0,,,,,,,,,,,,0.0,,100.0,25.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5161,2.18
2024-08-23,400.0,872.0,0.01,0.06,0.01,0.0,0.0,436.0,200.0,200.0,436.0,,,,,,,,,,,,0.0,,100.0,25.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5161,2.18
2024-08-26,400.0,864.0,0.01,0.06,0.01,0.0,0.0,432.0,200.0,200.0,432.0,,,,,,,,,,,,0.0,,100.0,25.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.5161,2.16
2024-08-27,400.0,876.0,0.01,0.06,0.01,0.0,0.0,438.0,200.0,200.0,438.0,,,,,,,,,,,,0.0,,100.0,36.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.7353,2.19
2024-08-28,400.0,868.0,0.01,0.06,0.01,0.0,0.0,434.0,200.0,200.0,434.0,,,,,,,,,,,,0.0,,100.0,36.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.7353,2.17
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,200.0,,,,,200.0,0.0,0.0,0.0,0.0,544.0,1185.92,0.0,0.0,,0.0,,0.0,2.18
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,1169.6,0.0,0.0,,0.0,,0.0,2.15
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,1175.04,0.0,0.0,,0.0,,0.0,2.16
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,1164.16,0.0,0.0,,0.0,,0.0,2.14
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,1169.6,0.0,0.0,,0.0,,0.0,2.15
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,544.0,1158.72,0.0,0.0,,0.0,,0.0,2.13
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,722.4,0.0,0.0,,0.0,,0.0,2.1
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,722.4,0.0,0.0,,0.0,,0.0,2.1
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,722.4,0.0,0.0,,0.0,,0.0,2.1
2024-09-11,15600.0,32292.0,0.39,2.85,0.25,0.03,0.0,16146.0,7800.0,7800.0,16146.0,,,7800.0,,,,,,0.02,7800.0,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,2.07
2024-09-12,15600.0,32292.0,0.39,3.22,0.25,0.03,0.0,16146.0,7800.0,7800.0,16146.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,2.07
2024-09-13,15600.0,31824.0,0.39,3.32,0.25,0.03,0.0,15912.0,7800.0,7800.0,15912.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,2.04
2024-09-16,15600.0,32448.0,0.39,3.12,0.25,0.03,0.0,16224.0,7800.0,7800.0,16224.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,2.08
2024-09-17,15600.0,32448.0,0.39,2.91,0.25,0.03,0.0,16224.0,7800.0,7800.0,16224.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,2.08
2024-09-18,15600.0,31824.0,0.39,2.93,0.25,0.03,0.0,15912.0,7800.0,7800.0,15912.0,,,,,,,,,,,,0.02,,100.0,95.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.9155,2.04
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,7800.0,,,,,7800.0,0.0,0.02,0.0,0.0,344.0,701.76,0.0,0.0,,0.0,,0.0,2.04
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,686.28,0.0,0.0,,0.0,,0.0,1.995
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,665.64,0.0,0.0,,0.0,,0.0,1.935
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,658.76,0.0,0.0,,0.0,,0.0,1.915
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,619.2,0.0,0.0,,0.0,,0.0,1.8
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,620.92,0.0,0.0,,0.0,,0.0,1.805
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,344.0,620.92,0.0,0.0,,0.0,,0.0,1.805
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1466.0,2682.78,0.0,0.0,,0.0,,0.0,1.83
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1466.0,2536.18,0.0,0.0,,0.0,,0.0,1.73
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1466.0,2492.2,0.0,0.0,,0.0,,0.0,1.7
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1944.0,3285.36,0.0,0.0,,0.0,,0.0,1.69
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2544.0,4286.64,0.0,0.0,,0.0,,0.0,1.685
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2544.0,4057.68,0.0,0.0,,0.0,,0.0,1.595
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2544.0,4108.56,0.0,0.0,,0.0,,0.0,1.615
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2544.0,4477.44,0.0,0.0,,0.0,,0.0,1.76
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3044.0,5266.12,0.01,0.0,,0.0,,0.0,1.73
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3044.0,5479.2,0.01,0.0,,0.0,,0.0,1.8
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3944.0,6980.88,0.01,0.0,,0.0,,0.0,1.77
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3044.0,5235.68,0.01,0.0,,0.0,,0.0,1.72
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3044.0,5266.12,0.01,0.0,,0.0,,0.0,1.73
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2263.0,3914.99,0.0,0.0,,0.0,,0.0,1.73
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2263.0,4005.51,0.0,0.0,,0.0,,0.0,1.77
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2263.0,3903.68,0.0,0.0,,0.0,,0.0,1.725
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2263.0,3892.36,0.0,0.0,,0.0,,0.0,1.72
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1758.0,3199.56,0.0,0.0,,0.0,,0.0,1.82
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1758.0,3094.08,0.0,0.0,,0.0,,0.0,1.76
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1758.0,3041.34,0.0,0.0,,0.0,,0.0,1.73
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1758.0,3023.76,0.0,0.0,,0.0,,0.0,1.72
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2444.0,4105.92,0.0,0.0,,0.0,,0.0,1.68
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2444.0,4105.92,0.0,0.0,,0.0,,0.0,1.68
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2444.0,4008.16,0.0,0.0,,0.0,,0.0,1.64
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,5006.1,0.01,0.0,,0.0,,0.0,1.65
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,4975.76,0.01,0.0,,0.0,,0.0,1.64
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,4975.76,0.01,0.0,,0.0,,0.0,1.64
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,4975.76,0.01,0.0,,0.0,,0.0,1.64
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,5021.27,0.0,0.0,,0.0,,0.0,1.655
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,5051.61,0.01,0.0,,0.0,,0.0,1.665
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,4960.59,0.01,0.0,,0.0,,0.0,1.635
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,4945.42,0.01,0.0,,0.0,,0.0,1.63
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3034.0,4915.08,0.01,0.0,,0.0,,0.0,1.62
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,6009.12,0.01,0.0,,0.0,,0.0,1.605
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,6009.12,0.01,0.0,,0.0,,0.0,1.605
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,6009.12,0.01,0.0,,0.0,,0.0,1.605
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5952.96,0.01,0.0,,0.0,,0.0,1.59
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,6009.12,0.01,0.0,,0.0,,0.0,1.605
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5990.4,0.01,0.0,,0.0,,0.0,1.6
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5990.4,0.01,0.0,,0.0,,0.0,1.6
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5971.68,0.01,0.0,,0.0,,0.0,1.595
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5896.8,0.01,0.0,,0.0,,0.0,1.575
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5840.64,0.01,0.0,,0.0,,0.0,1.56
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5915.52,0.01,0.0,,0.0,,0.0,1.58
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5896.8,0.01,0.0,,0.0,,0.0,1.575
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5653.44,0.01,0.0,,0.0,,0.0,1.51
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5859.36,0.01,0.0,,0.0,,0.0,1.565
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3744.0,5784.48,0.01,0.0,,0.0,,0.0,1.545
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3794.0,5899.67,0.01,0.0,,0.0,,0.0,1.555
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5744.0,10253.04,0.01,0.0,,0.0,,0.0,1.785
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5744.0,10138.16,0.01,0.0,,0.0,,0.0,1.765
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5744.0,9850.96,0.01,0.0,,0.0,,0.0,1.715
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2744.0,4939.2,0.0,0.0,,0.0,,0.0,1.8
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1744.0,3095.6,0.0,0.0,,0.0,,0.0,1.775
