,ALTD FP Equity_DX_SI_QTY,ALTD FP Equity_DX_SHORT_INTEREST_VALUE,ALTD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTD FP Equity_DX_SI_MV,ALTD FP Equity_DX_DSS,ALTD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTD FP Equity_DX_SUPPLY_SI_QTY,ALTD FP Equity_DX_BROKER_SI_QTY,ALTD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTD FP Equity_DX_BROKER_SI_MV_NEW_x,ALTD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTD FP Equity_DX_BROKER_SI_MV_INC_x,ALTD FP Equity_DX_SUPPLY_SI_MV_NEW,ALTD FP Equity_DX_BROKER_SI_QTY_ADD,ALTD FP Equity_DX_BROKER_SI_QTY_NEW,ALTD FP Equity_DX_SUPPLY_SI_MV_DEC,ALTD FP Equity_DX_BROKER_SI_QTY_INC,ALTD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTD FP Equity_DX_BROKER_SI_MV_NEW_y,ALTD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTD FP Equity_DX_BROKER_SI_MV_INC_y,ALTD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTD FP Equity_DX_BROKER_SI_MV_ADD,ALTD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTD FP Equity_DX_BROKER_SI_QTY_DEC,ALTD FP Equity_DX_SUPPLY_SI_MV,ALTD FP Equity_DX_BROKER_SI_MV_DEC,ALTD FP Equity_DX_SUPPLY_SI_MV_RMV,ALTD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTD FP Equity_DX_UTILIZATION_QUANTITY,ALTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTD FP Equity_DX_BROKER_SI_CON_RATIO,ALTD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTD FP Equity_PX_LAST
2018-11-02,100900.0,18868.3,0.14,0.29,0.13,0.02,0.0,18868.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.187
2018-11-05,100900.0,18626.14,0.14,0.26,0.13,0.02,0.0,18626.14,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1846
2018-11-06,100900.0,18666.5,0.14,0.25,0.13,0.02,0.0,18666.5,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.185
2018-11-07,100900.0,18121.64,0.14,0.25,0.13,0.02,0.0,18121.64,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1796
2018-11-08,100900.0,16547.6,0.14,0.24,0.13,0.02,0.0,16547.6,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.164
2018-11-09,100900.0,16002.74,0.14,0.23,0.13,0.02,0.0,16002.74,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1586
2018-11-12,100900.0,16305.44,0.14,0.22,0.13,0.02,0.0,16305.44,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1616
2018-11-13,100900.0,15841.3,0.14,0.22,0.13,0.02,0.0,15841.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.157
2018-11-14,100900.0,14428.7,0.14,0.21,0.13,0.01,0.0,14428.7,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.143
2018-11-15,100900.0,14126.0,0.14,0.19,0.13,0.01,0.0,14126.0,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.14
2018-11-16,100900.0,13924.2,0.14,0.19,0.13,0.01,0.0,13924.2,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.138
2018-11-19,100900.0,13238.08,0.14,0.19,0.13,0.01,0.0,13238.08,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1312
2018-11-20,100900.0,12108.0,0.14,0.19,0.13,0.01,0.0,12108.0,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.12
2018-11-21,100900.0,12652.86,0.14,0.18,0.13,0.01,0.0,12652.86,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1254
2018-11-22,100900.0,13379.34,0.14,0.18,0.13,0.01,0.0,13379.34,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1326
2018-11-23,100900.0,16244.9,0.14,0.18,0.13,0.02,0.0,16244.9,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.161
2018-11-26,100900.0,15034.1,0.14,0.13,0.13,0.02,0.0,15034.1,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.149
2018-11-27,100900.0,14186.54,0.14,0.11,0.13,0.01,0.0,14186.54,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1406
2018-11-28,100900.0,14691.04,0.14,0.11,0.13,0.01,0.0,14691.04,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1456
2018-11-29,100900.0,14973.56,0.14,0.11,0.13,0.02,0.0,14973.56,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1484
2018-11-30,100900.0,15316.62,0.14,0.1,0.13,0.02,0.0,15316.62,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1518
2018-12-03,100900.0,14529.6,0.14,0.1,0.13,0.01,0.0,14529.6,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.144
2018-12-04,100900.0,14226.9,0.14,0.1,0.13,0.01,0.0,14226.9,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.141
2018-12-05,100900.0,14025.1,0.13,0.1,0.12,0.01,0.0,14025.1,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.139
2018-12-06,100900.0,13883.84,0.13,0.1,0.12,0.01,0.0,13883.84,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1376
2018-12-07,100900.0,13904.02,0.13,0.1,0.12,0.01,0.0,13904.02,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1378
2018-12-10,100900.0,13722.4,0.13,0.1,0.12,0.01,0.0,13722.4,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.136
2018-12-11,100900.0,13419.7,0.13,0.1,0.12,0.01,0.0,13419.7,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.133
2018-12-12,100900.0,14025.1,0.13,0.1,0.12,0.01,0.0,14025.1,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.139
2018-12-13,100900.0,14206.72,0.13,0.1,0.12,0.01,0.0,14206.72,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1408
2018-12-14,100900.0,13883.84,0.13,0.11,0.12,0.01,0.0,13883.84,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1376
2018-12-17,100900.0,13117.0,0.13,0.11,0.12,0.01,0.0,13117.0,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.13
2018-12-18,100900.0,12612.5,0.13,0.11,0.12,0.01,0.0,12612.5,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.125
2018-12-19,100900.0,12915.2,0.13,0.1,0.12,0.01,0.0,12915.2,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.128
2018-12-20,100900.0,12471.24,0.13,0.11,0.12,0.01,0.0,12471.24,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1236
2018-12-21,100900.0,12814.3,0.13,0.11,0.12,0.01,0.0,12814.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.127
2018-12-24,100900.0,12592.32,0.13,0.11,0.12,0.01,0.0,12592.32,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1248
2018-12-25,100900.0,12592.32,0.13,0.11,0.12,0.01,0.0,12592.32,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2018-12-26,100900.0,12592.32,0.13,0.11,0.12,0.01,0.0,12592.32,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2018-12-27,100900.0,12208.9,0.13,0.11,0.12,0.01,0.0,12208.9,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.121
2018-12-28,100900.0,12410.7,0.13,0.11,0.12,0.01,0.0,12410.7,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.123
2018-12-31,100900.0,12370.34,0.13,0.11,0.12,0.01,0.0,12370.34,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1226
2019-01-01,100900.0,12370.34,0.13,0.11,0.12,0.01,0.0,12370.34,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2019-01-02,100900.0,12572.14,0.13,0.11,0.12,0.01,0.0,12572.14,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1246
2019-01-03,100900.0,12390.52,0.13,0.11,0.12,0.01,0.0,12390.52,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1228
2019-01-04,100900.0,12269.44,0.13,0.11,0.12,0.01,0.0,12269.44,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1216
2019-01-07,100900.0,11502.6,0.13,0.11,0.12,0.01,0.0,11502.6,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.114
2019-01-08,100900.0,12047.46,0.13,0.11,0.12,0.01,0.0,12047.46,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1194
2019-01-09,100900.0,11764.94,0.13,0.11,0.12,0.01,0.0,11764.94,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1166
2019-01-10,100900.0,11764.94,0.12,0.14,0.11,0.01,0.0,11764.94,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1166
2019-01-11,100900.0,15942.2,0.12,0.14,0.11,0.02,0.0,15942.2,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.158
2019-01-14,100900.0,14004.92,0.12,0.07,0.11,0.01,0.0,14004.92,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1388
2019-01-15,100900.0,12834.48,0.12,0.06,0.11,0.01,0.0,12834.48,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1272
2019-01-16,100900.0,14004.92,0.12,0.06,0.11,0.01,0.0,14004.92,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1388
2019-01-17,100900.0,12814.3,0.12,0.05,0.11,0.01,0.0,12814.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.127
2019-01-18,100900.0,13096.82,0.12,0.05,0.11,0.01,0.0,13096.82,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1298
2019-01-21,100900.0,12713.4,0.12,0.05,0.11,0.01,0.0,12713.4,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.126
2019-01-22,100900.0,12814.3,0.12,0.05,0.11,0.01,0.0,12814.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.127
2019-01-23,100900.0,12935.38,0.12,0.05,0.11,0.01,0.0,12935.38,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1282
2019-01-24,100900.0,12814.3,0.1,0.05,0.1,0.01,0.0,12814.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.127
2019-01-25,100900.0,12794.12,0.1,0.05,0.1,0.01,0.0,12794.12,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1268
2019-01-28,100900.0,12632.68,0.1,0.05,0.1,0.01,0.0,12632.68,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1252
2019-01-29,100900.0,12329.98,0.1,0.05,0.1,0.01,0.0,12329.98,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1222
2019-01-30,100900.0,12491.42,0.1,0.05,0.1,0.01,0.0,12491.42,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1238
2019-01-31,100900.0,12329.98,0.1,0.05,0.1,0.01,0.0,12329.98,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1222
2019-02-01,100900.0,12108.0,0.1,0.05,0.1,0.01,0.0,12108.0,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.12
2019-02-04,100900.0,12814.3,0.1,0.05,0.1,0.01,0.0,12814.3,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.127
2019-02-05,100900.0,12592.32,0.1,0.05,0.1,0.01,0.0,12592.32,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1248
2019-02-06,100900.0,12390.52,0.1,0.05,0.1,0.01,0.0,12390.52,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1228
2019-02-07,100900.0,12451.06,0.1,0.05,0.1,0.01,0.0,12451.06,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1234
2019-02-08,100900.0,12229.08,0.1,0.05,0.1,0.01,0.0,12229.08,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1212
2019-02-11,100900.0,12229.08,0.1,0.05,0.1,0.01,0.0,12229.08,0.0,100900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1212
2019-02-12,50900.0,6260.7,0.05,0.03,0.05,0.01,0.0,6260.7,0.0,50900.0,0.0,,,,,,,,,,,,,,,,,50000.0,0.0,0.01,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.123
2019-02-13,50900.0,6728.98,0.05,0.02,0.05,0.01,0.0,6728.98,0.0,50900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1322
2019-02-14,503.0,58.75,0.0,0.0,0.0,0.0,0.0,58.75,0.0,503.0,0.0,,,,,,,,,,,,,,,,,50397.0,0.0,0.01,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1168
2019-02-15,503.0,58.35,0.0,0.0,0.0,0.0,0.0,58.35,0.0,503.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.116
2019-02-18,503.0,55.23,0.0,0.0,0.0,0.0,0.0,55.23,0.0,503.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.1098
2019-02-19,503.0,50.8,0.0,0.0,0.0,0.0,0.0,50.8,0.0,503.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.101
2019-02-20,503.0,49.29,0.0,0.0,0.0,0.0,0.0,49.29,0.0,503.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.098
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0961
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0945
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0928
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0849
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0796
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0865
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0838
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0844
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0928
2019-03-18,12000.0,1107.6,0.01,0.01,0.01,0.0,0.0,1107.6,0.0,12000.0,0.0,,,,,,12000.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0923
2019-03-19,60000.0,5358.0,0.05,0.04,0.05,0.01,0.0,5358.0,0.0,60000.0,0.0,,,,,,48000.0,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.91,0.681,80.09,0.0,0.0893
2019-03-20,60000.0,5250.0,0.05,0.04,0.05,0.01,0.0,5250.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.68,80.0,0.0,0.0875
2019-03-21,60000.0,5100.0,0.05,0.04,0.05,0.01,0.0,5100.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.68,80.0,0.0,0.085
2019-03-22,60000.0,4980.0,0.05,0.04,0.05,0.01,0.0,4980.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.68,80.0,0.0,0.083
2019-03-25,60000.0,4920.0,0.05,0.04,0.05,0.01,0.0,4920.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.68,80.0,0.0,0.082
2019-03-26,60000.0,5310.0,0.05,0.04,0.05,0.0,0.0,5310.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.68,80.0,0.0,0.0885
2019-03-27,48000.0,4233.6,0.04,0.03,0.04,0.0,0.0,4233.6,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,12000.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0882
2019-03-28,48000.0,4267.2,0.04,0.03,0.04,0.0,0.0,4267.2,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0889
2019-03-29,48000.0,4233.6,0.04,0.03,0.04,0.0,0.0,4233.6,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0882
2019-04-01,48000.0,4171.2,0.04,0.03,0.04,0.0,0.0,4171.2,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0869
2019-04-02,48000.0,4036.8,0.04,0.03,0.04,0.0,0.0,4036.8,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0841
2019-04-03,48000.0,3969.6,0.04,0.03,0.04,0.0,0.0,3969.6,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0827
2019-04-04,48000.0,3936.0,0.04,0.03,0.04,0.0,0.0,3936.0,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.082
2019-04-05,48000.0,4070.4,0.04,0.03,0.04,0.0,0.0,4070.4,0.0,48000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,0.0848
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0826
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0889
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0864
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0899
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0893
