,MTF FP Equity_DX_SI_QTY,MTF FP Equity_DX_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTF FP Equity_DX_SI_MV,MTF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTF FP Equity_DX_SUPPLY_SI_QTY,MTF FP Equity_DX_BROKER_SI_QTY,MTF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTF FP Equity_DX_BROKER_SI_MV_NEW_x,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTF FP Equity_DX_BROKER_SI_MV_INC_x,MTF FP Equity_DX_BROKER_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_NEW,MTF FP Equity_DX_SUPPLY_SI_MV_DEC,MTF FP Equity_DX_BROKER_SI_QTY_INC,MTF FP Equity_DX_SUPPLY_SI_QTY_DEC,MTF FP Equity_DX_BROKER_SI_MV_NEW_y,MTF FP Equity_DX_BROKER_SI_MV_INC_y,MTF FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTF FP Equity_DX_BROKER_SI_MV_ADD,MTF FP Equity_DX_SUPPLY_SI_QTY_ADD,MTF FP Equity_DX_BROKER_SI_QTY_DEC,MTF FP Equity_DX_SUPPLY_SI_MV,MTF FP Equity_DX_BROKER_SI_MV_DEC,MTF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTF FP Equity_DX_UTILIZATION_QUANTITY,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTF FP Equity_DX_ACTIVE_UTILIZATION_MV,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTF FP Equity_DX_BROKER_SI_CON_RATIO,MTF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTF FP Equity_DX_DEMAND_SUPPLY_RATIO,MTF FP Equity_PX_LAST
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.16
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.66
2013-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.45
2013-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.15
2013-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.04
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.07
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.06
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.59
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.92
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.94
2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.25
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.13
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.88
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.21
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.26
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.29
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.97
2013-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.9
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0
2013-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.22
2013-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.64
2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.82
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.36
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.17
2013-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.46
2013-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.27
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.79
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.77
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.89
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.04
2013-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.68
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.53
2013-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.47
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.94
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.62
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.58
2013-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.39
2013-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.78
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.95
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.24
2013-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.07
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.45
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.22
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.51
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.31
2013-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.85
2013-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.34
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5
2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9
2013-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.36
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.13
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.43
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.44
2013-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.47
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.38
2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.07
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.06
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.56
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.53
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.07
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.53
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.61
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.85
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.53
2014-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.43
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.41
2014-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.88
2014-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.29
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.42
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.12
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.83
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.34
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.99
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.65
2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.94
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.47
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.58
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.94
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.33
2014-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.95
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2014-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.86
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.45
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.14
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.73
2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.69
2014-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.1
2014-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.71
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.59
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.81
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.38
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.99
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5
2014-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.61
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.55
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.83
2014-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.91
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.87
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.12
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.01
2014-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.27
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.59
2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.03
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.41
2014-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.99
2014-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.38
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.26
2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.43
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.88
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.37
2014-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.98
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.76
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.86
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.27
2014-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.85
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.76
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.86
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.39
2014-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.77
2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.01
2014-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.25
2014-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.85
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.52
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.56
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.54
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.77
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.66
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.05
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.38
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.98
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.72
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.23
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.1
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.13
2014-04-28,4050.0,658935.0,3.59,1.19,0.66,658935.0,0.0,4050.0,0.0,,,,4050.0,,,,,,,,0.66,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,162.7
2014-04-29,4050.0,657882.0,3.59,1.19,0.66,657882.0,0.0,4050.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,162.44
2014-04-30,4050.0,661527.0,5.17,1.4,0.66,661527.0,0.0,4050.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.34
2014-05-01,4050.0,661527.0,5.16,1.4,0.66,661527.0,0.0,4050.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2014-05-02,4050.0,663795.0,5.16,1.4,0.66,663795.0,0.0,4050.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.9
2014-05-05,4050.0,663268.5,5.12,1.4,0.66,663268.5,0.0,4050.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,163.77
2014-05-06,4050.0,665334.0,5.12,1.4,0.66,665334.0,0.0,4050.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.28
2014-05-07,1457.0,239108.27,1.88,0.5,0.24,239108.27,0.0,1457.0,0.0,,,,,,,,,,,,,,2593.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.11
2014-05-08,1457.0,240361.29,1.87,0.5,0.24,240361.29,0.0,1457.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.97
2014-05-09,1457.0,239647.36,1.87,0.5,0.24,239647.36,0.0,1457.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.48
2014-05-12,1457.0,238962.57,1.87,0.5,0.24,238962.57,0.0,1457.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.01
2014-05-13,1457.0,239924.19,1.91,0.5,0.24,239924.19,0.0,1457.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.67
2014-05-14,1457.0,241468.61,1.87,0.43,0.24,241468.61,0.0,1457.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.73
2014-05-15,1340.0,222306.0,1.83,0.39,0.22,222306.0,0.0,1340.0,0.0,,,,,,,,,,,,,,117.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,165.9
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.53
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.78
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.29
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.57
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.95
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.48
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.35
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.7
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.11
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.67
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.29
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.12
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.41
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.87
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.58
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.31
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.89
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.85
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.74
2014-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.88
2014-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.52
2014-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.99
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.82
2014-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.23
2014-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.57
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.18
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.62
2014-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.88
2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.36
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.24
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.39
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.28
2014-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.18
2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.18
2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.81
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.83
2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.24
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.96
2014-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.12
2014-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.44
2014-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.87
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.77
2014-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.64
2014-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.89
2014-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.3
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.98
2014-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.62
2014-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.17
2014-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.84
2014-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.27
2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.51
2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.66
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.47
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.34
2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.03
2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.04
2014-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.91
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.4
2014-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.33
2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.24
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.32
2014-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.61
2014-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.65
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.28
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.92
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.59
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.35
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.47
2014-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.05
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.15
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.29
2014-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.34
2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.67
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.1
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.43
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.92
2014-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.08
2014-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.12
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.47
2014-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.85
2014-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.94
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.44
2014-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.25
2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.68
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.93
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.37
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.15
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.63
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.02
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.62
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.36
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.62
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.9
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.48
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.56
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.32
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.91
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.97
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.92
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.6
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.04
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.12
