,ALUVI FP Equity_DX_SI_QTY,ALUVI FP Equity_DX_SHORT_INTEREST_VALUE,ALUVI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUVI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUVI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUVI FP Equity_DX_SI_MV,ALUVI FP Equity_DX_DSS,ALUVI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUVI FP Equity_DX_SUPPLY_SI_QTY,ALUVI FP Equity_DX_BROKER_SI_QTY,ALUVI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUVI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALUVI FP Equity_DX_BROKER_SI_MV_INC_x,ALUVI FP Equity_DX_BROKER_SI_QTY_ADD,ALUVI FP Equity_DX_SUPPLY_SI_MV_DEC,ALUVI FP Equity_DX_BROKER_SI_QTY_INC,ALUVI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALUVI FP Equity_DX_BROKER_SI_MV_INC_y,ALUVI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALUVI FP Equity_DX_BROKER_SI_MV_ADD,ALUVI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALUVI FP Equity_DX_BROKER_SI_QTY_DEC,ALUVI FP Equity_DX_SUPPLY_SI_MV,ALUVI FP Equity_DX_BROKER_SI_MV_DEC,ALUVI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUVI FP Equity_DX_UTILIZATION_QUANTITY,ALUVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUVI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUVI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUVI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUVI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALUVI FP Equity_DX_BROKER_SI_CON_RATIO,ALUVI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALUVI FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-06-24,1775.0,16951.25,0.14,0.09,0.07,0.02,0.0,16951.25,750.0,1775.0,7162.5,,0.01,,,750.0,,0.01,,,750.0,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1833
2020-06-25,1775.0,16596.25,0.14,0.1,0.07,0.02,0.0,16596.25,750.0,1775.0,7012.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1833
2020-06-26,1715.0,16206.75,0.13,0.1,0.07,0.02,0.0,16206.75,750.0,1715.0,7087.5,,,,,,,,,,,60.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.1433
2020-06-29,2215.0,20267.25,0.17,0.13,0.09,0.02,0.0,20267.25,750.0,2215.0,6862.5,,0.0,,,500.0,,0.0,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4767
2020-06-30,2215.0,20267.25,0.17,0.13,0.09,0.02,0.0,20267.25,750.0,2215.0,6862.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4767
2020-07-01,2215.0,20267.25,0.17,0.13,0.09,0.02,0.0,20267.25,750.0,2215.0,6862.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4767
2020-07-02,2215.0,20710.25,0.17,0.13,0.09,0.02,0.0,20710.25,750.0,2215.0,7012.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4767
2020-07-03,2215.0,20267.25,0.17,0.13,0.09,0.02,0.0,20267.25,750.0,2215.0,6862.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.4767
2020-07-06,2965.0,25943.75,0.23,0.18,0.12,0.03,0.0,25943.75,750.0,2965.0,6562.5,,0.01,,,750.0,,0.01,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.9767
2020-07-07,2965.0,26536.75,0.23,0.18,0.12,0.03,0.0,26536.75,750.0,2965.0,6712.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.9767
2020-07-08,2965.0,26388.5,0.23,0.18,0.12,0.03,0.0,26388.5,750.0,2965.0,6675.0,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.9767
2020-07-09,3155.0,27764.0,0.24,0.2,0.12,0.03,0.0,27764.0,750.0,3155.0,6600.0,,0.0,,,190.0,,0.0,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.1033
2020-07-10,3155.0,26975.25,0.24,0.2,0.12,0.03,0.0,26975.25,750.0,3155.0,6412.5,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.1033
2020-07-13,2705.0,23668.75,0.21,0.19,0.11,0.02,0.0,23668.75,0.0,2705.0,0.0,,,,0.01,,750.0,,,,,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-07-14,2705.0,23398.25,0.21,0.19,0.11,0.02,0.0,23398.25,0.0,2705.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-07-15,2705.0,23398.25,0.21,0.19,0.11,0.02,0.0,23398.25,0.0,2705.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-07-16,2705.0,23533.5,0.21,0.2,0.11,0.02,0.0,23533.5,0.0,2705.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-07-17,2640.0,25344.0,0.2,0.22,0.1,0.02,0.0,25344.0,100.0,2640.0,960.0,,,,,,,,,,100.0,65.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,13.2
2020-07-20,2640.0,26268.0,0.2,0.26,0.1,0.03,0.0,26268.0,100.0,2640.0,995.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,13.2
2020-07-21,2640.0,25080.0,0.2,0.27,0.1,0.03,0.0,25080.0,100.0,2640.0,950.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,13.2
2020-07-22,2540.0,24511.0,0.19,0.26,0.1,0.02,0.0,24511.0,100.0,2540.0,965.0,,,,,,,,,,,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-23,2540.0,24384.0,0.19,0.26,0.1,0.02,0.0,24384.0,100.0,2540.0,960.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-24,2540.0,22987.0,0.19,0.27,0.1,0.02,0.0,22987.0,100.0,2540.0,905.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-27,2540.0,22860.0,0.19,0.26,0.1,0.02,0.0,22860.0,100.0,2540.0,900.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-28,2540.0,21082.0,0.19,0.26,0.1,0.02,0.0,21082.0,100.0,2540.0,830.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-29,2540.0,21336.0,0.19,0.26,0.1,0.02,0.0,21336.0,100.0,2540.0,840.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-30,2540.0,21971.0,0.19,0.37,0.1,0.02,0.0,21971.0,100.0,2540.0,865.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,12.7
2020-07-31,2140.0,18404.0,0.16,0.34,0.08,0.02,0.0,18404.0,100.0,2140.0,860.0,,,,,,,,,,,400.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.7
2020-08-03,2040.0,17544.0,0.16,0.33,0.08,0.02,0.0,17544.0,100.0,2040.0,860.0,,,,,,,,,,,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-04,2040.0,17034.0,0.16,0.37,0.08,0.02,0.0,17034.0,100.0,2040.0,835.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-05,2040.0,17442.0,0.16,0.38,0.08,0.02,0.0,17442.0,100.0,2040.0,855.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-06,2040.0,18360.0,0.16,0.38,0.08,0.02,0.0,18360.0,100.0,2040.0,900.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-07,2040.0,18768.0,0.16,0.37,0.08,0.02,0.0,18768.0,100.0,2040.0,920.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-10,2040.0,19788.0,0.16,0.37,0.08,0.02,0.0,19788.0,100.0,2040.0,970.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-11,2040.0,19584.0,0.16,0.36,0.08,0.02,0.0,19584.0,100.0,2040.0,960.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-12,2040.0,19482.0,0.16,0.35,0.08,0.02,0.0,19482.0,100.0,2040.0,955.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-13,2040.0,19584.0,0.16,0.35,0.08,0.02,0.0,19584.0,100.0,2040.0,960.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-14,2040.0,19584.0,0.16,0.35,0.08,0.02,0.0,19584.0,100.0,2040.0,960.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-17,2040.0,20298.0,0.16,0.35,0.08,0.02,0.0,20298.0,100.0,2040.0,995.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-18,2040.0,20298.0,0.16,0.36,0.08,0.02,0.0,20298.0,100.0,2040.0,995.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-19,2040.0,19788.0,0.16,0.37,0.08,0.02,0.0,19788.0,100.0,2040.0,970.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-20,2040.0,19686.0,0.16,0.37,0.08,0.02,0.0,19686.0,100.0,2040.0,965.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-21,2040.0,19992.0,0.16,0.37,0.08,0.02,0.0,19992.0,100.0,2040.0,980.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-24,2040.0,20196.0,0.16,0.38,0.08,0.02,0.0,20196.0,100.0,2040.0,990.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-25,2040.0,19992.0,0.16,0.38,0.08,0.02,0.0,19992.0,100.0,2040.0,980.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-26,2040.0,20094.0,0.16,0.38,0.08,0.02,0.0,20094.0,100.0,2040.0,985.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-27,2040.0,19788.0,0.16,0.39,0.08,0.02,0.0,19788.0,100.0,2040.0,970.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-28,2040.0,19686.0,0.16,0.39,0.08,0.02,0.0,19686.0,100.0,2040.0,965.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-08-31,2040.0,19788.0,0.16,0.45,0.08,0.02,0.0,19788.0,100.0,2040.0,970.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-01,2040.0,18666.0,0.16,0.47,0.08,0.02,0.0,18666.0,100.0,2040.0,915.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-02,2040.0,18462.0,0.16,0.49,0.08,0.02,0.0,18462.0,100.0,2040.0,905.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-03,2040.0,18972.0,0.16,0.51,0.08,0.02,0.0,18972.0,100.0,2040.0,930.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-04,2040.0,18768.0,0.16,0.52,0.08,0.02,0.0,18768.0,100.0,2040.0,920.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-07,2040.0,18258.0,0.16,0.57,0.08,0.02,0.0,18258.0,100.0,2040.0,895.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-08,2040.0,18258.0,0.16,0.57,0.08,0.02,0.0,18258.0,100.0,2040.0,895.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-09,2040.0,17850.0,0.16,0.63,0.08,0.02,0.0,17850.0,100.0,2040.0,875.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-10,2040.0,17544.0,0.16,0.63,0.08,0.02,0.0,17544.0,100.0,2040.0,860.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-11,2040.0,17850.0,0.16,0.63,0.08,0.02,0.0,17850.0,100.0,2040.0,875.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-14,2040.0,17340.0,0.16,0.64,0.08,0.02,0.0,17340.0,100.0,2040.0,850.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-15,2040.0,17442.0,0.16,0.63,0.08,0.02,0.0,17442.0,100.0,2040.0,855.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-16,2040.0,17850.0,0.16,0.61,0.08,0.02,0.0,17850.0,100.0,2040.0,875.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-17,2040.0,17646.0,0.16,0.63,0.08,0.02,0.0,17646.0,100.0,2040.0,865.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-18,2040.0,18360.0,0.16,0.65,0.08,0.02,0.0,18360.0,100.0,2040.0,900.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-21,2040.0,19584.0,0.16,0.59,0.08,0.02,0.0,19584.0,100.0,2040.0,960.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-22,2040.0,18666.0,0.16,0.56,0.08,0.02,0.0,18666.0,100.0,2040.0,915.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-23,2040.0,18564.0,0.16,0.57,0.08,0.02,0.0,18564.0,100.0,2040.0,910.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-24,2040.0,18870.0,0.16,0.58,0.08,0.02,0.0,18870.0,100.0,2040.0,925.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-25,2040.0,18564.0,0.16,0.59,0.08,0.02,0.0,18564.0,100.0,2040.0,910.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-28,2040.0,18666.0,0.16,0.58,0.08,0.02,0.0,18666.0,100.0,2040.0,915.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-29,2040.0,18462.0,0.16,0.62,0.08,0.02,0.0,18462.0,100.0,2040.0,905.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-09-30,2040.0,18360.0,0.16,0.62,0.08,0.02,0.0,18360.0,100.0,2040.0,900.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-01,2040.0,18360.0,0.16,0.64,0.08,0.02,0.0,18360.0,100.0,2040.0,900.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-02,2040.0,17952.0,0.16,0.64,0.08,0.02,0.0,17952.0,100.0,2040.0,880.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-05,2040.0,17646.0,0.16,0.64,0.08,0.02,0.0,17646.0,100.0,2040.0,865.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-06,2040.0,17952.0,0.16,0.58,0.08,0.02,0.0,17952.0,100.0,2040.0,880.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-07,2040.0,17952.0,0.16,0.59,0.08,0.02,0.0,17952.0,100.0,2040.0,880.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-08,2040.0,17340.0,0.16,0.58,0.08,0.02,0.0,17340.0,100.0,2040.0,850.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-09,2040.0,20400.0,0.16,0.5,0.08,0.02,0.0,20400.0,100.0,2040.0,1000.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-12,2040.0,20094.0,0.16,0.34,0.08,0.02,0.0,20094.0,100.0,2040.0,985.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-13,2040.0,19686.0,0.16,0.32,0.08,0.02,0.0,19686.0,100.0,2040.0,965.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-14,2040.0,23052.0,0.16,0.32,0.08,0.02,0.0,23052.0,100.0,2040.0,1130.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-15,2040.0,23256.0,0.16,0.22,0.08,0.02,0.0,23256.0,100.0,2040.0,1140.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-16,2040.0,23664.0,0.16,0.19,0.08,0.02,0.0,23664.0,100.0,2040.0,1160.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-19,2040.0,23256.0,0.16,0.18,0.08,0.02,0.0,23256.0,100.0,2040.0,1140.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-20,2040.0,23052.0,0.16,0.18,0.08,0.02,0.0,23052.0,100.0,2040.0,1130.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-21,2040.0,24072.0,0.16,0.17,0.08,0.02,0.0,24072.0,100.0,2040.0,1180.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-22,2040.0,22848.0,0.16,0.15,0.08,0.02,0.0,22848.0,100.0,2040.0,1120.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
2020-10-23,2040.0,20094.0,0.16,0.15,0.08,0.02,0.0,20094.0,100.0,2040.0,985.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,10.2
