,EDEU FP Equity_DX_SI_QTY,EDEU FP Equity_DX_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EDEU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EDEU FP Equity_DX_SI_MV,EDEU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EDEU FP Equity_DX_SUPPLY_SI_QTY,EDEU FP Equity_DX_BROKER_SI_QTY,EDEU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EDEU FP Equity_DX_SUPPLY_SI_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EDEU FP Equity_DX_UTILIZATION_QUANTITY,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EDEU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EDEU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EDEU FP Equity_DX_ACTIVE_UTILIZATION_MV,EDEU FP Equity_DX_BROKER_SI_CON_RATIO,EDEU FP Equity_DX_DEMAND_SUPPLY_RATIO,EDEU FP Equity_PX_LAST
2024-11-18,,,,,,,,,,,,,,,,,,,132.36
2024-11-19,,,,,,,,,,,,,,,,,,,131.08
2024-11-20,,,,,,,,,,,,,,,,,,,131.24
2024-11-21,,,,,,,,,,,,,,,,,,,132.1
2024-11-22,,,,,,,,,,,,,,,,,,,132.7
2024-11-25,,,,,,,,,,,,,,,,,,,132.6
2024-11-26,,,,,,,,,,,,,,,,,,,131.76
2024-11-27,,,,,,,,,,,,,,,,,,,131.3
2024-11-28,,,,,,,,,,,,,,,,,,,131.86
2024-11-29,,,,,,,,,,,,,,,,,,,132.36
2024-12-02,,,,,,,,,,,,,,,,,,,132.98
2024-12-03,,,,,,,,,,,,,,,,,,,133.86
2024-12-04,,,,,,,,,,,,,,,,,,,134.12
2024-12-05,,,,,,,,,,,,,,,,,,,135.4
2024-12-06,,,,,,,,,,,,,,,,,,,135.3
2024-12-09,,,,,,,,,,,,,,,,,,,135.92
2024-12-10,,,,,,,,,,,,,,,,,,,135.62
2024-12-11,,,,,,,,,,,,,,,,,,,135.78
2024-12-12,,,,,,,,,,,,,,,,,,,135.46
2024-12-13,,,,,,,,,,,,,,,,,,,135.26
2024-12-16,,,,,,,,,,,,,,,,,,,134.48
2024-12-17,,,,,,,,,,,,,,,,,,,133.82
2024-12-18,,,,,,,,,,,,,,,,,,,133.7
2024-12-19,,,,,,,,,,,,,,,,,,,132.4
2024-12-20,,,,,,,,,,,,,,,,,,,131.92
2024-12-23,,,,,,,,,,,,,,,,,,,131.9
2024-12-24,,,,,,,,,,,,,,,,,,,131.5
2024-12-27,,,,,,,,,,,,,,,,,,,133.18
2024-12-30,,,,,,,,,,,,,,,,,,,133.04
2024-12-31,,,,,,,,,,,,,,,,,,,133.44
2025-01-02,,,,,,,,,,,,,,,,,,,134.82
2025-01-03,,,,,,,,,,,,,,,,,,,134.42
2025-01-06,,,,,,,,,,,,,,,,,,,135.54
2025-01-07,,,,,,,,,,,,,,,,,,,135.94
2025-01-08,,,,,,,,,,,,,,,,,,,135.52
2025-01-09,,,,,,,,,,,,,,,,,,,135.62
2025-01-10,,,,,,,,,,,,,,,,,,,134.72
2025-01-13,,,,,,,,,,,,,,,,,,,134.6
2025-01-14,,,,,,,,,,,,,,,,,,,134.28
2025-01-15,,,,,,,,,,,,,,,,,,,136.08
2025-01-16,,,,,,,,,,,,,,,,,,,136.24
2025-01-17,,,,,,,,,,,,,,,,,,,137.6
2025-01-20,,,,,,,,,,,,,,,,,,,137.58
2025-01-21,,,,,,,,,,,,,,,,,,,137.68
2025-01-22,,,,,,,,,,,,,,,,,,,137.86
2025-01-23,,,,,,,,,,,,,,,,,,,138.76
2025-01-24,,,,,,,,,,,,,,,,,,,138.6
2025-01-27,,,,,,,,,,,,,,,,,,,139.1
2025-01-28,,,,,,,,,,,,,,,,,,,139.56
2025-01-29,,,,,,,,,,,,,,,,,,,140.06
2025-01-30,,,,,,,,,,,,,,,,,,,141.06
2025-01-31,,,,,,,,,,,,,,,,,,,140.86
2025-02-03,,,,,,,,,,,,,,,,,,,139.86
2025-02-04,,,,,,,,,,,,,,,,,,,140.48
2025-02-05,,,,,,,,,,,,,,,,,,,140.98
2025-02-06,,,,,,,,,,,,,,,,,,,142.54
2025-02-07,,,,,,,,,,,,,,,,,,,142.62
2025-02-10,,,,,,,,,,,,,,,,,,,142.96
2025-02-11,,,,,,,,,,,,,,,,,,,143.3
2025-02-12,,,,,,,,,,,,,,,,,,,142.7
2025-02-13,,,,,,,,,,,,,,,,,,,143.64
2025-02-14,,,,,,,,,,,,,,,,,,,143.48
2025-02-17,,,,,,,,,,,,,,,,,,,144.38
2025-02-18,,,,,,,,,,,,,,,,,,,145.04
2025-02-19,,,,,,,,,,,,,,,,,,,144.08
2025-02-20,,,,,,,,,,,,,,,,,,,143.94
2025-02-21,,,,,,,,,,,,,,,,,,,144.66
2025-02-24,,,,,,,,,,,,,,,,,,,145.14
2025-02-25,,,,,,,,,,,,,,,,,,,146.22
2025-02-26,,,,,,,,,,,,,,,,,,,147.66
2025-02-27,,,,,,,,,,,,,,,,,,,147.4
2025-02-28,,,,,,,,,,,,,,,,,,,147.12
2025-03-03,,,,,,,,,,,,,,,,,,,148.24
2025-03-04,,,,,,,,,,,,,,,,,,,145.56
2025-03-05,,,,,,,,,,,,,,,,,,,147.1
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,29584.0,0.03,0.0,0.0,0.0,147.92
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,29576.0,0.03,0.0,0.0,0.0,147.88
2025-03-10,,,,,,,,,,,,,,,,,,,147.18
2025-03-11,,,,,,,,,,,,,,,,,,,145.14
2025-03-12,,,,,,,,,,,,,,,,,,,145.86
2025-03-13,,,,,,,,,,,,,,,,,,,146.22
2025-03-14,,,,,,,,,,,,,,,,,,,146.58
2025-03-17,,,,,,,,,,,,,,,,,,,147.96
2025-03-18,,,,,,,,,,,,,,,,,,,149.16
2025-03-19,,,,,,,,,,,,,,,,,,,149.72
2025-03-20,,,,,,,,,,,,,,,,,,,148.96
2025-03-21,,,,,,,,,,,,,,,,,,,148.28
2025-03-24,,,,,,,,,,,,,,,,,,,148.64
2025-03-25,,,,,,,,,,,,,,,,,,,149.2
2025-03-26,,,,,,,,,,,,,,,,,,,149.0
2025-03-27,,,,,,,,,,,,,,,,,,,148.74
2025-03-28,,,,,,,,,,,,,,,,,,,147.62
2025-03-31,,,,,,,,,,,,,,,,,,,145.94
2025-04-01,,,,,,,,,,,,,,,,,,,147.08
2025-04-02,,,,,,,,,,,,,,,,,,,146.34
2025-04-03,,,,,,,,,,,,,,,,,,,142.86
2025-04-04,,,,,,,,,,,,,,,,,,,135.64
2025-04-07,,,,,,,,,,,,,,,,,,,128.94
2025-04-08,,,,,,,,,,,,,,,,,,,132.24
2025-04-09,,,,,,,,,,,,,,,,,,,127.9
2025-04-10,,,,,,,,,,,,,,,,,,,132.46
2025-04-11,,,,,,,,,,,,,,,,,,,132.04
2025-04-14,,,,,,,,,,,,,,,,,,,135.62
2025-04-15,,,,,,,,,,,,,,,,,,,138.38
2025-04-16,,,,,,,,,,,,,,,,,,,138.38
2025-04-17,,,,,,,,,,,,,,,,,,,138.02
2025-04-22,,,,,,,,,,,,,,,,,,,138.7
2025-04-23,,,,,,,,,,,,,,,,,,,140.96
2025-04-24,,,,,,,,,,,,,,,,,,,141.5
2025-04-25,,,,,,,,,,,,,,,,,,,142.08
2025-04-28,,,,,,,,,,,,,,,,,,,143.44
2025-04-29,,,,,,,,,,,,,,,,,,,144.72
2025-04-30,,,,,,,,,,,,,,,,,,,144.56
2025-05-02,,,,,,,,,,,,,,,,,,,146.2
2025-05-05,,,,,,,,,,,,,,,,,,,146.94
2025-05-06,,,,,,,,,,,,,,,,,,,146.96
2025-05-07,,,,,,,,,,,,,,,,,,,147.08
2025-05-08,,,,,,,,,,,,,,,,,,,148.0
2025-05-09,,,,,,,,,,,,,,,,,,,148.82
2025-05-12,,,,,,,,,,,,,,,,,,,150.86
2025-05-13,,,,,,,,,,,,,,,,,,,151.58
2025-05-14,,,,,,,,,,,,,,,,,,,152.02
2025-05-15,,,,,,,,,,,,,,,,,,,152.68
2025-05-16,,,,,,,,,,,,,,,,,,,153.2
2025-05-19,,,,,,,,,,,,,,,,,,,153.62
2025-05-20,,,,,,,,,,,,,,,,,,,155.34
2025-05-21,,,,,,,,,,,,,,,,,,,155.38
2025-05-22,,,,,,,,,,,,,,,,,,,155.04
2025-05-23,,,,,,,,,,,,,,,,,,,153.28
2025-05-26,,,,,,,,,,,,,,,,,,,155.12
2025-05-27,,,,,,,,,,,,,,,,,,,155.36
2025-05-28,,,,,,,,,,,,,,,,,,,154.86
2025-05-29,,,,,,,,,,,,,,,,,,,154.7
2025-05-30,,,,,,,,,,,,,,,,,,,154.94
2025-06-02,,,,,,,,,,,,,,,,,,,155.18
2025-06-03,,,,,,,,,,,,,,,,,,,155.26
2025-06-04,,,,,,,,,,,,,,,,,,,155.5
2025-06-05,,,,,,,,,,,,,,,,,,,155.8
2025-06-06,,,,,,,,,,,,,,,,,,,156.06
2025-06-09,,,,,,,,,,,,,,,,,,,156.2
2025-06-10,,,,,,,,,,,,,,,,,,,156.76
2025-06-11,,,,,,,,,,,,,,,,,,,156.56
2025-06-12,,,,,,,,,,,,,,,,,,,156.3
2025-06-13,,,,,,,,,,,,,,,,,,,155.08
2025-06-16,,,,,,,,,,,,,,,,,,,155.72
2025-06-17,,,,,,,,,,,,,,,,,,,154.64
2025-06-18,,,,,,,,,,,,,,,,,,,154.1
2025-06-19,,,,,,,,,,,,,,,,,,,153.18
2025-06-20,,,,,,,,,,,,,,,,,,,154.6
2025-06-23,,,,,,,,,,,,,,,,,,,152.36
2025-06-24,,,,,,,,,,,,,,,,,,,153.84
2025-06-25,,,,,,,,,,,,,,,,,,,152.6
2025-06-26,,,,,,,,,,,,,,,,,,,153.16
2025-06-27,,,,,,,,,,,,,,,,,,,154.88
2025-06-30,,,,,,,,,,,,,,,,,,,154.5
2025-07-01,,,,,,,,,,,,,,,,,,,154.14
2025-07-02,,,,,,,,,,,,,,,,,,,154.0
2025-07-03,,,,,,,,,,,,,,,,,,,155.12
2025-07-04,,,,,,,,,,,,,,,,,,,154.2
2025-07-07,,,,,,,,,,,,,,,,,,,154.5
2025-07-08,,,,,,,,,,,,,,,,,,,154.98
2025-07-09,,,,,,,,,,,,,,,,,,,156.1
2025-07-10,,,,,,,,,,,,,,,,,,,156.52
2025-07-11,,,,,,,,,,,,,,,,,,,154.76
2025-07-14,,,,,,,,,,,,,,,,,,,155.0
2025-07-15,,,,,,,,,,,,,,,,,,,154.08
2025-07-16,,,,,,,,,,,,,,,,,,,153.02
2025-07-17,,,,,,,,,,,,,,,,,,,154.04
2025-07-18,,,,,,,,,,,,,,,,,,,154.12
2025-07-21,,,,,,,,,,,,,,,,,,,154.1
2025-07-22,,,,,,,,,,,,,,,,,,,153.94
2025-07-23,,,,,,,,,,,,,,,,,,,156.02
2025-07-24,,,,,,,,,,,,,,,,,,,157.0
2025-07-25,,,,,,,,,,,,,,,,,,,156.5
2025-07-28,,,,,,,,,,,,,,,,,,,156.4
2025-07-29,,,,,,,,,,,,,,,,,,,156.42
2025-07-30,,,,,,,,,,,,,,,,,,,155.72
2025-07-31,,,,,,,,,,,,,,,,,,,155.46
2025-08-01,,,,,,,,,,,,,,,,,,,151.88
2025-08-04,,,,,,,,,,,,,,,,,,,153.14
2025-08-05,,,,,,,,,,,,,,,,,,,153.74
2025-08-06,,,,,,,,,,,,,,,,,,,154.16
2025-08-07,,,,,,,,,,,,,,,,,,,155.76
2025-08-08,,,,,,,,,,,,,,,,,,,156.5
2025-08-11,,,,,,,,,,,,,,,,,,,156.5
2025-08-12,,,,,,,,,,,,,,,,,,,157.04
2025-08-13,,,,,,,,,,,,,,,,,,,157.66
2025-08-14,,,,,,,,,,,,,,,,,,,159.16
2025-08-15,,,,,,,,,,,,,,,,,,,159.08
2025-08-18,,,,,,,,,,,,,,,,,,,158.66
2025-08-19,,,,,,,,,,,,,,,,,,,160.48
2025-08-20,,,,,,,,,,,,,,,,,,,160.88
2025-08-21,,,,,,,,,,,,,,,,,,,161.34
2025-08-22,,,,,,,,,,,,,,,,,,,162.02
2025-08-25,,,,,,,,,,,,,,,,,,,161.08
2025-08-26,,,,,,,,,,,,,,,,,,,159.38
2025-08-27,,,,,,,,,,,,,,,,,,,158.78
2025-08-28,,,,,,,,,,,,,,,,,,,158.18
2025-08-29,,,,,,,,,,,,,,,,,,,157.4
