,ALSPT FP Equity_DX_SI_QTY,ALSPT FP Equity_DX_SHORT_INTEREST_VALUE,ALSPT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSPT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSPT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSPT FP Equity_DX_SI_MV,ALSPT FP Equity_DX_DSS,ALSPT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSPT FP Equity_DX_SUPPLY_SI_QTY,ALSPT FP Equity_DX_BROKER_SI_QTY,ALSPT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSPT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSPT FP Equity_DX_BROKER_SI_MV_INC_x,ALSPT FP Equity_DX_BROKER_SI_QTY_ADD,ALSPT FP Equity_DX_SUPPLY_SI_MV_DEC,ALSPT FP Equity_DX_BROKER_SI_QTY_INC,ALSPT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSPT FP Equity_DX_BROKER_SI_MV_INC_y,ALSPT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSPT FP Equity_DX_BROKER_SI_MV_ADD,ALSPT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSPT FP Equity_DX_BROKER_SI_QTY_DEC,ALSPT FP Equity_DX_SUPPLY_SI_MV,ALSPT FP Equity_DX_BROKER_SI_MV_DEC,ALSPT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSPT FP Equity_DX_UTILIZATION_QUANTITY,ALSPT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSPT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSPT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSPT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSPT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSPT FP Equity_DX_BROKER_SI_CON_RATIO,ALSPT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSPT FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-05-24,21200.0,41552.0,0.52,0.27,0.12,0.04,0.0,11564.0,18200.0,5900.0,35672.0,,,,0.03,,13000.0,,,,,13000.0,0.04,0.03,100.0,3.85,0.0,0.0,0.0,100.0,27.83,0.5783,70.75,0.0448
2022-05-25,21200.0,41128.0,0.52,0.28,0.12,0.04,0.0,11446.0,18200.0,5900.0,35308.0,,,,,,,,,,,,0.04,,100.0,3.85,0.0,0.0,0.0,100.0,27.83,0.5783,70.75,0.0448
2022-05-26,21200.0,41976.0,0.52,0.29,0.12,0.04,0.0,11682.0,18200.0,5900.0,36036.0,,,,,,,,,,,,0.04,,100.0,3.85,0.0,0.0,0.0,100.0,27.83,0.5783,70.75,0.0448
2022-05-27,21200.0,42188.0,0.52,0.34,0.12,0.04,0.0,11741.0,18200.0,5900.0,36218.0,,,,,,,,,,,,0.04,,100.0,3.85,0.0,0.0,0.0,100.0,27.84,0.5786,70.77,0.0448
2022-05-30,21200.0,41340.0,0.52,0.35,0.12,0.04,0.0,11505.0,18200.0,5900.0,35490.0,,,,,,,,,,,,0.04,,100.0,3.85,0.0,0.0,0.0,100.0,27.83,0.5783,70.75,0.0448
2022-05-31,21200.0,41340.0,0.52,0.4,0.12,0.04,0.0,11505.0,18200.0,5900.0,35490.0,,,,,,,,,,,,0.04,,100.0,3.85,0.0,0.0,0.0,100.0,27.83,0.5783,70.75,0.0448
2022-06-01,21200.0,40174.0,0.52,0.43,0.12,0.04,0.0,11180.5,18200.0,5900.0,34489.0,,,,,,,,,,,,0.04,,100.0,3.85,0.0,0.0,0.0,100.0,27.83,0.5783,70.76,0.0448
2022-06-02,21200.0,40280.0,0.52,0.46,0.12,0.04,0.0,11210.0,18200.0,5900.0,34580.0,,,,,,,,,,,,0.03,,100.0,3.85,0.0,0.0,0.0,100.0,27.77,0.5783,70.78,0.0448
2022-06-03,19200.0,36096.0,0.47,0.43,0.11,0.04,0.0,11092.0,16200.0,5900.0,30456.0,,,,0.0,,2000.0,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,30.72,0.5528,67.69,0.0406
2022-06-06,19200.0,36096.0,0.47,0.51,0.11,0.04,0.0,11092.0,16200.0,5900.0,30456.0,,,,,,,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,30.4,0.5558,68.05,0.0406
2022-06-07,19200.0,36480.0,0.47,0.54,0.11,0.04,0.0,11210.0,16200.0,5900.0,30780.0,,,,,,,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,30.73,0.5531,67.71,0.0406
2022-06-08,19200.0,35904.0,0.47,0.57,0.11,0.04,0.0,11033.0,16200.0,5900.0,30294.0,,,,,,,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,30.73,0.5531,67.71,0.0406
2022-06-09,19200.0,35904.0,0.47,0.62,0.11,0.04,0.0,11033.0,16200.0,5900.0,30294.0,,,,,,,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,30.73,0.5531,67.71,0.0406
2022-06-10,19200.0,34848.0,0.47,0.64,0.11,0.04,0.0,10708.5,16200.0,5900.0,29403.0,,,,,,,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,30.73,0.5532,67.71,0.0406
2022-06-13,16000.0,28560.0,0.39,0.55,0.09,0.03,0.0,5355.0,13000.0,3000.0,23205.0,,,,0.01,,3200.0,,,,,2900.0,0.02,0.01,100.0,2.75,0.0,0.0,0.0,100.0,18.71,0.6958,81.29,0.0339
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,13000.0,,,,,3000.0,0.0,0.01,0.0,0.0,464930.0,771783.8,0.83,0.0,,0.0,,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,470205.0,768785.18,0.78,0.0,,0.0,,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,470205.0,719413.65,0.77,0.0,,0.0,,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,470205.0,726466.73,0.72,0.0,,0.0,,0.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,713647.6,0.73,0.0,,0.0,,0.0
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469605.0,741975.9,0.71,0.0,,0.0,,0.0
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,713647.6,0.74,0.0,,0.0,,0.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,713647.6,0.71,0.0,,0.0,,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,701909.98,0.71,0.0,,0.0,,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469605.0,685623.3,0.7,0.0,,0.0,,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,699562.45,0.69,0.0,,0.0,,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,777030.78,0.7,0.0,,0.0,,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,802853.55,0.78,0.0,,0.0,,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,777030.78,0.8,0.0,,0.0,,0.0
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,727732.75,0.78,0.0,,0.0,,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,676087.2,0.73,0.0,,0.0,,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,673739.68,0.68,0.0,,0.0,,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,676087.2,0.68,0.0,,0.0,,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,676087.2,0.68,0.0,,0.0,,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,685477.3,0.68,0.0,,0.0,,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,704257.5,0.69,0.0,,0.0,,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469605.0,697363.43,0.7,0.0,,0.0,,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,694867.4,0.7,0.0,,0.0,,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,697214.93,0.69,0.0,,0.0,,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,701909.98,0.7,0.0,,0.0,,0.0
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,715995.13,0.7,0.0,,0.0,,0.0
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,704257.5,0.71,0.0,,0.0,,0.0
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,692519.88,0.7,0.0,,0.0,,0.0
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,692519.88,0.69,0.0,,0.0,,0.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,694867.4,0.69,0.0,,0.0,,0.0
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,704257.5,0.69,0.0,,0.0,,0.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,760598.1,0.7,0.0,,0.0,,0.0
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,800506.03,0.76,0.0,,0.0,,0.0
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,777030.78,0.8,0.0,,0.0,,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,809896.13,0.78,0.0,,0.0,,0.0
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,802853.55,0.81,0.0,,0.0,,0.0
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,798158.5,0.8,0.0,,0.0,,0.0
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,791115.93,0.8,0.0,,0.0,,0.0
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,793463.45,0.79,0.0,,0.0,,0.0
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,816938.7,0.79,0.0,,0.0,,0.0
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,880321.88,0.82,0.0,,0.0,,0.0
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,915534.75,0.88,0.0,,0.0,,0.0
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,913187.23,0.92,0.0,,0.0,,0.0
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,882669.4,0.92,0.0,,0.0,,0.0
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,875626.83,0.88,0.0,,0.0,,0.0
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,877974.35,0.88,0.0,,0.0,,0.0
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,868584.25,0.88,0.0,,0.0,,0.0
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,821633.75,0.87,0.0,,0.0,,0.0
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,814591.18,0.82,0.0,,0.0,,0.0
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,819286.23,0.82,0.0,,0.0,,0.0
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,469505.0,805201.08,0.82,0.0,,0.0,,0.0
2022-08-24,100.0,160.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,160.0,,,,,,,,,,100.0,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0002
2022-08-25,200.0,290.0,0.0,0.02,0.0,0.0,0.0,145.0,100.0,100.0,145.0,,,100.0,,,,,,0.0,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-08-26,4242.0,6193.32,0.1,0.31,0.02,0.01,0.0,3096.66,2121.0,2121.0,3096.66,,,2021.0,,,,,,0.0,2021.0,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,45.35,0.4583,50.05,0.009
2022-08-29,4242.0,6129.69,0.1,0.31,0.02,0.01,0.0,3064.85,2121.0,2121.0,3064.85,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,47.27,0.455,47.87,0.009
2022-08-30,4242.0,6172.11,0.1,0.31,0.02,0.01,0.0,3086.06,2121.0,2121.0,3086.06,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,47.5,0.4552,47.66,0.009
2022-08-31,4242.0,6150.9,0.1,0.31,0.02,0.01,0.0,3075.45,2121.0,2121.0,3075.45,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,47.5,0.4552,47.66,0.009
2022-09-01,4242.0,6023.64,0.1,0.31,0.02,0.01,0.0,3011.82,2121.0,2121.0,3011.82,,,,,,,,,,,,0.0,,100.0,0.45,0.0,0.0,0.0,100.0,47.59,0.4552,47.59,0.009
2022-09-02,200.0,294.0,0.0,0.01,0.0,0.0,0.0,147.0,100.0,100.0,147.0,,,,0.0,,2021.0,,,,,2021.0,0.0,0.0,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-05,200.0,289.0,0.0,0.01,0.0,0.0,0.0,144.5,100.0,100.0,144.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-06,200.0,284.0,0.0,0.01,0.0,0.0,0.0,142.0,100.0,100.0,142.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-07,200.0,283.0,0.0,0.01,0.0,0.0,0.0,141.5,100.0,100.0,141.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-08,200.0,318.0,0.0,0.01,0.0,0.0,0.0,159.0,100.0,100.0,159.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-09,200.0,306.0,0.0,0.01,0.0,0.0,0.0,153.0,100.0,100.0,153.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-12,200.0,305.0,0.0,0.01,0.0,0.0,0.0,152.5,100.0,100.0,152.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-13,200.0,300.0,0.0,0.01,0.0,0.0,0.0,150.0,100.0,100.0,150.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-14,200.0,295.0,0.0,0.01,0.0,0.0,0.0,147.5,100.0,100.0,147.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-15,200.0,299.0,0.0,0.01,0.0,0.0,0.0,149.5,100.0,100.0,149.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-16,200.0,297.0,0.0,0.01,0.0,0.0,0.0,148.5,100.0,100.0,148.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-19,200.0,274.0,0.0,0.01,0.0,0.0,0.0,137.0,100.0,100.0,137.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-20,200.0,276.0,0.0,0.01,0.0,0.0,0.0,138.0,100.0,100.0,138.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-21,200.0,274.0,0.0,0.01,0.0,0.0,0.0,137.0,100.0,100.0,137.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-22,200.0,273.0,0.0,0.02,0.0,0.0,0.0,136.5,100.0,100.0,136.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-23,200.0,274.0,0.0,0.02,0.0,0.0,0.0,137.0,100.0,100.0,137.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-26,200.0,266.0,0.0,0.02,0.0,0.0,0.0,133.0,100.0,100.0,133.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-27,200.0,272.0,0.0,0.02,0.0,0.0,0.0,136.0,100.0,100.0,136.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-28,200.0,272.0,0.0,0.02,0.0,0.0,0.0,136.0,100.0,100.0,136.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-29,200.0,266.0,0.0,0.02,0.0,0.0,0.0,133.0,100.0,100.0,133.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-09-30,200.0,261.0,0.0,0.02,0.0,0.0,0.0,130.5,100.0,100.0,130.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-03,200.0,260.0,0.0,0.02,0.0,0.0,0.0,130.0,100.0,100.0,130.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-04,200.0,241.0,0.0,0.02,0.0,0.0,0.0,120.5,100.0,100.0,120.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-05,200.0,238.0,0.0,0.02,0.0,0.0,0.0,119.0,100.0,100.0,119.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-06,200.0,217.0,0.0,0.02,0.0,0.0,0.0,108.5,100.0,100.0,108.5,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-07,200.0,218.0,0.0,0.02,0.0,0.0,0.0,109.0,100.0,100.0,109.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-10,200.0,208.0,0.0,0.02,0.0,0.0,0.0,104.0,100.0,100.0,104.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-11,200.0,208.0,0.0,0.02,0.0,0.0,0.0,104.0,100.0,100.0,104.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-12,200.0,190.0,0.0,0.02,0.0,0.0,0.0,95.0,100.0,100.0,95.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-13,200.0,180.0,0.0,0.02,0.0,0.0,0.0,90.0,100.0,100.0,90.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-14,200.0,190.0,0.0,0.02,0.0,0.0,0.0,95.0,100.0,100.0,95.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-17,200.0,192.0,0.0,0.02,0.0,0.0,0.0,96.0,100.0,100.0,96.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-10-18,1200.0,1173.6,0.03,0.09,0.01,0.0,0.0,97.8,1100.0,100.0,1075.8,1000.0,,,,,,,1000.0,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-19,1200.0,1125.6,0.03,0.09,0.01,0.0,0.0,93.8,1100.0,100.0,1031.8,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-20,1200.0,1080.0,0.03,0.08,0.01,0.0,0.0,90.0,1100.0,100.0,990.0,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-21,1200.0,1092.0,0.03,0.09,0.01,0.0,0.0,91.0,1100.0,100.0,1001.0,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-24,1200.0,1113.6,0.03,0.08,0.01,0.0,0.0,92.8,1100.0,100.0,1020.8,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-25,1200.0,1137.6,0.03,0.08,0.01,0.0,0.0,94.8,1100.0,100.0,1042.8,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-26,1200.0,1161.6,0.03,0.08,0.01,0.0,0.0,96.8,1100.0,100.0,1064.8,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-27,1200.0,1260.0,0.03,0.08,0.01,0.0,0.0,105.0,1100.0,100.0,1155.0,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-28,1200.0,1164.0,0.03,0.08,0.01,0.0,0.0,97.0,1100.0,100.0,1067.0,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-10-31,1200.0,1118.4,0.03,0.07,0.01,0.0,0.0,93.2,1100.0,100.0,1025.2,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0025
2022-11-01,1200.0,1161.6,0.03,0.07,0.01,0.0,0.0,96.8,1100.0,100.0,1064.8,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0026
2022-11-02,1200.0,1164.0,0.03,0.07,0.01,0.0,0.0,97.0,1100.0,100.0,1067.0,,,,,,,,,,,,0.0,,100.0,0.23,0.0,0.0,0.0,100.0,17.01,0.7176,82.99,0.0026
2022-11-03,200.0,194.0,0.0,0.01,0.0,0.0,0.0,97.0,100.0,100.0,97.0,,,,0.0,,1000.0,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-11-04,200.0,195.6,0.0,0.01,0.0,0.0,0.0,97.8,100.0,100.0,97.8,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-11-07,200.0,191.2,0.0,0.01,0.0,0.0,0.0,95.6,100.0,100.0,95.6,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2022-11-08,200.0,192.0,0.0,0.01,0.0,0.0,0.0,96.0,100.0,100.0,96.0,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
