,ALPAU FP Equity_DX_SI_QTY,ALPAU FP Equity_DX_SHORT_INTEREST_VALUE,ALPAU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPAU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPAU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPAU FP Equity_DX_SI_MV,ALPAU FP Equity_DX_DSS,ALPAU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPAU FP Equity_DX_SUPPLY_SI_QTY,ALPAU FP Equity_DX_BROKER_SI_QTY,ALPAU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPAU FP Equity_DX_BROKER_SI_QTY_ADD,ALPAU FP Equity_DX_SUPPLY_SI_MV_DEC,ALPAU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPAU FP Equity_DX_BROKER_SI_MV_ADD,ALPAU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPAU FP Equity_DX_BROKER_SI_QTY_DEC,ALPAU FP Equity_DX_SUPPLY_SI_MV,ALPAU FP Equity_DX_BROKER_SI_MV_DEC,ALPAU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPAU FP Equity_DX_UTILIZATION_QUANTITY,ALPAU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPAU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPAU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPAU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPAU FP Equity_DX_BROKER_SI_CON_RATIO,ALPAU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPAU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPAU FP Equity_PX_LAST
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7763.4,0.01,0.0,0.0,,0.0,1.8
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7763.4,0.01,0.0,0.0,,0.0,1.8
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7720.27,0.01,0.0,0.0,,0.0,1.79
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7741.84,0.01,0.0,0.0,,0.0,1.795
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7590.88,0.01,0.0,0.0,,0.0,1.76
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7504.62,0.01,0.0,0.0,,0.0,1.74
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7504.62,0.01,0.0,0.0,,0.0,1.74
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7461.49,0.01,0.0,0.0,,0.0,1.73
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7461.49,0.01,0.0,0.0,,0.0,1.73
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7310.54,0.01,0.0,0.0,,0.0,1.695
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7245.84,0.01,0.0,0.0,,0.0,1.68
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7116.45,0.01,0.0,0.0,,0.0,1.65
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6922.37,0.01,0.0,0.0,,0.0,1.605
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7030.19,0.01,0.0,0.0,,0.0,1.63
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7008.63,0.01,0.0,0.0,,0.0,1.625
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,7030.19,0.01,0.0,0.0,,0.0,1.63
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6922.37,0.01,0.0,0.0,,0.0,1.605
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6943.93,0.01,0.0,0.0,,0.0,1.61
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6879.24,0.01,0.0,0.0,,0.0,1.595
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6922.37,0.01,0.0,0.0,,0.0,1.605
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6728.28,0.01,0.0,0.0,,0.0,1.56
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6922.37,0.01,0.0,0.0,,0.0,1.605
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6814.54,0.01,0.0,0.0,,0.0,1.58
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6685.15,0.01,0.0,0.0,,0.0,1.55
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6620.46,0.01,0.0,0.0,,0.0,1.535
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6598.89,0.01,0.0,0.0,,0.0,1.53
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6642.02,0.01,0.0,0.0,,0.0,1.54
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6642.02,0.01,0.0,0.0,,0.0,1.54
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6642.02,0.01,0.0,0.0,,0.0,1.54
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6491.07,0.01,0.0,0.0,,0.0,1.505
2024-10-07,3000.0,4500.0,0.18,1.73,0.07,0.0,0.0,4500.0,3000.0,3000.0,4500.0,3000.0,,,0.0,3000.0,,0.0,,100.0,69.56,0.0,0.0,0.0,100.0,1.0,100.0,0.6956,1.5
2024-10-08,3000.0,4485.0,0.18,1.82,0.07,0.0,0.0,4485.0,3000.0,3000.0,4485.0,,,,,,,0.0,,100.0,69.56,0.0,0.0,0.0,100.0,1.0,100.0,0.6956,1.495
2024-10-09,3000.0,4500.0,0.18,1.78,0.07,0.0,0.0,4500.0,3000.0,3000.0,4500.0,,,,,,,0.0,,100.0,69.56,0.0,0.0,0.0,100.0,1.0,100.0,0.6956,1.5
2024-10-10,3000.0,4440.0,0.18,1.73,0.07,0.0,0.0,4440.0,3000.0,3000.0,4440.0,,,,,,,0.0,,100.0,69.56,0.0,0.0,0.0,100.0,1.0,100.0,0.6956,1.48
2024-10-11,6000.0,8520.0,0.37,3.38,0.13,0.01,0.0,4260.0,3000.0,3000.0,4260.0,,,,,,,0.0,,100.0,69.56,0.0,0.0,0.0,100.0,1.0,100.0,1.3911,1.42
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,3000.0,,,3000.0,0.0,0.0,0.0,0.0,4313.0,6167.59,0.01,0.0,0.0,,0.0,1.43
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2024-10-16,2000.0,2790.0,0.12,1.06,0.04,0.0,0.0,2790.0,2000.0,2000.0,2790.0,2000.0,,,0.0,2000.0,,0.0,,100.0,46.37,0.0,0.0,0.0,100.0,1.0,100.0,0.4637,1.395
2024-10-17,4000.0,5600.0,0.25,2.28,0.09,0.01,0.0,2800.0,2000.0,2000.0,2800.0,,,,,,,0.0,,100.0,46.37,0.0,0.0,0.0,100.0,1.0,100.0,0.9274,1.4
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2000.0,,,2000.0,0.0,0.0,0.0,0.0,4313.0,5951.94,0.01,0.0,0.0,,0.0,1.38
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6124.46,0.01,0.0,0.0,,0.0,1.42
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5951.94,0.01,0.0,0.0,,0.0,1.38
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5930.38,0.01,0.0,0.0,,0.0,1.375
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5930.38,0.01,0.0,0.0,,0.0,1.375
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5865.68,0.01,0.0,0.0,,0.0,1.36
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5887.25,0.01,0.0,0.0,,0.0,1.365
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5865.68,0.01,0.0,0.0,,0.0,1.36
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5908.81,0.01,0.0,0.0,,0.0,1.37
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5779.42,0.01,0.0,0.0,,0.0,1.34
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5671.6,0.01,0.0,0.0,,0.0,1.315
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5693.16,0.01,0.0,0.0,,0.0,1.32
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5693.16,0.01,0.0,0.0,,0.0,1.32
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5154.04,0.01,0.0,0.0,,0.0,1.195
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5606.9,0.01,0.0,0.0,,0.0,1.3
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5434.38,0.01,0.0,0.0,,0.0,1.26
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5520.64,0.01,0.0,0.0,,0.0,1.28
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5477.51,0.01,0.0,0.0,,0.0,1.27
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5391.25,0.01,0.0,0.0,,0.0,1.25
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5499.08,0.01,0.0,0.0,,0.0,1.275
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5499.08,0.01,0.0,0.0,,0.0,1.275
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5348.12,0.01,0.0,0.0,,0.0,1.24
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5261.86,0.01,0.0,0.0,,0.0,1.22
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5304.99,0.01,0.0,0.0,,0.0,1.23
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5391.25,0.01,0.0,0.0,,0.0,1.25
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5175.6,0.01,0.0,0.0,,0.0,1.2
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5218.73,0.01,0.0,0.0,,0.0,1.21
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5175.6,0.01,0.0,0.0,,0.0,1.2
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5132.47,0.01,0.0,0.0,,0.0,1.19
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5175.6,0.01,0.0,0.0,,0.0,1.2
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5261.86,0.01,0.0,0.0,,0.0,1.22
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5132.47,0.01,0.0,0.0,,0.0,1.19
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4636.48,0.01,0.0,0.0,,0.0,1.075
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4399.26,0.0,0.0,0.0,,0.0,1.02
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4528.65,0.0,0.0,0.0,,0.0,1.05
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4528.65,0.0,0.0,0.0,,0.0,1.05
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4485.52,0.0,0.0,0.0,,0.0,1.04
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4226.74,0.0,0.0,0.0,,0.0,0.98
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4269.87,0.0,0.0,0.0,,0.0,0.99
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4183.61,0.0,0.0,0.0,,0.0,0.97
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4218.11,0.0,0.0,0.0,,0.0,0.978
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4140.48,0.0,0.0,0.0,,0.0,0.96
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,3597.04,0.0,0.0,0.0,,0.0,0.834
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4131.85,0.0,0.0,0.0,,0.0,0.958
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4313.0,0.0,0.0,0.0,,0.0,1.0
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,4420.83,0.0,0.0,0.0,,0.0,1.025
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5304.99,0.0,0.0,0.0,,0.0,1.23
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6167.59,0.01,0.0,0.0,,0.0,1.43
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6167.59,0.01,0.0,0.0,,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6167.59,0.01,0.0,0.0,,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5865.68,0.01,0.0,0.0,,0.0,1.36
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5822.55,0.01,0.0,0.0,,0.0,1.35
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5908.81,0.01,0.0,0.0,,0.0,1.37
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5908.81,0.01,0.0,0.0,,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6296.98,0.01,0.0,0.0,,0.0,1.46
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5995.07,0.01,0.0,0.0,,0.0,1.39
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6124.46,0.01,0.0,0.0,,0.0,1.42
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6081.33,0.01,0.0,0.0,,0.0,1.41
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5995.07,0.01,0.0,0.0,,0.0,1.39
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5757.86,0.01,0.0,0.0,,0.0,1.335
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5693.16,0.01,0.0,0.0,,0.0,1.32
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5520.64,0.01,0.0,0.0,,0.0,1.28
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5499.08,0.01,0.0,0.0,,0.0,1.275
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5391.25,0.01,0.0,0.0,,0.0,1.25
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5391.25,0.01,0.0,0.0,,0.0,1.25
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5714.73,0.01,0.0,0.0,,0.0,1.325
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5822.55,0.01,0.0,0.0,,0.0,1.35
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5995.07,0.01,0.0,0.0,,0.0,1.39
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5606.9,0.01,0.0,0.0,,0.0,1.3
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6016.64,0.01,0.0,0.0,,0.0,1.395
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5973.51,0.01,0.0,0.0,,0.0,1.385
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,6038.2,0.01,0.0,0.0,,0.0,1.4
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5995.07,0.01,0.0,0.0,,0.0,1.39
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5412.82,0.01,0.0,0.0,,0.0,1.255
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5628.47,0.01,0.0,0.0,,0.0,1.305
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5606.9,0.01,0.0,0.0,,0.0,1.3
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5434.38,0.01,0.0,0.0,,0.0,1.26
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5542.21,0.01,0.0,0.0,,0.0,1.285
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5585.34,0.01,0.0,0.0,,0.0,1.295
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5606.9,0.01,0.0,0.0,,0.0,1.3
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5563.77,0.01,0.0,0.0,,0.0,1.29
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5606.9,0.01,0.0,0.0,,0.0,1.3
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4313.0,5585.34,0.01,0.0,0.0,,0.0,1.295
