,BASS FP Equity_DX_SI_QTY,BASS FP Equity_DX_SHORT_INTEREST_VALUE,BASS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BASS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BASS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BASS FP Equity_DX_SI_MV,BASS FP Equity_DX_DSS,BASS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BASS FP Equity_DX_SUPPLY_SI_QTY,BASS FP Equity_DX_BROKER_SI_QTY,BASS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BASS FP Equity_DX_BROKER_SI_MV_NEW_x,BASS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BASS FP Equity_DX_SUPPLY_SI_QTY_INC_x,BASS FP Equity_DX_BROKER_SI_MV_INC_x,BASS FP Equity_DX_SUPPLY_SI_MV_NEW,BASS FP Equity_DX_BROKER_SI_QTY_ADD,BASS FP Equity_DX_BROKER_SI_QTY_NEW,BASS FP Equity_DX_SUPPLY_SI_MV_DEC,BASS FP Equity_DX_BROKER_SI_QTY_INC,BASS FP Equity_DX_SUPPLY_SI_QTY_DEC,BASS FP Equity_DX_BROKER_SI_MV_NEW_y,BASS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BASS FP Equity_DX_BROKER_SI_MV_INC_y,BASS FP Equity_DX_SUPPLY_SI_QTY_INC_y,BASS FP Equity_DX_BROKER_SI_MV_ADD,BASS FP Equity_DX_SUPPLY_SI_QTY_ADD,BASS FP Equity_DX_BROKER_SI_QTY_DEC,BASS FP Equity_DX_SUPPLY_SI_MV,BASS FP Equity_DX_BROKER_SI_MV_DEC,BASS FP Equity_DX_SUPPLY_SI_MV_RMV,BASS FP Equity_DX_BROKER_SI_MV_RMV,BASS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BASS FP Equity_DX_UTILIZATION_QUANTITY,BASS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BASS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BASS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BASS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BASS FP Equity_DX_ACTIVE_UTILIZATION_MV,BASS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BASS FP Equity_DX_BROKER_SI_CON_RATIO,BASS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BASS FP Equity_DX_DEMAND_SUPPLY_RATIO,BASS FP Equity_PX_LAST
2008-05-09,26200.0,114910.39,0.63,1.38,0.18,0.22,0.0,114910.39,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.52,0.5012,52.48,139.3617,7.6
2008-05-12,26200.0,115212.78,0.63,1.38,0.18,0.22,0.0,115212.78,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.6,0.5012,52.4,139.3617,7.62
2008-05-13,26200.0,114154.4,0.63,1.45,0.18,0.22,0.0,114154.4,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.33,0.5014,52.67,139.3617,7.55
2008-05-14,26200.0,115666.38,0.63,1.47,0.18,0.22,0.0,115666.38,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.6,0.5012,52.4,139.3617,7.65
2008-05-15,26200.0,116875.96,0.63,1.52,0.18,0.22,0.0,116875.96,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.3,0.5015,52.7,139.3617,7.73
2008-05-16,26200.0,117934.35,0.63,1.58,0.18,0.22,0.0,117934.35,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.24,0.5015,52.76,139.3617,7.8
2008-05-19,26200.0,119597.52,0.63,1.79,0.18,0.23,,119597.52,0.0,26200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.91,0.5019,53.09,0.0,7.91
2008-05-20,12000.0,53115.47,0.29,0.77,0.08,0.1,,53115.47,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,14200.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,7.67
2008-05-21,12000.0,52699.96,0.29,0.78,0.08,0.1,,52699.96,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,7.61
2008-05-22,12000.0,52925.5,0.29,0.79,0.08,0.1,,52925.5,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,7.04
2008-05-23,12000.0,52925.5,0.29,0.78,0.08,0.09,,52925.5,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,7.04
2008-05-26,12000.0,52775.15,0.29,0.79,0.08,0.09,,52775.15,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,7.02
2008-05-27,12000.0,51121.22,0.29,0.79,0.08,0.09,,51121.22,0.0,12000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.8
2008-05-28,15200.0,64753.55,0.37,1.0,0.1,0.11,,64753.55,0.0,15200.0,0.0,,,,,,3200.0,,,,,,,,,0.02,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.66,0.6722,79.34,0.0,6.8
2008-05-29,34626.0,146425.66,0.84,2.28,0.23,0.3,,146425.66,0.0,34626.0,0.0,,,,0.15,,5713.0,,,13713.0,,,,0.15,,0.04,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.3,0.4325,57.34,0.0,6.75
2008-05-30,22626.0,95255.08,0.55,1.49,0.15,0.21,,95255.08,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,12000.0,0.0,0.09,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.54,0.698,81.46,0.0,6.72
2008-06-02,22626.0,92561.85,0.55,1.47,0.15,0.21,,92561.85,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.47,0.6988,81.53,0.0,6.53
2008-06-03,22626.0,92561.85,0.55,1.48,0.15,0.21,,92561.85,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.04,0.7043,81.96,0.0,6.53
2008-06-04,22626.0,91427.87,0.55,1.49,0.15,0.21,,91427.87,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.04,0.7043,81.96,0.0,6.45
2008-06-05,22626.0,90152.13,0.55,1.5,0.15,0.2,,90152.13,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.98,0.705,82.02,0.0,6.36
2008-06-06,22626.0,89301.64,0.55,1.49,0.15,0.2,,89301.64,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.86,0.7066,82.14,0.0,6.3
2008-06-09,22626.0,89301.64,0.55,1.49,0.15,0.21,,89301.64,0.0,22626.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.65,0.7092,82.35,0.0,6.3
2008-06-10,11200.0,44204.82,0.27,0.74,0.08,0.08,,44204.82,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,11426.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.3
2008-06-11,11200.0,42450.66,0.27,0.74,0.08,0.08,,42450.66,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.05
2008-06-12,11200.0,42099.83,0.27,0.76,0.08,0.08,,42099.83,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.0
2008-06-13,11200.0,42099.83,0.27,0.74,0.08,0.08,,42099.83,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.0
2008-06-16,11200.0,42099.83,0.27,0.77,0.08,0.08,,42099.83,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.0
2008-06-17,11200.0,42099.83,0.27,0.8,0.08,0.08,,42099.83,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,6.0
2008-06-18,11200.0,41328.0,0.27,1.0,0.08,0.08,,41328.0,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,5.89
2008-06-19,11200.0,39994.84,0.27,1.09,0.08,0.08,,39994.84,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,5.7
2008-06-20,11200.0,39363.34,0.27,1.05,0.08,0.08,,39363.34,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,5.61
2008-06-23,11200.0,38100.35,0.27,1.03,0.08,0.08,,38100.35,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,5.43
2008-06-24,11200.0,33679.87,0.27,1.03,0.08,0.08,,33679.87,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,4.8
2008-06-25,11200.0,31574.87,0.27,0.95,0.08,0.08,,31574.87,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,4.5
2008-06-26,11200.0,28066.55,0.27,0.87,0.08,0.08,,28066.55,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,4.0
2008-06-27,11200.0,28066.55,0.27,0.79,0.08,0.08,,28066.55,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,4.0
2008-06-30,11200.0,27294.72,0.27,0.81,0.08,0.08,,27294.72,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.89
2008-07-01,11200.0,26452.73,0.27,0.84,0.08,0.08,,26452.73,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.77
2008-07-02,14200.0,33004.51,0.34,1.08,0.1,0.09,,33004.51,0.0,14200.0,0.0,,,,,,3000.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.71
2008-07-03,14200.0,34516.85,0.34,1.1,0.1,0.09,,34516.85,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.88
2008-07-04,14200.0,35139.58,0.34,1.12,0.1,0.09,,35139.58,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.17,0.7712,86.83,0.0,3.95
2008-07-07,14200.0,34427.89,0.34,1.1,0.1,0.09,,34427.89,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.87
2008-07-08,14200.0,31848.02,0.34,1.1,0.1,0.09,,31848.02,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.58
2008-07-09,14200.0,32203.87,0.34,1.09,0.1,0.09,,32203.87,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.62
2008-07-10,14200.0,30869.45,0.34,1.09,0.1,0.09,,30869.45,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.47
2008-07-11,14200.0,30691.53,0.34,1.06,0.1,0.09,,30691.53,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.45
2008-07-14,14200.0,30513.61,0.34,1.07,0.1,0.09,,30513.61,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.43
2008-07-15,14200.0,29357.11,0.34,1.08,0.1,0.09,,29357.11,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.3
2008-07-16,14200.0,28467.51,0.34,1.09,0.1,0.09,,28467.51,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.2
2008-07-17,14200.0,30246.72,0.34,1.05,0.1,0.09,,30246.72,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.4
2008-07-18,14200.0,27577.9,0.34,1.02,0.1,0.09,,27577.9,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.1
2008-07-21,14200.0,30068.8,0.34,1.0,0.1,0.09,,30068.8,0.0,14200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.18,0.7711,86.82,0.0,3.38
2008-07-22,11200.0,24558.24,0.27,0.73,0.08,0.08,,24558.24,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.5
2008-07-23,11200.0,24558.24,0.27,0.7,0.08,0.08,,24558.24,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.5
2008-07-24,11200.0,24558.24,0.27,0.68,0.08,0.08,,24558.24,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.5
2008-07-25,14315.0,30940.09,0.35,0.88,0.1,0.09,,30940.09,0.0,14315.0,0.0,,,,,,3115.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.45
2008-07-28,14315.0,33271.8,0.35,0.88,0.1,0.09,,33271.8,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.71
2008-07-29,14315.0,33630.53,0.48,0.82,0.1,0.09,,33630.53,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.75
2008-07-30,14315.0,33899.57,0.48,0.79,0.1,0.09,,33899.57,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.78
2008-07-31,14315.0,33540.85,0.48,0.78,0.1,0.09,,33540.85,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.74
2008-08-01,14315.0,33361.49,0.48,0.76,0.1,0.09,,33361.49,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.72
2008-08-04,14315.0,33989.26,0.48,0.76,0.1,0.09,,33989.26,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.79
2008-08-05,14315.0,34975.75,0.48,0.76,0.1,0.09,,34975.75,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.9
2008-08-06,14315.0,35693.2,0.48,0.77,0.1,0.09,,35693.2,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.98
2008-08-07,14315.0,36410.65,0.48,0.78,0.1,0.09,,36410.65,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.06
2008-08-08,14315.0,36859.06,0.48,0.78,0.1,0.09,,36859.06,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.11
2008-08-11,14315.0,37307.47,0.48,0.76,0.1,0.09,,37307.47,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.16
2008-08-12,14315.0,38024.92,0.48,0.76,0.1,0.09,,38024.92,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.24
2008-08-13,14315.0,37576.51,0.48,0.73,0.1,0.09,,37576.51,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.19
2008-08-14,14315.0,36500.33,0.48,0.71,0.1,0.09,,36500.33,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.07
2008-08-15,14315.0,37845.56,0.48,0.73,0.1,0.09,,37845.56,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.22
2008-08-18,14315.0,35872.56,0.48,0.75,0.1,0.09,,35872.56,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,4.0
2008-08-19,14315.0,34975.75,0.48,0.74,0.1,0.09,,34975.75,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.9
2008-08-20,14315.0,34796.39,0.48,0.75,0.1,0.09,,34796.39,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.88
2008-08-21,14315.0,33899.57,0.48,0.75,0.1,0.09,,33899.57,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.78
2008-08-22,14315.0,35155.11,0.48,0.76,0.1,0.09,,35155.11,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.92
2008-08-25,14315.0,34168.62,0.48,0.76,0.1,0.09,,34168.62,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.81
2008-08-26,14315.0,33989.26,0.48,0.75,0.1,0.09,,33989.26,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.79
2008-08-27,14315.0,34168.62,0.48,0.75,0.1,0.09,,34168.62,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.81
2008-08-28,14315.0,33989.26,0.48,0.78,0.1,0.09,,33989.26,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.79
2008-08-29,14315.0,33989.26,0.48,0.8,0.1,0.09,,33989.26,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.79
2008-09-01,14315.0,32913.08,0.48,0.79,0.1,0.09,,32913.08,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.35,0.7835,87.65,0.0,3.67
2008-09-02,14315.0,32644.03,0.48,0.84,0.1,0.09,,32644.03,0.0,14315.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.42,0.7824,87.58,0.0,3.64
2008-09-03,11200.0,24488.07,0.38,0.65,0.08,0.08,,24488.07,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,3115.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.49
2008-09-04,11200.0,23996.9,0.38,0.64,0.08,0.08,,23996.9,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.42
2008-09-05,11200.0,23365.41,0.38,0.63,0.08,0.08,,23365.41,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.33
2008-09-08,11200.0,22733.91,0.38,0.62,0.08,0.08,,22733.91,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.24
2008-09-09,11200.0,20699.08,0.38,0.64,0.08,0.08,,20699.08,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.95
2008-09-10,11200.0,20488.58,0.38,0.58,0.08,0.08,,20488.58,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.92
2008-09-11,11200.0,20348.25,0.38,0.57,0.08,0.08,,20348.25,0.0,11200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.9
2008-09-12,4100.0,7705.77,0.14,0.21,0.03,0.01,,7705.77,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,7100.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.0
2008-09-15,4100.0,7782.83,0.14,0.21,0.03,0.01,,7782.83,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.03
2008-09-16,4100.0,7243.43,0.14,0.21,0.03,0.01,,7243.43,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.82
2008-09-17,4100.0,7166.37,0.14,0.21,0.03,0.01,,7166.37,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.79
2008-09-18,4100.0,6935.2,0.14,0.22,0.03,0.01,,6935.2,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.7
2008-09-19,4100.0,7320.48,0.14,0.23,0.03,0.01,,7320.48,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.85
2008-09-22,4100.0,7577.34,0.14,0.22,0.03,0.01,,7577.34,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.95
2008-09-23,4100.0,7705.77,0.14,0.21,0.03,0.01,,7705.77,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.0
2008-09-24,4100.0,7705.77,0.14,0.21,0.03,0.01,,7705.77,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.0
2008-09-25,4100.0,7500.29,0.14,0.22,0.03,0.01,,7500.29,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.92
2008-09-26,4100.0,7680.09,0.14,0.22,0.03,0.01,,7680.09,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.99
2008-09-29,4100.0,7474.6,0.14,0.21,0.03,0.01,,7474.6,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.91
2008-09-30,4100.0,7140.68,0.14,0.21,0.03,0.01,,7140.68,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.78
2008-10-01,4100.0,6036.19,0.14,0.21,0.03,0.01,,6036.19,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,2.35
