,ALDEV FP Equity_DX_SI_QTY,ALDEV FP Equity_DX_SHORT_INTEREST_VALUE,ALDEV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDEV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDEV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDEV FP Equity_DX_SI_MV,ALDEV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDEV FP Equity_DX_SUPPLY_SI_QTY,ALDEV FP Equity_DX_BROKER_SI_QTY,ALDEV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDEV FP Equity_DX_SUPPLY_SI_MV,ALDEV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDEV FP Equity_DX_UTILIZATION_QUANTITY,ALDEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDEV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDEV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDEV FP Equity_DX_BROKER_SI_CON_RATIO,ALDEV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDEV FP Equity_PX_LAST
2002-04-16,,,,,,,,,,,,,,,,,,,,88.85
2002-04-17,,,,,,,,,,,,,,,,,,,,88.85
2002-04-18,,,,,,,,,,,,,,,,,,,,88.8
2002-04-19,,,,,,,,,,,,,,,,,,,,88.8
2002-04-22,,,,,,,,,,,,,,,,,,,,88.8
2002-04-23,,,,,,,,,,,,,,,,,,,,88.8
2002-04-24,,,,,,,,,,,,,,,,,,,,88.8
2002-04-25,,,,,,,,,,,,,,,,,,,,88.8
2002-04-26,,,,,,,,,,,,,,,,,,,,88.8
2002-04-29,,,,,,,,,,,,,,,,,,,,80.0
2002-04-30,,,,,,,,,,,,,,,,,,,,88.7
2002-05-02,,,,,,,,,,,,,,,,,,,,88.7
2002-05-03,,,,,,,,,,,,,,,,,,,,88.7
2002-05-06,,,,,,,,,,,,,,,,,,,,88.65
2002-05-07,,,,,,,,,,,,,,,,,,,,88.7
2002-05-08,,,,,,,,,,,,,,,,,,,,88.65
2002-05-09,,,,,,,,,,,,,,,,,,,,88.65
2002-05-10,,,,,,,,,,,,,,,,,,,,88.65
2002-05-13,,,,,,,,,,,,,,,,,,,,88.65
2002-05-14,,,,,,,,,,,,,,,,,,,,88.45
2002-05-15,,,,,,,,,,,,,,,,,,,,88.45
2002-05-16,,,,,,,,,,,,,,,,,,,,88.45
2002-05-17,,,,,,,,,,,,,,,,,,,,88.45
2002-05-20,,,,,,,,,,,,,,,,,,,,88.45
2002-05-21,,,,,,,,,,,,,,,,,,,,88.45
2002-05-22,,,,,,,,,,,,,,,,,,,,88.45
2002-05-23,,,,,,,,,,,,,,,,,,,,88.5
2002-05-24,,,,,,,,,,,,,,,,,,,,88.45
2002-05-27,,,,,,,,,,,,,,,,,,,,88.45
2002-05-28,,,,,,,,,,,,,,,,,,,,88.5
2002-05-29,,,,,,,,,,,,,,,,,,,,88.45
2002-05-30,,,,,,,,,,,,,,,,,,,,88.2
2002-05-31,,,,,,,,,,,,,,,,,,,,90.0
2002-06-03,,,,,,,,,,,,,,,,,,,,92.0
2002-06-04,,,,,,,,,,,,,,,,,,,,89.7
2002-06-05,,,,,,,,,,,,,,,,,,,,89.7
2002-06-06,,,,,,,,,,,,,,,,,,,,94.8
2002-06-07,,,,,,,,,,,,,,,,,,,,92.3
2002-06-10,,,,,,,,,,,,,,,,,,,,92.3
2002-06-11,,,,,,,,,,,,,,,,,,,,92.0
2002-06-12,,,,,,,,,,,,,,,,,,,,91.0
2002-06-13,,,,,,,,,,,,,,,,,,,,94.9
2002-06-14,,,,,,,,,,,,,,,,,,,,95.3
2002-06-17,,,,,,,,,,,,,,,,,,,,95.5
2002-06-18,,,,,,,,,,,,,,,,,,,,95.65
2002-06-19,,,,,,,,,,,,,,,,,,,,96.0
2002-06-20,,,,,,,,,,,,,,,,,,,,96.0
2002-06-21,,,,,,,,,,,,,,,,,,,,95.85
2002-06-24,,,,,,,,,,,,,,,,,,,,96.2
2002-06-25,,,,,,,,,,,,,,,,,,,,95.8
2002-06-26,,,,,,,,,,,,,,,,,,,,95.45
2002-06-27,,,,,,,,,,,,,,,,,,,,100.0
2002-06-28,,,,,,,,,,,,,,,,,,,,98.0
2002-07-01,,,,,,,,,,,,,,,,,,,,97.95
2002-07-02,,,,,,,,,,,,,,,,,,,,98.0
2002-07-03,,,,,,,,,,,,,,,,,,,,98.0
2002-07-04,,,,,,,,,,,,,,,,,,,,98.0
2002-07-05,,,,,,,,,,,,,,,,,,,,97.95
2002-07-08,,,,,,,,,,,,,,,,,,,,97.95
2002-07-09,,,,,,,,,,,,,,,,,,,,97.95
2002-07-10,,,,,,,,,,,,,,,,,,,,97.95
2002-07-11,,,,,,,,,,,,,,,,,,,,97.95
2002-07-12,,,,,,,,,,,,,,,,,,,,97.95
2002-07-15,,,,,,,,,,,,,,,,,,,,97.9
2002-07-16,,,,,,,,,,,,,,,,,,,,94.95
2002-07-17,,,,,,,,,,,,,,,,,,,,94.95
2002-07-18,,,,,,,,,,,,,,,,,,,,94.95
2002-07-19,,,,,,,,,,,,,,,,,,,,94.95
2002-07-22,,,,,,,,,,,,,,,,,,,,94.95
2002-07-23,,,,,,,,,,,,,,,,,,,,92.0
2002-07-24,,,,,,,,,,,,,,,,,,,,92.0
2002-07-25,,,,,,,,,,,,,,,,,,,,95.0
2002-07-26,,,,,,,,,,,,,,,,,,,,95.0
2002-07-29,,,,,,,,,,,,,,,,,,,,95.0
2002-07-30,,,,,,,,,,,,,,,,,,,,97.9
2002-07-31,,,,,,,,,,,,,,,,,,,,98.5
2002-08-01,,,,,,,,,,,,,,,,,,,,98.5
2002-08-02,,,,,,,,,,,,,,,,,,,,98.5
2002-08-05,,,,,,,,,,,,,,,,,,,,98.5
2002-08-06,,,,,,,,,,,,,,,,,,,,89.0
2002-08-07,,,,,,,,,,,,,,,,,,,,97.0
2002-08-08,,,,,,,,,,,,,,,,,,,,95.95
2002-08-09,,,,,,,,,,,,,,,,,,,,95.95
2002-08-12,,,,,,,,,,,,,,,,,,,,95.95
2002-08-13,,,,,,,,,,,,,,,,,,,,95.95
2002-08-14,,,,,,,,,,,,,,,,,,,,101.0
2002-08-15,,,,,,,,,,,,,,,,,,,,105.4
2002-08-16,,,,,,,,,,,,,,,,,,,,115.0
2002-08-19,,,,,,,,,,,,,,,,,,,,115.0
2002-08-20,,,,,,,,,,,,,,,,,,,,104.0
2002-08-21,,,,,,,,,,,,,,,,,,,,114.5
2002-08-22,,,,,,,,,,,,,,,,,,,,114.4
2002-08-23,,,,,,,,,,,,,,,,,,,,114.4
2002-08-26,,,,,,,,,,,,,,,,,,,,104.5
2002-08-27,,,,,,,,,,,,,,,,,,,,112.8
2002-08-28,,,,,,,,,,,,,,,,,,,,104.5
2002-08-29,,,,,,,,,,,,,,,,,,,,114.5
2002-08-30,,,,,,,,,,,,,,,,,,,,114.4
2002-09-02,,,,,,,,,,,,,,,,,,,,114.4
2002-09-03,,,,,,,,,,,,,,,,,,,,114.4
2002-09-04,,,,,,,,,,,,,,,,,,,,113.9
2002-09-05,,,,,,,,,,,,,,,,,,,,113.9
2002-09-06,,,,,,,,,,,,,,,,,,,,113.9
2002-09-09,,,,,,,,,,,,,,,,,,,,113.4
2002-09-10,,,,,,,,,,,,,,,,,,,,104.5
2002-09-11,,,,,,,,,,,,,,,,,,,,104.5
2002-09-12,,,,,,,,,,,,,,,,,,,,104.5
2002-09-13,,,,,,,,,,,,,,,,,,,,104.5
2002-09-16,,,,,,,,,,,,,,,,,,,,104.5
2002-09-17,,,,,,,,,,,,,,,,,,,,104.5
2002-09-18,,,,,,,,,,,,,,,,,,,,104.5
2002-09-19,,,,,,,,,,,,,,,,,,,,104.5
2002-09-20,,,,,,,,,,,,,,,,,,,,103.9
2002-09-23,,,,,,,,,,,,,,,,,,,,95.0
2002-09-24,,,,,,,,,,,,,,,,,,,,95.0
2002-09-25,,,,,,,,,,,,,,,,,,,,103.0
2002-09-26,,,,,,,,,,,,,,,,,,,,100.0
2002-09-27,,,,,,,,,,,,,,,,,,,,103.0
2002-09-30,,,,,,,,,,,,,,,,,,,,102.9
2002-10-01,,,,,,,,,,,,,,,,,,,,102.9
2002-10-02,,,,,,,,,,,,,,,,,,,,102.9
2002-10-03,,,,,,,,,,,,,,,,,,,,101.9
2002-10-04,,,,,,,,,,,,,,,,,,,,101.9
2002-10-07,,,,,,,,,,,,,,,,,,,,101.9
2002-10-08,,,,,,,,,,,,,,,,,,,,101.8
2002-10-09,,,,,,,,,,,,,,,,,,,,101.7
2002-10-10,,,,,,,,,,,,,,,,,,,,101.7
2002-10-11,,,,,,,,,,,,,,,,,,,,99.95
2002-10-14,,,,,,,,,,,,,,,,,,,,95.0
2002-10-15,,,,,,,,,,,,,,,,,,,,99.0
2002-10-16,,,,,,,,,,,,,,,,,,,,98.95
2002-10-17,,,,,,,,,,,,,,,,,,,,98.95
2002-10-18,,,,,,,,,,,,,,,,,,,,98.95
2002-10-21,,,,,,,,,,,,,,,,,,,,98.95
2002-10-22,,,,,,,,,,,,,,,,,,,,98.95
2002-10-23,,,,,,,,,,,,,,,,,,,,98.95
2002-10-24,,,,,,,,,,,,,,,,,,,,98.95
2002-10-25,,,,,,,,,,,,,,,,,,,,98.95
2002-10-28,,,,,,,,,,,,,,,,,,,,98.95
2002-10-29,,,,,,,,,,,,,,,,,,,,96.95
2002-10-30,,,,,,,,,,,,,,,,,,,,97.0
2002-10-31,,,,,,,,,,,,,,,,,,,,96.95
2002-11-01,,,,,,,,,,,,,,,,,,,,96.95
2002-11-04,,,,,,,,,,,,,,,,,,,,96.95
2002-11-05,,,,,,,,,,,,,,,,,,,,96.95
2002-11-06,,,,,,,,,,,,,,,,,,,,96.95
2002-11-07,,,,,,,,,,,,,,,,,,,,95.95
2002-11-08,,,,,,,,,,,,,,,,,,,,95.95
2002-11-11,,,,,,,,,,,,,,,,,,,,95.95
2002-11-12,,,,,,,,,,,,,,,,,,,,95.95
2002-11-13,,,,,,,,,,,,,,,,,,,,95.95
2002-11-14,,,,,,,,,,,,,,,,,,,,93.95
2002-11-15,,,,,,,,,,,,,,,,,,,,93.95
2002-11-18,,,,,,,,,,,,,,,,,,,,93.95
2002-11-19,,,,,,,,,,,,,,,,,,,,93.95
2002-11-20,,,,,,,,,,,,,,,,,,,,93.95
2002-11-21,,,,,,,,,,,,,,,,,,,,93.95
2002-11-22,,,,,,,,,,,,,,,,,,,,91.0
2002-11-25,,,,,,,,,,,,,,,,,,,,91.0
2002-11-26,,,,,,,,,,,,,,,,,,,,96.0
2002-11-27,,,,,,,,,,,,,,,,,,,,90.1
2002-11-28,,,,,,,,,,,,,,,,,,,,95.8
2002-11-29,,,,,,,,,,,,,,,,,,,,95.0
2002-12-02,,,,,,,,,,,,,,,,,,,,94.9
2002-12-03,,,,,,,,,,,,,,,,,,,,94.15
2002-12-04,,,,,,,,,,,,,,,,,,,,98.4
2002-12-05,,,,,,,,,,,,,,,,,,,,98.35
2002-12-06,,,,,,,,,,,,,,,,,,,,97.95
2002-12-09,,,,,,,,,,,,,,,,,,,,88.3
2002-12-10,,,,,,,,,,,,,,,,,,,,94.95
2002-12-11,,,,,,,,,,,,,,,,,,,,94.9
2002-12-12,,,,,,,,,,,,,,,,,,,,91.0
2002-12-13,,,,,,,,,,,,,,,,,,,,94.95
2002-12-16,,,,,,,,,,,,,,,,,,,,94.9
2002-12-17,,,,,,,,,,,,,,,,,,,,85.0
2002-12-18,,,,,,,,,,,,,,,,,,,,80.0
2002-12-19,,,,,,,,,,,,,,,,,,,,79.0
2002-12-20,,,,,,,,,,,,,,,,,,,,89.45
2002-12-23,,,,,,,,,,,,,,,,,,,,93.0
2002-12-24,,,,,,,,,,,,,,,,,,,,93.0
2002-12-27,,,,,,,,,,,,,,,,,,,,93.0
2002-12-30,,,,,,,,,,,,,,,,,,,,92.75
2002-12-31,,,,,,,,,,,,,,,,,,,,92.75
2003-01-02,,,,,,,,,,,,,,,,,,,,92.75
2003-01-03,,,,,,,,,,,,,,,,,,,,92.45
2003-01-06,,,,,,,,,,,,,,,,,,,,92.45
2003-01-07,,,,,,,,,,,,,,,,,,,,92.45
2003-01-08,,,,,,,,,,,,,,,,,,,,92.45
2003-01-09,,,,,,,,,,,,,,,,,,,,92.45
2003-01-10,,,,,,,,,,,,,,,,,,,,92.45
2003-01-13,,,,,,,,,,,,,,,,,,,,92.45
2003-01-14,,,,,,,,,,,,,,,,,,,,92.45
2003-01-15,,,,,,,,,,,,,,,,,,,,92.45
2003-01-16,,,,,,,,,,,,,,,,,,,,92.45
2003-01-17,,,,,,,,,,,,,,,,,,,,92.45
2003-01-20,,,,,,,,,,,,,,,,,,,,92.45
2003-01-21,,,,,,,,,,,,,,,,,,,,92.45
2003-01-23,,,,,,,,,,,,,,,,,,,,85.25
2003-01-24,,,,,,,,,,,,,,,,,,,,91.0
2003-02-05,,,,,,,,,,,,,,,,,,,,91.0
2003-02-13,,,,,,,,,,,,,,,,,,,,92.0
2003-02-20,,,,,,,,,,,,,,,,,,,,84.0
2003-02-26,,,,,,,,,,,,,,,,,,,,91.0
2003-02-27,,,,,,,,,,,,,,,,,,,,91.0
2003-02-28,,,,,,,,,,,,,,,,,,,,91.7
2003-03-03,,,,,,,,,,,,,,,,,,,,91.9
2003-03-07,,,,,,,,,,,,,,,,,,,,76.0
2003-03-11,,,,,,,,,,,,,,,,,,,,88.8
2003-03-12,,,,,,,,,,,,,,,,,,,,88.8
2003-04-07,,,,,,,,,,,,,,,,,,,,82.1
2003-04-15,,,,,,,,,,,,,,,,,,,,77.0
2003-04-25,,,,,,,,,,,,,,,,,,,,83.95
2003-04-30,,,,,,,,,,,,,,,,,,,,89.0
2003-05-21,,,,,,,,,,,,,,,,,,,,86.0
2003-05-23,,,,,,,,,,,,,,,,,,,,89.0
2003-05-26,,,,,,,,,,,,,,,,,,,,89.0
2003-05-27,,,,,,,,,,,,,,,,,,,,90.5
2003-05-28,,,,,,,,,,,,,,,,,,,,90.5
2003-05-29,,,,,,,,,,,,,,,,,,,,90.5
2003-05-30,,,,,,,,,,,,,,,,,,,,92.0
2003-06-11,,,,,,,,,,,,,,,,,,,,90.5
2003-06-13,,,,,,,,,,,,,,,,,,,,90.5
2003-06-19,,,,,,,,,,,,,,,,,,,,90.5
2003-06-20,,,,,,,,,,,,,,,,,,,,90.0
2003-06-26,,,,,,,,,,,,,,,,,,,,90.5
2003-06-27,,,,,,,,,,,,,,,,,,,,90.5
2003-07-10,,,,,,,,,,,,,,,,,,,,90.5
2003-07-11,,,,,,,,,,,,,,,,,,,,97.9
2003-07-14,,,,,,,,,,,,,,,,,,,,97.0
2003-07-23,,,,,,,,,,,,,,,,,,,,91.0
2003-07-24,,,,,,,,,,,,,,,,,,,,95.0
2003-07-31,,,,,,,,,,,,,,,,,,,,95.0
2003-08-11,,,,,,,,,,,,,,,,,,,,90.0
2003-08-20,,,,,,,,,,,,,,,,,,,,95.0
2003-08-22,,,,,,,,,,,,,,,,,,,,96.45
2003-08-26,,,,,,,,,,,,,,,,,,,,90.0
2003-08-27,,,,,,,,,,,,,,,,,,,,96.8
2003-09-01,,,,,,,,,,,,,,,,,,,,95.0
2003-09-02,,,,,,,,,,,,,,,,,,,,95.0
2003-09-03,,,,,,,,,,,,,,,,,,,,95.0
2003-09-05,,,,,,,,,,,,,,,,,,,,97.9
2003-09-08,,,,,,,,,,,,,,,,,,,,95.1
2003-09-09,,,,,,,,,,,,,,,,,,,,97.9
2003-09-16,,,,,,,,,,,,,,,,,,,,97.8
2003-09-17,,,,,,,,,,,,,,,,,,,,96.5
2003-09-19,,,,,,,,,,,,,,,,,,,,97.0
2003-09-22,,,,,,,,,,,,,,,,,,,,90.2
2003-09-23,,,,,,,,,,,,,,,,,,,,96.0
2003-09-29,,,,,,,,,,,,,,,,,,,,96.5
2003-10-01,,,,,,,,,,,,,,,,,,,,93.1
2003-10-03,,,,,,,,,,,,,,,,,,,,97.0
2003-10-06,,,,,,,,,,,,,,,,,,,,97.0
2003-10-14,,,,,,,,,,,,,,,,,,,,90.0
2003-10-15,,,,,,,,,,,,,,,,,,,,97.0
2003-10-29,,,,,,,,,,,,,,,,,,,,92.1
2003-10-30,,,,,,,,,,,,,,,,,,,,96.95
2003-10-31,,,,,,,,,,,,,,,,,,,,97.85
2003-11-04,,,,,,,,,,,,,,,,,,,,92.1
2003-11-05,,,,,,,,,,,,,,,,,,,,92.15
2003-11-17,,,,,,,,,,,,,,,,,,,,92.05
2003-11-18,,,,,,,,,,,,,,,,,,,,95.0
2003-11-19,,,,,,,,,,,,,,,,,,,,97.0
2003-11-21,,,,,,,,,,,,,,,,,,,,97.0
2003-11-24,,,,,,,,,,,,,,,,,,,,97.0
2003-11-26,,,,,,,,,,,,,,,,,,,,96.5
2003-11-28,,,,,,,,,,,,,,,,,,,,97.0
2003-12-04,,,,,,,,,,,,,,,,,,,,97.9
2003-12-05,,,,,,,,,,,,,,,,,,,,100.0
2003-12-08,,,,,,,,,,,,,,,,,,,,101.2
2003-12-09,,,,,,,,,,,,,,,,,,,,111.0
2003-12-24,,,,,,,,,,,,,,,,,,,,105.0
2003-12-29,,,,,,,,,,,,,,,,,,,,110.0
2003-12-31,,,,,,,,,,,,,,,,,,,,105.0
2004-01-12,,,,,,,,,,,,,,,,,,,,95.0
2004-01-13,,,,,,,,,,,,,,,,,,,,105.0
2004-01-16,,,,,,,,,,,,,,,,,,,,105.0
2004-01-19,,,,,,,,,,,,,,,,,,,,100.0
2004-01-22,,,,,,,,,,,,,,,,,,,,100.0
2004-01-30,,,,,,,,,,,,,,,,,,,,105.0
2004-02-02,,,,,,,,,,,,,,,,,,,,110.0
2004-02-18,,,,,,,,,,,,,,,,,,,,100.0
2004-02-19,,,,,,,,,,,,,,,,,,,,107.8
2004-02-20,,,,,,,,,,,,,,,,,,,,100.0
2004-02-23,,,,,,,,,,,,,,,,,,,,100.0
2004-02-24,,,,,,,,,,,,,,,,,,,,100.0
2004-02-26,,,,,,,,,,,,,,,,,,,,100.0
2004-02-27,,,,,,,,,,,,,,,,,,,,106.9
2004-03-01,,,,,,,,,,,,,,,,,,,,106.9
2004-03-02,,,,,,,,,,,,,,,,,,,,106.9
2004-03-03,,,,,,,,,,,,,,,,,,,,109.0
2004-03-04,,,,,,,,,,,,,,,,,,,,110.0
2004-03-08,,,,,,,,,,,,,,,,,,,,107.2
2004-03-09,,,,,,,,,,,,,,,,,,,,107.2
2004-03-10,,,,,,,,,,,,,,,,,,,,108.0
2004-03-11,,,,,,,,,,,,,,,,,,,,109.4
2004-03-12,,,,,,,,,,,,,,,,,,,,109.5
2004-03-15,,,,,,,,,,,,,,,,,,,,110.0
2004-03-16,,,,,,,,,,,,,,,,,,,,110.0
2004-03-17,,,,,,,,,,,,,,,,,,,,110.0
2004-03-18,,,,,,,,,,,,,,,,,,,,110.6
2004-03-19,,,,,,,,,,,,,,,,,,,,110.0
2004-03-22,,,,,,,,,,,,,,,,,,,,120.0
2004-03-23,,,,,,,,,,,,,,,,,,,,125.0
2004-03-24,,,,,,,,,,,,,,,,,,,,125.0
2004-03-26,,,,,,,,,,,,,,,,,,,,120.0
2004-03-29,,,,,,,,,,,,,,,,,,,,125.9
2004-03-31,,,,,,,,,,,,,,,,,,,,126.9
2004-04-01,,,,,,,,,,,,,,,,,,,,126.9
2004-04-05,,,,,,,,,,,,,,,,,,,,125.0
2004-04-08,,,,,,,,,,,,,,,,,,,,125.0
2004-04-14,,,,,,,,,,,,,,,,,,,,125.0
2004-04-15,,,,,,,,,,,,,,,,,,,,125.0
2004-04-20,,,,,,,,,,,,,,,,,,,,130.0
2004-04-21,,,,,,,,,,,,,,,,,,,,121.0
2004-04-22,,,,,,,,,,,,,,,,,,,,130.0
2004-04-30,,,,,,,,,,,,,,,,,,,,129.0
2004-05-03,,,,,,,,,,,,,,,,,,,,130.0
2004-05-05,,,,,,,,,,,,,,,,,,,,129.7
2004-05-06,,,,,,,,,,,,,,,,,,,,120.4
2004-05-07,,,,,,,,,,,,,,,,,,,,120.0
2004-05-11,,,,,,,,,,,,,,,,,,,,124.9
2004-05-13,,,,,,,,,,,,,,,,,,,,124.7
2004-05-17,,,,,,,,,,,,,,,,,,,,124.9
2004-05-20,,,,,,,,,,,,,,,,,,,,125.0
2004-05-21,,,,,,,,,,,,,,,,,,,,120.0
2004-05-27,,,,,,,,,,,,,,,,,,,,125.0
2004-05-31,,,,,,,,,,,,,,,,,,,,129.0
2004-06-02,,,,,,,,,,,,,,,,,,,,125.0
2004-06-07,,,,,,,,,,,,,,,,,,,,125.0
2004-06-09,,,,,,,,,,,,,,,,,,,,116.2
2004-06-10,,,,,,,,,,,,,,,,,,,,123.9
2004-06-11,,,,,,,,,,,,,,,,,,,,124.8
2004-06-15,,,,,,,,,,,,,,,,,,,,124.7
2004-06-17,,,,,,,,,,,,,,,,,,,,120.0
2004-06-18,,,,,,,,,,,,,,,,,,,,115.1
2004-06-21,,,,,,,,,,,,,,,,,,,,124.3
2004-06-25,,,,,,,,,,,,,,,,,,,,123.4
2004-06-28,,,,,,,,,,,,,,,,,,,,123.4
2004-06-30,,,,,,,,,,,,,,,,,,,,122.1
2004-07-01,,,,,,,,,,,,,,,,,,,,123.5
2004-07-05,,,,,,,,,,,,,,,,,,,,123.4
2004-07-07,,,,,,,,,,,,,,,,,,,,118.0
2004-07-09,,,,,,,,,,,,,,,,,,,,123.4
2004-07-12,,,,,,,,,,,,,,,,,,,,123.3
2004-07-16,,,,,,,,,,,,,,,,,,,,123.2
2004-07-20,,,,,,,,,,,,,,,,,,,,123.2
2004-07-23,,,,,,,,,,,,,,,,,,,,123.2
2004-07-26,,,,,,,,,,,,,,,,,,,,123.2
2004-07-30,,,,,,,,,,,,,,,,,,,,123.1
2004-08-02,,,,,,,,,,,,,,,,,,,,123.2
2004-08-04,,,,,,,,,,,,,,,,,,,,123.1
2004-08-12,,,,,,,,,,,,,,,,,,,,112.1
2004-08-13,,,,,,,,,,,,,,,,,,,,123.4
2004-08-17,,,,,,,,,,,,,,,,,,,,123.0
2004-08-20,,,,,,,,,,,,,,,,,,,,125.0
2004-08-25,,,,,,,,,,,,,,,,,,,,125.0
2004-08-26,,,,,,,,,,,,,,,,,,,,112.6
2004-08-27,,,,,,,,,,,,,,,,,,,,129.0
2004-08-30,,,,,,,,,,,,,,,,,,,,130.0
2004-08-31,,,,,,,,,,,,,,,,,,,,128.0
2004-09-01,,,,,,,,,,,,,,,,,,,,128.0
2004-09-07,,,,,,,,,,,,,,,,,,,,128.0
2004-09-09,,,,,,,,,,,,,,,,,,,,127.9
2004-09-14,,,,,,,,,,,,,,,,,,,,127.9
2004-09-16,,,,,,,,,,,,,,,,,,,,128.0
2004-09-23,,,,,,,,,,,,,,,,,,,,128.0
2004-09-24,,,,,,,,,,,,,,,,,,,,116.2
2004-09-27,,,,,,,,,,,,,,,,,,,,129.0
2004-09-30,,,,,,,,,,,,,,,,,,,,129.9
2004-10-04,,,,,,,,,,,,,,,,,,,,129.9
2004-10-08,,,,,,,,,,,,,,,,,,,,129.9
2004-10-11,,,,,,,,,,,,,,,,,,,,129.9
2004-10-13,,,,,,,,,,,,,,,,,,,,129.9
2004-10-15,,,,,,,,,,,,,,,,,,,,129.9
2004-10-19,,,,,,,,,,,,,,,,,,,,123.0
2004-10-20,,,,,,,,,,,,,,,,,,,,129.8
2004-10-22,,,,,,,,,,,,,,,,,,,,129.5
2004-10-25,,,,,,,,,,,,,,,,,,,,130.0
2004-10-27,,,,,,,,,,,,,,,,,,,,131.0
2004-10-29,,,,,,,,,,,,,,,,,,,,132.0
2004-11-02,,,,,,,,,,,,,,,,,,,,133.0
2004-11-05,,,,,,,,,,,,,,,,,,,,132.9
2004-11-16,,,,,,,,,,,,,,,,,,,,132.9
2004-11-23,,,,,,,,,,,,,,,,,,,,124.1
2004-11-24,,,,,,,,,,,,,,,,,,,,126.5
2004-11-29,,,,,,,,,,,,,,,,,,,,133.0
2004-11-30,,,,,,,,,,,,,,,,,,,,133.0
2004-12-02,,,,,,,,,,,,,,,,,,,,126.5
2004-12-03,,,,,,,,,,,,,,,,,,,,126.7
2004-12-07,,,,,,,,,,,,,,,,,,,,123.5
2004-12-10,,,,,,,,,,,,,,,,,,,,124.1
2004-12-14,,,,,,,,,,,,,,,,,,,,124.1
2004-12-16,,,,,,,,,,,,,,,,,,,,124.1
2004-12-17,,,,,,,,,,,,,,,,,,,,129.9
2004-12-20,,,,,,,,,,,,,,,,,,,,129.0
2004-12-21,,,,,,,,,,,,,,,,,,,,129.2
2004-12-22,,,,,,,,,,,,,,,,,,,,129.2
2004-12-23,,,,,,,,,,,,,,,,,,,,130.0
2004-12-24,,,,,,,,,,,,,,,,,,,,129.0
2004-12-29,,,,,,,,,,,,,,,,,,,,133.0
2004-12-30,,,,,,,,,,,,,,,,,,,,136.0
2004-12-31,,,,,,,,,,,,,,,,,,,,138.0
2005-01-03,,,,,,,,,,,,,,,,,,,,138.0
2005-01-04,,,,,,,,,,,,,,,,,,,,151.7
2005-01-05,,,,,,,,,,,,,,,,,,,,145.0
2005-01-06,,,,,,,,,,,,,,,,,,,,147.9
2005-01-07,,,,,,,,,,,,,,,,,,,,153.0
2005-01-10,,,,,,,,,,,,,,,,,,,,158.0
2005-01-11,,,,,,,,,,,,,,,,,,,,145.0
2005-01-12,,,,,,,,,,,,,,,,,,,,158.0
2005-01-13,,,,,,,,,,,,,,,,,,,,170.0
2005-01-14,,,,,,,,,,,,,,,,,,,,165.0
2005-01-17,,,,,,,,,,,,,,,,,,,,170.0
2005-01-18,,,,,,,,,,,,,,,,,,,,163.0
2005-01-20,,,,,,,,,,,,,,,,,,,,180.0
2005-01-21,,,,,,,,,,,,,,,,,,,,179.0
2005-01-25,,,,,,,,,,,,,,,,,,,,165.0
2005-01-27,,,,,,,,,,,,,,,,,,,,165.0
2005-01-28,,,,,,,,,,,,,,,,,,,,179.0
2005-01-31,,,,,,,,,,,,,,,,,,,,166.0
2005-02-03,,,,,,,,,,,,,,,,,,,,165.0
2005-02-04,,,,,,,,,,,,,,,,,,,,180.0
2005-02-07,,,,,,,,,,,,,,,,,,,,176.0
2005-02-08,,,,,,,,,,,,,,,,,,,,165.0
2005-02-10,,,,,,,,,,,,,,,,,,,,165.0
2005-02-11,,,,,,,,,,,,,,,,,,,,165.1
2005-02-14,,,,,,,,,,,,,,,,,,,,165.6
2005-02-15,,,,,,,,,,,,,,,,,,,,165.0
2005-02-16,,,,,,,,,,,,,,,,,,,,164.9
2005-02-17,,,,,,,,,,,,,,,,,,,,163.9
2005-02-18,,,,,,,,,,,,,,,,,,,,163.9
2005-02-21,,,,,,,,,,,,,,,,,,,,163.9
2005-02-22,,,,,,,,,,,,,,,,,,,,163.9
2005-02-23,,,,,,,,,,,,,,,,,,,,163.9
2005-02-24,,,,,,,,,,,,,,,,,,,,163.9
2005-02-25,,,,,,,,,,,,,,,,,,,,163.9
2005-02-28,,,,,,,,,,,,,,,,,,,,163.9
2005-03-01,,,,,,,,,,,,,,,,,,,,163.9
2005-03-02,,,,,,,,,,,,,,,,,,,,164.0
2005-03-03,,,,,,,,,,,,,,,,,,,,163.9
2005-03-04,,,,,,,,,,,,,,,,,,,,163.9
2005-03-07,,,,,,,,,,,,,,,,,,,,150.0
2005-03-08,,,,,,,,,,,,,,,,,,,,150.0
2005-03-09,,,,,,,,,,,,,,,,,,,,150.0
2005-03-10,,,,,,,,,,,,,,,,,,,,162.0
