,ALDEV FP Equity_DX_SI_QTY,ALDEV FP Equity_DX_SHORT_INTEREST_VALUE,ALDEV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDEV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDEV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDEV FP Equity_DX_SI_MV,ALDEV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDEV FP Equity_DX_SUPPLY_SI_QTY,ALDEV FP Equity_DX_BROKER_SI_QTY,ALDEV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDEV FP Equity_DX_SUPPLY_SI_MV,ALDEV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDEV FP Equity_DX_UTILIZATION_QUANTITY,ALDEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDEV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDEV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDEV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDEV FP Equity_DX_BROKER_SI_CON_RATIO,ALDEV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDEV FP Equity_PX_LAST
1992-05-25,,,,,,,,,,,,,,,,,,,,50.918
1992-05-26,,,,,,,,,,,,,,,,,,,,50.7655
1992-05-27,,,,,,,,,,,,,,,,,,,,48.0214
1992-05-29,,,,,,,,,,,,,,,,,,,,48.0214
1992-06-01,,,,,,,,,,,,,,,,,,,,48.0214
1992-06-03,,,,,,,,,,,,,,,,,,,,45.7347
1992-06-04,,,,,,,,,,,,,,,,,,,,48.0214
1992-06-05,,,,,,,,,,,,,,,,,,,,48.0214
1992-06-09,,,,,,,,,,,,,,,,,,,,48.0214
1992-06-10,,,,,,,,,,,,,,,,,,,,47.869
1992-06-11,,,,,,,,,,,,,,,,,,,,47.4116
1992-06-12,,,,,,,,,,,,,,,,,,,,48.0214
1992-06-15,,,,,,,,,,,,,,,,,,,,45.7347
1992-06-16,,,,,,,,,,,,,,,,,,,,45.7347
1992-06-17,,,,,,,,,,,,,,,,,,,,45.7347
1992-06-18,,,,,,,,,,,,,,,,,,,,45.7347
1992-06-19,,,,,,,,,,,,,,,,,,,,45.8872
1992-06-22,,,,,,,,,,,,,,,,,,,,45.7347
1992-06-23,,,,,,,,,,,,,,,,,,,,45.4298
1992-06-24,,,,,,,,,,,,,,,,,,,,45.4298
1992-06-25,,,,,,,,,,,,,,,,,,,,44.5151
1992-06-26,,,,,,,,,,,,,,,,,,,,43.7529
1992-06-29,,,,,,,,,,,,,,,,,,,,43.448
1992-06-30,,,,,,,,,,,,,,,,,,,,41.771
1992-07-01,,,,,,,,,,,,,,,,,,,,40.8563
1992-07-02,,,,,,,,,,,,,,,,,,,,39.7892
1992-07-03,,,,,,,,,,,,,,,,,,,,40.8563
1992-07-06,,,,,,,,,,,,,,,,,,,,40.7039
1992-07-07,,,,,,,,,,,,,,,,,,,,40.7039
1992-07-08,,,,,,,,,,,,,,,,,,,,40.8563
1992-07-09,,,,,,,,,,,,,,,,,,,,40.7039
1992-07-10,,,,,,,,,,,,,,,,,,,,39.9416
1992-07-15,,,,,,,,,,,,,,,,,,,,40.0941
1992-07-16,,,,,,,,,,,,,,,,,,,,40.2465
1992-07-17,,,,,,,,,,,,,,,,,,,,40.399
1992-07-20,,,,,,,,,,,,,,,,,,,,39.9416
1992-07-21,,,,,,,,,,,,,,,,,,,,39.9416
1992-07-22,,,,,,,,,,,,,,,,,,,,40.399
1992-07-23,,,,,,,,,,,,,,,,,,,,40.2465
1992-07-24,,,,,,,,,,,,,,,,,,,,40.2465
1992-07-27,,,,,,,,,,,,,,,,,,,,40.2465
1992-07-28,,,,,,,,,,,,,,,,,,,,40.5514
1992-07-29,,,,,,,,,,,,,,,,,,,,40.7039
1992-07-31,,,,,,,,,,,,,,,,,,,,40.7039
1992-08-03,,,,,,,,,,,,,,,,,,,,40.3228
1992-08-04,,,,,,,,,,,,,,,,,,,,40.399
1992-08-05,,,,,,,,,,,,,,,,,,,,40.3228
1992-08-06,,,,,,,,,,,,,,,,,,,,39.6367
1992-08-07,,,,,,,,,,,,,,,,,,,,39.7892
1992-08-10,,,,,,,,,,,,,,,,,,,,39.7892
1992-08-11,,,,,,,,,,,,,,,,,,,,39.6367
1992-08-12,,,,,,,,,,,,,,,,,,,,39.6215
1992-08-13,,,,,,,,,,,,,,,,,,,,38.2647
1992-08-14,,,,,,,,,,,,,,,,,,,,38.2647
1992-08-17,,,,,,,,,,,,,,,,,,,,38.8745
1992-08-18,,,,,,,,,,,,,,,,,,,,38.3409
1992-08-19,,,,,,,,,,,,,,,,,,,,37.6549
1992-08-20,,,,,,,,,,,,,,,,,,,,37.5025
1992-08-21,,,,,,,,,,,,,,,,,,,,37.5025
1992-08-24,,,,,,,,,,,,,,,,,,,,36.8927
1992-08-25,,,,,,,,,,,,,,,,,,,,36.7402
1992-08-26,,,,,,,,,,,,,,,,,,,,36.8927
1992-08-28,,,,,,,,,,,,,,,,,,,,36.8927
1992-08-31,,,,,,,,,,,,,,,,,,,,37.35
1992-09-02,,,,,,,,,,,,,,,,,,,,37.1213
1992-09-04,,,,,,,,,,,,,,,,,,,,36.8927
1992-09-07,,,,,,,,,,,,,,,,,,,,36.8927
1992-09-08,,,,,,,,,,,,,,,,,,,,36.8927
1992-09-09,,,,,,,,,,,,,,,,,,,,36.8927
1992-09-10,,,,,,,,,,,,,,,,,,,,36.7402
1992-09-11,,,,,,,,,,,,,,,,,,,,36.5878
1992-09-14,,,,,,,,,,,,,,,,,,,,36.5878
1992-09-15,,,,,,,,,,,,,,,,,,,,36.5878
1992-09-16,,,,,,,,,,,,,,,,,,,,36.4353
1992-09-17,,,,,,,,,,,,,,,,,,,,36.4353
1992-09-18,,,,,,,,,,,,,,,,,,,,35.8255
1992-09-21,,,,,,,,,,,,,,,,,,,,35.8255
1992-09-22,,,,,,,,,,,,,,,,,,,,34.1486
1992-09-23,,,,,,,,,,,,,,,,,,,,30.8252
1992-09-24,,,,,,,,,,,,,,,,,,,,31.252
1992-09-25,,,,,,,,,,,,,,,,,,,,30.9472
1992-09-28,,,,,,,,,,,,,,,,,,,,31.252
1992-09-29,,,,,,,,,,,,,,,,,,,,31.4045
1992-09-30,,,,,,,,,,,,,,,,,,,,32.0143
1992-10-01,,,,,,,,,,,,,,,,,,,,32.0143
1992-10-02,,,,,,,,,,,,,,,,,,,,31.252
1992-10-05,,,,,,,,,,,,,,,,,,,,30.9472
1992-10-07,,,,,,,,,,,,,,,,,,,,30.4898
1992-10-08,,,,,,,,,,,,,,,,,,,,30.1849
1992-10-09,,,,,,,,,,,,,,,,,,,,30.4898
1992-10-12,,,,,,,,,,,,,,,,,,,,30.1849
1992-10-13,,,,,,,,,,,,,,,,,,,,29.5751
1992-10-14,,,,,,,,,,,,,,,,,,,,28.1268
1992-10-15,,,,,,,,,,,,,,,,,,,,27.5933
1992-10-16,,,,,,,,,,,,,,,,,,,,27.6085
1992-10-19,,,,,,,,,,,,,,,,,,,,28.3555
1992-10-20,,,,,,,,,,,,,,,,,,,,28.0659
1992-10-21,,,,,,,,,,,,,,,,,,,,28.3555
1992-10-22,,,,,,,,,,,,,,,,,,,,28.3555
1992-10-23,,,,,,,,,,,,,,,,,,,,28.3555
1992-10-26,,,,,,,,,,,,,,,,,,,,29.7276
1992-10-27,,,,,,,,,,,,,,,,,,,,29.7276
1992-10-28,,,,,,,,,,,,,,,,,,,,28.9653
1992-10-29,,,,,,,,,,,,,,,,,,,,30.7947
1992-10-30,,,,,,,,,,,,,,,,,,,,33.0814
1992-11-03,,,,,,,,,,,,,,,,,,,,33.0814
1992-11-04,,,,,,,,,,,,,,,,,,,,32.929
1992-11-05,,,,,,,,,,,,,,,,,,,,33.0052
1992-11-06,,,,,,,,,,,,,,,,,,,,34.6059
1992-11-09,,,,,,,,,,,,,,,,,,,,34.9108
1992-11-10,,,,,,,,,,,,,,,,,,,,35.0633
1992-11-12,,,,,,,,,,,,,,,,,,,,35.978
1992-11-13,,,,,,,,,,,,,,,,,,,,36.4353
1992-11-16,,,,,,,,,,,,,,,,,,,,36.4353
1992-11-17,,,,,,,,,,,,,,,,,,,,37.8074
1992-11-18,,,,,,,,,,,,,,,,,,,,37.8074
1992-11-19,,,,,,,,,,,,,,,,,,,,38.4172
1992-11-20,,,,,,,,,,,,,,,,,,,,41.1612
1992-11-23,,,,,,,,,,,,,,,,,,,,42.5333
1992-11-24,,,,,,,,,,,,,,,,,,,,41.1612
1992-11-25,,,,,,,,,,,,,,,,,,,,39.6367
1992-11-26,,,,,,,,,,,,,,,,,,,,39.6367
1992-11-27,,,,,,,,,,,,,,,,,,,,39.7892
1992-11-30,,,,,,,,,,,,,,,,,,,,39.7892
1992-12-01,,,,,,,,,,,,,,,,,,,,39.7892
1992-12-02,,,,,,,,,,,,,,,,,,,,40.5514
1992-12-03,,,,,,,,,,,,,,,,,,,,40.5514
1992-12-04,,,,,,,,,,,,,,,,,,,,40.5514
1992-12-07,,,,,,,,,,,,,,,,,,,,40.5514
1992-12-08,,,,,,,,,,,,,,,,,,,,40.5514
1992-12-09,,,,,,,,,,,,,,,,,,,,39.7892
1992-12-10,,,,,,,,,,,,,,,,,,,,39.7892
1992-12-11,,,,,,,,,,,,,,,,,,,,40.1093
1992-12-14,,,,,,,,,,,,,,,,,,,,40.1703
1992-12-15,,,,,,,,,,,,,,,,,,,,40.2618
1992-12-17,,,,,,,,,,,,,,,,,,,,40.2618
1992-12-18,,,,,,,,,,,,,,,,,,,,40.277
1992-12-22,,,,,,,,,,,,,,,,,,,,40.4142
1992-12-23,,,,,,,,,,,,,,,,,,,,40.5514
1992-12-24,,,,,,,,,,,,,,,,,,,,40.399
1992-12-28,,,,,,,,,,,,,,,,,,,,40.4752
1992-12-29,,,,,,,,,,,,,,,,,,,,40.4752
1992-12-30,,,,,,,,,,,,,,,,,,,,40.399
1992-12-31,,,,,,,,,,,,,,,,,,,,40.399
1993-01-04,,,,,,,,,,,,,,,,,,,,40.399
1993-01-05,,,,,,,,,,,,,,,,,,,,40.399
1993-01-06,,,,,,,,,,,,,,,,,,,,40.2465
1993-01-07,,,,,,,,,,,,,,,,,,,,40.2465
1993-01-08,,,,,,,,,,,,,,,,,,,,40.399
1993-01-12,,,,,,,,,,,,,,,,,,,,40.2465
1993-01-13,,,,,,,,,,,,,,,,,,,,40.0941
1993-01-14,,,,,,,,,,,,,,,,,,,,40.399
1993-01-18,,,,,,,,,,,,,,,,,,,,40.2465
1993-01-19,,,,,,,,,,,,,,,,,,,,40.2465
1993-01-20,,,,,,,,,,,,,,,,,,,,40.399
1993-01-21,,,,,,,,,,,,,,,,,,,,40.399
1993-01-22,,,,,,,,,,,,,,,,,,,,40.399
1993-01-25,,,,,,,,,,,,,,,,,,,,40.399
1993-01-26,,,,,,,,,,,,,,,,,,,,40.7039
1993-01-27,,,,,,,,,,,,,,,,,,,,40.8563
1993-01-28,,,,,,,,,,,,,,,,,,,,40.8563
1993-01-29,,,,,,,,,,,,,,,,,,,,41.0088
1993-02-03,,,,,,,,,,,,,,,,,,,,40.399
1993-02-04,,,,,,,,,,,,,,,,,,,,40.399
1993-02-09,,,,,,,,,,,,,,,,,,,,40.2465
1993-02-10,,,,,,,,,,,,,,,,,,,,39.1794
1993-02-12,,,,,,,,,,,,,,,,,,,,38.7221
1993-02-15,,,,,,,,,,,,,,,,,,,,38.8745
1993-02-16,,,,,,,,,,,,,,,,,,,,39.0422
1993-02-17,,,,,,,,,,,,,,,,,,,,39.1794
1993-02-18,,,,,,,,,,,,,,,,,,,,39.4843
1993-02-19,,,,,,,,,,,,,,,,,,,,39.1794
1993-02-22,,,,,,,,,,,,,,,,,,,,39.3318
1993-02-23,,,,,,,,,,,,,,,,,,,,39.4843
1993-02-24,,,,,,,,,,,,,,,,,,,,39.6367
1993-02-25,,,,,,,,,,,,,,,,,,,,41.6186
1993-02-26,,,,,,,,,,,,,,,,,,,,41.9235
1993-03-01,,,,,,,,,,,,,,,,,,,,43.2955
1993-03-05,,,,,,,,,,,,,,,,,,,,44.2102
1993-03-08,,,,,,,,,,,,,,,,,,,,44.3627
1993-03-09,,,,,,,,,,,,,,,,,,,,44.2102
1993-03-10,,,,,,,,,,,,,,,,,,,,45.1249
1993-03-11,,,,,,,,,,,,,,,,,,,,44.82
1993-03-15,,,,,,,,,,,,,,,,,,,,44.82
1993-03-16,,,,,,,,,,,,,,,,,,,,47.1067
1993-03-17,,,,,,,,,,,,,,,,,,,,47.4116
1993-03-18,,,,,,,,,,,,,,,,,,,,49.3935
1993-03-19,,,,,,,,,,,,,,,,,,,,52.5949
1993-03-22,,,,,,,,,,,,,,,,,,,,51.0704
1993-03-23,,,,,,,,,,,,,,,,,,,,50.9027
1993-03-24,,,,,,,,,,,,,,,,,,,,51.0704
1993-03-25,,,,,,,,,,,,,,,,,,,,51.8327
1993-03-26,,,,,,,,,,,,,,,,,,,,54.4243
1993-03-29,,,,,,,,,,,,,,,,,,,,60.0039
1993-03-30,,,,,,,,,,,,,,,,,,,,62.5041
1993-03-31,,,,,,,,,,,,,,,,,,,,61.7571
1993-04-01,,,,,,,,,,,,,,,,,,,,62.5041
1993-04-02,,,,,,,,,,,,,,,,,,,,64.0286
1993-04-05,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-07,,,,,,,,,,,,,,,,,,,,65.858
1993-04-08,,,,,,,,,,,,,,,,,,,,66.3153
1993-04-13,,,,,,,,,,,,,,,,,,,,65.858
1993-04-14,,,,,,,,,,,,,,,,,,,,64.9433
1993-04-15,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-16,,,,,,,,,,,,,,,,,,,,64.806
1993-04-19,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-20,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-21,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-22,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-23,,,,,,,,,,,,,,,,,,,,65.5225
1993-04-26,,,,,,,,,,,,,,,,,,,,65.4006
1993-04-27,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-28,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-29,,,,,,,,,,,,,,,,,,,,64.7908
1993-04-30,,,,,,,,,,,,,,,,,,,,63.8761
1993-05-03,,,,,,,,,,,,,,,,,,,,61.7419
1993-05-04,,,,,,,,,,,,,,,,,,,,60.9796
1993-05-05,,,,,,,,,,,,,,,,,,,,61.7419
1993-05-06,,,,,,,,,,,,,,,,,,,,61.5894
1993-05-07,,,,,,,,,,,,,,,,,,,,64.0286
1993-05-10,,,,,,,,,,,,,,,,,,,,64.181
1993-05-11,,,,,,,,,,,,,,,,,,,,63.7237
1993-05-12,,,,,,,,,,,,,,,,,,,,62.1992
1993-05-13,,,,,,,,,,,,,,,,,,,,62.5041
1993-05-14,,,,,,,,,,,,,,,,,,,,62.6565
1993-05-17,,,,,,,,,,,,,,,,,,,,62.5041
1993-05-18,,,,,,,,,,,,,,,,,,,,62.5193
1993-05-19,,,,,,,,,,,,,,,,,,,,62.6565
1993-05-24,,,,,,,,,,,,,,,,,,,,62.5193
1993-05-25,,,,,,,,,,,,,,,,,,,,62.5346
1993-05-26,,,,,,,,,,,,,,,,,,,,62.6565
1993-05-27,,,,,,,,,,,,,,,,,,,,62.5193
1993-05-28,,,,,,,,,,,,,,,,,,,,62.687
1993-06-01,,,,,,,,,,,,,,,,,,,,61.7419
1993-06-02,,,,,,,,,,,,,,,,,,,,63.7237
1993-06-03,,,,,,,,,,,,,,,,,,,,63.2663
1993-06-04,,,,,,,,,,,,,,,,,,,,62.5041
1993-06-07,,,,,,,,,,,,,,,,,,,,62.6565
1993-06-08,,,,,,,,,,,,,,,,,,,,62.7022
1993-06-09,,,,,,,,,,,,,,,,,,,,63.1139
1993-06-10,,,,,,,,,,,,,,,,,,,,63.8761
1993-06-11,,,,,,,,,,,,,,,,,,,,64.0286
1993-06-14,,,,,,,,,,,,,,,,,,,,63.8761
1993-06-15,,,,,,,,,,,,,,,,,,,,63.7999
1993-06-16,,,,,,,,,,,,,,,,,,,,63.6475
1993-06-17,,,,,,,,,,,,,,,,,,,,63.5712
1993-06-18,,,,,,,,,,,,,,,,,,,,62.9614
1993-06-21,,,,,,,,,,,,,,,,,,,,62.6565
1993-06-22,,,,,,,,,,,,,,,,,,,,62.6565
1993-06-23,,,,,,,,,,,,,,,,,,,,62.809
1993-06-24,,,,,,,,,,,,,,,,,,,,62.6718
1993-06-25,,,,,,,,,,,,,,,,,,,,63.5712
1993-06-28,,,,,,,,,,,,,,,,,,,,63.7237
1993-06-29,,,,,,,,,,,,,,,,,,,,62.6565
1993-06-30,,,,,,,,,,,,,,,,,,,,62.0468
1993-07-01,,,,,,,,,,,,,,,,,,,,62.1992
1993-07-02,,,,,,,,,,,,,,,,,,,,62.5041
1993-07-05,,,,,,,,,,,,,,,,,,,,62.3516
1993-07-06,,,,,,,,,,,,,,,,,,,,62.5041
1993-07-07,,,,,,,,,,,,,,,,,,,,62.6565
1993-07-08,,,,,,,,,,,,,,,,,,,,62.7328
1993-07-09,,,,,,,,,,,,,,,,,,,,62.809
1993-07-12,,,,,,,,,,,,,,,,,,,,62.809
1993-07-13,,,,,,,,,,,,,,,,,,,,63.2663
1993-07-15,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-16,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-19,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-20,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-21,,,,,,,,,,,,,,,,,,,,64.4859
1993-07-22,,,,,,,,,,,,,,,,,,,,64.4859
1993-07-23,,,,,,,,,,,,,,,,,,,,64.3335
1993-07-26,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-27,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-28,,,,,,,,,,,,,,,,,,,,64.0286
1993-07-29,,,,,,,,,,,,,,,,,,,,64.181
1993-07-30,,,,,,,,,,,,,,,,,,,,64.3335
1993-08-02,,,,,,,,,,,,,,,,,,,,64.0286
1993-08-03,,,,,,,,,,,,,,,,,,,,64.0286
1993-08-04,,,,,,,,,,,,,,,,,,,,64.3335
1993-08-05,,,,,,,,,,,,,,,,,,,,64.6384
1993-08-06,,,,,,,,,,,,,,,,,,,,64.7756
1993-08-09,,,,,,,,,,,,,,,,,,,,64.7756
1993-08-10,,,,,,,,,,,,,,,,,,,,64.7756
1993-08-11,,,,,,,,,,,,,,,,,,,,64.7756
1993-08-12,,,,,,,,,,,,,,,,,,,,64.6231
1993-08-13,,,,,,,,,,,,,,,,,,,,64.6384
1993-08-17,,,,,,,,,,,,,,,,,,,,64.6384
1993-08-18,,,,,,,,,,,,,,,,,,,,63.8761
1993-08-19,,,,,,,,,,,,,,,,,,,,63.8761
1993-08-20,,,,,,,,,,,,,,,,,,,,62.5041
1993-08-23,,,,,,,,,,,,,,,,,,,,62.5041
1993-08-24,,,,,,,,,,,,,,,,,,,,63.8761
1993-08-25,,,,,,,,,,,,,,,,,,,,64.0286
1993-08-26,,,,,,,,,,,,,,,,,,,,64.7908
1993-08-27,,,,,,,,,,,,,,,,,,,,64.7908
1993-08-30,,,,,,,,,,,,,,,,,,,,64.0286
1993-08-31,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-01,,,,,,,,,,,,,,,,,,,,62.5041
1993-09-02,,,,,,,,,,,,,,,,,,,,63.7237
1993-09-03,,,,,,,,,,,,,,,,,,,,63.7237
1993-09-06,,,,,,,,,,,,,,,,,,,,64.7908
1993-09-07,,,,,,,,,,,,,,,,,,,,65.5531
1993-09-08,,,,,,,,,,,,,,,,,,,,64.7908
1993-09-09,,,,,,,,,,,,,,,,,,,,65.5531
1993-09-10,,,,,,,,,,,,,,,,,,,,65.5531
1993-09-13,,,,,,,,,,,,,,,,,,,,65.4006
1993-09-14,,,,,,,,,,,,,,,,,,,,65.4006
1993-09-15,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-16,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-17,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-20,,,,,,,,,,,,,,,,,,,,63.8761
1993-09-21,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-22,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-23,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-24,,,,,,,,,,,,,,,,,,,,64.0286
1993-09-27,,,,,,,,,,,,,,,,,,,,63.8761
1993-09-28,,,,,,,,,,,,,,,,,,,,63.7237
1993-09-29,,,,,,,,,,,,,,,,,,,,63.2663
1993-09-30,,,,,,,,,,,,,,,,,,,,63.2663
1993-10-01,,,,,,,,,,,,,,,,,,,,63.4188
1993-10-04,,,,,,,,,,,,,,,,,,,,63.2663
1993-10-05,,,,,,,,,,,,,,,,,,,,63.2663
1993-10-06,,,,,,,,,,,,,,,,,,,,60.8272
1993-10-07,,,,,,,,,,,,,,,,,,,,60.9796
1993-10-08,,,,,,,,,,,,,,,,,,,,62.5041
1993-10-11,,,,,,,,,,,,,,,,,,,,64.0286
1993-10-12,,,,,,,,,,,,,,,,,,,,63.2663
1993-10-13,,,,,,,,,,,,,,,,,,,,64.0286
1993-10-14,,,,,,,,,,,,,,,,,,,,64.0286
1993-10-15,,,,,,,,,,,,,,,,,,,,64.0286
1993-10-18,,,,,,,,,,,,,,,,,,,,64.0286
1993-10-19,,,,,,,,,,,,,,,,,,,,63.2663
1993-10-20,,,,,,,,,,,,,,,,,,,,63.3426
1993-10-21,,,,,,,,,,,,,,,,,,,,63.5712
1993-10-22,,,,,,,,,,,,,,,,,,,,64.0286
1993-10-25,,,,,,,,,,,,,,,,,,,,66.3153
1993-10-26,,,,,,,,,,,,,,,,,,,,65.7055
1993-10-27,,,,,,,,,,,,,,,,,,,,67.8398
1993-10-28,,,,,,,,,,,,,,,,,,,,70.1265
1993-10-29,,,,,,,,,,,,,,,,,,,,72.4133
1993-11-02,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-03,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-04,,,,,,,,,,,,,,,,,,,,70.8888
1993-11-05,,,,,,,,,,,,,,,,,,,,70.8888
1993-11-08,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-09,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-10,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-11,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-12,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-15,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-16,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-17,,,,,,,,,,,,,,,,,,,,70.5839
1993-11-18,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-19,,,,,,,,,,,,,,,,,,,,70.1265
1993-11-23,,,,,,,,,,,,,,,,,,,,68.6021
1993-11-24,,,,,,,,,,,,,,,,,,,,68.4496
1993-11-25,,,,,,,,,,,,,,,,,,,,68.6021
1993-11-26,,,,,,,,,,,,,,,,,,,,68.6021
1993-11-29,,,,,,,,,,,,,,,,,,,,68.6021
1993-11-30,,,,,,,,,,,,,,,,,,,,68.6021
1993-12-01,,,,,,,,,,,,,,,,,,,,67.0776
1993-12-02,,,,,,,,,,,,,,,,,,,,68.6021
1993-12-03,,,,,,,,,,,,,,,,,,,,68.2972
1993-12-06,,,,,,,,,,,,,,,,,,,,67.6874
1993-12-07,,,,,,,,,,,,,,,,,,,,67.6874
