,ASY FP Equity_DX_SI_QTY,ASY FP Equity_DX_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ASY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASY FP Equity_DX_SI_MV,ASY FP Equity_DX_DSS,ASY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY,ASY FP Equity_DX_BROKER_SI_QTY,ASY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASY FP Equity_DX_BROKER_SI_MV_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASY FP Equity_DX_BROKER_SI_MV_INC_x,ASY FP Equity_DX_SUPPLY_SI_MV_NEW,ASY FP Equity_DX_BROKER_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_NEW,ASY FP Equity_DX_SUPPLY_SI_MV_DEC,ASY FP Equity_DX_BROKER_SI_QTY_INC,ASY FP Equity_DX_SUPPLY_SI_QTY_DEC,ASY FP Equity_DX_BROKER_SI_MV_NEW_y,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASY FP Equity_DX_BROKER_SI_MV_INC_y,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASY FP Equity_DX_BROKER_SI_MV_ADD,ASY FP Equity_DX_SUPPLY_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_DEC,ASY FP Equity_DX_SUPPLY_SI_MV,ASY FP Equity_DX_BROKER_SI_MV_DEC,ASY FP Equity_DX_SUPPLY_SI_MV_RMV,ASY FP Equity_DX_BROKER_SI_MV_RMV,ASY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASY FP Equity_DX_UTILIZATION_QUANTITY,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASY FP Equity_DX_ACTIVE_UTILIZATION_MV,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASY FP Equity_DX_BROKER_SI_CON_RATIO,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASY FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-05-30,12923.0,737903.3,0.22,1.48,0.08,0.74,0.0,693365.3,9434.0,12143.0,538681.4,,,675.0,0.12,,,,0.05,2200.0,795.0,,,0.12,675.0,,1525.0,795.0,0.53,0.05,,,38.4,3.2,15132.0,864037.2,,0.85,38.42,34.18,0.2872,37.68,0.0439
2024-05-31,15223.0,879889.4,0.26,1.73,0.1,0.88,0.0,834805.4,11734.0,14443.0,678225.2,,,,0.14,,,,,2300.0,,,,0.14,,,2300.0,,0.67,,,,20.8,4.07,44675.0,2582215.0,,2.55,20.81,32.15,0.3178,44.05,0.0528
2024-06-03,13923.0,795003.3,0.24,1.63,0.09,0.81,0.0,750465.3,10434.0,13143.0,595781.4,,,,,,,,0.07,,1300.0,,,,,,,1300.0,0.6,0.07,,,18.5,3.42,45975.0,2625172.5,,2.66,18.47,35.14,0.2999,39.05,0.0456
2024-06-04,13923.0,807534.0,0.24,1.62,0.09,0.81,0.0,762294.0,10434.0,13143.0,605172.0,,,,,,,,,,,,,,,,,,0.6,,,,18.5,3.43,45975.0,2666550.0,,2.63,18.51,35.11,0.2986,38.83,0.0458
2024-06-05,9655.0,561921.0,0.17,1.17,0.06,0.57,0.0,516525.0,6166.0,8875.0,358861.2,,,,0.07,,,,0.31,1232.0,5500.0,,,0.07,,,1232.0,5500.0,0.36,0.31,,,100.0,2.02,0.0,0.0,,0.0,100.0,18.39,0.3348,50.48,0.0317
2024-06-06,14569.0,852286.5,0.25,1.78,0.09,0.86,0.0,806656.5,11080.0,13789.0,648180.0,,,4914.0,0.28,,,,,4914.0,,,,0.28,4914.0,,,,0.64,,,,100.0,3.62,0.0,0.0,,0.0,100.0,33.69,0.3411,45.49,0.0475
2024-06-07,8498.0,505631.0,0.15,1.05,0.05,0.51,0.0,459221.0,5009.0,7718.0,298035.5,,,,,,,,0.35,,6071.0,,,,,,,6071.0,0.29,0.35,,,100.0,1.63,0.0,0.0,,0.0,100.0,18.38,0.391,57.07,0.0277
2024-06-10,11021.0,642524.3,0.19,1.36,0.07,0.67,0.0,597050.3,7532.0,10241.0,439115.6,,,641.0,0.12,,600.0,,,1998.0,,,,0.12,641.0,0.04,1882.0,75.0,0.45,0.0,,,43.07,2.47,9957.0,580493.1,,0.6,42.98,31.97,0.3199,44.34,0.0361
2024-06-11,13521.0,792330.6,0.23,1.98,0.09,0.81,0.0,746622.6,10032.0,12741.0,587875.2,,,2500.0,0.14,,,,,2500.0,,,,0.14,2500.0,,,,0.58,,,,100.0,3.26,0.0,0.0,,0.0,100.0,26.67,0.2626,35.94,0.044
2024-06-12,13521.0,805851.6,0.23,1.97,0.09,0.81,0.0,759363.6,10032.0,12741.0,597907.2,,,,,,,,,,,,,,,,,,0.59,,,,100.0,3.33,0.0,0.0,,0.0,100.0,27.05,0.2624,35.66,0.0449
2024-06-13,14171.0,833254.8,0.24,1.96,0.09,0.86,0.0,749170.8,10032.0,12741.0,589881.6,,,,,,,,,,,,,,,,,,0.6,,,,100.0,3.33,0.0,0.0,,0.0,100.0,25.2,0.2461,34.63,0.0471
2024-06-14,14771.0,807973.7,0.25,2.03,0.09,0.88,0.0,765307.7,11282.0,13991.0,617125.4,,,1900.0,0.26,,,,0.04,4350.0,650.0,,,0.26,1900.0,,,3100.0,0.67,0.18,,,100.0,3.74,0.0,0.0,,0.0,100.0,33.33,0.2873,33.97,0.049
2024-06-17,11704.0,633186.4,0.2,1.35,0.07,0.67,0.0,590988.4,8215.0,10924.0,444431.5,,,,,,,,0.19,,3067.0,,,,,,,3067.0,0.45,0.18,,,42.78,2.72,10989.0,594504.9,,0.6,42.97,29.68,0.2963,40.52,0.0388
2024-06-18,11704.0,635527.2,0.2,1.24,0.07,0.67,0.0,593173.2,8215.0,10924.0,446074.5,,,,,,,,,,,,,,,,,,0.44,,,,42.78,2.72,10989.0,596702.7,,0.59,42.8,30.0,0.2983,40.66,0.0388
2024-06-19,11704.0,629675.2,0.2,1.17,0.07,0.66,0.0,587711.2,8215.0,10924.0,441967.0,,,,,,,,,,,,,,,,,,0.45,,,,42.78,2.72,10989.0,591208.2,,0.6,42.77,29.76,0.2981,40.76,0.0388
2024-06-20,12615.0,687517.5,0.22,1.19,0.08,0.7,0.0,645007.5,11915.0,11835.0,649367.5,,,3700.0,,,3700.0,,,,,,,,3700.0,0.2,,2789.0,0.64,0.16,,,100.0,3.95,0.0,0.0,,0.0,100.0,28.24,0.2235,28.5,0.0418
2024-06-21,12615.0,678687.0,0.22,1.14,0.08,0.71,0.0,636723.0,11915.0,11835.0,641027.0,,,,,,,,,,,,,,,,,,0.65,,,,100.0,3.96,0.0,0.0,,0.0,100.0,27.99,0.2229,28.53,0.0419
2024-06-24,11215.0,616825.0,0.19,0.99,0.07,0.64,0.0,612425.0,11215.0,11135.0,616825.0,,,,,,,,0.04,,700.0,,,,,,,700.0,0.6,0.04,,,100.0,3.73,0.0,0.0,,0.0,100.0,31.84,0.2669,32.04,0.0373
2024-06-25,10354.0,570505.4,0.18,0.91,0.07,0.59,0.0,509013.8,9318.0,9238.0,513421.8,,,,,,,,0.09,,1897.0,,,,,,,1897.0,0.51,0.11,,,100.0,3.11,0.0,0.0,,0.0,100.0,34.49,0.2902,34.71,0.0346
2024-06-26,14076.0,764326.8,0.24,1.24,0.09,0.78,0.0,461658.6,9076.0,8502.0,492826.8,,,,0.21,,,,0.29,3964.0,5242.0,,,0.21,,,5000.0,4700.0,0.5,0.26,,,13.14,3.03,59982.0,3257022.6,,3.31,13.15,35.17,0.3143,35.23,0.047
2024-06-27,14150.0,758440.0,0.24,1.22,0.09,0.78,0.0,470929.6,8866.0,8786.0,475217.6,,,,,,284.0,,0.03,,494.0,,,,,0.02,284.0,,0.48,,,,12.88,2.96,59982.0,3215035.2,,3.26,12.87,34.86,0.3119,35.31,0.0472
2024-06-28,16256.0,861568.0,0.28,1.39,0.1,0.89,0.0,521467.0,9919.0,9839.0,525707.0,,,1053.0,0.06,,,,,1053.0,,,,0.06,1053.0,,,,0.53,,,,14.19,3.29,59982.0,3179046.0,,3.22,14.19,30.27,0.2627,31.06,0.054
2024-07-01,16960.0,949760.0,0.29,1.44,0.11,0.93,0.0,570696.0,10271.0,10191.0,575176.0,,,352.0,0.02,,,,,352.0,,,,0.02,352.0,,,,0.54,,,,14.62,3.41,59982.0,3358992.0,,3.18,14.62,28.51,0.2551,29.59,0.0563
2024-07-02,16960.0,937888.0,0.29,1.42,0.11,0.95,0.0,563562.3,10271.0,10191.0,567986.3,,,,,,,,,,,,,,,,,,0.57,,,,14.62,3.41,59982.0,3317004.6,,3.36,14.61,28.89,0.2551,29.42,0.0563
2024-07-03,12250.0,695800.0,0.21,1.0,0.08,0.69,0.0,473484.8,8416.0,8336.0,478028.8,,,1221.0,0.01,,1000.0,,0.17,221.0,3076.0,,,0.01,1221.0,0.06,,3076.0,0.46,0.17,,,11.77,2.78,63058.0,3581694.4,,3.49,11.76,30.21,0.2378,30.51,0.0405
2024-07-04,12250.0,684775.0,0.21,0.99,0.08,0.7,0.0,465982.4,8416.0,8336.0,470454.4,,,,,,,,,,,,,,,,,,0.48,,,,11.77,2.78,63058.0,3524942.2,,3.58,11.77,29.38,0.2368,31.05,0.0404
2024-07-05,13096.0,739924.0,0.22,1.05,0.08,0.74,0.0,518218.0,9426.0,9172.0,532569.0,,,1010.0,0.06,,,,,1120.0,,,,0.06,1010.0,,,284.0,0.53,0.02,,,13.03,3.1,62938.0,3555997.0,,3.52,13.01,24.5,0.2079,27.94,0.0431
2024-07-08,11359.0,644055.3,0.19,0.9,0.07,0.64,0.0,321489.0,7689.0,5670.0,435966.3,,,1765.0,,,,,0.2,,3502.0,,,,1765.0,,,3502.0,0.43,0.21,,,2.52,2.52,297993.0,16896203.1,,16.02,2.64,18.07,0.2096,28.76,0.0372
2024-07-09,11469.0,590653.51,0.2,0.9,0.07,0.65,0.0,271147.5,8204.0,5265.0,422506.01,,,,0.06,,,,0.08,1000.0,1485.0,,,0.06,,,2000.0,1405.0,0.47,0.08,,,11.53,2.69,62938.0,3241307.04,,3.57,11.53,26.15,0.2382,26.69,0.0376
2024-07-10,10617.0,541467.0,0.18,0.82,0.07,0.6,0.0,225063.0,7204.0,4413.0,367404.0,,,,,,,,0.06,,1000.0,,,,,,,852.0,0.41,0.05,,,11.48,2.44,55539.0,2832489.0,,3.17,11.48,27.79,0.239,28.8,0.0359
2024-07-11,12213.0,628969.5,0.21,0.9,0.08,0.64,0.0,245397.5,8948.0,4765.0,460822.0,,,,0.08,,,,,1352.0,,,,0.08,,,1744.0,1000.0,0.46,0.06,,,11.63,3.01,67961.0,3499991.5,,3.46,11.64,30.19,0.2694,30.87,0.041
2024-07-12,19264.0,997875.2,0.33,1.4,0.12,1.01,0.0,421911.0,13046.0,8145.0,675782.8,,,2376.0,0.21,,400.0,,,3980.0,,,,0.21,2376.0,0.02,1722.0,1000.0,0.67,0.05,,,4.36,4.36,286099.0,14819928.2,,14.28,4.49,27.43,0.2546,28.17,0.0644
2024-07-15,24875.0,1288525.0,0.43,1.77,0.16,1.31,0.0,885054.8,17216.0,17086.0,891788.8,,,7908.0,0.01,,8900.0,,0.19,180.0,3738.0,,,0.01,7908.0,0.46,,139.0,0.89,0.01,,,5.83,5.83,278078.0,14404440.4,,13.96,6.0,21.8,0.2034,28.58,0.0842
2024-07-16,21491.0,1117532.0,0.37,1.52,0.14,1.12,0.0,854620.0,15756.0,16435.0,819312.0,,,,,,,,0.26,,4960.0,,,,,,3500.0,651.0,0.82,0.05,,,5.37,5.37,277514.0,14430728.0,,13.93,5.54,24.42,0.2317,33.36,0.0733
2024-07-17,18405.0,931293.0,0.31,1.28,0.12,0.96,0.0,722669.2,13170.0,14282.0,666402.0,,,,0.05,,,,0.19,1047.0,3633.0,,,0.05,,,1047.0,3200.0,0.68,0.16,,,4.54,4.54,276613.0,13996617.8,,13.89,4.69,28.57,0.2467,30.4,0.0635
2024-07-18,18056.0,917244.8,0.31,1.24,0.12,0.92,0.0,758596.4,13970.0,14933.0,709676.0,,,1700.0,0.03,,400.0,,0.17,800.0,3200.0,,,0.03,1700.0,0.02,2300.0,549.0,0.71,0.03,,,100.0,4.84,0.0,0.0,,0.0,100.0,28.89,0.2756,35.09,0.0625
2024-07-19,19755.0,993676.5,0.34,1.34,0.13,1.01,0.0,836589.6,16270.0,16632.0,818381.0,,,2300.0,0.12,,,,,2300.0,,,,0.12,2300.0,,,601.0,0.83,0.03,,,100.0,5.57,0.0,0.0,,0.0,100.0,32.09,0.2955,34.68,0.0676
2024-07-22,19667.0,997116.9,0.34,1.33,0.13,1.0,0.0,843242.4,16182.0,16632.0,820427.4,,,,,,,,0.0,,88.0,,,,,,,,0.81,,,,100.0,5.54,0.0,0.0,,0.0,100.0,32.42,0.2981,34.72,0.0674
2024-07-23,17396.0,885456.4,0.3,1.18,0.11,0.89,0.0,491185.0,13993.0,9650.0,712243.7,,,,,,,,0.35,,6950.0,,,,,,4761.0,6982.0,0.71,0.35,,,100.0,4.88,0.0,0.0,,0.0,100.0,29.04,0.27,36.48,0.0607
2024-07-24,17896.0,903748.0,0.31,1.22,0.11,0.92,0.0,563580.0,14493.0,11160.0,731896.5,,,500.0,,,1510.0,,,,,,,,500.0,0.08,,,0.74,,,,100.0,5.03,0.0,0.0,,0.0,100.0,28.2,0.2548,35.32,0.0622
2024-07-25,21896.0,1083852.0,0.37,1.52,0.14,1.12,0.0,750420.0,18493.0,15160.0,915403.5,,,,,,4000.0,,,,,,,,,0.21,4000.0,,0.93,,,,100.0,6.44,0.0,0.0,,0.0,100.0,22.98,0.2039,29.0,0.0762
2024-07-26,22087.0,1081158.65,0.38,1.54,0.14,1.11,0.0,751431.45,19493.0,15351.0,954182.35,,,1000.0,0.05,,,,,1000.0,,,,0.05,1000.0,,,809.0,0.96,0.05,,,100.0,6.76,0.0,0.0,,0.0,100.0,22.75,0.2176,33.59,0.0766
2024-07-29,22587.0,1094340.15,0.39,1.72,0.14,1.13,0.0,767980.95,19184.0,15851.0,929464.8,,,2601.0,0.05,,,,0.15,1000.0,2910.0,,,0.05,2601.0,,,500.0,0.94,0.02,,,100.0,6.64,0.0,0.0,,0.0,100.0,22.21,0.2381,37.22,0.0782
2024-07-30,35735.0,1768882.5,0.61,2.87,0.23,1.75,0.0,1325709.0,21002.0,26782.0,1039599.0,,,6000.0,0.55,,,,0.21,11330.0,4182.0,,,0.55,6000.0,,,399.0,1.02,0.02,,,100.0,7.1,0.0,0.0,,0.0,100.0,22.76,0.3312,50.07,0.1208
2024-07-31,36335.0,1780415.0,0.62,2.85,0.23,1.81,0.0,1341718.0,21602.0,27382.0,1058498.0,,,,,,600.0,,,,,,,,,0.03,600.0,,1.07,,,,100.0,7.29,0.0,0.0,,0.0,100.0,22.01,0.3219,49.51,0.1226
2024-08-01,37435.0,1815597.5,0.64,3.01,0.24,1.85,0.0,1381377.0,22702.0,28482.0,1101047.0,,,500.0,0.03,,600.0,,,500.0,,,,0.03,500.0,0.03,600.0,,1.11,,,,100.0,7.63,0.0,0.0,,0.0,100.0,22.93,0.3098,47.95,0.1258
2024-08-02,37435.0,1785649.5,0.64,3.12,0.24,1.83,0.0,1358591.4,22702.0,28482.0,1082885.4,,,,,,,,,,,,,,,,,,1.09,,,,100.0,7.62,0.0,0.0,,0.0,100.0,22.92,0.31,47.97,0.1256
2024-08-05,36835.0,1683359.5,0.63,3.11,0.24,1.78,0.0,1274207.4,22102.0,27882.0,1010061.4,,,,,,,,0.03,,600.0,,,,,,,600.0,1.05,0.03,,,100.0,7.54,0.0,0.0,,0.0,100.0,23.52,0.3184,48.57,0.1257
2024-08-06,36835.0,1736770.25,0.63,3.07,0.24,1.75,0.0,1314636.3,22102.0,27882.0,1042109.3,,,,,,,,,,,,,,,,,,1.01,,,,100.0,7.58,0.0,0.0,,0.0,100.0,23.99,0.3209,48.72,0.1263
2024-08-07,33711.0,1601272.5,0.58,2.77,0.22,1.62,0.0,1176005.0,22102.0,24758.0,1049845.0,,,,,,,,,,,,,,,,,3124.0,1.04,0.15,,,100.0,7.91,0.0,0.0,,0.0,100.0,25.93,0.2904,43.7,0.1207
2024-08-08,30083.0,1424430.05,0.51,2.48,0.19,1.45,0.0,1172291.3,18474.0,24758.0,874743.9,,,,,,,,0.17,,3628.0,,,,,,,,0.88,,,,100.0,6.7,0.0,0.0,,0.0,100.0,28.91,0.2611,37.01,0.1091
2024-08-09,34199.0,1643261.95,0.58,2.88,0.22,1.65,0.0,1133931.95,23149.0,23599.0,1112309.45,,,4535.0,,,,,0.03,,600.0,,,,4535.0,,740.0,1159.0,1.1,0.05,,,100.0,8.28,0.0,0.0,,0.0,100.0,25.46,0.3103,46.3,0.1223
2024-08-12,36499.0,1810350.4,0.62,3.02,0.23,1.76,0.0,1284590.4,25449.0,25899.0,1262270.4,,,2300.0,0.04,,1300.0,,,1000.0,,,,0.04,2300.0,0.06,,,1.22,,,,100.0,9.09,0.0,0.0,,0.0,100.0,26.03,0.2875,43.65,0.1304
2024-08-13,34727.0,1696413.95,0.59,2.89,0.22,1.72,0.0,1314016.15,23677.0,26899.0,1156621.45,,,205.0,0.06,,,,0.12,1000.0,2772.0,,,0.06,205.0,,795.0,,1.17,,,,100.0,8.53,0.0,0.0,,0.0,100.0,26.51,0.257,38.39,0.1251
2024-08-14,28920.0,1446000.0,0.49,2.45,0.18,1.42,0.0,1281350.0,20642.0,25627.0,1032100.0,,,,0.07,,,,0.23,1500.0,4535.0,,,0.07,,,1500.0,2772.0,1.01,0.14,,,100.0,7.48,0.0,0.0,,0.0,100.0,20.78,0.2096,32.09,0.1048
2024-08-15,39070.0,1953500.0,0.67,3.3,0.25,1.96,0.0,1608650.0,27188.0,32173.0,1359400.0,,,5553.0,0.35,,,,,6546.0,,,,0.35,5553.0,,993.0,,1.36,,,,100.0,9.72,0.0,0.0,,0.0,100.0,23.67,0.2067,29.81,0.1397
2024-08-16,40235.0,2043938.0,0.69,3.42,0.26,2.02,0.0,1666849.6,32362.0,32812.0,1643989.6,,,4824.0,0.26,,,,,5174.0,,,,0.26,4824.0,,350.0,4535.0,1.61,0.22,,,100.0,11.54,0.0,0.0,,0.0,100.0,23.67,0.2164,31.53,0.1435
2024-08-19,39002.0,1977401.4,0.67,3.38,0.25,1.98,0.0,1601055.3,31129.0,31579.0,1578240.3,,,1076.0,0.03,,800.0,,0.19,315.0,3854.0,,,0.03,1076.0,0.04,1545.0,2348.0,1.57,0.12,,,100.0,11.11,0.0,0.0,,0.0,100.0,23.11,0.2372,33.72,0.1392
2024-08-20,40625.0,2039375.0,0.69,3.6,0.26,2.06,0.0,1415740.4,32752.0,28202.0,1644150.4,,,1023.0,0.05,,,,0.22,1023.0,4400.0,,,0.05,1023.0,,5000.0,4400.0,1.66,0.22,,,58.32,11.69,23407.0,1175031.4,,1.19,58.24,22.14,0.2245,34.91,0.145
2024-08-21,41608.0,2134490.4,0.71,3.74,0.27,2.1,0.0,1497190.5,33735.0,29185.0,1730605.5,,,1783.0,0.08,,,,0.04,1783.0,800.0,,,0.08,1783.0,,,800.0,1.69,0.04,,,59.04,12.0,23407.0,1200779.1,,1.18,59.0,21.73,0.2411,38.28,0.148
2024-08-22,43553.0,2308309.0,0.74,4.13,0.28,2.23,0.0,1649890.0,35680.0,31130.0,1891040.0,,,346.0,0.11,,,,,1945.0,,,,0.11,346.0,,1599.0,,1.83,,,,65.97,12.92,18407.0,975571.0,,0.94,66.01,20.51,0.2289,37.62,0.1577
2024-08-23,40860.0,2079774.0,0.7,3.9,0.26,2.13,0.0,1447443.3,32987.0,28437.0,1679038.3,,,,0.1,,,,0.2,1456.0,4149.0,,,0.1,,,1456.0,4149.0,1.74,0.21,,,64.18,11.84,18407.0,936916.3,,0.98,64.06,21.28,0.283,44.16,0.1467
2024-08-26,41525.0,2142690.0,0.71,3.99,0.27,2.11,0.0,1644027.6,36811.0,31861.0,1899447.6,,,7730.0,0.14,,,,0.22,3424.0,3997.0,,,0.14,7730.0,,91.0,,1.88,,,,66.66,13.29,18407.0,949801.2,,0.94,66.69,21.58,0.24,35.6,0.1499
2024-08-27,48279.0,2476712.7,0.82,4.67,0.31,2.48,0.0,1816122.6,41020.0,35402.0,2104326.0,,,2396.0,0.28,,,,0.22,5017.0,4485.0,,,0.28,2396.0,,6298.0,1476.0,2.11,0.07,,,69.03,14.75,18407.0,944279.1,,0.95,69.0,31.4,0.2635,33.54,0.1736
2024-08-28,51126.0,2617651.2,0.87,5.0,0.33,2.63,0.0,1991987.2,42367.0,38906.0,2169190.4,,,1519.0,0.13,,1587.0,,0.08,2384.0,1513.0,,,0.13,1519.0,0.08,1341.0,467.0,2.18,0.02,,,69.71,15.24,18407.0,942438.4,,0.94,69.79,31.33,0.2731,35.12,0.1839
2024-08-29,53097.0,2713256.7,0.91,5.32,0.34,2.73,0.0,2088814.7,44338.0,40877.0,2265671.8,,,1971.0,0.1,,,,,1971.0,,,,0.1,1971.0,,,,2.28,,,,70.66,15.97,18407.0,940597.7,,0.94,70.73,30.15,0.255,33.86,0.1912
2024-08-30,46070.0,2358784.0,0.79,4.66,0.29,2.38,0.0,1989120.0,37311.0,38850.0,1910323.2,,,,,,,,0.36,,7027.0,,,,,,,2027.0,1.91,0.1,,,100.0,13.44,0.0,0.0,,0.0,100.0,34.6,0.3152,38.78,0.166
2024-09-02,43968.0,2229177.6,0.75,4.49,0.28,2.26,0.0,1965132.0,32391.0,38760.0,1642223.7,,,555.0,,,,,0.28,,5475.0,,,,555.0,,,90.0,1.66,0.0,,,100.0,11.9,0.0,0.0,,0.0,100.0,33.22,0.3078,37.54,0.1615
2024-09-03,42797.0,2144129.7,0.73,4.39,0.27,2.2,0.0,1918278.9,31374.0,38289.0,1571837.4,,,,0.02,,,,0.05,555.0,1017.0,,,0.02,,,,1026.0,1.59,0.05,,,100.0,11.53,0.0,0.0,,0.0,100.0,33.53,0.315,39.62,0.1572
2024-09-04,43009.0,2128945.5,0.73,4.31,0.27,2.16,0.0,1905799.5,31586.0,38501.0,1563507.0,,,212.0,0.0,,,,,212.0,,,,0.0,212.0,,,,1.58,,,,100.0,11.61,0.0,0.0,,0.0,100.0,33.2,0.3142,39.65,0.1581
2024-09-05,45341.0,2235311.3,0.77,4.47,0.29,2.26,0.0,2013066.9,33918.0,40833.0,1672157.4,,,2332.0,0.11,,,,,2332.0,,,,0.11,2332.0,,,,1.68,,,,100.0,12.47,0.0,0.0,,0.0,100.0,32.3,0.2899,37.55,0.1666
2024-09-06,45341.0,2228510.15,0.77,4.6,0.29,2.25,0.0,2006941.95,33918.0,40833.0,1667069.7,,,,,,,,,,,,,,,,,,1.67,,,,100.0,12.69,0.0,0.0,,0.0,100.0,32.33,0.2898,37.5,0.1697
2024-09-09,44734.0,2234463.3,0.76,4.31,0.29,2.23,0.0,2009288.7,33311.0,40226.0,1663884.45,,,,,,,,0.03,,607.0,,,,,,,607.0,1.65,0.03,,,100.0,12.43,0.0,0.0,,0.0,100.0,32.72,0.2965,37.97,0.1669
2024-09-10,45892.0,2285421.6,0.78,4.51,0.29,2.31,0.0,1961323.2,34469.0,39384.0,1716556.2,,,,,,,,0.04,,842.0,,,,,,2000.0,842.0,1.72,0.04,,,100.0,12.86,0.0,0.0,,0.0,100.0,32.01,0.3008,37.12,0.1712
2024-09-11,42793.0,2105415.6,0.73,4.48,0.27,2.15,0.0,1785222.0,31370.0,36285.0,1543404.0,,,,,,,,0.16,,3099.0,,,,,,,3099.0,1.56,0.16,,,100.0,11.7,0.0,0.0,,0.0,100.0,34.3,0.3039,35.88,0.1597
2024-09-12,43803.0,2008367.55,0.75,4.58,0.28,2.16,0.0,1709975.75,32627.0,37295.0,1495947.95,,,1550.0,0.07,,,,0.02,1434.0,293.0,,,0.07,1550.0,,,424.0,1.59,0.02,,,100.0,12.17,0.0,0.0,,0.0,100.0,33.41,0.2974,35.03,0.1634
2024-09-13,43803.0,1988656.2,0.75,4.0,0.28,2.05,0.0,1693193.0,32627.0,37295.0,1481265.8,,,,,,,,,,,,,,,,,,1.49,,,,100.0,12.15,0.0,0.0,,0.0,100.0,32.9,0.2952,34.46,0.1631
2024-09-16,48955.0,2151572.25,0.84,4.23,0.31,2.27,0.0,1865545.65,35027.0,42447.0,1539436.65,,,4283.0,0.24,,,,0.11,5152.0,2452.0,,,0.24,4283.0,,569.0,,1.58,,,,100.0,13.18,0.0,0.0,,0.0,100.0,29.46,0.2548,30.86,0.1842
2024-09-17,57961.0,2463342.5,0.99,4.96,0.37,2.61,0.0,2101752.5,39417.0,49453.0,1675222.5,,,,0.27,,,,0.11,7006.0,2450.0,,,0.27,,,6840.0,,1.73,,,,67.01,14.94,19407.0,824797.5,,0.85,67.01,25.04,0.2194,28.83,0.2196
2024-09-18,59210.0,2486820.0,1.01,4.9,0.38,2.6,0.0,2020284.0,46551.0,48102.0,1955142.0,,,729.0,0.03,,,,0.09,728.0,1701.0,,,0.03,729.0,,8106.0,2079.0,1.98,0.12,,,70.58,17.74,19407.0,815094.0,,0.82,70.58,25.09,0.2177,25.21,0.2257
2024-09-19,61127.0,2634573.7,1.04,4.91,0.39,2.65,0.0,2173058.9,39676.0,50419.0,1710035.6,,,200.0,0.38,,,,0.33,8780.0,7527.0,,,0.38,200.0,,452.0,6463.0,1.66,0.3,,,67.15,15.1,19407.0,836441.7,,0.82,67.12,25.63,0.2446,33.59,0.2326
2024-09-20,57812.0,2563962.2,0.99,4.53,0.37,2.54,0.0,2089062.4,42679.0,47104.0,1892813.65,,3254.0,261.0,0.02,0.14,,,0.02,400.0,512.0,,3254.0,0.02,261.0,,,3715.0,1.83,0.14,,,68.74,16.12,19407.0,860700.45,,0.84,68.62,26.84,0.2392,30.47,0.2184
2024-09-23,48472.0,2190934.4,0.83,3.75,0.31,2.2,0.0,1706932.8,41401.0,37764.0,1871325.2,,,402.0,,,,,0.05,,1680.0,,,,402.0,,,9340.0,1.83,0.37,,,68.08,16.31,19407.0,877196.4,,0.86,67.97,27.11,0.2319,29.29,0.1909
2024-09-24,51502.0,2366516.9,0.88,3.97,0.33,2.36,0.0,1860653.35,37958.0,40493.0,1744170.1,,,1411.0,0.15,,,,0.2,3284.0,4854.0,,,0.15,1411.0,,,555.0,1.71,0.02,,,66.17,14.94,19407.0,891751.65,,0.88,66.11,26.57,0.2188,27.51,0.2027
2024-09-25,52585.0,2458348.75,0.9,4.05,0.34,2.45,0.0,1943678.0,39815.0,41576.0,1861351.25,,,2209.0,0.08,,,,0.03,1556.0,668.0,,,0.08,2209.0,,316.0,473.0,1.83,0.01,,,67.23,15.62,19407.0,907277.25,,0.89,67.27,26.5,0.2165,27.16,0.2063
2024-09-26,92848.0,4396352.8,1.58,7.14,0.59,4.37,0.0,2272705.3,60265.0,47998.0,2853547.75,,,759.0,0.28,,2200.0,,0.01,5751.0,301.0,,,0.28,759.0,0.1,19992.0,1529.0,2.82,0.07,,,38.73,24.37,95347.0,4514680.45,,4.46,38.76,28.66,0.2423,34.01,0.3754
