,ALKLH FP Equity_DX_SI_QTY,ALKLH FP Equity_DX_SHORT_INTEREST_VALUE,ALKLH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKLH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKLH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKLH FP Equity_DX_SI_MV,ALKLH FP Equity_DX_DSS,ALKLH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKLH FP Equity_DX_SUPPLY_SI_QTY,ALKLH FP Equity_DX_BROKER_SI_QTY,ALKLH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKLH FP Equity_DX_BROKER_SI_MV_NEW_x,ALKLH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALKLH FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKLH FP Equity_DX_BROKER_SI_MV_INC_x,ALKLH FP Equity_DX_SUPPLY_SI_MV_NEW,ALKLH FP Equity_DX_BROKER_SI_QTY_ADD,ALKLH FP Equity_DX_BROKER_SI_QTY_NEW,ALKLH FP Equity_DX_SUPPLY_SI_MV_DEC,ALKLH FP Equity_DX_BROKER_SI_QTY_INC,ALKLH FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKLH FP Equity_DX_BROKER_SI_MV_NEW_y,ALKLH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALKLH FP Equity_DX_BROKER_SI_MV_INC_y,ALKLH FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKLH FP Equity_DX_BROKER_SI_MV_ADD,ALKLH FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKLH FP Equity_DX_BROKER_SI_QTY_DEC,ALKLH FP Equity_DX_SUPPLY_SI_MV,ALKLH FP Equity_DX_BROKER_SI_MV_DEC,ALKLH FP Equity_DX_SUPPLY_SI_MV_RMV,ALKLH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKLH FP Equity_DX_UTILIZATION_QUANTITY,ALKLH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKLH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKLH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALKLH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKLH FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKLH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKLH FP Equity_DX_BROKER_SI_CON_RATIO,ALKLH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKLH FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-03-30,5041997.0,2188226.7,2.8,2.33,1.71,2.22,1.0,1296537.68,2610497.0,2987414.0,1132955.7,,,,,,,,0.24,,679112.0,,,,,,,,1.14,,,47.64,46.67,2869215.0,1245239.31,,1.26,47.63,34.85,0.3207,43.23,0.9014
2023-03-31,4838250.0,2218337.63,2.69,2.2,1.64,2.15,1.0,1302445.82,2463750.0,2840667.0,1129629.38,,,,,,,,0.07,,146747.0,,,,,,,146747.0,1.07,0.07,,46.2,44.04,2869215.0,1315535.08,,1.25,46.21,35.24,0.3412,45.55,0.8649
2023-04-03,4838250.0,2007873.75,2.69,2.18,1.64,2.17,1.0,1169639.74,2463750.0,2818409.0,1022456.25,,,,,,,,,,,,,,,,,22258.0,1.13,0.07,,46.2,44.76,2869215.0,1190724.23,,1.32,46.19,36.79,0.3326,43.23,0.879
2023-04-04,4141852.0,1784309.84,2.3,1.8,1.41,1.74,1.0,940983.09,2401492.0,2184269.0,1034562.75,,,,,,,,0.11,,62258.0,,,,,,,634140.0,1.0,0.25,,45.56,44.17,2869215.0,1236057.82,,1.19,45.56,37.77,0.3272,41.44,0.7617
2023-04-05,3568212.0,1552885.86,1.98,1.54,1.21,1.55,1.0,950593.87,1827852.0,2184269.0,795481.19,,,20500.0,,,,,0.23,,594140.0,,,,20500.0,,,,0.79,,,38.91,38.05,2869215.0,1248682.37,,1.24,38.89,26.96,0.3236,48.32,0.7429
2023-04-06,4229771.0,1836566.57,2.35,1.84,1.44,1.85,1.0,1093509.25,2155234.0,2518446.0,935802.6,,,334177.0,0.14,,,,0.0,334177.0,6795.0,,,0.14,334177.0,,,,0.94,,,42.84,41.91,2876010.0,1248763.54,,1.25,42.79,38.41,0.3261,40.77,0.8225
2023-04-07,4229771.0,1836566.57,2.35,1.87,1.44,1.85,1.0,1093509.25,2155234.0,2518446.0,935802.6,,,,,,,,,,,,,,,,,,0.94,,,42.84,41.91,2876010.0,1248763.54,,1.25,42.84,38.44,0.3263,40.77,0.8225
2023-04-10,4168522.0,1809972.25,2.31,1.84,1.42,1.83,1.0,1066914.94,2155234.0,2457197.0,935802.6,,,,,,,,,,,,,,,,,61249.0,0.94,0.03,,42.84,41.91,2876010.0,1248763.54,,1.25,42.8,37.45,0.3251,41.49,0.8106
2023-04-11,4019298.0,1704182.35,2.23,1.78,1.37,1.75,1.0,978580.55,2041243.0,2307973.0,865487.03,,,,,,,,0.05,,113991.0,,,,,,,149224.0,0.88,0.07,,41.51,39.69,2876010.0,1219428.24,,1.25,41.45,35.6,0.3267,43.19,0.7816
2023-04-12,3969298.0,1690920.95,2.2,1.74,1.35,1.7,1.0,983196.5,1991243.0,2307973.0,848269.52,,,,,,,,0.02,,50000.0,,,,,,,,0.84,,,40.5,38.87,2926010.0,1246480.26,,1.24,40.47,36.44,0.3332,43.44,0.7749
2023-04-13,3956114.0,1670271.33,2.2,1.75,1.34,1.7,1.0,971643.06,1984651.0,2301381.0,837919.65,,,,,,,,0.0,,6592.0,,,,,,,6592.0,0.84,0.0,,100.0,38.74,0.0,0.0,,0.0,100.0,36.38,0.3352,43.72,0.7723
2023-04-14,3956114.0,1667897.66,2.2,1.78,1.34,1.69,1.0,970262.23,1984651.0,2301381.0,836728.86,,,,,,,,,,,,,,,,,,0.84,,,100.0,38.74,0.0,0.0,,0.0,100.0,36.48,0.3353,43.65,0.7723
2023-04-17,3995135.0,1669966.43,2.22,1.78,1.36,1.7,1.0,978288.04,1984651.0,2340402.0,829584.12,,,,0.02,,,,,39021.0,,,,0.02,,,,,0.84,,,100.0,39.91,0.0,0.0,,0.0,100.0,36.04,0.3295,43.34,0.8034
2023-04-18,4151135.0,1784157.82,2.31,1.84,1.41,1.76,1.0,1048454.98,2041651.0,2439402.0,877501.6,,,,0.04,,,,,99000.0,,,,0.04,,,57000.0,,0.85,,,100.0,42.18,0.0,0.0,,0.0,100.0,35.69,0.3172,41.94,0.8576
2023-04-19,3867093.0,1739418.43,2.15,1.58,1.31,1.69,1.0,964760.28,2052146.0,2144865.0,923055.27,,,10495.0,,,,,,,,,,,10495.0,,,294537.0,0.88,0.11,0.03,100.0,42.3,0.0,0.0,77742.0,0.0,100.0,31.75,0.3181,45.0,0.7972
2023-04-20,3607338.0,1587228.72,2.0,1.46,1.23,1.63,1.0,929738.48,1804395.0,2113042.0,793933.8,,,10756.0,,,,,0.08,,258507.0,,,,10756.0,,,31823.0,0.81,0.01,,40.61,39.24,2638653.0,1161007.32,,1.19,40.61,25.97,0.3229,48.83,0.7846
2023-04-21,3343338.0,1436966.67,1.86,1.39,1.14,1.48,1.0,819216.85,1747395.0,1906042.0,751030.37,,,,,,,,0.03,,57000.0,,,,,,,207000.0,0.77,0.11,,39.84,37.12,2638653.0,1134093.06,,1.16,39.84,27.58,0.3165,47.26,0.7102
2023-04-24,2985900.0,1286922.9,1.66,1.26,1.01,1.3,1.0,733701.21,1593676.0,1702323.0,686874.36,,,200496.0,0.01,,,,0.17,12189.0,354215.0,,,0.01,200496.0,,,215908.0,0.68,0.1,,35.92,34.97,2842868.0,1225276.11,,1.22,35.9,31.25,0.2897,40.63,0.6551
2023-04-25,2843152.0,1229378.92,1.58,1.2,0.97,1.24,1.0,726600.2,1472862.0,1680389.0,636865.53,,,,0.02,,,,0.08,41759.0,197814.0,,,0.02,,,77000.0,63693.0,0.64,0.03,,15.3,15.09,8155868.0,3526597.32,,3.52,15.31,31.94,0.2819,38.51,0.2914
2023-04-26,3129244.0,1273602.31,1.74,1.33,1.06,1.34,1.0,620257.01,1663194.0,1523973.0,676919.96,,,579793.0,0.01,,,,0.17,55760.0,389461.0,,,0.01,579793.0,,,212176.0,0.72,0.09,,17.96,17.75,7596075.0,3091602.53,,3.29,17.91,31.78,0.3229,43.8,0.334
2023-04-27,3142766.0,1267163.25,1.75,1.29,1.07,1.29,1.0,613600.24,1678863.0,1521826.0,676917.56,,,17816.0,,,,,0.0,,2147.0,,,,17816.0,,,2147.0,0.68,0.01,,18.14,17.92,7578259.0,3055554.03,,3.08,18.15,32.69,0.323,43.28,0.3355
2023-04-28,3372622.0,1373331.68,1.87,1.37,1.15,1.37,1.0,669900.6,1802176.0,1645139.0,733846.07,,,123313.0,0.05,,,,,123313.0,,,,0.05,123313.0,,,,0.73,,,19.42,19.1,7478259.0,3045147.06,,3.01,19.42,30.19,0.2796,39.32,0.3575
2023-05-01,3372622.0,1373331.68,1.87,1.37,1.15,1.38,1.0,669900.6,1802176.0,1645139.0,733846.07,,,,,,,,,,,,,,,,,,0.73,,,19.42,19.2,7478259.0,3045147.06,,3.03,19.45,30.19,0.2801,39.42,0.3594
2023-05-02,3193003.0,1277201.2,1.77,1.3,1.08,1.3,1.0,644623.6,1768596.0,1611559.0,707438.4,,,112459.0,0.0,,,,0.06,2555.0,146039.0,,,0.0,112459.0,,,36135.0,0.72,0.01,,18.94,18.62,7569210.0,3027684.0,,3.08,18.92,31.14,0.2971,41.53,0.3361
2023-05-03,3416183.0,1363057.02,1.9,1.39,1.16,1.37,1.0,687536.45,1880186.0,1723149.0,750194.21,,,113632.0,0.04,,,,0.0,111590.0,2042.0,,,0.04,113632.0,,,,0.75,,,20.13,19.77,7457762.0,2975647.04,,2.99,20.08,30.13,0.2838,39.67,0.3593
2023-05-04,3374973.0,1402638.78,1.87,1.38,1.15,1.37,1.0,714045.68,1844017.0,1718108.0,766373.47,,,,0.03,,,,0.01,76300.0,36169.0,,,0.03,,,,81341.0,0.74,0.03,,19.76,19.26,7488890.0,3112382.68,,2.99,19.8,31.31,0.2783,39.83,0.3525
2023-05-05,3677900.0,1528535.24,2.04,1.49,1.25,1.54,1.0,776917.24,1995296.0,1869387.0,829245.02,,,190729.0,0.07,,,,0.01,170455.0,39450.0,,,0.07,190729.0,,,19176.0,0.83,0.0,,21.0,20.59,7507971.0,3120312.75,,3.12,21.0,36.01,0.2977,38.79,0.3795
2023-05-08,3574828.0,1534316.18,1.99,1.47,1.21,1.51,1.0,780221.65,1943760.0,1817851.0,834261.79,,,,,,,,0.02,,51536.0,,,,,,,51536.0,0.81,0.02,,20.47,20.11,7553116.0,3241797.39,,3.14,20.48,36.9,0.3172,40.73,0.3698
2023-05-09,3502400.0,1438085.44,1.94,1.45,1.19,1.5,1.0,731540.15,1907546.0,1781637.0,783238.39,,,,,,,,0.01,,36214.0,,,,,,,36214.0,0.82,0.01,,28.96,19.73,4678759.0,1921098.45,,2.01,29.01,38.73,0.329,40.46,0.3623
2023-05-10,3408037.0,1390479.1,1.89,1.58,1.16,1.41,1.0,693580.01,1825860.0,1699951.0,744950.88,,,,,,,,0.05,,81686.0,,,,,,,81686.0,0.75,0.04,,28.07,19.02,4678759.0,1908933.67,,1.92,28.05,39.6,0.3475,42.5,0.355
2023-05-11,3397720.0,1398501.55,1.89,1.71,1.15,1.4,1.0,697867.8,1803593.0,1695500.0,742358.88,,,667.0,0.01,,,,0.01,10714.0,22934.0,,,0.01,667.0,,,15165.0,0.74,0.01,,27.82,18.8,4678759.0,1925777.2,,1.91,27.89,39.22,0.3473,42.56,0.3541
2023-05-12,3371491.0,1376242.63,1.87,1.94,1.15,1.4,1.0,677292.38,1813647.0,1659217.0,740330.71,,,71637.0,,,,,0.02,,61583.0,,,,71637.0,,,36283.0,0.75,0.02,,28.08,19.08,4644938.0,1896063.69,,1.91,28.16,40.95,0.3711,43.91,0.3546
2023-05-15,3586443.0,1495546.73,1.99,2.16,1.22,1.48,1.0,736710.98,1921123.0,1766693.0,801108.29,,,112857.0,0.04,,,,0.0,107476.0,5381.0,,,0.04,112857.0,,,,0.78,,,29.77,20.21,4532081.0,1889877.78,,1.85,29.74,39.08,0.3519,42.77,0.3772
2023-05-16,3559161.0,1504101.44,1.98,2.31,1.21,1.5,1.0,731658.79,1885757.0,1731327.0,796920.91,,,8084.0,0.02,,,,0.01,44000.0,43450.0,,,0.02,8084.0,,,79366.0,0.79,0.03,,29.38,19.83,4532081.0,1915257.43,,1.89,29.39,39.52,0.3509,43.03,0.3743
2023-05-17,3531479.0,1529130.41,1.96,2.34,1.2,1.51,1.0,743671.44,1871916.0,1717486.0,810539.63,,,,,,,,0.01,,13841.0,,,,,,,13841.0,0.79,0.01,,29.23,19.78,4532081.0,1962391.07,,1.91,29.26,39.81,0.358,43.65,0.3732
2023-05-18,3498913.0,1502433.24,1.94,2.52,1.19,1.53,1.0,730496.57,1855633.0,1701203.0,796808.81,,,,,,,,0.01,,16283.0,,,,,,,16283.0,0.81,0.01,,29.05,19.17,4532081.0,1946075.58,,1.96,29.14,40.71,0.3649,43.64,0.3615
2023-05-19,3486891.0,1480533.92,1.94,2.73,1.18,1.5,1.0,719778.52,1849622.0,1695192.0,785349.5,,,,,,,,0.0,,6011.0,,,,,,,6011.0,0.79,0.0,,28.98,18.93,4532081.0,1924321.59,,1.95,28.94,40.93,0.3677,43.77,0.3569
2023-05-22,3466891.0,1506710.83,1.93,2.85,1.18,1.51,1.0,732384.44,1839622.0,1685192.0,799499.72,,,,,,,,0.0,,10000.0,,,,,,,10000.0,0.78,0.0,,28.87,18.83,4532081.0,1969642.4,,1.92,28.86,41.69,0.3757,44.03,0.3548
2023-05-23,3361368.0,1468245.54,1.87,2.78,1.14,1.51,1.0,732656.43,1741964.0,1677327.0,760889.88,,,,,,,,0.03,,97658.0,,,,,,,7865.0,0.76,0.0,,27.54,17.86,4584058.0,2002316.53,,1.99,27.58,42.8,0.3806,43.54,0.3447
2023-05-24,3089368.0,1366118.53,1.72,2.55,1.05,1.39,1.0,615244.8,1755964.0,1391327.0,776487.28,,,14000.0,0.01,,,,,14000.0,,,,0.01,14000.0,,,300000.0,0.77,0.14,,27.7,17.98,4584058.0,2027070.45,,2.0,27.71,34.54,0.3696,48.99,0.3164
2023-05-25,2814599.0,1229416.84,1.56,2.35,0.96,1.25,0.0,601616.43,1495195.0,1377327.0,653101.18,,,53231.0,,,,,0.13,,314000.0,,,,53231.0,,,14000.0,0.66,0.01,,24.66,15.33,4568643.0,1995583.26,,2.02,24.7,23.31,0.4078,58.23,0.2886
2023-05-26,2588885.0,1132896.08,1.44,2.14,0.88,1.14,0.0,553332.07,1382338.0,1264470.0,604911.11,,,,,,,,0.05,,112857.0,,,,,,,112857.0,0.6,0.05,,22.8,14.07,4681500.0,2048624.4,,2.05,22.79,24.73,0.4486,61.84,0.2635
2023-05-29,2735170.0,1241767.18,1.52,2.22,0.93,1.22,0.0,623537.67,1419662.0,1373431.0,644526.55,,,108961.0,0.05,,,,0.03,108961.0,71637.0,,,0.05,108961.0,,,,0.62,,,23.14,14.9,4715321.0,2140755.73,,2.06,23.15,21.81,0.3859,55.96,0.2871
2023-05-30,3102977.0,1431092.99,1.72,2.55,1.05,1.42,1.0,693235.72,1657787.0,1503113.0,764571.36,,,334474.0,0.06,,,,0.04,136012.0,96349.0,,,0.06,334474.0,,,6330.0,0.75,0.0,,27.28,17.4,4418663.0,2037887.38,,2.01,27.25,21.56,0.3796,54.92,0.3258
2023-05-31,2330557.0,1119133.47,1.29,1.86,0.79,1.1,0.0,536336.82,1271577.0,1116903.0,610611.28,,651674.0,,,0.3,,,0.02,,46547.0,,651674.0,,,,,386210.0,0.59,0.18,0.45,21.09,13.35,4758326.0,2284948.15,991337.0,2.19,21.12,26.72,0.5517,69.25,0.2447
2023-06-01,2330557.0,1095361.79,1.29,2.08,0.79,1.11,0.0,524944.41,1271577.0,1116903.0,597641.19,,,,,,,,,,,,,,,,,,0.61,,,21.09,13.35,4758326.0,2236413.22,,2.29,21.03,27.55,0.5433,68.31,0.2447
2023-06-02,2277326.0,1097215.67,1.26,2.02,0.77,1.09,0.0,538123.87,1218346.0,1116903.0,586999.1,,,,,,,,0.03,,53231.0,,,,,,,,0.57,,,20.21,12.65,4811557.0,2318208.16,,2.26,20.24,26.9,0.5499,69.05,0.2365
2023-06-05,2264926.0,1122044.34,1.26,1.91,0.77,1.11,0.0,548260.67,1216146.0,1106703.0,602478.73,,,,,,,,0.0,,2200.0,,,,,,,10200.0,0.59,0.0,,20.18,12.63,4811557.0,2383645.34,,2.32,20.17,27.07,0.5516,69.1,0.2352
2023-06-06,2264926.0,1081728.66,1.26,1.89,0.77,1.11,0.0,528561.35,1208146.0,1106703.0,577010.53,,,,,,,,0.0,,8000.0,,,,,,,,0.6,,,20.07,12.56,4811557.0,2297999.62,,2.38,20.08,27.94,0.5429,68.12,0.2354
2023-06-07,2064926.0,968450.29,1.15,1.76,0.7,0.98,0.0,425243.71,1208146.0,906703.0,566620.47,,,,,,,,,,,,,,,,,200000.0,0.58,0.1,,20.07,12.48,4811557.0,2256620.23,,2.3,20.06,17.22,0.6438,78.3,0.2132
2023-06-08,1694471.0,847235.5,0.94,1.43,0.58,0.81,0.0,368124.0,1008146.0,736248.0,504073.0,,,,,,,,0.1,,200000.0,,,,,,,170455.0,0.47,0.06,,17.32,10.63,4811557.0,2405778.5,,2.26,17.26,4.4,0.811,89.85,0.1787
2023-06-09,1694471.0,849777.21,0.94,1.41,0.58,0.85,0.0,445684.55,837691.0,888703.0,420102.04,,,,0.09,,,,0.07,170455.0,170455.0,,,0.09,,,,18000.0,0.42,0.01,,14.83,8.8,4811557.0,2412995.84,,2.4,14.86,4.55,0.8055,89.53,0.178
2023-06-12,1428330.0,775583.19,0.79,1.05,0.49,0.74,0.0,347825.17,819691.0,640562.0,445092.21,,,,,,,,0.01,,18000.0,,,,,,,248141.0,0.41,0.1,,14.56,8.78,4811557.0,2612675.45,,2.41,14.55,4.56,0.7951,88.93,0.153
2023-06-13,1180189.0,633761.49,0.66,0.78,0.4,0.64,0.0,343981.79,571550.0,640562.0,306922.35,,,,,,,,0.11,,248141.0,,,,,,,,0.31,,,10.15,6.35,5059698.0,2717057.83,,2.75,10.14,4.86,0.7831,88.22,0.1311
2023-06-14,1308744.0,692325.58,0.73,0.8,0.44,0.7,0.0,338857.3,700105.0,640562.0,370355.55,,,128555.0,,,,,,,,,,,128555.0,,,,0.38,,,12.43,7.78,4931143.0,2608574.65,,2.65,12.42,4.86,0.7826,88.19,0.1454
2023-06-15,1308744.0,667459.44,0.73,0.79,0.44,0.68,0.0,326686.62,700105.0,640562.0,357053.55,,,,,,,,,,,,,,,,,,0.37,,,12.43,7.78,4931143.0,2514882.93,,2.61,12.39,4.95,0.7793,88.0,0.1454
2023-06-16,1308744.0,670076.93,0.73,0.78,0.44,0.67,0.0,327967.74,700105.0,640562.0,358453.76,,,,,,,,,,,,,,,,,,0.36,,,12.43,7.78,4931143.0,2524745.22,,2.52,12.43,4.8,0.7827,88.2,0.1454
2023-06-19,1200301.0,619955.47,0.67,0.7,0.41,0.62,0.0,330850.27,591662.0,640562.0,305593.42,,,,,,,,0.05,,108443.0,,,,,,,,0.3,,,10.51,6.58,5039586.0,2602946.17,,2.58,10.51,4.78,0.7837,88.26,0.1334
2023-06-20,1145264.0,569425.26,0.64,0.68,0.39,0.58,0.0,302577.03,568625.0,608562.0,282720.35,,,1963.0,,,,,0.01,,25000.0,,,,1963.0,,,32000.0,0.29,0.02,,10.14,6.32,5039586.0,2505682.16,,2.6,10.14,5.31,0.8945,94.43,0.1272
2023-06-21,1016709.0,507134.45,0.56,0.58,0.35,0.51,0.0,303550.73,440070.0,608562.0,219506.92,,,,,,,,0.07,,128555.0,,,,,,,,0.22,,,100.0,4.89,0.0,0.0,,0.0,100.0,5.32,0.8945,94.43,0.113
2023-06-22,1016709.0,527671.97,0.56,0.56,0.35,0.52,0.0,315843.68,440070.0,608562.0,228396.33,,,,,,,,,,,,,,,,,,0.22,,,100.0,4.89,0.0,0.0,,0.0,100.0,5.16,0.8975,94.6,0.1129
2023-06-23,1016709.0,542414.25,0.56,0.54,0.35,0.54,0.0,324667.83,440070.0,608562.0,234777.35,,,,,,,,,,,,,,,,,,0.23,,,100.0,5.0,0.0,0.0,,0.0,100.0,5.03,0.8998,94.72,0.1155
2023-06-26,1016709.0,537330.71,0.56,0.49,0.35,0.54,0.0,321625.02,440070.0,608562.0,232577.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,5.03,0.0,0.0,,0.0,100.0,5.2,0.8966,94.55,0.1162
2023-06-27,1016709.0,506117.74,0.56,0.49,0.35,0.52,0.0,302942.16,440070.0,608562.0,219066.85,,,,,,,,,,,,,,,,,,0.23,,,100.0,5.15,0.0,0.0,,0.0,100.0,5.39,0.8929,94.34,0.1189
2023-06-28,1016709.0,497170.7,0.56,0.48,0.35,0.5,0.0,297586.82,440070.0,608562.0,215194.23,,,,,,,,,,,,,,,,,,0.22,,,100.0,4.92,0.0,0.0,,0.0,100.0,5.23,0.896,94.51,0.1136
2023-06-29,1048709.0,510721.28,0.58,0.49,0.36,0.51,0.0,304161.69,456070.0,624562.0,222106.09,,,16000.0,0.01,,,,,16000.0,,,,0.01,16000.0,,,,0.22,,,100.0,5.03,0.0,0.0,,0.0,100.0,8.94,0.8327,90.81,0.1157
2023-06-30,1048709.0,515964.83,0.58,0.49,0.36,0.51,0.0,307284.5,456070.0,624562.0,224386.44,,,,,,,,,,,,,,,,,,0.22,,,100.0,5.47,0.0,0.0,,0.0,100.0,8.87,0.834,90.89,0.1258
2023-07-03,1048709.0,511979.73,0.58,0.49,0.36,0.51,0.0,304911.17,456070.0,624562.0,222653.37,,,,,,,,,,,,,,,,,,0.22,,,100.0,5.47,0.0,0.0,,0.0,100.0,8.98,0.8322,90.78,0.1258
2023-07-04,1048709.0,550572.23,0.58,0.49,0.36,0.51,0.0,327895.05,456070.0,624562.0,239436.75,,,,,,,,,,,,,,,,,,0.22,,,100.0,5.47,0.0,0.0,,0.0,100.0,8.9,0.8335,90.86,0.1257
2023-07-05,1048709.0,531171.11,0.58,0.48,0.36,0.54,0.0,316340.65,456070.0,624562.0,230999.46,,,,,,,,,,,,,,,,,,0.24,,,100.0,5.47,0.0,0.0,,0.0,100.0,9.15,0.8293,90.6,0.1257
2023-07-06,1278543.0,630577.41,0.71,0.59,0.43,0.64,0.0,364711.04,570987.0,739479.0,281610.79,,,130917.0,0.06,,,,0.01,130917.0,16000.0,,,0.06,130917.0,,,16000.0,0.29,0.01,,100.0,6.75,0.0,0.0,,0.0,100.0,3.93,0.9207,95.87,0.1512
2023-07-07,1278543.0,639910.77,0.71,0.59,0.43,0.63,0.0,370109.24,570987.0,739479.0,285778.99,,,,,,,,,,,,,,,,,,0.28,,,100.0,6.75,0.0,0.0,,0.0,100.0,3.82,0.9229,95.99,0.1512
2023-07-10,1678543.0,857735.47,0.93,0.77,0.57,0.85,0.0,480073.77,770987.0,939479.0,393974.36,,,200000.0,,,200000.0,,,,,,,,200000.0,0.1,,,0.39,,,100.0,8.91,0.0,0.0,,0.0,100.0,27.58,0.5602,69.53,0.1939
2023-07-11,1678543.0,856056.93,0.93,0.79,0.57,0.86,0.0,479134.29,770987.0,939479.0,393203.37,,,,,,,,,,,,,,,,,,0.39,,,100.0,8.91,0.0,0.0,,0.0,100.0,27.89,0.5572,69.19,0.1939
2023-07-12,2043343.0,1033931.56,1.13,0.97,0.69,1.04,0.0,567670.77,953387.0,1121879.0,482413.82,,,182400.0,0.09,,,,,182400.0,,,,0.09,182400.0,,,,0.48,,,15.79,11.02,5085741.0,2573384.95,,2.6,15.71,24.79,0.4562,61.3,0.2361
2023-07-13,2043343.0,1035974.9,1.13,1.01,0.69,1.03,0.0,568792.65,953387.0,1121879.0,483367.21,,,,,,,,,,,,,,,,,,0.48,,,15.79,11.02,5085741.0,2578470.69,,2.58,15.73,24.7,0.4574,61.45,0.2361
2023-07-14,2043343.0,1052321.65,1.13,1.03,0.69,1.04,0.0,577767.69,953387.0,1121879.0,490994.31,,,,,,,,,,,,,,,,,,0.48,,,15.79,11.01,5085741.0,2619156.62,,2.58,15.78,24.53,0.4596,61.71,0.236
2023-07-17,2043343.0,1023714.84,1.13,1.06,0.69,1.04,0.0,562061.38,953387.0,1121879.0,477646.89,,,,,,,,,,,,,,,,,,0.49,,,15.79,11.01,5085741.0,2547956.24,,2.62,15.78,25.0,0.4536,60.97,0.236
2023-07-18,2043343.0,1007368.1,1.13,1.08,0.69,1.02,0.0,553086.35,953387.0,1121879.0,470019.79,,,,,,,,,,,,,,,,,,0.48,,,15.79,11.01,5085741.0,2507270.31,,2.55,15.79,24.87,0.4552,61.18,0.236
2023-07-19,1674165.0,833064.5,0.93,0.89,0.57,0.83,0.0,466395.5,768798.0,937290.0,382553.88,,,,,,,,0.09,,184589.0,,,,,,,184589.0,0.38,0.09,,12.73,8.88,5270330.0,2622516.21,,2.62,12.63,27.92,0.5589,69.3,0.1933
2023-07-20,1274165.0,627653.68,0.71,0.68,0.43,0.63,0.0,363189.05,568798.0,737290.0,280189.89,,,,,,,,0.1,,200000.0,,,,,,,200000.0,0.28,0.1,,9.74,6.72,5270330.0,2596164.56,,2.62,9.76,3.64,0.9261,96.17,0.1506
2023-07-21,1513236.0,741485.64,0.84,0.86,0.51,0.75,0.0,448933.1,807869.0,916190.0,395855.81,,,80171.0,,,178900.0,,,,,,,,80171.0,0.1,158900.0,,0.4,,,13.39,9.33,5226273.0,2560873.77,,2.57,13.4,15.87,0.6605,79.64,0.1748
2023-07-24,1513236.0,739669.76,0.84,0.95,0.51,0.74,0.0,447833.67,807869.0,916190.0,394886.37,,,,,,,,,,,,,,,,,,0.4,,,13.39,9.51,5226273.0,2554602.24,,2.56,13.42,14.57,0.6766,80.88,0.1781
2023-07-25,1972036.0,958409.5,1.1,1.36,0.67,0.96,0.0,556756.74,1037269.0,1145590.0,504112.73,,,229400.0,0.11,,,,,229400.0,,,,0.11,229400.0,,,,0.51,,,17.19,12.21,4996873.0,2428480.28,,2.44,17.2,18.37,0.5124,68.07,0.2321
2023-07-26,1973231.0,955833.1,1.1,1.5,0.67,0.96,0.0,552254.27,1076275.0,1140079.0,521347.61,,,40969.0,0.02,,,,0.0,32300.0,1963.0,,,0.02,40969.0,,,37811.0,0.52,0.02,,17.75,12.67,4988204.0,2416286.02,,2.42,17.72,15.78,0.5124,68.2,0.2323
2023-07-27,2023231.0,956988.26,1.12,1.54,0.69,0.98,0.0,562907.37,1126275.0,1190079.0,532728.07,,,50000.0,0.02,,,,,50000.0,,,,0.02,50000.0,,,,0.55,,,18.42,13.18,4988204.0,2359420.49,,2.41,18.51,17.71,0.4881,65.79,0.2368
2023-07-28,2092117.0,983294.99,1.16,1.62,0.71,0.99,0.0,599287.13,1195161.0,1275079.0,561725.67,,,85000.0,0.04,,,,0.01,85000.0,16114.0,,,0.04,85000.0,,,,0.56,,,19.33,13.88,4988204.0,2344455.88,,2.36,19.3,22.24,0.4695,63.14,0.2429
2023-07-31,2153694.0,986391.85,1.2,1.63,0.73,1.0,0.0,603909.18,1263238.0,1318579.0,578563.0,,,68077.0,0.02,,,,,50000.0,,,,0.02,68077.0,,,6500.0,0.59,0.01,,20.21,14.55,4988204.0,2284597.43,,2.34,20.23,24.53,0.4422,60.14,0.2481
