,ALVIO FP Equity_DX_SI_QTY,ALVIO FP Equity_DX_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVIO FP Equity_DX_SI_MV,ALVIO FP Equity_DX_DSS,ALVIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY,ALVIO FP Equity_DX_BROKER_SI_QTY,ALVIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVIO FP Equity_DX_BROKER_SI_MV_INC_x,ALVIO FP Equity_DX_SUPPLY_SI_MV_NEW,ALVIO FP Equity_DX_BROKER_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_NEW,ALVIO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVIO FP Equity_DX_BROKER_SI_QTY_INC,ALVIO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVIO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVIO FP Equity_DX_BROKER_SI_MV_INC_y,ALVIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVIO FP Equity_DX_BROKER_SI_MV_ADD,ALVIO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVIO FP Equity_DX_BROKER_SI_QTY_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV,ALVIO FP Equity_DX_BROKER_SI_MV_DEC,ALVIO FP Equity_DX_SUPPLY_SI_MV_RMV,ALVIO FP Equity_DX_BROKER_SI_MV_RMV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_UTILIZATION_QUANTITY,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVIO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVIO FP Equity_DX_BROKER_SI_CON_RATIO,ALVIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVIO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVIO FP Equity_PX_LAST
2024-02-15,281991.0,32146.97,0.3,2.47,0.18,0.04,0.0,31811.7,117699.0,279050.0,13417.69,,,,,,,,,,,,,,,,,,0.01,,,,100.0,86.53,0.0,0.0,,0.0,100.0,21.71,0.2123,31.0,2.0731,0.114
2024-02-16,293657.0,38175.41,0.31,2.51,0.19,0.04,0.0,37793.08,129365.0,290716.0,16817.45,,,11666.0,0.0,,,,,11666.0,,,,0.0,11666.0,,,,0.01,,,,100.0,87.59,0.0,0.0,,0.0,100.0,20.88,0.2188,32.76,1.9884,0.13
2024-02-19,283070.0,35525.29,0.3,2.23,0.18,0.04,0.0,35156.19,129365.0,280129.0,16235.31,,,,,,,,,,,,,,,,,10587.0,0.02,0.0,,,100.0,95.11,0.0,0.0,,0.0,100.0,23.57,0.2098,28.32,2.0811,0.1255
2024-02-20,284043.0,35505.38,0.3,2.09,0.18,0.04,0.0,35137.75,130338.0,281102.0,16292.25,,,973.0,0.0,,,,,973.0,,,,0.0,973.0,,,,0.02,,,,100.0,95.14,0.0,0.0,,0.0,100.0,22.99,0.207,28.34,2.0734,0.125
2024-02-21,283064.0,33967.68,0.3,2.15,0.18,0.04,0.0,33732.24,129359.0,281102.0,15523.08,,,,,,,,0.0,,979.0,,,,,,,,0.02,,,,100.0,95.12,0.0,0.0,,0.0,100.0,23.19,0.2077,28.58,2.0814,0.12
2024-02-22,283064.0,32835.42,0.3,2.13,0.18,0.04,0.0,32607.83,129359.0,281102.0,15005.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,95.12,0.0,0.0,,0.0,100.0,22.91,0.2094,29.46,2.0814,0.116
2024-02-23,281385.0,34188.28,0.3,2.24,0.18,0.04,0.0,33949.89,128659.0,279423.0,15632.07,,,800.0,0.0,,,,0.0,800.0,1500.0,,,0.0,800.0,,,2479.0,0.01,0.0,,,100.0,94.05,0.0,0.0,,0.0,100.0,22.71,0.2085,29.14,2.057,0.1215
2024-02-26,280762.0,33691.44,0.3,2.29,0.18,0.04,0.0,33456.0,128659.0,278800.0,15439.08,,,,,,,,,,,,,,,,,623.0,0.02,0.0,,,100.0,94.05,0.0,0.0,,0.0,100.0,23.35,0.2078,28.64,2.0524,0.12
2024-02-27,280762.0,33691.44,0.3,2.23,0.18,0.04,0.0,33456.0,128659.0,278800.0,15439.08,,,,,,,,,,,,,,,,,,0.02,,,,100.0,94.05,0.0,0.0,,0.0,100.0,23.28,0.2081,28.82,2.0524,0.12
2024-02-28,280762.0,34954.87,0.3,2.26,0.18,0.04,0.0,34710.6,128659.0,278800.0,16018.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,94.05,0.0,0.0,,0.0,100.0,23.14,0.2077,28.63,2.0524,0.1245
2024-02-29,280762.0,32849.15,0.3,2.25,0.18,0.04,0.0,32619.6,128659.0,278800.0,15053.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,94.05,0.0,0.0,,0.0,100.0,23.87,0.2078,28.42,2.0524,0.117
2024-03-01,280762.0,32287.63,0.3,2.19,0.18,0.04,0.0,32062.0,128659.0,278800.0,14795.79,,,,,,,,,,,,,,,,,,0.02,,,,100.0,94.05,0.0,0.0,,0.0,100.0,23.07,0.2092,29.37,2.0524,0.115
2024-03-04,280762.0,31445.34,0.3,2.19,0.18,0.04,0.0,31225.6,128659.0,278800.0,14409.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.05,0.0,0.0,,0.0,100.0,22.93,0.2099,29.71,2.0524,0.112
2024-03-05,280762.0,31304.96,0.3,2.33,0.18,0.04,0.0,31086.2,128659.0,278800.0,14345.48,,,,,,,,,,,,,,,,,,0.01,,,,100.0,90.1,0.0,0.0,,0.0,100.0,22.77,0.2109,30.2,1.9662,0.1115
2024-03-06,280762.0,32006.87,0.3,2.32,0.18,0.04,0.0,31783.2,128659.0,278800.0,14667.13,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.05,0.0,0.0,,0.0,100.0,22.6,0.2108,30.19,2.0524,0.114
2024-03-07,277364.0,31064.77,0.29,2.34,0.18,0.04,0.0,30845.02,125261.0,275402.0,14029.23,,,,,,,,0.0,,3398.0,,,,,,,3398.0,0.01,0.0,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.64,0.2109,30.33,2.0542,0.112
2024-03-08,277364.0,30648.72,0.29,2.36,0.18,0.04,0.0,30431.92,125261.0,275402.0,13841.34,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.83,0.2115,30.45,2.0542,0.1105
2024-03-11,277364.0,31064.77,0.29,2.4,0.18,0.04,0.0,30845.02,125261.0,275402.0,14029.23,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.34,0.2113,30.58,2.0542,0.112
2024-03-12,277364.0,30510.04,0.29,2.46,0.18,0.04,0.0,30294.22,125261.0,275402.0,13778.71,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.31,0.2113,30.65,2.0542,0.11
2024-03-13,277364.0,30232.68,0.29,2.59,0.18,0.04,0.0,30018.82,125261.0,275402.0,13653.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.34,0.2122,30.92,2.0542,0.109
2024-03-14,277364.0,30232.68,0.29,2.84,0.18,0.04,0.0,30018.82,125261.0,275402.0,13653.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.34,0.2121,30.93,2.0542,0.109
2024-03-15,277364.0,29955.31,0.29,2.86,0.18,0.04,0.0,29743.42,125261.0,275402.0,13528.19,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.28,0.2125,31.06,2.0542,0.108
2024-03-18,277364.0,27736.4,0.29,2.95,0.18,0.04,0.0,27540.2,125261.0,275402.0,12526.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.46,0.2139,31.52,2.0542,0.1
2024-03-19,277364.0,27181.67,0.29,2.93,0.18,0.04,0.0,26989.4,125261.0,275402.0,12275.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,92.77,0.0,0.0,,0.0,100.0,21.72,0.2173,32.85,2.0542,0.098
2024-03-20,269155.0,25085.25,0.28,2.85,0.17,0.03,0.0,24902.39,125261.0,267193.0,11674.33,,,,,,,,,,,,,,,,,8209.0,0.01,0.0,,,100.0,92.77,0.0,0.0,,0.0,100.0,22.03,0.2225,34.25,1.9934,0.0932
2024-03-21,271102.0,27055.98,0.29,2.89,0.18,0.03,0.0,26860.17,127208.0,269140.0,12695.36,,,1947.0,0.0,,,,,1947.0,,,,0.0,1947.0,,,,0.01,,,,100.0,92.87,0.0,0.0,,0.0,100.0,21.18,0.2252,35.0,1.9793,0.0998
2024-03-22,269188.0,27053.39,0.28,2.89,0.17,0.03,0.0,26856.21,127208.0,267226.0,12784.4,,,,,,,,,,,,,,,,,1914.0,0.01,0.0,,,100.0,94.21,0.0,0.0,,0.0,100.0,22.13,0.2202,33.49,1.9937,0.1005
2024-03-25,269188.0,26488.1,0.28,2.89,0.17,0.03,0.0,26295.04,127208.0,267226.0,12517.27,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.21,0.0,0.0,,0.0,100.0,22.19,0.2202,33.52,1.9937,0.0984
2024-03-26,269188.0,26434.26,0.28,2.93,0.17,0.03,0.0,26241.59,127208.0,267226.0,12491.83,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.21,0.0,0.0,,0.0,100.0,21.98,0.2212,33.84,1.9937,0.0982
2024-03-27,269188.0,29341.49,0.28,3.02,0.17,0.03,0.0,29127.63,127208.0,267226.0,13865.67,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.21,0.0,0.0,,0.0,100.0,21.55,0.2195,33.26,1.9937,0.109
2024-03-28,269188.0,29072.3,0.28,2.96,0.17,0.04,0.0,28860.41,127208.0,267226.0,13738.46,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.26,0.0,0.0,,0.0,100.0,23.15,0.2177,32.09,1.9946,0.108
2024-03-29,269188.0,29072.3,0.28,3.05,0.17,0.04,0.0,28860.41,127208.0,267226.0,13738.46,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.26,0.0,0.0,,0.0,100.0,22.93,0.2178,32.21,1.9946,
2024-04-01,269188.0,29072.3,0.28,3.05,0.17,0.04,0.0,28860.41,127208.0,267226.0,13738.46,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.26,0.0,0.0,,0.0,100.0,22.78,0.2154,31.83,1.9946,
2024-04-02,269188.0,33110.12,0.28,3.05,0.17,0.04,0.0,32868.8,127208.0,267226.0,15646.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.26,0.0,0.0,,0.0,100.0,22.14,0.214,31.17,1.9946,0.123
2024-04-03,269188.0,34994.44,0.28,2.61,0.17,0.04,0.0,34739.38,127208.0,267226.0,16537.04,,,,,,,,,,,,,,,,,,0.02,,,,100.0,94.26,0.0,0.0,,0.0,100.0,23.45,0.2094,29.07,1.9946,0.13
2024-04-04,268239.0,33261.64,0.28,2.85,0.17,0.04,0.0,33018.35,127208.0,266277.0,15773.79,,,,,,,,,,,,,,,,,949.0,0.02,0.0,,,100.0,94.26,0.0,0.0,,0.0,100.0,24.45,0.2086,28.54,1.9876,0.124
2024-04-05,267473.0,30491.92,0.28,2.91,0.17,0.04,0.0,30268.25,126259.0,265511.0,14393.53,,,,,,,,0.0,,949.0,,,,,,,766.0,0.02,0.0,,,100.0,93.56,0.0,0.0,,0.0,100.0,24.37,0.2104,29.47,1.9819,0.114
2024-04-08,268203.0,33257.17,0.28,2.9,0.17,0.04,0.0,33013.88,126223.0,266241.0,15651.65,,,,0.0,,,,0.0,730.0,766.0,,,0.0,,,730.0,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.91,0.2124,30.49,1.9873,0.124
2024-04-09,268203.0,31916.16,0.28,2.84,0.17,0.04,0.0,31682.68,126223.0,266241.0,15020.54,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,24.09,0.2102,29.44,1.9873,0.119
2024-04-10,268203.0,33525.38,0.28,2.87,0.17,0.04,0.0,33280.13,126223.0,266241.0,15777.88,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.49,0.2103,29.6,1.9873,0.125
2024-04-11,268203.0,32506.2,0.28,2.93,0.17,0.04,0.0,32268.41,126223.0,266241.0,15298.23,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,24.01,0.2091,29.06,1.9873,0.1212
2024-04-12,268203.0,32613.48,0.28,2.9,0.17,0.04,0.0,32374.91,126223.0,266241.0,15348.72,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.8,0.2102,29.54,1.9873,0.1216
2024-04-15,268203.0,32452.56,0.28,2.84,0.17,0.04,0.0,32215.16,126223.0,266241.0,15272.98,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.79,0.2103,29.58,1.9873,0.121
2024-04-16,268203.0,31701.59,0.28,3.01,0.17,0.04,0.0,31469.69,126223.0,266241.0,14919.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.82,0.2107,29.76,1.9873,0.1182
2024-04-17,268203.0,31701.59,0.28,3.08,0.17,0.04,0.0,31469.69,126223.0,266241.0,14919.56,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.43,0.2114,30.16,1.9873,0.1182
2024-04-18,268203.0,32077.08,0.28,3.08,0.17,0.04,0.0,31842.42,126223.0,266241.0,15096.27,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.44,0.2112,30.05,1.9873,0.1196
2024-04-19,268203.0,31647.95,0.28,3.09,0.17,0.04,0.0,31416.44,126223.0,266241.0,14894.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.68,0.2112,29.98,1.9873,0.118
2024-04-22,268203.0,31165.19,0.28,3.1,0.17,0.04,0.0,30937.2,126223.0,266241.0,14667.11,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.54,0.2116,30.23,1.9873,0.1162
2024-04-23,268203.0,31111.55,0.28,3.1,0.17,0.04,0.0,30883.96,126223.0,266241.0,14641.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.26,0.212,30.48,1.9873,0.116
2024-04-24,268203.0,30843.35,0.28,3.08,0.17,0.04,0.0,30617.72,126223.0,266241.0,14515.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.34,0.212,30.48,1.9873,0.115
2024-04-25,268203.0,30306.94,0.28,3.08,0.17,0.04,0.0,30085.23,126223.0,266241.0,14263.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.23,0.2126,30.73,1.9873,0.113
2024-04-26,268203.0,29502.33,0.28,3.07,0.17,0.04,0.0,29286.51,126223.0,266241.0,13884.53,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.32,0.214,31.18,1.9873,0.11
2024-04-29,268203.0,29877.81,0.28,3.02,0.17,0.04,0.0,29659.25,126223.0,266241.0,14061.24,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.87,0.2149,31.6,1.9873,0.1114
2024-04-30,268203.0,28965.92,0.28,2.99,0.17,0.04,0.0,28754.03,126223.0,266241.0,13632.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.25,0.2147,31.47,1.9873,0.108
2024-05-01,268203.0,28965.92,0.28,2.91,0.17,0.04,0.0,28754.03,126223.0,266241.0,13632.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.76,0.2159,32.01,1.9873,
2024-05-02,268203.0,28751.36,0.28,2.91,0.17,0.04,0.0,28541.04,126223.0,266241.0,13531.11,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.75,0.216,32.04,1.9873,0.1072
2024-05-03,268203.0,29180.49,0.28,3.03,0.17,0.04,0.0,28967.02,126223.0,266241.0,13733.06,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.59,0.216,32.09,1.9873,0.1088
2024-05-06,268203.0,28858.64,0.28,3.02,0.17,0.04,0.0,28647.53,126223.0,266241.0,13581.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.89,0.2156,31.88,1.9873,0.1076
2024-05-07,236303.0,26229.63,0.25,2.73,0.15,0.03,0.0,26011.85,126223.0,234341.0,14010.75,,,,,,,,,,,,,,,,,31900.0,0.01,0.0,,,100.0,93.53,0.0,0.0,,0.0,100.0,19.06,0.2215,35.2,1.751,0.111
2024-05-08,236303.0,25993.33,0.25,2.75,0.15,0.03,0.0,25777.51,126223.0,234341.0,13884.53,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.69,0.2197,34.83,1.751,0.11
2024-05-09,240803.0,26488.33,0.25,2.77,0.16,0.03,0.0,26272.51,130723.0,238841.0,14379.53,,,4500.0,0.0,,,,,4500.0,,,,0.0,4500.0,,,,0.01,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.54,0.2188,34.54,1.7267,0.11
2024-05-10,240803.0,27692.35,0.25,2.82,0.16,0.03,0.0,27466.72,130723.0,238841.0,15033.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.74,0.0,0.0,,0.0,100.0,19.19,0.218,34.21,1.7267,0.115
2024-05-13,240803.0,27692.35,0.25,2.83,0.16,0.03,0.0,27466.72,130723.0,238841.0,15033.15,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.75,0.215,33.42,1.7267,0.115
2024-05-14,240803.0,26488.33,0.25,2.89,0.16,0.03,0.0,26272.51,130723.0,238841.0,14379.53,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.1,0.2156,33.72,1.7267,0.11
2024-05-15,240803.0,26440.17,0.25,2.7,0.16,0.03,0.0,26224.74,130723.0,238841.0,14353.39,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.52,0.2189,34.57,1.7267,0.1098
2024-05-16,240803.0,26006.72,0.25,3.61,0.16,0.03,0.0,25794.83,130723.0,238841.0,14118.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.74,0.0,0.0,,0.0,100.0,18.26,0.2189,34.65,1.7267,0.108
2024-05-17,236303.0,25567.98,0.25,3.62,0.15,0.03,0.0,25355.7,126223.0,234341.0,13657.33,,,,,,,,0.0,,4500.0,,,,,,,4500.0,0.01,0.0,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.66,0.2217,35.34,1.751,0.1082
2024-05-20,236303.0,26276.89,0.25,3.67,0.15,0.03,0.0,26058.72,126223.0,234341.0,14036.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.66,0.2215,35.28,1.751,0.1112
2024-05-21,236303.0,25567.98,0.25,3.88,0.15,0.03,0.0,25355.7,126223.0,234341.0,13657.33,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.43,0.2198,34.9,1.751,0.1082
2024-05-22,236303.0,25378.94,0.25,4.09,0.15,0.03,0.0,25168.22,126223.0,234341.0,13556.35,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.52,0.2215,35.33,1.751,0.1074
2024-05-23,236303.0,25095.38,0.25,4.04,0.15,0.03,0.0,24887.01,126223.0,234341.0,13404.88,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.4,0.2222,35.51,1.751,0.1062
2024-05-24,236303.0,24811.82,0.25,4.18,0.15,0.03,0.0,24605.81,126223.0,234341.0,13253.42,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.28,0.2228,35.68,1.751,0.105
2024-05-27,236303.0,24575.51,0.25,4.02,0.15,0.03,0.0,24371.46,126223.0,234341.0,13127.19,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,18.32,0.223,35.74,1.751,0.104
2024-05-28,236303.0,26229.63,0.25,3.95,0.15,0.03,0.0,26011.85,126223.0,234341.0,14010.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,19.41,0.2244,35.83,1.751,0.111
2024-05-29,241856.0,25926.96,0.26,3.86,0.16,0.03,0.0,25716.64,131776.0,239894.0,14126.39,,,5553.0,0.0,,,,,5553.0,,,,0.0,5553.0,,,,0.01,,,,100.0,93.78,0.0,0.0,,0.0,100.0,17.94,0.2175,34.3,1.7213,0.1072
2024-05-30,241856.0,26217.19,0.26,3.85,0.16,0.03,0.0,26004.51,131776.0,239894.0,14284.52,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.78,0.0,0.0,,0.0,100.0,18.4,0.2198,34.8,1.7213,0.1084
2024-05-31,241856.0,26120.45,0.26,3.76,0.16,0.03,0.0,25908.55,131776.0,239894.0,14231.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.78,0.0,0.0,,0.0,100.0,18.32,0.2195,34.76,1.7213,0.108
2024-06-03,241856.0,26265.56,0.26,3.81,0.16,0.03,0.0,26052.49,131776.0,239894.0,14310.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.78,0.0,0.0,,0.0,100.0,18.39,0.2195,34.71,1.7213,0.1086
2024-06-04,241856.0,28103.67,0.26,3.77,0.16,0.03,0.0,27875.68,131776.0,239894.0,15312.37,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.78,0.0,0.0,,0.0,100.0,19.37,0.2182,34.17,1.7213,0.1162
2024-06-05,241856.0,27329.73,0.26,3.48,0.16,0.03,0.0,27108.02,131776.0,239894.0,14890.69,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.78,0.0,0.0,,0.0,100.0,18.32,0.2141,33.23,1.7213,0.113
2024-06-06,273756.0,31208.18,0.29,3.77,0.18,0.04,0.0,30984.52,131776.0,271794.0,15022.46,,,,0.0,,,,,31900.0,,,,0.0,,,,,0.01,,,,100.0,93.78,0.0,0.0,,0.0,100.0,24.23,0.2143,30.65,1.9483,0.114
2024-06-07,273756.0,31755.7,0.29,3.58,0.18,0.04,0.0,31528.1,131776.0,271794.0,15286.02,,,,,,,,,,,,,,,,,,0.02,,,,100.0,93.78,0.0,0.0,,0.0,100.0,24.57,0.2137,30.22,1.9483,0.116
2024-06-10,268203.0,28751.36,0.28,3.38,0.17,0.04,0.0,28541.04,126223.0,266241.0,13531.11,,,,,,,,0.0,,5553.0,,,,,,,5553.0,0.01,0.0,,,100.0,93.53,0.0,0.0,,0.0,100.0,23.68,0.2131,30.8,1.9873,0.1072
2024-06-11,268203.0,28858.64,0.28,3.16,0.17,0.04,0.0,28647.53,126223.0,266241.0,13581.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.69,0.2159,32.04,1.9873,0.1076
2024-06-12,268203.0,28429.52,0.28,3.13,0.17,0.04,0.0,28221.55,126223.0,266241.0,13379.64,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.68,0.2162,32.16,1.9873,0.106
2024-06-13,268203.0,27624.91,0.28,3.18,0.17,0.04,0.0,27422.82,126223.0,266241.0,13000.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,93.53,0.0,0.0,,0.0,100.0,22.82,0.2166,32.3,1.9873,0.103
2024-06-14,285703.0,29713.11,0.3,3.35,0.19,0.04,0.0,29509.06,137423.0,283741.0,14291.99,,,11200.0,0.0,,,,,17500.0,,,,0.0,11200.0,,,,0.01,,,,100.0,94.02,0.0,0.0,,0.0,100.0,21.33,0.2128,31.25,1.9548,0.104
2024-06-17,276412.0,27696.48,0.29,3.29,0.18,0.04,0.0,27499.89,131932.0,274450.0,13219.59,,,,,,,,0.0,,5491.0,,,,,,,9291.0,0.01,0.0,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.08,0.2158,32.27,1.9921,0.1002
2024-06-18,276412.0,30239.47,0.29,3.12,0.18,0.04,0.0,30024.83,128132.0,274450.0,14017.64,,,,,,,,0.0,,3800.0,,,,,,,,0.01,,,,100.0,94.94,0.0,0.0,,0.0,100.0,21.24,0.2146,32.16,2.0482,0.1094
2024-06-19,276412.0,30405.32,0.29,3.01,0.18,0.04,0.0,30189.5,128132.0,274450.0,14094.52,,,,,,,,,,,,,,,,,,0.01,,,,100.0,94.94,0.0,0.0,,0.0,100.0,21.82,0.2133,31.39,2.0482,0.11
2024-06-20,280212.0,29366.22,0.3,2.92,0.18,0.04,0.0,29160.6,131932.0,278250.0,13826.47,,,3800.0,0.0,,,,,3800.0,,,,0.0,3800.0,,,,0.01,,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.86,0.2128,30.99,2.0195,0.1048
2024-06-21,280212.0,29366.22,0.3,2.64,0.18,0.04,0.0,29160.6,131932.0,278250.0,13826.47,,,,,,,,,,,,,,,,,,0.01,,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.64,0.2147,31.66,2.0195,0.1048
2024-06-24,280212.0,29198.09,0.3,2.64,0.18,0.04,0.0,28993.65,131932.0,278250.0,13747.31,,,,,,,,,,,,,,,,,,0.01,,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.9,0.2151,31.63,2.0195,0.1042
2024-06-25,280212.0,28581.62,0.3,2.64,0.18,0.04,0.0,28381.5,131932.0,278250.0,13457.06,,,,,,,,,,,,,,,,,,0.01,,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.96,0.2155,31.75,2.0195,0.102
2024-06-26,280212.0,28581.62,0.3,2.79,0.18,0.04,0.0,28381.5,131932.0,278250.0,13457.06,,,,,,,,,,,,,,,,,,0.01,,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.7,0.216,32.04,2.0195,0.102
2024-06-27,279712.0,28530.62,0.3,2.82,0.18,0.04,0.0,28330.5,131932.0,277750.0,13457.06,,,,,,,,,,,,,,,,,500.0,0.01,0.0,,,100.0,95.08,0.0,0.0,,0.0,100.0,22.67,0.2163,32.13,2.0159,0.102
