,GJAJ FP Equity_DX_SI_QTY,GJAJ FP Equity_DX_SHORT_INTEREST_VALUE,GJAJ FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GJAJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GJAJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GJAJ FP Equity_DX_SI_MV,GJAJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GJAJ FP Equity_DX_SUPPLY_SI_QTY,GJAJ FP Equity_DX_BROKER_SI_QTY,GJAJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GJAJ FP Equity_DX_SUPPLY_SI_MV,GJAJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GJAJ FP Equity_DX_UTILIZATION_QUANTITY,GJAJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GJAJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GJAJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GJAJ FP Equity_DX_ACTIVE_UTILIZATION_MV,GJAJ FP Equity_DX_BROKER_SI_CON_RATIO,GJAJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11580.0,0.01,0.0,0.0,0.0
2011-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10860.0,0.01,0.0,0.0,0.0
2011-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11460.0,0.01,0.0,0.0,0.0
2011-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11460.0,0.01,0.0,0.0,0.0
2011-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11580.0,0.01,0.0,0.0,0.0
2011-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11760.0,0.01,0.0,0.0,0.0
2011-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11820.0,0.01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11580.0,0.01,0.0,0.0,0.0
2011-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11760.0,0.01,0.0,0.0,0.0
2011-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11880.0,0.01,0.0,0.0,0.0
2011-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11940.0,0.01,0.0,0.0,0.0
2011-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,12180.0,0.01,0.0,0.0,0.0
2011-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,12120.0,0.01,0.0,0.0,0.0
2011-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,12060.0,0.01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,12240.0,0.01,0.0,0.0,0.0
2011-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11880.0,0.01,0.0,0.0,0.0
2011-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11880.0,0.01,0.0,0.0,0.0
2011-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11940.0,0.01,0.0,0.0,0.0
2011-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11940.0,0.01,0.0,0.0,0.0
2011-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11940.0,0.01,0.0,0.0,0.0
2011-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11640.0,0.01,0.0,0.0,0.0
2011-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11700.0,0.01,0.0,0.0,0.0
2011-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11220.0,0.01,0.0,0.0,0.0
2011-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10620.0,0.01,0.0,0.0,0.0
2011-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9780.0,0.01,0.0,0.0,0.0
2011-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9300.0,0.01,0.0,0.0,0.0
2011-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10140.0,0.01,0.0,0.0,0.0
2011-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9240.0,0.01,0.0,0.0,0.0
2011-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10140.0,0.01,0.0,0.0,0.0
2011-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10020.0,0.01,0.0,0.0,0.0
2011-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9960.0,0.01,0.0,0.0,0.0
2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9960.0,0.01,0.0,0.0,0.0
2011-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9960.0,0.01,0.0,0.0,0.0
2011-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10860.0,0.01,0.0,0.0,0.0
2011-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11460.0,0.01,0.0,0.0,0.0
2011-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11460.0,0.01,0.0,0.0,0.0
2011-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11460.0,0.01,0.0,0.0,0.0
2011-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10800.0,0.01,0.0,0.0,0.0
2011-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10800.0,0.01,0.0,0.0,0.0
2011-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10800.0,0.01,0.0,0.0,0.0
2011-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11040.0,0.01,0.0,0.0,0.0
2011-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11220.0,0.01,0.0,0.0,0.0
2011-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11040.0,0.01,0.0,0.0,0.0
2011-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11040.0,0.01,0.0,0.0,0.0
2011-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10020.0,0.01,0.0,0.0,0.0
2011-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,8220.0,0.01,0.0,0.0,0.0
2011-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,8220.0,0.01,0.0,0.0,0.0
2011-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,8340.0,0.01,0.0,0.0,0.0
2011-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,8340.0,0.01,0.0,0.0,0.0
2011-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10680.0,0.01,0.0,0.0,0.0
2011-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11040.0,0.01,0.0,0.0,0.0
2011-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10560.0,0.01,0.0,0.0,0.0
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9960.0,0.01,0.0,0.0,0.0
2011-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,9960.0,0.01,0.0,0.0,0.0
2011-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11160.0,0.01,0.0,0.0,0.0
2011-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11160.0,0.01,0.0,0.0,0.0
2011-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10980.0,0.01,0.0,0.0,0.0
2011-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11160.0,0.01,0.0,0.0,0.0
2011-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10860.0,0.01,0.0,0.0,0.0
2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10740.0,0.01,0.0,0.0,0.0
2011-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10020.0,0.01,0.0,0.0,0.0
2011-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10020.0,0.01,0.0,0.0,0.0
2011-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,10800.0,0.01,0.0,0.0,0.0
2011-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11100.0,0.01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
2011-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,11400.0,0.01,0.0,0.0,0.0
