,ALAFY FP Equity_DX_SI_QTY,ALAFY FP Equity_DX_SHORT_INTEREST_VALUE,ALAFY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAFY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAFY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAFY FP Equity_DX_SI_MV,ALAFY FP Equity_DX_DSS,ALAFY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAFY FP Equity_DX_SUPPLY_SI_QTY,ALAFY FP Equity_DX_BROKER_SI_QTY,ALAFY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAFY FP Equity_DX_BROKER_SI_MV_NEW_x,ALAFY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAFY FP Equity_DX_BROKER_SI_MV_INC_x,ALAFY FP Equity_DX_BROKER_SI_QTY_ADD,ALAFY FP Equity_DX_BROKER_SI_QTY_NEW,ALAFY FP Equity_DX_SUPPLY_SI_MV_DEC,ALAFY FP Equity_DX_BROKER_SI_QTY_INC,ALAFY FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAFY FP Equity_DX_BROKER_SI_MV_NEW_y,ALAFY FP Equity_DX_BROKER_SI_MV_INC_y,ALAFY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAFY FP Equity_DX_BROKER_SI_MV_ADD,ALAFY FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAFY FP Equity_DX_BROKER_SI_QTY_DEC,ALAFY FP Equity_DX_SUPPLY_SI_MV,ALAFY FP Equity_DX_BROKER_SI_MV_DEC,ALAFY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAFY FP Equity_DX_UTILIZATION_QUANTITY,ALAFY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAFY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAFY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAFY FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAFY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAFY FP Equity_DX_BROKER_SI_CON_RATIO,ALAFY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAFY FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6743.56,0.01,0.0,,0.0,,0.0
2021-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6743.56,0.01,0.0,,0.0,,0.0
2021-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6519.84,0.01,0.0,,0.0,,0.0
2021-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6551.8,0.01,0.0,,0.0,,0.0
2021-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6647.68,0.01,0.0,,0.0,,0.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6567.78,0.01,0.0,,0.0,,0.0
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6751.55,0.01,0.0,,0.0,,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6807.48,0.01,0.0,,0.0,,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,7007.23,0.01,0.0,,0.0,,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6935.32,0.01,0.0,,0.0,,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6903.36,0.01,0.0,,0.0,,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6903.36,0.01,0.0,,0.0,,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6903.36,0.01,0.0,,0.0,,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6863.41,0.01,0.0,,0.0,,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6863.41,0.01,0.0,,0.0,,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6871.4,0.01,0.0,,0.0,,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6871.4,0.01,0.0,,0.0,,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6751.55,0.01,0.0,,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6791.5,0.01,0.0,,0.0,,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6943.31,0.01,0.0,,0.0,,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6775.52,0.01,0.0,,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6767.53,0.01,0.0,,0.0,,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6967.28,0.01,0.0,,0.0,,0.0
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,7103.11,0.01,0.0,,0.0,,0.0
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6991.25,0.01,0.0,,0.0,,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6743.56,0.01,0.0,,0.0,,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6647.68,0.01,0.0,,0.0,,0.0
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6631.7,0.01,0.0,,0.0,,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6559.79,0.01,0.0,,0.0,,0.0
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6439.94,0.01,0.0,,0.0,,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6591.75,0.01,0.0,,0.0,,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6855.42,0.01,0.0,,0.0,,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6879.39,0.01,0.0,,0.0,,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6575.77,0.01,0.0,,0.0,,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6567.78,0.01,0.0,,0.0,,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6783.51,0.01,0.0,,0.0,,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6719.59,0.01,0.0,,0.0,,0.0
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6639.69,0.01,0.0,,0.0,,0.0
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6599.74,0.01,0.0,,0.0,,0.0
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6647.68,0.01,0.0,,0.0,,0.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6567.78,0.01,0.0,,0.0,,0.0
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6567.78,0.01,0.0,,0.0,,0.0
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6551.8,0.01,0.0,,0.0,,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6591.75,0.01,0.0,,0.0,,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6559.79,0.01,0.0,,0.0,,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6631.7,0.01,0.0,,0.0,,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6535.82,0.01,0.0,,0.0,,0.0
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6471.9,0.01,0.0,,0.0,,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6192.25,0.01,0.0,,0.0,,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6200.24,0.01,0.0,,0.0,,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6320.09,0.01,0.0,,0.0,,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6392.0,0.01,0.0,,0.0,,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6631.7,0.01,0.0,,0.0,,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6631.7,0.01,0.0,,0.0,,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6495.87,0.01,0.0,,0.0,,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,5880.64,0.01,0.0,,0.0,,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,5856.67,0.01,0.0,,0.0,,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6176.27,0.01,0.0,,0.0,,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6312.1,0.01,0.0,,0.0,,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6192.25,0.01,0.0,,0.0,,0.0
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6216.22,0.01,0.0,,0.0,,0.0
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6312.1,0.01,0.0,,0.0,,0.0
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6288.13,0.01,0.0,,0.0,,0.0
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6232.2,0.01,0.0,,0.0,,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6264.16,0.01,0.0,,0.0,,0.0
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6320.09,0.01,0.0,,0.0,,0.0
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6407.98,0.01,0.0,,0.0,,0.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6320.09,0.01,0.0,,0.0,,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6320.09,0.01,0.0,,0.0,,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6431.95,0.01,0.0,,0.0,,0.0
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6360.04,0.01,0.0,,0.0,,0.0
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6360.04,0.01,0.0,,0.0,,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6360.04,0.01,0.0,,0.0,,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6312.1,0.01,0.0,,0.0,,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6471.9,0.01,0.0,,0.0,,0.0
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6519.84,0.01,0.0,,0.0,,0.0
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6455.92,0.01,0.0,,0.0,,0.0
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,799.0,6352.05,0.01,0.0,,0.0,,0.0
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1799.0,13762.35,0.01,0.0,,0.0,,0.0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1799.0,13762.35,0.01,0.0,,0.0,,0.0
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1799.0,13654.41,0.01,0.0,,0.0,,0.0
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1799.0,13762.35,0.01,0.0,,0.0,,0.0
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1799.0,13888.28,0.01,0.0,,0.0,,0.0
