,ALAFY FP Equity_DX_SI_QTY,ALAFY FP Equity_DX_SHORT_INTEREST_VALUE,ALAFY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAFY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAFY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAFY FP Equity_DX_SI_MV,ALAFY FP Equity_DX_DSS,ALAFY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAFY FP Equity_DX_SUPPLY_SI_QTY,ALAFY FP Equity_DX_BROKER_SI_QTY,ALAFY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAFY FP Equity_DX_BROKER_SI_MV_NEW_x,ALAFY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAFY FP Equity_DX_BROKER_SI_MV_INC_x,ALAFY FP Equity_DX_BROKER_SI_QTY_ADD,ALAFY FP Equity_DX_BROKER_SI_QTY_NEW,ALAFY FP Equity_DX_SUPPLY_SI_MV_DEC,ALAFY FP Equity_DX_BROKER_SI_QTY_INC,ALAFY FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAFY FP Equity_DX_BROKER_SI_MV_NEW_y,ALAFY FP Equity_DX_BROKER_SI_MV_INC_y,ALAFY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAFY FP Equity_DX_BROKER_SI_MV_ADD,ALAFY FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAFY FP Equity_DX_BROKER_SI_QTY_DEC,ALAFY FP Equity_DX_SUPPLY_SI_MV,ALAFY FP Equity_DX_BROKER_SI_MV_DEC,ALAFY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAFY FP Equity_DX_UTILIZATION_QUANTITY,ALAFY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAFY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAFY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAFY FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAFY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAFY FP Equity_DX_BROKER_SI_CON_RATIO,ALAFY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAFY FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-04,2000.0,12100.0,0.01,0.67,0.01,0.01,0.0,6050.0,1000.0,1000.0,6050.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-05,2000.0,12160.0,0.01,0.66,0.01,0.01,0.0,6080.0,1000.0,1000.0,6080.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-06,2000.0,12060.0,0.01,0.67,0.01,0.01,0.0,6030.0,1000.0,1000.0,6030.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-07,2000.0,12120.0,0.01,0.67,0.01,0.01,0.0,6060.0,1000.0,1000.0,6060.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-10,2000.0,11980.0,0.01,0.55,0.01,0.01,0.0,5990.0,1000.0,1000.0,5990.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-11,2000.0,11960.0,0.01,0.52,0.01,0.01,0.0,5980.0,1000.0,1000.0,5980.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-12,2000.0,11840.0,0.01,0.55,0.01,0.01,0.0,5920.0,1000.0,1000.0,5920.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-13,2000.0,11380.0,0.01,0.63,0.01,0.01,0.0,5690.0,1000.0,1000.0,5690.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-14,2000.0,10720.0,0.02,0.61,0.01,0.01,0.0,5360.0,1000.0,1000.0,5360.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-17,2000.0,10360.0,0.02,0.57,0.01,0.01,0.0,5180.0,1000.0,1000.0,5180.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-18,2000.0,10380.0,0.02,0.55,0.01,0.01,0.0,5190.0,1000.0,1000.0,5190.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-19,2000.0,10340.0,0.02,0.55,0.01,0.01,0.0,5170.0,1000.0,1000.0,5170.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-20,2000.0,10340.0,0.02,0.54,0.01,0.01,0.0,5170.0,1000.0,1000.0,5170.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-21,2000.0,10300.0,0.02,0.53,0.01,0.01,0.0,5150.0,1000.0,1000.0,5150.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-24,2000.0,10380.0,0.02,0.53,0.01,0.01,0.0,5190.0,1000.0,1000.0,5190.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-25,2000.0,10380.0,0.02,0.53,0.01,0.01,0.0,5190.0,1000.0,1000.0,5190.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-26,2000.0,10320.0,0.02,0.53,0.01,0.01,0.0,5160.0,1000.0,1000.0,5160.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-27,2000.0,10320.0,0.02,0.53,0.01,0.01,0.0,5160.0,1000.0,1000.0,5160.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-28,2000.0,10340.0,0.02,0.53,0.01,0.01,0.0,5170.0,1000.0,1000.0,5170.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-10-31,2000.0,10180.0,0.02,0.53,0.01,0.01,0.0,5090.0,1000.0,1000.0,5090.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-01,2000.0,10160.0,0.02,0.52,0.01,0.01,0.0,5080.0,1000.0,1000.0,5080.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-02,2000.0,10060.0,0.02,0.52,0.01,0.01,0.0,5030.0,1000.0,1000.0,5030.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-03,2000.0,10120.0,0.02,0.51,0.01,0.01,0.0,5060.0,1000.0,1000.0,5060.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-04,2000.0,9970.0,0.02,0.51,0.01,0.01,0.0,4985.0,1000.0,1000.0,4985.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-07,2000.0,9740.0,0.02,0.51,0.01,0.01,0.0,4870.0,1000.0,1000.0,4870.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-08,2000.0,9170.0,0.02,0.5,0.01,0.01,0.0,4585.0,1000.0,1000.0,4585.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-09,2000.0,9470.0,0.02,0.48,0.01,0.01,0.0,4735.0,1000.0,1000.0,4735.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-10,2000.0,9660.0,0.02,0.44,0.01,0.01,0.0,4830.0,1000.0,1000.0,4830.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-11,2000.0,9440.0,0.02,0.45,0.01,0.01,0.0,4720.0,1000.0,1000.0,4720.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-14,2000.0,9400.0,0.02,0.45,0.01,0.01,0.0,4700.0,1000.0,1000.0,4700.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-15,2000.0,9580.0,0.02,0.44,0.01,0.01,0.0,4790.0,1000.0,1000.0,4790.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-16,2000.0,9860.0,0.02,0.41,0.01,0.01,0.0,4930.0,1000.0,1000.0,4930.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-17,2000.0,10000.0,0.02,0.38,0.01,0.01,0.0,5000.0,1000.0,1000.0,5000.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-18,2000.0,10220.0,0.02,0.33,0.01,0.01,0.0,5110.0,1000.0,1000.0,5110.0,,,,,,,,,,,,,,,0.0,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-21,2000.0,11700.0,0.02,0.36,0.01,0.01,0.0,5850.0,1000.0,1000.0,5850.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-22,2000.0,11840.0,0.02,0.34,0.01,0.01,0.0,5920.0,1000.0,1000.0,5920.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-23,2000.0,12000.0,0.02,0.33,0.01,0.01,0.0,6000.0,1000.0,1000.0,6000.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-24,2000.0,11700.0,0.02,0.33,0.01,0.01,0.0,5850.0,1000.0,1000.0,5850.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-25,2000.0,11700.0,0.02,0.33,0.01,0.01,0.0,5850.0,1000.0,1000.0,5850.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-28,2000.0,11820.0,0.02,0.35,0.01,0.01,0.0,5910.0,1000.0,1000.0,5910.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-29,2000.0,11580.0,0.02,0.36,0.01,0.01,0.0,5790.0,1000.0,1000.0,5790.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-11-30,2000.0,11680.0,0.02,0.35,0.01,0.01,0.0,5840.0,1000.0,1000.0,5840.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-01,2000.0,11640.0,0.02,0.36,0.01,0.01,0.0,5820.0,1000.0,1000.0,5820.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-02,2000.0,11760.0,0.02,0.37,0.01,0.01,0.0,5880.0,1000.0,1000.0,5880.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-05,2800.0,16660.0,0.02,0.52,0.01,0.02,0.0,8330.0,1400.0,1400.0,8330.0,,400.0,,400.0,,,,,,,400.0,0.0,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,0.1304
2022-12-06,2800.0,16296.0,0.02,0.52,0.01,0.02,0.0,8148.0,1400.0,1400.0,8148.0,,,,,,,,,,,,,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,0.1304
2022-12-07,2800.0,16128.0,0.02,0.53,0.01,0.02,0.0,8064.0,1400.0,1400.0,8064.0,,,,,,,,,,,,,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,0.1304
2022-12-08,2800.0,16296.0,0.02,0.53,0.01,0.02,0.0,8148.0,1400.0,1400.0,8148.0,,,,,,,,,,,,,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,0.1304
2022-12-09,2800.0,16212.0,0.02,0.52,0.01,0.02,0.0,8106.0,1400.0,1400.0,8106.0,,,,,,,,,,,,,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,0.1304
2022-12-12,2800.0,16128.0,0.02,0.51,0.01,0.02,0.0,8064.0,1400.0,1400.0,8064.0,,,,,,,,,,,,,,,0.01,,100.0,6.52,0.0,0.0,0.0,100.0,28.07,0.5962,71.93,0.1304
2022-12-13,2000.0,12000.0,0.02,0.37,0.01,0.01,0.0,6000.0,1000.0,1000.0,6000.0,,,,,,0.0,,400.0,,,,,,400.0,0.01,0.0,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-14,2000.0,12120.0,0.02,0.36,0.01,0.01,0.0,6060.0,1000.0,1000.0,6060.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-15,2000.0,12600.0,0.02,0.37,0.01,0.01,0.0,6300.0,1000.0,1000.0,6300.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-16,2000.0,12300.0,0.02,0.36,0.01,0.01,0.0,6150.0,1000.0,1000.0,6150.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-19,2000.0,12400.0,0.02,0.35,0.01,0.01,0.0,6200.0,1000.0,1000.0,6200.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-20,2000.0,12320.0,0.02,0.36,0.01,0.01,0.0,6160.0,1000.0,1000.0,6160.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-21,2000.0,12400.0,0.02,0.37,0.01,0.01,0.0,6200.0,1000.0,1000.0,6200.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-22,2000.0,12200.0,0.02,0.41,0.01,0.01,0.0,6100.0,1000.0,1000.0,6100.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-23,2000.0,12000.0,0.02,0.41,0.01,0.01,0.0,6000.0,1000.0,1000.0,6000.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-26,2000.0,12000.0,0.02,0.42,0.01,0.01,0.0,6000.0,1000.0,1000.0,6000.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-27,2000.0,11500.0,0.02,0.42,0.01,0.01,0.0,5750.0,1000.0,1000.0,5750.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-28,2000.0,11420.0,0.02,0.43,0.01,0.01,0.0,5710.0,1000.0,1000.0,5710.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-29,2000.0,11560.0,0.02,0.45,0.01,0.01,0.0,5780.0,1000.0,1000.0,5780.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2022-12-30,2000.0,11600.0,0.02,0.42,0.01,0.01,0.0,5800.0,1000.0,1000.0,5800.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2023-01-02,2000.0,11420.0,0.02,0.49,0.01,0.01,0.0,5710.0,1000.0,1000.0,5710.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2023-01-03,2000.0,11560.0,0.02,0.51,0.01,0.01,0.0,5780.0,1000.0,1000.0,5780.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2023-01-04,2000.0,11580.0,0.02,0.59,0.01,0.01,0.0,5790.0,1000.0,1000.0,5790.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2023-01-05,2000.0,11680.0,0.02,0.6,0.01,0.01,0.0,5840.0,1000.0,1000.0,5840.0,,,,,,,,,,,,,,,0.01,,100.0,4.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.0949
2023-01-06,2400.0,14040.0,0.02,0.73,0.01,0.01,0.0,7020.0,1200.0,1200.0,7020.0,,200.0,,200.0,,,,,,,200.0,0.0,,,0.01,,100.0,5.64,0.0,0.0,0.0,100.0,16.33,0.7268,83.67,0.1128
2023-01-09,14000.0,81480.0,0.12,4.42,0.05,0.08,0.0,5820.0,13000.0,1000.0,75660.0,,,,,,0.0,,200.0,,,,,12000.0,200.0,0.08,0.0,100.0,61.7,0.0,0.0,0.0,100.0,19.61,0.6847,80.39,0.6645
2023-01-10,12400.0,72168.0,0.11,3.82,0.05,0.08,0.0,71004.0,200.0,12200.0,1164.0,,,0.07,,,0.07,11200.0,12800.0,,0.07,,,,,0.0,,100.0,0.96,0.0,0.0,0.0,100.0,3.07,0.9404,96.93,0.5942
2023-01-11,15400.0,89474.0,0.14,4.76,0.06,0.09,0.0,88312.0,200.0,15200.0,1162.0,,,0.02,,,,3000.0,,,0.02,,,,,0.0,,100.0,0.96,0.0,0.0,0.0,100.0,2.48,0.9516,97.52,0.7379
2023-01-12,15400.0,88242.0,0.14,4.85,0.06,0.09,0.0,87096.0,200.0,15200.0,1146.0,,,,,,,,,,,,,,,0.0,,100.0,0.96,0.0,0.0,0.0,100.0,2.5,0.9513,97.5,0.7379
2023-01-13,15400.0,88242.0,0.14,4.42,0.06,0.09,0.0,87096.0,200.0,15200.0,1146.0,,,,,,,,,,,,,,,0.0,,100.0,0.96,0.0,0.0,0.0,100.0,2.48,0.9516,97.52,0.7379
2023-01-16,15400.0,87780.0,0.14,4.43,0.06,0.09,0.0,86640.0,200.0,15200.0,1140.0,,,,,,,,,,,,,,,0.0,,100.0,0.96,0.0,0.0,0.0,100.0,2.48,0.9516,97.52,0.7379
2023-01-17,400.0,2256.0,0.0,0.11,0.0,0.0,0.0,1128.0,200.0,200.0,1128.0,,,,,,,,,,,,,,15000.0,0.0,0.09,100.0,0.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.0192
2023-01-18,400.0,2280.0,0.0,0.11,0.0,0.0,0.0,1140.0,200.0,200.0,1140.0,,,,,,,,,,,,,,,0.0,,100.0,0.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.0192
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,200.0,,,,,,200.0,0.0,0.0,0.0,0.0,21070.0,118834.8,0.12,0.0,,0.0,,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21070.0,120099.0,0.12,0.0,,0.0,,0.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21070.0,125577.2,0.12,0.0,,0.0,,0.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21070.0,125155.8,0.13,0.0,,0.0,,0.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,20271.0,122031.42,0.12,0.0,,0.0,,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,20271.0,122031.42,0.12,0.0,,0.0,,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,20270.0,128106.4,0.13,0.0,,0.0,,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,20170.0,129693.1,0.13,0.0,,0.0,,0.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,20670.0,131667.9,0.13,0.0,,0.0,,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21370.0,136554.3,0.14,0.0,,0.0,,0.0
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21370.0,134844.7,0.14,0.0,,0.0,,0.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21370.0,138905.0,0.14,0.0,,0.0,,0.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,144062.8,0.15,0.0,,0.0,,0.0
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,143168.0,0.14,0.0,,0.0,,0.0
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,20870.0,131689.7,0.13,0.0,,0.0,,0.0
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22070.0,136834.0,0.14,0.0,,0.0,,0.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22070.0,138378.9,0.14,0.0,,0.0,,0.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,137799.2,0.14,0.0,,0.0,,0.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,136457.0,0.14,0.0,,0.0,,0.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,132877.8,0.14,0.0,,0.0,,0.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,143168.0,0.13,0.0,,0.0,,0.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,139588.8,0.14,0.0,,0.0,,0.0
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,133548.9,0.14,0.0,,0.0,,0.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,136680.7,0.13,0.0,,0.0,,0.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,134220.0,0.14,0.0,,0.0,,0.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,133325.2,0.13,0.0,,0.0,,0.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,133996.3,0.13,0.0,,0.0,,0.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,132654.1,0.13,0.0,,0.0,,0.0
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,132654.1,0.13,0.0,,0.0,,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,133772.6,0.13,0.0,,0.0,,0.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21970.0,128524.5,0.13,0.0,,0.0,,0.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,21970.0,130062.4,0.13,0.0,,0.0,,0.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,129969.7,0.13,0.0,,0.0,,0.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,127509.0,0.13,0.0,,0.0,,0.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,121916.5,0.13,0.0,,0.0,,0.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,123035.0,0.12,0.0,,0.0,,0.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,121469.1,0.12,0.0,,0.0,,0.0
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,22370.0,120350.6,0.12,0.0,,0.0,,0.0
