,ALVDM FP Equity_DX_SI_QTY,ALVDM FP Equity_DX_SHORT_INTEREST_VALUE,ALVDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVDM FP Equity_DX_SI_MV,ALVDM FP Equity_DX_DSS,ALVDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVDM FP Equity_DX_SUPPLY_SI_QTY,ALVDM FP Equity_DX_BROKER_SI_QTY,ALVDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVDM FP Equity_DX_BROKER_SI_MV_NEW_x,ALVDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVDM FP Equity_DX_BROKER_SI_MV_INC_x,ALVDM FP Equity_DX_SUPPLY_SI_MV_NEW,ALVDM FP Equity_DX_BROKER_SI_QTY_ADD,ALVDM FP Equity_DX_BROKER_SI_QTY_NEW,ALVDM FP Equity_DX_SUPPLY_SI_MV_DEC,ALVDM FP Equity_DX_BROKER_SI_QTY_INC,ALVDM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVDM FP Equity_DX_BROKER_SI_MV_NEW_y,ALVDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVDM FP Equity_DX_BROKER_SI_MV_INC_y,ALVDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVDM FP Equity_DX_BROKER_SI_MV_ADD,ALVDM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVDM FP Equity_DX_BROKER_SI_QTY_DEC,ALVDM FP Equity_DX_SUPPLY_SI_MV,ALVDM FP Equity_DX_BROKER_SI_MV_DEC,ALVDM FP Equity_DX_BROKER_SI_MV_RMV,ALVDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVDM FP Equity_DX_UTILIZATION_QUANTITY,ALVDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVDM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVDM FP Equity_DX_BROKER_SI_CON_RATIO,ALVDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-08-29,100.0,1891.64,0.01,0.23,0.0,0.0,,1891.64,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-30,100.0,1892.34,0.01,0.23,0.0,0.0,,1892.34,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-31,100.0,1900.82,0.01,0.91,0.0,0.0,,1900.82,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-03,100.0,1900.82,0.01,0.96,0.0,0.0,,1900.82,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-04,100.0,1886.69,0.01,0.94,0.0,0.0,,1886.69,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-05,100.0,1883.16,0.01,0.9,0.0,0.0,,1883.16,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-06,100.0,1883.86,0.01,0.9,0.0,0.0,,1883.86,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-07,100.0,1883.86,0.01,0.92,0.0,0.0,,1883.86,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-10,100.0,1842.88,0.01,0.95,0.0,0.0,,1842.88,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-11,100.0,1851.36,0.01,0.89,0.0,0.0,,1851.36,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-12,100.0,1847.82,0.01,0.88,0.0,0.0,,1847.82,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-13,100.0,1837.23,0.01,0.96,0.0,0.0,,1837.23,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-14,100.0,1787.76,0.01,0.86,0.0,0.0,,1787.76,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-17,100.0,1766.56,0.01,0.69,0.0,0.0,,1766.56,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-18,100.0,1837.23,0.01,0.43,0.0,0.0,,1837.23,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-19,100.0,1836.52,0.01,0.42,0.0,0.0,,1836.52,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-20,100.0,1837.23,0.01,0.42,0.0,0.0,,1837.23,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-21,100.0,1875.38,0.01,0.41,0.0,0.0,,1875.38,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-09-24,100.0,1875.38,0.01,0.41,0.0,0.0,,1875.38,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
