,ALLPL FP Equity_DX_SI_QTY,ALLPL FP Equity_DX_SHORT_INTEREST_VALUE,ALLPL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLPL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLPL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLPL FP Equity_DX_SI_MV,ALLPL FP Equity_DX_DSS,ALLPL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLPL FP Equity_DX_SUPPLY_SI_QTY,ALLPL FP Equity_DX_BROKER_SI_QTY,ALLPL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLPL FP Equity_DX_BROKER_SI_QTY_ADD,ALLPL FP Equity_DX_SUPPLY_SI_MV_DEC,ALLPL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLPL FP Equity_DX_BROKER_SI_MV_ADD,ALLPL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLPL FP Equity_DX_BROKER_SI_QTY_DEC,ALLPL FP Equity_DX_SUPPLY_SI_MV,ALLPL FP Equity_DX_BROKER_SI_MV_DEC,ALLPL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLPL FP Equity_DX_UTILIZATION_QUANTITY,ALLPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLPL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLPL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLPL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLPL FP Equity_DX_BROKER_SI_CON_RATIO,ALLPL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLPL FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,264.0,0.0,0.0,0.0,,0.0
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,273.0,0.0,0.0,0.0,,0.0
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,285.0,0.0,0.0,0.0,,0.0
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,285.0,0.0,0.0,0.0,,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,285.0,0.0,0.0,0.0,,0.0
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,192.0,0.0,0.0,0.0,,0.0
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,282.0,0.0,0.0,0.0,,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,220.0,0.0,0.0,0.0,,0.0
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,231.2,0.0,0.0,0.0,,0.0
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,221.2,0.0,0.0,0.0,,0.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,224.0,0.0,0.0,0.0,,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,222.04,0.0,0.0,0.0,,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,111.04,0.0,0.0,0.0,,0.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,222.08,0.0,0.0,0.0,,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,222.0,0.0,0.0,0.0,,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,220.0,0.0,0.0,0.0,,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,227.96,0.0,0.0,0.0,,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,228.0,0.0,0.0,0.0,,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,228.0,0.0,0.0,0.0,,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,228.0,0.0,0.0,0.0,,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,228.0,0.0,0.0,0.0,,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,229.96,0.0,0.0,0.0,,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,229.96,0.0,0.0,0.0,,0.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,114.98,0.0,0.0,0.0,,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,114.5,0.0,0.0,0.0,,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,115.0,0.0,0.0,0.0,,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,115.0,0.0,0.0,0.0,,0.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,115.0,0.0,0.0,0.0,,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,114.5,0.0,0.0,0.0,,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,115.0,0.0,0.0,0.0,,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,189.2,0.0,0.0,0.0,,0.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,189.2,0.0,0.0,0.0,,0.0
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,76.0,0.0,0.0,0.0,,0.0
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,68.8,0.0,0.0,0.0,,0.0
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,276.8,0.0,0.0,0.0,,0.0
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,195.0,0.0,0.0,0.0,,0.0
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,260.0,0.0,0.0,0.0,,0.0
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,248.0,0.0,0.0,0.0,,0.0
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,300.0,0.0,0.0,0.0,,0.0
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,290.0,0.0,0.0,0.0,,0.0
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,282.0,0.0,0.0,0.0,,0.0
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,56.0,0.0,0.0,0.0,,0.0
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,162.6,0.0,0.0,0.0,,0.0
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,108.4,0.0,0.0,0.0,,0.0
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,109.6,0.0,0.0,0.0,,0.0
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,108.0,0.0,0.0,0.0,,0.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,111.6,0.0,0.0,0.0,,0.0
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,108.0,0.0,0.0,0.0,,0.0
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,108.0,0.0,0.0,0.0,,0.0
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,108.0,0.0,0.0,0.0,,0.0
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,108.0,0.0,0.0,0.0,,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,100.0,0.0,0.0,0.0,,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,102.0,0.0,0.0,0.0,,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,94.0,0.0,0.0,0.0,,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,270.0,0.0,0.0,0.0,,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,259.2,0.0,0.0,0.0,,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,252.0,0.0,0.0,0.0,,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,714.0,0.0,0.0,0.0,,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,717.4,0.0,0.0,0.0,,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,748.0,0.0,0.0,0.0,,0.0
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,714.0,0.0,0.0,0.0,,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1700.0,731.0,0.0,0.0,0.0,,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,131.7,0.0,0.0,0.0,,0.0
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,132.0,0.0,0.0,0.0,,0.0
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,126.0,0.0,0.0,0.0,,0.0
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,45.0,0.0,0.0,0.0,,0.0
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,264.0,0.0,0.0,0.0,,0.0
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,240.6,0.0,0.0,0.0,,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,245.4,0.0,0.0,0.0,,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,160.0,0.0,0.0,0.0,,0.0
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,39.0,0.0,0.0,0.0,,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,38.0,0.0,0.0,0.0,,0.0
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,38.9,0.0,0.0,0.0,,0.0
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,37.6,0.0,0.0,0.0,,0.0
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,156.0,0.0,0.0,0.0,,0.0
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,150.0,0.0,0.0,0.0,,0.0
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,148.4,0.0,0.0,0.0,,0.0
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,111.0,0.0,0.0,0.0,,0.0
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1000.0,302.0,0.0,0.0,0.0,,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,62.4,0.0,0.0,0.0,,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,64.0,0.0,0.0,0.0,,0.0
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,127.6,0.0,0.0,0.0,,0.0
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,128.0,0.0,0.0,0.0,,0.0
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,127.6,0.0,0.0,0.0,,0.0
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,121.6,0.0,0.0,0.0,,0.0
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,122.8,0.0,0.0,0.0,,0.0
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,121.2,0.0,0.0,0.0,,0.0
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,28.6,0.0,0.0,0.0,,0.0
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,78.3,0.0,0.0,0.0,,0.0
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,91.8,0.0,0.0,0.0,,0.0
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,38.9,0.0,0.0,0.0,,0.0
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,200.0,0.0,0.0,0.0,,0.0
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,500.0,207.0,0.0,0.0,0.0,,0.0
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,164.0,0.0,0.0,0.0,,0.0
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,160.0,0.0,0.0,0.0,,0.0
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,394.0,195.03,0.0,0.0,0.0,,0.0
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,694.0,278.99,0.0,0.0,0.0,,0.0
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,300.0,114.0,0.0,0.0,0.0,,0.0
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,346.0,141.51,0.0,0.0,0.0,,0.0
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,123.0,46.37,0.0,0.0,0.0,,0.0
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,223.0,86.97,0.0,0.0,0.0,,0.0
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,958.0,388.95,0.0,0.0,0.0,,0.0
2025-01-23,262200.0,104617.8,3.52,67.17,2.16,0.11,1.0,52308.9,131100.0,131100.0,52308.9,131100.0,,,0.05,131100.0,,0.05,,99.96,99.96,58.0,23.14,0.0,95.2,1.0,100.0,1.9991
2025-01-24,262200.0,102258.0,3.52,68.72,2.16,0.1,1.0,51129.0,131100.0,131100.0,51129.0,,,,,,,0.05,,99.95,99.95,70.0,27.3,0.0,93.55,1.0,100.0,1.9989
2025-01-27,262200.0,103044.6,3.52,71.9,2.16,0.1,1.0,51522.3,131100.0,131100.0,51522.3,,,,,,,0.05,,99.91,99.91,117.0,45.98,0.0,95.16,1.0,100.0,1.9982
2025-01-28,262200.0,98325.0,3.52,74.61,2.16,0.1,1.0,49162.5,131100.0,131100.0,49162.5,,,,,,,0.05,,99.91,99.91,117.0,43.88,0.0,95.89,1.0,100.0,1.9982
2025-01-29,262200.0,100422.6,3.52,70.54,2.16,0.1,1.0,50211.3,131100.0,131100.0,50211.3,,,,,,,0.05,,99.87,99.87,166.0,63.58,0.0,91.47,1.0,100.0,1.9975
2025-01-30,262200.0,100947.0,3.52,74.94,2.16,0.1,1.0,50473.5,131100.0,131100.0,50473.5,,,,,,,0.05,,99.88,99.88,163.0,62.76,0.0,93.42,1.0,100.0,1.9975
2025-01-31,262200.0,100947.0,3.52,75.64,2.16,0.1,1.0,50473.5,131100.0,131100.0,50473.5,,,,,,,0.05,,99.88,99.88,163.0,62.76,0.0,93.91,1.0,100.0,1.9975
2025-02-03,262200.0,100160.4,3.52,75.59,2.16,0.1,1.0,50080.2,131100.0,131100.0,50080.2,,,,,,,0.05,,99.88,99.88,163.0,62.27,0.0,95.12,1.0,100.0,1.9975
2025-02-04,262200.0,98587.2,3.52,79.17,2.16,0.1,1.0,49293.6,131100.0,131100.0,49293.6,,,,,,,0.05,,99.88,99.88,163.0,61.29,0.0,95.13,1.0,100.0,1.9975
2025-02-05,262200.0,97276.2,3.52,78.71,2.16,0.1,1.0,48638.1,131100.0,131100.0,48638.1,,,,,,,0.05,,99.88,99.88,163.0,60.47,0.0,95.13,1.0,100.0,1.9975
2025-02-06,262200.0,108813.0,3.52,78.05,2.16,0.1,1.0,54406.5,131100.0,131100.0,54406.5,,,,,,,0.05,,99.85,99.85,196.0,81.34,0.0,95.1,1.0,100.0,1.997
2025-02-07,262200.0,99111.6,3.52,75.44,2.16,0.1,1.0,49555.8,131100.0,131100.0,49555.8,,,,,,,0.05,,99.85,99.85,196.0,74.09,0.0,99.85,1.0,100.0,1.997
2025-02-10,262200.0,94654.2,3.52,74.68,2.16,0.1,1.0,47327.1,131100.0,131100.0,47327.1,,,,,,,0.05,,99.85,99.85,196.0,70.76,0.0,95.1,1.0,100.0,1.997
2025-02-11,262200.0,97800.6,3.52,73.6,2.16,0.1,1.0,48900.3,131100.0,131100.0,48900.3,,,,,,,0.05,,99.85,99.85,196.0,73.11,0.0,95.1,1.0,100.0,1.997
