,MDM FP Equity_DX_SI_QTY,MDM FP Equity_DX_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MDM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MDM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MDM FP Equity_DX_SI_MV,MDM FP Equity_DX_DSS,MDM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY,MDM FP Equity_DX_BROKER_SI_QTY,MDM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MDM FP Equity_DX_BROKER_SI_MV_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_x,MDM FP Equity_DX_BROKER_SI_MV_INC_x,MDM FP Equity_DX_SUPPLY_SI_MV_NEW,MDM FP Equity_DX_BROKER_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_NEW,MDM FP Equity_DX_SUPPLY_SI_MV_DEC,MDM FP Equity_DX_BROKER_SI_QTY_INC,MDM FP Equity_DX_SUPPLY_SI_QTY_DEC,MDM FP Equity_DX_BROKER_SI_MV_NEW_y,MDM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MDM FP Equity_DX_BROKER_SI_MV_INC_y,MDM FP Equity_DX_SUPPLY_SI_QTY_INC_y,MDM FP Equity_DX_BROKER_SI_MV_ADD,MDM FP Equity_DX_SUPPLY_SI_QTY_ADD,MDM FP Equity_DX_BROKER_SI_QTY_DEC,MDM FP Equity_DX_SUPPLY_SI_MV,MDM FP Equity_DX_BROKER_SI_MV_DEC,MDM FP Equity_DX_SUPPLY_SI_MV_RMV,MDM FP Equity_DX_BROKER_SI_MV_RMV,MDM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MDM FP Equity_DX_UTILIZATION_QUANTITY,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MDM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MDM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MDM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MDM FP Equity_DX_ACTIVE_UTILIZATION_MV,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MDM FP Equity_DX_BROKER_SI_CON_RATIO,MDM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MDM FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-06-09,174852.0,3797785.44,0.4,1.22,0.39,3.86,0.0,2247824.52,90533.0,103491.0,1966376.76,,,,0.15,,,,0.03,7485.0,936.0,,,0.15,,,7713.0,708.0,1.98,0.02,,,1.42,1.42,6301128.0,136860500.16,,135.88,1.43,22.74,0.4192,59.68,0.0274
2021-06-10,182414.0,3932845.84,0.41,1.31,0.4,4.01,0.0,2312784.32,94314.0,107272.0,2033409.84,,,3781.0,0.08,,,,,3781.0,,,,0.08,3781.0,,,,2.05,,,,1.47,1.47,6319886.0,136256742.16,,135.54,1.49,21.59,0.438,61.74,0.0284
2021-06-11,170376.0,3652861.44,0.38,1.28,0.38,3.73,0.0,2041816.96,103506.0,95234.0,2219168.64,,,9192.0,,,,,,,,,,,9192.0,,,12038.0,2.24,0.27,,,1.63,1.63,6246673.0,133928669.12,,133.34,1.65,23.41,0.451,62.1,0.0268
2021-06-14,168040.0,3616220.8,0.38,1.29,0.37,3.64,0.0,2078100.32,99838.0,96566.0,2148513.76,,,,,,5000.0,,0.08,,3668.0,,,,,0.11,,3668.0,2.14,0.09,,,1.57,1.57,6249267.0,134484225.84,,132.75,1.59,20.57,0.4315,61.42,0.0265
2021-06-15,174450.0,3729741.0,0.39,1.33,0.39,3.79,0.0,2133103.98,103043.0,99771.0,2203059.34,,,3205.0,0.07,,,,,3205.0,,,,0.07,3205.0,,,,2.22,,,,1.62,1.62,6242683.0,133468562.54,,132.85,1.64,19.7,0.4485,63.16,0.0275
2021-06-16,180028.0,3780588.0,0.41,1.39,0.4,3.9,0.0,2223837.0,102495.0,105897.0,2152395.0,,,6126.0,0.13,,,,,6126.0,,,,0.13,6126.0,,,,2.2,,0.14,,1.62,1.62,6215274.0,130520754.0,6674.0,131.88,1.64,18.88,0.4639,64.68,0.0285
2021-06-17,186494.0,3882805.08,0.42,1.47,0.41,3.98,0.0,2272086.6,105728.0,109130.0,2201256.96,,,3233.0,0.05,,,,,3233.0,,,,0.05,3233.0,,,,2.24,,,,1.67,1.67,6213829.0,129371919.78,,130.29,1.69,18.08,0.478,66.04,0.0295
2021-06-18,195730.0,3992892.0,0.44,1.56,0.43,4.11,0.0,2320459.2,110346.0,113748.0,2251058.4,,,4618.0,0.07,,,,,4618.0,,,,0.07,4618.0,,,,2.3,,,,1.73,1.73,6265301.0,127812140.4,,129.27,1.75,17.24,0.4984,67.86,0.0307
2021-06-21,210030.0,4213201.8,0.47,1.65,0.46,4.32,0.0,2434762.44,113106.0,121374.0,2268906.36,,6674.0,,,0.14,11540.0,,0.09,,3914.0,,6674.0,,,0.23,,3914.0,2.31,0.11,,,1.78,1.78,6234708.0,125068242.48,,125.55,1.8,15.9,0.4483,64.22,0.0331
2021-06-22,230670.0,4627240.2,0.52,1.82,0.51,4.67,0.0,2434762.44,133746.0,121374.0,2682944.76,,,16156.0,,,,,,,,,,,16156.0,,4484.0,,2.68,,,,2.1,2.1,6243892.0,125252473.52,,124.35,2.11,14.26,0.3724,57.6,0.0362
2021-06-23,172386.0,3475301.76,0.39,1.4,0.38,3.51,0.0,1853651.52,109429.0,91947.0,2206088.64,,,,,,8093.0,,0.49,,24317.0,,,,,0.17,,37520.0,2.19,0.76,,,1.72,1.72,6268893.0,126380882.88,,125.01,1.73,19.84,0.276,44.56,0.027
2021-06-24,127661.0,2591518.3,0.29,1.06,0.28,2.63,0.0,1429282.4,78680.0,70408.0,1597204.0,,,,0.04,,,,0.62,1647.0,30749.0,,,0.04,,,,23186.0,1.59,0.46,,,1.24,1.24,6276863.0,127420318.9,,125.99,1.24,28.44,0.2811,41.1,0.0201
2021-06-25,143634.0,2964605.76,0.32,1.22,0.32,2.97,0.0,1535347.68,86810.0,74387.0,1791758.4,,,11994.0,0.16,,,,0.08,7843.0,3864.0,,,0.16,11994.0,,,3864.0,1.76,0.08,,,1.37,1.37,6251607.0,129033168.48,,126.45,1.37,25.59,0.3416,50.61,0.0227
2021-06-28,161550.0,3327930.0,0.36,1.4,0.36,3.39,0.0,1794218.8,95370.0,87098.0,1964622.0,,,8560.0,0.21,,3355.0,,,9356.0,,,,0.21,8560.0,0.07,,,1.97,,,,1.5,1.5,6256210.0,128877926.0,,128.19,1.51,22.12,0.336,51.74,0.0254
2021-06-29,159265.0,3360491.5,0.36,1.43,0.35,3.34,0.0,1886361.1,95528.0,89401.0,2015640.8,,,,0.14,,,,0.1,6891.0,4588.0,,,0.14,,,4746.0,4588.0,1.97,0.09,,,1.5,1.5,6260646.0,132099630.6,,128.8,1.51,22.43,0.2888,45.45,0.0251
2021-06-30,164011.0,3427829.9,0.37,1.5,0.36,3.53,0.0,1967672.3,95528.0,94147.0,1996535.2,,,,0.12,,,,,4746.0,,,,0.12,,,,,2.02,,,,1.5,1.5,6272457.0,131094351.3,,131.19,1.52,21.61,0.2803,43.93,0.0258
2021-07-01,162785.0,3438019.2,0.37,1.48,0.36,3.47,0.0,2137196.16,87256.0,101193.0,1842846.72,,,,0.14,,,,0.18,7046.0,8272.0,,,0.14,,,,,1.82,,,,1.37,1.37,6290228.0,132849615.36,,130.88,1.37,22.3,0.3008,44.12,0.0255
2021-07-02,170135.0,3542210.5,0.38,1.57,0.38,3.66,0.0,2259865.13,95403.0,108543.0,1986290.35,,,,0.12,,2350.0,,,5000.0,,,,0.12,,0.05,8147.0,,2.02,,,,1.51,1.51,6233575.0,129783024.32,,130.65,1.52,24.85,0.302,43.65,0.0269
2021-07-05,152466.0,3229229.88,0.34,1.4,0.34,3.25,0.0,1995516.06,89277.0,94217.0,1890886.86,,,7680.0,0.01,,,,0.83,504.0,39317.0,,,0.01,7680.0,,25511.0,14830.0,1.89,0.35,,,1.42,1.42,6184565.0,130989086.7,,129.58,1.43,32.7,0.3316,41.13,0.0243
2021-07-06,149766.0,3070203.0,0.34,1.37,0.33,3.18,0.0,1079694.0,127926.0,52668.0,2622483.0,,,,,,,,0.09,,4351.0,,,,,,43000.0,41549.0,2.72,0.91,,,2.03,2.03,6161080.0,126302140.0,,128.76,2.07,32.78,0.3194,35.6,0.0238
2021-07-07,170953.0,3446412.48,0.39,1.51,0.38,3.53,0.0,1441540.8,135620.0,71505.0,2734099.2,,,2350.0,0.37,,,,0.24,18837.0,11143.0,,,0.37,2350.0,,16487.0,,2.78,,,,2.15,2.15,6159039.0,124166226.24,,125.2,2.17,29.03,0.3373,43.4,0.0272
2021-07-08,206854.0,3961254.1,0.47,1.84,0.46,4.27,0.0,3270015.7,140704.0,170758.0,2694481.6,,,,0.43,,86000.0,,0.49,21660.0,22737.0,,,0.43,,1.83,27821.0,8407.0,2.81,0.2,,,2.46,2.46,5580232.0,106861442.8,,110.31,2.49,39.95,0.3691,43.17,0.0362
2021-07-09,113607.0,2189206.89,0.26,1.14,0.25,2.22,0.0,1834060.79,98807.0,95177.0,1904010.89,,,,,,,,0.91,,46031.0,,,,,,4134.0,75581.0,1.89,1.66,,,1.73,1.73,5613409.0,108170391.43,,107.16,1.73,29.55,0.3202,39.41,0.0199
2021-07-12,136990.0,2567192.6,0.31,1.4,0.3,2.72,0.0,2221814.4,78358.0,118560.0,1468428.92,,,,1.01,,,,0.52,50000.0,27449.0,,,1.01,,,7000.0,26617.0,1.51,0.51,,,1.25,1.25,6184918.0,115905363.32,,118.16,1.26,22.85,0.4666,63.86,0.0219
2021-07-13,143358.0,2670759.54,0.32,1.47,0.32,2.76,0.0,1570099.14,87056.0,84278.0,1621853.28,,,12000.0,0.22,,,,0.07,12000.0,3302.0,,,0.22,12000.0,,,46282.0,1.64,0.93,,,1.4,1.4,6137418.0,114340097.34,,115.12,1.4,21.99,0.4109,58.56,0.023
2021-07-14,148653.0,2747107.44,0.34,1.53,0.33,2.82,0.0,1509723.6,90332.0,81695.0,1669335.36,,,7878.0,0.06,,,,0.11,3276.0,5621.0,,,0.06,7878.0,,1019.0,5859.0,1.68,0.12,,,1.46,1.46,6117990.0,113060455.2,,113.6,1.46,21.29,0.3508,52.55,0.0239
2021-07-15,124915.0,2302183.45,0.28,1.31,0.28,2.37,0.0,1284589.43,78588.0,69701.0,1448376.84,,,,,,,,0.22,,11744.0,,,,,,,11994.0,1.45,0.22,,,1.27,1.27,6092384.0,112282637.12,,112.42,1.28,15.2,0.4355,62.32,0.0202
2021-07-16,126450.0,2335531.5,0.29,1.34,0.28,2.36,0.0,1226703.52,83408.0,66416.0,1540545.76,,,3845.0,0.07,,,,0.17,3845.0,9105.0,,,0.07,3845.0,,10080.0,7130.0,1.54,0.17,,,1.36,1.36,6066072.0,112040349.84,,111.77,1.36,15.25,0.3735,56.18,0.0206
2021-07-19,128985.0,2351396.55,0.29,1.33,0.29,2.42,0.0,1420135.23,94923.0,77901.0,1730446.29,,,1493.0,0.03,,10080.0,,0.0,1493.0,88.0,,,0.03,1493.0,0.2,10110.0,88.0,1.75,0.0,,,1.54,1.54,6051395.0,110316930.85,,111.4,1.55,14.88,0.3651,55.2,0.021
2021-07-20,122384.0,2222493.44,0.27,1.25,0.27,2.28,0.0,1420729.44,95236.0,78234.0,1729485.76,,,10090.0,0.11,,2755.0,,0.23,5806.0,12532.0,,,0.11,10090.0,0.05,2755.0,8228.0,1.74,0.15,,,1.55,1.55,6050892.0,109884198.72,,110.26,1.55,15.57,0.4434,62.97,0.0199
2021-07-21,142064.0,2656596.8,0.32,1.41,0.31,2.64,0.0,1925856.9,115056.0,102987.0,2151547.2,,,31866.0,0.46,,,,0.25,24753.0,13614.0,,,0.46,31866.0,,1568.0,,2.11,,,,1.89,1.89,5985698.0,111932552.6,,109.15,1.9,18.87,0.3603,54.56,0.0233
2021-07-22,140968.0,2675572.64,0.32,1.38,0.31,2.71,0.0,2093987.48,106545.0,110326.0,2022224.1,,,,0.18,,,,0.13,8358.0,8511.0,,,0.18,,,,1019.0,2.01,0.02,,,1.75,1.75,5990212.0,113694223.76,,112.27,1.76,18.82,0.3756,55.98,0.0231
2021-07-23,131148.0,2476074.24,0.29,1.29,0.29,2.55,0.0,1897553.28,110886.0,100506.0,2093527.68,,,5496.0,,,,,0.13,,7207.0,,,,5496.0,,6052.0,9820.0,2.1,0.2,,,1.83,1.83,5933217.0,112019136.96,,112.4,1.84,20.37,0.3481,52.48,0.0217
2021-07-26,137773.0,2665907.55,0.31,1.36,0.3,2.67,0.0,2072984.85,101554.0,107131.0,1965069.9,,,,0.2,,,,0.18,9980.0,9332.0,,,0.2,,,,3355.0,1.94,0.06,,,1.68,1.68,5931772.0,114779788.2,,112.17,1.7,19.27,0.3929,57.28,0.0228
2021-07-27,115659.0,2229905.52,0.26,1.13,0.26,2.29,0.0,1716209.2,98421.0,89015.0,1897556.88,,,9800.0,,,,,0.24,,12933.0,,,,9800.0,,,18116.0,1.9,0.35,,,1.63,1.63,5935041.0,114427590.48,,114.44,1.63,23.02,0.441,60.07,0.0192
2021-07-28,120596.0,2297353.8,0.27,1.15,0.27,2.38,0.0,1794605.25,98331.0,94205.0,1873205.55,,,163.0,0.01,,5000.0,,0.0,443.0,253.0,,,0.01,163.0,0.1,,253.0,1.88,0.0,,,1.64,1.64,5913702.0,112656023.1,,113.38,1.63,22.07,0.413,58.12,0.0201
2021-07-29,135897.0,2636401.8,0.3,1.24,0.3,2.65,0.0,2124416.4,104002.0,109506.0,2017638.8,,,,0.29,,,,0.01,15301.0,409.0,,,0.29,,,6080.0,,1.99,,,,1.73,1.73,5899382.0,114448010.8,,112.13,1.75,23.79,0.4203,58.54,0.0226
2021-07-30,139106.0,2683354.74,0.31,1.25,0.31,2.77,0.0,2174272.35,117001.0,112715.0,2256949.29,,,8515.0,0.24,,,,,10977.0,,,,0.24,8515.0,,4484.0,7768.0,2.27,0.16,,,1.95,1.95,5888715.0,113593312.35,,113.88,1.95,31.47,0.3829,51.38,0.0232
2021-08-02,142565.0,2908326.0,0.32,1.31,0.32,2.82,0.0,2369949.6,110670.0,116174.0,2257668.0,,,1848.0,0.06,,,,0.16,3459.0,8179.0,,,0.06,1848.0,,,,2.18,,,,1.83,1.83,5952316.0,121427246.4,,115.75,1.85,31.91,0.3825,51.14,0.0235
2021-08-03,140482.0,2826497.84,0.31,1.23,0.31,2.94,0.0,2295510.92,110670.0,114091.0,2226680.4,,,,,,,,,,,,,,,,,2083.0,2.25,0.01,,,1.82,1.82,5958150.0,119877978.0,,120.71,1.83,32.47,0.3806,50.57,0.0231
2021-08-04,229086.0,4645864.08,0.51,1.98,0.51,4.73,0.0,3483434.76,172581.0,171767.0,3499942.68,,,14.0,0.07,,53546.0,,0.05,4130.0,2083.0,,,0.07,14.0,1.12,63980.0,,3.48,,,,2.82,2.82,5956585.0,120799543.8,,119.71,2.83,22.34,0.2218,30.94,0.0374
2021-08-05,265892.0,5344429.2,0.59,2.31,0.59,5.45,0.0,4122007.5,221745.0,205075.0,4457074.5,,,12914.0,0.91,,,,,46262.0,,,,0.91,12914.0,,36250.0,12954.0,4.49,0.27,,,3.58,3.58,5973071.0,120058727.1,,120.5,3.59,26.2,0.2272,27.16,0.0429
2021-08-06,282356.0,5681002.72,0.63,2.45,0.62,5.78,0.0,4457364.68,228989.0,221539.0,4607258.68,,,8519.0,0.34,,,,0.03,16464.0,1275.0,,,0.34,8519.0,,,,4.62,,,,3.69,3.69,5982161.0,120361079.32,,120.18,3.7,25.55,0.2267,27.71,0.0455
2021-08-09,289183.0,5881982.22,0.65,2.48,0.64,5.92,0.0,4541230.44,235216.0,223266.0,4784293.44,,,6227.0,0.13,,,,,6227.0,,,,0.13,6227.0,,,4500.0,4.75,0.09,,,3.78,3.78,5988783.0,121811846.22,,120.44,3.79,24.89,0.2251,27.0,0.0465
2021-08-10,313521.0,6433450.92,0.7,2.69,0.69,6.48,0.0,4836522.96,243148.0,235698.0,4989396.96,,,2409.0,0.27,,,,0.09,12432.0,4500.0,,,0.27,2409.0,,10023.0,,4.96,,,,3.88,3.88,6023491.0,123602035.32,,122.34,3.89,24.85,0.2288,27.82,0.05
2021-08-11,322050.0,6595584.0,0.72,2.75,0.71,6.69,0.0,5024849.92,252804.0,245354.0,5177425.92,,,3063.0,0.23,,,,,10783.0,,,,0.23,3063.0,,6593.0,1127.0,5.18,0.02,,,4.05,4.05,5991204.0,122699857.92,,122.17,4.07,24.2,0.2299,29.13,0.0516
2021-08-12,270870.0,5493243.6,0.61,2.34,0.6,5.62,0.0,3804000.72,204894.0,187574.0,4155250.32,,,6600.0,,,6600.0,,1.12,,54510.0,,,,6600.0,0.14,,64380.0,4.19,1.33,,,3.28,3.28,6043163.0,122555345.64,,123.06,3.29,22.44,0.2162,29.57,0.0434
2021-08-13,258304.0,5341726.72,0.58,2.24,0.57,5.31,0.0,3956745.76,208330.0,191332.0,4308264.4,,,9319.0,0.24,,,,0.37,12100.0,17983.0,,,0.24,9319.0,,12100.0,8342.0,4.23,0.18,,,3.3,3.3,6104157.0,126233966.76,,123.41,3.32,24.41,0.2114,24.83,0.0409
2021-08-16,259530.0,5268459.0,0.58,2.27,0.57,5.45,0.0,3851965.6,196751.0,189752.0,3994045.3,,,112.0,0.3,,,,0.34,14167.0,18154.0,,,0.3,112.0,,6463.0,15747.0,4.06,0.31,,,3.16,3.16,6032602.0,122461820.6,,124.07,3.17,23.44,0.2131,27.59,0.0417
2021-08-17,263386.0,5304594.04,0.59,2.31,0.58,5.46,0.0,3849297.78,198126.0,191127.0,3990257.64,,,2481.0,0.04,,,,0.04,2481.0,1106.0,,,0.04,2481.0,,,1106.0,4.03,0.03,,,3.19,3.19,6004213.0,120924849.82,,121.99,3.2,23.05,0.2116,26.87,0.0425
2021-08-18,297725.0,6091453.5,0.67,2.71,0.66,6.1,0.0,4188939.48,216668.0,204738.0,4433027.28,,,,0.43,,,,0.05,20728.0,2186.0,,,0.43,,,20728.0,7117.0,4.38,0.17,,,3.48,3.48,6003117.0,122823773.82,,121.15,3.49,21.35,0.2285,33.33,0.0479
2021-08-19,233323.0,4612795.71,0.52,2.17,0.52,4.83,0.0,3439347.36,185583.0,173968.0,3668975.91,,,,0.25,,,,0.88,11847.0,42932.0,,,0.25,,,11847.0,42617.0,3.78,0.87,,,2.99,2.99,6018320.0,118982186.4,,122.46,3.0,25.39,0.2207,26.76,0.0376
2021-08-20,225239.0,4401170.06,0.5,2.17,0.5,4.51,0.0,3160966.26,183658.0,161769.0,3588677.32,,,10000.0,0.0,,,,0.38,801.0,17041.0,,,0.0,10000.0,,5116.0,13000.0,3.62,0.33,,,2.96,2.96,6025285.0,117734068.9,,118.68,2.96,22.82,0.2186,26.72,0.0363
2021-08-23,259702.0,5152487.68,0.58,2.53,0.57,5.14,0.0,3641056.64,195410.0,183521.0,3876934.4,,,11752.0,0.42,,,,,21752.0,,,,0.42,11752.0,,,,3.83,,,,3.15,3.15,6001298.0,119065752.32,,117.16,3.16,25.1,0.2281,29.3,0.0419
2021-08-24,247239.0,4932418.05,0.55,2.47,0.55,4.96,0.0,3538651.2,189292.0,177376.0,3776375.4,,,200.0,0.02,,,,0.12,200.0,6318.0,,,0.02,200.0,,,6345.0,3.76,0.13,,,3.06,3.06,5988476.0,119470096.2,,118.69,3.07,25.86,0.2291,29.93,0.04
2021-08-25,314655.0,6362324.1,0.7,3.14,0.7,6.33,0.0,4949694.24,264345.0,244792.0,5345055.9,,,50519.0,1.19,,26506.0,,0.34,58407.0,17052.0,,,1.19,50519.0,0.53,41586.0,17497.0,5.29,0.36,,,4.24,4.24,5975249.0,120819534.78,,119.38,4.24,23.55,0.2458,39.11,0.0504
2021-08-26,305318.0,5993392.34,0.68,3.07,0.67,6.15,0.0,4717972.35,262966.0,240345.0,5162022.58,,,15396.0,0.12,,,,0.34,8897.0,16775.0,,,0.12,15396.0,,,13344.0,5.29,0.25,,,4.17,4.17,6041806.0,118600651.78,,121.45,4.18,18.59,0.2547,42.33,0.0484
2021-08-27,327714.0,6370760.16,0.73,3.36,0.72,6.45,0.0,5107685.04,275122.0,262741.0,5348371.68,,,12635.0,0.41,,,,0.14,22396.0,5779.0,,,0.41,12635.0,,5300.0,,5.39,,,,4.35,4.35,6049109.0,117594678.96,,118.25,4.36,17.16,0.261,43.53,0.0518
2021-08-30,339251.0,6662889.64,0.76,3.5,0.75,6.66,0.0,5280763.92,313914.0,268878.0,6165270.96,,,23892.0,0.26,,,,0.07,11712.0,3830.0,,,0.26,23892.0,,18730.0,5575.0,6.11,0.13,,,4.91,4.91,6075814.0,119328986.96,,118.22,4.91,16.45,0.2719,45.19,0.0531
2021-08-31,477712.0,9324938.24,1.07,5.09,1.06,9.49,1.0,7963945.28,364436.0,407989.0,7113790.72,,,29848.0,1.8,,52000.0,,0.14,87111.0,7508.0,,,1.8,29848.0,1.01,28182.0,,7.15,,,,5.66,5.66,6070488.0,118495925.76,,119.0,5.67,18.09,0.2132,35.52,0.0742
2021-09-01,476025.0,9268206.75,1.06,5.21,1.05,9.4,1.0,8192060.91,408478.0,420753.0,7953066.66,,,21850.0,,,52495.0,,0.68,,34368.0,,,,21850.0,1.07,56560.0,39731.0,7.96,0.81,,,6.32,6.32,6052789.0,117847801.83,,117.86,6.33,17.2,0.1999,36.06,0.0737
2021-09-02,506860.0,9797603.8,1.13,5.66,1.12,10.01,1.0,8729196.04,399124.0,451588.0,7715066.92,,,12942.0,0.95,,,,0.44,47719.0,22296.0,,,0.95,12942.0,,,16884.0,7.76,0.33,,,6.17,6.17,6073689.0,117404408.37,,117.96,6.18,16.06,0.2019,35.29,0.0783
2021-09-03,472410.0,9018306.9,1.06,5.29,1.04,9.23,1.0,8053841.92,369384.0,421888.0,7051540.56,,,,,,,,0.59,,29740.0,,,,,,,29700.0,7.13,0.62,,,5.7,5.7,6107358.0,116589464.22,,117.64,5.72,13.9,0.2136,37.86,0.0729
2021-09-06,451014.0,8763202.02,1.01,5.12,1.0,8.89,0.0,7992666.51,351108.0,411357.0,6822028.44,,,3534.0,0.79,,,,1.0,38343.0,51119.0,,,0.79,3534.0,,29309.0,48874.0,6.72,0.94,,,5.42,5.42,6128948.0,119085459.64,,117.4,5.41,14.43,0.2648,44.77,0.0696
2021-09-07,400975.0,7714759.0,0.9,4.66,0.89,7.91,0.0,6951758.32,362301.0,361318.0,6970671.24,,,11324.0,0.15,,,,0.07,7415.0,4537.0,,,0.15,11324.0,,4406.0,57454.0,7.04,1.12,,,5.59,5.59,6118838.0,117726443.12,,118.74,5.6,15.32,0.3132,50.16,0.0619
2021-09-08,415967.0,7953289.04,0.93,5.0,0.92,8.16,0.0,7195047.2,370306.0,376310.0,7080250.72,,,9451.0,0.29,,,,0.04,14992.0,1446.0,,,0.29,9451.0,,,,7.13,,,,5.72,5.72,6103017.0,116689685.04,,117.43,5.73,15.77,0.2985,48.28,0.0643
2021-09-09,398974.0,7588485.48,0.89,5.08,0.88,7.78,0.0,7108363.62,322148.0,373731.0,6127254.96,,,,,,,,0.93,,48158.0,,,,,,,2579.0,6.16,0.06,,,5.0,5.0,6115225.0,116311579.5,,116.69,5.02,15.82,0.2876,46.78,0.062
2021-09-10,378505.0,7297576.4,0.85,4.87,0.84,7.38,0.0,6545463.6,333491.0,339495.0,6429706.48,,,5900.0,0.33,,,,0.17,17034.0,8324.0,,,0.33,5900.0,,13767.0,51270.0,6.36,1.03,,,5.16,5.16,6123265.0,118056549.2,,116.71,5.17,15.64,0.3125,49.96,0.0586
2021-09-13,364625.0,7022677.5,0.81,4.82,0.81,7.14,0.0,6271344.9,314011.0,325615.0,6047851.86,,,,0.11,,,,0.35,5600.0,19480.0,,,0.11,,,,19480.0,6.06,0.37,,,4.85,4.85,6163858.0,118715905.08,,118.95,4.85,16.88,0.2968,47.73,0.0563
2021-09-14,351849.0,6832907.58,0.79,4.87,0.78,6.9,0.0,6094364.98,311865.0,313819.0,6056418.3,,,12985.0,,,3335.0,,0.29,,15131.0,,,,12985.0,0.06,,15131.0,6.02,0.31,,,4.81,4.81,6167134.0,119765742.28,,118.99,4.81,15.23,0.3004,49.14,0.0543
2021-09-15,373218.0,6908265.18,0.83,5.12,0.82,7.21,0.0,6097675.26,317822.0,329426.0,5882885.22,,,5762.0,0.35,,,,0.05,16045.0,2918.0,,,0.35,5762.0,,3113.0,438.0,6.15,0.0,,,4.92,4.92,6143821.0,113722126.71,,118.32,4.94,15.56,0.2688,45.13,0.0578
2021-09-16,384423.0,6996498.6,0.86,5.19,0.85,7.22,0.0,4896892.0,259788.0,269060.0,4728141.6,,,,0.01,,,,1.32,259.0,64928.0,,,0.01,,,6894.0,60625.0,4.82,1.27,,,4.03,4.03,6193838.0,112727851.6,,114.58,4.04,14.24,0.3044,49.97,0.0596
2021-09-17,322998.0,5872103.64,0.72,4.23,0.71,5.98,0.0,5052403.8,279116.0,277910.0,5074328.88,,,20292.0,0.18,,12800.0,,0.21,10659.0,10508.0,,,0.18,20292.0,0.23,9544.0,14609.0,5.09,0.31,,,4.32,4.32,6179750.0,112347855.0,,112.6,4.32,16.7,0.1728,30.09,0.05
2021-09-20,243392.0,4351848.96,0.54,3.16,0.54,4.53,0.0,3714945.48,208509.0,207771.0,3728140.92,,,30330.0,0.35,,,,1.84,18824.0,100937.0,,,0.35,30330.0,,,88963.0,3.78,1.62,,,3.2,3.2,6304934.0,112732219.92,,114.36,3.2,19.22,0.1593,21.31,0.0374
2021-09-21,305645.0,5669714.75,0.68,3.81,0.68,5.65,0.0,5008945.2,266192.0,270024.0,4937861.6,,,74028.0,1.4,,,,0.3,74915.0,16345.0,,,1.4,74028.0,,,12662.0,4.77,0.27,,,4.5,4.5,5647239.0,104756283.45,,101.68,4.48,17.09,0.2212,39.05,0.0517
2021-09-22,287223.0,5267669.82,0.64,3.61,0.63,5.39,0.0,4711546.0,240268.0,256900.0,4406515.12,,,4179.0,0.02,,,,0.52,387.0,30103.0,,,0.02,4179.0,,,13511.0,4.46,0.27,,,4.06,4.06,5675355.0,104086010.7,,105.14,4.07,18.62,0.2288,40.01,0.0486
2021-09-23,282375.0,5153343.75,0.63,3.58,0.62,5.24,0.0,4736860.5,259050.0,259554.0,4727662.5,,,23041.0,0.54,,,,0.08,30543.0,4259.0,,,0.54,23041.0,,,27889.0,4.75,0.54,,,3.98,3.98,6241717.0,113911335.25,,114.36,3.99,24.55,0.2509,37.99,0.0434
2021-09-24,263551.0,4757095.55,0.59,3.3,0.58,4.88,0.0,4593670.85,253993.0,254497.0,4584573.65,,,,0.2,,,,0.29,10847.0,15904.0,,,0.2,,,10847.0,15904.0,4.64,0.3,,,3.88,3.88,6295553.0,113634731.65,,114.83,3.88,26.25,0.2927,44.92,0.0402
2021-09-27,238852.0,4342329.36,0.53,2.97,0.53,4.37,0.0,4177727.64,229294.0,229798.0,4168564.92,,,1389.0,0.01,,,,0.5,522.0,26088.0,,,0.01,1389.0,,,25221.0,4.15,0.52,,,3.5,3.5,6316963.0,114842387.34,,114.25,3.5,24.43,0.2972,46.38,0.0365
2021-09-28,209671.0,3759401.03,0.47,2.58,0.46,3.84,0.0,3567550.03,196350.0,198971.0,3520555.5,,,1646.0,,,,,0.61,,34590.0,,,,1646.0,,,30827.0,3.57,0.55,,,3.0,3.0,6353824.0,113924064.32,,115.33,3.0,22.76,0.2977,46.97,0.032
