,TUR FP Equity_DX_SI_QTY,TUR FP Equity_DX_SHORT_INTEREST_VALUE,TUR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TUR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TUR FP Equity_DX_SI_MV,TUR FP Equity_DX_DSS,TUR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TUR FP Equity_DX_SUPPLY_SI_QTY,TUR FP Equity_DX_BROKER_SI_QTY,TUR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TUR FP Equity_DX_BROKER_SI_MV_NEW_x,TUR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TUR FP Equity_DX_SUPPLY_SI_QTY_INC_x,TUR FP Equity_DX_BROKER_SI_MV_INC_x,TUR FP Equity_DX_SUPPLY_SI_MV_NEW,TUR FP Equity_DX_BROKER_SI_QTY_ADD,TUR FP Equity_DX_BROKER_SI_QTY_NEW,TUR FP Equity_DX_SUPPLY_SI_MV_DEC,TUR FP Equity_DX_BROKER_SI_QTY_INC,TUR FP Equity_DX_SUPPLY_SI_QTY_DEC,TUR FP Equity_DX_BROKER_SI_MV_NEW_y,TUR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TUR FP Equity_DX_BROKER_SI_MV_INC_y,TUR FP Equity_DX_SUPPLY_SI_QTY_INC_y,TUR FP Equity_DX_BROKER_SI_MV_ADD,TUR FP Equity_DX_SUPPLY_SI_QTY_ADD,TUR FP Equity_DX_BROKER_SI_QTY_DEC,TUR FP Equity_DX_SUPPLY_SI_MV,TUR FP Equity_DX_BROKER_SI_MV_DEC,TUR FP Equity_DX_SUPPLY_SI_MV_RMV,TUR FP Equity_DX_BROKER_SI_MV_RMV,TUR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TUR FP Equity_DX_UTILIZATION_QUANTITY,TUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TUR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TUR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TUR FP Equity_DX_ACTIVE_UTILIZATION_MV,TUR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TUR FP Equity_DX_BROKER_SI_CON_RATIO,TUR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TUR FP Equity_DX_DEMAND_SUPPLY_RATIO,TUR FP Equity_PX_LAST
2018-04-20,52700.0,2061624.0,6.52,2.31,2.08,,1991208.0,1800.0,50900.0,70416.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,37.9,0.4892,58.68,11.8029,39.12
2018-04-23,52700.0,2048238.2,6.5,2.31,2.05,,1978279.4,1800.0,50900.0,69958.8,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,37.83,0.4894,58.75,11.8029,38.866
2018-04-24,32700.0,1273011.0,4.03,1.43,1.27,,1202937.0,1800.0,30900.0,70074.0,,,,,,,,,,,,,,,,,20000.0,0.07,0.78,,,100.0,40.31,0.0,0.0,,0.0,100.0,5.55,0.8951,94.45,7.3236,38.93
2018-04-25,1800.0,67726.8,0.22,0.08,0.07,,0.0,1800.0,0.0,67726.8,,,,,,,,,,,,,,,,,30900.0,0.07,1.2,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,37.626
2018-04-26,1800.0,68733.0,0.18,0.08,0.07,,0.0,1800.0,0.0,68733.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,38.185
2018-04-27,1800.0,69751.8,0.18,0.08,0.07,,0.0,1800.0,0.0,69751.8,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,38.751
2018-04-30,1800.0,67800.6,0.18,0.08,0.07,,0.0,1800.0,0.0,67800.6,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,37.667
2018-05-01,1800.0,67800.6,0.18,0.08,0.07,,0.0,1800.0,0.0,67800.6,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,
2018-05-02,1800.0,66267.0,0.18,0.08,0.07,,0.0,1800.0,0.0,66267.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,36.815
2018-05-03,1800.0,64728.0,0.18,0.08,0.07,,0.0,1800.0,0.0,64728.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,35.96
2018-05-04,1800.0,64872.0,0.17,0.08,0.07,,0.0,1800.0,0.0,64872.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,36.04
2018-05-07,65800.0,2321753.0,6.08,2.81,2.36,,2258240.0,1800.0,64000.0,63513.0,,,,,,64000.0,,,,,,,,,2.29,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,2.98,0.9423,97.02,14.7368,35.285
2018-05-08,199200.0,6895308.0,18.12,8.5,6.93,,6833001.0,1800.0,197400.0,62307.0,,,,,,133400.0,,,,,,,,,4.61,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,32.45,0.5481,66.53,44.6137,34.615
2018-05-09,242800.0,8605803.2,22.91,10.36,8.54,,8542004.0,1800.0,241000.0,63799.2,,,,1.6,,,,,43600.0,,,,1.6,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,33.73,0.5421,65.44,54.3785,35.444
2018-05-10,311700.0,11299125.0,27.42,12.35,11.18,,11233875.0,1800.0,309900.0,65250.0,,,,2.68,,,,,68900.0,,,,2.68,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,45.23,0.4977,54.14,69.8096,36.25
2018-05-11,311700.0,10988983.5,26.89,12.11,11.12,,10925524.5,1800.0,309900.0,63459.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,46.47,0.4958,52.9,69.8096,35.255
2018-05-14,39800.0,1415686.0,3.43,1.58,1.41,,1351660.0,1800.0,38000.0,64026.0,,,,,,,,,,,,,,,,,271900.0,0.07,9.69,,,100.0,40.31,0.0,0.0,,0.0,100.0,4.98,0.9053,95.02,8.9138,35.57
2018-05-15,39800.0,1369518.0,3.42,1.56,1.42,,1307580.0,1800.0,38000.0,61938.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,4.96,0.9057,95.04,8.9138,34.41
2018-05-16,1800.0,62919.0,0.15,0.07,0.07,,0.0,1800.0,0.0,62919.0,,,,,,,,,,,,,,,,,38000.0,0.07,1.36,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,34.955
2018-05-17,1800.0,62314.2,0.15,0.07,0.07,,0.0,1800.0,0.0,62314.2,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4031,34.619
2018-05-18,11700.0,403895.7,0.96,0.44,0.41,,341757.9,1800.0,9900.0,62137.8,,,,,,9900.0,,,,,,,,,0.34,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,17.15,0.7158,82.85,2.6204,34.521
2018-05-21,31500.0,1063944.0,2.56,1.19,1.08,,1003147.2,1800.0,29700.0,60796.8,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,31.65,0.4871,61.86,7.0549,33.776
2018-05-22,31500.0,1064385.0,2.53,1.19,1.07,,1003563.0,1800.0,29700.0,60822.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,31.18,0.4894,62.28,7.0549,33.79
2018-05-23,124000.0,3985112.0,9.13,4.68,4.2,,3927263.6,1800.0,122200.0,57848.4,,,,3.08,,1000.0,,,91500.0,,,,3.08,,0.03,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,32.42,0.5293,65.1,27.7716,32.138
2018-05-24,124000.0,4042400.0,9.75,4.37,4.03,,3983720.0,1800.0,122200.0,58680.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,32.12,0.5304,65.34,27.7716,32.6
2018-05-25,127100.0,4278186.0,11.1,4.48,4.23,,4217598.0,1800.0,125300.0,60588.0,,,,0.11,,,,,3100.0,,,,0.11,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,33.26,0.5245,64.31,28.4658,33.66
2018-05-28,127100.0,4553357.5,10.94,4.42,4.45,,4488872.5,1800.0,125300.0,64485.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,32.63,0.5297,65.03,28.4658,35.825
2018-05-29,149700.0,5337254.1,13.34,5.21,5.35,,5273078.7,1800.0,147900.0,64175.4,,,,0.9,,,,,22600.0,,,,0.9,,,,,0.07,,,,100.0,40.31,0.0,0.0,,0.0,100.0,44.18,0.4852,53.83,33.5274,35.653
2018-05-30,149700.0,5353272.0,13.24,5.21,5.35,,5288904.0,1800.0,147900.0,64368.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,38.59,0.0,0.0,,0.0,100.0,43.98,0.4856,54.03,32.09,35.76
2018-05-31,149700.0,5073782.1,13.0,5.21,5.22,,5012774.7,1800.0,147900.0,61007.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.43,0.0,0.0,,0.0,100.0,45.36,0.4827,52.61,32.793,33.893
2018-06-01,148700.0,4899070.2,13.51,5.17,4.98,,4839767.4,1800.0,146900.0,59302.8,,,,,,,,,,,,,,,,,1000.0,0.07,0.04,,,100.0,39.43,0.0,0.0,,0.0,100.0,45.09,0.4896,53.49,32.5739,32.946
2018-06-04,148700.0,4899962.4,15.69,5.17,4.91,,4840648.8,1800.0,146900.0,59313.6,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.43,0.0,0.0,,0.0,100.0,44.33,0.4909,54.24,32.5739,32.952
2018-06-05,67900.0,2197244.0,7.03,2.36,2.25,,2138996.0,1800.0,66100.0,58248.0,,,,,,,,,,,,,,,,,80800.0,0.07,2.66,,,100.0,39.43,0.0,0.0,,0.0,100.0,3.14,0.9391,96.86,14.874,32.36
2018-06-06,1800.0,57834.0,0.18,0.06,0.07,,0.0,1800.0,0.0,57834.0,,,,,,,,,,,,,,,,,66100.0,0.07,2.17,,,100.0,39.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3943,32.13
2018-06-07,9700.0,324028.5,0.95,0.34,0.32,,263899.5,1800.0,7900.0,60129.0,,,,,,7900.0,,,,,,,,,0.25,,,0.07,,,,100.0,39.43,0.0,0.0,,0.0,100.0,21.7,0.6602,78.3,2.1249,33.405
2018-06-08,9700.0,313892.0,1.11,0.34,0.33,,255644.0,1800.0,7900.0,58248.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,39.43,0.0,0.0,,0.0,100.0,21.18,0.6662,78.82,2.1249,32.36
2018-06-11,9700.0,315036.6,1.11,0.34,0.31,,256576.2,1800.0,7900.0,58460.4,,,,,,,,,,,,,,,,,,0.06,,,,100.0,39.43,0.0,0.0,,0.0,100.0,18.55,0.6978,81.45,2.1249,32.478
2018-06-12,9700.0,306762.5,1.11,0.34,0.31,,249837.5,1800.0,7900.0,56925.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,39.43,0.0,0.0,,0.0,100.0,18.55,0.6978,81.45,2.1249,31.625
2018-06-13,27900.0,858845.7,3.19,1.02,0.88,,858845.7,0.0,27900.0,0.0,,,,,,20000.0,,0.06,,1800.0,,,,,0.63,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.32,0.594,71.68,6.1117,30.783
2018-06-14,27900.0,868527.0,3.08,1.02,0.85,,868527.0,0.0,27900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.32,0.594,71.68,6.1117,31.13
2018-06-15,27900.0,848578.5,3.03,1.02,0.87,,848578.5,0.0,27900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.32,0.594,71.68,6.1117,30.415
2018-06-18,20000.0,607100.0,2.26,0.73,0.61,,607100.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,7900.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.111,30.355
2018-06-19,20000.0,624460.0,2.29,0.73,0.61,,624460.0,0.0,20000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.2872,31.223
2018-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,20000.0,0.0,0.61,,,0.0,0.0,4665.0,144615.0,,0.13,0.0,,0.0,,0.0,31.0
2018-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4665.0,144176.49,,0.13,0.0,,0.0,,0.0,30.906
2018-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4665.0,147274.05,,0.13,0.0,,0.0,,0.0,31.57
2018-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4665.0,142860.96,,0.13,0.0,,0.0,,0.0,30.624
2018-06-26,31400.0,987844.0,3.75,1.11,0.99,,924924.0,2000.0,29400.0,62920.0,,,,,,29400.0,,,,,,,,,0.92,2000.0,,0.07,,,,100.0,42.87,0.0,0.0,,0.0,100.0,30.56,0.4891,62.53,6.731,31.46
2018-06-27,29400.0,939418.2,3.66,1.04,0.93,,939418.2,0.0,29400.0,0.0,,,,,,,,0.07,,2000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.9,0.5585,67.1,6.3023,31.953
2018-06-28,29400.0,950090.4,3.82,1.04,0.95,,950090.4,0.0,29400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.12,0.557,66.88,6.3023,32.316
2018-06-29,29400.0,939859.2,3.82,1.04,0.94,,939859.2,0.0,29400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.6,0.5538,66.4,6.3023,31.968
2018-07-02,29400.0,946150.8,3.68,1.04,0.95,,946150.8,0.0,29400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.32,0.5557,66.68,4.6927,32.182
2018-07-03,29400.0,930186.6,3.73,1.04,0.94,,930186.6,0.0,29400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.78,0.5526,66.22,4.6927,31.639
2018-07-04,68500.0,2192137.0,10.17,2.41,2.17,,2192137.0,0.0,68500.0,0.0,,,,1.23,,,,,39100.0,,,,1.23,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.88,0.5892,71.12,10.9338,32.002
2018-07-05,71700.0,2346024.0,11.89,2.53,2.31,,2346024.0,0.0,71700.0,0.0,,,,0.13,,,,,3200.0,,,,0.13,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.79,0.5987,72.21,11.4445,32.72
2018-07-06,71700.0,2372409.6,10.3,2.53,2.36,,2372409.6,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.49,0.6014,72.51,1.7376,33.088
2018-07-09,71700.0,2364809.4,10.09,2.53,2.36,,2364809.4,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.38,0.6023,72.62,1.7376,32.982
2018-07-10,71700.0,2232738.0,10.46,2.56,2.33,,2232738.0,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.2,0.6132,73.8,11.4445,31.14
2018-07-11,71700.0,2056499.4,10.33,2.5,2.18,,2056499.4,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.7,0.6181,74.3,11.4445,28.682
2018-07-12,71700.0,2012905.8,10.23,2.47,2.05,,2012905.8,0.0,71700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.87,0.607,73.13,3.1916,28.074
2018-07-13,72700.0,2072967.8,10.16,2.5,2.04,,2072967.8,1000.0,72700.0,28514.0,,,,,,1000.0,,,,,,,,,0.03,1000.0,,0.03,,,,100.0,15.47,0.0,0.0,,0.0,100.0,27.02,0.5859,71.6,11.2452,28.514
2018-07-16,72700.0,2030511.0,10.01,2.5,2.06,,2030511.0,1000.0,72700.0,27930.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.39,0.0,0.0,,0.0,100.0,26.66,0.5891,71.96,3.916,27.93
2018-07-17,72700.0,2105173.9,10.29,2.45,2.03,,2105173.9,1000.0,72700.0,28957.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.39,0.0,0.0,,0.0,100.0,26.91,0.5869,71.72,3.916,28.957
2018-07-18,72700.0,2121022.5,10.4,2.45,2.08,,2121022.5,1000.0,72700.0,29175.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.39,0.0,0.0,,0.0,100.0,26.19,0.5933,72.42,3.916,29.175
2018-07-19,62700.0,1841812.5,9.41,2.12,1.81,,1621500.0,8500.0,55200.0,249687.5,,,7500.0,,,,,,,,,,,7500.0,,,17500.0,0.25,0.5,,,100.0,60.87,0.0,0.0,,0.0,100.0,30.2,0.4201,56.03,4.4898,29.375
2018-07-20,43100.0,1277139.2,7.09,1.45,1.27,,1054899.2,8500.0,35600.0,251872.0,,,,,,,,,,,,,,,,,19600.0,0.25,0.54,,,27.33,23.25,22600.0,669683.2,,0.66,27.33,17.43,0.6749,80.25,1.1787,29.632
2018-07-23,43100.0,1314334.5,6.93,1.43,1.27,,1085622.0,8500.0,35600.0,259207.5,,,,,,,,,,,,,,,,,,0.25,,,,27.33,23.25,22600.0,689187.0,,0.67,27.33,17.55,0.6732,80.12,1.1787,30.495
2018-07-24,43100.0,1228350.0,7.01,1.43,1.31,,1014600.0,8500.0,35600.0,242250.0,,,,,,,,,,,,,,,,,,0.26,,,,27.33,23.25,22600.0,644100.0,,0.69,27.33,17.42,0.675,80.26,1.1787,28.5
2018-07-25,28100.0,840667.7,4.35,0.92,0.81,,840667.7,1000.0,28100.0,29917.0,,,,,,,,0.23,,7500.0,,,,,,,7500.0,0.03,0.27,,,100.0,5.83,0.0,0.0,,0.0,100.0,3.54,0.9317,96.46,1.6371,29.917
2018-07-26,18300.0,539758.5,2.84,0.61,0.55,,539758.5,1000.0,18300.0,29495.0,,,,,,,,,,,,,,,,,9800.0,0.03,0.26,,,100.0,5.83,0.0,0.0,,0.0,100.0,5.46,0.8968,94.54,1.0661,29.495
2018-07-27,4200.0,125874.0,0.65,0.14,0.12,,125874.0,1000.0,4200.0,29970.0,,,,,,,,,,,,,,,,,14100.0,0.03,0.42,,,100.0,5.83,0.0,0.0,,0.0,100.0,23.74,0.638,76.26,0.2447,29.97
2018-07-30,4200.0,124769.4,0.66,0.14,0.13,,124769.4,1000.0,4200.0,29707.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,23.83,0.637,76.17,0.2447,29.707
2018-07-31,4200.0,125391.0,0.66,0.14,0.12,,125391.0,1000.0,4200.0,29855.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,23.83,0.637,76.17,0.2447,29.855
2018-08-01,4200.0,126315.0,0.67,0.14,0.13,,126315.0,1000.0,4200.0,30075.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,5.83,0.0,0.0,,0.0,100.0,23.78,0.6375,76.22,0.2447,30.075
2018-08-02,3200.0,91344.0,0.51,0.1,0.1,,91344.0,0.0,3200.0,0.0,,,,,,,,0.03,,1000.0,,,,,,,1000.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.68,1.0,100.0,0.1864,28.545
2018-08-03,3200.0,91993.6,0.51,0.1,0.09,,91993.6,0.0,3200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1864,28.748
2018-08-06,8000.0,221240.0,1.3,0.26,0.23,,221240.0,0.0,8000.0,0.0,,,,0.14,,,,,4800.0,,,,0.14,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4661,27.655
2018-08-07,11600.0,324742.0,1.99,0.39,0.32,,324742.0,0.0,11600.0,0.0,,,,0.09,,,,,3600.0,,,,0.09,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.6758,27.995
2018-08-08,19800.0,550044.0,2.4,0.67,0.55,,550044.0,0.0,19800.0,0.0,,,,0.23,,,,,8200.0,,,,0.23,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.1535,27.78
2018-08-09,43300.0,1190966.5,5.24,1.44,1.21,,1190966.5,0.0,43300.0,0.0,,,,0.65,,,,,23500.0,,,,0.65,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5226,27.505
2018-08-10,66700.0,1556911.4,7.67,2.16,1.83,,1283810.0,11700.0,55000.0,273101.4,,,,0.28,,,,,11700.0,,,,0.28,,,11700.0,,0.32,,,,100.0,64.41,0.0,0.0,,0.0,100.0,17.61,0.7098,82.39,3.6719,23.342
2018-08-13,66700.0,1380690.0,3.62,2.14,1.56,,1138500.0,11700.0,55000.0,242190.0,,,,,,,,,,,,,,,,,,0.27,,,,100.0,72.38,0.0,0.0,,0.0,100.0,17.55,0.7106,82.45,4.1262,20.7
2018-08-14,66700.0,1489344.3,2.44,1.98,1.53,,1228095.0,11700.0,55000.0,261249.3,,,,,,,,,,,,,,,,,,0.24,,,,100.0,60.42,0.0,0.0,,0.0,100.0,15.85,0.7332,84.15,3.4444,22.329
2018-08-15,63600.0,1513680.0,2.23,1.85,1.42,,1235220.0,11700.0,51900.0,278460.0,,,,,,100.0,,,,,,,,,0.0,,3200.0,0.26,0.13,,,100.0,60.42,0.0,0.0,,0.0,100.0,18.43,0.6967,81.41,3.2843,23.8
2018-08-16,40200.0,942288.0,1.26,1.17,0.9,,942288.0,0.0,40200.0,0.0,,,,,,,,0.26,,11700.0,,,,,,,11700.0,0.0,0.26,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.27,0.9947,99.73,1.8923,23.44
2018-08-17,36600.0,836200.2,1.12,1.07,0.86,,836200.2,0.0,36600.0,0.0,,,,,,,,,,,,,,,,,3600.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.27,0.9946,99.73,1.7475,22.847
2018-08-20,23600.0,534162.4,0.69,0.68,0.54,,534162.4,0.0,23600.0,0.0,,,,,,,,,,,,,,,,,13000.0,0.0,0.32,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.42,0.9915,99.58,1.2124,22.634
2018-08-21,25600.0,603648.0,0.72,0.74,0.59,,603648.0,0.0,25600.0,0.0,,,,0.03,,1000.0,,,1000.0,,,,0.03,,0.02,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.9159,95.62,3.2968,23.58
2018-08-22,31100.0,725438.6,0.88,0.86,0.73,,725438.6,0.0,31100.0,0.0,,,,0.33,,,,,14000.0,,,,0.33,,,,8500.0,0.0,0.19,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.14,0.4974,51.54,4.0052,23.326
2018-08-23,31000.0,713682.0,0.88,0.85,0.72,,713682.0,0.0,31000.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.09,0.5007,51.91,3.9923,23.022
2018-08-24,31000.0,720750.0,0.88,0.85,0.72,,720750.0,0.0,31000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.63,0.5004,51.37,3.9923,23.25
2018-08-27,31000.0,699887.0,0.88,0.85,0.71,,699887.0,0.0,31000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.63,0.5011,52.37,3.9923,22.577
2018-08-28,31000.0,707575.0,0.86,0.87,0.7,,707575.0,0.0,31000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.63,0.5004,51.37,3.9923,22.825
2018-08-29,16000.0,352800.0,0.44,0.45,0.36,,352800.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,0.34,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.71,1.0,100.0,2.0605,22.05
2018-08-30,1000.0,20740.0,0.03,0.03,0.02,,20740.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,15000.0,0.0,0.34,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1288,20.74
2018-08-31,1000.0,21142.0,0.03,0.03,0.02,,21142.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1288,21.142
2018-09-03,1000.0,21575.0,0.03,0.03,0.02,,21575.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1288,21.575
2018-09-04,1000.0,21255.0,0.03,0.03,0.02,,21255.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1288,21.255
2018-09-05,1000.0,21539.0,0.03,0.03,0.02,,21539.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1288,21.539
2018-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.02,,,0.0,0.0,7765.0,166652.43,,0.15,0.0,,0.0,,0.0,21.462
2018-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7765.0,171917.1,,0.16,0.0,,0.0,,0.0,22.14
2018-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7765.0,169409.01,,0.16,0.0,,0.0,,0.0,21.817
2018-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7765.0,170496.11,,0.16,0.0,,0.0,,0.0,21.957
