,MTI FP Equity_DX_SI_QTY,MTI FP Equity_DX_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTI FP Equity_DX_SI_MV,MTI FP Equity_DX_DSS,MTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTI FP Equity_DX_SUPPLY_SI_QTY,MTI FP Equity_DX_BROKER_SI_QTY,MTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTI FP Equity_DX_BROKER_SI_MV_NEW_x,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTI FP Equity_DX_BROKER_SI_MV_INC_x,MTI FP Equity_DX_BROKER_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_NEW,MTI FP Equity_DX_SUPPLY_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_QTY_INC,MTI FP Equity_DX_SUPPLY_SI_QTY_DEC,MTI FP Equity_DX_BROKER_SI_MV_NEW_y,MTI FP Equity_DX_BROKER_SI_MV_INC_y,MTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTI FP Equity_DX_BROKER_SI_MV_ADD,MTI FP Equity_DX_SUPPLY_SI_QTY_ADD,MTI FP Equity_DX_BROKER_SI_QTY_DEC,MTI FP Equity_DX_SUPPLY_SI_MV,MTI FP Equity_DX_BROKER_SI_MV_DEC,MTI FP Equity_DX_BROKER_SI_MV_RMV,MTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTI FP Equity_DX_UTILIZATION_QUANTITY,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTI FP Equity_DX_ACTIVE_UTILIZATION_MV,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTI FP Equity_DX_BROKER_SI_CON_RATIO,MTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTI FP Equity_DX_DEMAND_SUPPLY_RATIO,MTI FP Equity_PX_LAST
2017-08-24,13400.0,1989364.09,4.57,0.27,1.99,,1989364.09,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.77,0.5055,55.23,8.5897,148.46
2017-08-25,13400.0,1989900.0,4.62,0.27,2.0,,1989900.0,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.77,0.5055,55.23,8.5897,148.5
2017-08-28,13400.0,1992177.98,4.6,0.27,1.99,,1992177.98,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.78,0.5055,55.22,8.5897,148.67
2017-08-29,13400.0,1993518.06,4.71,0.27,1.99,,1993518.06,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.78,0.5055,55.22,8.5897,148.77
2017-08-30,13400.0,1993116.07,4.71,0.27,1.99,,1993116.07,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.77,0.5055,55.23,8.5897,148.74
2017-08-31,13400.0,1997001.98,4.67,0.27,2.0,,1997001.98,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.77,0.5055,55.23,8.5897,149.03
2017-09-01,13400.0,1992446.03,4.67,0.26,1.99,,1992446.03,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.83,0.5053,55.17,8.5897,148.69
2017-09-04,1400.0,208334.0,0.48,0.03,0.21,,208334.0,0.0,1400.0,0.0,,,,,,,,,,,,,,12000.0,0.0,1.78,,0.0,0.0,0.0,0.0,0.0,0.0,18.96,1.0,100.0,0.8974,148.81
2017-09-05,1400.0,209117.99,0.59,0.03,0.21,,209117.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,149.37
2017-09-06,1400.0,208936.01,0.58,0.03,0.21,,208936.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,149.24
2017-09-07,1400.0,209384.0,0.58,0.03,0.21,,209384.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,149.56
2017-09-08,1400.0,208866.0,0.59,0.03,0.21,,208866.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,149.19
2017-09-11,1400.0,208796.0,0.58,0.03,0.21,,208796.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,149.14
2017-09-12,1400.0,208082.01,0.56,0.03,0.21,,208082.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.63
2017-09-13,1400.0,207955.99,0.58,0.03,0.21,,207955.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.54
2017-09-14,1400.0,207886.01,0.58,0.03,0.21,,207886.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.49
2017-09-15,31400.0,4655678.13,12.62,0.61,4.66,,4655678.13,0.0,31400.0,0.0,,,2.22,15000.0,,,15000.0,,,2.22,,2.23,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.81,0.501,52.19,20.1282,148.27
2017-09-18,31400.0,4653479.9,12.73,0.61,4.66,,4653479.9,0.0,31400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.77,0.501,52.23,20.1282,148.2
2017-09-19,31400.0,4656933.92,12.76,0.61,4.66,,4656933.92,0.0,31400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.77,0.501,52.23,20.1282,148.31
2017-09-20,31400.0,4654108.04,13.84,0.61,4.61,,4654108.04,0.0,31400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.77,0.501,52.23,20.1282,148.22
2017-09-21,31400.0,4647200.0,18.04,0.61,4.66,,4647200.0,0.0,31400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.77,0.501,52.23,20.1282,148.0
2017-09-22,31400.0,4652537.94,17.21,0.61,4.65,,4652537.94,0.0,31400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.77,0.501,52.23,20.1282,148.17
2017-09-25,1400.0,207858.0,0.77,0.03,0.21,,207858.0,0.0,1400.0,0.0,,,,,,,,,,,,,,30000.0,0.0,4.48,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.47
2017-09-26,1400.0,207886.01,0.82,0.03,0.21,,207886.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.49
2017-09-27,1400.0,207396.0,0.82,0.03,0.21,,207396.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.14
2017-09-28,1400.0,207605.99,0.86,0.03,0.21,,207605.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.29
2017-09-29,1400.0,207801.99,0.78,0.03,0.21,,207801.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.43
2017-10-02,1400.0,207801.99,0.79,0.03,0.21,,207801.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.43
2017-10-03,1400.0,207521.99,0.72,0.03,0.21,,207521.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.23
2017-10-04,1400.0,207424.01,0.73,0.03,0.21,,207424.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.16
2017-10-05,1400.0,207662.0,0.73,0.03,0.21,,207662.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.33
2017-10-06,1400.0,207830.0,0.72,0.03,0.21,,207830.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.45
2017-10-09,1400.0,208138.0,0.72,0.03,0.21,,208138.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.67
2017-10-10,1400.0,208151.99,0.74,0.03,0.21,,208151.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.68
2017-10-11,1400.0,208124.01,0.65,0.03,0.21,,208124.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.66
2017-10-12,1400.0,208348.01,0.65,0.03,0.21,,208348.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8974,148.82
2017-10-13,36800.0,5493136.16,16.92,0.7,5.48,,5493136.16,0.0,36800.0,0.0,,,1.75,23600.0,,,11800.0,,,1.75,,3.52,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.79,0.5404,64.21,23.5897,149.27
2017-10-16,36800.0,5513007.91,17.37,0.7,5.5,,5513007.91,0.0,36800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.79,0.5404,64.21,23.5897,149.81
2017-10-17,36800.0,5518528.25,15.8,0.7,5.52,,5518528.25,0.0,36800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.83,0.5402,64.17,23.5897,149.96
2017-10-18,36800.0,5497184.18,15.96,0.7,5.5,,5497184.18,0.0,36800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.93,0.5396,64.07,23.5897,149.38
2017-10-19,36800.0,5492767.8,14.61,0.7,5.5,,5492767.8,0.0,36800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,35.87,0.5399,64.13,18.8332,149.26
2017-10-20,13200.0,1965479.92,5.03,0.25,1.97,,1965479.92,0.0,13200.0,0.0,,,,,,,,,,,,,,23600.0,0.0,3.54,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,7.7922,148.9
2017-10-23,1400.0,208978.01,0.54,0.03,0.21,,208978.01,0.0,1400.0,0.0,,,,,,,,,,,,,,11800.0,0.0,1.76,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,149.27
2017-10-24,1400.0,208459.99,0.54,0.03,0.21,,208459.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,148.9
2017-10-25,1400.0,208782.01,0.53,0.03,0.21,,208782.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,149.13
2017-10-26,1400.0,209048.01,0.53,0.03,0.21,,209048.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,149.32
2017-10-27,1400.0,209874.01,0.5,0.03,0.21,,209874.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,149.91
2017-10-30,1400.0,210616.0,0.5,0.03,0.21,,210616.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.44
2017-10-31,1400.0,210854.0,0.49,0.03,0.21,,210854.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.61
2017-11-01,1400.0,210896.0,0.46,0.03,0.21,,210896.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.64
2017-11-02,1400.0,210980.0,0.45,0.03,0.21,,210980.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.7
2017-11-03,8900.0,1341586.05,2.92,0.17,1.34,,1341586.05,0.0,8900.0,0.0,,,0.38,5000.0,,,2500.0,,,0.38,,0.75,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.83,0.5076,56.17,5.2538,150.74
2017-11-06,8900.0,1344078.04,3.0,0.17,1.34,,1344078.04,0.0,8900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.78,0.5077,56.22,5.2538,151.02
2017-11-07,8900.0,1349595.99,2.97,0.17,1.35,,1349595.99,0.0,8900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.71,0.5079,56.29,5.2538,151.64
2017-11-08,8900.0,1348350.0,2.88,0.17,1.35,,1348350.0,0.0,8900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.84,0.5076,56.16,5.2538,151.5
2017-11-09,8900.0,1344255.94,2.76,0.17,1.35,,1344255.94,0.0,8900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.91,0.5074,56.09,5.2538,151.04
2017-11-10,3900.0,588587.99,1.31,0.07,0.59,,588587.99,0.0,3900.0,0.0,,,,,,,,,,,,,,5000.0,0.0,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,43.74,1.0,100.0,2.3022,150.92
2017-11-13,1400.0,210951.99,0.47,0.03,0.21,,210951.99,0.0,1400.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.38,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.68
2017-11-14,1400.0,211204.0,0.46,0.03,0.21,,211204.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.86
2017-11-15,1400.0,211232.01,0.43,0.03,0.21,,211232.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.88
2017-11-16,1400.0,211344.01,0.43,0.03,0.21,,211344.01,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,150.96
2017-11-17,1400.0,211567.99,0.43,0.03,0.21,,211567.99,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8264,151.12
2017-11-20,17000.0,2572779.94,5.26,0.32,2.57,,2572779.94,0.0,17000.0,0.0,,,0.78,10400.0,,,5200.0,,,0.78,,1.57,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.79,0.5251,61.21,10.0354,151.34
2017-11-21,17000.0,2575500.0,5.24,0.32,2.57,,2575500.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.79,0.5251,61.21,10.0354,151.5
2017-11-22,17000.0,2577200.1,5.64,0.32,2.58,,2577200.1,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.82,0.525,61.18,43.1472,151.6
2017-11-23,17000.0,2579070.11,5.7,0.32,2.58,,2579070.11,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.82,0.525,61.18,43.1472,151.71
2017-11-24,17000.0,2572779.94,5.18,0.32,2.58,,2572779.94,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.525,61.17,43.1472,151.34
2017-11-27,10400.0,1578304.0,3.18,0.2,1.58,,1578304.0,0.0,10400.0,0.0,,,,10400.0,,,,,,,,1.58,,10400.0,0.0,1.58,,0.0,0.0,0.0,0.0,0.0,0.0,38.78,1.0,100.0,0.0,151.76
2017-11-28,17000.0,2579240.0,5.49,0.32,1.57,,2579240.0,0.0,17000.0,0.0,,,,6600.0,,,,,,,,0.0,,6600.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.1472,151.72
2017-11-29,17000.0,2576180.0,5.54,0.32,1.58,,2576180.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,43.1472,151.54
2017-11-30,17000.0,2583660.0,5.83,0.32,2.58,,2583660.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.5253,61.25,43.1472,151.98
2017-12-01,17000.0,2597940.0,5.83,0.31,2.59,,2597940.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.8,0.5251,61.2,43.1472,152.82
2017-12-04,17000.0,2592330.0,5.61,0.31,2.6,,2592330.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.85,0.5249,61.15,43.1472,152.49
2017-12-05,6600.0,1007292.0,2.1,0.12,1.01,,1007292.0,0.0,6600.0,0.0,,,,,,,,,,,,,,10400.0,0.0,1.59,,0.0,0.0,0.0,0.0,0.0,0.0,38.78,1.0,100.0,16.7513,152.62
2017-12-06,1400.0,213836.0,0.45,0.03,0.21,,213836.0,0.0,1400.0,0.0,,,,,,,,,,,,,,5200.0,0.0,0.79,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.74
2017-12-07,1400.0,214018.0,0.44,0.03,0.21,,214018.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.87
2017-12-08,1400.0,213990.0,0.49,0.03,0.21,,213990.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.85
2017-12-11,1400.0,214130.0,0.48,0.03,0.21,,214130.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.95
2017-12-12,1400.0,213822.0,0.5,0.03,0.21,,213822.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.73
2017-12-13,1400.0,213584.0,0.55,0.03,0.21,,213584.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.56
2017-12-14,1400.0,213402.0,0.55,0.03,0.21,,213402.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.43
2017-12-15,1400.0,213822.0,0.53,0.02,0.21,,213822.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,152.73
2017-12-18,1400.0,214284.0,0.52,0.02,0.21,,214284.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,153.06
2017-12-19,1400.0,212688.0,0.51,0.02,0.21,,212688.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.92
2017-12-20,1400.0,211946.0,0.43,0.02,0.21,,211946.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.39
2017-12-21,1400.0,211960.0,0.44,0.02,0.21,,211960.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.4
2017-12-22,1400.0,212114.0,0.43,0.02,0.21,,212114.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.51
2017-12-25,1400.0,212114.0,0.43,0.02,0.21,,212114.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,
2017-12-26,1400.0,212114.0,0.43,0.02,0.21,,212114.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,
2017-12-27,1400.0,212380.0,0.43,0.02,0.21,,212380.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.7
2017-12-28,1400.0,211848.0,0.45,0.02,0.21,,211848.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.32
2017-12-29,1400.0,211498.0,0.48,0.02,0.21,,211498.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.07
2018-01-01,1400.0,211498.0,0.48,0.02,0.21,,211498.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,
2018-01-02,1400.0,210378.0,0.48,0.02,0.21,,210378.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,150.27
2018-01-03,1400.0,210910.0,0.47,0.02,0.21,,210910.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,150.65
2018-01-04,6100.0,920917.0,2.04,0.11,0.92,,920917.0,0.0,6100.0,0.0,,,,4700.0,,,,,,,,0.71,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,22.92,0.6466,77.08,15.4822,150.97
2018-01-05,15500.0,2338330.0,5.19,0.28,2.34,,2338330.0,0.0,15500.0,0.0,,,1.42,,,,9400.0,,,1.42,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.36,0.5226,60.64,39.3401,150.86
2018-01-08,15500.0,2341585.0,5.14,0.28,2.34,,2341585.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.33,0.5228,60.67,39.3401,151.07
2018-01-09,15500.0,2335695.0,5.02,0.28,2.34,,2335695.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.41,0.5224,60.59,39.3401,150.69
2018-01-10,15500.0,2334610.0,5.49,0.28,2.33,,2334610.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.36,0.5227,60.64,39.3401,150.62
2018-01-11,15500.0,2331200.0,5.41,0.28,2.33,,2331200.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.5225,60.6,39.3401,150.4
2018-01-12,15500.0,2339570.0,5.43,0.28,2.35,,2339570.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.34,0.5227,60.66,39.3401,150.94
2018-01-15,15500.0,2336935.0,5.4,0.28,2.34,,2336935.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.37,0.5226,60.63,39.3401,150.77
2018-01-16,15500.0,2340655.0,5.55,0.28,2.34,,2340655.0,0.0,15500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.31,0.5228,60.69,39.3401,151.01
2018-01-17,6100.0,921405.0,2.24,0.11,0.92,,921405.0,0.0,6100.0,0.0,,,,,,,,,,,,,,9400.0,0.0,1.42,,0.0,0.0,0.0,0.0,0.0,0.0,39.16,1.0,100.0,15.4822,151.05
2018-01-18,1400.0,211330.0,0.52,0.03,0.21,,211330.0,0.0,1400.0,0.0,,,,,,,,,,,,,,4700.0,0.0,0.71,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,150.95
2018-01-19,1400.0,211414.0,0.56,0.03,0.21,,211414.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.01
2018-01-22,1400.0,211582.0,0.55,0.03,0.21,,211582.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.13
2018-01-23,1400.0,211750.0,0.56,0.03,0.21,,211750.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,151.25
2018-01-24,1400.0,211344.0,0.57,0.03,0.21,,211344.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,150.96
2018-01-25,1400.0,211008.0,0.56,0.03,0.21,,211008.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,150.72
2018-01-26,1400.0,210364.0,0.56,0.03,0.21,,210364.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,150.26
2018-01-29,1400.0,209832.0,0.56,0.03,0.21,,209832.0,0.0,1400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.5533,149.88
