,LNA FP Equity_DX_SI_QTY,LNA FP Equity_DX_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LNA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LNA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LNA FP Equity_DX_SI_MV,LNA FP Equity_DX_DSS,LNA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY,LNA FP Equity_DX_BROKER_SI_QTY,LNA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LNA FP Equity_DX_BROKER_SI_MV_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_x,LNA FP Equity_DX_BROKER_SI_MV_INC_x,LNA FP Equity_DX_SUPPLY_SI_MV_NEW,LNA FP Equity_DX_BROKER_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_NEW,LNA FP Equity_DX_SUPPLY_SI_MV_DEC,LNA FP Equity_DX_BROKER_SI_QTY_INC,LNA FP Equity_DX_SUPPLY_SI_QTY_DEC,LNA FP Equity_DX_BROKER_SI_MV_NEW_y,LNA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LNA FP Equity_DX_BROKER_SI_MV_INC_y,LNA FP Equity_DX_SUPPLY_SI_QTY_INC_y,LNA FP Equity_DX_BROKER_SI_MV_ADD,LNA FP Equity_DX_SUPPLY_SI_QTY_ADD,LNA FP Equity_DX_BROKER_SI_QTY_DEC,LNA FP Equity_DX_SUPPLY_SI_MV,LNA FP Equity_DX_BROKER_SI_MV_DEC,LNA FP Equity_DX_SUPPLY_SI_MV_RMV,LNA FP Equity_DX_BROKER_SI_MV_RMV,LNA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LNA FP Equity_DX_UTILIZATION_QUANTITY,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LNA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LNA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LNA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LNA FP Equity_DX_ACTIVE_UTILIZATION_MV,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LNA FP Equity_DX_BROKER_SI_CON_RATIO,LNA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LNA FP Equity_DX_DEMAND_SUPPLY_RATIO,LNA FP Equity_PX_LAST
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.95
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.0
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.0
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.05
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.0
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.95
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.99
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.0
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.4
2007-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.4
2007-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.35
2007-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.2
2007-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.18
2007-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,17.19
2007-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.89
2007-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.63
2007-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.53
2007-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.63
2007-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.74
2007-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.72
2007-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.24
2007-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.1
2007-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.0
2007-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.18
2007-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.2
2007-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.2
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,16.5
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,15.9
2007-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0,15.9
2007-03-05,325.0,5020.93,0.0,0.05,0.0,0.01,0.0,5020.93,0.0,325.0,0.0,,,,,,325.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,400.0,6179.61,,0.01,0.0,,1.0,100.0,0.8125,15.6
2007-03-06,325.0,5149.68,0.0,0.05,0.0,0.01,0.0,5149.68,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,392.0,6211.3,,0.01,0.0,,1.0,100.0,0.8291,16.0
2007-03-07,325.0,5146.46,0.0,0.05,0.0,0.01,0.0,5146.46,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,403.0,6381.61,,0.01,0.0,,1.0,100.0,0.8065,15.99
2007-03-08,325.0,5133.58,0.0,0.05,0.0,0.01,0.0,5133.58,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,402.0,6349.85,,0.01,0.0,,1.0,100.0,0.8085,15.95
2007-03-09,325.0,5114.27,0.0,0.05,0.0,0.01,0.0,5114.27,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,401.0,6310.22,,0.01,0.0,,1.0,100.0,0.8105,15.89
2007-03-12,325.0,5117.49,0.0,0.05,0.0,0.01,0.0,5117.49,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400.0,6298.45,,0.01,0.0,,1.0,100.0,0.8125,15.9
2007-03-13,325.0,5117.49,0.0,0.05,0.0,0.01,0.0,5117.49,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400.0,6298.45,,0.01,0.0,,1.0,100.0,0.8125,15.9
2007-03-14,325.0,5117.49,0.0,0.05,0.0,0.01,0.0,5117.49,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400.0,6298.45,,0.01,0.0,,1.0,100.0,0.8125,15.9
2007-03-15,325.0,5069.21,0.0,0.05,0.0,0.01,0.0,5069.21,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,400.0,6239.03,,0.01,0.0,,1.0,100.0,0.8125,15.75
2007-03-16,325.0,5069.21,0.0,0.05,0.0,0.01,0.0,5069.21,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,396.0,6176.64,,0.01,0.0,,1.0,100.0,0.8207,15.75
2007-03-19,325.0,5020.93,0.0,0.05,0.0,0.01,0.0,5020.93,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,396.0,6117.81,,0.01,0.0,,1.0,100.0,0.8207,15.6
2007-03-20,325.0,5072.43,0.0,0.05,0.0,0.01,0.0,5072.43,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,392.0,6118.13,,0.01,0.0,,1.0,100.0,0.8291,15.76
2007-03-21,325.0,5053.12,0.0,0.06,0.0,0.01,0.0,5053.12,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,396.0,6157.03,,0.01,0.0,,1.0,100.0,0.8207,15.7
2007-03-22,325.0,5085.3,0.0,0.06,0.0,0.01,0.0,5085.3,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,395.0,6180.6,,0.01,0.0,,1.0,100.0,0.8228,15.8
2007-03-23,325.0,5085.3,0.0,0.06,0.0,0.01,0.0,5085.3,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,397.0,6211.89,,0.01,0.0,,1.0,100.0,0.8186,15.8
2007-03-26,325.0,5104.62,0.0,0.06,0.0,0.01,0.0,5104.62,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,397.0,6235.48,,0.01,0.0,,1.0,100.0,0.8186,15.86
2007-03-27,325.0,5278.42,0.0,0.06,0.0,0.01,0.0,5278.42,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,413.0,6707.65,,0.01,0.0,,1.0,100.0,0.7869,16.4
2007-03-28,325.0,5304.17,0.0,0.06,0.0,0.01,0.0,5304.17,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,413.0,6740.37,,0.01,0.0,,1.0,100.0,0.7869,16.48
2007-03-29,325.0,5342.79,0.0,0.07,0.0,0.01,0.0,5342.79,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,415.0,6822.33,,0.01,0.0,,1.0,100.0,0.7831,16.6
2007-03-30,325.0,5342.79,0.0,0.07,0.0,0.01,0.0,5342.79,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,418.0,6871.65,,0.01,0.0,,1.0,100.0,0.7775,16.6
2007-04-02,325.0,5342.79,0.0,0.07,0.0,0.01,0.0,5342.79,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,418.0,6871.65,,0.01,0.0,,1.0,100.0,0.7775,16.6
2007-04-03,325.0,5339.57,0.0,0.07,0.0,0.01,0.0,5339.57,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,418.0,6867.51,,0.01,0.0,,1.0,100.0,0.7775,16.59
2007-04-04,325.0,5342.79,0.0,0.07,0.0,0.01,0.0,5342.79,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,417.0,6855.21,,0.01,0.0,,1.0,100.0,0.7794,16.6
2007-04-05,325.0,5577.74,0.0,0.08,0.0,0.01,0.0,5577.74,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,418.0,7173.83,,0.01,0.0,,1.0,100.0,0.7775,17.33
2007-04-06,325.0,5577.74,0.0,0.07,0.0,0.01,0.0,5577.74,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,436.0,7482.76,,0.01,0.0,,1.0,100.0,0.7454,
2007-04-09,325.0,5577.74,0.0,0.07,0.0,0.01,0.0,5577.74,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,436.0,7482.76,,0.01,0.0,,1.0,100.0,0.7454,
2007-04-10,325.0,5880.29,0.0,0.07,0.0,0.01,0.0,5880.29,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10436.0,188820.48,,0.19,0.0,,1.0,100.0,0.0311,18.27
2007-04-11,325.0,5799.82,0.0,0.07,0.0,0.01,0.0,5799.82,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10460.0,186665.03,,0.19,0.0,,1.0,100.0,0.0311,18.02
2007-04-12,325.0,5793.38,0.0,0.07,0.0,0.01,0.0,5793.38,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,186333.07,,0.19,0.0,,1.0,100.0,0.0311,18.0
2007-04-13,325.0,5841.66,0.0,0.07,0.0,0.01,0.0,5841.66,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,187885.85,,0.19,0.0,,1.0,100.0,0.0311,18.15
2007-04-16,325.0,5825.57,0.0,0.07,0.0,0.01,0.0,5825.57,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10457.0,187439.95,,0.19,0.0,,1.0,100.0,0.0311,18.1
2007-04-17,325.0,5793.38,0.0,0.08,0.0,0.01,0.0,5793.38,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10455.0,186368.72,,0.19,0.0,,1.0,100.0,0.0311,18.0
2007-04-18,325.0,5722.58,0.0,0.08,0.0,0.01,0.0,5722.58,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,184055.67,,0.19,0.0,,1.0,100.0,0.0311,17.78
2007-04-19,325.0,5584.18,0.0,0.07,0.0,0.01,0.0,5584.18,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10447.0,179501.28,,0.18,0.0,,1.0,100.0,0.0311,17.35
2007-04-20,325.0,5593.83,0.0,0.07,0.0,0.01,0.0,5593.83,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10437.0,179639.54,,0.18,0.0,,1.0,100.0,0.0311,17.38
2007-04-23,325.0,5725.79,0.0,0.07,0.0,0.01,0.0,5725.79,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10448.0,184071.1,,0.19,0.0,,1.0,100.0,0.0311,17.79
2007-04-24,325.0,5777.29,0.0,0.07,0.0,0.01,0.0,5777.29,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10448.0,185726.6,,0.19,0.0,,1.0,100.0,0.0311,17.95
2007-04-25,325.0,5667.86,0.0,0.07,0.0,0.01,0.0,5667.86,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10452.0,182278.41,,0.18,0.0,,1.0,100.0,0.0311,17.61
2007-04-26,325.0,5577.74,0.0,0.07,0.0,0.01,0.0,5577.74,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10443.0,179225.72,,0.18,0.0,,1.0,100.0,0.0311,17.33
2007-04-27,325.0,5889.94,0.0,0.06,0.0,0.01,0.0,5889.94,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10436.0,189130.53,,0.18,0.0,,1.0,100.0,0.0311,18.3
2007-04-30,325.0,5809.48,0.0,0.06,0.0,0.01,0.0,5809.48,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10460.0,186975.79,,0.18,0.0,,1.0,100.0,0.0311,18.05
2007-05-01,325.0,5809.48,0.0,0.06,0.0,0.01,0.0,5809.48,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10454.0,186868.54,,0.19,0.0,,1.0,100.0,0.0311,
2007-05-02,325.0,5790.17,0.0,0.06,0.0,0.01,0.0,5790.17,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10454.0,186247.37,,0.19,0.0,,1.0,100.0,0.0311,17.99
2007-05-03,325.0,5793.38,0.0,0.06,0.0,0.01,0.0,5793.38,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,186333.07,,0.19,0.0,,1.0,100.0,0.0311,18.0
2007-05-04,325.0,5793.38,0.0,0.05,0.0,0.01,0.0,5793.38,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,186333.07,,0.19,0.0,,1.0,100.0,0.0311,18.0
2007-05-07,325.0,5793.38,0.0,0.06,0.0,0.01,0.0,5793.38,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,186333.07,,0.19,0.0,,1.0,100.0,0.0311,18.0
2007-05-08,325.0,5738.67,0.0,0.06,0.0,0.01,0.0,5738.67,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10454.0,184590.92,,0.19,0.0,,1.0,100.0,0.0311,17.83
2007-05-09,325.0,5767.64,0.0,0.05,0.0,0.01,0.0,5767.64,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10455.0,185540.42,,0.19,0.0,,1.0,100.0,0.0311,17.92
2007-05-10,325.0,6021.9,0.0,0.05,0.0,0.01,0.0,6021.9,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10454.0,193701.4,,0.19,0.0,,1.0,100.0,0.0311,18.71
2007-05-11,325.0,5954.31,0.0,0.05,0.0,0.01,0.0,5954.31,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10453.0,191508.99,,0.19,0.0,,1.0,100.0,0.0311,18.5
2007-05-14,325.0,5970.4,0.0,0.05,0.0,0.01,0.0,5970.4,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10452.0,192008.21,,0.19,0.0,,1.0,100.0,0.0311,18.55
2007-05-15,325.0,6037.99,0.0,0.05,0.0,0.01,0.0,6037.99,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10452.0,194181.89,,0.19,0.0,,1.0,100.0,0.0311,18.76
2007-05-16,325.0,6050.87,0.0,0.05,0.0,0.01,0.0,6050.87,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10452.0,194595.92,,0.2,0.0,,1.0,100.0,0.0311,18.8
2007-05-17,325.0,6050.87,0.0,0.05,0.0,0.01,0.0,6050.87,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10452.0,194595.92,,0.2,0.0,,1.0,100.0,0.0311,18.8
2007-05-18,325.0,6105.58,0.0,0.05,0.0,0.01,0.0,6105.58,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10477.0,196825.23,,0.2,0.0,,1.0,100.0,0.031,18.97
2007-05-21,325.0,6179.61,0.0,0.05,0.0,0.01,0.0,6179.61,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10477.0,199211.62,,0.2,0.0,,1.0,100.0,0.031,19.2
2007-05-22,325.0,6276.17,0.0,0.05,0.0,0.01,0.0,6276.17,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10483.0,202440.16,,0.2,0.0,,1.0,100.0,0.031,19.5
2007-05-23,325.0,6247.2,0.0,0.05,0.0,0.01,0.0,6247.2,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10491.0,201659.6,,0.2,0.0,,1.0,100.0,0.031,19.41
2007-05-24,325.0,6243.98,0.0,0.05,0.0,0.01,0.0,6243.98,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10488.0,201498.07,,0.2,0.0,,1.0,100.0,0.031,19.4
2007-05-25,325.0,6243.98,0.0,0.05,0.0,0.01,0.0,6243.98,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10489.0,201517.28,,0.2,0.0,,1.0,100.0,0.031,19.4
2007-05-28,325.0,6260.07,0.0,0.05,0.0,0.01,0.0,6260.07,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10488.0,202017.4,,0.2,0.0,,1.0,100.0,0.031,19.45
2007-05-29,325.0,6276.17,0.0,0.05,0.0,0.01,0.0,6276.17,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10489.0,202556.03,,0.2,0.0,,1.0,100.0,0.031,19.5
2007-05-30,325.0,6195.7,0.0,0.05,0.0,0.01,0.0,6195.7,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10491.0,199997.29,,0.2,0.0,,1.0,100.0,0.031,19.25
2007-05-31,325.0,6195.7,0.0,0.05,0.0,0.01,0.0,6195.7,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10484.0,199863.84,,0.2,0.0,,1.0,100.0,0.031,19.25
2007-06-01,325.0,6359.85,0.0,0.05,0.0,0.01,0.0,6359.85,0.0,325.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10484.0,205158.94,,0.21,0.0,,1.0,100.0,0.031,19.76
2007-06-04,362.0,7134.08,0.0,0.06,0.0,0.01,0.0,6404.91,37.0,325.0,729.17,,,,,,,,,,,,,,,,37.0,,0.0,,,,0.36,0.36,10460.0,206139.51,,0.21,0.29,10.29,0.8154,89.71,0.0345,19.9
2007-06-05,355.0,6999.65,0.0,0.06,0.0,0.01,0.0,6999.65,37.0,355.0,729.54,,,,,,30.0,,0.0,,1.0,,,,,0.0,,,0.0,,,,0.35,0.35,10453.0,206105.08,,0.21,0.29,10.36,0.8143,89.64,0.0338,19.91
2007-06-06,355.0,6925.82,0.0,0.06,0.0,0.01,0.0,6925.82,37.0,355.0,721.85,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,0.35,0.35,10454.0,203950.7,,0.2,0.29,10.36,0.8142,89.64,0.0338,19.7
2007-06-07,355.0,6679.72,0.0,0.06,0.0,0.01,0.0,6679.72,36.0,355.0,677.38,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.35,0.35,10450.0,196628.46,,0.2,0.3,10.16,0.8174,89.84,0.0339,19.0
2007-06-08,355.0,6641.05,0.0,0.06,0.0,0.01,0.0,6641.05,35.0,355.0,654.75,,,,,,,,0.0,,1.0,,,,,,,,0.0,,,,0.34,0.34,10435.0,195209.48,,0.2,0.29,9.93,0.821,90.07,0.0339,18.89
2007-06-11,375.0,7126.61,0.0,0.06,0.0,0.01,0.0,7126.61,58.0,375.0,1102.25,,,23.0,0.0,,,,,20.0,,,,0.0,23.0,,,,0.0,,,,0.55,0.55,10406.0,197758.56,,0.2,0.47,15.38,0.7397,84.62,0.0358,19.19
2007-06-12,375.0,7130.32,0.0,0.07,0.0,0.01,0.0,7130.32,108.0,375.0,2053.53,,,50.0,,,,,,,,,,,50.0,,,,0.0,,,,1.03,1.03,10361.0,197005.97,,0.2,0.88,15.87,0.733,84.13,0.0358,19.2
2007-06-13,417.0,7908.27,0.01,0.08,0.01,0.01,0.0,7908.27,106.0,417.0,2010.25,,,,0.0,,,,0.0,42.0,2.0,,,0.0,,,,,0.0,,,,1.02,1.02,10356.0,196398.11,,0.2,0.89,25.47,0.6203,74.53,0.0399,19.15
2007-06-14,417.0,8052.8,0.01,0.08,0.01,0.01,0.0,8052.8,106.0,417.0,2047.0,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,1.01,1.01,10355.0,199968.32,,0.2,0.87,25.38,0.6213,74.62,0.0399,19.5
2007-06-15,417.0,8176.69,0.01,0.08,0.01,0.01,0.0,8176.69,107.0,417.0,2098.1,,,1.0,,,,,,,,,,,1.0,,,,0.0,,,,1.02,1.02,10358.0,203103.58,,0.2,0.87,26.11,0.6141,73.89,0.0398,19.8
2007-06-18,417.0,8176.69,0.01,0.07,0.01,0.01,0.0,8176.69,109.0,417.0,2137.31,,,2.0,,,,,,,,,,,2.0,,,,0.0,,,,1.04,1.04,10364.0,203221.23,,0.2,0.88,26.06,0.6146,73.94,0.0398,19.8
