,ALVG FP Equity_DX_SI_QTY,ALVG FP Equity_DX_SHORT_INTEREST_VALUE,ALVG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVG FP Equity_DX_SI_MV,ALVG FP Equity_DX_DSS,ALVG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVG FP Equity_DX_SUPPLY_SI_QTY,ALVG FP Equity_DX_BROKER_SI_QTY,ALVG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVG FP Equity_DX_BROKER_SI_MV_INC_x,ALVG FP Equity_DX_BROKER_SI_QTY_ADD,ALVG FP Equity_DX_SUPPLY_SI_MV_DEC,ALVG FP Equity_DX_BROKER_SI_QTY_INC,ALVG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVG FP Equity_DX_BROKER_SI_MV_INC_y,ALVG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVG FP Equity_DX_BROKER_SI_MV_ADD,ALVG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVG FP Equity_DX_BROKER_SI_QTY_DEC,ALVG FP Equity_DX_SUPPLY_SI_MV,ALVG FP Equity_DX_BROKER_SI_MV_DEC,ALVG FP Equity_DX_SUPPLY_SI_MV_RMV,ALVG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVG FP Equity_DX_UTILIZATION_QUANTITY,ALVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVG FP Equity_DX_BROKER_SI_CON_RATIO,ALVG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVG FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-09-22,15413.0,281749.64,0.98,6.54,0.43,0.28,0.0,281749.64,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-09-23,15413.0,277434.0,0.98,6.76,0.43,0.28,0.0,277434.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-09-24,15413.0,275892.7,0.98,6.73,0.43,0.28,0.0,275892.7,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-09-25,15413.0,271268.8,0.98,6.72,0.43,0.28,0.0,271268.8,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-09-26,15413.0,273426.62,0.98,6.72,0.43,0.27,0.0,273426.62,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-09-29,15413.0,254314.5,0.98,6.54,0.43,0.27,0.0,254314.5,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-09-30,15413.0,254006.24,0.98,6.05,0.43,0.25,0.0,254006.24,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-02,15413.0,246453.87,0.98,6.33,0.43,0.25,0.0,246453.87,0.0,15413.0,0.0,,,15413.0,,,,,,0.25,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-03,15413.0,240442.8,0.98,5.94,0.43,0.25,0.0,240442.8,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-06,15413.0,242754.75,0.98,5.89,0.43,0.24,0.0,242754.75,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-07,15413.0,243525.4,0.98,6.12,0.43,0.24,0.0,243525.4,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-08,15413.0,232736.3,0.98,6.04,0.43,0.24,0.0,232736.3,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-09,15413.0,218710.47,0.98,5.89,0.43,0.23,0.0,218710.47,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-10,15413.0,204992.9,0.98,5.73,0.43,0.22,0.0,204992.9,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-13,15413.0,207921.37,0.98,5.53,0.43,0.21,0.0,207921.37,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-14,15413.0,214240.7,0.98,4.47,0.43,0.21,0.0,214240.7,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-15,15413.0,207304.85,0.98,3.76,0.43,0.21,0.0,207304.85,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-16,15413.0,211158.1,0.98,3.61,0.43,0.21,0.0,211158.1,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-17,15413.0,199444.22,0.98,3.43,0.43,0.21,0.0,199444.22,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-20,15413.0,199135.96,0.98,3.3,0.43,0.2,0.0,199135.96,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-21,15413.0,195745.1,0.98,3.5,0.43,0.2,0.0,195745.1,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-22,15413.0,186497.3,0.98,3.39,0.43,0.2,0.0,186497.3,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-23,15413.0,190658.81,0.98,3.22,0.43,0.19,0.0,190658.81,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-24,15413.0,193124.89,0.98,3.22,0.43,0.19,0.0,193124.89,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-27,15413.0,190504.68,0.98,3.18,0.43,0.19,0.0,190504.68,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-28,15413.0,186959.69,0.98,3.26,0.43,0.19,0.0,186959.69,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-29,15413.0,187267.95,0.98,3.24,0.43,0.19,0.0,187267.95,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-30,15413.0,188346.86,0.98,3.29,0.43,0.19,0.0,188346.86,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-10-31,15413.0,188038.6,0.98,3.28,0.43,0.19,0.0,188038.6,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-04,15413.0,204992.9,0.98,3.25,0.43,0.19,0.0,204992.9,0.0,15413.0,0.0,,,15413.0,,,,,,0.19,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-05,15413.0,198827.7,0.98,3.23,0.43,0.21,0.0,198827.7,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-06,15413.0,197286.4,0.98,3.2,0.43,0.2,0.0,197286.4,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-07,15413.0,192662.5,0.98,3.08,0.43,0.2,0.0,192662.5,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-10,15413.0,192662.5,0.98,3.09,0.43,0.19,0.0,192662.5,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-11,15413.0,192662.5,0.98,3.2,0.43,0.19,0.0,192662.5,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-12,15413.0,192508.37,0.97,3.21,0.43,0.19,0.0,192508.37,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-13,15413.0,185880.78,0.97,3.25,0.43,0.19,0.0,185880.78,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-14,15413.0,185726.65,0.97,3.21,0.43,0.19,0.0,185726.65,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-17,15413.0,184956.0,0.97,3.16,0.43,0.19,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-18,15413.0,183414.7,0.97,3.08,0.43,0.19,0.0,183414.7,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-19,15413.0,182027.53,0.97,3.02,0.43,0.18,0.0,182027.53,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-20,15413.0,177249.5,0.97,3.0,0.43,0.18,0.0,177249.5,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-21,15413.0,174321.03,0.97,3.01,0.43,0.18,0.0,174321.03,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-24,15413.0,169851.26,0.97,2.94,0.43,0.17,0.0,169851.26,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-25,15413.0,169543.0,0.97,3.22,0.43,0.17,0.0,169543.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-26,15413.0,168155.83,0.97,3.48,0.43,0.17,0.0,168155.83,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-27,15413.0,168618.22,0.97,3.54,0.43,0.17,0.0,168618.22,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-11-28,15413.0,169388.87,0.97,3.74,0.43,0.17,0.0,169388.87,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-01,15413.0,173087.99,0.97,3.9,0.43,0.17,0.0,173087.99,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-02,15413.0,169080.61,0.97,3.89,0.43,0.17,0.0,169080.61,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-03,15413.0,169543.0,0.97,3.83,0.43,0.17,0.0,169543.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-04,15413.0,170621.91,0.97,3.49,0.43,0.17,0.0,170621.91,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-05,15413.0,179869.71,0.97,3.38,0.43,0.17,0.0,179869.71,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-08,15413.0,209462.67,0.97,3.09,0.43,0.18,0.0,209462.67,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-09,15413.0,199906.61,0.97,2.81,0.43,0.21,0.0,199906.61,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-10,15413.0,200369.0,0.97,2.76,0.43,0.2,0.0,200369.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-11,15413.0,211158.1,0.97,2.73,0.43,0.2,0.0,211158.1,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-12,15413.0,208075.5,0.97,2.66,0.43,0.21,0.0,208075.5,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-15,15413.0,188192.73,0.97,1.87,0.43,0.21,0.0,188192.73,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-16,15413.0,186497.3,0.97,1.83,0.43,0.19,0.0,186497.3,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-17,15413.0,184956.0,0.97,1.83,0.43,0.19,1.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-18,15413.0,188038.6,0.97,1.84,0.43,0.19,0.0,188038.6,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-19,15413.0,187730.34,0.97,1.87,0.43,0.19,0.0,187730.34,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-22,15413.0,183414.7,0.97,1.87,0.43,0.19,0.0,183414.7,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-23,15413.0,184956.0,0.97,1.86,0.43,0.18,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-24,15413.0,184956.0,0.97,1.84,0.43,0.19,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-25,15413.0,184956.0,0.97,1.82,0.43,0.18,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-26,15413.0,184956.0,0.97,1.82,0.43,0.19,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-29,15413.0,184956.0,0.97,1.82,0.43,0.19,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-30,15413.0,184956.0,0.97,1.87,0.43,0.19,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2014-12-31,15413.0,184339.48,0.97,1.79,0.43,0.19,0.0,184339.48,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-01,15413.0,184339.48,0.97,1.79,0.43,0.18,0.0,184339.48,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-02,15413.0,184801.87,0.97,1.79,0.43,0.19,0.0,184801.87,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-05,15413.0,178790.8,0.97,1.79,0.43,0.18,0.0,178790.8,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-06,15413.0,180332.1,0.97,1.77,0.43,0.18,0.0,180332.1,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-07,15413.0,184956.0,0.97,1.81,0.43,0.18,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-08,15413.0,184956.0,0.97,1.84,0.43,0.18,0.0,184956.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-09,15413.0,182798.18,0.97,1.88,0.43,0.19,0.0,182798.18,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-12,15413.0,180177.97,0.97,1.93,0.43,0.19,0.0,180177.97,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-13,15413.0,171854.95,0.97,1.95,0.43,0.18,0.0,171854.95,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-14,15413.0,171854.95,0.97,1.94,0.43,0.18,0.0,171854.95,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-15,15413.0,172471.47,0.97,1.92,0.43,0.17,0.0,172471.47,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-16,15413.0,169543.0,0.97,1.94,0.43,0.17,0.0,169543.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-19,15413.0,168464.09,0.97,1.95,0.43,0.17,0.0,168464.09,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-20,15413.0,169080.61,0.97,2.12,0.43,0.17,0.0,169080.61,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-21,15413.0,155363.04,0.97,2.15,0.43,0.17,0.0,155363.04,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-22,15413.0,155671.3,0.97,2.19,0.43,0.17,0.0,155671.3,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-23,15413.0,155517.17,0.97,2.29,0.43,0.16,0.0,155517.17,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-26,15413.0,149506.1,0.97,2.25,0.43,0.16,0.0,149506.1,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-27,15413.0,154130.0,0.97,2.12,0.43,0.16,0.0,154130.0,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-28,15413.0,154284.13,0.97,2.16,0.43,0.15,0.0,154284.13,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-29,15413.0,160295.2,0.97,3.28,0.43,0.15,0.0,160295.2,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-01-30,15413.0,161065.85,0.97,3.29,0.43,0.15,0.0,161065.85,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-02-05,15413.0,169543.0,0.97,2.72,0.43,0.17,0.0,169543.0,0.0,15413.0,0.0,,,15413.0,,,,,,0.17,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-02-06,15413.0,168309.96,0.97,2.63,0.43,0.17,0.0,168309.96,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-02-09,15413.0,168001.7,0.97,2.61,0.43,0.17,0.0,168001.7,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2015-02-10,15413.0,165689.75,0.97,2.63,0.43,0.17,0.0,165689.75,0.0,15413.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
