,CF1 FP Equity_DX_SI_QTY,CF1 FP Equity_DX_SHORT_INTEREST_VALUE,CF1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CF1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CF1 FP Equity_DX_SI_MV,CF1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CF1 FP Equity_DX_SUPPLY_SI_QTY,CF1 FP Equity_DX_BROKER_SI_QTY,CF1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CF1 FP Equity_DX_BROKER_SI_MV_INC_x,CF1 FP Equity_DX_BROKER_SI_QTY_ADD,CF1 FP Equity_DX_SUPPLY_SI_MV_DEC,CF1 FP Equity_DX_BROKER_SI_QTY_INC,CF1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CF1 FP Equity_DX_BROKER_SI_MV_INC_y,CF1 FP Equity_DX_BROKER_SI_MV_ADD,CF1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CF1 FP Equity_DX_BROKER_SI_QTY_DEC,CF1 FP Equity_DX_SUPPLY_SI_MV,CF1 FP Equity_DX_BROKER_SI_MV_DEC,CF1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CF1 FP Equity_DX_UTILIZATION_QUANTITY,CF1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CF1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CF1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CF1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CF1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CF1 FP Equity_DX_BROKER_SI_CON_RATIO,CF1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CF1 FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-02-08,800.0,114312.0,0.91,0.57,0.11,114312.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-09,800.0,113944.0,0.91,0.57,0.11,113944.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-10,800.0,113864.0,0.91,0.57,0.11,113864.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-11,800.0,114176.0,0.91,0.57,0.11,114176.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-14,800.0,114088.0,0.9,0.57,0.11,114088.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-15,800.0,114328.0,0.9,0.57,0.11,114328.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-16,800.0,115368.0,0.9,0.57,0.11,115368.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-17,800.0,115432.0,0.91,0.57,0.12,115432.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-18,800.0,115512.0,0.91,0.57,0.12,115512.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-21,800.0,113888.0,0.91,0.57,0.12,113888.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-22,800.0,112752.0,0.91,0.57,0.11,112752.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-23,800.0,111592.0,0.91,0.57,0.11,111592.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-24,800.0,111520.0,0.91,0.57,0.11,111520.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-25,800.0,113288.0,0.91,0.57,0.11,113288.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-02-28,800.0,114304.0,0.91,0.57,0.11,114304.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-01,800.0,113304.0,0.91,0.57,0.11,113304.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-02,800.0,112424.0,0.91,0.57,0.11,112424.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-03,800.0,113120.0,0.91,0.53,0.11,113120.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-04,800.0,112104.0,0.91,0.53,0.11,112104.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-07,800.0,111352.0,1.25,0.53,0.11,111352.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-08,800.0,112016.0,1.25,0.53,0.11,112016.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-09,800.0,111544.0,1.55,0.53,0.11,111544.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-10,800.0,110600.0,2.05,0.53,0.11,110600.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-11,800.0,109536.0,6.03,0.53,0.11,109536.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-14,800.0,108104.0,104.8,0.53,0.11,108104.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-15,800.0,105528.0,118.23,0.53,0.11,105528.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-16,800.0,103224.0,122.45,0.53,0.11,103224.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-17,800.0,105592.0,122.45,0.53,0.1,105592.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-18,800.0,106352.0,116.5,0.53,0.11,106352.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-21,800.0,108856.0,10.61,0.53,0.11,108856.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-22,800.0,108576.0,11.03,0.53,0.11,108576.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-23,800.0,109168.0,11.03,0.53,0.11,109168.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-24,800.0,110664.0,11.03,0.53,0.11,110664.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-25,800.0,110712.0,11.03,0.53,0.11,110712.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-28,800.0,110808.0,11.47,0.53,0.11,110808.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-29,800.0,111208.0,3.12,0.53,0.11,111208.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-30,800.0,112136.0,1.81,0.53,0.11,112136.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-03-31,800.0,111248.0,1.81,0.53,0.11,111248.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-01,800.0,113024.0,1.68,0.53,0.11,113024.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-04,800.0,112792.0,1.68,0.53,0.11,112792.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-05,800.0,112712.0,1.68,0.53,0.11,112712.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-06,800.0,112864.0,1.68,0.53,0.11,112864.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-07,800.0,112216.0,1.68,0.53,0.11,112216.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-08,800.0,113056.0,1.68,0.53,0.11,113056.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-11,800.0,112408.0,1.68,0.53,0.11,112408.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-12,800.0,111512.0,1.68,0.53,0.11,111512.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-13,800.0,111488.0,1.68,0.53,0.11,111488.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-14,800.0,110512.0,1.68,0.53,0.11,110512.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-15,800.0,110704.0,1.68,0.53,0.11,110704.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-18,800.0,108104.0,1.68,0.53,0.11,108104.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-19,800.0,108960.0,1.67,0.53,0.11,108960.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-20,800.0,111464.0,1.67,0.53,0.11,111464.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-21,800.0,112072.0,1.67,0.53,0.11,112072.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-22,800.0,112072.0,1.66,0.53,0.11,112072.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-25,800.0,112072.0,1.66,0.53,0.11,112072.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-26,800.0,112736.0,1.66,0.53,0.11,112736.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-27,800.0,113352.0,1.66,0.53,0.11,113352.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-28,800.0,114400.0,1.66,0.53,0.11,114400.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-04-29,800.0,114816.0,1.66,0.53,0.11,114816.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-02,800.0,114880.0,1.66,0.53,0.11,114880.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-03,800.0,114536.0,1.66,0.53,0.11,114536.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-04,800.0,113248.0,1.94,0.53,0.11,113248.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-05,800.0,112464.0,1.27,0.53,0.11,112464.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-06,800.0,114008.0,1.11,0.53,0.11,114008.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-09,800.0,112696.0,1.11,0.53,0.11,112696.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-10,800.0,114024.0,1.11,0.53,0.11,114024.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-11,800.0,114392.0,1.07,0.53,0.11,114392.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2011-05-12,800.0,113352.0,1.43,0.53,0.11,113352.0,0.0,800.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
