,WLD FP Equity_DX_SI_QTY,WLD FP Equity_DX_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLD FP Equity_DX_SI_MV,WLD FP Equity_DX_DSS,WLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY,WLD FP Equity_DX_BROKER_SI_QTY,WLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLD FP Equity_DX_BROKER_SI_MV_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLD FP Equity_DX_BROKER_SI_MV_INC_x,WLD FP Equity_DX_SUPPLY_SI_MV_NEW,WLD FP Equity_DX_BROKER_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_NEW,WLD FP Equity_DX_SUPPLY_SI_MV_DEC,WLD FP Equity_DX_BROKER_SI_QTY_INC,WLD FP Equity_DX_SUPPLY_SI_QTY_DEC,WLD FP Equity_DX_BROKER_SI_MV_NEW_y,WLD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLD FP Equity_DX_BROKER_SI_MV_INC_y,WLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLD FP Equity_DX_BROKER_SI_MV_ADD,WLD FP Equity_DX_SUPPLY_SI_QTY_ADD,WLD FP Equity_DX_BROKER_SI_QTY_DEC,WLD FP Equity_DX_SUPPLY_SI_MV,WLD FP Equity_DX_BROKER_SI_MV_DEC,WLD FP Equity_DX_SUPPLY_SI_MV_RMV,WLD FP Equity_DX_BROKER_SI_MV_RMV,WLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLD FP Equity_DX_UTILIZATION_QUANTITY,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLD FP Equity_DX_ACTIVE_UTILIZATION_MV,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLD FP Equity_DX_BROKER_SI_CON_RATIO,WLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLD FP Equity_DX_DEMAND_SUPPLY_RATIO,WLD FP Equity_PX_LAST
2006-12-26,1800.0,161600.71,0.46,0.07,0.21,,161600.71,1797.0,1800.0,161331.38,,,1797.0,,,,,,,,,,,1797.0,,,,0.2,,,,0.29,0.29,617361.0,55425543.81,,70.44,0.29,,1.0,100.0,0.0029,
2006-12-27,2800.0,252791.87,0.72,0.1,0.32,,252791.87,1811.0,2800.0,163502.17,,,15.0,,,1000.0,,,,,,,,15.0,0.11,,,0.21,,,,0.29,0.29,624142.0,56349295.11,,71.05,0.29,35.76,0.5406,64.24,0.0045,114.5
2006-12-28,2800.0,253586.68,0.7,0.1,0.32,,253586.68,1800.0,2800.0,163020.01,,,,,,,,0.0,,11.0,,,,,,,,0.21,,,,0.08,0.08,2123919.0,192356273.39,,242.91,0.08,35.71,0.5408,64.29,0.0013,114.86
2006-12-29,2800.0,252880.19,0.7,0.1,0.32,,252880.19,1800.0,2800.0,162565.83,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,0.08,0.08,2130250.0,192392148.91,,244.87,0.08,35.71,0.5408,64.29,0.0013,114.54
2007-01-01,2800.0,252880.19,0.7,0.1,0.32,,252880.19,0.0,2800.0,0.0,,,,,,,,0.0,,1800.0,,,,,,,,0.21,,,,0.0,0.0,0.0,0.0,,266.9,0.08,35.71,0.5408,64.29,0.0,
2007-01-02,2800.0,252350.32,0.7,0.1,0.32,,252350.32,1798.0,2800.0,162044.95,,,1798.0,,,,,,,,,,,1798.0,,,,0.21,,,,0.08,0.08,2327318.0,209749798.16,,266.52,0.08,35.78,0.5405,64.22,0.0012,114.3
2007-01-03,2800.0,254359.41,0.7,0.1,0.32,,254359.41,1802.0,2800.0,163698.45,,,4.0,,,,,,,,,,,4.0,,,,0.21,,,,0.08,0.08,2335024.0,212119755.61,,266.83,0.08,35.75,0.5406,64.25,0.0012,115.21
2007-01-04,2800.0,253100.97,0.66,0.1,0.32,,253100.97,1800.0,2800.0,162707.76,,,,,,,,0.0,,2.0,,,,,,,,0.21,,,,0.08,0.08,2312640.0,209046934.4,,266.22,0.08,35.71,0.5408,64.29,0.0012,114.64
2007-01-05,2800.0,253917.85,0.65,0.1,0.32,,253917.85,1800.0,2800.0,163232.9,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,2333098.0,211576864.9,,267.49,0.08,35.71,0.5408,64.29,0.0012,115.01
2007-01-08,2800.0,253100.97,0.63,0.1,0.32,,253100.97,1800.0,2800.0,162707.76,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,0.08,0.08,2325789.0,210235514.62,,267.45,0.08,35.71,0.5408,64.29,0.0012,114.64
2007-01-09,2800.0,254646.42,0.6,0.1,0.32,,254646.42,1800.0,2800.0,163701.27,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,0.08,0.08,2332691.0,212146931.05,,267.28,0.08,35.71,0.5408,64.29,0.0012,115.34
2007-01-10,2800.0,253233.43,0.6,0.1,0.32,,253233.43,1800.0,2800.0,162792.92,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,0.08,0.08,2322567.0,210054147.83,,267.88,0.08,35.71,0.5408,64.29,0.0012,114.7
2007-01-11,2800.0,257119.14,0.64,0.1,0.32,,257119.14,1800.0,2800.0,165290.88,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,2326997.0,213684097.0,,266.62,0.08,35.71,0.5408,64.29,0.0012,116.46
2007-01-12,2800.0,257693.17,0.6,0.1,0.33,,257693.17,1800.0,2800.0,165659.89,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,2299012.0,211585601.17,,267.78,0.08,35.71,0.5408,64.29,0.0012,116.72
2007-01-15,2800.0,258995.76,0.59,0.1,0.33,,258995.76,1800.0,2800.0,166497.28,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,2323657.0,214934756.06,,271.32,0.08,35.71,0.5408,64.29,0.0012,117.31
2007-01-16,2800.0,258510.05,0.59,0.1,0.33,,258510.05,1800.0,2800.0,166185.03,,,,,,,,,,,,,,,,,,0.21,,,,0.08,0.08,2323292.0,214497974.6,,272.5,0.08,35.71,0.5408,64.29,0.0012,117.09
2007-01-17,2800.0,258465.89,0.58,0.1,0.33,,258465.89,1800.0,2800.0,166156.65,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,0.08,0.08,2325072.0,214625646.93,,272.07,0.08,35.71,0.5408,64.29,0.0012,117.07
2007-01-18,2800.0,257980.18,0.59,0.1,0.33,,257980.18,1800.0,2800.0,165844.4,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,0.08,0.08,2330449.0,214717732.72,,273.12,0.08,35.71,0.5408,64.29,0.0012,116.85
2007-01-19,2800.0,257671.09,0.58,0.1,0.33,,257671.09,1800.0,2800.0,165645.7,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,0.08,0.08,2333644.0,214754496.82,,272.54,0.08,35.71,0.5408,64.29,0.0012,116.71
2007-01-22,1800.0,165503.77,0.37,0.07,0.21,,165503.77,1800.0,1800.0,165503.77,,,0.0,,,,,,,,,,,0.0,,,1000.0,0.21,0.12,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.61
2007-01-23,1800.0,165106.37,0.37,0.07,0.21,,165106.37,1800.0,1800.0,165106.37,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.33
2007-01-24,1800.0,167036.61,0.34,0.07,0.21,,167036.61,1800.0,1800.0,167036.61,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.69
2007-01-25,1800.0,167434.01,0.34,0.07,0.21,,167434.01,1800.0,1800.0,167434.01,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,99.99,,1.0,100.0,0.0008,117.97
2007-01-26,1800.0,165773.44,0.34,0.07,0.21,,165773.44,1800.0,1800.0,165773.44,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.8
2007-01-29,1800.0,165986.33,0.33,0.07,0.21,,165986.33,1800.0,1800.0,165986.33,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.95
2007-01-30,1800.0,166270.19,0.34,0.07,0.21,,166270.19,1800.0,1800.0,166270.19,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,99.99,,1.0,100.0,0.0008,117.15
2007-01-31,1800.0,165659.89,0.34,0.07,0.21,,165659.89,1800.0,1800.0,165659.89,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.72
2007-02-01,1800.0,167064.99,0.42,0.07,0.21,,167064.99,1800.0,1800.0,167064.99,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.01,,1.0,100.0,0.0008,117.71
2007-02-02,1800.0,168186.23,0.45,0.07,0.21,,168186.23,1800.0,1800.0,168186.23,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.5
2007-02-05,1800.0,168470.09,0.51,0.07,0.21,,168470.09,1800.0,1800.0,168470.09,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.7
2007-02-06,1800.0,168455.9,0.52,0.07,0.21,,168455.9,1800.0,1800.0,168455.9,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.69
2007-02-07,1800.0,168470.09,0.54,0.07,0.21,,168470.09,1800.0,1800.0,168470.09,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.7
2007-02-08,1800.0,167348.85,0.57,0.07,0.21,,167348.85,1800.0,1800.0,167348.85,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.91
2007-02-09,1800.0,168455.9,0.6,0.07,0.21,,168455.9,1800.0,1800.0,168455.9,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.69
2007-02-12,1800.0,167987.53,0.68,0.07,0.21,,167987.53,1800.0,1800.0,167987.53,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.36
2007-02-13,1800.0,167547.55,0.65,0.07,0.21,,167547.55,1800.0,1800.0,167547.55,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.05
2007-02-14,1800.0,167590.13,0.65,0.07,0.21,,167590.13,1800.0,1800.0,167590.13,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.08
2007-02-15,1800.0,168541.06,0.74,0.07,0.21,,168541.06,1800.0,1800.0,168541.06,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.75
2007-02-16,1800.0,168782.34,0.76,0.07,0.21,,168782.34,1800.0,1800.0,168782.34,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.92
2007-02-19,1800.0,168739.76,0.81,0.07,0.21,,168739.76,1800.0,1800.0,168739.76,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.89
2007-02-20,1800.0,168228.81,0.87,0.07,0.21,,168228.81,1800.0,1800.0,168228.81,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.53
2007-02-21,1800.0,168271.39,0.87,0.07,0.21,,168271.39,1800.0,1800.0,168271.39,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.01,,1.0,100.0,0.0008,118.56
2007-02-22,1800.0,168455.9,0.87,0.07,0.21,,168455.9,1800.0,1800.0,168455.9,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.69
2007-02-23,1800.0,168895.88,0.98,0.07,0.21,,168895.88,1800.0,1800.0,168895.88,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,119.0
2007-02-26,1800.0,168924.27,1.03,0.07,0.21,,168924.27,1800.0,1800.0,168924.27,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,119.02
2007-02-27,1800.0,165617.31,1.02,0.07,0.21,,165617.31,1800.0,1800.0,165617.31,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.69
2007-02-28,1800.0,163133.55,1.08,0.07,0.21,,163133.55,1800.0,1800.0,163133.55,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,114.94
2007-03-01,1800.0,162423.9,1.01,0.07,0.21,,162423.9,1800.0,1800.0,162423.9,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,99.99,,1.0,100.0,0.0008,114.44
2007-03-02,1800.0,161614.91,0.86,0.07,0.21,,161614.91,1800.0,1800.0,161614.91,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,113.87
2007-03-05,1800.0,160663.98,0.84,0.07,0.2,,160663.98,1800.0,1800.0,160663.98,,,0.0,,,,,,,,,,,0.0,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.01,,1.0,100.0,0.0008,113.2
2007-03-06,1800.0,161274.28,0.84,0.07,0.2,,161274.28,1800.0,1800.0,161274.28,,,,,,,,0.0,,0.0,,,,,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,113.63
2007-03-07,1800.0,161614.91,0.98,0.07,0.2,,161614.91,1807.0,1800.0,162243.41,,,7.0,,,,,,,,,,,7.0,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,113.87
2007-03-08,1800.0,163672.88,1.0,0.07,0.2,,163672.88,1809.0,1800.0,164491.25,,,2.0,,,,,,,,,,,2.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,115.32
2007-03-09,1800.0,162821.31,0.96,0.07,0.21,,162821.31,1800.0,1800.0,162821.31,,,,,,,,0.0,,9.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,114.72
2007-03-12,1800.0,162665.18,0.89,0.07,0.21,,162665.18,1800.0,1800.0,162665.18,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,114.61
2007-03-13,1800.0,161614.91,0.83,0.07,0.21,,161614.91,1800.0,1800.0,161614.91,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,113.87
2007-03-14,1800.0,158676.97,0.79,0.07,0.2,,158676.97,1800.0,1800.0,158676.97,,,,,,,,0.0,,0.0,,,,,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,111.8
2007-03-15,1800.0,160053.69,0.76,0.07,0.2,,160053.69,1800.0,1800.0,160053.69,,,0.0,,,,,,,,,,,0.0,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,112.77
2007-03-16,1800.0,159500.16,0.76,0.07,0.2,,159500.16,1800.0,1800.0,159500.16,,,,,,,,,,,,,,,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,112.38
2007-03-19,1800.0,161288.47,0.89,0.07,0.2,,161288.47,1800.0,1800.0,161288.47,,,,,,,,,,,,,,,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,113.64
2007-03-20,1800.0,162423.9,0.91,0.07,0.2,,162423.9,1800.0,1800.0,162423.9,,,0.0,,,,,,,,,,,0.0,,,,0.2,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,114.44
2007-03-21,1800.0,162849.69,0.9,0.07,0.21,,162849.69,1800.0,1800.0,162849.69,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,114.74
2007-03-22,1800.0,165092.18,0.9,0.07,0.21,,165092.18,1800.0,1800.0,165092.18,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.32
2007-03-23,1800.0,165773.44,0.82,0.07,0.21,,165773.44,1821.0,1800.0,167707.46,,,21.0,,,,,,,,,,,21.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,99.99,,1.0,100.0,0.0008,116.8
2007-03-26,1800.0,164453.49,0.82,0.07,0.21,,164453.49,1800.0,1800.0,164453.49,,,,,,,,0.0,,21.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,115.87
2007-03-27,1800.0,164254.79,0.86,0.07,0.21,,164254.79,1792.0,1800.0,163524.77,,,,,,,,0.0,,8.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,115.73
2007-03-28,1800.0,163545.15,0.86,0.07,0.21,,163545.15,1800.0,1800.0,163545.15,,,8.0,,,,,,,,,,,8.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,115.23
2007-03-29,1800.0,164297.37,0.86,0.07,0.21,,164297.37,1800.0,1800.0,164297.37,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,99.99,,1.0,100.0,0.0008,115.76
2007-03-30,1800.0,164552.84,0.8,0.07,0.21,,164552.84,1806.0,1800.0,165101.35,,,6.0,,,,,,,,,,,6.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,115.94
2007-04-02,1800.0,163985.13,0.79,0.07,0.21,,163985.13,1801.0,1800.0,164076.23,,,,,,,,0.0,,5.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,115.54
2007-04-03,1800.0,165532.16,0.82,0.07,0.21,,165532.16,1794.0,1800.0,164980.38,,,,,,,,0.0,,8.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.63
2007-04-04,1800.0,166241.8,0.78,0.07,0.21,,166241.8,1800.0,1800.0,166241.8,,,6.0,,,,,,,,,,,6.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.13
2007-04-05,1800.0,165730.86,0.78,0.07,0.21,,165730.86,1821.0,1800.0,167664.38,,,21.0,,,,,,,,,,,21.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.77
2007-04-06,1800.0,165730.86,0.79,0.07,0.21,,165730.86,1814.0,1800.0,167019.88,,,,,,,,0.0,,7.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.01,,1.0,100.0,0.0008,
2007-04-09,1800.0,165730.86,0.79,0.07,0.21,,165730.86,1794.0,1800.0,165178.42,,,,,,,,0.0,,19.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,
2007-04-10,1800.0,166695.98,0.79,0.07,0.21,,166695.98,1807.0,1800.0,167344.24,,,13.0,,,,,,,,,,,13.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.01,,1.0,100.0,0.0008,117.45
2007-04-11,1800.0,166298.57,0.63,0.07,0.21,,166298.57,1800.0,1800.0,166298.57,,,,,,,,0.0,,7.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.17
2007-04-12,1800.0,165574.74,0.62,0.07,0.21,,165574.74,1800.0,1800.0,165574.74,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.66
2007-04-13,1800.0,165957.94,0.62,0.07,0.21,,165957.94,1800.0,1800.0,165957.94,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,116.93
2007-04-16,1800.0,167292.08,0.65,0.07,0.21,,167292.08,1800.0,1800.0,167292.08,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.87
2007-04-17,1800.0,168001.73,0.74,0.07,0.21,,168001.73,1800.0,1800.0,168001.73,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.37
2007-04-18,1800.0,167604.32,0.74,0.07,0.21,,167604.32,1800.0,1800.0,167604.32,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.09
2007-04-19,1800.0,166639.21,0.76,0.07,0.21,,166639.21,1800.0,1800.0,166639.21,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.41
2007-04-20,1800.0,167788.83,0.75,0.07,0.21,,167788.83,1800.0,1800.0,167788.83,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.22
2007-04-23,1800.0,168597.83,0.71,0.07,0.21,,168597.83,1800.0,1800.0,168597.83,,,,,,,,0.0,,0.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.79
2007-04-24,1800.0,167036.61,0.72,0.07,0.21,,167036.61,1800.0,1800.0,167036.61,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,117.69
2007-04-25,1800.0,167618.52,0.81,0.03,0.21,,167618.52,1784.0,1800.0,166128.58,,,,,,,,0.0,,16.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.1
2007-04-26,1800.0,168782.34,0.86,0.03,0.21,,168782.34,1794.0,1800.0,168219.73,,,10.0,,,,,,,,,,,10.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.92
2007-04-27,1800.0,168086.88,0.91,0.03,0.21,,168086.88,1807.0,1800.0,168740.56,,,13.0,,,,,,,,,,,13.0,,,,0.21,,,,99.99,0.08,0.0,0.0,,0.0,100.01,,1.0,100.0,0.0008,118.43
2007-04-30,1800.0,168101.08,0.87,0.03,0.21,,168101.08,1800.0,1800.0,168101.08,,,,,,,,0.0,,7.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.44
2007-05-01,1800.0,168101.08,0.8,0.03,0.21,,168101.08,1800.0,1800.0,168101.08,,,,,,,,,,,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,
2007-05-02,1800.0,168796.53,0.8,0.03,0.21,,168796.53,1805.0,1800.0,169265.41,,,5.0,,,,,,,,,,,5.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,118.93
2007-05-03,1800.0,169534.56,0.8,0.03,0.21,,169534.56,1800.0,1800.0,169534.56,,,,,,,,0.0,,5.0,,,,,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,119.45
2007-05-04,1800.0,170258.4,0.79,0.03,0.21,,170258.4,1808.0,1800.0,171015.11,,,8.0,,,,,,,,,,,8.0,,,,0.21,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,119.96
2007-05-07,1800.0,170684.19,0.66,0.03,0.21,,170684.19,1817.0,1800.0,172296.21,,,9.0,,,,,,,,,,,9.0,,,,0.22,,,,99.99,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.26
2007-05-08,1800.0,170655.8,0.65,0.03,0.21,,170655.8,1817.0,1800.0,172267.55,,,,,,,,,,,,,,,,,,0.22,,,,99.99,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.24
2007-05-09,1800.0,170712.58,0.68,0.03,0.22,,170712.58,1806.0,1800.0,171281.62,,,,,,,,0.0,,11.0,,,,,,,,0.22,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.28
2007-05-10,1800.0,170840.31,0.66,0.03,0.22,,170840.31,1806.0,1800.0,171409.78,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.37
2007-05-11,1800.0,170613.23,0.64,0.03,0.22,,170613.23,1806.0,1800.0,171181.94,,,,,,,,,,,,,,,,,,0.22,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.21
2007-05-14,1800.0,170712.58,0.64,0.03,0.22,,170712.58,1791.0,1800.0,169859.01,,,,,,,,0.0,,15.0,,,,,,,,0.22,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.28
2007-05-15,1800.0,170357.75,0.64,0.03,0.22,,170357.75,1790.0,1800.0,169411.32,,,,,,,,0.0,,1.0,,,,,,,,0.22,,,,100.01,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.03
2007-05-16,1800.0,170442.91,0.64,0.03,0.22,,170442.91,1796.0,1800.0,170064.15,,,6.0,,,,,,,,,,,6.0,,,,0.22,,,,99.99,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.09
2007-05-17,1800.0,171365.45,0.64,0.03,0.22,,171365.45,1796.0,1800.0,170984.64,,,,,,,,0.0,,0.0,,,,,,,,0.22,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008,120.74
2007-05-18,1800.0,172046.71,0.62,0.03,0.22,,172046.71,1800.0,1800.0,172046.71,,1800.0,,,0.22,,,,,,,1800.0,,,,,,0.22,,0.22,,100.0,0.08,0.0,0.0,1796.0,0.0,100.0,,1.0,100.0,0.0008,121.22
