,ALCLS FP Equity_DX_SI_QTY,ALCLS FP Equity_DX_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCLS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCLS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCLS FP Equity_DX_SI_MV,ALCLS FP Equity_DX_DSS,ALCLS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY,ALCLS FP Equity_DX_BROKER_SI_QTY,ALCLS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCLS FP Equity_DX_BROKER_SI_MV_INC_x,ALCLS FP Equity_DX_SUPPLY_SI_MV_NEW,ALCLS FP Equity_DX_BROKER_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_NEW,ALCLS FP Equity_DX_SUPPLY_SI_MV_DEC,ALCLS FP Equity_DX_BROKER_SI_QTY_INC,ALCLS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCLS FP Equity_DX_BROKER_SI_MV_NEW_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCLS FP Equity_DX_BROKER_SI_MV_INC_y,ALCLS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCLS FP Equity_DX_BROKER_SI_MV_ADD,ALCLS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCLS FP Equity_DX_BROKER_SI_QTY_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV,ALCLS FP Equity_DX_BROKER_SI_MV_DEC,ALCLS FP Equity_DX_SUPPLY_SI_MV_RMV,ALCLS FP Equity_DX_BROKER_SI_MV_RMV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_UTILIZATION_QUANTITY,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCLS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCLS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCLS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCLS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCLS FP Equity_DX_BROKER_SI_CON_RATIO,ALCLS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCLS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALCLS FP Equity_PX_LAST
2013-08-19,16000.0,82560.0,0.11,0.24,0.08,0.08,0.0,82560.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.38,0.5001,50.62,0.4146,5.16
2013-08-20,16000.0,81280.0,0.11,0.24,0.08,0.08,0.0,81280.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.88,0.5,50.12,0.4146,5.08
2013-08-21,16000.0,80640.0,0.11,0.25,0.08,0.08,0.0,80640.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.8,0.5,50.2,0.4146,5.04
2013-08-22,16000.0,83680.0,0.11,0.26,0.08,0.08,0.0,83680.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.07,0.5002,50.93,0.4146,5.23
2013-08-23,16000.0,82560.0,0.11,0.27,0.08,0.08,0.0,82560.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.66,0.5,50.34,0.4146,5.16
2013-08-26,16000.0,83040.0,0.11,0.28,0.08,0.08,0.0,83040.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.86,0.5,50.14,0.4146,5.19
2013-08-27,16000.0,81760.0,0.11,0.29,0.08,0.08,0.0,81760.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.61,0.5,50.39,0.4146,5.11
2013-08-28,16000.0,80320.0,0.11,0.29,0.08,0.08,0.0,80320.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.56,0.5,50.44,0.4146,5.02
2013-08-29,22000.0,111540.0,0.15,0.39,0.11,0.11,0.0,111540.0,0.0,22000.0,0.0,,,,,,13000.0,,,,,,,,,0.07,,7000.0,0.0,0.04,,,0.0,0.0,38588.0,195641.16,,0.2,0.0,36.36,0.484,59.14,0.5701,5.07
2013-08-30,28000.0,140840.0,0.2,0.5,0.14,0.14,0.0,140840.0,5000.0,28000.0,25150.0,,,,0.03,,,,,7000.0,,,,0.03,,,5000.0,1000.0,0.03,0.01,,,100.0,12.96,0.0,0.0,,0.0,100.0,46.69,0.5022,53.31,0.7256,5.03
2013-09-02,28000.0,144760.0,0.2,0.5,0.14,0.14,0.0,144760.0,5000.0,28000.0,25850.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.7256,5.17
2013-09-03,33000.0,168630.0,0.23,0.59,0.16,0.17,0.0,168630.0,5000.0,33000.0,25550.0,,,,,,5000.0,,,,,,,,,0.03,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,39.25,0.3826,45.21,0.8552,5.11
2013-09-04,33183.0,167574.15,0.23,0.6,0.16,0.17,0.0,167574.15,5000.0,33183.0,25250.0,,,,,,183.0,,,,,,,,,0.0,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,39.28,0.3778,44.64,0.8599,5.05
2013-09-05,33501.0,171190.11,0.23,0.61,0.16,0.17,0.0,171190.11,5000.0,33501.0,25550.0,,,,0.0,,,,,318.0,,,,0.0,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,38.81,0.3716,44.43,0.8682,5.11
2013-09-06,33501.0,169515.06,0.23,0.62,0.16,0.17,0.0,169515.06,5000.0,33501.0,25300.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,38.93,0.3709,44.22,0.8682,5.06
2013-09-09,33501.0,184590.51,0.23,0.64,0.16,0.18,0.0,184590.51,5000.0,33501.0,27550.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,37.43,0.3771,46.37,0.8682,5.51
2013-09-10,44000.0,251240.0,0.31,0.74,0.22,0.23,0.0,251240.0,5000.0,44000.0,28550.0,,,,0.05,,,,,11000.0,,,,0.05,,,,501.0,0.03,0.0,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.7,0.4179,52.0,1.1403,5.71
2013-09-11,44000.0,251680.0,0.31,0.74,0.22,0.23,0.0,251680.0,5000.0,44000.0,28600.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.75,0.4178,51.97,1.1403,5.72
2013-09-12,44000.0,254760.0,0.31,0.73,0.22,0.23,0.0,254760.0,5000.0,44000.0,28950.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,37.03,0.4174,51.74,1.1403,5.79
2013-09-13,44000.0,250360.0,0.31,0.74,0.22,0.23,0.0,250360.0,5000.0,44000.0,28450.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,37.03,0.4174,51.74,1.1403,5.69
2013-09-16,44000.0,250360.0,0.31,0.84,0.22,0.23,0.0,250360.0,5000.0,44000.0,28450.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.62,0.418,52.07,1.1403,5.69
2013-09-17,44000.0,249040.0,0.31,1.02,0.22,0.23,0.0,249040.0,5000.0,44000.0,28300.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.5,0.4182,52.17,1.1403,5.66
2013-09-18,44000.0,246840.0,0.31,1.11,0.22,0.23,0.0,246840.0,5000.0,44000.0,28050.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.3,0.4186,52.34,1.1403,5.61
2013-09-19,44000.0,242440.0,0.31,1.19,0.22,0.23,0.0,242440.0,5000.0,44000.0,27550.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,35.88,0.4193,52.68,1.1403,5.51
2013-09-20,44000.0,241120.0,0.31,1.25,0.22,0.23,0.0,241120.0,5000.0,44000.0,27400.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,35.75,0.4196,52.78,1.1403,5.48
2013-09-23,44000.0,243760.0,0.31,1.33,0.22,0.23,0.0,243760.0,5000.0,44000.0,27700.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.01,0.4191,52.58,1.1403,5.54
2013-09-24,39000.0,219960.0,0.27,1.24,0.19,0.21,0.0,219960.0,5000.0,39000.0,28200.0,,,,,,,,,,,,,,,,,5000.0,0.03,0.03,,,100.0,12.96,0.0,0.0,,0.0,100.0,41.08,0.5159,58.92,1.0107,5.64
2013-09-25,39000.0,229320.0,0.27,1.26,0.19,0.21,0.0,229320.0,5000.0,39000.0,29400.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,42.09,0.5125,57.91,1.0107,5.88
2013-09-26,39000.0,181350.0,0.27,1.15,0.19,0.19,0.0,181350.0,5000.0,39000.0,23250.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,12.96,0.0,0.0,,0.0,100.0,36.5,0.5365,63.5,1.0107,4.65
2013-09-27,39000.0,191490.0,0.27,0.77,0.19,0.2,0.0,191490.0,5000.0,39000.0,24550.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.96,0.0,0.0,,0.0,100.0,37.77,0.5299,62.23,1.0107,4.91
2013-09-30,39000.0,175500.0,0.27,0.68,0.19,0.19,0.0,175500.0,5000.0,39000.0,22500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.96,0.0,0.0,,0.0,100.0,35.74,0.5407,64.26,1.0107,4.5
2013-10-01,39000.0,147420.0,0.27,0.62,0.19,0.18,0.0,147420.0,5000.0,39000.0,18900.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.96,0.0,0.0,,0.0,100.0,31.84,0.5659,68.16,1.0107,3.78
2013-10-02,33000.0,126720.0,0.23,0.41,0.16,0.15,0.0,126720.0,5000.0,33000.0,19200.0,,,,,,,,,,,,,,,,,6000.0,0.02,0.03,,,100.0,12.96,0.0,0.0,,0.0,100.0,38.74,0.5254,61.26,0.8552,3.84
2013-10-03,33000.0,119460.0,0.23,0.36,0.16,0.15,0.0,119460.0,5000.0,33000.0,18100.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.96,0.0,0.0,,0.0,100.0,37.35,0.532,62.65,0.8552,3.62
2013-10-04,33000.0,117150.0,0.23,0.33,0.16,0.12,0.0,117150.0,5000.0,33000.0,17750.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,119237.4,,0.12,12.96,44.97,0.5051,55.03,0.8552,3.55
2013-10-07,33000.0,117810.0,0.23,0.32,0.16,0.12,0.0,117810.0,5000.0,33000.0,17850.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,119909.16,,0.12,12.96,45.11,0.5048,54.89,0.8552,3.57
2013-10-08,33000.0,121440.0,0.23,0.31,0.16,0.12,0.0,121440.0,5000.0,33000.0,18400.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,123603.84,,0.12,12.96,45.86,0.5034,54.14,0.8552,3.68
2013-10-09,33000.0,116490.0,0.23,0.31,0.16,0.12,0.0,116490.0,5000.0,33000.0,17650.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,118565.64,,0.12,12.96,44.83,0.5053,55.17,0.8552,3.53
2013-10-10,33000.0,117150.0,0.23,0.3,0.16,0.12,0.0,117150.0,5000.0,33000.0,17750.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,119237.4,,0.12,12.96,44.97,0.5051,55.03,0.8552,3.55
2013-10-11,33000.0,119130.0,0.23,0.3,0.16,0.12,0.0,119130.0,5000.0,33000.0,18050.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,121252.68,,0.12,12.96,45.39,0.5043,54.61,0.8552,3.61
2013-10-14,33000.0,116160.0,0.23,0.29,0.16,0.12,0.0,116160.0,5000.0,33000.0,17600.0,,,,,,,,,,,,,,,,,,0.02,,,,12.96,12.96,33588.0,118229.76,,0.12,12.96,44.76,0.5055,55.24,0.8552,3.52
2013-10-15,33000.0,116490.0,0.23,0.28,0.16,0.12,0.0,116490.0,5000.0,33000.0,17650.0,,,,,,,,,,,,,,,,,,0.02,,,,8.53,8.53,53587.0,189162.11,,0.19,8.53,44.83,0.5053,55.17,0.5633,3.53
2013-10-16,33000.0,112200.0,0.23,0.28,0.16,0.12,0.0,112200.0,5000.0,33000.0,17000.0,,,,,,,,,,,,,,,,,,0.02,,,,8.53,8.53,53587.0,182195.8,,0.19,8.53,43.9,0.5074,56.1,0.5633,3.4
2013-10-17,33000.0,113850.0,0.23,0.27,0.16,0.12,0.0,113850.0,5000.0,33000.0,17250.0,,,,,,,,,,,,,,,,,,0.02,,,,8.53,8.53,53587.0,184875.15,,0.18,8.53,44.26,0.5066,55.74,0.5633,3.45
2013-10-18,33000.0,116160.0,0.23,0.27,0.16,0.12,0.0,116160.0,5000.0,33000.0,17600.0,,,,,,,,,,,,,,,,,,0.02,,,,8.53,8.53,53587.0,188626.24,,0.18,8.53,44.76,0.5055,55.24,0.5633,3.52
2013-10-21,33000.0,113190.0,0.23,0.26,0.16,0.12,0.0,113190.0,5000.0,33000.0,17150.0,,,,,,,,,,,,,,,,,,0.02,,,,8.53,8.53,53587.0,183803.41,,0.19,8.53,44.12,0.5069,55.88,0.5633,3.43
2013-10-22,33000.0,115170.0,0.23,0.27,0.16,0.12,0.0,115170.0,5000.0,33000.0,17450.0,,,,,,,,,,,,,,,,,,0.02,,,,8.53,8.53,53587.0,187018.63,,0.18,8.53,44.55,0.5059,55.45,0.5633,3.49
2013-10-23,43000.0,146630.0,0.3,0.35,0.21,0.15,0.0,112530.0,15000.0,33000.0,51150.0,,,,,,,,,,,,,,,,10000.0,,0.05,,,,100.0,25.6,0.0,0.0,,0.0,100.0,33.83,0.3534,43.1,0.734,3.41
2013-10-24,43000.0,143620.0,0.3,0.35,0.21,0.15,0.0,110220.0,15000.0,33000.0,50100.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.6,0.0,0.0,,0.0,100.0,33.55,0.355,43.64,0.734,3.34
2013-10-25,43000.0,143190.0,0.3,0.34,0.21,0.15,0.0,109890.0,15000.0,33000.0,49950.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.6,0.0,0.0,,0.0,100.0,33.64,0.3562,43.88,0.734,3.33
2013-10-28,44000.0,143880.0,0.31,0.35,0.22,0.15,0.0,107910.0,16000.0,33000.0,52320.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.05,,,,100.0,27.31,0.0,0.0,,0.0,100.0,32.51,0.3415,43.19,0.751,3.27
2013-10-29,120000.0,412800.0,0.84,0.93,0.59,0.41,0.0,230480.0,59000.0,67000.0,202960.0,,,,0.11,,1000.0,,,33000.0,,,,0.11,,0.0,43000.0,,0.2,,,,100.0,58.08,0.0,0.0,,0.0,100.0,19.79,0.4958,66.38,1.1813,3.44
2013-10-30,120000.0,411600.0,0.84,0.88,0.59,0.41,0.0,229810.0,59000.0,67000.0,202370.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,58.08,0.0,0.0,,0.0,100.0,19.6,0.4907,65.94,1.1813,3.43
2013-10-31,77000.0,259490.0,0.54,0.56,0.38,0.26,0.0,225790.0,16000.0,67000.0,53920.0,,,,,,,,0.15,,43000.0,,,,,,,,0.06,,,,15.75,15.75,85587.0,288428.19,,0.29,15.96,19.31,0.492,66.1,0.758,3.37
2013-11-01,77000.0,250250.0,0.54,0.55,0.38,0.26,0.0,217750.0,16000.0,67000.0,52000.0,,,,,,,,,,,,,,,,,,0.05,,,,17.47,17.47,75587.0,245657.75,,0.25,17.75,18.81,0.4987,66.78,0.8407,3.25
2013-11-04,77000.0,239470.0,0.54,0.54,0.38,0.26,0.0,208370.0,16000.0,67000.0,49760.0,,,,,,,,,,,,,,,,,,0.05,,,,17.47,17.47,75587.0,235075.57,,0.24,17.73,18.27,0.5089,67.77,0.8407,3.11
2013-11-05,34000.0,108800.0,0.24,0.24,0.17,0.11,0.0,76800.0,26000.0,24000.0,83200.0,,,10000.0,,,,,,,,,,,10000.0,,,43000.0,0.08,0.14,,,100.0,44.38,0.0,0.0,,0.0,100.0,28.03,0.3333,43.15,0.5803,3.2
2013-11-06,40000.0,128800.0,0.28,0.27,0.2,0.13,0.0,80500.0,31000.0,25000.0,99820.0,,,5000.0,,,1000.0,,,,,,,,5000.0,0.0,,,0.1,,,,100.0,52.91,0.0,0.0,,0.0,100.0,24.26,0.2581,36.73,0.6827,3.22
2013-11-07,47000.0,150400.0,0.33,0.32,0.23,0.16,0.0,118400.0,31000.0,37000.0,99200.0,,,,0.02,,5000.0,,,7000.0,,,,0.02,,0.02,,,0.1,,,,100.0,52.91,0.0,0.0,,0.0,100.0,20.88,0.2136,30.88,0.8022,3.2
2013-11-08,47000.0,148990.0,0.33,0.36,0.23,0.15,0.0,117290.0,31000.0,37000.0,98270.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,52.91,0.0,0.0,,0.0,100.0,20.76,0.2134,30.82,0.8022,3.17
2013-11-11,47000.0,151810.0,0.33,0.38,0.23,0.15,0.0,119510.0,31000.0,37000.0,100130.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,52.91,0.0,0.0,,0.0,100.0,20.45,0.2151,31.4,0.8022,3.23
2013-11-12,37000.0,117660.0,0.26,0.31,0.18,0.12,0.0,117660.0,21000.0,37000.0,66780.0,,,,,,,,0.03,,10000.0,,,,,,,,0.07,,,,100.0,35.84,0.0,0.0,,0.0,100.0,23.69,0.2716,39.03,0.6315,3.18
2013-11-13,29000.0,91350.0,0.2,0.29,0.14,0.09,0.0,91350.0,21000.0,29000.0,66150.0,,,,,,,,,,,,,,,,,8000.0,0.07,0.03,,,100.0,35.84,0.0,0.0,,0.0,100.0,27.61,0.3699,51.02,0.495,3.15
2013-11-14,29000.0,88740.0,0.2,0.32,0.14,0.09,0.0,88740.0,21000.0,29000.0,64260.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,35.84,0.0,0.0,,0.0,100.0,27.91,0.3671,50.51,0.495,3.06
2013-11-15,29000.0,85840.0,0.2,0.35,0.14,0.09,0.0,85840.0,21000.0,29000.0,62160.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,35.84,0.0,0.0,,0.0,100.0,28.52,0.3643,49.93,0.495,2.96
2013-11-18,29000.0,79170.0,0.2,0.35,0.14,0.08,0.0,79170.0,21000.0,29000.0,57330.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,35.84,0.0,0.0,,0.0,100.0,29.91,0.3575,48.3,0.495,2.73
2013-11-19,29000.0,72500.0,0.2,0.33,0.14,0.08,0.0,72500.0,21000.0,29000.0,52500.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,35.84,0.0,0.0,,0.0,100.0,28.6,0.3592,49.1,0.495,2.5
2013-11-20,29000.0,68440.0,0.2,0.26,0.14,0.07,0.0,68440.0,21000.0,29000.0,49560.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,35.84,0.0,0.0,,0.0,100.0,29.94,0.3591,48.53,0.495,2.36
2013-11-21,25855.0,58173.75,0.18,0.22,0.13,0.06,0.0,58173.75,21000.0,25855.0,47250.0,,,,,,,,,,,,,,,,,3145.0,0.05,0.01,,,100.0,35.84,0.0,0.0,,0.0,100.0,34.92,0.42,53.96,0.4413,2.25
2013-11-22,25855.0,65413.15,0.18,0.2,0.13,0.07,0.0,65413.15,21000.0,25855.0,53130.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,35.84,0.0,0.0,,0.0,100.0,32.9,0.4404,57.16,0.4413,2.53
2013-11-25,28567.0,93985.43,0.2,0.18,0.14,0.09,0.0,93985.43,19567.0,28567.0,64375.43,,,1712.0,0.01,,,,0.01,2712.0,3145.0,,,0.01,1712.0,,,,0.05,,,,100.0,33.4,0.0,0.0,,0.0,100.0,25.65,0.4152,57.95,0.4876,3.29
2013-11-26,30712.0,95821.44,0.21,0.15,0.15,0.09,0.0,95821.44,19567.0,30712.0,61049.04,,,,0.01,,,,,2145.0,,,,0.01,,,,,0.06,,,,100.0,33.4,0.0,0.0,,0.0,100.0,23.03,0.3386,49.36,0.5242,3.12
2013-11-27,30712.0,90907.52,0.21,0.13,0.15,0.09,0.0,90907.52,19567.0,30712.0,57918.32,,,,,,,,,,,,,,,,,,0.06,,,,100.0,33.4,0.0,0.0,,0.0,100.0,23.97,0.3359,48.73,0.5242,2.96
2013-11-28,30712.0,86914.96,0.21,0.13,0.15,0.09,0.0,86914.96,19567.0,30712.0,55374.61,,,,,,,,,,,,,,,,,,0.06,,,,100.0,33.4,0.0,0.0,,0.0,100.0,24.6,0.3316,47.81,0.5242,2.83
2013-11-29,30712.0,87836.32,0.21,0.13,0.15,0.09,0.0,87836.32,19567.0,30712.0,55961.62,,,,,,,,,,,,,,,,,,0.06,,,,100.0,33.4,0.0,0.0,,0.0,100.0,25.01,0.3408,49.13,0.5242,2.86
2013-12-02,30712.0,106570.64,0.21,0.12,0.15,0.1,0.0,106570.64,19567.0,30712.0,67897.49,,,,,,,,,,,,,,,,,,0.06,,,,100.0,33.4,0.0,0.0,,0.0,100.0,22.57,0.3711,53.8,0.5242,3.47
2013-12-03,30712.0,99814.0,0.21,0.1,0.15,0.1,0.0,99814.0,19567.0,30712.0,63592.75,,,,,,,,,,,,,,,,,,0.07,,,,100.0,33.4,0.0,0.0,,0.0,100.0,22.23,0.3392,49.62,0.5242,3.25
2013-12-04,30712.0,101349.6,0.21,0.09,0.15,0.1,0.0,101349.6,19567.0,30712.0,64571.1,,,,,,,,,,,,,,,,,,0.06,,,,100.0,33.4,0.0,0.0,,0.0,100.0,25.65,0.3401,48.83,0.5242,3.3
2013-12-05,30145.0,98272.7,0.21,0.09,0.15,0.1,0.0,98272.7,19000.0,30145.0,61940.0,,,,,,,,0.0,,567.0,,,,,,,567.0,0.06,0.0,,,100.0,32.43,0.0,0.0,,0.0,100.0,26.04,0.3485,49.58,0.5145,3.26
2013-12-06,30145.0,74156.7,0.21,0.09,0.15,0.1,0.0,74156.7,19000.0,30145.0,46740.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,32.43,0.0,0.0,,0.0,100.0,26.12,0.349,49.63,0.5145,2.46
2013-12-09,30145.0,77774.1,0.21,0.07,0.15,0.08,0.0,77774.1,19000.0,30145.0,49020.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,46.98,0.0,0.0,,0.0,100.0,25.68,0.3543,50.51,0.7454,2.58
2013-12-10,28290.0,73554.0,0.2,0.06,0.14,0.07,0.0,73554.0,19000.0,28290.0,49400.0,,,,,,,,,,,,,,,,,1855.0,0.05,0.0,,,100.0,46.98,0.0,0.0,,0.0,100.0,27.99,0.3772,52.9,0.6995,2.6
2013-12-11,26290.0,67039.5,0.18,0.06,0.13,0.07,0.0,67039.5,19000.0,26290.0,48450.0,,,,,,,,,,,,,,,,,2000.0,0.05,0.01,,,100.0,46.98,0.0,0.0,,0.0,100.0,22.8,0.3921,56.34,0.6501,2.55
2013-12-12,26145.0,62486.55,0.18,0.06,0.13,0.06,0.0,62486.55,19000.0,26145.0,45410.0,,,,,,,,,,,,,,,,,145.0,0.05,0.0,,,100.0,46.98,0.0,0.0,,0.0,100.0,23.67,0.3861,55.45,0.6465,2.39
2013-12-13,27600.0,65136.0,0.19,0.06,0.14,0.07,0.0,65136.0,20455.0,27600.0,48273.8,,,1455.0,0.0,,,,,1455.0,,,,0.0,1455.0,,,,0.05,,,,100.0,50.58,0.0,0.0,,0.0,100.0,21.76,0.3661,53.71,0.6824,2.36
2013-12-16,27572.0,63691.32,0.19,0.06,0.13,0.06,0.0,63691.32,20427.0,27572.0,47186.37,,,,,,,,0.0,,28.0,,,,,,,28.0,0.05,0.0,,,100.0,50.51,0.0,0.0,,0.0,100.0,21.85,0.3642,53.47,0.6818,2.31
2013-12-17,29572.0,64762.68,0.21,0.07,0.14,0.07,0.0,60382.68,20572.0,27572.0,45052.68,,,2000.0,,,,,0.0,,1855.0,,,,2000.0,,,,0.05,,,,100.0,53.31,0.0,0.0,,0.0,100.0,27.58,0.344,49.04,0.7664,2.19
2013-12-18,29572.0,72451.4,0.21,0.06,0.14,0.07,0.0,67551.4,20572.0,27572.0,50401.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,53.31,0.0,0.0,,0.0,100.0,25.4,0.3708,53.23,0.7664,2.45
2013-12-19,27572.0,66172.8,0.19,0.06,0.13,0.07,0.0,66172.8,18572.0,27572.0,44572.8,,,,,,,,0.0,,2000.0,,,,,,,,0.05,,,,100.0,48.13,0.0,0.0,,0.0,100.0,20.03,0.3728,54.87,0.7145,2.4
2013-12-20,27572.0,66448.52,0.19,0.06,0.13,0.07,0.0,66448.52,18572.0,27572.0,44758.52,,,,0.0,,,,,30.0,,,,0.0,,,,,0.04,,,,100.0,48.13,0.0,0.0,,0.0,100.0,20.12,0.3749,55.1,0.7145,2.41
2013-12-23,29144.0,69362.72,0.2,0.06,0.14,0.07,0.0,69362.72,20114.0,29144.0,47871.32,,,1542.0,0.01,,,,,1572.0,,,,0.01,1542.0,,,,0.05,,,,100.0,52.13,0.0,0.0,,0.0,100.0,20.66,0.3436,50.75,0.7553,2.38
2013-12-24,29144.0,66156.88,0.2,0.06,0.14,0.07,0.0,66156.88,20114.0,29144.0,45658.78,,,,,,,,,,,,,,,,,,0.05,,,,100.0,52.13,0.0,0.0,,0.0,100.0,21.05,0.3383,49.95,0.7553,2.27
2013-12-25,29144.0,66156.88,0.2,0.06,0.14,0.07,0.0,66156.88,20114.0,29144.0,45658.78,,,,,,,,,,,,,,,,,,0.05,,,,100.0,52.13,0.0,0.0,,0.0,100.0,21.14,0.3413,50.41,0.7553,
2013-12-26,29144.0,66156.88,0.2,0.06,0.14,0.07,0.0,66156.88,20114.0,29144.0,45658.78,,,,,,,,,,,,,,,,,,0.05,,,,100.0,52.13,0.0,0.0,,0.0,100.0,20.54,0.3459,51.09,0.7553,
2013-12-27,29144.0,67614.08,0.2,0.06,0.14,0.07,0.0,67614.08,20114.0,29144.0,46664.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,52.13,0.0,0.0,,0.0,100.0,20.31,0.3496,51.64,0.7553,2.32
2013-12-30,29144.0,67614.08,0.2,0.06,0.14,0.07,0.0,67614.08,20114.0,29144.0,46664.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,52.13,0.0,0.0,,0.0,100.0,20.54,0.3459,51.1,0.7553,2.32
