,TKO FP Equity_DX_SI_QTY,TKO FP Equity_DX_SHORT_INTEREST_VALUE,TKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKO FP Equity_DX_SI_MV,TKO FP Equity_DX_DSS,TKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKO FP Equity_DX_SUPPLY_SI_QTY,TKO FP Equity_DX_BROKER_SI_QTY,TKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKO FP Equity_DX_BROKER_SI_MV_NEW_x,TKO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKO FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKO FP Equity_DX_BROKER_SI_MV_INC_x,TKO FP Equity_DX_SUPPLY_SI_MV_NEW,TKO FP Equity_DX_BROKER_SI_QTY_ADD,TKO FP Equity_DX_BROKER_SI_QTY_NEW,TKO FP Equity_DX_SUPPLY_SI_MV_DEC,TKO FP Equity_DX_BROKER_SI_QTY_INC,TKO FP Equity_DX_SUPPLY_SI_QTY_DEC,TKO FP Equity_DX_BROKER_SI_MV_NEW_y,TKO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKO FP Equity_DX_BROKER_SI_MV_INC_y,TKO FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKO FP Equity_DX_BROKER_SI_MV_ADD,TKO FP Equity_DX_SUPPLY_SI_QTY_ADD,TKO FP Equity_DX_BROKER_SI_QTY_DEC,TKO FP Equity_DX_SUPPLY_SI_MV,TKO FP Equity_DX_BROKER_SI_MV_DEC,TKO FP Equity_DX_SUPPLY_SI_MV_RMV,TKO FP Equity_DX_BROKER_SI_MV_RMV,TKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKO FP Equity_DX_UTILIZATION_QUANTITY,TKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKO FP Equity_DX_ACTIVE_UTILIZATION_MV,TKO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKO FP Equity_DX_BROKER_SI_CON_RATIO,TKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKO FP Equity_DX_DEMAND_SUPPLY_RATIO,TKO FP Equity_PX_LAST
2022-07-07,197791.0,4104163.25,0.37,15.06,0.11,4.18,0.0,3526192.75,175519.0,169937.0,3642019.25,,,9990.0,0.23,,,,0.0,8118.0,647.0,,,0.23,9990.0,,,491.0,3.6,0.0,,,9.7,9.7,1634165.0,33908923.75,,33.59,9.68,22.27,0.1733,23.46,0.1093,20.75
2022-07-08,198085.0,4001317.0,0.37,15.19,0.11,4.2,0.0,3498579.4,177353.0,173197.0,3582530.6,,,4800.0,0.12,,,,0.06,4800.0,2966.0,,,0.12,4800.0,,,1540.0,3.67,0.03,,,9.81,9.81,1629831.0,32922586.2,,33.66,9.82,23.05,0.1793,24.92,0.1096,20.2
2022-07-11,201328.0,4026560.0,0.38,15.3,0.11,4.23,0.0,3493400.0,178826.0,174670.0,3576520.0,,,1770.0,0.03,,,,0.01,1770.0,297.0,,,0.03,1770.0,,,297.0,3.63,0.0,,,9.9,9.9,1628358.0,32567160.0,,33.16,9.86,22.67,0.1792,24.36,0.1114,20.0
2022-07-12,208016.0,4316332.0,0.39,15.57,0.12,4.33,0.0,3715391.25,180636.0,179055.0,3748197.0,,,2303.0,0.06,,,,0.01,4385.0,493.0,,,0.06,2303.0,,,,3.64,,,,10.0,10.0,1626055.0,33740641.25,,32.85,9.97,22.48,0.1773,23.41,0.1151,20.75
2022-07-13,216897.0,4543992.15,0.41,16.15,0.12,4.61,0.0,3920729.65,186425.0,187147.0,3905603.75,,,5789.0,0.21,,,,,8092.0,,,,0.21,5789.0,,,,3.87,,,,10.31,10.31,1621890.0,33978595.5,,33.69,10.31,22.64,0.1814,23.77,0.1199,20.95
2022-07-14,256458.0,5118901.68,0.48,18.74,0.15,5.49,0.0,4198106.96,202546.0,210326.0,4042818.16,,,19195.0,0.53,,,,0.06,23440.0,3074.0,,,0.53,19195.0,,,261.0,4.24,0.0,,,15.18,11.2,1131767.0,22590069.32,,23.92,15.05,19.41,0.2143,34.42,0.1418,19.96
2022-07-15,267506.0,5403621.2,0.51,19.33,0.15,5.5,0.0,4295004.8,203396.0,212624.0,4108599.2,,,9766.0,0.0,,,,0.21,2298.0,8916.0,,,0.0,9766.0,,,,4.05,,,,15.35,11.25,1122001.0,22664420.2,,22.22,15.42,19.1,0.2188,35.8,0.1479,20.2
2022-07-18,275322.0,5602802.7,0.52,20.38,0.16,5.69,0.0,4427264.6,208328.0,217556.0,4239474.8,,,4932.0,0.12,,,,,4932.0,,,,0.12,4932.0,,,,4.2,,,,15.71,11.52,1117999.0,22751279.65,,22.44,15.76,19.03,0.2245,36.93,0.1522,20.35
2022-07-19,275322.0,5864358.6,0.52,20.29,0.16,5.76,0.0,4633942.8,208328.0,217556.0,4437386.4,,,,,,,,,,,,,,,,,,4.25,,,,15.71,11.52,1117999.0,23813378.7,,22.67,15.79,19.42,0.2239,36.71,0.1522,21.3
2022-07-20,302400.0,6365520.0,0.57,21.98,0.17,6.55,0.0,4826996.55,236776.0,229311.0,4984134.8,,15481.0,12967.0,0.14,0.33,7800.0,,,3955.0,,,15481.0,0.14,12967.0,0.17,,,5.04,,,,17.58,12.97,1110357.0,23373014.85,,23.82,17.45,17.29,0.2087,35.0,0.1657,21.05
2022-07-21,297397.0,6542734.0,0.56,21.5,0.17,6.39,0.0,4978798.0,232562.0,226309.0,5116364.0,,,,,,,,0.1,,4214.0,,,,,,,3002.0,4.91,0.09,,,17.26,12.74,1114492.0,24518824.0,,23.42,17.33,18.02,0.2058,34.36,0.1629,22.0
2022-07-22,307856.0,6849796.0,0.58,21.96,0.18,6.84,0.0,5264928.5,243740.0,236626.0,5423215.0,,,12944.0,0.28,,,,0.0,10317.0,1858.0,,,0.28,12944.0,,92.0,,5.36,,,,17.94,13.35,1115211.0,24813444.75,,24.46,17.97,17.27,0.202,34.44,0.1687,22.25
2022-07-25,322861.0,6909225.4,0.61,22.88,0.18,7.24,0.0,5378355.0,249838.0,251325.0,5346533.2,,,8792.0,0.34,,,,0.04,14699.0,2694.0,,,0.34,8792.0,,,,5.54,,,,18.27,13.69,1117514.0,23914799.6,,24.89,18.21,20.06,0.1984,32.97,0.1769,21.4
2022-07-26,319217.0,6911048.05,0.6,23.34,0.18,7.04,0.0,5538199.9,252651.0,255806.0,5469894.15,,,6096.0,0.14,,,,0.09,6088.0,3283.0,,,0.14,6096.0,,,1607.0,5.44,0.06,,,18.46,13.84,1116268.0,24167202.2,,24.12,18.4,20.47,0.1941,31.29,0.1749,21.65
2022-07-27,311515.0,6946784.5,0.59,22.4,0.18,6.86,0.0,5676710.3,247663.0,254561.0,5522884.9,,,,0.03,,,,0.14,1469.0,6457.0,,,0.03,,,1469.0,2714.0,5.36,0.06,,,18.07,13.57,1122725.0,25036767.5,,24.15,18.15,21.22,0.1914,29.95,0.1707,22.3
2022-07-28,312228.0,7165632.6,0.59,22.5,0.18,7.06,0.0,5858538.3,248376.0,255274.0,5700229.2,,,713.0,0.02,,,,,713.0,,,,0.02,713.0,,,,5.54,,,,18.12,13.61,1122725.0,25766538.75,,24.85,18.22,21.26,0.1913,29.81,0.1711,22.95
2022-07-29,317447.0,7666345.05,0.6,23.06,0.18,7.4,0.0,6290905.95,253595.0,260493.0,6124319.25,,,11119.0,0.27,,,,0.12,11119.0,5900.0,,,0.27,11119.0,,,5900.0,5.83,0.13,,,18.58,13.9,1111606.0,26845284.9,,25.36,18.68,21.16,0.196,29.16,0.174,24.15
2022-08-01,304817.0,7239403.75,0.58,21.4,0.17,7.39,0.0,5886746.25,245795.0,247863.0,5837631.25,,,,,,,,0.13,,7800.0,,,,,,,12630.0,5.91,0.19,,,18.0,13.48,1119406.0,26585892.5,,26.86,18.04,21.51,0.2033,29.22,0.1672,23.75
2022-08-02,302982.0,7256418.9,0.57,21.18,0.17,7.35,0.0,5907339.35,244215.0,246653.0,5848949.25,,,,,,,,0.04,,1580.0,,,,,,,1210.0,5.83,0.02,,,17.9,13.39,1120312.0,26831472.4,,26.87,17.83,21.74,0.2038,29.23,0.1661,23.95
2022-08-03,298574.0,7165776.0,0.56,20.81,0.17,7.28,0.0,5813880.0,248042.0,242245.0,5953008.0,,,4717.0,,,,,0.02,,890.0,,,,4717.0,,,4408.0,5.95,0.07,,,18.12,13.6,1121202.0,26908848.0,,26.94,18.09,21.93,0.2025,28.84,0.1637,24.0
2022-08-04,291384.0,6993216.0,0.55,20.05,0.17,7.05,0.0,5816160.0,240757.0,242340.0,5778168.0,,,,0.0,,,,0.18,95.0,7285.0,,,0.0,,,,,5.75,,,,17.58,13.2,1128487.0,27083688.0,,26.79,17.67,22.52,0.1985,27.05,0.1598,24.0
2022-08-05,278167.0,6884633.25,0.53,18.53,0.16,6.88,0.0,5654830.5,226272.0,228478.0,5600232.0,,,,0.24,,,,0.33,7439.0,14485.0,,,0.24,,,,21301.0,5.45,0.46,,,14.23,12.41,1363372.0,33743457.0,,32.3,14.43,25.84,0.2211,28.79,0.1525,24.75
2022-08-08,274415.0,6819212.75,0.52,18.3,0.16,6.96,0.0,5579297.15,222081.0,224519.0,5518712.85,,,,0.06,,,,0.08,439.0,4191.0,,,0.06,,,,4398.0,5.49,0.1,,,13.99,12.18,1365381.0,33929717.85,,33.06,14.24,25.95,0.2226,29.62,0.1505,24.85
2022-08-09,277349.0,6892122.65,0.52,18.64,0.16,7.08,0.0,5585882.4,222685.0,224784.0,5533722.25,,,639.0,0.05,,,,0.0,1126.0,35.0,,,0.05,639.0,,,861.0,5.53,0.02,,,14.03,12.21,1364742.0,33913838.7,,33.24,14.27,25.57,0.2228,30.4,0.1521,24.85
2022-08-10,286189.0,7211962.8,0.54,21.34,0.16,7.26,0.0,5780678.4,226917.0,229392.0,5718308.4,,,5438.0,0.09,,,,0.03,4608.0,1206.0,,,0.09,5438.0,,,,5.62,,,,14.29,12.44,1360508.0,34284801.6,,32.89,14.58,25.07,0.2122,29.69,0.1569,25.2
2022-08-11,293036.0,7384507.2,0.55,21.88,0.17,7.57,0.0,5935255.2,233051.0,235526.0,5872885.2,,,7200.0,0.06,,7200.0,,0.0,713.0,1066.0,,,0.06,7200.0,0.18,,1779.0,5.88,0.04,,,14.82,12.88,1339374.0,33752224.8,,33.83,14.8,24.27,0.2042,29.65,0.162,25.2
2022-08-12,278126.0,6939243.7,0.53,21.9,0.16,7.21,0.0,5672058.15,220281.0,227337.0,5496010.95,,,,,,,,0.32,,12770.0,,,,,,,8189.0,5.57,0.2,,,14.05,12.18,1347563.0,33621696.85,,34.16,14.02,25.37,0.209,29.81,0.1538,24.95
2022-08-15,275245.0,6936174.0,0.52,22.5,0.16,7.1,0.0,5634997.2,221126.0,223611.0,5572375.2,,,931.0,0.0,,,,0.01,846.0,86.0,,,0.0,931.0,,,4572.0,5.54,0.12,,,14.1,12.23,1346717.0,33937268.4,,33.89,14.06,25.87,0.2164,30.6,0.1523,25.2
2022-08-16,276384.0,7020153.6,0.52,22.16,0.16,7.15,0.0,5708650.0,222265.0,224750.0,5645531.0,,,1139.0,0.03,,,,,1139.0,,,,0.03,1139.0,,,,5.61,,,,14.17,12.3,1346487.0,34200769.8,,34.04,14.14,25.79,0.2167,30.76,0.1529,25.4
2022-08-17,275874.0,6910643.7,0.52,22.46,0.16,7.15,0.0,5623599.75,222010.0,224495.0,5561350.5,,,,,,,,0.0,,255.0,,,,,,,255.0,5.62,0.0,,,14.15,12.28,1346742.0,33735887.1,,34.13,14.14,25.61,0.2162,30.75,0.1526,25.05
2022-08-18,264115.0,6682109.5,0.5,21.65,0.15,6.84,0.0,5556917.3,217156.0,219641.0,5494046.8,,,,0.05,,,,0.12,2051.0,4854.0,,,0.05,,,,6905.0,5.46,0.19,,,13.86,12.04,1349467.0,34141515.1,,34.06,13.82,26.93,0.2307,31.69,0.1465,25.3
2022-08-19,263890.0,6597250.0,0.5,21.01,0.15,6.87,0.0,5490875.0,217150.0,219635.0,5428750.0,,,3178.0,0.09,,,,0.07,3178.0,3184.0,,,0.09,3178.0,,,3184.0,5.51,0.07,,,13.83,12.04,1352651.0,33816275.0,,34.4,13.8,26.68,0.2302,31.71,0.1463,25.0
2022-08-22,261428.0,6496485.8,0.49,21.24,0.15,6.76,0.0,5426916.95,215502.0,218387.0,5355224.7,,,,0.01,,,,0.05,400.0,1648.0,,,0.01,,,,1648.0,5.41,0.06,,,13.73,11.68,1354299.0,33654330.15,,34.12,13.68,27.0,0.2284,31.06,0.1417,24.85
2022-08-23,258802.0,6470050.0,0.49,21.11,0.15,6.6,0.0,5476675.0,216582.0,219067.0,5414550.0,,,4386.0,0.0,,,,0.1,680.0,3706.0,,,0.0,4386.0,,400.0,,5.38,,,,13.79,12.01,1353619.0,33840475.0,,33.66,13.78,27.52,0.2259,30.08,0.1435,25.0
2022-08-24,255702.0,6366979.8,0.48,20.24,0.15,6.56,0.0,5477327.7,218666.0,219973.0,5444783.4,,,,0.06,,,,0.06,2084.0,2373.0,,,0.06,,,4457.0,1178.0,5.47,0.03,,,12.58,12.13,1519572.0,37837342.8,,38.03,12.57,27.28,0.2222,29.03,0.1418,24.9
2022-08-25,264218.0,6605450.0,0.5,21.09,0.15,6.75,0.0,5605775.0,222924.0,224231.0,5573100.0,,,4820.0,0.12,,,,0.02,4820.0,562.0,,,0.12,4820.0,,,562.0,5.55,0.02,,,12.82,12.36,1515314.0,37882850.0,,37.8,12.81,26.49,0.2086,27.67,0.1465,25.0
2022-08-26,265364.0,6448345.2,0.5,20.38,0.15,6.76,0.0,5516610.3,225714.0,227021.0,5484850.2,,,4434.0,0.07,,,,0.04,2790.0,1644.0,,,0.07,4434.0,,,,5.62,,,,12.99,12.52,1512524.0,36754333.2,,37.7,12.98,26.08,0.2089,28.09,0.1472,24.3
2022-08-29,252234.0,6053616.0,0.48,18.46,0.14,6.28,0.0,5269344.0,213709.0,219556.0,5129016.0,,,685.0,0.02,,,,0.31,860.0,12690.0,,,0.02,685.0,,,8325.0,5.19,0.26,,,12.29,11.85,1524529.0,36588696.0,,37.04,12.29,27.55,0.2263,28.92,0.1399,24.0
2022-08-30,245218.0,5909753.8,0.46,17.12,0.14,6.02,0.0,5160123.3,212136.0,214113.0,5112477.6,,,,,,,,0.04,,1573.0,,,,,,,5443.0,5.09,0.16,,,12.21,11.76,1525702.0,36769418.2,,36.54,12.22,28.51,0.235,29.1,0.136,24.1
2022-08-31,245175.0,5957752.5,0.46,16.53,0.14,6.04,0.0,5202945.9,212093.0,214113.0,5153859.9,,,,,,,,0.0,,43.0,,,,,,,,5.1,,,,12.2,11.76,1525702.0,37074558.6,,36.63,12.23,28.6,0.2352,29.05,0.136,24.3
2022-09-01,237522.0,5605519.2,0.45,16.14,0.14,5.92,0.0,4984367.2,205195.0,211202.0,4842602.0,,,,0.13,,,,0.16,5190.0,6898.0,,,0.13,,,,8101.0,5.0,0.17,,,11.81,11.38,1532234.0,36160722.4,,37.4,11.79,26.76,0.2235,28.17,0.1317,23.6
2022-09-02,247757.0,6070046.5,0.47,16.98,0.14,6.09,0.0,5204731.0,214018.0,212438.0,5243441.0,,,8430.0,0.0,,,,0.01,1412.0,176.0,,,0.0,8430.0,,569.0,176.0,5.06,0.02,,,12.32,11.86,1523804.0,37333198.0,,36.09,12.3,27.69,0.2291,29.36,0.1373,24.5
2022-09-05,248086.0,6040894.1,0.47,16.62,0.14,6.14,0.0,5221565.3,212347.0,214438.0,5170649.45,,,,0.06,,,,0.01,2000.0,1671.0,,,0.06,,,,,5.21,,,,12.22,11.78,1524950.0,37132532.5,,37.6,12.18,27.27,0.229,29.83,0.1376,24.35
2022-09-06,246049.0,6040502.95,0.46,16.44,0.14,6.16,0.0,5227505.15,213183.0,212933.0,5233642.65,,,4514.0,,,,,0.14,,5678.0,,,,4514.0,,2000.0,1505.0,5.2,0.0,,,12.1,11.82,1549156.0,38031779.8,,37.81,12.09,27.69,0.2306,30.15,0.1364,24.55
2022-09-07,283684.0,7006994.8,0.54,18.95,0.16,7.08,0.0,6168652.1,253447.0,249743.0,6260140.9,,,39644.0,0.87,,5000.0,,0.01,35469.0,205.0,,,0.87,39644.0,0.12,825.0,3659.0,6.21,0.08,,,14.38,14.05,1509512.0,37284946.4,,36.82,14.43,26.73,0.228,29.33,0.1573,24.7
2022-09-08,251764.0,6218570.8,0.48,16.65,0.14,6.34,0.0,5296766.8,220154.0,214444.0,5437803.8,,,4109.0,0.03,,,,0.92,1053.0,37402.0,,,0.03,4109.0,,,36352.0,5.43,0.88,,,12.46,12.21,1546446.0,38197216.2,,38.07,12.48,25.87,0.2214,30.59,0.1396,24.7
2022-09-09,253302.0,6281889.6,0.48,16.38,0.14,6.37,0.0,5356800.0,220136.0,216000.0,5459372.8,,,,0.03,,,,0.0,1556.0,18.0,,,0.03,,,,,5.42,,,,12.46,12.2,1546464.0,38352307.2,,37.98,12.49,25.83,0.2225,30.97,0.1404,24.8
2022-09-12,245227.0,6081629.6,0.47,15.89,0.14,6.18,0.0,5182133.6,218108.0,208957.0,5409078.4,,,2581.0,,,,,0.11,,4609.0,,,,2581.0,,,7043.0,5.39,0.16,,,12.35,12.09,1547634.0,38381323.2,,38.16,12.38,26.53,0.233,31.86,0.1359,24.8
2022-09-13,240661.0,6028558.05,0.46,14.3,0.14,6.19,0.0,5150680.8,217983.0,205616.0,5460474.15,,,2000.0,0.06,,,,0.06,1100.0,3225.0,,,0.06,2000.0,,1100.0,4441.0,5.45,0.06,,,12.51,12.07,1524448.0,38187422.4,,38.31,12.44,27.49,0.2371,31.7,0.1333,25.05
2022-09-14,238564.0,5999884.6,0.45,13.32,0.14,6.14,0.0,5167444.75,216037.0,205465.0,5433330.55,,,383.0,0.03,,,,0.06,997.0,2329.0,,,0.03,383.0,,,1148.0,5.42,0.03,,,12.25,11.97,1547434.0,38917965.1,,38.9,12.23,27.73,0.2433,32.79,0.1322,25.15
2022-09-15,234307.0,6068551.3,0.44,13.01,0.13,6.08,0.0,5294918.3,212575.0,204437.0,5505692.5,,,,,,,,0.09,,3462.0,,,,,,,1028.0,5.36,0.02,,,12.07,11.78,1548986.0,40118737.4,,39.13,12.04,28.54,0.2468,32.54,0.1299,25.9
2022-09-16,229953.0,5840806.2,0.44,12.27,0.13,6.06,0.0,5069840.0,212943.0,199600.0,5408752.2,,,1163.0,0.07,,,,0.01,1079.0,795.0,,,0.07,1163.0,,,5916.0,5.5,0.16,,,12.09,11.79,1547907.0,39316837.8,,39.91,12.12,26.22,0.2485,34.4,0.1274,25.4
2022-09-19,226039.0,5752692.55,0.43,11.72,0.13,5.89,0.0,5001866.65,208821.0,196537.0,5314494.45,,,754.0,0.0,,,,0.14,754.0,4876.0,,,0.0,754.0,,,3817.0,5.3,0.11,,,11.89,11.56,1547153.0,39375043.85,,39.33,11.88,26.61,0.2565,35.57,0.1251,25.45
2022-09-20,233171.0,5840933.55,0.44,12.09,0.13,6.08,0.0,5031217.35,213728.0,200847.0,5353886.4,,,4907.0,0.11,,,,,4310.0,,,,0.11,4907.0,,,,5.44,,,,12.14,11.84,1546121.0,38730331.05,,39.37,12.14,26.43,0.2543,35.51,0.1291,25.05
2022-09-21,244194.0,6129269.4,0.46,12.57,0.14,6.34,0.0,5115455.3,218025.0,203803.0,5472427.5,,,6001.0,0.09,,,,0.05,3736.0,1704.0,,,0.09,6001.0,,,780.0,5.5,0.02,,,12.54,12.08,1520579.0,38166532.9,,38.56,12.48,26.19,0.2454,35.0,0.1352,25.1
2022-09-22,251551.0,6326507.65,0.48,12.97,0.14,6.48,0.0,5367588.45,222301.0,213423.0,5590870.15,,,12688.0,0.17,,2500.0,,0.21,7687.0,8412.0,,,0.17,12688.0,0.06,,567.0,5.59,0.02,,,12.78,12.31,1517175.0,38156951.25,,38.21,12.77,25.85,0.242,35.22,0.1393,25.15
2022-09-23,254499.0,6171600.75,0.48,12.85,0.15,6.57,0.0,5221679.75,223740.0,215327.0,5425695.0,,,1439.0,0.02,,395.0,,,1509.0,,,,0.02,1439.0,0.01,,,5.65,,,,14.2,12.39,1352156.0,32789783.0,,34.17,14.19,25.17,0.2436,35.95,0.1409,24.25
2022-09-26,267422.0,6391385.8,0.51,13.03,0.15,6.68,0.0,5253841.4,232164.0,219826.0,5548719.6,,,8582.0,0.04,,,,0.01,4499.0,158.0,,,0.04,8582.0,,,,5.65,,,,17.06,12.86,1128360.0,26967804.0,,27.64,16.97,24.25,0.2411,36.55,0.1481,23.9
2022-09-27,264607.0,6337337.65,0.5,12.93,0.15,6.52,0.0,5262820.9,229349.0,219742.0,5492908.55,,,,,,,,0.08,,2815.0,,,,,,,84.0,5.49,0.01,,,16.89,12.69,1128360.0,27024222.0,,27.12,16.84,24.75,0.2453,36.84,0.1465,23.95
2022-09-28,269036.0,6456864.0,0.51,12.8,0.15,6.53,0.0,5391720.0,232262.0,224655.0,5574288.0,,,2913.0,0.09,,,,,5397.0,,,,0.09,2913.0,,,484.0,5.53,0.04,,,17.08,12.85,1127831.0,27067944.0,,26.69,17.16,25.27,0.2421,35.78,0.1488,24.0
2022-09-29,262953.0,6271429.05,0.5,12.46,0.15,6.37,0.0,5301163.35,228168.0,222271.0,5441806.8,,,,,,,,0.1,,4094.0,,,,,,,2384.0,5.43,0.07,,,16.52,12.62,1153409.0,27508804.65,,27.16,16.67,25.86,0.244,35.54,0.1454,23.85
2022-09-30,264685.0,6577422.25,0.5,12.39,0.15,6.5,0.0,5582229.45,227534.0,224637.0,5654219.9,,,,0.09,,,,0.01,3000.0,634.0,,,0.09,,,,634.0,5.43,0.0,,,16.47,12.59,1154043.0,28677968.55,,27.46,16.51,26.25,0.2426,34.6,0.1464,24.85
2022-10-03,264343.0,6727529.35,0.5,11.39,0.15,6.74,0.0,5712659.7,227363.0,224466.0,5786388.35,,,,,,,,0.0,,171.0,,,,,,,171.0,5.65,0.0,,,16.46,12.58,1154214.0,29374746.3,,28.61,16.49,26.04,0.2422,34.63,0.1462,25.45
2022-10-04,267659.0,6972516.95,0.51,11.3,0.15,6.92,0.0,5829521.1,230679.0,223782.0,6009187.95,,,4000.0,,,,,0.01,,684.0,,,,4000.0,,,684.0,5.83,0.02,,,16.65,12.76,1154898.0,30085092.9,,28.91,16.78,25.84,0.2367,34.1,0.148,26.05
2022-10-05,272284.0,7024927.2,0.52,11.75,0.16,7.27,0.0,5852162.4,231929.0,226828.0,5983768.2,,,1347.0,0.17,,,,0.0,3472.0,97.0,,,0.17,1347.0,,,426.0,6.07,0.0,,,16.73,12.81,1154371.0,29782771.8,,30.29,16.69,24.76,0.2471,36.59,0.1504,25.8
2022-10-06,260417.0,6692716.9,0.49,11.39,0.15,6.9,0.0,5681756.0,225630.0,221080.0,5798691.0,,,,,,,,0.18,,6299.0,,,,,,,5748.0,5.84,0.17,,,16.3,12.45,1158485.0,29773064.5,,30.05,16.27,26.03,0.2406,34.33,0.1437,25.7
2022-10-07,260012.0,6539301.8,0.49,11.71,0.15,6.85,0.0,5532119.75,226050.0,219965.0,5685157.5,,,565.0,,,,,0.0,,145.0,,,,565.0,,,1115.0,5.83,0.03,,,16.33,12.49,1157920.0,29121688.0,,30.0,16.26,25.82,0.2395,34.19,0.1437,25.15
2022-10-10,259135.0,6335850.75,0.49,11.91,0.15,6.76,0.0,5378144.25,225173.0,219965.0,5505479.85,,,,,,,,0.03,,877.0,,,,,,,,5.67,,,,16.28,12.44,1157920.0,28311144.0,,29.34,16.2,25.63,0.2396,34.25,0.1432,24.45
2022-10-11,262517.0,6339785.55,0.5,12.18,0.15,6.56,0.0,5365647.0,225603.0,222180.0,5448312.45,,,1034.0,0.0,,,,0.02,2215.0,604.0,,,0.0,1034.0,,,,5.51,,,,16.59,12.47,1134587.0,27400276.05,,27.74,16.58,25.68,0.2374,33.95,0.1451,24.15
2022-10-12,535470.0,12744186.0,1.02,24.89,0.31,13.43,0.0,12129860.4,513081.0,509658.0,12211327.8,,,303465.0,,,305400.0,,0.4,,15987.0,,,,303465.0,7.75,,17922.0,12.38,0.47,,,32.88,28.41,1047572.0,24932213.6,,25.23,32.93,15.33,0.3717,56.72,0.2965,23.8
2022-10-13,526952.0,12699543.2,1.0,24.29,0.3,12.95,0.0,12115045.9,506122.0,502699.0,12197540.2,,,,,,,,0.34,,6959.0,,,,,,,6959.0,11.97,0.21,,,37.66,28.04,837790.0,20190739.0,,19.77,37.71,14.95,0.3792,57.4,0.2919,24.1
2022-10-14,385688.0,9295080.8,0.73,17.76,0.22,9.62,0.0,8710583.5,365036.0,361435.0,8797367.6,,,3476.0,0.13,,,,3.34,4033.0,145297.0,,,0.13,3476.0,,735.0,145297.0,8.8,3.52,,,27.08,20.23,983087.0,23692396.7,,23.67,27.09,21.51,0.2631,40.69,0.2137,24.1
2022-10-17,370240.0,9126416.0,0.7,16.54,0.21,9.21,0.0,8728565.0,357523.0,354100.0,8812941.95,,,600.0,0.03,,,,0.23,600.0,8113.0,,,0.03,600.0,,,7935.0,8.57,0.21,,,26.52,19.84,990672.0,24420064.8,,23.67,26.58,19.04,0.2708,42.16,0.2054,24.65
2022-10-18,368858.0,9055463.9,0.7,16.46,0.21,9.27,0.0,8606125.25,357978.0,350555.0,8788359.9,,,1455.0,0.01,,,,0.02,400.0,1000.0,,,0.01,1455.0,,,3945.0,8.8,0.07,,,26.57,19.89,989217.0,24285277.35,,24.29,26.6,18.57,0.2627,41.26,0.2049,24.55
2022-10-19,367570.0,8931951.0,0.7,16.5,0.21,9.39,0.0,8563587.3,354834.0,352411.0,8622466.2,,,,0.07,,,,0.04,3000.0,3144.0,,,0.07,,,,1144.0,8.76,0.02,,,26.34,19.92,992361.0,24114372.3,,24.56,26.28,18.26,0.266,42.24,0.2063,24.3
2022-10-20,378145.0,9226738.0,0.72,17.04,0.22,9.52,0.0,8771092.4,363549.0,359471.0,8870595.6,,,8715.0,0.16,,,,,7715.0,,,,0.16,8715.0,,,655.0,8.83,0.02,,,26.49,20.4,1008648.0,24611011.2,,24.51,26.49,18.49,0.2566,40.92,0.2122,24.4
2022-10-21,377549.0,9174440.7,0.72,17.23,0.22,9.51,0.0,8768484.9,364266.0,360843.0,8851663.8,,,2685.0,0.03,,,,0.04,1372.0,1968.0,,,0.03,2685.0,,,,8.87,,,,22.93,20.44,1224381.0,29752458.3,,29.81,22.94,18.2,0.2567,41.1,0.2118,24.3
2022-10-24,377996.0,9374300.8,0.72,17.21,0.22,9.48,0.0,8856501.6,360540.0,357117.0,8941392.0,,,220.0,0.05,,,,0.13,2329.0,3946.0,,,0.05,220.0,,,6055.0,8.73,0.14,,,22.72,20.23,1226257.0,30411173.6,,29.74,22.69,19.97,0.2608,40.77,0.2121,24.8
2022-10-25,386240.0,10022928.0,0.73,18.5,0.22,9.91,0.0,9383649.75,363940.0,361605.0,9444243.0,,,4844.0,0.27,,,,0.0,9688.0,1444.0,,,0.27,4844.0,,,5200.0,8.99,0.12,,,21.09,20.42,1361393.0,35328148.35,,33.84,21.0,23.1,0.2644,39.8,0.2168,25.95
2022-10-26,382661.0,10006585.15,0.73,18.89,0.22,10.18,0.0,9462168.3,357288.0,361842.0,9343081.2,,,,0.16,,,,0.0,5000.0,6652.0,,,0.16,,,,4763.0,9.2,0.04,,,20.76,20.05,1363748.0,35662010.2,,35.08,20.77,21.76,0.2671,40.35,0.2148,26.15
