,MLMFI FP Equity_DX_SI_QTY,MLMFI FP Equity_DX_SHORT_INTEREST_VALUE,MLMFI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMFI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMFI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMFI FP Equity_DX_SI_MV,MLMFI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMFI FP Equity_DX_SUPPLY_SI_QTY,MLMFI FP Equity_DX_BROKER_SI_QTY,MLMFI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMFI FP Equity_DX_SUPPLY_SI_MV,MLMFI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMFI FP Equity_DX_UTILIZATION_QUANTITY,MLMFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMFI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMFI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMFI FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMFI FP Equity_DX_BROKER_SI_CON_RATIO,MLMFI FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMFI FP Equity_PX_LAST
2017-07-14,,,,,,,,,,,,,,,,,,,,14.5
2017-07-18,,,,,,,,,,,,,,,,,,,,15.88
2017-07-19,,,,,,,,,,,,,,,,,,,,15.88
2017-07-21,,,,,,,,,,,,,,,,,,,,15.87
2017-08-01,,,,,,,,,,,,,,,,,,,,15.99
2017-08-09,,,,,,,,,,,,,,,,,,,,11.68
2017-08-11,,,,,,,,,,,,,,,,,,,,15.0
2017-08-14,,,,,,,,,,,,,,,,,,,,15.0
2017-08-16,,,,,,,,,,,,,,,,,,,,15.88
2017-08-17,,,,,,,,,,,,,,,,,,,,14.3
2017-08-18,,,,,,,,,,,,,,,,,,,,14.5
2017-08-21,,,,,,,,,,,,,,,,,,,,14.49
2017-08-22,,,,,,,,,,,,,,,,,,,,14.49
2017-08-23,,,,,,,,,,,,,,,,,,,,14.49
2017-08-25,,,,,,,,,,,,,,,,,,,,14.49
2017-08-31,,,,,,,,,,,,,,,,,,,,14.49
2017-09-06,,,,,,,,,,,,,,,,,,,,15.0
2017-09-11,,,,,,,,,,,,,,,,,,,,15.0
2017-09-12,,,,,,,,,,,,,,,,,,,,14.8
2017-09-19,,,,,,,,,,,,,,,,,,,,15.5
2017-09-22,,,,,,,,,,,,,,,,,,,,13.9
2017-09-25,,,,,,,,,,,,,,,,,,,,13.9
2017-09-27,,,,,,,,,,,,,,,,,,,,13.9
2017-10-02,,,,,,,,,,,,,,,,,,,,13.9
2017-10-17,,,,,,,,,,,,,,,,,,,,13.89
2017-10-20,,,,,,,,,,,,,,,,,,,,13.9
2017-10-23,,,,,,,,,,,,,,,,,,,,13.9
2017-10-25,,,,,,,,,,,,,,,,,,,,13.9
2017-10-26,,,,,,,,,,,,,,,,,,,,13.9
2017-10-30,,,,,,,,,,,,,,,,,,,,17.0
2017-11-06,,,,,,,,,,,,,,,,,,,,16.5
2017-11-08,,,,,,,,,,,,,,,,,,,,17.0
2017-11-15,,,,,,,,,,,,,,,,,,,,16.99
2017-11-22,,,,,,,,,,,,,,,,,,,,17.0
2017-11-28,,,,,,,,,,,,,,,,,,,,16.89
2017-11-29,,,,,,,,,,,,,,,,,,,,16.49
2017-12-01,,,,,,,,,,,,,,,,,,,,16.49
2017-12-04,,,,,,,,,,,,,,,,,,,,16.5
2017-12-06,,,,,,,,,,,,,,,,,,,,16.5
2017-12-08,,,,,,,,,,,,,,,,,,,,14.85
2017-12-11,,,,,,,,,,,,,,,,,,,,14.35
2017-12-12,,,,,,,,,,,,,,,,,,,,15.0
2017-12-13,,,,,,,,,,,,,,,,,,,,15.0
2017-12-15,,,,,,,,,,,,,,,,,,,,14.25
2017-12-18,,,,,,,,,,,,,,,,,,,,15.0
2017-12-21,,,,,,,,,,,,,,,,,,,,15.0
2017-12-22,,,,,,,,,,,,,,,,,,,,16.0
2017-12-29,,,,,,,,,,,,,,,,,,,,17.0
2018-01-02,,,,,,,,,,,,,,,,,,,,17.0
2018-01-03,,,,,,,,,,,,,,,,,,,,16.0
2018-01-15,,,,,,,,,,,,,,,,,,,,16.9
2018-01-22,,,,,,,,,,,,,,,,,,,,10.1
2018-01-24,,,,,,,,,,,,,,,,,,,,15.1
2018-01-26,,,,,,,,,,,,,,,,,,,,16.0
2018-01-30,,,,,,,,,,,,,,,,,,,,15.0
2018-01-31,,,,,,,,,,,,,,,,,,,,15.0
2018-02-01,,,,,,,,,,,,,,,,,,,,16.0
2018-02-14,,,,,,,,,,,,,,,,,,,,15.5
2018-02-16,,,,,,,,,,,,,,,,,,,,15.5
2018-02-21,,,,,,,,,,,,,,,,,,,,16.0
2018-03-05,,,,,,,,,,,,,,,,,,,,13.0
2018-03-07,,,,,,,,,,,,,,,,,,,,16.0
2018-03-08,,,,,,,,,,,,,,,,,,,,16.0
2018-03-14,,,,,,,,,,,,,,,,,,,,15.8
2018-03-15,,,,,,,,,,,,,,,,,,,,15.8
2018-03-21,,,,,,,,,,,,,,,,,,,,15.8
2018-03-29,,,,,,,,,,,,,,,,,,,,15.9
2018-04-04,,,,,,,,,,,,,,,,,,,,16.0
2018-04-05,,,,,,,,,,,,,,,,,,,,17.9
2018-04-09,,,,,,,,,,,,,,,,,,,,16.2
2018-04-10,,,,,,,,,,,,,,,,,,,,17.9
2018-04-23,,,,,,,,,,,,,,,,,,,,17.9
2018-04-25,,,,,,,,,,,,,,,,,,,,16.2
2018-05-03,,,,,,,,,,,,,,,,,,,,17.0
2018-05-28,,,,,,,,,,,,,,,,,,,,17.0
2018-05-29,,,,,,,,,,,,,,,,,,,,17.0
2018-06-06,,,,,,,,,,,,,,,,,,,,17.0
2018-07-11,,,,,,,,,,,,,,,,,,,,17.7
2018-07-16,,,,,,,,,,,,,,,,,,,,17.7
2018-07-26,,,,,,,,,,,,,,,,,,,,17.5
2018-07-27,,,,,,,,,,,,,,,,,,,,17.0
2018-08-03,,,,,,,,,,,,,,,,,,,,17.0
2018-08-06,,,,,,,,,,,,,,,,,,,,17.0
2018-08-07,,,,,,,,,,,,,,,,,,,,17.0
2018-08-10,,,,,,,,,,,,,,,,,,,,17.0
2018-08-13,,,,,,,,,,,,,,,,,,,,17.0
2018-08-15,,,,,,,,,,,,,,,,,,,,17.0
2018-10-19,,,,,,,,,,,,,,,,,,,,15.0
2018-10-22,,,,,,,,,,,,,,,,,,,,17.0
2018-10-25,,,,,,,,,,,,,,,,,,,,15.0
2018-10-29,,,,,,,,,,,,,,,,,,,,15.0
2018-11-20,,,,,,,,,,,,,,,,,,,,16.2
2019-02-18,,,,,,,,,,,,,,,,,,,,17.0
2019-02-19,,,,,,,,,,,,,,,,,,,,18.0
2019-03-06,,,,,,,,,,,,,,,,,,,,16.9
2019-03-22,,,,,,,,,,,,,,,,,,,,16.9
2019-04-10,,,,,,,,,,,,,,,,,,,,16.0
2019-05-08,,,,,,,,,,,,,,,,,,,,15.9
2019-06-07,,,,,,,,,,,,,,,,,,,,15.0
2022-08-23,,,,,,,,,,,,,,,,,,,,15.5
2022-08-24,,,,,,,,,,,,,,,,,,,,16.0
2022-08-29,,,,,,,,,,,,,,,,,,,,15.0
2022-09-01,,,,,,,,,,,,,,,,,,,,15.0
2022-09-06,,,,,,,,,,,,,,,,,,,,15.0
2022-09-07,,,,,,,,,,,,,,,,,,,,15.0
2022-09-08,,,,,,,,,,,,,,,,,,,,15.0
2022-09-09,,,,,,,,,,,,,,,,,,,,15.0
2022-09-13,,,,,,,,,,,,,,,,,,,,15.0
2022-09-15,,,,,,,,,,,,,,,,,,,,15.0
2022-09-16,,,,,,,,,,,,,,,,,,,,15.4
2022-09-19,,,,,,,,,,,,,,,,,,,,15.4
2022-09-20,,,,,,,,,,,,,,,,,,,,15.7
2022-09-21,,,,,,,,,,,,,,,,,,,,15.7
