,C1U FP Equity_DX_SI_QTY,C1U FP Equity_DX_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C1U FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C1U FP Equity_DX_SI_MV,C1U FP Equity_DX_DSS,C1U FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C1U FP Equity_DX_SUPPLY_SI_QTY,C1U FP Equity_DX_BROKER_SI_QTY,C1U FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C1U FP Equity_DX_BROKER_SI_MV_INC_x,C1U FP Equity_DX_BROKER_SI_QTY_ADD,C1U FP Equity_DX_SUPPLY_SI_MV_DEC,C1U FP Equity_DX_BROKER_SI_QTY_INC,C1U FP Equity_DX_SUPPLY_SI_QTY_DEC,C1U FP Equity_DX_BROKER_SI_MV_INC_y,C1U FP Equity_DX_BROKER_SI_MV_ADD,C1U FP Equity_DX_SUPPLY_SI_QTY_ADD,C1U FP Equity_DX_BROKER_SI_QTY_DEC,C1U FP Equity_DX_SUPPLY_SI_MV,C1U FP Equity_DX_BROKER_SI_MV_DEC,C1U FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C1U FP Equity_DX_UTILIZATION_QUANTITY,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C1U FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C1U FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C1U FP Equity_DX_ACTIVE_UTILIZATION_MV,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C1U FP Equity_DX_BROKER_SI_CON_RATIO,C1U FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C1U FP Equity_DX_DEMAND_SUPPLY_RATIO,C1U FP Equity_PX_LAST
2010-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.46
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.09
2010-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.22
2010-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.21
2010-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.17
2010-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.19
2010-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.42
2010-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.36
2010-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.25
2010-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.08
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.2
2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.36
2010-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.56
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.37
2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.95
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.6
2010-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.07
2010-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.94
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.74
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.39
2010-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.2
2010-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.22
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.4
2010-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.71
2010-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.05
2010-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.35
2010-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.58
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.5
2010-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.43
2010-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.37
2010-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.53
2010-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.18
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.59
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.3
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.67
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.98
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.8
2011-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,279684.0,0.28,0.0,0.0,0.0,0.0,0.0,466.14
2011-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,282510.0,0.28,0.0,,0.0,,0.0,470.85
2011-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,283932.0,0.28,0.0,,0.0,,0.0,473.22
2011-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,279234.0,0.28,0.0,,0.0,,0.0,465.39
2011-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,278832.0,0.28,0.0,,0.0,,0.0,464.72
2011-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,279660.0,0.28,0.0,,0.0,,0.0,466.1
2011-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,282012.0,0.28,0.0,,0.0,,0.0,470.02
2011-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,276564.0,0.28,0.0,,0.0,,0.0,460.94
2011-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,270804.0,0.27,0.0,,0.0,,0.0,451.34
2011-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,600.0,271386.0,0.27,0.0,,0.0,,0.0,452.31
2011-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1200.0,543060.0,0.54,0.0,,0.0,,0.0,452.55
2011-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1784.0,797109.04,0.8,0.0,,0.0,,0.0,446.81
2011-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,3584.0,1616097.28,1.62,0.0,,0.0,,0.0,450.92
2011-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2162621.36,2.17,0.0,,0.0,,0.0,450.64
2011-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2402177.07,2.4,0.0,,0.0,,0.0,444.93
2011-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2411841.28,2.41,0.0,,0.0,,0.0,446.72
2011-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2449742.26,2.45,0.0,,0.0,,0.0,453.74
2011-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2475171.55,2.48,0.0,,0.0,,0.0,458.45
2011-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2492124.41,2.49,0.0,,0.0,,0.0,461.59
2011-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2499359.07,2.5,0.0,,0.0,,0.0,462.93
2011-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2532131.0,2.51,0.0,,0.0,,0.0,469.0
2011-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2521225.02,2.51,0.0,,0.0,,0.0,466.98
2011-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2509887.12,2.51,0.0,,0.0,,0.0,464.88
2011-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2515178.14,2.51,0.0,,0.0,,0.0,465.86
2011-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5399.0,2527379.88,2.53,0.0,,0.0,,0.0,468.12
2011-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2259753.12,2.26,0.0,,0.0,,0.0,470.88
2011-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2262824.48,2.25,0.0,,0.0,,0.0,471.52
2011-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2261768.7,2.26,0.0,,0.0,,0.0,471.3
2011-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2268247.35,2.27,0.0,,0.0,,0.0,472.65
2011-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2265991.82,2.27,0.0,,0.0,,0.0,472.18
2011-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2236429.98,2.24,0.0,,0.0,,0.0,466.02
2011-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2218289.76,2.22,0.0,,0.0,,0.0,462.24
2011-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2188583.95,2.19,0.0,,0.0,,0.0,456.05
2011-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2171307.55,2.17,0.0,,0.0,,0.0,452.45
2011-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2200725.42,2.2,0.0,,0.0,,0.0,458.58
2011-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2214210.61,2.22,0.0,,0.0,,0.0,461.39
2011-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2198373.91,2.19,0.0,,0.0,,0.0,458.09
2011-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2185608.57,2.19,0.0,,0.0,,0.0,455.43
2011-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2200101.55,2.2,0.0,,0.0,,0.0,458.45
2011-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4799.0,2185464.6,2.19,0.0,,0.0,,0.0,455.4
2011-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2375729.33,2.38,0.0,,0.0,,0.0,453.47
2011-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2380130.09,2.38,0.0,,0.0,,0.0,454.31
2011-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2375467.38,2.38,0.0,,0.0,,0.0,453.42
2011-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2334969.91,2.33,0.0,,0.0,,0.0,445.69
2011-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2318833.79,2.32,0.0,,0.0,,0.0,442.61
2011-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2294839.17,2.29,0.0,,0.0,,0.0,438.03
2011-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2251198.3,2.25,0.0,,0.0,,0.0,429.7
2011-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2213477.5,2.22,0.0,,0.0,,0.0,422.5
2011-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2253189.12,2.26,0.0,,0.0,,0.0,430.08
2011-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2248369.24,2.25,0.0,,0.0,,0.0,429.16
2011-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2278388.71,2.28,0.0,,0.0,,0.0,434.89
2011-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2284570.73,2.28,0.0,,0.0,,0.0,436.07
2011-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2292010.11,2.28,0.0,,0.0,,0.0,437.49
2011-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5239.0,2298087.35,2.3,0.0,,0.0,,0.0,438.65
2011-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5739.0,2528832.96,2.53,0.0,,0.0,,0.0,440.64
2011-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5739.0,2526422.58,2.52,0.0,,0.0,,0.0,440.22
2011-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5739.0,2535145.86,2.54,0.0,,0.0,,0.0,441.74
2011-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5739.0,2549952.48,2.55,0.0,,0.0,,0.0,444.32
2011-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,439000.0,0.44,0.0,,0.0,,0.0,439.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,447170.0,0.45,0.0,,0.0,,0.0,447.17
2011-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,448000.0,0.45,0.0,,0.0,,0.0,448.0
2011-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,451450.0,0.45,0.0,,0.0,,0.0,451.45
2011-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,450730.0,0.45,0.0,,0.0,,0.0,450.73
2011-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,450400.0,0.45,0.0,,0.0,,0.0,450.4
2011-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1000.0,450220.0,0.45,0.0,,0.0,,0.0,450.22
2011-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,721488.0,0.72,0.0,,0.0,,0.0,450.93
2011-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,704640.0,0.7,0.0,,0.0,,0.0,440.4
2011-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,710448.0,0.71,0.0,,0.0,,0.0,444.03
2011-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,708464.0,0.71,0.0,,0.0,,0.0,442.79
2011-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,711888.0,0.71,0.0,,0.0,,0.0,444.93
2011-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,704224.0,0.7,0.0,,0.0,,0.0,440.14
2011-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,705808.0,0.71,0.0,,0.0,,0.0,441.13
2011-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1600.0,715968.0,0.72,0.0,,0.0,,0.0,447.48
2011-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,944601.0,0.94,0.0,,0.0,,0.0,449.81
2011-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,944601.0,0.94,0.0,,0.0,,0.0,
2011-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,944601.0,0.95,0.0,,0.0,,0.0,
2011-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,943509.0,0.94,0.0,,0.0,,0.0,449.29
2011-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,945546.0,0.95,0.0,,0.0,,0.0,450.26
2011-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,943026.0,0.94,0.0,,0.0,,0.0,449.06
2011-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,943026.0,0.94,0.0,,0.0,,0.0,
2011-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,943026.0,0.94,0.0,,0.0,,0.0,
2011-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,934500.0,0.93,0.0,,0.0,,0.0,445.0
2011-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,920787.0,0.92,0.0,,0.0,,0.0,438.47
2011-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,920367.0,0.92,0.0,,0.0,,0.0,438.27
2011-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,936306.0,0.93,0.0,,0.0,,0.0,445.86
2011-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2100.0,940065.0,0.94,0.0,,0.0,,0.0,447.65
2011-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2590.0,1168452.6,1.17,0.0,,0.0,,0.0,451.14
2011-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,3090.0,1402056.6,1.4,0.0,,0.0,,0.0,453.74
2011-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,3580.0,1606775.6,1.61,0.0,,0.0,,0.0,448.82
2011-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,3580.0,1599758.8,1.6,0.0,,0.0,,0.0,446.86
2011-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4080.0,1820088.0,1.81,0.0,,0.0,,0.0,446.1
2011-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4580.0,2028573.6,2.04,0.0,,0.0,,0.0,442.92
2011-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4580.0,2028253.0,2.03,0.0,,0.0,,0.0,442.85
2011-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4580.0,2042222.0,2.04,0.0,,0.0,,0.0,445.9
2011-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4580.0,2057565.0,2.05,0.0,,0.0,,0.0,449.25
2011-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4580.0,2028573.6,2.03,0.0,,0.0,,0.0,442.92
2011-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4580.0,2031092.6,2.03,0.0,,0.0,,0.0,443.47
2011-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2273858.8,2.27,0.0,,0.0,,0.0,447.61
2011-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2287625.6,2.29,0.0,,0.0,,0.0,450.32
2011-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2301392.4,2.3,0.0,,0.0,,0.0,453.03
2011-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2295804.4,2.3,0.0,,0.0,,0.0,451.93
2011-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2296617.2,2.3,0.0,,0.0,,0.0,452.09
2011-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2265578.4,2.25,0.0,,0.0,,0.0,445.98
2011-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2229104.0,2.23,0.0,,0.0,,0.0,438.8
2011-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2211527.2,2.21,0.0,,0.0,,0.0,435.34
2011-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2207564.8,2.2,0.0,,0.0,,0.0,434.56
2011-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2211628.8,2.21,0.0,,0.0,,0.0,435.36
2011-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,5080.0,2193340.8,2.19,0.0,,0.0,,0.0,431.76
2011-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,3580.0,1566250.0,1.56,0.0,,0.0,,0.0,437.5
2011-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,3280.0,1416435.2,1.41,0.0,,0.0,,0.0,431.84
2011-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2280.0,989383.2,0.99,0.0,,0.0,,0.0,433.94
2011-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2080.0,905257.6,0.9,0.0,,0.0,,0.0,435.22
2011-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,880.0,381365.6,0.38,0.0,,0.0,,0.0,433.37
2011-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,880.0,378488.0,0.38,0.0,,0.0,,0.0,430.1
2011-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,630.0,269721.9,0.27,0.0,,0.0,,0.0,428.13
2011-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,430.0,183592.8,0.18,0.0,,0.0,,0.0,426.96
2011-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,330.0,142279.5,0.14,0.0,,0.0,,0.0,431.15
