,WAVE FP Equity_DX_SI_QTY,WAVE FP Equity_DX_SHORT_INTEREST_VALUE,WAVE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAVE FP Equity_DX_SI_MV,WAVE FP Equity_DX_DSS,WAVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAVE FP Equity_DX_SUPPLY_SI_QTY,WAVE FP Equity_DX_BROKER_SI_QTY,WAVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAVE FP Equity_DX_BROKER_SI_MV_NEW_x,WAVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAVE FP Equity_DX_BROKER_SI_MV_INC_x,WAVE FP Equity_DX_SUPPLY_SI_MV_NEW,WAVE FP Equity_DX_BROKER_SI_QTY_ADD,WAVE FP Equity_DX_BROKER_SI_QTY_NEW,WAVE FP Equity_DX_SUPPLY_SI_MV_DEC,WAVE FP Equity_DX_BROKER_SI_QTY_INC,WAVE FP Equity_DX_SUPPLY_SI_QTY_DEC,WAVE FP Equity_DX_BROKER_SI_MV_NEW_y,WAVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAVE FP Equity_DX_BROKER_SI_MV_INC_y,WAVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAVE FP Equity_DX_BROKER_SI_MV_ADD,WAVE FP Equity_DX_SUPPLY_SI_QTY_ADD,WAVE FP Equity_DX_BROKER_SI_QTY_DEC,WAVE FP Equity_DX_SUPPLY_SI_MV,WAVE FP Equity_DX_BROKER_SI_MV_DEC,WAVE FP Equity_DX_SUPPLY_SI_MV_RMV,WAVE FP Equity_DX_BROKER_SI_MV_RMV,WAVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAVE FP Equity_DX_UTILIZATION_QUANTITY,WAVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAVE FP Equity_DX_ACTIVE_UTILIZATION_MV,WAVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAVE FP Equity_DX_BROKER_SI_CON_RATIO,WAVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAVE FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,0.0,,0.0,,0.0
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.03,10.0,,1.0,100.0,0.0
2007-01-29,200.0,2729.67,0.0,0.03,0.0,0.0,0.0,2729.67,200.0,200.0,2729.67,,,200.0,,,200.0,,,,,,,,200.0,0.0,,,0.0,,,,10.0,10.0,1800.0,24567.01,,0.03,10.0,,1.0,100.0,0.1
2007-01-30,200.0,2727.87,0.0,0.03,0.0,0.0,0.0,2727.87,200.0,200.0,2727.87,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,10.0,10.0,1800.0,24550.86,,0.03,10.0,,1.0,100.0,0.1
2007-01-31,200.0,2794.28,0.0,0.03,0.0,0.0,0.0,2794.28,200.0,200.0,2794.28,,,,,,,,,,,,,,,,,,0.0,,,,10.0,10.0,1800.0,25148.48,,0.03,10.0,,1.0,100.0,0.1
2007-02-01,200.0,2842.73,0.0,0.03,0.0,0.0,0.0,2842.73,200.0,200.0,2842.73,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,10.0,10.0,1800.0,25584.58,,0.03,10.0,,1.0,100.0,0.1
2007-02-02,200.0,2835.55,0.0,0.03,0.0,0.0,0.0,2835.55,200.0,200.0,2835.55,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,10.0,10.0,1800.0,25519.97,,0.03,10.0,,1.0,100.0,0.1
2007-02-05,200.0,2844.53,0.0,0.03,0.0,0.0,0.0,2844.53,200.0,200.0,2844.53,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,10.0,10.0,1800.0,25600.73,,0.03,10.0,,1.0,100.0,0.1
2007-02-06,200.0,2884.01,0.0,0.03,0.0,0.0,0.0,2884.01,242.0,200.0,3489.65,,,42.0,,,,,,,,,,,42.0,,,,0.0,,,,12.1,12.1,1758.0,25350.43,,0.03,12.1,,1.0,100.0,0.1
2007-02-07,242.0,3583.03,0.01,0.04,0.01,0.0,0.0,3583.03,242.0,242.0,3583.03,,,0.0,0.0,,,,,42.0,,,,0.0,0.0,,,,0.0,,,,12.1,12.1,1758.0,26028.76,,0.03,12.1,,1.0,100.0,0.121
2007-02-08,242.0,3619.94,0.01,0.03,0.01,0.0,0.0,3619.94,242.0,242.0,3619.94,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,12.1,12.1,1758.0,26296.93,,0.03,12.1,,1.0,100.0,0.121
2007-02-09,242.0,3596.05,0.01,0.03,0.01,0.0,0.0,3596.05,294.0,242.0,4368.76,,,52.0,,,,,,,,,,,52.0,,,,0.01,,,,14.85,14.85,1686.0,25053.51,,0.03,14.85,,1.0,100.0,0.1222
2007-02-12,297.0,4266.76,0.01,0.04,0.01,0.0,0.0,4266.76,297.0,297.0,4266.76,,,3.0,0.0,,,,,55.0,,,,0.0,3.0,,,,0.0,,,,14.85,14.85,1703.0,24465.64,,0.03,14.85,,1.0,100.0,0.1485
2007-02-13,297.0,4357.37,0.01,0.04,0.01,0.0,0.0,4357.37,529.0,297.0,7761.11,,,232.0,,,,,,,,,,,232.0,,,,0.01,,,,26.45,26.45,1471.0,21581.47,,0.02,26.45,,1.0,100.0,0.1485
2007-02-14,529.0,7704.15,0.01,0.08,0.01,0.01,0.0,7704.15,529.0,529.0,7704.15,,,0.0,0.0,,,,,232.0,,,,0.0,0.0,,,,0.01,,,,26.45,26.45,1471.0,21423.08,,0.02,26.45,,1.0,100.0,0.2645
2007-02-15,529.0,7694.66,0.01,0.08,0.01,0.01,0.0,7694.66,818.0,529.0,11898.36,,,289.0,,,,,,,,,,,289.0,,,,0.01,,,,40.6,40.6,1197.0,17411.16,,0.02,40.6,,1.0,100.0,0.2625
2007-02-16,812.0,11767.36,0.02,0.11,0.02,0.01,0.0,11767.36,813.0,812.0,11781.86,,,,0.0,,,,0.0,283.0,5.0,,,0.0,,,,,0.01,,,,40.6,40.6,1189.0,17230.78,,0.02,40.6,,1.0,100.0,0.4056
2007-02-19,812.0,11840.23,0.02,0.11,0.02,0.01,0.0,11840.23,810.0,812.0,11811.06,,,,,,,,0.0,,3.0,,,,,,,,0.01,,,,40.6,40.6,1185.0,17279.15,,0.02,40.6,,1.0,100.0,0.407
2007-02-20,812.0,11745.5,0.02,0.11,0.02,0.01,0.0,11745.5,812.0,812.0,11745.5,,,2.0,,,,,,,,,,,2.0,,,,0.01,,,,40.6,40.6,1188.0,17184.31,,0.02,40.6,,1.0,100.0,0.406
2007-02-21,812.0,11658.07,0.02,0.11,0.02,0.01,0.0,11658.07,812.0,812.0,11658.07,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,40.6,40.6,1188.0,17056.39,,0.02,40.6,,1.0,100.0,0.406
2007-02-22,812.0,11730.93,0.02,0.11,0.02,0.01,0.0,11730.93,812.0,812.0,11730.93,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,40.6,40.6,1188.0,17162.99,,0.02,40.6,,1.0,100.0,0.406
2007-02-23,812.0,11883.94,0.02,0.12,0.02,0.01,0.0,11883.94,812.0,812.0,11883.94,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,40.6,40.6,1188.0,17386.85,,0.02,40.6,,1.0,100.0,0.406
2007-02-26,812.0,11774.65,0.02,0.12,0.02,0.01,0.0,11774.65,1000.0,812.0,14500.8,,,188.0,,,,,,,,,,,188.0,,,,0.02,,,,50.0,50.0,1000.0,14500.8,,0.02,50.0,,1.0,100.0,0.406
2007-02-27,1153.0,16657.35,0.03,0.17,0.02,0.02,0.0,16657.35,1153.0,1153.0,16657.35,,,153.0,0.01,,,,,341.0,,,,0.01,153.0,,,,0.02,,,,57.65,57.65,847.0,12236.58,,0.01,57.65,,1.0,100.0,0.5765
2007-02-28,1153.0,16191.77,0.03,0.17,0.02,0.02,0.0,16191.77,1153.0,1153.0,16191.77,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,57.65,57.65,847.0,11894.56,,0.01,57.65,,1.0,100.0,0.5765
2007-03-01,1153.0,15933.11,0.03,0.17,0.02,0.02,0.0,15933.11,1120.0,1153.0,15477.09,,,,,,,,0.0,,33.0,,,,,,,,0.02,,,,57.65,57.65,823.0,11372.9,,0.01,57.65,,1.0,100.0,0.5934
2007-03-02,1153.0,15726.19,0.03,0.17,0.02,0.02,0.0,15726.19,1172.0,1153.0,15985.34,,,52.0,,,,,,,,,,,52.0,,,,0.02,,,,57.65,57.65,861.0,11743.49,,0.01,57.65,,1.0,100.0,0.5671
2007-03-05,2153.0,28959.85,0.05,0.32,0.04,0.03,0.0,28959.85,1153.0,2153.0,15508.92,,,,0.02,,,,0.0,1000.0,19.0,,,0.02,,,,,0.02,,,,57.65,57.65,847.0,11392.94,,0.01,57.65,,1.0,100.0,1.0765
2007-03-06,2153.0,30138.33,0.05,0.32,0.04,0.03,0.0,30138.33,1137.0,2153.0,15916.06,,,,,,,,0.0,,16.0,,,,,,,,0.02,,,,57.65,57.65,835.0,11688.58,,0.01,57.65,,1.0,100.0,1.0918
2007-03-07,2153.0,30853.15,0.05,0.32,0.04,0.03,0.0,30853.15,1192.0,2153.0,17081.73,,,55.0,,,,,,,,,,,55.0,,,,0.02,,,,57.65,57.65,876.0,12553.35,,0.01,57.65,,1.0,100.0,1.0411
2007-03-08,2153.0,30930.43,0.05,0.34,0.04,0.03,0.0,30930.43,1195.0,2153.0,17167.61,,,2.0,,,,,,,,,,,2.0,,,,0.02,,,,57.65,57.65,878.0,12613.52,,0.01,57.65,,1.0,100.0,1.0391
2007-03-09,2153.0,31297.5,0.05,0.34,0.04,0.03,0.0,31297.5,1182.0,2153.0,17182.37,,,,,,,,0.0,,12.0,,,,,,,,0.02,,,,57.65,57.65,869.0,12632.39,,0.01,57.65,,1.0,100.0,1.0497
2007-03-12,2153.0,31490.7,0.05,0.37,0.04,0.03,0.0,31490.7,1195.0,2153.0,17478.58,,,12.0,,,,,,,,,,,12.0,,,,0.02,,,,57.65,57.65,878.0,12842.0,,0.01,57.65,,1.0,100.0,1.0391
2007-03-13,2153.0,30911.11,0.05,0.36,0.04,0.03,0.0,30911.11,1194.0,2153.0,17142.53,,,,,,,,0.0,,0.0,,,,,,,,0.02,,,,57.65,57.65,877.0,12591.29,,0.01,57.65,,1.0,100.0,1.0391
2007-03-14,2153.0,30138.33,0.05,0.36,0.04,0.03,0.0,30138.33,1168.0,2153.0,16350.01,,,,,,,,0.0,,26.0,,,,,,,,0.02,,,,57.65,57.65,858.0,12010.54,,0.01,57.65,,1.0,100.0,1.0622
2007-03-15,2153.0,31297.5,0.05,0.36,0.04,0.03,0.0,31297.5,1151.0,2153.0,16731.73,,,,,,,,0.0,,17.0,,,,,,,,0.02,,,,57.65,57.65,845.0,12283.51,,0.01,57.65,,1.0,100.0,1.0787
2007-03-16,2153.0,31297.5,0.05,0.36,0.04,0.03,0.0,31297.5,1212.0,2153.0,17618.47,,,61.0,,,,,,,,,,,61.0,,,,0.02,,,,57.65,57.65,890.0,12937.66,,0.01,57.65,,1.0,100.0,1.0243
2007-03-19,2153.0,31297.5,0.05,0.36,0.04,0.03,0.0,31297.5,1187.0,2153.0,17255.06,,,,,,,,0.0,,25.0,,,,,,,,0.02,,,,57.65,57.65,872.0,12676.0,,0.01,57.65,,1.0,100.0,1.0457
2007-03-20,2153.0,31490.7,0.05,0.4,0.04,0.03,0.0,31490.7,1187.0,2153.0,17361.57,,,,,,,,0.0,,0.0,,,,,,,,0.02,,,,57.65,57.65,872.0,12754.24,,0.01,57.65,,1.0,100.0,1.0457
2007-03-21,2153.0,30969.07,0.05,0.4,0.04,0.03,0.0,30969.07,1190.0,2153.0,17117.14,,,3.0,,,,,,,,,,,3.0,,,,0.02,,,,57.65,57.65,874.0,12571.75,,0.01,57.65,,1.0,100.0,1.0426
2007-03-22,2153.0,30969.07,0.05,0.45,0.04,0.03,0.0,30969.07,1181.0,2153.0,16987.68,,,,,,,,0.0,,9.0,,,,,,,,0.02,,,,57.65,57.65,868.0,12485.44,,0.01,57.65,,1.0,100.0,1.0508
2007-03-23,2153.0,30911.11,0.05,0.47,0.04,0.03,0.0,30911.11,1181.0,2153.0,16955.89,,,0.0,,,,,,,,,,,0.0,,,,0.02,,,,57.65,57.65,868.0,12462.07,,0.01,57.65,,1.0,100.0,1.0508
2007-03-26,2153.0,30428.13,0.05,0.48,0.04,0.03,0.0,30428.13,1180.0,2153.0,16676.82,,,,,,,,0.0,,1.0,,,,,,,,0.02,,,,57.65,57.65,867.0,12253.22,,0.01,57.65,,1.0,100.0,1.0513
