,WAVE FP Equity_DX_SI_QTY,WAVE FP Equity_DX_SHORT_INTEREST_VALUE,WAVE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WAVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WAVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WAVE FP Equity_DX_SI_MV,WAVE FP Equity_DX_DSS,WAVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WAVE FP Equity_DX_SUPPLY_SI_QTY,WAVE FP Equity_DX_BROKER_SI_QTY,WAVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WAVE FP Equity_DX_BROKER_SI_MV_NEW_x,WAVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WAVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,WAVE FP Equity_DX_BROKER_SI_MV_INC_x,WAVE FP Equity_DX_SUPPLY_SI_MV_NEW,WAVE FP Equity_DX_BROKER_SI_QTY_ADD,WAVE FP Equity_DX_BROKER_SI_QTY_NEW,WAVE FP Equity_DX_SUPPLY_SI_MV_DEC,WAVE FP Equity_DX_BROKER_SI_QTY_INC,WAVE FP Equity_DX_SUPPLY_SI_QTY_DEC,WAVE FP Equity_DX_BROKER_SI_MV_NEW_y,WAVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WAVE FP Equity_DX_BROKER_SI_MV_INC_y,WAVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,WAVE FP Equity_DX_BROKER_SI_MV_ADD,WAVE FP Equity_DX_SUPPLY_SI_QTY_ADD,WAVE FP Equity_DX_BROKER_SI_QTY_DEC,WAVE FP Equity_DX_SUPPLY_SI_MV,WAVE FP Equity_DX_BROKER_SI_MV_DEC,WAVE FP Equity_DX_SUPPLY_SI_MV_RMV,WAVE FP Equity_DX_BROKER_SI_MV_RMV,WAVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WAVE FP Equity_DX_UTILIZATION_QUANTITY,WAVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WAVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WAVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WAVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WAVE FP Equity_DX_ACTIVE_UTILIZATION_MV,WAVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WAVE FP Equity_DX_BROKER_SI_CON_RATIO,WAVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WAVE FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16304579.2,,16.35,0.0,,0.0,,0.0
2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16401056.0,,16.31,0.0,,0.0,,0.0
2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16376936.8,,16.4,0.0,,0.0,,0.0
2018-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16135744.8,,16.37,0.0,,0.0,,0.0
2018-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16208102.4,,16.16,0.0,,0.0,,0.0
2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16087506.4,,16.23,0.0,,0.0,,0.0
2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16087506.4,,16.13,0.0,,0.0,,0.0
2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120596.0,16666367.2,,16.11,0.0,,0.0,,0.0
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,17228820.0,,16.65,0.0,,0.0,,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,17228820.0,,17.14,0.0,,0.0,,0.0
2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,18169890.0,,17.16,0.0,,0.0,,0.0
2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,18242280.0,,17.15,0.0,,0.0,,0.0
2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,18411190.0,,17.15,0.0,,0.0,,0.0
2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,18362930.0,,18.22,0.0,,0.0,,0.0
2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,18990310.0,,18.19,0.0,,0.0,,0.0
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,19014440.0,,18.22,0.0,,0.0,,0.0
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,19183350.0,,18.08,0.0,,0.0,,0.0
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120650.0,19038570.0,,18.07,0.0,,0.0,,0.0
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18708450.6,,18.07,0.0,,0.0,,0.0
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18925150.8,,18.14,0.0,,0.0,,0.0
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18876995.2,,18.69,0.0,,0.0,,0.0
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18852917.4,,18.65,0.0,,0.0,,0.0
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18756606.2,,18.62,0.0,,0.0,,0.0
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18901073.0,,18.53,0.0,,0.0,,0.0
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18852917.4,,18.54,0.0,,0.0,,0.0
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18780684.0,,18.61,0.0,,0.0,,0.0
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18588061.6,,18.55,0.0,,0.0,,0.0
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18491750.4,,18.37,0.0,,0.0,,0.0
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18491750.4,,18.29,0.0,,0.0,,0.0
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18299128.0,,18.3,0.0,,0.0,,0.0
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,19503018.0,,18.13,0.0,,0.0,,0.0
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,18780684.0,,19.2,0.0,,0.0,,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,19069617.6,,18.56,0.0,,0.0,,0.0
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120389.0,19864185.0,,18.82,0.0,,0.0,,0.0
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,120629.0,20579307.4,,19.59,0.0,,0.0,,0.0
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121036.0,20576120.0,,20.26,0.0,,0.0,,0.0
2018-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121408.0,20663641.6,,20.25,0.0,,0.0,,0.0
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121408.0,20882176.0,,20.28,0.0,,0.0,,0.0
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121455.0,21327498.0,,20.89,0.0,,0.0,,0.0
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121455.0,21643281.0,,21.33,0.0,,0.0,,0.0
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121455.0,21473244.0,,21.64,0.0,,0.0,,0.0
2018-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121455.0,21497535.0,,21.48,0.0,,0.0,,0.0
2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121719.0,21349512.6,,21.54,0.0,,0.0,,0.0
2018-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,21339009.6,,21.36,0.0,,0.0,,0.0
2018-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,21363369.2,,21.31,0.0,,0.0,,0.0
2018-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121764.0,21186936.0,,21.36,0.0,,0.0,,0.0
2018-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121764.0,20699880.0,,21.18,0.0,,0.0,,0.0
2018-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121764.0,20919055.2,,20.7,0.0,,0.0,,0.0
2018-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,21314650.0,,20.93,0.0,,0.0,,0.0
2018-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,21436448.0,,21.32,0.0,,0.0,,0.0
2018-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,21680044.0,,21.44,0.0,,0.0,,0.0
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,21777482.4,,21.68,0.0,,0.0,,0.0
2018-06-29,841.0,142129.0,0.04,0.36,0.02,0.15,0.0,142129.0,0.0,841.0,0.0,,,,,,841.0,,,,,,,,,0.15,,,0.0,,,,0.0,0.0,121798.0,20583862.0,,21.76,0.0,,1.0,100.0,0.0069
2018-07-02,841.0,140447.0,0.04,0.35,0.02,0.14,0.0,140447.0,0.0,841.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,20340266.0,,20.58,0.0,,1.0,100.0,0.0069
2018-07-03,45.0,7677.0,0.0,0.02,0.0,0.01,0.0,7677.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,796.0,0.0,0.13,,,0.0,0.0,121798.0,20778738.8,,20.34,0.0,,1.0,100.0,0.0004
2018-07-04,45.0,7443.0,0.0,0.02,0.0,0.01,0.0,7443.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121798.0,20145389.2,,20.77,0.0,,1.0,100.0,0.0004
2018-07-05,45.0,7506.0,0.0,0.02,0.0,0.01,0.0,7506.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124080.0,20696544.0,,20.23,0.0,,1.0,100.0,0.0004
2018-07-06,45.0,7515.0,0.0,0.02,0.0,0.01,0.0,7515.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124080.0,20721360.0,,20.7,0.0,,1.0,100.0,0.0004
2018-07-09,45.0,7731.0,0.0,0.02,0.0,0.01,0.0,7731.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124080.0,21316944.0,,20.72,0.0,,1.0,100.0,0.0004
2018-07-10,45.0,7731.0,0.0,0.01,0.0,0.01,0.0,7731.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124462.0,21382571.6,,21.38,0.0,,1.0,100.0,0.0004
2018-07-11,45.0,7677.0,0.0,0.01,0.0,0.01,0.0,7677.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21249594.8,,21.4,0.0,,1.0,100.0,0.0004
2018-07-12,45.0,7686.0,0.0,0.02,0.0,0.01,0.0,7686.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21274506.4,,21.25,0.0,,1.0,100.0,0.0004
2018-07-13,45.0,7758.0,0.0,0.02,0.0,0.01,0.0,7758.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21473799.2,,21.28,0.0,,1.0,100.0,0.0004
2018-07-16,45.0,7992.0,0.0,0.02,0.0,0.01,0.0,7992.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,22121500.8,,21.48,0.0,,1.0,100.0,0.0004
2018-07-17,45.0,7938.0,0.0,0.02,0.0,0.01,0.0,7938.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21972031.2,,22.12,0.0,,1.0,100.0,0.0004
2018-07-18,45.0,7794.0,0.0,0.02,0.0,0.01,0.0,7794.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21573445.6,,21.97,0.0,,1.0,100.0,0.0004
2018-07-19,45.0,7695.0,0.0,0.02,0.0,0.01,0.0,7695.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21299418.0,,21.57,0.0,,1.0,100.0,0.0004
2018-07-20,45.0,7695.0,0.0,0.02,0.0,0.01,0.0,7695.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21299418.0,,21.3,0.0,,1.0,100.0,0.0004
2018-07-23,45.0,7695.0,0.0,0.02,0.0,0.01,0.0,7695.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124558.0,21299418.0,,21.3,0.0,,1.0,100.0,0.0004
2018-07-24,45.0,7740.0,0.0,0.02,0.0,0.01,0.0,7740.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123233.0,21196076.0,,21.07,0.0,,1.0,100.0,0.0004
2018-07-25,45.0,7740.0,0.0,0.02,0.0,0.01,0.0,7740.0,0.0,45.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123233.0,21196076.0,,21.2,0.0,,1.0,100.0,0.0004
2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,45.0,0.0,0.01,,,0.0,0.0,123233.0,20579911.0,,21.19,0.0,,0.0,,0.0
2018-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123233.0,20358091.6,,20.58,0.0,,0.0,,0.0
2018-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,122707.0,19656310.97,,20.26,0.0,,0.0,,0.0
2018-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123233.0,19716047.94,,19.84,0.0,,0.0,,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96260.0,14862544.0,,15.47,0.0,,0.0,,0.0
2018-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95788.0,14751352.0,,14.79,0.0,,0.0,,0.0
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95165.0,14845740.0,,14.66,0.0,,0.0,,0.0
2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95755.0,15014384.0,,14.94,0.0,,0.0,,0.0
2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95755.0,15033535.0,,15.01,0.0,,0.0,,0.0
2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95755.0,15090988.0,,15.03,0.0,,0.0,,0.0
2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95755.0,15129290.0,,15.09,0.0,,0.0,,0.0
2018-08-10,967.0,152399.2,0.04,0.26,0.02,0.15,0.0,152399.2,0.0,967.0,0.0,,,,,,967.0,,,,,,,,,0.15,,,0.0,,,,0.0,0.0,95755.0,15090988.0,,15.13,0.0,,1.0,100.0,0.0101
2018-08-13,967.0,151432.2,0.04,0.27,0.02,0.15,0.0,151432.2,0.0,967.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96575.0,15123645.0,,15.22,0.0,,1.0,100.0,0.01
2018-08-14,32.0,4998.4,0.0,0.01,0.0,0.01,0.0,4998.4,0.0,32.0,0.0,,,,,,,,,,,,,,,,,935.0,0.0,0.15,,,0.0,0.0,96897.0,15135311.4,,15.18,0.0,,1.0,100.0,0.0003
2018-08-15,32.0,4992.0,0.0,0.01,0.0,0.01,0.0,4992.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96897.0,15115932.0,,15.14,0.0,,1.0,100.0,0.0003
2018-08-16,32.0,4928.0,0.0,0.01,0.0,0.01,0.0,4928.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96897.0,14922138.0,,15.12,0.0,,1.0,100.0,0.0003
2018-08-17,32.0,4947.2,0.0,0.01,0.0,0.0,0.0,4947.2,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96954.0,14989088.4,,14.93,0.0,,1.0,100.0,0.0003
2018-08-20,32.0,4928.0,0.0,0.01,0.0,0.0,0.0,4928.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96998.0,14937692.0,,14.99,0.0,,1.0,100.0,0.0003
2018-08-21,32.0,4934.4,0.0,0.01,0.0,0.0,0.0,4934.4,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97022.0,14960792.4,,14.94,0.0,,1.0,100.0,0.0003
2018-08-22,32.0,5024.0,0.0,0.01,0.0,0.0,0.0,5024.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97850.0,15362450.0,,15.09,0.0,,1.0,100.0,0.0003
2018-08-23,32.0,5088.0,0.0,0.01,0.0,0.01,0.0,5088.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97908.0,15567372.0,,15.37,0.0,,1.0,100.0,0.0003
2018-08-24,32.0,5113.6,0.0,0.01,0.0,0.01,0.0,5113.6,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,97985.0,15658003.0,,15.58,0.0,,1.0,100.0,0.0003
2018-08-27,32.0,5152.0,0.0,0.01,0.0,0.01,0.0,5152.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,98068.0,15788948.0,,15.67,0.0,,1.0,100.0,0.0003
2018-08-28,32.0,5152.0,0.0,0.01,0.0,0.01,0.0,5152.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,98313.0,15828393.0,,15.83,0.0,,1.0,100.0,0.0003
2018-08-29,32.0,5139.2,0.0,0.01,0.0,0.01,0.0,5139.2,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,98458.0,15812354.8,,16.0,0.0,,1.0,100.0,0.0003
2018-08-30,32.0,5152.0,0.0,0.01,0.0,0.01,0.0,5152.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,98458.0,15851738.0,,15.81,0.0,,1.0,100.0,0.0003
2018-08-31,32.0,5158.4,0.0,0.01,0.0,0.01,0.0,5158.4,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,98487.0,15876104.4,,15.86,0.0,,1.0,100.0,0.0003
2018-09-03,32.0,5235.2,0.0,0.01,0.0,0.01,0.0,5235.2,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,98610.0,16132596.0,,15.88,0.0,,1.0,100.0,0.0003
2018-09-04,128.0,5369.6,0.0,0.05,0.0,0.01,0.0,5369.6,0.0,128.0,0.0,,,,0.0,,,,,96.0,,,,0.0,,,,,0.0,,,,0.0,0.0,393180.0,16493901.0,,16.09,0.0,,1.0,100.0,0.0003
2018-09-05,128.0,5376.0,0.0,0.05,0.0,0.01,0.0,5376.0,0.0,128.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,66937.0,2811354.0,,2.74,0.0,,1.0,100.0,0.0019
2018-09-06,128.0,5376.0,0.0,0.04,0.0,0.01,0.0,5376.0,0.0,128.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,58826.0,2470692.0,,2.41,0.0,,1.0,100.0,0.0022
2018-09-07,128.0,5344.0,0.0,0.03,0.0,0.01,0.0,5344.0,0.0,128.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,64359.0,2686988.25,,2.62,0.0,,1.0,100.0,0.002
2018-09-10,228.0,9393.6,0.0,0.07,0.0,0.01,0.0,9393.6,0.0,228.0,0.0,,,,,,100.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.86,0.5075,56.14,0.0033
2018-09-11,228.0,9450.6,0.0,0.07,0.0,0.01,0.0,9450.6,0.0,228.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.86,0.5075,56.14,0.0031
2018-09-12,2739.0,115038.0,0.03,0.84,0.01,0.11,0.0,9576.0,2511.0,228.0,105462.0,,,,,,,,,,,,,,,,2511.0,,0.1,,,,3.44,3.44,70404.0,2956968.0,,2.89,3.46,4.69,0.8434,91.64,0.0376
2018-09-13,2739.0,115311.9,0.03,0.77,0.01,0.11,0.0,9598.8,2511.0,228.0,105713.1,,,,,,,,,,,,,,,,,,0.1,,,,3.44,3.44,70526.0,2969144.6,,2.9,3.49,4.7,0.8432,91.63,0.0375
2018-09-14,228.0,9587.4,0.0,0.06,0.0,0.01,0.0,9587.4,0.0,228.0,0.0,,,,,,,,0.1,,2511.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.86,0.5075,56.14,0.0032
2018-09-17,228.0,9576.0,0.0,0.06,0.0,0.01,0.0,9576.0,0.0,228.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.86,0.5075,56.14,0.0032
2018-09-18,228.0,9576.0,0.0,0.06,0.0,0.01,0.0,9576.0,0.0,228.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.86,0.5075,56.14,0.0009
