,MMB FP Equity_DX_SI_QTY,MMB FP Equity_DX_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MMB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MMB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MMB FP Equity_DX_SI_MV,MMB FP Equity_DX_DSS,MMB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY,MMB FP Equity_DX_BROKER_SI_QTY,MMB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MMB FP Equity_DX_BROKER_SI_MV_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MMB FP Equity_DX_BROKER_SI_MV_INC_x,MMB FP Equity_DX_SUPPLY_SI_MV_NEW,MMB FP Equity_DX_BROKER_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_NEW,MMB FP Equity_DX_SUPPLY_SI_MV_DEC,MMB FP Equity_DX_BROKER_SI_QTY_INC,MMB FP Equity_DX_SUPPLY_SI_QTY_DEC,MMB FP Equity_DX_BROKER_SI_MV_NEW_y,MMB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MMB FP Equity_DX_BROKER_SI_MV_INC_y,MMB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MMB FP Equity_DX_BROKER_SI_MV_ADD,MMB FP Equity_DX_SUPPLY_SI_QTY_ADD,MMB FP Equity_DX_BROKER_SI_QTY_DEC,MMB FP Equity_DX_SUPPLY_SI_MV,MMB FP Equity_DX_BROKER_SI_MV_DEC,MMB FP Equity_DX_SUPPLY_SI_MV_RMV,MMB FP Equity_DX_BROKER_SI_MV_RMV,MMB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MMB FP Equity_DX_UTILIZATION_QUANTITY,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MMB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MMB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MMB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MMB FP Equity_DX_ACTIVE_UTILIZATION_MV,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MMB FP Equity_DX_BROKER_SI_CON_RATIO,MMB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MMB FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-04-07,8336329.0,140686349.85,6.87,11.04,6.21,412.14,2.0,91454483.7,3707323.0,5419109.0,62565877.69,,222335.0,25676.0,5.86,10.76,,,6.46,122167.0,132979.0,,222335.0,5.86,25676.0,,2303.0,,182.71,,,,16.5,16.5,18765748.0,316696304.6,,915.49,16.64,11.45,0.1335,26.98,0.3709
2008-04-08,8190599.0,135441041.08,6.75,11.12,6.11,407.32,2.0,87196187.6,3707640.0,5273062.0,61310121.71,,,7685.0,0.47,,,,0.68,251.0,14677.0,,,0.47,7685.0,,7309.0,146298.0,183.42,7.26,,,16.35,16.35,18969868.0,313688738.88,,923.29,16.57,11.76,0.1351,27.3,0.3612
2008-04-09,8931831.0,148250542.85,7.36,12.17,6.66,437.33,2.0,103797742.48,3667432.0,6253629.0,60872041.23,,,137735.0,28.65,,474000.0,,0.92,614627.0,17183.0,,,28.65,137735.0,23.42,61575.0,108060.0,178.59,5.92,10.66,,17.91,17.91,16808070.0,278980368.27,222335.0,810.08,18.06,13.12,0.1355,28.44,0.4362
2008-04-10,9345419.0,152032878.64,7.7,12.93,6.97,457.91,2.0,98371046.17,4338921.0,6046841.0,70586310.77,,,437100.0,2.83,,,,0.88,55704.0,18393.0,,,2.83,437100.0,,252782.0,262492.0,210.52,12.38,,,20.21,20.21,17130340.0,278679308.25,,817.61,20.48,15.49,0.1263,25.82,0.4353
2008-04-11,9329665.0,148314737.34,7.69,12.97,6.96,451.63,2.0,95876870.64,4238921.0,6031087.0,67386605.49,,,2500.0,0.54,,,,4.91,14850.0,102500.0,,,0.54,2500.0,,,30604.0,202.07,1.43,,,19.85,19.85,17112636.0,272041505.62,,801.09,20.14,15.51,0.1281,26.25,0.437
2008-04-14,9281107.0,147160157.04,7.8,13.17,6.92,444.33,2.0,94856700.94,4161974.0,5982429.0,65991777.43,,,100.0,2.18,,,,3.67,51113.0,77047.0,,,2.18,100.0,,,99771.0,196.44,5.63,,,19.07,19.06,17668256.0,280145819.63,,815.76,19.41,15.05,0.1285,26.6,0.425
2008-04-15,9331924.0,147164356.72,7.84,13.31,6.96,444.43,2.0,93032916.7,4177229.0,5899364.0,65874863.39,,,8811.0,2.94,,,,0.47,69347.0,10000.0,,,2.94,8811.0,,22753.0,152412.0,195.99,7.43,0.3,,19.29,19.29,17473036.0,275549619.01,6309.0,804.2,19.59,15.02,0.1291,26.8,0.4309
2008-04-16,10107799.0,162525386.63,8.49,14.55,7.54,474.92,2.0,111177518.21,4797905.0,6914366.0,77146504.9,,,784133.0,34.66,,474402.0,,14.68,762000.0,319127.0,,,34.66,784133.0,21.57,155670.0,221400.0,223.75,12.35,,,71.8,21.95,1884549.0,30302052.39,,88.11,71.75,13.68,0.1509,31.91,0.4625
2008-04-17,10128863.0,158026876.68,8.51,14.65,7.55,481.44,2.0,108405906.67,4779669.0,6948366.0,74570676.26,,,10446.0,5.19,,,,1.56,101000.0,34226.0,,,5.19,10446.0,,5544.0,67000.0,225.1,2.97,,,72.46,23.47,1816184.0,28335449.4,,82.52,73.17,13.5,0.1548,32.6,0.4974
2008-04-18,10164580.0,160330257.01,8.54,14.49,7.58,477.5,2.0,109540801.16,4904410.0,6944642.0,77359351.37,,,35103.0,2.82,,,,1.08,82259.0,22868.0,,,2.82,35103.0,,112506.0,85983.0,227.58,4.47,,,71.36,23.72,1968426.0,31048823.12,,90.42,71.57,13.52,0.1544,32.92,0.4915
2008-04-21,10426672.0,164392699.53,8.76,14.96,7.77,489.52,2.0,114743344.24,4875502.0,7277642.0,76869871.36,,,49328.0,16.25,,,,4.36,333000.0,95614.0,,,16.25,49328.0,,17378.0,,226.01,,,,71.52,22.93,1941605.0,30612422.39,,89.15,71.71,13.24,0.1482,32.02,0.4904
2008-04-22,10856344.0,170756852.95,9.12,15.54,8.09,511.38,2.0,113942723.68,5428589.0,7244227.0,85384985.37,,,149849.0,40.85,,112011.0,,0.02,820823.0,448.0,,,40.85,149849.0,5.46,403686.0,,250.81,,,45.18,68.8,26.47,2461503.0,38716395.3,,112.83,68.97,13.51,0.1504,32.46,0.5294
2008-04-23,12064173.0,193111894.49,10.14,17.46,8.99,569.36,2.0,135156699.01,5506169.0,8443570.0,88137556.3,45.24,,13000.0,11.51,,,966249.0,0.16,233094.0,3420.0,45.24,,11.51,13000.0,,68000.0,,256.08,,,,68.7,27.07,2508562.0,40154692.76,,115.51,68.92,12.19,0.1272,29.0,0.593
2008-04-24,14508049.0,228642263.83,12.19,20.76,10.82,688.31,3.0,159009015.31,6344803.0,10089607.0,99992088.63,,,528543.0,76.91,,,,0.06,1646037.0,2274.0,,,76.91,528543.0,,312365.0,,297.07,,,,71.45,31.23,2535355.0,39956392.95,,117.18,71.71,10.12,0.1455,33.33,0.7141
2008-04-25,16485169.0,263029447.34,13.85,24.27,12.29,776.64,3.0,167153715.57,8341772.0,10476231.0,133097311.83,,,515926.0,17.83,,326200.0,,2.79,381012.0,62343.0,,,17.83,515926.0,15.52,1543386.0,320588.0,388.44,16.22,,,76.22,38.04,2602105.0,41517938.95,,120.69,76.3,8.93,0.1136,27.75,0.7518
2008-04-28,18424420.0,294857423.99,15.48,27.71,13.74,869.63,3.0,191354329.05,8861945.0,11956940.0,141823203.89,,,286521.0,60.11,,335924.0,,1.25,1272373.0,27378.0,,,60.11,286521.0,15.63,270975.0,127588.0,414.62,6.34,0.46,,77.51,41.4,2571239.0,41149132.94,9945.0,119.76,77.59,8.27,0.1027,25.01,0.8606
2008-04-29,21305344.0,335033489.63,17.91,33.17,15.88,1006.56,4.0,222429663.42,9935797.0,14144677.0,156243651.41,,,559503.0,105.39,,,,1.78,2207589.0,34677.0,,,105.39,559503.0,,549026.0,19852.0,463.65,0.81,,,77.75,46.81,2844088.0,44724212.27,,131.98,77.84,8.12,0.1168,28.13,1.0038
2008-04-30,21310134.0,338183878.44,17.91,34.43,15.89,994.05,4.0,227738860.02,11232885.0,14350612.0,178261695.37,,,931249.0,64.37,,,,13.94,1413578.0,300130.0,,,64.37,931249.0,,693219.0,1207643.0,518.34,61.08,1.27,,85.05,52.37,1974408.0,31333118.56,27250.0,90.99,85.07,9.53,0.0959,23.37,0.9935
2008-05-01,21312664.0,338224028.59,17.91,35.33,15.89,1003.04,4.0,222344869.02,11525808.0,14010718.0,182910274.12,,,87553.0,9.06,,,,17.22,171106.0,377000.0,,,9.06,87553.0,,582370.0,511000.0,537.76,23.75,,,88.86,58.12,1444255.0,22919788.18,,66.67,88.97,9.74,0.0972,23.19,1.0748
2008-05-02,23469288.0,375103854.54,19.72,38.91,17.5,1099.68,4.0,247640545.03,12931638.0,15494235.0,206683187.8,,,812293.0,67.5,,26200.0,,0.69,1457317.0,14428.0,,,67.5,812293.0,1.18,607965.0,,597.6,,,,92.91,64.39,986525.0,15767386.3,,44.74,93.03,13.63,0.0959,21.15,1.1686
2008-05-05,23760052.0,380171049.69,19.97,39.42,17.71,1097.97,4.0,262066931.46,13072204.0,16378743.0,209160885.53,,3524.0,72276.0,41.19,0.16,,,0.27,923265.0,5940.0,,3524.0,41.19,72276.0,,70706.0,38757.0,593.37,2.8,,,93.12,65.19,966241.0,15460271.52,,43.68,93.14,13.32,0.1075,24.93,1.1848
2008-05-06,23929316.0,383217728.58,20.11,40.52,17.84,1104.53,4.0,263474091.23,13198194.0,16452148.0,211363414.07,,6309.0,132919.0,3.26,0.28,,,3.33,73405.0,73744.0,,6309.0,3.26,132919.0,,60506.0,,599.79,,,,93.3,65.92,948380.0,15187898.79,,42.76,93.35,13.26,0.1066,24.85,1.1952
2008-05-07,22052136.0,361575097.55,16.95,37.49,16.44,1025.23,4.0,248074124.63,11663255.0,15129815.0,191235105.95,,,715.0,0.73,,,,68.92,14237.0,1537007.0,,,0.73,715.0,,1352.0,1336570.0,537.22,60.03,,,87.92,53.17,1602327.0,26272354.81,,73.93,87.9,10.83,0.1002,24.49,1.0054
2008-05-08,22916622.0,376721719.51,17.61,39.38,17.08,1074.6,4.0,267059632.44,11610686.0,16245691.0,190865721.6,,,92751.0,60.48,,,,12.26,1325876.0,269815.0,,,60.48,92751.0,,124495.0,210000.0,541.23,8.32,,,87.83,47.82,1608938.0,26449006.75,,74.88,87.85,9.54,0.1167,28.64,0.9439
2008-05-09,20633682.0,333722076.33,15.86,34.29,15.38,965.37,4.0,241515852.76,10511369.0,14932669.0,170007267.14,,,1623.0,11.88,,,,52.03,256060.0,1123040.0,,,11.88,1623.0,,22100.0,1569082.0,487.33,73.64,,,81.75,45.15,2347182.0,37962514.43,,107.99,81.86,9.29,0.1099,26.99,0.8864
2008-05-12,20885696.0,341489846.22,16.05,34.36,15.57,970.78,4.0,254310500.04,9720219.0,15553762.0,158929637.37,,,692.0,64.0,,,,36.69,1362093.0,792886.0,,,64.0,692.0,,1044.0,741000.0,447.43,35.54,,,80.99,41.81,2281351.0,37301040.97,,105.0,80.99,11.47,0.112,26.77,0.8983
2008-05-13,19534960.0,319335688.4,15.01,31.83,14.56,914.41,3.0,245330492.33,8947679.0,15007785.0,146266653.89,,,36000.0,,,,,36.71,,811540.0,,,,36000.0,,3000.0,545977.0,417.22,24.4,,,76.69,37.03,2719698.0,44458582.62,,126.02,76.8,10.56,0.1151,27.87,0.8085
2008-05-14,19210092.0,316809501.69,14.76,31.5,14.32,899.25,3.0,243954071.61,8590354.0,14792423.0,141670626.57,,,72298.0,29.89,,,,25.37,643713.0,547341.0,,,29.89,72298.0,,117718.0,859075.0,400.52,39.34,,,75.26,36.17,2823713.0,46568184.5,,131.55,75.28,10.31,0.1172,28.37,0.8089
2008-05-15,18166432.0,301138980.54,13.96,29.9,13.54,855.45,3.0,241192679.53,7638766.0,14550127.0,126625316.73,,,116041.0,0.92,,,,49.95,16000.0,1080639.0,,,0.92,116041.0,,13010.0,258296.0,359.64,10.63,,,71.15,33.57,3096880.0,51335963.28,,145.31,71.22,10.44,0.1274,29.98,0.7984
2008-05-16,16840108.0,280045946.58,12.94,28.31,12.55,793.19,3.0,227327851.42,7236544.0,13669991.0,120341556.86,,38000.0,34069.0,3.3,1.78,,,22.04,69000.0,470535.0,,38000.0,3.3,34069.0,,,949136.0,340.36,44.88,0.18,,72.05,31.39,2807031.0,46680083.85,3756.0,132.15,72.03,11.32,0.129,29.94,0.7305
2008-05-19,16344119.0,273300081.98,12.56,27.04,12.18,773.82,3.0,219683741.91,7173732.0,13137710.0,119956391.88,,,8859.0,,,,,4.28,,94776.0,,,,8859.0,,23105.0,532281.0,340.68,24.23,,,71.83,31.11,2813025.0,47038323.88,,133.25,71.88,11.12,0.1321,30.75,0.7088
2008-05-20,13424269.0,220156810.18,10.32,22.21,10.01,635.6,3.0,171418867.35,6434569.0,10452427.0,105526355.73,,46251.0,,,2.15,,,35.62,,739163.0,,46251.0,,,,,2685283.0,302.83,125.73,,,67.94,27.93,3036496.0,49798262.65,,141.8,68.11,13.52,0.1101,24.64,0.5828
2008-05-21,11516244.0,186096919.72,8.85,18.95,8.59,539.37,2.0,139805031.3,6033809.0,8651561.0,97503428.12,,,20724.0,,,9600.0,,22.32,,468708.0,,,,20724.0,0.45,973.0,1810466.0,279.74,86.63,,,65.1,26.14,3235200.0,52279263.51,,148.45,65.33,12.33,0.1262,29.0,0.4989
2008-05-22,11223136.0,180804968.13,8.63,18.53,8.37,523.98,2.0,133979980.87,5774718.0,8316561.0,93030834.16,,,22060.0,,,,,12.97,,281151.0,,,,22060.0,,,335000.0,266.99,16.44,,,67.54,25.05,2775748.0,44717361.41,,126.46,67.86,12.32,0.1323,29.86,0.4869
2008-05-23,11053436.0,176234507.18,8.49,18.14,8.24,515.76,2.0,131670204.72,5475642.0,8258361.0,87302904.67,,,,,,,,13.79,,299076.0,,,,,,,58200.0,252.62,2.42,,,67.61,23.55,2623632.0,41830838.17,,119.12,67.96,12.52,0.1352,30.25,0.4755
2008-05-26,10512232.0,167754275.33,8.08,17.26,7.84,487.57,2.0,124469856.04,5247462.0,7799837.0,83739037.07,,,,,,,,11.3,,243480.0,,,,,,15300.0,458524.0,239.86,21.89,,,22.81,22.81,17756514.0,283358580.61,,801.17,23.04,13.2,0.1344,29.67,0.457
2008-05-27,10293181.0,161893391.42,7.91,17.38,7.67,477.38,2.0,120490509.83,5172462.0,7660786.0,81353608.29,,,68.0,3.48,,,,3.42,80000.0,75068.0,,,3.48,68.0,,,219051.0,236.26,10.81,,,22.37,22.37,17945558.0,282251642.67,,806.09,22.67,13.5,0.1388,30.42,0.4452
2008-05-28,9979334.0,159850031.45,7.67,16.67,7.44,459.51,2.0,120273007.32,4920335.0,7508566.0,78814448.39,,,910.0,0.04,,,,11.46,2000.0,253037.0,,,0.04,910.0,,,154220.0,224.0,7.67,,,22.35,22.35,17091880.0,273779548.37,,766.37,22.62,13.95,0.1377,29.98,0.4533
2008-05-29,8757136.0,140675193.98,6.73,14.55,6.53,406.14,2.0,99587044.89,4965705.0,6199368.0,79769403.39,,101500.0,,0.32,4.6,,,2.97,6320.0,67155.0,,101500.0,0.32,,,11025.0,1315518.0,228.54,60.22,,,21.54,21.54,18083992.0,290502406.55,,820.34,21.79,15.99,0.1101,21.72,0.3799
2008-05-30,8011511.0,131416385.9,6.16,13.38,5.97,371.92,2.0,91216641.89,4667563.0,5560822.0,76564116.36,,,6511.0,,,,,13.83,,304653.0,,,,6511.0,,,638546.0,215.92,29.5,,,20.34,20.34,18275044.0,299773692.45,,837.73,20.49,17.46,0.108,20.56,0.3492
2008-06-02,7812121.0,128145702.85,6.0,12.87,5.82,366.59,2.0,88011753.06,4532078.0,5365443.0,74341695.51,,,,1.22,,,,6.21,24479.0,135485.0,,,1.22,,,,219858.0,211.16,9.52,,,19.78,19.78,18382720.0,301539949.87,,852.27,19.86,17.91,0.1111,20.81,0.3409
2008-06-03,8026695.0,132970759.9,6.17,12.96,5.98,379.04,2.0,93018742.75,4458437.0,5615017.0,73858762.03,,,118719.0,17.37,,,,8.76,368583.0,192360.0,,,17.37,118719.0,,,119009.0,210.6,5.37,,,19.39,19.39,18530256.0,306973445.68,,863.69,19.6,17.36,0.1086,19.65,0.3492
2008-06-04,7877066.0,130297065.58,6.05,12.27,5.87,373.41,2.0,89486685.97,4493091.0,5409888.0,74321653.86,,,91696.0,6.65,,,,2.99,133181.0,64467.0,,,6.65,91696.0,,7425.0,338310.0,212.89,15.69,,,18.12,18.12,20309168.0,335940437.05,,950.59,18.3,17.79,0.109,18.06,0.3176
2008-06-05,7713440.0,130208275.51,5.93,11.91,5.75,363.45,2.0,91226989.03,4441233.0,5404218.0,74971127.03,,,154352.0,0.53,,,,12.99,20150.0,271768.0,,,0.53,154352.0,,85586.0,25820.0,210.09,1.44,0.94,,18.48,18.48,19596588.0,330804145.68,20028.0,921.57,18.56,18.16,0.1099,18.39,0.3209
2008-06-06,7573767.0,123379076.81,5.82,11.38,5.65,358.94,2.0,85067978.14,4405460.0,5221996.0,71766346.61,,20028.0,23191.0,0.21,0.92,,,5.65,1242.0,117571.0,,20028.0,0.21,23191.0,,38579.0,183464.0,208.46,8.4,,,18.33,18.33,19624446.0,319688476.06,,918.4,18.5,18.42,0.1114,18.6,0.3152
2008-06-09,7303238.0,116700037.11,5.61,10.82,5.44,343.03,2.0,79704071.15,4127894.0,4987983.0,65960520.93,,,55968.0,3.9,,,,15.14,82670.0,328241.0,,,3.9,55968.0,,79132.0,316683.0,192.5,15.33,3.98,,17.43,17.43,19551122.0,312411653.96,84425.0,895.01,17.7,15.54,0.1101,20.21,0.3084
2008-06-10,7356397.0,114194635.14,5.65,10.95,5.48,343.18,2.0,79827894.39,3931388.0,5142498.0,61027622.39,,,25570.0,6.95,,,,7.81,154515.0,170219.0,,,6.95,25570.0,,27272.0,,181.29,,3.67,,16.89,16.89,19339594.0,300211894.58,79129.0,867.03,17.29,15.5,0.1104,20.4,0.3161
2008-06-11,7395823.0,109969660.12,5.68,10.61,5.51,335.57,2.0,77050846.27,4008524.0,5181924.0,59603376.37,,,9819.0,4.5,,,,0.74,109600.0,11815.0,,,4.5,9819.0,,79132.0,70174.0,177.11,3.43,,,17.26,17.26,19220650.0,285794880.13,,826.83,17.64,15.58,0.116,22.07,0.3184
2008-06-12,6951619.0,103708778.25,5.34,9.58,5.18,309.67,2.0,72989933.01,3845723.0,4892529.0,57372999.56,,,100000.0,6.66,,,,12.19,170634.0,275355.0,,,6.66,100000.0,,12554.0,460029.0,166.31,22.14,,,17.09,17.08,18662600.0,278420817.51,,786.97,17.45,16.8,0.12,23.27,0.3088
2008-06-13,6667961.0,98321919.02,5.12,9.01,4.97,297.01,1.0,68329164.19,3493490.0,4633923.0,51512994.89,,,,,,,,14.84,,352233.0,,,,,,,258606.0,151.13,11.32,,,15.52,15.51,19021226.0,280476061.95,,798.76,15.91,17.56,0.1218,22.75,0.2961
2008-06-16,7225061.0,104646471.1,5.55,9.65,5.39,316.9,2.0,76149008.11,3468490.0,5257523.0,50236979.12,,,,30.19,,,,1.16,735000.0,25000.0,,,30.19,,,,111400.0,147.72,5.16,,,15.34,15.34,19135854.0,277160233.34,,789.35,15.76,16.26,0.1192,20.43,0.3195
2008-06-17,7110136.0,103032190.15,5.46,9.21,5.3,307.53,2.0,68700260.47,3514055.0,4740928.0,50921780.25,,131305.0,8804.0,,5.37,,,4.21,,94544.0,,131305.0,,8804.0,,,516595.0,147.88,23.4,,,15.5,15.5,19160972.0,277659514.6,,785.45,15.84,16.71,0.1204,21.04,0.3136
2008-06-18,7526236.0,106614010.45,5.78,9.72,5.61,324.7,2.0,72606425.81,3570202.0,5125528.0,50574225.06,,,12740.0,3.6,,375532.0,,,87614.0,,,,3.6,12740.0,16.14,43407.0,78546.0,149.7,3.68,,,15.88,15.88,18909878.0,267870676.76,,766.53,16.34,15.78,0.1173,18.79,0.3348
2008-06-19,7455648.0,102609342.55,5.73,9.5,5.56,317.92,2.0,69164494.36,3426122.0,5025528.0,47152457.56,,,32915.0,,,,,7.27,,176995.0,,,,32915.0,,,100000.0,141.66,4.22,,,15.01,15.0,19396178.0,266942467.31,,769.66,15.54,16.1,0.1192,19.23,0.3265
2008-06-20,7435062.0,97726216.53,5.71,9.4,5.54,309.72,2.0,66003999.12,3404491.0,5021619.0,44748520.54,,37594.0,481.0,1.0,1.4,,,6.32,26300.0,144479.0,,37594.0,1.0,481.0,,84773.0,30209.0,136.09,2.64,,,71.07,14.81,1385676.0,18213280.91,,51.73,72.46,16.32,0.1201,19.51,0.3234
2008-06-23,7331625.0,98751187.01,5.63,8.92,5.47,298.43,2.0,66624443.96,3274450.0,4946426.0,44104250.33,,,9043.0,1.24,,,,5.66,45000.0,140128.0,,,1.24,9043.0,,2336.0,120193.0,128.78,5.99,0.07,,70.52,15.02,1369006.0,18439427.48,1292.0,50.31,71.91,17.24,0.1208,18.9,0.3362
2008-06-24,6777231.0,90684962.57,5.21,8.08,5.05,277.57,2.0,61766397.3,3044074.0,4616037.0,40732230.72,,,100.0,1.81,,,,8.72,39500.0,230476.0,,,1.81,100.0,,,369889.0,119.47,15.38,,,13.85,13.85,18928340.0,253276862.54,,719.77,14.24,17.67,0.1276,19.13,0.3084
2008-06-25,6938582.0,94045915.66,5.33,8.15,5.17,282.4,2.0,64859361.08,3113520.0,4785237.0,42200818.46,,,12000.0,7.69,,,,0.82,204200.0,21046.0,,,7.69,12000.0,,78492.0,35000.0,121.68,1.61,,,14.12,14.12,18943184.0,256756940.36,,724.33,14.38,18.72,0.1288,19.13,0.3146
2008-06-26,6917263.0,90455655.48,5.32,8.18,5.16,282.49,2.0,62286988.89,3106256.0,4763168.0,40619884.28,,,3506.0,0.15,,,,0.43,2932.0,10770.0,,,0.15,3506.0,,,25001.0,121.5,0.75,,,14.2,14.2,18765130.0,245387826.72,,708.95,14.63,18.77,0.1292,18.97,0.3163
2008-06-27,6790089.0,86968285.08,5.22,7.94,5.06,272.13,2.0,61488627.84,2965533.0,4800753.0,37982907.05,,,,2.13,,,,5.94,78844.0,157223.0,,,2.13,,,16500.0,41259.0,113.3,1.64,,,13.63,13.63,18789072.0,240652717.52,,691.53,14.08,19.31,0.1365,20.41,0.3121
2008-06-30,6403986.0,81887193.73,4.92,7.42,4.77,255.07,1.0,60575250.55,2922725.0,4737286.0,37372622.04,,,,1.65,,,,2.6,74907.0,66008.0,,,1.65,,,23200.0,138374.0,110.88,5.9,3.94,,13.38,13.38,18918324.0,241906909.61,106936.0,689.81,13.85,19.98,0.1358,21.36,0.2932
2008-07-01,6627973.0,81142863.12,5.09,7.61,4.94,260.96,1.0,60882933.07,2953089.0,4973086.0,36153149.16,,6309.0,,16.84,0.23,30000.0,,1.12,466000.0,30332.0,,6309.0,16.84,,1.09,60696.0,260200.0,110.21,10.49,0.23,,13.08,13.08,19625680.0,240267102.15,6309.0,700.44,13.6,20.39,0.1477,26.26,0.2935
2008-07-02,7013979.0,84455164.16,5.39,7.84,5.23,268.67,2.0,63926657.95,2948089.0,5309092.0,35497873.67,,,50000.0,11.06,,,,2.02,336006.0,55000.0,,,11.06,50000.0,,,,107.51,,,,12.86,12.85,19983128.0,240616397.01,,691.92,13.45,19.78,0.1527,28.36,0.3058
2008-07-03,7240884.0,85113871.48,5.56,8.0,5.4,274.98,2.0,65080559.22,2947494.0,5536592.0,34646684.79,,,,9.2,,,,0.02,272500.0,595.0,,,9.2,,,,45000.0,107.03,1.98,,,12.92,12.91,19865286.0,233508974.82,,682.25,13.56,19.16,0.1638,31.17,0.3172
2008-07-04,7595570.0,87403428.56,5.84,8.15,5.66,283.58,2.0,64857544.79,3377494.0,5636278.0,38865359.09,,,110000.0,2.86,,,,,102186.0,,,,2.86,110000.0,,320000.0,2500.0,118.84,0.18,,,15.06,15.05,19049326.0,219203615.28,,636.6,15.73,18.36,0.1538,30.19,0.3385
2008-07-07,7603186.0,85125717.18,5.84,8.0,5.67,278.01,2.0,63168051.54,3386998.0,5641990.0,37921028.61,,,9504.0,0.0,,,,,5712.0,,,,0.0,9504.0,,,,114.73,,,,15.29,15.28,18767920.0,210126735.03,,607.2,15.89,18.46,0.1567,30.75,0.343
2008-07-08,7642674.0,82703858.2,5.87,7.73,5.7,275.37,2.0,61478954.89,3429086.0,5681278.0,37107253.6,,,42088.0,1.14,,,,,39288.0,,,,1.14,42088.0,,,,113.66,,,,15.61,15.61,18531586.0,200536312.38,,582.97,16.32,18.5,0.1582,30.95,0.3479
2008-07-09,8053771.0,94526693.34,6.19,7.82,6.0,284.42,2.0,66732719.64,3838839.0,5685696.0,45056254.63,,,407780.0,0.0,,,,0.17,4418.0,5719.0,,,0.0,407780.0,,7692.0,,125.8,,,,17.69,17.68,17860084.0,209622881.42,,578.89,17.85,17.66,0.1496,29.77,0.371
2008-07-10,8166437.0,92153663.36,6.28,7.55,6.09,297.08,2.0,64212545.09,3900239.0,5690362.0,44012010.6,,,61400.0,1.38,,,,,4666.0,,,,1.38,61400.0,,,,133.03,,,,18.33,18.32,17377444.0,196094713.56,,565.06,19.06,18.37,0.1472,28.83,0.3836
2008-07-11,8112930.0,88997254.65,6.23,7.32,6.05,289.95,2.0,62422157.71,3846732.0,5690362.0,42197897.36,,,,,,,,1.86,,53507.0,,,,,,,,127.38,,,,16.91,16.91,18898362.0,207311333.32,,593.46,17.67,17.95,0.1487,29.38,0.3565
2008-07-14,8347159.0,92953628.1,6.41,7.52,6.22,294.82,2.0,65428040.76,3912916.0,5875384.0,43574075.76,,,16977.0,4.52,,34474.0,,0.14,150548.0,3800.0,,,4.52,16977.0,1.07,53007.0,,127.88,,,,18.18,18.17,17614124.0,196150178.96,,552.29,18.8,18.26,0.1507,29.62,0.3876
2008-07-15,8330352.0,90704989.0,6.4,7.5,6.21,295.5,2.0,64368247.79,3859909.0,5911584.0,42028596.56,,,,,,40000.0,,1.64,,53007.0,,,,,1.24,,3800.0,126.93,0.06,,,17.96,17.95,17637600.0,192046904.38,,549.17,18.77,17.55,0.1486,29.61,0.3873
2008-07-16,8292535.0,92345337.43,6.37,7.52,6.18,288.51,2.0,63260715.7,3977831.0,5680760.0,44296966.6,,106936.0,166600.0,,3.32,,,3.29,,101685.0,,106936.0,,166600.0,,53007.0,230824.0,129.55,11.37,,,17.92,17.91,18221732.0,202916477.3,,570.32,18.51,18.53,0.1417,27.63,0.3734
2008-07-17,8078634.0,95846661.59,6.21,7.18,6.02,285.64,2.0,64516872.93,4012480.0,5437938.0,47604930.82,,,,0.1,,,,0.93,600.0,30351.0,,,0.1,,,65000.0,243422.0,134.04,7.95,,,18.41,18.4,17784906.0,211003972.56,,580.01,18.77,18.8,0.1323,25.18,0.3705
2008-07-18,8139855.0,99795937.64,6.26,7.23,6.07,297.01,2.0,64254746.78,4166174.0,5240938.0,51077966.46,,,158922.0,,,,,0.01,,486.0,,,,158922.0,,,197000.0,146.11,6.01,0.15,,19.17,19.16,17565160.0,215351700.0,4742.0,601.08,19.56,18.15,0.1277,23.27,0.3744
2008-07-21,7910748.0,96120094.21,6.08,6.97,5.9,295.19,2.0,62728992.37,4141567.0,5162638.0,50322398.11,,,,,,,,0.35,,24607.0,,,,,,,78300.0,148.03,1.98,,,19.03,19.02,17621148.0,214106985.31,,606.41,19.62,18.83,0.1263,23.6,0.3634
