,RF FP Equity_DX_SI_QTY,RF FP Equity_DX_SHORT_INTEREST_VALUE,RF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RF FP Equity_DX_SI_MV,RF FP Equity_DX_DSS,RF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY,RF FP Equity_DX_BROKER_SI_QTY,RF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RF FP Equity_DX_BROKER_SI_MV_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_INC_x,RF FP Equity_DX_BROKER_SI_MV_INC_x,RF FP Equity_DX_SUPPLY_SI_MV_NEW,RF FP Equity_DX_BROKER_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_NEW,RF FP Equity_DX_SUPPLY_SI_MV_DEC,RF FP Equity_DX_BROKER_SI_QTY_INC,RF FP Equity_DX_SUPPLY_SI_QTY_DEC,RF FP Equity_DX_BROKER_SI_MV_NEW_y,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RF FP Equity_DX_BROKER_SI_MV_INC_y,RF FP Equity_DX_SUPPLY_SI_QTY_INC_y,RF FP Equity_DX_BROKER_SI_MV_ADD,RF FP Equity_DX_SUPPLY_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_DEC,RF FP Equity_DX_SUPPLY_SI_MV,RF FP Equity_DX_BROKER_SI_MV_DEC,RF FP Equity_DX_SUPPLY_SI_MV_RMV,RF FP Equity_DX_BROKER_SI_MV_RMV,RF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RF FP Equity_DX_UTILIZATION_QUANTITY,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RF FP Equity_DX_ACTIVE_UTILIZATION_MV,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RF FP Equity_DX_BROKER_SI_CON_RATIO,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RF FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-10-16,953255.0,74668464.15,1.75,9.01,1.32,74.62,1.0,66588176.34,555634.0,850098.0,43522811.22,,,28609.0,9.66,,,,4.12,124495.0,52303.0,,,9.66,28609.0,,62947.0,72878.0,43.55,6.01,,,5.82,5.82,8989107.0,704116751.31,,704.63,5.82,15.39,0.1324,22.18,0.0999
2017-10-17,1079817.0,84063753.45,1.99,10.05,1.49,84.64,1.0,75450040.2,566387.0,969172.0,44093227.95,,,10762.0,10.87,,,,0.27,136671.0,3491.0,,,10.87,10762.0,,3482.0,17597.0,44.38,1.36,,,5.93,5.93,8981615.0,699218727.75,,703.03,5.94,17.47,0.1246,19.3,0.1131
2017-10-18,1091356.0,85125768.0,2.01,10.21,1.51,85.28,1.0,74883354.0,578651.0,960043.0,45134778.0,,,20668.0,0.14,,,,0.72,3033.0,9047.0,,,0.14,20668.0,,643.0,12162.0,45.03,1.02,,,6.06,6.06,8969339.0,699608442.0,,697.8,6.06,17.82,0.1269,19.42,0.1143
2017-10-19,1041992.0,80535561.68,1.92,9.91,1.44,81.24,1.0,71113215.07,557967.0,920083.0,43125269.43,,,,,,,,1.62,,20684.0,,,,,,,39960.0,43.43,3.07,,,5.83,5.83,9004995.0,695996063.55,,699.2,5.85,16.34,0.1295,20.46,0.109
2017-10-20,1026453.0,79642488.27,1.89,9.6,1.42,80.06,1.0,70183568.96,547606.0,904544.0,42488749.54,,,,0.0,,,,0.87,415.0,10361.0,,,0.0,,,,15954.0,42.44,1.26,,,5.72,5.72,9025964.0,700324546.76,,699.89,5.72,16.75,0.1304,20.78,0.1072
2017-10-23,1018639.0,78842658.6,1.87,9.55,1.41,79.53,1.0,69406902.0,544849.0,896730.0,42171312.6,,,,,,1300.0,,0.21,,2757.0,,,,,0.1,,9114.0,42.33,0.69,,,5.69,5.69,9035658.0,699359929.2,,701.93,5.69,16.92,0.1325,21.0,0.1063
2017-10-24,1036220.0,80037632.8,1.91,9.8,1.43,80.52,1.0,69497153.44,556248.0,899756.0,42964595.52,,,,0.35,,,,0.25,5101.0,3156.0,,,0.35,,,,4794.0,43.04,0.4,,,5.79,5.79,9052601.0,699222901.24,,699.84,5.79,16.58,0.1289,20.55,0.1078
2017-10-25,1021291.0,79007071.76,1.88,9.72,1.41,79.45,1.0,69576191.52,541319.0,899382.0,41876437.84,,,10000.0,0.73,,,,2.62,9411.0,33929.0,,,0.73,10000.0,,9000.0,9785.0,41.79,0.74,,,5.63,5.63,9069157.0,701589985.52,,699.47,5.64,16.92,0.1322,20.92,0.1063
2017-10-26,1011453.0,79904787.0,1.86,9.69,1.4,79.6,1.0,70273976.0,543083.0,889544.0,42903557.0,,,,0.87,,,,0.46,8000.0,6236.0,,,0.87,,,8000.0,17838.0,42.24,1.25,,,5.65,5.65,9068756.0,716431724.0,,708.91,5.62,16.86,0.1328,20.77,0.1052
2017-10-27,1143773.0,90872764.85,2.1,10.87,1.58,90.55,1.0,76034603.4,612169.0,957012.0,48636827.05,,,34517.0,6.69,,,,1.33,88700.0,17970.0,,,6.69,34517.0,,52539.0,21232.0,48.48,1.35,,,6.37,6.37,9002744.0,715268010.8,,714.13,6.36,18.1,0.1293,21.97,0.119
2017-10-30,1146412.0,91460749.36,2.11,11.4,1.59,91.02,1.0,76450062.58,617493.0,958261.0,49263591.54,,,13000.0,1.55,,,,0.7,19080.0,9231.0,,,1.55,13000.0,,1555.0,17831.0,49.02,1.34,,,6.41,6.41,9021775.0,719757209.5,,715.83,6.41,18.04,0.1275,21.05,0.1189
2017-10-31,1170959.0,93454237.79,2.15,11.59,1.62,93.25,1.0,78437906.48,631303.0,982808.0,50384292.43,,,14000.0,2.04,,,,0.01,24737.0,190.0,,,2.04,14000.0,,,190.0,50.36,0.0,,,6.6,6.6,8934246.0,713042173.26,,712.37,6.6,17.7,0.1287,21.35,0.1224
2017-11-01,1200142.0,96059365.68,2.21,11.91,1.66,95.65,1.0,80540970.36,639952.0,1006259.0,51221758.08,,,6531.0,2.58,,1282.0,,0.77,32253.0,9632.0,,,2.58,6531.0,0.1,11750.0,10084.0,51.12,0.79,,,6.7,6.7,8910143.0,713167845.72,,712.24,6.7,17.59,0.1294,21.23,0.1257
2017-11-02,1228575.0,98113999.5,2.26,12.2,1.7,97.79,1.0,82630503.12,668371.0,1034692.0,53376108.06,,,33000.0,3.26,,,,0.71,41290.0,8734.0,,,3.26,33000.0,,4153.0,12857.0,53.43,1.01,,,6.97,6.97,8926689.0,712885383.54,,713.13,6.97,17.05,0.1291,20.73,0.128
2017-11-03,1224145.0,98727294.25,2.25,12.19,1.69,97.84,1.0,83112002.55,664372.0,1030527.0,53581601.8,,,176.0,0.4,,,,0.62,4758.0,8028.0,,,0.4,176.0,,3853.0,8923.0,53.19,0.72,,,6.87,6.87,9008011.0,726496087.15,,722.59,6.86,17.22,0.1296,20.84,0.1266
2017-11-06,1234401.0,98566919.85,2.27,12.21,1.71,98.94,1.0,83106522.55,672653.0,1040783.0,53711342.05,,,11597.0,1.72,,,,0.28,20052.0,3719.0,,,1.72,11597.0,,403.0,9796.0,54.2,0.74,,,6.98,6.98,8959782.0,715438592.7,,720.68,7.0,17.19,0.1328,21.13,0.1281
2017-11-07,1283926.0,102174831.08,2.36,12.44,1.78,102.23,1.0,87484442.66,663901.0,1099327.0,52833241.58,,,23198.0,9.16,,,,2.59,115091.0,31950.0,,,9.16,23198.0,,,56547.0,53.0,4.99,,,6.91,6.91,8950160.0,712253732.8,,713.97,6.91,16.72,0.1612,28.39,0.1335
2017-11-08,1274769.0,102975839.82,2.35,11.94,1.76,101.83,1.0,88163776.68,669823.0,1091406.0,54108301.94,,,6944.0,1.89,,,,0.3,19259.0,3498.0,,,1.89,6944.0,,2476.0,27180.0,53.39,2.33,,,6.96,6.96,8953648.0,723275685.44,,714.69,6.95,17.1,0.159,28.27,0.1325
2017-11-09,1272177.0,100349321.76,2.34,11.28,1.76,101.29,1.0,85504184.64,655688.0,1083978.0,51720669.44,,,23061.0,2.51,,,,3.16,33961.0,40302.0,,,2.51,23061.0,,3106.0,41389.0,52.8,3.47,,,6.82,6.82,8955655.0,706422066.4,,717.99,6.85,16.68,0.1615,29.37,0.1324
2017-11-10,1391293.0,109077371.2,2.56,11.65,1.92,110.06,1.0,92764761.6,750412.0,1183224.0,58832300.8,,,44057.0,7.55,,11323.0,,0.61,98968.0,7033.0,,,7.55,44057.0,0.89,57700.0,11045.0,59.11,0.94,,,7.79,7.79,8878927.0,696107876.8,,698.63,7.8,16.49,0.1526,26.67,0.1445
2017-11-13,1412880.0,103719520.8,2.6,11.3,1.95,109.02,1.0,88137147.15,741150.0,1200615.0,54407821.5,,,4771.0,5.56,,,,2.43,90833.0,30425.0,,,5.56,4771.0,,16392.0,73442.0,57.69,6.32,,,7.74,7.74,8833304.0,648452846.64,,681.68,7.8,15.75,0.1718,32.48,0.1476
2017-11-14,1380655.0,101630014.55,2.54,9.89,1.91,104.12,1.0,86005187.9,732005.0,1168390.0,53882888.05,,,23351.0,0.99,,5000.0,,2.9,23351.0,33488.0,,,0.99,23351.0,0.37,992.0,60576.0,53.6,5.39,,,7.68,7.68,8793427.0,647284161.47,,643.27,7.69,16.27,0.1721,32.16,0.1449
2017-11-15,1406056.0,102417119.04,2.59,9.57,1.94,105.78,1.0,86536396.56,759471.0,1188034.0,55319867.64,,,35037.0,2.62,,4445.0,,0.81,35399.0,11515.0,,,2.62,35037.0,0.28,3944.0,20200.0,55.81,1.58,,,8.05,8.05,8676759.0,632015125.56,,636.21,8.07,16.76,0.1651,30.05,0.149
2017-11-16,1391091.0,102314743.05,2.56,9.16,1.92,104.4,1.0,86540842.3,745866.0,1176626.0,54858444.3,,,18222.0,0.97,,,,2.72,13100.0,36827.0,,,0.97,18222.0,,5000.0,24508.0,54.41,2.08,,,7.96,7.96,8621569.0,634116399.95,,630.06,7.95,17.09,0.1729,31.44,0.1485
2017-11-17,1199677.0,87360479.14,2.21,7.71,1.66,89.85,1.0,70180202.18,708043.0,963749.0,51559691.26,,,,0.08,,,,4.76,3000.0,65227.0,,,0.08,,,27404.0,215877.0,51.99,16.24,,,7.55,7.55,8667594.0,631174195.08,,635.66,7.56,20.16,0.1949,32.41,0.128
2017-11-20,1196434.0,87267895.96,2.2,7.59,1.65,89.52,1.0,69986951.16,708569.0,959514.0,51683022.86,,,3000.0,0.29,,,,0.18,3000.0,2474.0,,,0.29,3000.0,,,7235.0,51.65,0.57,,,7.6,7.6,8617185.0,628537473.9,,628.8,7.59,20.59,0.1972,32.55,0.1283
2017-11-21,1189003.0,86226497.56,2.19,7.18,1.64,88.59,1.0,69163629.36,707577.0,953718.0,51313484.04,,,,0.3,,645.0,,0.07,4100.0,992.0,,,0.3,,0.0,,10541.0,51.58,0.81,,,7.6,7.6,8603768.0,623945255.36,,626.93,7.6,20.51,0.2009,33.16,0.1277
2017-11-22,1176780.0,85410692.4,2.17,7.11,1.63,87.6,1.0,67994250.44,712254.0,936818.0,51695395.32,,,2904.0,,,,,,,,,,,2904.0,,1773.0,16900.0,51.59,1.26,,,7.65,7.65,8594076.0,623758036.08,,621.34,7.67,20.8,0.1985,32.33,0.1264
2017-11-23,1167934.0,84955519.16,2.15,7.07,1.62,86.94,1.0,66889667.28,688508.0,919572.0,50082071.92,,,8400.0,,,,,2.31,,32146.0,,,,8400.0,,,17246.0,49.95,1.22,,,7.39,7.39,8632380.0,627919321.2,,625.47,7.4,19.61,0.1985,32.85,0.1253
2017-11-24,1142798.0,82829999.04,2.1,6.94,1.58,84.97,1.0,64812993.12,678510.0,894219.0,49178404.8,,,,0.46,,,,0.72,6202.0,9998.0,,,0.46,,,,31555.0,49.27,2.43,,,7.27,7.27,8658117.0,627540320.16,,627.44,7.28,19.07,0.1978,33.39,0.1224
2017-11-27,1112652.0,80044184.88,2.05,7.01,1.54,82.42,1.0,62360973.18,675664.0,866847.0,48607268.16,,,15500.0,1.74,,,,1.91,23220.0,26066.0,,,1.74,15500.0,,7720.0,50592.0,48.94,3.99,,,7.29,7.29,8594525.0,618290128.5,,622.68,7.29,20.21,0.1864,30.82,0.12
2017-11-28,1113139.0,81092176.15,2.05,7.06,1.54,82.73,1.0,62897742.95,676151.0,863387.0,49257600.35,,,952.0,,,,,0.04,,465.0,,,,952.0,,,3460.0,48.78,0.34,,,7.3,7.3,8584785.0,625401587.25,,620.98,7.28,20.13,0.1863,30.68,0.1202
2017-11-29,1105445.0,80564831.6,2.03,6.98,1.53,82.48,1.0,62821175.28,676162.0,861981.0,49278686.56,,,1919.0,1.26,,,,0.64,13741.0,9420.0,,,1.26,1919.0,,7512.0,15147.0,49.27,1.11,,,7.3,7.3,8588063.0,625898031.44,,626.09,7.29,21.45,0.1835,29.31,0.1193
2017-11-30,1127635.0,83377331.9,2.07,7.03,1.56,84.35,1.0,65375603.74,698001.0,884171.0,51610193.94,,,20766.0,1.66,,,,0.63,22190.0,8581.0,,,1.66,20766.0,,9654.0,,50.95,,,,7.53,7.53,8574543.0,634001709.42,,625.92,7.53,21.24,0.1802,28.62,0.1216
2017-12-01,1117137.0,82791023.07,2.06,6.83,1.54,84.04,1.0,64743088.88,685679.0,873608.0,50815670.69,,,5678.0,0.82,,4000.0,,1.25,7837.0,18000.0,,,0.82,5678.0,0.3,,22400.0,50.72,1.66,,,7.39,7.39,8592197.0,636767719.67,,634.94,7.4,21.92,0.1773,28.43,0.1204
2017-12-04,1188472.0,87970697.44,2.19,7.16,1.64,89.39,1.0,69992275.72,740123.0,945586.0,54783904.46,,,49380.0,3.66,,23322.0,,,48656.0,,,,3.66,49380.0,1.68,5064.0,,54.85,,,,7.95,7.95,8564691.0,633958427.82,,634.39,7.96,20.87,0.1652,26.73,0.1277
2017-12-05,1203787.0,88899669.95,2.22,7.23,1.66,90.53,1.0,72745942.5,718225.0,985050.0,53040916.25,,,1094.0,2.85,,992.0,,1.8,38472.0,24149.0,,,2.85,1094.0,0.07,1157.0,,53.17,,,,7.7,7.7,8608606.0,635745553.1,,637.1,7.7,20.52,0.1606,26.81,0.1291
2017-12-06,1182684.0,87293906.04,2.18,7.11,1.64,88.95,1.0,71406820.21,697261.0,967441.0,51464834.41,,,1500.0,0.11,,,,1.77,1500.0,23664.0,,,0.11,1500.0,,1200.0,19109.0,51.51,1.36,,,7.46,7.46,8645101.0,638094904.81,,638.96,7.46,20.86,0.1605,26.87,0.1266
2017-12-07,1152538.0,85218659.72,2.12,6.96,1.59,86.9,1.0,69101588.22,659367.0,934563.0,48753595.98,,,,0.7,,,,2.8,9600.0,37894.0,,,0.7,,,,42478.0,48.69,3.16,,,7.05,7.05,8690278.0,642559155.32,,642.0,7.05,21.37,0.1672,27.63,0.1233
2017-12-08,1122480.0,84623767.2,2.07,6.85,1.55,84.98,1.0,68225763.69,649044.0,904971.0,48931427.16,,,2039.0,0.1,,,,1.02,1400.0,14762.0,,,0.1,2039.0,,2400.0,30992.0,48.11,2.26,,,6.94,6.94,8696625.0,655638558.75,,646.28,6.93,21.34,0.1711,28.54,0.1201
2017-12-11,1085797.0,82857169.07,2.0,6.67,1.5,83.63,1.0,68593685.42,654889.0,898882.0,49974579.59,,,11522.0,1.94,,645.0,,17.3,12412.0,237243.0,,,1.94,11522.0,0.0,231566.0,19146.0,49.4,1.39,,,6.99,6.99,8720080.0,665429304.8,,659.05,6.97,22.37,0.1759,28.22,0.1158
2017-12-12,1119333.0,85561814.52,2.06,6.84,1.55,87.04,1.0,70104117.72,688817.0,917113.0,52653171.48,,,38300.0,2.4,,,,0.33,30619.0,4372.0,,,2.4,38300.0,,,12388.0,52.67,0.36,,,7.33,7.33,8712577.0,665989385.88,,666.15,7.33,22.25,0.1697,26.61,0.1191
2017-12-13,1124501.0,86001836.48,2.07,6.89,1.56,86.95,1.0,71050684.8,697506.0,929010.0,53345258.88,,,,1.94,,,,0.7,26122.0,9010.0,,,1.94,,,17699.0,14225.0,53.14,1.54,,,7.41,7.41,8714276.0,666467828.48,,664.03,7.41,23.06,0.1735,26.6,0.1195
2017-12-14,1106829.0,83864433.33,2.04,6.74,1.53,86.1,1.0,70359946.23,686442.0,928599.0,52011710.34,,,9942.0,0.44,,,,1.62,5678.0,21006.0,,,0.44,9942.0,,,6089.0,52.41,0.01,,,7.29,7.29,8729680.0,661447853.6,,665.47,7.3,23.43,0.178,26.92,0.1175
2017-12-15,1144862.0,86173762.74,2.11,6.9,1.58,88.43,1.0,72990974.94,727885.0,969722.0,54787903.95,,,40955.0,3.84,,,,0.41,54504.0,4791.0,,,3.84,40955.0,,5279.0,13381.0,55.19,1.04,,,7.77,7.77,8645175.0,650722322.25,,654.53,7.78,23.71,0.1837,25.57,0.1221
2017-12-18,1126069.0,86673530.93,2.07,6.69,1.56,87.37,1.0,73170529.89,724521.0,950637.0,55766381.37,,,2117.0,0.16,,1300.0,,0.43,4062.0,5481.0,,,0.16,2117.0,0.1,,24447.0,54.58,1.87,,,7.72,7.72,8657524.0,666369622.28,,654.98,7.69,24.15,0.1831,24.31,0.12
2017-12-19,1132759.0,87086511.92,2.08,6.73,1.57,88.6,1.0,73601990.56,715499.0,957362.0,55007563.12,,,2500.0,1.96,,,,1.48,20285.0,20166.0,,,1.96,2500.0,,8644.0,13560.0,55.0,1.0,,,7.62,7.62,8679344.0,667267966.72,,667.19,7.62,24.01,0.1851,24.9,0.1206
2017-12-20,1158598.0,88794950.72,2.13,7.0,1.6,90.33,1.0,75191733.92,708456.0,981103.0,54296067.84,,,15246.0,1.98,,,,0.96,26830.0,12462.0,,,1.98,15246.0,,3357.0,3089.0,54.34,0.38,,,7.58,7.58,8642837.0,662387027.68,,662.9,7.58,23.56,0.1783,24.38,0.1239
2017-12-21,1200931.0,92423649.76,2.21,7.52,1.66,93.74,1.0,78143567.84,723720.0,1015379.0,55697491.2,,,8057.0,3.57,,,,0.25,46965.0,3302.0,,,3.57,8057.0,,10509.0,12689.0,55.5,0.79,,,7.61,7.61,8784265.0,676037034.4,,674.1,7.61,23.2,0.1841,26.77,0.1263
2017-12-22,1223875.0,93969122.5,2.25,8.04,1.69,95.39,1.0,79722439.94,760212.0,1038323.0,58369077.36,,,32436.0,2.87,,,,0.21,38437.0,2693.0,,,2.87,32436.0,,21629.0,3356.0,58.47,0.25,,,7.99,7.99,8756102.0,672293511.56,,673.23,7.99,26.46,0.2163,28.57,0.1286
2017-12-25,1242438.0,95394389.64,2.29,8.6,1.72,96.82,1.0,80654318.8,775092.0,1050460.0,59511563.76,,,,,,,,,,,,,,,,,,59.45,,,,8.14,8.14,8743721.0,671342898.38,,671.28,8.14,23.95,0.1824,25.86,0.1305
2017-12-26,1302091.0,99974546.98,2.4,9.01,1.8,101.41,1.0,78562831.6,799080.0,1023220.0,61353362.4,,,16832.0,,,,,,,,,,,16832.0,,7156.0,27240.0,61.33,2.11,,,8.39,8.39,8719808.0,669506858.24,,669.22,8.39,23.12,0.1859,27.82,0.1368
2017-12-27,1257760.0,96948140.8,2.31,8.71,1.74,98.07,1.0,78609267.2,760502.0,1019840.0,58619494.16,,,33776.0,1.05,,,,5.99,13141.0,78032.0,,,1.05,33776.0,,5678.0,16521.0,58.35,1.28,,,7.94,7.94,8816126.0,679546992.08,,677.04,7.94,23.93,0.18,24.86,0.1313
2017-12-28,1269219.0,98047167.75,2.34,9.81,1.76,99.23,1.0,79530806.25,773129.0,1029525.0,59724215.25,,,12335.0,1.09,,2000.0,,0.71,13563.0,9652.0,,,1.09,12335.0,0.15,9944.0,5878.0,59.51,0.38,,,8.12,8.12,8745788.0,675612123.0,,673.48,8.12,23.7,0.1785,24.9,0.1333
2017-12-29,1296625.0,99840125.0,2.39,10.63,1.79,101.22,1.0,81429810.0,799884.0,1057530.0,61591068.0,,,27299.0,2.11,,,,0.04,28599.0,544.0,,,2.11,27299.0,,,594.0,61.62,0.04,,,8.4,8.4,8724473.0,671784421.0,,672.04,8.4,23.19,0.176,24.47,0.1361
2018-01-01,1298598.0,99992046.0,2.39,11.14,1.8,101.41,1.0,81581731.0,799884.0,1059503.0,61591068.0,,,,0.16,,,,,1973.0,,,,0.16,,,,,61.64,,,,8.4,8.4,8728125.0,672065625.0,,672.43,8.4,23.16,0.1756,24.43,0.1363
2018-01-02,1315299.0,101804142.6,2.42,11.29,1.82,102.84,1.0,83024967.6,828107.0,1072674.0,64095481.8,,28729.0,8603.0,1.16,2.21,,,,13171.0,,,28729.0,1.16,8603.0,,1400.0,,63.67,,0.81,,8.41,8.41,9018955.0,698067117.0,10509.0,694.4,8.4,22.85,0.174,24.21,0.1336
2018-01-03,1346725.0,105448567.5,2.48,11.92,1.86,105.87,1.0,86046767.1,846649.0,1098937.0,66292616.7,,,14442.0,3.06,,,,1.17,36199.0,15787.0,,,3.06,14442.0,,19887.0,9936.0,65.62,0.76,,,8.59,8.59,9010872.0,705551277.6,,700.06,8.57,22.59,0.1724,23.75,0.1366
2018-01-04,1343631.0,107490480.0,2.47,12.14,1.86,106.92,1.0,87723440.0,844221.0,1096543.0,67537680.0,,,2282.0,1.11,,,,0.83,7820.0,12891.0,,,1.11,2282.0,,8181.0,10214.0,66.01,0.27,,,8.6,8.6,8969654.0,717572320.0,,705.34,8.56,22.81,0.1741,23.58,0.1369
2018-01-05,1374997.0,111718506.25,2.53,13.22,1.9,111.03,1.0,91266825.0,871455.0,1123284.0,70805718.75,,,26523.0,3.14,,,,0.59,33458.0,7887.0,,,3.14,26523.0,,8598.0,6717.0,69.41,0.0,,,8.87,8.87,8950920.0,727262250.0,,716.88,8.83,22.32,0.1699,22.77,0.14
2018-01-08,1431518.0,117098172.4,2.63,13.63,1.98,116.9,1.0,95571357.2,898778.0,1168354.0,73520040.4,,,18986.0,4.3,,,,0.24,48664.0,3833.0,,,4.3,18986.0,,12170.0,3594.0,73.23,0.0,,,9.14,9.14,8933086.0,730726434.8,,728.22,9.14,21.77,0.1612,22.18,0.1456
2018-01-09,1452321.0,119380786.2,2.67,13.75,2.01,119.13,1.0,97906693.8,912967.0,1191079.0,75045887.4,,,9598.0,2.62,,,,0.09,28539.0,2415.0,,,2.62,9598.0,,7006.0,5814.0,74.81,0.45,,,9.28,9.28,8925247.0,733655303.4,,731.71,9.28,22.09,0.1622,22.26,0.1476
2018-01-10,1549400.0,127283210.0,2.85,14.62,2.14,127.23,1.0,100574684.15,1002476.0,1224281.0,82353403.4,,,22137.0,2.94,,,,0.58,34278.0,7039.0,,,2.94,22137.0,,74411.0,1076.0,82.33,0.09,,,10.19,10.19,8832407.0,725582235.05,,725.5,10.19,20.52,0.1529,21.26,0.1575
2018-01-11,1668654.0,138414849.3,3.07,15.4,2.31,137.19,1.0,105809278.05,1091823.0,1275579.0,90566717.85,,,15174.0,4.69,,,,,53157.0,,,,4.69,15174.0,,74173.0,1859.0,89.53,0.19,,,11.09,11.09,8749701.0,725787697.95,,719.57,11.07,18.86,0.1468,20.4,0.1696
2018-01-12,1698018.0,141529800.3,3.12,15.41,2.35,140.18,1.0,107994344.55,1107016.0,1295673.0,92269783.6,,,18309.0,1.85,,6000.0,,0.42,21323.0,5153.0,,,1.85,18309.0,0.5,2037.0,7229.0,91.38,0.45,,,11.24,11.24,8742915.0,728721965.25,,723.82,11.21,18.63,0.1463,20.17,0.1724
2018-01-15,1736872.0,144334063.2,3.2,16.03,2.4,143.37,1.0,110400593.7,1125965.0,1328527.0,93567691.5,,,12153.0,2.98,,,,0.1,36981.0,1268.0,,,2.98,12153.0,,8064.0,4127.0,93.32,0.33,,,11.4,11.4,8749758.0,727104889.8,,726.35,11.39,18.14,0.1431,20.36,0.1759
2018-01-16,1741223.0,146262732.0,3.2,16.5,2.41,144.67,1.0,111525792.0,1122982.0,1327688.0,94330488.0,,,9314.0,1.23,,,,1.07,12718.0,13557.0,,,1.23,9314.0,,3979.0,13557.0,93.43,0.87,,,11.35,11.35,8770189.0,736695876.0,,730.92,11.33,18.1,0.1428,20.02,0.176
2018-01-17,1742866.0,147097890.4,3.21,17.11,2.41,146.29,1.0,111840381.2,1134804.0,1325123.0,95777457.6,,,10022.0,3.57,,,,0.04,34380.0,529.0,,,3.57,10022.0,,2329.0,36945.0,95.55,3.07,,,11.47,11.47,8761759.0,739492459.6,,737.96,11.46,19.51,0.1501,20.27,0.1761
2018-01-18,1798022.0,151123749.1,3.31,17.84,2.49,150.93,1.0,112576233.8,1212735.0,1339396.0,101930376.75,,,54820.0,1.38,,,,0.39,18800.0,4527.0,,,1.38,54820.0,,30312.0,4527.0,102.31,0.38,,,12.32,12.32,8630855.0,725423362.75,,727.69,12.33,19.02,0.1508,20.29,0.1827
2018-01-19,1845966.0,156076425.3,3.4,18.45,2.55,154.92,1.0,116364304.9,1230190.0,1376278.0,104012564.5,,,24449.0,3.47,,,,1.52,40781.0,18000.0,,,3.47,24449.0,,11006.0,3899.0,103.56,0.36,,,12.49,12.49,8620780.0,728886949.0,,726.28,12.48,18.58,0.1495,20.0,0.1874
2018-01-22,1846807.0,156793914.3,3.4,18.3,2.55,155.75,1.0,117440556.9,1209606.0,1383281.0,102695549.4,,,,2.56,,,,1.81,30000.0,22084.0,,,2.56,,,1500.0,22997.0,102.17,1.72,,,12.27,12.27,8651819.0,734539433.1,,731.53,12.26,18.41,0.1461,19.91,0.1873
2018-01-23,1797553.0,153780659.15,3.31,17.84,2.49,151.94,1.0,115526805.55,1178659.0,1350401.0,100834277.45,,,16113.0,,,,,4.48,,54336.0,,,,16113.0,,7276.0,32880.0,99.93,2.62,,,11.94,11.94,8692598.0,743651758.9,,738.48,11.92,18.13,0.1475,20.16,0.1821
2018-01-24,1807160.0,154873612.0,3.33,17.93,2.5,153.46,1.0,115130665.5,1192692.0,1343415.0,102213704.4,,,3738.0,2.18,,,,0.53,25055.0,7649.0,,,2.18,3738.0,,17944.0,32041.0,101.61,2.29,,,12.08,12.08,8684553.0,744266192.1,,740.93,12.06,17.79,0.1486,20.02,0.183
2018-01-25,1841691.0,155346635.85,3.39,18.49,2.55,155.63,1.0,114327315.2,1226806.0,1355392.0,103481086.1,,,11809.0,2.24,,,,0.76,30365.0,9420.0,,,2.24,11809.0,,31725.0,18388.0,105.01,1.58,,,12.41,12.41,8657976.0,730300275.6,,739.09,12.44,17.7,0.1445,19.46,0.1863
2018-01-26,1872481.0,158411892.6,3.45,18.51,2.59,157.38,1.0,117753555.6,1220257.0,1391886.0,103233742.2,,,7884.0,1.85,,19000.0,,1.81,25957.0,17077.0,,,1.85,7884.0,1.6,2644.0,8463.0,103.09,0.67,,,13.19,13.19,8031572.0,679470991.2,,679.06,13.18,18.23,0.1425,18.88,0.2024
2018-01-29,1947361.0,163773060.1,3.58,19.32,2.69,163.71,1.0,122265252.8,1213226.0,1453808.0,102032306.6,,,18000.0,7.66,,,,3.11,90243.0,37289.0,,,7.66,18000.0,,12258.0,28321.0,102.8,2.48,,,12.49,12.49,8501063.0,714939398.3,,719.04,12.51,17.6,0.129,18.04,0.2005
2018-01-30,1927601.0,160954683.5,3.55,19.1,2.67,161.22,1.0,119519144.5,1201347.0,1431367.0,100312474.5,,,44061.0,1.37,,,,5.0,16100.0,56717.0,,,1.37,44061.0,,777.0,38541.0,100.86,3.56,,,12.25,12.25,8607564.0,718731594.0,,721.7,12.26,17.73,0.1318,18.57,0.1965
