,RF FP Equity_DX_SI_QTY,RF FP Equity_DX_SHORT_INTEREST_VALUE,RF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RF FP Equity_DX_SI_MV,RF FP Equity_DX_DSS,RF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY,RF FP Equity_DX_BROKER_SI_QTY,RF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RF FP Equity_DX_BROKER_SI_MV_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RF FP Equity_DX_SUPPLY_SI_QTY_INC_x,RF FP Equity_DX_BROKER_SI_MV_INC_x,RF FP Equity_DX_SUPPLY_SI_MV_NEW,RF FP Equity_DX_BROKER_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_NEW,RF FP Equity_DX_SUPPLY_SI_MV_DEC,RF FP Equity_DX_BROKER_SI_QTY_INC,RF FP Equity_DX_SUPPLY_SI_QTY_DEC,RF FP Equity_DX_BROKER_SI_MV_NEW_y,RF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RF FP Equity_DX_BROKER_SI_MV_INC_y,RF FP Equity_DX_SUPPLY_SI_QTY_INC_y,RF FP Equity_DX_BROKER_SI_MV_ADD,RF FP Equity_DX_SUPPLY_SI_QTY_ADD,RF FP Equity_DX_BROKER_SI_QTY_DEC,RF FP Equity_DX_SUPPLY_SI_MV,RF FP Equity_DX_BROKER_SI_MV_DEC,RF FP Equity_DX_SUPPLY_SI_MV_RMV,RF FP Equity_DX_BROKER_SI_MV_RMV,RF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RF FP Equity_DX_UTILIZATION_QUANTITY,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RF FP Equity_DX_ACTIVE_UTILIZATION_MV,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RF FP Equity_DX_BROKER_SI_CON_RATIO,RF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RF FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-12-04,546961.0,22600854.38,1.48,4.21,0.99,27.12,0.0,16331707.17,344469.0,395242.0,14233727.28,,,18471.0,0.62,,,,,4258.0,,,,0.62,18471.0,,,22981.0,17.48,1.03,,,12.63,12.63,2381951.0,98424069.89,,120.99,12.62,15.67,0.1462,28.16,0.2006
2009-12-07,543457.0,22040540.73,1.47,4.27,0.99,27.28,0.0,15987368.42,402004.0,394203.0,16303747.19,,689.0,,0.84,0.04,,,0.13,11961.0,2465.0,,689.0,0.84,,,61435.0,13000.0,20.35,0.57,0.11,,14.69,14.69,2334633.0,94683799.7,2124.0,118.12,14.7,13.3,0.1558,31.08,0.1986
2009-12-08,625602.0,24753756.82,1.7,5.08,1.13,31.52,1.0,18065040.88,416517.0,456558.0,16480702.63,,,16677.0,3.55,,,,0.55,64828.0,9727.0,,,3.55,16677.0,,7563.0,2473.0,20.71,0.14,,,15.17,15.17,2328575.0,92136820.66,,115.8,15.17,16.27,0.1462,26.9,0.2279
2009-12-09,603943.0,23886930.73,1.64,5.17,1.09,29.66,1.0,17689506.55,403795.0,447251.0,15970750.87,,,6451.0,,,,,1.02,,19173.0,,,,6451.0,,,9307.0,19.64,0.7,,,14.32,14.32,2416067.0,95559390.66,,117.36,14.34,16.42,0.1415,25.2,0.2142
2009-12-10,611259.0,24253356.27,1.66,5.61,1.11,29.83,1.0,17063358.76,422331.0,430049.0,16757126.21,,,29013.0,,,,,0.51,,10477.0,,,,29013.0,,,17202.0,20.54,1.02,,,14.9,14.9,2412897.0,95738223.23,,117.19,14.92,15.89,0.1292,23.18,0.2156
2009-12-11,597429.0,23838249.66,1.62,6.18,1.08,29.31,1.0,16727342.51,417477.0,419217.0,16657914.09,,,41.0,,,,,0.21,,4895.0,,,,41.0,,,10832.0,20.41,0.46,,,14.71,14.71,2420487.0,96580804.44,,118.32,14.71,15.52,0.127,22.56,0.2105
2009-12-14,603176.0,23913016.4,1.64,6.44,1.09,29.67,1.0,16925990.89,411984.0,426937.0,16333176.63,,,,0.74,,,,0.26,15000.0,5493.0,,,0.74,,,,7280.0,20.18,0.34,,,14.53,14.53,2423613.0,96084554.77,,118.37,14.56,14.84,0.1261,22.3,0.2127
2009-12-15,617543.0,24439902.22,1.67,6.82,1.12,30.56,1.0,16521806.55,430944.0,417470.0,17055054.02,,,9719.0,0.07,,,,0.26,775.0,4933.0,,,0.07,9719.0,,14174.0,10242.0,21.03,0.32,,,15.21,15.21,2402797.0,95093173.65,,117.29,15.2,13.99,0.1276,23.37,0.2179
2009-12-16,605299.0,24243358.55,1.64,6.96,1.1,29.76,1.0,14426604.48,476002.0,360198.0,19064771.55,,,2580.0,0.31,,,,0.57,6600.0,11408.0,,,0.31,2580.0,,53886.0,2007.0,23.22,0.31,,2.95,16.83,16.83,2352297.0,94213900.21,,114.57,16.85,13.33,0.129,23.56,0.214
2009-12-17,608595.0,24093201.35,1.65,7.13,1.1,30.22,1.0,14158256.88,478955.0,357638.0,18960982.68,,,4765.0,0.18,,,,0.1,3242.0,2011.0,,,0.18,4765.0,,199.0,5802.0,23.49,0.24,,,16.9,16.9,2354474.0,93209467.98,,116.05,16.83,12.99,0.1295,23.84,0.2148
2009-12-18,621536.0,24302177.83,1.69,7.39,1.13,30.63,1.0,14275988.93,483712.0,365113.0,18913232.77,,,5928.0,0.5,,,,0.08,8791.0,1171.0,,,0.5,5928.0,,,1316.0,23.49,0.11,,,16.73,16.73,2406803.0,94106462.88,,116.67,16.76,12.89,0.1342,25.37,0.215
2009-12-21,603536.0,24023017.45,1.64,7.13,1.09,29.48,1.0,14131657.36,465505.0,355033.0,18528861.14,,,59.0,,,,,0.96,,18266.0,,,,59.0,,,10080.0,22.46,0.53,,,16.37,16.37,2377507.0,94633778.51,,114.45,16.4,13.08,0.1375,26.33,0.2123
2009-12-22,563937.0,22403250.18,1.53,6.82,1.02,27.68,1.0,13550673.63,439840.0,341099.0,17473309.18,,,,,,,,1.14,,25665.0,,,,,,,13934.0,21.53,0.89,,,15.51,15.51,2396854.0,95218649.99,,117.2,15.52,14.14,0.1444,26.44,0.1988
2009-12-23,565271.0,22711429.96,1.53,6.94,1.02,27.78,1.0,13423212.02,448179.0,334094.0,18006913.44,,,8101.0,,,,,,,,,,,8101.0,,238.0,7005.0,21.91,0.34,,,15.8,15.8,2388638.0,95970578.06,,116.4,15.84,14.52,0.1473,26.82,0.1993
2009-12-24,558417.0,22036339.3,1.51,6.88,1.01,27.48,1.0,12922514.69,445825.0,327466.0,17593216.13,,,,,,,,0.11,,2354.0,,,,,,,6628.0,21.73,0.28,,,15.72,15.72,2391100.0,94357963.5,,116.93,15.67,14.59,0.1474,26.92,0.1968
2009-12-25,559463.0,22077616.72,1.52,7.04,1.01,27.4,1.0,12922514.69,446871.0,327466.0,17634493.54,,,1046.0,,,,,,,,,,,1046.0,,,,21.71,,,,15.71,15.71,2397776.0,94621412.86,,116.8,15.67,14.76,0.1477,26.96,0.1967
