,LIN FP Equity_DX_SI_QTY,LIN FP Equity_DX_SHORT_INTEREST_VALUE,LIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LIN FP Equity_DX_SI_MV,LIN FP Equity_DX_DSS,LIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LIN FP Equity_DX_SUPPLY_SI_QTY,LIN FP Equity_DX_BROKER_SI_QTY,LIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LIN FP Equity_DX_BROKER_SI_MV_NEW_x,LIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,LIN FP Equity_DX_BROKER_SI_MV_INC_x,LIN FP Equity_DX_SUPPLY_SI_MV_NEW,LIN FP Equity_DX_BROKER_SI_QTY_ADD,LIN FP Equity_DX_BROKER_SI_QTY_NEW,LIN FP Equity_DX_SUPPLY_SI_MV_DEC,LIN FP Equity_DX_BROKER_SI_QTY_INC,LIN FP Equity_DX_SUPPLY_SI_QTY_DEC,LIN FP Equity_DX_BROKER_SI_MV_NEW_y,LIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LIN FP Equity_DX_BROKER_SI_MV_INC_y,LIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,LIN FP Equity_DX_BROKER_SI_MV_ADD,LIN FP Equity_DX_SUPPLY_SI_QTY_ADD,LIN FP Equity_DX_BROKER_SI_QTY_DEC,LIN FP Equity_DX_SUPPLY_SI_MV,LIN FP Equity_DX_BROKER_SI_MV_DEC,LIN FP Equity_DX_SUPPLY_SI_MV_RMV,LIN FP Equity_DX_BROKER_SI_MV_RMV,LIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LIN FP Equity_DX_UTILIZATION_QUANTITY,LIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LIN FP Equity_DX_ACTIVE_UTILIZATION_MV,LIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LIN FP Equity_DX_BROKER_SI_CON_RATIO,LIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-12-02,9300.0,240870.0,0.15,1.66,0.13,0.24,0.0,126910.0,4400.0,4900.0,113960.0,,,,,,,,0.01,,100.0,,,,,,,,0.11,,,,3.08,3.08,138530.0,3587927.0,,3.55,3.08,47.31,0.5014,52.69,0.0651
2019-12-03,9300.0,239940.0,0.15,1.47,0.13,0.24,0.0,126420.0,4400.0,4900.0,113520.0,,,,,,,,,,,,,,,,,,0.11,,,,3.03,3.03,140730.0,3630834.0,,3.64,3.03,47.31,0.5014,52.69,0.0641
2019-12-04,9300.0,239010.0,0.15,1.47,0.13,0.24,0.0,125930.0,4400.0,4900.0,113080.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3560221.0,,3.57,3.08,47.31,0.5014,52.69,0.0651
2019-12-05,9300.0,239010.0,0.15,1.48,0.13,0.24,0.0,125930.0,4400.0,4900.0,113080.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3560221.0,,3.56,3.08,47.31,0.5014,52.69,0.0651
2019-12-06,9300.0,240870.0,0.15,1.64,0.13,0.24,0.0,126910.0,4400.0,4900.0,113960.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3587927.0,,3.57,3.07,47.31,0.5014,52.69,0.0651
2019-12-09,9300.0,241800.0,0.15,1.85,0.13,0.24,0.0,127400.0,4400.0,4900.0,114400.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3601780.0,,3.59,3.08,47.31,0.5014,52.69,0.0651
2019-12-10,9300.0,239010.0,0.15,1.84,0.13,0.24,0.0,125930.0,4400.0,4900.0,113080.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3560221.0,,3.59,3.09,47.31,0.5014,52.69,0.0651
2019-12-11,9300.0,239010.0,0.15,1.81,0.13,0.24,0.0,125930.0,4400.0,4900.0,113080.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3560221.0,,3.55,3.09,47.31,0.5014,52.69,0.0651
2019-12-12,9300.0,244590.0,0.15,1.98,0.13,0.24,0.0,128870.0,4400.0,4900.0,115720.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3643339.0,,3.57,3.07,47.31,0.5014,52.69,0.0651
2019-12-13,9300.0,245520.0,0.15,1.97,0.13,0.24,0.0,129360.0,4400.0,4900.0,116160.0,,,,,,,,,,,,,,,,,,0.12,,,,3.08,3.08,138530.0,3657192.0,,3.65,3.08,47.31,0.5014,52.69,0.0651
2019-12-16,9300.0,242730.0,0.15,1.98,0.13,0.25,0.0,127890.0,4400.0,4900.0,114840.0,,,,,,,,,,,,,,,,,,0.12,,,,3.08,3.08,138530.0,3615633.0,,3.65,3.09,47.31,0.5014,52.69,0.0651
2019-12-17,9300.0,242730.0,0.15,2.0,0.13,0.24,0.0,127890.0,4400.0,4900.0,114840.0,,,,,,,,,,,,,,,,,,0.11,,,,3.08,3.08,138530.0,3615633.0,,3.61,3.08,47.31,0.5014,52.69,0.0651
2019-12-18,11700.0,313560.0,0.19,2.52,0.16,0.31,0.0,195640.0,5600.0,7300.0,150080.0,,,,0.03,,1200.0,,,1200.0,,,,0.03,,0.03,1200.0,,0.15,,,,100.0,3.92,0.0,0.0,,0.0,100.0,37.42,0.4206,51.88,0.0819
2019-12-19,11700.0,311220.0,0.19,2.41,0.16,0.31,0.0,194180.0,5600.0,7300.0,148960.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,3.92,0.0,0.0,,0.0,100.0,37.56,0.423,52.07,0.0819
2019-12-20,14700.0,391020.0,0.23,3.15,0.2,0.39,0.0,273980.0,6600.0,10300.0,175560.0,,,1000.0,0.08,,,,,3000.0,,,,0.08,1000.0,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.414,54.93,0.1028
2019-12-23,14700.0,388080.0,0.23,3.13,0.2,0.39,0.0,271920.0,6600.0,10300.0,174240.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.88,0.4146,55.0,0.1028
2019-12-24,14700.0,388080.0,0.23,3.1,0.2,0.39,0.0,271920.0,6600.0,10300.0,174240.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.4141,54.94,0.1028
2019-12-25,14700.0,388080.0,0.23,3.12,0.2,0.39,0.0,271920.0,6600.0,10300.0,174240.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.85,0.4141,54.95,0.1028
2019-12-26,14700.0,388080.0,0.23,3.12,0.2,0.39,0.0,271920.0,6600.0,10300.0,174240.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.85,0.4141,54.95,0.1028
2019-12-27,14700.0,392490.0,0.23,3.12,0.2,0.39,0.0,275010.0,6600.0,10300.0,176220.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.79,0.4131,54.84,0.1028
2019-12-30,14700.0,392490.0,0.23,3.7,0.2,0.39,0.0,275010.0,6600.0,10300.0,176220.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.414,54.94,0.1028
2019-12-31,14700.0,392490.0,0.23,3.67,0.2,0.39,0.0,275010.0,6600.0,10300.0,176220.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.414,54.93,0.1028
2020-01-01,14700.0,392490.0,0.23,3.69,0.2,0.39,0.0,275010.0,6600.0,10300.0,176220.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.414,54.93,0.1028
2020-01-02,14700.0,408660.0,0.23,3.69,0.2,0.4,0.0,286340.0,6600.0,10300.0,183480.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.66,0.4108,54.6,0.1028
2020-01-03,14700.0,401310.0,0.23,3.65,0.2,0.41,0.0,281190.0,6600.0,10300.0,180180.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.93,0.4155,55.09,0.1028
2020-01-06,14700.0,401310.0,0.23,3.61,0.2,0.4,0.0,281190.0,6600.0,10300.0,180180.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.4141,54.94,0.1028
2020-01-07,14700.0,405720.0,0.23,3.61,0.2,0.4,0.0,284280.0,6600.0,10300.0,182160.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.8,0.4133,54.86,0.1028
2020-01-08,14700.0,405720.0,0.23,3.93,0.2,0.41,0.0,284280.0,6600.0,10300.0,182160.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.84,0.4139,54.92,0.1028
2020-01-09,14700.0,407190.0,0.48,3.94,0.2,0.41,0.0,285310.0,6600.0,10300.0,182820.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.83,0.4138,54.91,0.1028
2020-01-10,14700.0,407190.0,0.48,3.98,0.2,0.41,0.0,285310.0,6600.0,10300.0,182820.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.85,0.4141,54.94,0.1028
2020-01-13,14700.0,441000.0,0.48,4.13,0.2,0.41,0.0,309000.0,6600.0,10300.0,198000.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.62,0.0,0.0,,0.0,100.0,29.47,0.4077,54.26,0.1028
2020-01-14,17500.0,500500.0,0.57,6.74,0.24,0.52,0.0,374660.0,6600.0,13100.0,188760.0,,,,0.1,,,,,2800.0,,,,0.1,,,,,0.2,,,,100.0,4.62,0.0,0.0,,0.0,100.0,25.23,0.4695,62.51,0.1224
2020-01-15,17500.0,516250.0,0.57,6.44,0.24,0.5,0.0,386450.0,6600.0,13100.0,194700.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.62,0.0,0.0,,0.0,100.0,24.98,0.4626,61.88,0.1224
2020-01-16,17500.0,523250.0,0.7,6.52,0.26,0.52,0.0,391690.0,6600.0,13100.0,197340.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.62,0.0,0.0,,0.0,100.0,25.04,0.4641,62.02,0.1224
2020-01-17,17500.0,525000.0,0.7,8.64,0.26,0.52,0.0,393000.0,6600.0,13100.0,198000.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,4.63,0.0,0.0,,0.0,100.0,25.07,0.4649,62.1,0.1229
2020-01-20,17500.0,526750.0,0.7,8.4,0.26,0.53,0.0,394310.0,6600.0,13100.0,198660.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,4.67,0.0,0.0,,0.0,100.0,25.07,0.4651,62.11,0.1239
2020-01-21,17500.0,525000.0,0.7,8.47,0.26,0.53,0.0,393000.0,6600.0,13100.0,198000.0,,,,,,,,,,,,,,,,,,0.2,,,,100.0,4.68,0.0,0.0,,0.0,100.0,25.09,0.4654,62.15,0.1242
2020-01-22,15000.0,435000.0,0.6,7.24,0.23,0.45,0.0,307400.0,6600.0,10600.0,191400.0,,,,,,,,,,,,,,,,,2500.0,0.2,0.08,,,100.0,4.68,0.0,0.0,,0.0,100.0,29.25,0.4197,55.85,0.1064
2020-01-23,15000.0,435000.0,0.6,6.85,0.23,0.44,0.0,307400.0,6600.0,10600.0,191400.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.69,0.0,0.0,,0.0,100.0,29.25,0.4196,55.84,0.1067
2020-01-24,15000.0,435000.0,0.6,6.9,0.23,0.44,0.0,307400.0,6600.0,10600.0,191400.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.69,0.0,0.0,,0.0,100.0,29.25,0.4195,55.83,0.1067
2020-01-27,15000.0,420000.0,0.6,7.1,0.23,0.43,0.0,296800.0,6600.0,10600.0,184800.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.69,0.0,0.0,,0.0,100.0,29.4,0.4224,56.13,0.1067
2020-01-28,15000.0,426000.0,0.6,7.19,0.23,0.42,0.0,301040.0,6600.0,10600.0,187440.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,4.69,0.0,0.0,,0.0,100.0,29.2,0.4186,55.74,0.1067
2020-01-29,15000.0,433500.0,0.6,7.17,0.23,0.43,0.0,306340.0,6600.0,10600.0,190740.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.71,0.0,0.0,,0.0,100.0,29.17,0.4182,55.69,0.107
2020-01-30,15000.0,430500.0,0.6,7.02,0.23,0.43,0.0,304220.0,6600.0,10600.0,189420.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.66,0.0,0.0,,0.0,100.0,29.28,0.4202,55.9,0.1059
2020-01-31,15000.0,438000.0,0.6,7.12,0.23,0.43,0.0,309520.0,6600.0,10600.0,192720.0,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.71,0.0,0.0,,0.0,100.0,29.18,0.4184,55.72,0.107
2020-02-03,10600.0,305280.0,0.43,4.83,0.16,0.31,0.0,305280.0,2200.0,10600.0,63360.0,,,,,,,,0.13,,4400.0,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,20.84,0.6701,79.16,0.0749
2020-02-04,10600.0,309520.0,0.43,5.23,0.16,0.31,0.0,309520.0,2200.0,10600.0,64240.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,21.3,0.6647,78.7,0.0749
2020-02-05,10600.0,318000.0,0.43,5.21,0.16,0.31,0.0,318000.0,2200.0,10600.0,66000.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.55,0.0,0.0,,0.0,100.0,21.55,0.6619,78.45,0.0749
2020-02-06,10600.0,315880.0,0.43,5.13,0.16,0.32,0.0,315880.0,2200.0,10600.0,65560.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.57,0.0,0.0,,0.0,100.0,20.96,0.6686,79.04,0.0755
2020-02-07,10600.0,315880.0,0.43,5.29,0.16,0.32,0.0,315880.0,2200.0,10600.0,65560.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.57,0.0,0.0,,0.0,100.0,21.09,0.6671,78.91,0.0755
2020-02-10,10600.0,314820.0,0.43,3.57,0.16,0.32,0.0,314820.0,2200.0,10600.0,65340.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.06,0.6674,78.94,0.0769
2020-02-11,10600.0,315880.0,0.43,3.43,0.16,0.32,0.0,315880.0,2200.0,10600.0,65560.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.14,0.6666,78.86,0.0769
2020-02-12,10600.0,318000.0,0.43,2.79,0.16,0.32,0.0,318000.0,2200.0,10600.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.21,0.6657,78.79,0.0769
2020-02-13,10600.0,318000.0,0.43,2.71,0.16,0.32,0.0,318000.0,2200.0,10600.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.08,0.6673,78.92,0.0769
2020-02-14,10600.0,318000.0,0.43,2.78,0.16,0.32,0.0,318000.0,2200.0,10600.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.11,0.6669,78.89,0.0769
2020-02-17,10600.0,318000.0,0.43,2.81,0.16,0.32,0.0,318000.0,2200.0,10600.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.08,0.6673,78.92,0.0769
2020-02-18,10600.0,318000.0,0.43,1.99,0.16,0.32,0.0,318000.0,2200.0,10600.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,21.12,0.6668,78.88,0.0769
2020-02-19,6600.0,197340.0,0.26,1.24,0.1,0.2,0.0,197340.0,2200.0,6600.0,65780.0,,,,,,,,,,,,,,,,,4000.0,0.07,0.12,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.65,0.5535,66.35,0.0479
2020-02-20,6600.0,198000.0,0.26,1.23,0.1,0.2,0.0,198000.0,2200.0,6600.0,66000.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.91,0.5518,66.09,0.0479
2020-02-21,6600.0,198660.0,0.26,1.24,0.1,0.2,0.0,198660.0,2200.0,6600.0,66220.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.86,0.5521,66.14,0.0479
2020-02-24,6600.0,190740.0,0.26,1.23,0.1,0.2,0.0,190740.0,2200.0,6600.0,63580.0,,,,,,,,,,,,,,,,,,0.07,,,,100.0,1.6,0.0,0.0,,0.0,100.0,32.87,0.5587,67.13,0.0479
2020-02-25,6600.0,186780.0,0.26,1.28,0.1,0.19,0.0,186780.0,2200.0,6600.0,62260.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.24,0.5562,66.76,0.0479
2020-02-26,6600.0,183480.0,0.26,1.31,0.1,0.19,0.0,183480.0,2200.0,6600.0,61160.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.36,0.5554,66.64,0.0479
2020-02-27,6600.0,178860.0,0.26,1.3,0.1,0.18,0.0,178860.0,2200.0,6600.0,59620.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.2,0.5564,66.8,0.0479
2020-02-28,6600.0,176220.0,0.26,1.3,0.1,0.18,0.0,176220.0,2200.0,6600.0,58740.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.0479
2020-03-02,6600.0,170280.0,0.26,1.31,0.1,0.18,0.0,170280.0,2200.0,6600.0,56760.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.0,0.5578,67.0,0.0479
2020-03-03,6600.0,171600.0,0.26,1.3,0.1,0.17,0.0,171600.0,2200.0,6600.0,57200.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,1.6,0.0,0.0,,0.0,100.0,33.99,0.5513,66.01,0.0479
2020-03-04,4400.0,114400.0,0.18,0.86,0.07,0.11,0.0,114400.0,0.0,4400.0,0.0,,,,,,,,0.06,,2200.0,,,,,,,2200.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.99,1.0,100.0,0.0319
2020-03-05,4400.0,113520.0,0.18,0.77,0.07,0.11,0.0,113520.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-06,4400.0,109560.0,0.18,0.78,0.07,0.11,0.0,109560.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-09,4400.0,102960.0,0.18,0.77,0.07,0.11,0.0,102960.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-10,4400.0,107800.0,0.18,0.76,0.07,0.1,0.0,107800.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-11,4400.0,107800.0,0.18,0.74,0.07,0.11,0.0,107800.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-12,4400.0,101200.0,0.18,0.74,0.07,0.11,0.0,101200.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-13,4400.0,100760.0,0.18,0.73,0.07,0.1,0.0,100760.0,0.0,4400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0319
2020-03-16,2400.0,49200.0,0.1,0.4,0.04,0.06,0.0,49200.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.05,,,0.0,0.0,137775.0,2824387.5,,3.08,0.0,,1.0,100.0,0.0174
2020-03-17,2400.0,48960.0,0.1,0.4,0.04,0.05,0.0,48960.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137775.0,2810610.0,,2.84,0.0,,1.0,100.0,0.0174
2020-03-18,2400.0,48480.0,0.1,0.4,0.04,0.05,0.0,48480.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137775.0,2783055.0,,2.81,0.0,,1.0,100.0,0.0174
2020-03-19,2400.0,43440.0,0.1,0.4,0.04,0.05,0.0,43440.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137775.0,2493727.5,,2.75,0.0,,1.0,100.0,0.0174
2020-03-20,2400.0,47520.0,0.1,0.39,0.04,0.04,0.0,47520.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2738934.0,,2.54,0.0,,1.0,100.0,0.0174
2020-03-23,2400.0,44760.0,0.1,0.46,0.04,0.05,0.0,44760.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2579854.5,,2.71,0.0,,1.0,100.0,0.0174
2020-03-24,2400.0,47520.0,0.1,0.46,0.04,0.04,0.0,47520.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2738934.0,,2.6,0.0,,1.0,100.0,0.0174
2020-03-25,2400.0,48000.0,0.1,0.53,0.04,0.05,0.0,48000.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2766600.0,,2.73,0.0,,1.0,100.0,0.0174
2020-03-26,2400.0,48240.0,0.1,0.53,0.04,0.05,0.0,48240.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0174
2020-03-27,2400.0,47280.0,0.1,0.53,0.04,0.05,0.0,47280.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0174
2020-03-30,2400.0,45960.0,0.1,0.49,0.04,0.05,0.0,45960.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2649019.5,,2.71,0.0,,1.0,100.0,0.0174
2020-03-31,2400.0,47040.0,0.1,0.69,0.04,0.05,0.0,47040.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2711268.0,,2.66,0.0,,1.0,100.0,0.0174
2020-04-01,2400.0,46680.0,0.1,0.69,0.04,0.05,0.0,46680.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138330.0,2690518.5,,2.71,0.0,,1.0,100.0,0.0174
2020-04-02,2400.0,45480.0,0.1,0.69,0.04,0.05,0.0,45480.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138308.0,2620936.6,,2.69,0.0,,1.0,100.0,0.0174
2020-04-03,2400.0,45360.0,0.1,0.69,0.04,0.05,0.0,45360.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138236.0,2612660.4,,2.63,0.0,,1.0,100.0,0.0174
2020-04-06,2400.0,46320.0,0.1,0.68,0.04,0.05,0.0,46320.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2653421.9,,2.61,0.0,,1.0,100.0,0.0175
2020-04-07,2400.0,48480.0,0.1,0.69,0.04,0.05,0.0,48480.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2777156.6,,2.66,0.0,,1.0,100.0,0.0175
2020-04-08,2400.0,48480.0,0.1,0.66,0.04,0.05,0.0,48480.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2777156.6,,2.78,0.0,,1.0,100.0,0.0175
2020-04-09,2400.0,47880.0,0.1,0.66,0.04,0.05,0.0,47880.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2742785.85,,2.71,0.0,,1.0,100.0,0.0175
2020-04-10,2400.0,47880.0,0.1,0.63,0.04,0.05,0.0,47880.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2742785.85,,2.74,0.0,,1.0,100.0,0.0175
2020-04-13,2400.0,47880.0,0.1,0.63,0.04,0.05,0.0,47880.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2742785.85,,2.75,0.0,,1.0,100.0,0.0175
2020-04-14,2400.0,48000.0,0.1,0.63,0.04,0.05,0.0,48000.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2749660.0,,2.73,0.0,,1.0,100.0,0.0175
2020-04-15,2400.0,47280.0,0.1,0.61,0.04,0.05,0.0,47280.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2708415.1,,2.75,0.0,,1.0,100.0,0.0175
2020-04-16,2400.0,46920.0,0.1,0.62,0.04,0.05,0.0,46920.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2687792.65,,2.71,0.0,,1.0,100.0,0.0175
2020-04-17,2400.0,47160.0,0.1,0.61,0.04,0.05,0.0,47160.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2701540.95,,2.69,0.0,,1.0,100.0,0.0175
2020-04-20,2400.0,48960.0,0.1,0.74,0.04,0.05,0.0,48960.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2804653.2,,2.72,0.0,,1.0,100.0,0.0175
2020-04-21,2400.0,48960.0,0.1,0.71,0.04,0.05,0.0,48960.0,0.0,2400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137483.0,2804653.2,,2.81,0.0,,1.0,100.0,0.0175
