,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_x,ERF FP Equity_y,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity,ERF FP Equity
2021-04-01,2801177.0,233534126.49,2.21,7.78,1.47,232.65,1.0,183146382.3,2354098.0,2196790.0,196261150.26,7.05,,36492.0,1.99,,,86500.0,7.91,18099.0,98115.0,7.05,,1.99,36492.0,,33600.0,49454.0,191.91,4.15,,,7.19,7.19,30396666.0,2534170044.42,,2489.53,7.16,22.94,0.1741,30.19,0.0855
2021-04-02,2801177.0,233534126.49,2.21,7.63,1.47,234.52,1.0,183146382.3,2354098.0,2196790.0,196261150.26,,,,,,,,,,,,,,,,,,196.03,,,,7.39,7.39,29489090.0,2458505433.3,,2453.15,7.4,22.97,0.1732,29.97,0.088
2021-04-05,2832408.0,236137854.96,2.23,7.72,1.48,239.12,1.0,185750110.77,2354098.0,2228021.0,196261150.26,,,,3.68,,,,,31231.0,,,,3.68,,,,,195.83,,,,7.39,7.39,29513746.0,2460561004.02,,2452.53,7.39,22.82,0.1714,29.86,0.0889
2021-04-06,2751684.0,231416624.4,2.17,7.5,1.44,231.74,1.0,175886908.2,2376995.0,2091402.0,199905279.5,,,72083.0,4.61,,2260.0,,7.85,50841.0,93337.0,,,4.61,72083.0,0.18,44151.0,189720.0,197.45,16.64,,,7.45,7.45,29538508.0,2484188522.8,,2460.23,7.43,22.98,0.1606,27.78,0.0862
2021-04-07,2821866.0,233142568.92,2.22,7.69,1.48,239.5,1.0,180405479.34,2475233.0,2183557.0,204503750.46,,,148171.0,10.36,,57694.0,,4.22,125268.0,51773.0,,,10.36,148171.0,5.08,1840.0,90807.0,207.56,6.68,,,7.75,7.75,29453652.0,2433460728.24,,2464.22,7.77,22.4,0.1486,25.58,0.0884
2021-04-08,2671957.0,227169784.14,2.11,7.27,1.4,224.07,1.0,172900752.96,2220968.0,2033648.0,188826699.36,,,33455.0,5.05,,,,25.45,67157.0,293393.0,,,5.05,33455.0,,5673.0,217066.0,183.38,19.53,,,6.78,6.78,30558292.0,2598065985.84,,2536.7,6.74,21.67,0.1404,23.67,0.0815
2021-04-09,2458300.0,212249622.0,1.94,6.64,1.29,211.1,1.0,166479492.9,2093670.0,1928185.0,180767467.8,,,3000.0,0.98,,,,9.85,14270.0,132698.0,,,0.98,3000.0,,2400.0,119733.0,178.03,8.04,,,6.69,6.69,29190442.0,2520302762.28,,2490.27,6.67,18.66,0.1389,25.8,0.0786
2021-04-12,2610178.0,223535643.92,2.06,6.89,1.37,227.78,1.0,177965315.32,2187748.0,2078063.0,187358738.72,,,4347.0,20.01,,,,3.44,203114.0,43269.0,,,20.01,4347.0,,133000.0,53236.0,188.68,4.71,,,6.98,6.98,29159234.0,2497196799.76,,2510.18,6.99,21.25,0.1419,24.23,0.0833
2021-04-13,2842294.0,247080617.42,2.25,7.47,1.49,246.09,1.0,176081670.01,2119689.0,2025557.0,184264564.77,,,138004.0,14.92,,64936.0,,24.23,169426.0,276715.0,,,14.92,138004.0,5.59,70652.0,286868.0,181.51,26.26,,,6.43,6.43,30847588.0,2681580824.84,,2646.44,6.42,18.29,0.1225,19.24,0.0862
2021-04-14,2887866.0,250955555.4,2.28,7.63,1.51,252.33,1.0,182667623.6,2152304.0,2102044.0,187035217.6,,5310.0,110890.0,11.48,0.46,,,8.17,122263.0,97065.0,,5310.0,11.48,110890.0,,13480.0,45776.0,186.72,3.75,,,6.45,6.45,31241088.0,2714850547.2,,2708.67,6.45,18.58,0.1279,19.32,0.0865
2021-04-15,2499114.0,220771730.76,1.97,6.66,1.31,219.79,1.0,173542339.88,1985935.0,1964482.0,175437497.9,,,17572.0,3.27,,,,16.19,35052.0,187245.0,,,3.27,17572.0,,3304.0,172614.0,172.62,14.91,,,5.9,5.9,31663340.0,2797139455.6,,2759.75,5.89,18.79,0.1225,22.54,0.0743
2021-04-16,2693130.0,237560997.3,2.13,7.2,1.41,239.53,1.0,175049745.86,2134837.0,1984466.0,188313971.77,,,227652.0,3.01,,44161.0,,12.79,18052.0,148240.0,,,3.01,227652.0,3.84,69490.0,42229.0,188.49,3.82,,,6.33,6.33,31600580.0,2787487161.8,,2788.91,6.33,15.76,0.1149,21.21,0.0798
2021-04-19,2287059.0,202381850.91,1.81,6.17,1.2,204.04,1.0,144603632.76,1825399.0,1634124.0,161529557.51,,,19536.0,,,,,29.14,,328974.0,,,,19536.0,,,350342.0,160.72,30.64,,,5.64,5.64,30538628.0,2702363191.72,,2689.6,5.64,18.16,0.1421,24.68,0.0707
2021-04-20,2148804.0,188321182.56,1.7,5.87,1.13,191.69,1.0,128687245.68,1787429.0,1468362.0,156650277.56,,,,0.27,,,,6.94,3000.0,82267.0,,,0.27,,,44297.0,168762.0,157.98,15.23,,,5.51,5.51,30664308.0,2687419953.12,,2706.53,5.52,17.41,0.146,25.48,0.0662
2021-04-21,2191138.0,189555348.38,1.73,5.92,1.15,194.04,1.0,130854766.47,1816036.0,1512597.0,157105274.36,,,49300.0,1.5,,47000.0,,2.2,17200.0,20693.0,,,1.5,49300.0,4.06,,19965.0,159.11,2.03,,,5.34,5.34,32204604.0,2786020292.04,,2815.56,5.35,16.94,0.1394,24.99,0.0644
2021-04-22,2016849.0,174356596.05,1.59,5.42,1.06,176.96,1.0,116934690.6,1740260.0,1352628.0,150445477.0,,,79260.0,3.9,,7425.0,,13.74,50846.0,155036.0,,,3.9,79260.0,0.65,,218240.0,150.58,19.28,,,5.07,5.07,32595084.0,2817845011.8,,2821.47,5.07,17.77,0.1437,27.48,0.0587
2021-04-23,1820448.0,157159275.84,1.44,4.9,0.95,158.85,0.0,100021247.36,1655103.0,1158592.0,142885041.99,,,7635.0,3.6,,,,11.19,42212.0,126125.0,,,3.6,7635.0,,33333.0,236248.0,142.63,21.11,,,4.79,4.79,32899496.0,2840213489.68,,2835.77,4.79,20.12,0.1341,23.22,0.0527
2021-04-26,1769748.0,152693857.44,1.4,4.76,0.93,155.12,0.0,96843260.4,1534712.0,1122430.0,132414951.36,,,2400.0,5.15,,,,10.54,53670.0,122791.0,,,5.15,2400.0,,,89832.0,132.37,7.76,,,4.43,4.43,33083752.0,2854466122.56,,2852.29,4.43,17.7,0.1467,27.12,0.0511
2021-04-27,1417891.0,120506556.09,1.12,3.86,0.74,124.7,0.0,74443845.87,1270021.0,875913.0,107939084.79,,,,0.25,,,,22.98,2890.0,266616.0,,,0.25,,,1925.0,249407.0,109.51,21.54,,,3.66,3.66,33398920.0,2838574210.8,,2871.88,3.67,19.34,0.194,33.32,0.0409
2021-04-28,1207636.0,100499467.92,0.95,3.22,0.63,105.31,0.0,69521904.78,1121956.0,835399.0,93369178.32,,,9284.0,2.31,,,,13.93,27259.0,157349.0,,,2.31,9284.0,,,67773.0,95.14,6.06,,,3.23,3.23,33573088.0,2793952383.36,,2837.82,3.24,17.24,0.1862,33.99,0.0348
2021-04-29,1157407.0,95636540.41,0.91,2.96,0.61,99.32,0.0,67587786.91,1081793.0,817957.0,89388555.59,,,1800.0,0.07,,5785.0,,4.72,1800.0,54072.0,,,0.07,1800.0,0.48,12109.0,25027.0,89.92,2.61,,,3.12,3.12,33585824.0,2775196637.12,,2789.75,3.12,17.95,0.1854,33.61,0.0334
2021-04-30,1120031.0,92234552.85,0.88,2.85,0.59,95.65,0.0,65009642.85,1061691.0,789431.0,87430253.85,,,21251.0,,,,,3.82,,45758.0,,,,21251.0,,4405.0,28526.0,87.99,2.53,,,3.05,3.05,33693528.0,2774662030.8,,2792.18,3.06,18.56,0.1951,34.37,0.0322
2021-05-03,1173679.0,97356673.05,0.93,3.0,0.62,99.74,0.0,69933403.05,1107638.0,843079.0,91878572.1,,,45948.0,5.34,,,,0.0,65252.0,1.0,,,5.34,45948.0,,,11604.0,91.17,1.02,,,3.18,3.18,33724872.0,2797478132.4,,2781.3,3.17,17.68,0.1848,33.53,0.0337
2021-05-04,1267368.0,104431123.2,1.0,3.26,0.66,108.13,0.0,77189683.2,1135115.0,936768.0,93533476.0,,288.0,22956.0,3.65,0.02,60569.0,,0.63,40599.0,7767.0,,288.0,3.65,22956.0,5.0,12000.0,7479.0,94.4,0.67,,,3.26,3.26,33666856.0,2774148934.4,,2796.66,3.27,16.34,0.1705,32.24,0.0364
2021-05-05,1355146.0,112097677.12,1.07,3.58,0.71,115.03,0.0,82504100.8,1159529.0,997390.0,95916238.88,,,31504.0,5.44,,,,0.69,65524.0,7800.0,,,5.44,31504.0,,710.0,4902.0,95.76,0.42,,,3.33,3.33,33684560.0,2786386803.2,,2783.95,3.33,15.3,0.176,33.94,0.0389
2021-05-06,1186262.0,97795439.28,0.93,3.21,0.62,100.8,0.0,66823061.04,1054171.0,810566.0,86905857.24,,,13923.0,4.72,,,,14.8,57807.0,178576.0,,,4.72,13923.0,,59295.0,244631.0,86.94,20.42,,,3.02,3.02,33826456.0,2788653032.64,,2790.31,3.02,15.72,0.1958,36.65,0.034
2021-05-07,1137609.0,94000631.67,0.9,3.1,0.6,96.59,0.0,61301627.03,935516.0,741881.0,77301687.08,,,7800.0,3.77,,28000.0,,12.6,46861.0,152963.0,,,3.77,7800.0,2.3,26508.0,143546.0,76.97,11.85,,,2.68,2.68,33923520.0,2803100457.6,,2789.51,2.69,16.49,0.233,42.14,0.0326
2021-05-10,1194781.0,97541920.84,0.94,3.33,0.62,102.1,0.0,60990223.32,991253.0,747063.0,80925894.92,,,15297.0,5.12,,2764.0,,1.14,57440.0,14151.0,,,5.12,15297.0,0.23,54591.0,55022.0,82.06,4.47,,,2.83,2.83,33986104.0,2774625530.56,,2802.67,2.84,15.71,0.2552,44.3,0.0342
2021-05-11,1191537.0,97300911.42,0.94,3.38,0.62,100.02,0.0,63433569.66,951673.0,776801.0,77713617.18,,,9968.0,2.62,,,,4.4,46824.0,52022.0,,,2.62,9968.0,,2474.0,17086.0,77.89,1.43,,,2.72,2.72,34056788.0,2781077308.08,,2782.67,2.72,15.84,0.2745,47.17,0.034
2021-05-12,1176949.0,94779702.97,0.93,3.33,0.62,98.65,0.0,59772345.61,950671.0,742237.0,76557535.63,,,20909.0,0.08,,3300.0,,1.85,1009.0,22905.0,,,0.08,20909.0,0.28,994.0,38873.0,77.74,3.22,,,2.71,2.71,34116556.0,2747406254.68,,2786.92,2.71,15.98,0.2739,46.61,0.0336
2021-05-13,1227524.0,100607867.04,0.97,3.46,0.64,101.61,0.0,63620302.56,1001246.0,776236.0,82062122.16,,,30836.0,0.84,,45200.0,,1.87,10621.0,22192.0,,,0.84,30836.0,3.65,41931.0,21822.0,80.78,1.76,,,2.86,2.86,34018040.0,2788118558.4,,2748.9,2.85,15.3,0.2554,44.57,0.0351
2021-05-14,1000540.0,82624593.2,0.79,2.86,0.52,83.28,0.0,41025083.36,936424.0,496792.0,77329893.92,,,55685.0,0.18,,51299.0,,11.41,1768.0,142603.0,,,0.18,55685.0,4.39,22096.0,332511.0,76.56,27.74,,,2.67,2.67,34151612.0,2820240118.96,,2796.57,2.66,21.86,0.1517,21.98,0.0285
2021-05-17,1140840.0,95043380.4,0.9,3.3,0.6,95.75,0.0,50953312.41,1011410.0,611611.0,84260567.1,,,67337.0,5.09,,62337.0,,5.44,58216.0,66733.0,,,5.09,67337.0,5.15,74382.0,5734.0,83.36,0.45,,,2.88,2.88,34062144.0,2837717216.64,,2811.63,2.88,16.71,0.1246,18.3,0.0325
2021-05-18,1116322.0,93625926.14,0.88,3.29,0.58,94.45,0.0,51999148.39,977639.0,619997.0,81994582.93,,,38395.0,3.13,,,,5.85,36627.0,72166.0,,,3.13,38395.0,,,28241.0,81.35,2.34,,,2.77,2.77,34272476.0,2874432562.12,,2851.14,2.77,17.14,0.1302,18.52,0.0317
2021-05-19,1100242.0,91925219.1,0.87,3.24,0.58,93.49,0.0,55162968.45,1034111.0,660239.0,86399974.05,,,148332.0,11.43,,,,7.59,135780.0,91860.0,,,11.43,148332.0,,,95538.0,86.7,8.08,,,2.93,2.93,34245464.0,2861208517.2,,2874.54,2.93,17.27,0.121,18.68,0.0312
2021-05-20,1220642.0,104218413.96,0.96,3.57,0.64,104.02,0.0,72252312.72,1142781.0,846244.0,97570641.78,,,12984.0,17.96,,,,8.73,206723.0,104314.0,,,17.96,12984.0,,200000.0,20718.0,95.47,1.77,,,3.24,3.24,34156000.0,2916239280.0,,2864.33,3.23,17.39,0.1731,31.15,0.0346
2021-05-21,1303481.0,110626432.47,1.03,3.88,0.68,112.86,0.0,81056027.07,1208052.0,955061.0,102527373.24,,,80511.0,2.67,,135179.0,,6.83,30642.0,82982.0,,,2.67,80511.0,11.34,67742.0,57004.0,103.19,4.11,,,3.44,3.44,33953240.0,2881611478.8,,2897.66,3.44,15.35,0.1503,28.19,0.0371
2021-05-24,1311619.0,112654955.91,1.03,4.0,0.69,113.02,0.0,78174758.97,1155285.0,910173.0,99227428.65,,,170655.0,7.41,,63966.0,,19.87,83378.0,231038.0,,,7.41,170655.0,5.46,7616.0,192232.0,98.01,16.97,,,3.27,3.27,34205472.0,2937907990.08,,2907.18,3.26,17.06,0.1242,20.48,0.0371
2021-05-25,1181478.0,102256920.9,0.93,3.64,0.62,102.62,0.0,60796095.45,1021775.0,702439.0,88434626.25,,,102050.0,2.1,,,,19.91,23951.0,235560.0,,,2.1,102050.0,,,231685.0,87.65,19.63,,,2.89,2.89,34380472.0,2975629851.6,,2951.62,2.88,16.18,0.1282,23.08,0.0334
2021-05-26,1278659.0,111294479.36,1.01,4.01,0.67,112.21,0.0,63663144.96,1100995.0,731424.0,95830604.8,,,80279.0,3.01,,,,0.09,30975.0,1059.0,,,3.01,80279.0,,,1990.0,95.49,0.11,,,3.11,3.11,34321392.0,2987333959.68,,2976.73,3.11,16.87,0.131,22.63,0.0361
2021-05-27,1165570.0,101497835.6,0.92,3.7,0.61,102.49,0.0,52388111.72,977697.0,601609.0,85137854.76,,,25534.0,0.46,,,,13.18,5286.0,152430.0,,,0.46,25534.0,,3598.0,135101.0,85.22,11.95,,,2.76,2.76,34437296.0,2998799735.68,,2996.42,2.77,20.74,0.1505,24.37,0.0329
2021-05-28,1189850.0,104564018.0,0.94,3.32,0.62,104.61,0.0,53284895.56,1023172.0,606337.0,89916355.36,,,22283.0,0.77,,,,0.21,8456.0,2444.0,,,0.77,22283.0,,25636.0,3728.0,89.15,0.34,,,2.9,2.9,34302268.0,3014483311.84,,2994.25,2.89,21.47,0.1497,23.84,0.0337
2021-05-31,1800517.0,158931635.59,1.42,5.0,0.94,158.34,0.0,65259423.32,1561839.0,739316.0,137863528.53,,,219197.0,1.89,,112177.0,,0.13,20802.0,1500.0,,,1.89,219197.0,9.79,320970.0,,136.82,,,,4.36,4.36,34253904.0,3023592106.08,,3007.86,4.35,17.07,0.1431,24.75,0.0503
2021-06-01,1969636.0,166138796.6,1.55,5.53,1.03,174.25,1.0,112329907.2,1557473.0,1331712.0,131372847.55,,,21622.0,16.27,,443970.0,,2.88,180023.0,32836.0,,,16.27,21622.0,39.09,6848.0,31597.0,137.08,2.67,,,4.31,4.31,34608908.0,2919261389.8,,3028.94,4.33,23.22,0.1551,23.59,0.0545
2021-06-02,1876995.0,155490265.8,1.48,5.31,0.98,160.56,0.0,66098450.2,1484109.0,797905.0,122943589.56,,,,0.05,,,,8.68,3700.0,75994.0,,,0.05,,,2630.0,537507.0,125.33,47.5,,,4.1,4.1,34736120.0,2877540180.8,,2931.26,4.1,24.56,0.1712,25.62,0.0518
2021-06-03,2012714.0,167457804.8,1.58,5.63,1.05,169.97,1.0,68858566.4,1666956.0,827627.0,138690739.2,,,97866.0,4.95,,,,8.95,63158.0,98600.0,,,4.95,97866.0,,183581.0,33436.0,139.05,3.04,,,4.59,4.59,34662708.0,2883937305.6,,2888.99,4.59,23.2,0.1722,23.78,0.0554
2021-06-04,1923711.0,162130363.08,1.51,5.41,1.01,162.18,1.0,105660993.2,1581913.0,1253690.0,133323627.64,,,3130.0,3.51,,467922.0,,17.81,39243.0,210051.0,,,3.51,3130.0,38.82,121878.0,81102.0,131.56,6.74,,,4.39,4.39,34464592.0,2904675813.76,,2873.14,4.38,24.82,0.19,26.66,0.0534
2021-06-07,1895976.0,157934800.8,1.49,5.33,0.99,161.43,0.0,104746251.4,1565374.0,1257458.0,130395654.2,,,17068.0,1.78,,10471.0,,3.47,16042.0,42498.0,,,1.78,17068.0,0.87,8891.0,22745.0,131.45,1.84,,,4.31,4.31,34740600.0,2893891980.0,,2917.99,4.31,25.24,0.1946,27.9,0.0522
2021-06-08,1942673.0,163437079.49,1.53,5.41,1.02,164.6,1.0,108531401.72,1575967.0,1290044.0,132586103.71,,,,9.45,,1100.0,,2.78,117664.0,32975.0,,,9.45,,0.09,43568.0,86178.0,131.73,7.35,,,4.34,4.34,34767816.0,2925016360.08,,2907.58,4.33,22.7,0.1682,25.58,0.0535
2021-06-09,1934996.0,164203760.56,1.52,5.47,1.01,164.61,1.0,109051803.94,1579809.0,1285079.0,134062591.74,,,25903.0,0.38,,,,1.78,4574.0,22061.0,,,0.38,25903.0,,,9539.0,132.71,0.83,,,4.36,4.36,34665852.0,2941744200.72,,2921.24,4.35,22.17,0.1669,25.78,0.0534
2021-06-10,2183660.0,187663740.4,1.72,6.48,1.14,187.69,1.0,107388131.74,1869974.0,1249571.0,160705565.56,,,51721.0,,,,,10.59,,127164.0,,,,51721.0,,365608.0,35508.0,159.2,2.72,,,5.15,5.15,34419752.0,2958033486.88,,2928.72,5.16,22.67,0.1687,22.69,0.0602
2021-06-11,2433683.0,210391895.35,1.92,7.28,1.27,211.38,1.0,131896765.0,2046011.0,1525700.0,176877650.95,,,192892.0,11.89,,155768.0,,2.2,123815.0,26623.0,,,11.89,192892.0,13.45,9768.0,3454.0,176.11,0.22,,,5.65,5.65,34189008.0,2955639741.6,,2947.44,5.64,20.64,0.1554,21.59,0.0672
2021-06-14,2392862.0,208490066.06,1.88,7.18,1.25,208.94,1.0,129377507.27,2136025.0,1484879.0,186111858.25,,,95283.0,8.51,,1000.0,,0.85,98952.0,9938.0,,,8.51,95283.0,0.09,4669.0,140773.0,184.86,11.93,,,5.89,5.89,34137728.0,2974420240.64,,2954.42,5.89,20.58,0.1676,25.79,0.066
2021-06-15,2455981.0,213473868.52,1.93,7.39,1.28,215.22,1.0,134551986.16,2206025.0,1547998.0,191747693.0,,,113758.0,8.94,,,,4.9,96244.0,56928.0,,,8.94,113758.0,,13170.0,33125.0,191.92,2.82,,,6.08,6.08,34076048.0,2961890092.16,,2967.35,6.07,19.96,0.1741,27.91,0.0677
2021-06-16,2496967.0,222579638.38,1.97,7.65,1.31,221.55,1.0,141112987.86,2230124.0,1583049.0,198793253.36,,,28687.0,4.89,,,,0.48,41426.0,5488.0,,,4.89,28687.0,,900.0,6375.0,196.1,0.55,,,6.16,6.16,33968700.0,3027969918.0,,2980.45,6.17,19.9,0.1768,28.5,0.069
2021-06-17,2526430.0,229046143.8,1.99,7.67,1.32,228.63,1.0,143100735.78,2234132.0,1578433.0,202546407.12,,,1754.0,1.45,,,,0.37,6656.0,5171.0,,,1.45,1754.0,,7425.0,11272.0,198.77,0.81,,,6.2,6.2,33799656.0,3064276812.96,,3028.14,6.16,19.54,0.175,28.52,0.0701
2021-06-18,2478396.0,228954222.48,1.95,7.51,1.3,227.23,1.0,142928118.88,2267029.0,1547176.0,209428139.02,,,66534.0,1.44,,,,0.53,13743.0,33637.0,,,1.44,66534.0,,,45000.0,206.81,3.81,,,6.28,6.28,33840908.0,3126223081.04,,3089.04,6.27,19.97,0.1734,26.98,0.0686
2021-06-21,2579318.0,239360710.4,2.03,7.62,1.35,239.78,1.0,154755507.2,2301673.0,1667624.0,213595254.4,,,30559.0,13.1,,,,5.42,123448.0,64526.0,,,13.1,30559.0,,68611.0,3000.0,211.96,0.28,,,6.36,6.36,33878560.0,3143930368.0,,3124.84,6.35,20.26,0.17,25.75,0.0713
2021-06-22,2601549.0,243504986.4,2.05,7.66,1.36,243.97,1.0,160489087.2,2292245.0,1714627.0,214554132.0,,,16540.0,5.59,,1100.0,,2.34,49669.0,25968.0,,,5.59,16540.0,0.1,,3766.0,212.71,0.23,,,6.33,6.33,33937524.0,3176552246.4,,3150.96,6.32,21.27,0.1716,25.88,0.0718
2021-06-23,2288336.0,214989167.2,1.8,6.83,1.2,216.89,1.0,173463267.2,1880539.0,1846336.0,176676639.05,,,2863.0,4.19,,222000.0,,46.1,41618.0,501069.0,,,4.19,2863.0,21.4,86500.0,131909.0,175.71,11.57,,,5.18,5.18,34432900.0,3234970955.0,,3221.65,5.17,23.69,0.2033,34.04,0.063
2021-06-24,2331681.0,221439744.57,1.84,7.07,1.22,222.7,1.0,181844947.14,1732180.0,1914762.0,164505134.6,,,4371.0,13.5,,6100.0,,14.68,134279.0,163535.0,,,13.5,4371.0,0.57,10805.0,71953.0,162.85,6.39,,,4.75,4.75,34751140.0,3300315765.8,,3273.09,4.74,20.34,0.2181,38.54,0.0639
2021-06-25,2399189.0,230682022.35,1.89,7.12,1.25,229.53,1.0,125226913.8,2139035.0,1302412.0,205668215.25,,,277841.0,0.29,,,,8.03,2000.0,86752.0,,,0.29,277841.0,,215766.0,614350.0,202.97,59.14,,,5.89,5.89,34180944.0,3286497765.6,,3253.58,5.87,19.91,0.2058,36.99,0.0661
2021-06-28,3082800.0,301405356.0,2.43,9.17,1.61,302.47,1.0,176911686.36,2329477.0,1809468.0,227752966.29,,,170021.0,43.14,,102000.0,,13.16,407056.0,138545.0,,,43.14,170021.0,10.32,158966.0,2000.0,224.21,0.19,,,6.4,6.4,34048468.0,3328918716.36,,3286.92,6.39,15.23,0.3058,51.5,0.0847
2021-06-29,2588862.0,252103381.56,2.04,7.59,1.35,261.29,1.0,209603828.16,2468705.0,2152432.0,240402492.9,,,36300.0,37.56,,,,0.0,342964.0,167.0,,,37.56,36300.0,,103095.0,,241.16,,,,6.76,6.76,34035296.0,3314357124.48,,3326.99,6.76,18.02,0.2436,43.05,0.0709
2021-06-30,2860084.0,273767224.46,2.25,8.34,1.5,288.53,1.0,229589575.45,2575527.0,2398554.0,246529430.02,,,53093.0,24.57,,,,3.7,246122.0,37788.0,,,24.57,53093.0,,91517.0,,251.08,,,,7.07,7.07,33872536.0,3242278956.23,,3297.48,7.08,17.84,0.2403,42.7,0.0785
2021-07-01,3046577.0,290826240.42,2.41,8.69,1.6,303.38,1.0,225664289.82,2768673.0,2363967.0,264297524.58,,229266.0,5000.0,0.19,21.89,,,4.87,5000.0,41120.0,,229266.0,0.19,5000.0,,,39587.0,266.95,5.72,,,7.31,7.31,35125176.0,3353049300.96,,3383.71,7.31,15.51,0.2158,40.11,0.0804
2021-07-02,3089225.0,297307014.0,2.44,8.86,1.62,306.74,1.0,229525759.44,2796637.0,2384931.0,269148344.88,,,22806.0,2.09,,,,0.25,22806.0,1842.0,,,2.09,22806.0,,7000.0,1842.0,267.59,0.54,,,7.36,7.36,35186472.0,3386346065.28,,3372.93,7.35,15.47,0.2135,39.75,0.0813
2021-07-05,3085294.0,294861547.58,2.44,8.84,1.62,306.72,1.0,228789801.5,2782152.0,2393950.0,265890266.64,,,3780.0,,,9019.0,,4.35,,47284.0,,,,3780.0,0.9,29019.0,,267.44,,,,7.3,7.3,35319736.0,3375507169.52,,3391.08,7.31,15.51,0.2138,39.86,0.081
2021-07-06,2777608.0,271566734.16,2.19,7.98,1.46,275.06,1.0,194272216.41,2672729.0,1987033.0,261312714.33,,,99449.0,,,,,21.15,,219304.0,,,,99449.0,,10432.0,406917.0,256.18,41.14,,,7.0,7.0,35519496.0,3472741123.92,,3416.68,6.98,12.68,0.1799,34.62,0.0727
2021-07-07,3977336.0,395744932.0,3.14,11.36,2.09,398.53,1.0,220391405.5,2611807.0,2214989.0,259874796.5,,,5966.0,28.82,,,,1.81,262955.0,35614.0,,,28.82,5966.0,,,34999.0,255.32,2.7,3.06,,6.85,6.85,35532824.0,3535515988.0,31274.0,3490.63,6.82,8.8,0.3435,56.23,0.1043
2021-07-08,3626580.0,366284580.0,2.86,10.26,1.9,369.53,1.0,189496907.0,2324588.0,1876207.0,234783388.0,,,837.0,3.97,,,,27.75,39043.0,290784.0,,,3.97,837.0,,2728.0,377825.0,231.37,35.8,,,6.35,6.35,34284264.0,3462710664.0,,3418.27,6.34,9.61,0.4062,61.59,0.0991
2021-07-09,2170669.0,220496557.02,1.71,6.92,1.14,226.44,1.0,145312018.44,2042869.0,1430518.0,207514633.02,,,,,,,,28.6,,299583.0,,,,,,17864.0,445689.0,205.82,43.26,,,5.58,5.58,34589208.0,3513571748.64,,3493.16,5.56,13.79,0.2369,41.74,0.0593
2021-07-12,2198338.0,228890952.56,1.74,6.99,1.15,230.82,1.0,151696801.04,2120526.0,1456942.0,220789167.12,,,117448.0,10.39,,10082.0,,5.1,99230.0,51016.0,,,10.39,117448.0,1.02,11225.0,82888.0,215.48,8.08,,,5.55,5.55,36119736.0,3760786912.32,,3687.91,5.52,15.52,0.2346,40.88,0.0575
2021-07-13,2297545.0,233981982.8,1.81,7.11,1.2,245.27,1.0,153217567.12,2186702.0,1504493.0,222693731.68,,,82420.0,7.82,,8075.0,,4.59,66446.0,46501.0,,,7.82,82420.0,0.84,30257.0,26970.0,227.46,1.28,,,5.72,5.72,36024136.0,3668698010.24,,3745.26,5.73,16.3,0.2193,38.6,0.0601
2021-07-14,2290898.0,234038139.68,1.81,7.06,1.2,241.85,1.0,153191984.8,2184905.0,1499530.0,223209894.8,,,63383.0,5.43,,13100.0,,7.38,52232.0,66557.0,,,5.43,63383.0,1.36,1377.0,70295.0,222.44,7.3,,,5.71,5.71,36073604.0,3685279384.64,,3675.52,5.71,15.5,0.2151,38.63,0.0599
2021-07-15,2274555.0,231231261.3,1.8,7.2,1.19,240.13,1.0,154659627.72,2240675.0,1521342.0,227787020.5,,,30375.0,6.12,,62000.0,,6.18,60765.0,62836.0,,,6.12,30375.0,6.65,88231.0,100953.0,228.79,10.89,,,5.85,5.85,36045592.0,3664394882.72,,3679.13,5.85,16.67,0.2081,37.83,0.0594
2021-07-16,2184233.0,222835450.66,1.73,6.97,1.15,229.67,1.0,132807085.5,2203903.0,1301775.0,224842184.06,,,42297.0,,,,,9.54,,91093.0,,,,42297.0,,12024.0,219567.0,224.03,23.15,,,5.77,5.77,36016344.0,3674387414.88,,3665.18,5.76,18.59,0.2137,38.32,0.0571
2021-07-19,2144195.0,224668752.1,1.69,6.85,1.12,225.84,1.0,140631629.58,2050580.0,1342161.0,214859772.4,,,7139.0,9.78,,,,32.08,91951.0,317301.0,,,9.78,7139.0,,156839.0,51565.0,209.22,5.71,,,5.36,5.36,36205636.0,3793626540.08,,3713.54,5.33,19.49,0.2091,37.68,0.056
2021-07-20,1921287.0,195202759.2,1.51,6.02,1.0,207.54,1.0,119091760.8,1829512.0,1172163.0,185878419.2,,,21578.0,6.53,,,,28.04,65939.0,286660.0,,,6.53,21578.0,,44014.0,235937.0,190.69,21.21,,,4.78,4.78,36453676.0,3703693481.6,,3795.68,4.78,21.5,0.255,42.3,0.0502
