,ALTHE FP Equity_DX_SI_QTY,ALTHE FP Equity_DX_SHORT_INTEREST_VALUE,ALTHE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHE FP Equity_DX_SI_MV,ALTHE FP Equity_DX_DSS,ALTHE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHE FP Equity_DX_SUPPLY_SI_QTY,ALTHE FP Equity_DX_BROKER_SI_QTY,ALTHE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHE FP Equity_DX_BROKER_SI_MV_INC_x,ALTHE FP Equity_DX_BROKER_SI_QTY_ADD,ALTHE FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHE FP Equity_DX_BROKER_SI_QTY_INC,ALTHE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHE FP Equity_DX_BROKER_SI_MV_INC_y,ALTHE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHE FP Equity_DX_BROKER_SI_MV_ADD,ALTHE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHE FP Equity_DX_BROKER_SI_QTY_DEC,ALTHE FP Equity_DX_SUPPLY_SI_MV,ALTHE FP Equity_DX_BROKER_SI_MV_DEC,ALTHE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHE FP Equity_DX_UTILIZATION_QUANTITY,ALTHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHE FP Equity_DX_BROKER_SI_CON_RATIO,ALTHE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHE FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,56171.0,101669.51,0.11,0.0,,0.0,,0.0
2019-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,45183.0,67774.5,0.08,0.0,,0.0,,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3331.0,3331.0,0.0,0.0,,0.0,,0.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3331.0,3304.35,0.0,0.0,,0.0,,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3331.0,3131.14,0.0,0.0,,0.0,,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3331.0,2997.9,0.0,0.0,,0.0,,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3331.0,2997.9,0.0,0.0,,0.0,,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3331.0,2997.9,0.0,0.0,,0.0,,0.0
2019-12-12,1000.0,1530.0,0.01,0.02,0.01,0.0,0.0,1530.0,0.0,1000.0,0.0,,,1000.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-13,1000.0,1535.0,0.01,0.02,0.01,0.0,0.0,1535.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-16,1000.0,1520.0,0.01,0.02,0.01,0.0,0.0,1520.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-17,1000.0,1540.0,0.01,0.02,0.01,0.0,0.0,1540.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-18,1000.0,1565.0,0.01,0.02,0.01,0.0,0.0,1565.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-19,1000.0,1615.0,0.01,0.02,0.01,0.0,0.0,1615.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-20,1000.0,1615.0,0.01,0.02,0.01,0.0,0.0,1615.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-23,1000.0,1600.0,0.01,0.02,0.01,0.0,0.0,1600.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-24,1000.0,1580.0,0.01,0.02,0.01,0.0,0.0,1580.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-25,1000.0,1580.0,0.01,0.02,0.01,0.0,0.0,1580.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-26,1000.0,1580.0,0.01,0.02,0.01,0.0,0.0,1580.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-27,1000.0,1590.0,0.01,0.02,0.01,0.0,0.0,1590.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-30,1000.0,1650.0,0.01,0.02,0.01,0.0,0.0,1650.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-12-31,1000.0,1650.0,0.01,0.03,0.01,0.0,0.0,1650.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-01,1000.0,1650.0,0.01,0.03,0.01,0.0,0.0,1650.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-02,1000.0,1645.0,0.01,0.03,0.01,0.0,0.0,1645.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-03,1000.0,1600.0,0.01,0.03,0.01,0.0,0.0,1600.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-06,1000.0,1565.0,0.01,0.03,0.01,0.0,0.0,1565.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-07,1000.0,1580.0,0.01,0.03,0.01,0.0,0.0,1580.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-08,1000.0,1570.0,0.01,0.03,0.01,0.0,0.0,1570.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-09,1000.0,1580.0,0.01,0.03,0.01,0.0,0.0,1580.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-10,1000.0,1550.0,0.01,0.03,0.01,0.0,0.0,1550.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-13,1000.0,1430.0,0.01,0.04,0.01,0.0,0.0,1430.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-14,1000.0,1325.0,0.01,0.04,0.01,0.0,0.0,1325.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-15,1000.0,1330.0,0.01,0.04,0.01,0.0,0.0,1330.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-16,1000.0,1305.0,0.01,0.04,0.01,0.0,0.0,1305.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-17,1000.0,1470.0,0.01,0.05,0.01,0.0,0.0,1470.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-20,1000.0,1465.0,0.01,0.05,0.01,0.0,0.0,1465.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-21,1000.0,1430.0,0.01,0.05,0.01,0.0,0.0,1430.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-22,1000.0,1400.0,0.01,0.05,0.01,0.0,0.0,1400.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-23,1000.0,1445.0,0.01,0.06,0.01,0.0,0.0,1445.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-24,1000.0,1420.0,0.01,0.06,0.01,0.0,0.0,1420.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-27,1000.0,1375.0,0.01,0.06,0.01,0.0,0.0,1375.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-28,1000.0,1410.0,0.01,0.07,0.01,0.0,0.0,1410.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-29,1000.0,1375.0,0.01,0.06,0.01,0.0,0.0,1375.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-30,1000.0,1300.0,0.01,0.06,0.01,0.0,0.0,1300.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-31,1000.0,1320.0,0.01,0.06,0.01,0.0,0.0,1320.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-03,1000.0,1350.0,0.01,0.07,0.01,0.0,0.0,1350.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-04,1000.0,1350.0,0.01,0.07,0.01,0.0,0.0,1350.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-05,1000.0,1335.0,0.01,0.07,0.01,0.0,0.0,1335.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-06,1000.0,1365.0,0.01,0.07,0.01,0.0,0.0,1365.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-07,1000.0,1335.0,0.01,0.07,0.01,0.0,0.0,1335.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-10,1000.0,1310.0,0.01,0.07,0.01,0.0,0.0,1310.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-11,1000.0,1300.0,0.01,0.07,0.01,0.0,0.0,1300.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-12,1000.0,1300.0,0.01,0.07,0.01,0.0,0.0,1300.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-13,1000.0,1280.0,0.01,0.08,0.01,0.0,0.0,1280.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-14,1000.0,1280.0,0.01,0.07,0.01,0.0,0.0,1280.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-17,1000.0,1265.0,0.01,0.07,0.01,0.0,0.0,1265.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-18,1000.0,1265.0,0.01,0.07,0.01,0.0,0.0,1265.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-19,1000.0,1280.0,0.01,0.07,0.01,0.0,0.0,1280.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-20,1000.0,1255.0,0.01,0.07,0.01,0.0,0.0,1255.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-21,1000.0,1245.0,0.01,0.07,0.01,0.0,0.0,1245.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-24,1000.0,1220.0,0.01,0.07,0.01,0.0,0.0,1220.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-25,1000.0,1155.0,0.01,0.07,0.01,0.0,0.0,1155.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-26,1000.0,1145.0,0.01,0.08,0.01,0.0,0.0,1145.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-27,1000.0,1200.0,0.01,0.08,0.01,0.0,0.0,1200.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-28,1000.0,1115.0,0.01,0.08,0.01,0.0,0.0,1115.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-02,1000.0,1065.0,0.01,0.08,0.01,0.0,0.0,1065.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-03,1000.0,1080.0,0.01,0.08,0.01,0.0,0.0,1080.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-04,1000.0,1065.0,0.01,0.07,0.01,0.0,0.0,1065.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-05,1000.0,1070.0,0.01,0.08,0.01,0.0,0.0,1070.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-06,1000.0,1010.0,0.01,0.08,0.01,0.0,0.0,1010.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-09,1000.0,858.0,0.01,0.08,0.01,0.0,0.0,858.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-10,1000.0,880.0,0.01,0.07,0.01,0.0,0.0,880.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-11,1000.0,882.0,0.01,0.07,0.01,0.0,0.0,882.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-12,1000.0,850.0,0.01,0.07,0.01,0.0,0.0,850.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-13,1000.0,970.0,0.01,0.07,0.01,0.0,0.0,970.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-16,1000.0,978.0,0.01,0.07,0.01,0.0,0.0,978.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-17,1000.0,900.0,0.01,0.07,0.01,0.0,0.0,900.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-18,1000.0,860.0,0.01,0.07,0.01,0.0,0.0,860.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-19,1000.0,900.0,0.01,0.07,0.01,0.0,0.0,900.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-20,1000.0,940.0,0.01,0.07,0.01,0.0,0.0,940.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-23,1000.0,890.0,0.01,0.07,0.01,0.0,0.0,890.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
