,EC FP Equity_DX_SI_QTY,EC FP Equity_DX_SHORT_INTEREST_VALUE,EC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EC FP Equity_DX_SI_MV,EC FP Equity_DX_DSS,EC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY,EC FP Equity_DX_BROKER_SI_QTY,EC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EC FP Equity_DX_BROKER_SI_MV_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EC FP Equity_DX_SUPPLY_SI_QTY_INC_x,EC FP Equity_DX_BROKER_SI_MV_INC_x,EC FP Equity_DX_SUPPLY_SI_MV_NEW,EC FP Equity_DX_BROKER_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_NEW,EC FP Equity_DX_SUPPLY_SI_MV_DEC,EC FP Equity_DX_BROKER_SI_QTY_INC,EC FP Equity_DX_SUPPLY_SI_QTY_DEC,EC FP Equity_DX_BROKER_SI_MV_NEW_y,EC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EC FP Equity_DX_BROKER_SI_MV_INC_y,EC FP Equity_DX_SUPPLY_SI_QTY_INC_y,EC FP Equity_DX_BROKER_SI_MV_ADD,EC FP Equity_DX_SUPPLY_SI_QTY_ADD,EC FP Equity_DX_BROKER_SI_QTY_DEC,EC FP Equity_DX_SUPPLY_SI_MV,EC FP Equity_DX_BROKER_SI_MV_DEC,EC FP Equity_DX_SUPPLY_SI_MV_RMV,EC FP Equity_DX_BROKER_SI_MV_RMV,EC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EC FP Equity_DX_UTILIZATION_QUANTITY,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EC FP Equity_DX_ACTIVE_UTILIZATION_MV,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EC FP Equity_DX_BROKER_SI_CON_RATIO,EC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EC FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-01-21,178.0,32783.95,0.02,0.17,0.0,0.05,0.0,25416.77,178.0,138.0,32783.95,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.55,0.592,71.45,0.0089
2010-01-22,178.0,32200.32,0.02,0.16,0.0,0.05,0.0,24964.29,178.0,138.0,32200.32,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.4,0.5933,71.6,0.0089
2010-01-25,178.0,32046.73,0.02,0.17,0.0,0.05,0.0,24845.22,178.0,138.0,32046.73,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.48,0.5927,71.52,0.0089
2010-01-26,178.0,32750.87,0.02,0.17,0.0,0.05,0.0,25391.13,178.0,138.0,32750.87,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.63,0.5913,71.37,0.0089
2010-01-27,178.0,33080.5,0.02,0.17,0.0,0.05,0.0,25646.68,178.0,138.0,33080.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,0.0089
2010-01-28,178.0,33907.51,0.02,0.17,0.0,0.05,0.0,26287.84,178.0,138.0,33907.51,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.63,0.5913,71.37,0.0089
2010-01-29,178.0,33911.05,0.02,0.17,0.0,0.05,0.0,26290.59,178.0,138.0,33911.05,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.65,0.5911,71.35,0.0089
2010-02-01,178.0,33907.51,0.02,0.17,0.0,0.05,0.0,26287.84,178.0,138.0,33907.51,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.89,0.0,0.0,,0.0,100.0,28.46,0.5928,71.54,0.0089
2010-02-02,178.0,34261.94,0.02,0.17,0.0,0.05,0.0,26562.63,178.0,138.0,34261.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.87,0.0,0.0,,0.0,100.0,28.41,0.5932,71.59,0.0087
2010-02-03,178.0,34261.94,0.02,0.17,0.0,0.05,0.0,26562.63,178.0,138.0,34261.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.85,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.0085
2010-02-04,178.0,34025.65,0.02,0.17,0.0,0.05,0.0,26379.44,178.0,138.0,34025.65,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.84,0.0,0.0,,0.0,100.0,28.78,0.5901,71.22,0.0084
2010-02-05,178.0,32488.59,0.02,0.18,0.0,0.05,0.0,25187.79,178.0,138.0,32488.59,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,28.68,0.5909,71.32,0.0082
2010-02-08,178.0,32253.48,0.02,0.18,0.0,0.05,0.0,25005.51,178.0,138.0,32253.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.54,0.5921,71.46,0.0081
2010-02-09,178.0,32726.06,0.02,0.18,0.0,0.05,0.0,25371.89,178.0,138.0,32726.06,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,28.39,0.5934,71.61,0.008
2010-02-10,178.0,33080.5,0.02,0.19,0.0,0.05,0.0,25646.68,178.0,138.0,33080.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,28.53,0.5922,71.47,0.008
2010-02-11,178.0,32896.19,0.02,0.2,0.0,0.05,0.0,25503.79,178.0,138.0,32896.19,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,28.54,0.5921,71.46,0.0083
2010-02-12,178.0,32153.06,0.02,0.2,0.0,0.05,0.0,24927.65,178.0,138.0,32153.06,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,28.5,0.5925,71.5,0.0083
2010-02-15,178.0,32017.2,0.02,0.2,0.0,0.05,0.0,24822.32,178.0,138.0,32017.2,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.99,0.5883,71.01,0.0081
2010-02-16,178.0,32135.34,0.02,0.21,0.0,0.05,0.0,24913.92,178.0,138.0,32135.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.25,0.5946,71.75,0.0081
2010-02-17,178.0,32844.21,0.02,0.22,0.0,0.05,0.0,7011.68,178.0,38.0,32844.21,,,,,,,,,,,,,,,,,100.0,0.05,0.03,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.15,0.5955,71.85,0.0081
2010-02-18,178.0,32895.01,0.02,0.22,0.0,0.05,0.0,25502.87,178.0,138.0,32895.01,,,,,,100.0,,,,,,,,,0.03,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,0.0081
2010-02-19,178.0,32111.71,0.02,0.23,0.0,0.05,0.0,24895.6,178.0,138.0,32111.71,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,28.52,0.5922,71.48,0.0082
2010-02-22,178.0,32607.92,0.02,0.24,0.0,0.05,0.0,25280.3,178.0,138.0,32607.92,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.39,0.5934,71.61,0.0081
2010-02-23,178.0,32135.34,0.02,0.24,0.0,0.05,0.0,24913.92,178.0,138.0,32135.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.64,0.5912,71.36,0.0081
2010-02-24,178.0,32057.36,0.02,0.26,0.0,0.05,0.0,24853.46,178.0,138.0,32057.36,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.57,0.5918,71.43,0.0081
2010-02-25,178.0,32034.92,0.02,0.26,0.0,0.05,0.0,24836.06,178.0,138.0,32034.92,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.59,0.5917,71.41,0.0081
2010-02-26,178.0,32046.73,0.02,0.27,0.0,0.05,0.0,24845.22,178.0,138.0,32046.73,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.36,0.5936,71.64,0.0081
2010-03-01,178.0,32135.34,0.02,0.28,0.0,0.05,0.0,24913.92,178.0,138.0,32135.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.64,0.5912,71.36,0.0081
2010-03-02,178.0,32407.07,0.02,0.28,0.0,0.05,0.0,25124.58,178.0,138.0,32407.07,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.61,0.5915,71.39,0.0081
2010-03-03,178.0,32131.8,0.02,0.28,0.0,0.05,0.0,24911.17,178.0,138.0,32131.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.81,0.0,0.0,,0.0,100.0,28.3,0.5942,71.7,0.0081
2010-03-04,178.0,32029.01,0.02,0.28,0.0,0.05,0.0,24831.48,178.0,138.0,32029.01,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,28.68,0.5909,71.32,0.008
2010-03-05,178.0,32371.63,0.02,0.29,0.0,0.05,0.0,25097.11,178.0,138.0,32371.63,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,28.5,0.5925,71.5,0.008
2010-03-08,178.0,32649.27,0.02,0.28,0.0,0.05,0.0,25312.35,178.0,138.0,32649.27,0.16,,,,,,573.0,,,,0.16,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,28.48,0.5926,71.52,0.008
2010-03-09,178.0,33084.04,0.02,0.28,0.0,0.05,0.0,25649.43,178.0,138.0,33084.04,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,28.59,0.5916,71.41,0.008
2010-03-10,178.0,33672.4,0.02,0.27,0.0,0.05,0.0,26105.57,178.0,138.0,33672.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.41,0.5933,71.59,0.0078
2010-03-11,178.0,34261.94,0.02,0.27,0.0,0.05,0.0,26562.63,178.0,138.0,34261.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.49,0.5925,71.51,0.0078
2010-03-12,178.0,34604.56,0.02,0.29,0.0,0.05,0.0,26828.26,178.0,138.0,34604.56,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.77,0.0,0.0,,0.0,100.0,28.38,0.5935,71.62,0.0078
2010-03-15,178.0,34226.5,0.02,0.29,0.0,0.05,0.0,26535.15,178.0,138.0,34226.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.64,0.5913,71.36,0.0078
2010-03-16,178.0,34497.05,0.02,0.3,0.0,0.05,0.0,26744.9,178.0,138.0,34497.05,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.33,0.5939,71.67,0.0078
2010-03-17,178.0,34616.38,0.02,0.31,0.0,0.05,0.0,26837.42,178.0,138.0,34616.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.55,0.592,71.45,0.0078
2010-03-18,178.0,34616.38,0.02,0.32,0.0,0.05,0.0,26837.42,178.0,138.0,34616.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.71,0.5906,71.29,0.0078
2010-03-19,178.0,34590.39,0.02,0.32,0.0,0.05,0.0,26817.27,178.0,138.0,34590.39,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.78,0.0,0.0,,0.0,100.0,28.61,0.5915,71.39,0.0078
2010-03-22,751.0,145551.53,0.1,1.44,0.02,0.22,0.0,137799.12,178.0,711.0,34498.23,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.77,0.0,0.0,,0.0,100.0,14.46,0.6611,79.81,0.0327
2010-03-23,751.0,145401.99,0.1,1.44,0.02,0.21,0.0,137657.55,178.0,711.0,34462.79,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.77,0.0,0.0,,0.0,100.0,14.37,0.6622,79.89,0.0327
2010-03-24,751.0,144051.16,0.1,1.42,0.02,0.22,0.0,136378.66,178.0,711.0,34142.62,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,14.34,0.6614,79.84,0.0337
2010-03-25,751.0,147410.8,0.1,1.35,0.02,0.21,0.0,139559.36,178.0,711.0,34938.91,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,14.35,0.663,79.95,0.0337
2010-03-26,751.0,147545.39,0.1,1.26,0.02,0.23,0.0,139686.78,178.0,711.0,34970.81,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.8,0.0,0.0,,0.0,100.0,13.78,0.674,80.75,0.0337
2010-03-29,178.0,35396.13,0.02,0.29,0.0,0.05,0.0,27441.94,178.0,138.0,35396.13,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.79,0.0,0.0,,0.0,100.0,28.4,0.5933,71.6,0.0079
2010-03-30,178.0,35383.14,0.02,0.28,0.0,0.05,0.0,27431.87,178.0,138.0,35383.14,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.79,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.0079
2010-03-31,178.0,35159.84,0.02,0.27,0.0,0.05,0.0,27258.75,178.0,138.0,35159.84,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,28.37,0.5935,71.63,0.0082
2010-04-01,440.0,87028.79,0.06,0.68,0.01,0.13,0.0,79117.08,178.0,400.0,35207.1,,,,,,,,,,,,,,,,,311.0,0.05,0.1,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.42,0.5031,65.88,0.0202
2010-04-02,440.0,87028.79,0.06,0.67,0.01,0.13,0.0,79117.08,178.0,400.0,35207.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.42,0.5026,65.84,0.0202
2010-04-05,440.0,87028.79,0.06,0.67,0.01,0.13,0.0,79117.08,178.0,400.0,35207.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.42,0.5022,65.8,0.0202
2010-04-06,440.0,88389.71,0.06,0.67,0.01,0.13,0.0,80354.28,178.0,400.0,35757.65,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.41,0.5019,65.78,0.0202
2010-04-07,440.0,87904.92,0.06,0.63,0.01,0.13,0.0,79913.56,178.0,400.0,35561.53,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.67,0.4991,65.46,0.0202
2010-04-08,440.0,87612.87,0.06,0.62,0.01,0.13,0.0,79648.07,178.0,400.0,35443.39,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,24.59,0.5005,65.61,0.0206
2010-04-09,440.0,87659.6,0.06,0.59,0.01,0.13,0.0,79690.55,178.0,400.0,35462.29,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.84,0.0,0.0,,0.0,100.0,24.56,0.502,65.75,0.0209
2010-04-12,440.0,87154.37,0.06,0.58,0.01,0.13,0.0,79231.24,178.0,400.0,35257.9,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.85,0.0,0.0,,0.0,100.0,24.57,0.5018,65.73,0.0211
2010-04-13,440.0,86152.66,0.06,0.59,0.01,0.13,0.0,78320.6,178.0,400.0,34852.67,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.85,0.0,0.0,,0.0,100.0,24.45,0.5022,65.8,0.0209
2010-04-14,440.0,86450.54,0.06,0.58,0.01,0.13,0.0,78591.4,178.0,400.0,34973.17,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,24.28,0.5051,66.1,0.0205
2010-04-15,440.0,87466.85,0.06,0.58,0.01,0.13,0.0,79515.32,178.0,400.0,35384.32,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,24.31,0.5036,65.96,0.0205
2010-04-16,440.0,87306.23,0.06,0.56,0.01,0.13,0.0,79369.3,178.0,400.0,35319.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,24.22,0.503,65.92,0.0205
2010-04-19,440.0,85644.5,0.06,0.55,0.01,0.13,0.0,77858.64,178.0,400.0,34647.09,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.83,0.0,0.0,,0.0,100.0,24.48,0.5017,65.75,0.0205
2010-04-20,666.0,131287.89,0.09,0.83,0.01,0.2,0.0,123402.73,404.0,626.0,79640.1,,,82.0,,,226.0,,,,,,,,82.0,0.07,144.0,,0.12,,,,100.0,1.86,0.0,0.0,,0.0,100.0,37.15,0.3377,41.59,0.0307
2010-04-21,666.0,132614.03,0.09,0.85,0.01,0.2,0.0,124649.22,404.0,626.0,80444.55,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.86,0.0,0.0,,0.0,100.0,36.75,0.3365,41.73,0.0307
2010-04-22,666.0,132614.03,0.09,0.83,0.01,0.21,0.0,124649.22,404.0,626.0,80444.55,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.86,0.0,0.0,,0.0,100.0,36.84,0.3359,41.54,0.0307
2010-04-23,666.0,131500.07,0.09,0.82,0.01,0.2,0.0,123602.17,404.0,626.0,79768.81,,,,,,,,,,,,,,,,,,0.12,,,,100.0,1.86,0.0,0.0,,0.0,100.0,36.61,0.3356,41.66,0.0307
2010-04-26,490.0,97565.63,0.07,0.61,0.01,0.2,0.0,89601.09,404.0,450.0,80441.87,,,,,,,,,,,,,,,,,176.0,0.12,0.0,,,100.0,1.86,0.0,0.0,,0.0,100.0,36.65,0.3362,41.74,0.0226
2010-04-27,490.0,97243.65,0.07,0.62,0.01,0.15,0.0,89305.4,228.0,450.0,45248.07,,,,,,,,0.05,,176.0,,,,,,,,0.07,,,,100.0,1.05,0.0,0.0,,0.0,100.0,21.33,0.4101,58.67,0.0226
2010-04-28,440.0,85597.78,0.06,0.56,0.01,0.14,0.0,77816.16,178.0,400.0,34628.19,,,,,,,,0.02,,50.0,,,,,,,50.0,0.05,0.02,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.03,0.5068,66.32,0.0203
2010-04-29,440.0,86567.36,0.06,0.55,0.01,0.13,0.0,78697.6,178.0,400.0,35020.43,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.1,0.5069,66.3,0.0203
2010-04-30,440.0,86590.72,0.06,0.56,0.01,0.13,0.0,78718.84,178.0,400.0,35029.88,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.29,0.5048,66.07,0.0203
2010-05-03,440.0,87875.71,0.06,0.56,0.01,0.13,0.0,79887.01,178.0,400.0,35549.72,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.26,0.5038,65.98,0.0203
2010-05-04,440.0,85568.57,0.06,0.56,0.01,0.14,0.0,77789.61,178.0,400.0,34616.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.48,0.5002,65.61,0.0203
2010-05-05,440.0,84692.44,0.06,0.55,0.01,0.13,0.0,76993.13,178.0,400.0,34261.94,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.82,0.0,0.0,,0.0,100.0,24.05,0.5055,66.19,0.0203
2010-05-06,440.0,85057.5,0.06,0.52,0.01,0.13,0.0,77325.0,178.0,400.0,34409.62,,,,,,,,,,,,,,,,,,0.05,,,,100.0,0.79,0.0,0.0,,0.0,100.0,23.89,0.5077,66.42,0.0195
2010-05-07,540.0,103223.89,0.07,0.64,0.01,0.16,0.0,76462.14,278.0,400.0,53141.19,,,100.0,,,,,,,,,,,100.0,,,,0.08,,,,100.0,1.23,0.0,0.0,,0.0,100.0,23.82,0.5097,66.62,0.024
2010-05-10,540.0,104657.56,0.07,0.63,0.01,0.16,0.0,77524.12,278.0,400.0,53879.26,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.23,0.0,0.0,,0.0,100.0,23.84,0.5112,66.75,0.024
2010-05-11,540.0,105015.98,0.07,0.64,0.01,0.16,0.0,77789.61,278.0,400.0,54063.78,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,24.0,0.5064,66.28,0.024
2010-05-12,540.0,106270.43,0.07,0.63,0.01,0.16,0.0,78718.84,278.0,400.0,54709.59,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,24.18,0.5052,66.13,0.024
2010-05-13,540.0,105374.39,0.07,0.63,0.01,0.16,0.0,78055.11,278.0,400.0,54248.3,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,24.25,0.5034,65.96,0.024
2010-05-14,540.0,104155.78,0.07,0.64,0.01,0.16,0.0,77152.43,278.0,400.0,53620.94,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,24.11,0.5048,66.12,0.024
2010-05-17,540.0,104478.35,0.07,0.63,0.01,0.16,0.0,77391.37,278.0,400.0,53787.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.95,0.5083,66.47,0.024
2010-05-18,540.0,105732.81,0.07,0.63,0.01,0.16,0.0,78320.6,278.0,400.0,54432.82,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.98,0.5069,66.33,0.024
2010-05-19,540.0,103940.73,0.07,0.66,0.01,0.16,0.0,76993.13,278.0,400.0,53510.23,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,24.11,0.5071,66.32,0.024
2010-05-20,540.0,103826.03,0.07,0.66,0.01,0.16,0.0,76908.17,278.0,400.0,53451.18,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.85,0.5111,66.74,0.024
2010-05-21,540.0,102510.65,0.07,0.66,0.01,0.16,0.0,75933.81,278.0,400.0,52774.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.85,0.5121,66.82,0.0241
2010-05-24,540.0,103811.7,0.07,0.65,0.01,0.16,0.0,76897.55,278.0,400.0,53443.8,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.57,0.5119,66.88,0.0241
2010-05-25,540.0,99621.81,0.07,0.65,0.01,0.16,0.0,73793.93,278.0,400.0,51286.78,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.8,0.5105,66.69,0.0241
2010-05-26,540.0,102542.9,0.07,0.61,0.01,0.16,0.0,75957.71,278.0,400.0,52790.61,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.14,0.5187,67.57,0.0241
2010-05-27,540.0,103438.94,0.07,0.62,0.01,0.16,0.0,76621.44,278.0,400.0,53251.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.64,0.5141,67.05,0.0241
2010-05-28,540.0,102582.33,0.07,0.64,0.01,0.16,0.0,75986.91,278.0,400.0,52810.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.75,0.5114,66.78,0.024
2010-05-31,540.0,103528.55,0.07,0.66,0.01,0.16,0.0,76687.81,278.0,400.0,53298.03,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.57,0.5131,66.98,0.024
2010-06-01,540.0,103524.96,0.07,0.66,0.01,0.16,0.0,76685.16,278.0,400.0,53296.19,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.75,0.5109,66.74,0.024
2010-06-02,540.0,103582.31,0.07,0.66,0.01,0.16,0.0,76727.64,278.0,400.0,53325.71,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.75,0.5109,66.74,0.024
2010-06-03,540.0,104980.13,0.07,0.69,0.01,0.16,0.0,77763.06,278.0,400.0,54045.33,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.24,0.0,0.0,,0.0,100.0,23.76,0.5107,66.73,0.024
2010-06-04,540.0,103259.74,0.07,0.7,0.01,0.16,0.0,76488.69,278.0,400.0,53159.64,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.26,0.0,0.0,,0.0,100.0,23.94,0.5068,66.33,0.0245
2010-06-07,540.0,103940.73,0.07,0.7,0.01,0.16,0.0,76993.13,278.0,400.0,53510.23,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.26,0.0,0.0,,0.0,100.0,24.0,0.5088,66.49,0.0245
2010-06-08,540.0,105191.09,0.07,0.7,0.01,0.16,0.0,77919.33,278.0,400.0,54153.93,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.26,0.0,0.0,,0.0,100.0,24.01,0.5093,66.54,0.0245
2010-06-09,540.0,105313.45,0.07,0.69,0.01,0.16,0.0,78009.97,278.0,400.0,54216.93,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.26,0.0,0.0,,0.0,100.0,24.13,0.5134,66.86,0.0245
2010-06-10,474.0,92911.7,0.06,0.61,0.01,0.14,0.0,65469.43,212.0,334.0,41555.45,,,,,,,,0.02,,66.0,,,,,,,66.0,0.06,0.02,,,100.0,0.96,0.0,0.0,,0.0,100.0,10.78,0.66,79.99,0.0215
2010-06-11,474.0,93905.2,0.06,0.61,0.01,0.14,0.0,66169.48,212.0,334.0,41999.79,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.96,0.0,0.0,,0.0,100.0,10.86,0.6584,79.88,0.0215
2010-06-14,474.0,94549.62,0.06,0.61,0.01,0.14,0.0,66623.57,212.0,334.0,42288.02,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.96,0.0,0.0,,0.0,100.0,10.86,0.6572,79.79,0.0215
2010-06-15,474.0,93643.4,0.06,0.61,0.01,0.14,0.0,65985.01,212.0,334.0,41882.7,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.96,0.0,0.0,,0.0,100.0,10.98,0.6549,79.62,0.0215
2010-06-16,474.0,93609.83,0.06,0.62,0.01,0.14,0.0,65961.36,212.0,334.0,41867.69,,,,,,,,,,,,,,,,,,0.06,,,,100.0,0.96,0.0,0.0,,0.0,100.0,11.43,0.6439,78.83,0.0215
