,JCQ FP Equity_DX_SI_QTY,JCQ FP Equity_DX_SHORT_INTEREST_VALUE,JCQ FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,JCQ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JCQ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JCQ FP Equity_DX_SI_MV,JCQ FP Equity_DX_DSS,JCQ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JCQ FP Equity_DX_SUPPLY_SI_QTY,JCQ FP Equity_DX_BROKER_SI_QTY,JCQ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JCQ FP Equity_DX_BROKER_SI_MV_NEW_x,JCQ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JCQ FP Equity_DX_SUPPLY_SI_QTY_INC_x,JCQ FP Equity_DX_BROKER_SI_MV_INC_x,JCQ FP Equity_DX_SUPPLY_SI_MV_NEW,JCQ FP Equity_DX_BROKER_SI_QTY_ADD,JCQ FP Equity_DX_BROKER_SI_QTY_NEW,JCQ FP Equity_DX_SUPPLY_SI_MV_DEC,JCQ FP Equity_DX_BROKER_SI_QTY_INC,JCQ FP Equity_DX_SUPPLY_SI_QTY_DEC,JCQ FP Equity_DX_BROKER_SI_MV_NEW_y,JCQ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JCQ FP Equity_DX_BROKER_SI_MV_INC_y,JCQ FP Equity_DX_SUPPLY_SI_QTY_INC_y,JCQ FP Equity_DX_BROKER_SI_MV_ADD,JCQ FP Equity_DX_SUPPLY_SI_QTY_ADD,JCQ FP Equity_DX_BROKER_SI_QTY_DEC,JCQ FP Equity_DX_SUPPLY_SI_MV,JCQ FP Equity_DX_BROKER_SI_MV_DEC,JCQ FP Equity_DX_SUPPLY_SI_MV_RMV,JCQ FP Equity_DX_BROKER_SI_MV_RMV,JCQ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JCQ FP Equity_DX_UTILIZATION_QUANTITY,JCQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JCQ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JCQ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JCQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JCQ FP Equity_DX_ACTIVE_UTILIZATION_MV,JCQ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JCQ FP Equity_DX_BROKER_SI_CON_RATIO,JCQ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JCQ FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-05-24,132230.0,1788393.65,1.85,6.25,0.73,2.38,0.0,0.0,132230.0,0.0,1788393.65,,,,,,,,0.17,,0.0,,,,,,,,2.38,,,,44.3,43.18,166283.0,2248956.07,,0.0,826.44,,1.0,100.0,0.4318
2006-05-31,141191.0,1849721.78,1.98,7.38,0.78,2.49,0.0,0.0,141191.0,0.0,1849721.78,,,8961.0,,,,,,,,,,,8961.0,,,,2.49,,,,38.39,37.5,226600.0,2968652.08,,0.0,882.44,,1.0,100.0,0.375
2006-06-07,16000.0,212888.77,0.22,0.87,0.09,0.29,0.0,0.0,16000.0,0.0,212888.77,,,,,,,,2.21,,125191.0,,,,,,,,0.29,,,,4.62,4.51,329948.0,4390139.09,,0.0,100.0,,1.0,100.0,0.0451
2006-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.29,,16000.0,,,,,,,,0.0,,,,0.0,0.0,339340.0,4212443.93,,5.78,0.0,,0.0,,0.0
2006-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,364953.0,4215561.38,,5.88,0.0,,0.0,,0.0
2006-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,286882.0,3517205.59,,4.77,0.0,,0.0,,0.0
2006-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,294904.0,3740602.28,,5.03,0.0,,0.0,,0.0
2006-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,293367.0,3759711.91,,4.99,0.0,,0.0,,0.0
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,363549.0,4624593.82,,6.33,0.0,,0.0,,0.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345666.0,4351622.39,,5.99,0.0,,0.0,,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,346169.0,4340239.45,,6.01,0.0,,0.0,,0.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345393.0,4426463.01,,6.03,0.0,,0.0,,0.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,348268.0,4445485.55,,6.08,0.0,,0.0,,0.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,346849.0,4455265.6,,6.09,0.0,,0.0,,0.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345519.0,4369979.8,,6.08,0.0,,0.0,,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345688.0,4372117.24,,6.08,0.0,,0.0,,0.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,347731.0,4080184.84,,6.01,0.0,,0.0,,0.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,349161.0,4086753.59,,6.03,0.0,,0.0,,0.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,349082.0,4159838.32,,5.67,0.0,,0.0,,0.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345793.0,4264741.1,,5.67,0.0,,0.0,,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345488.0,4230670.19,,5.67,0.0,,0.0,,0.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345302.0,4311698.17,,5.69,0.0,,0.0,,0.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,345042.0,4313496.65,,5.68,0.0,,0.0,,0.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,350306.0,4379303.84,,5.98,0.0,,0.0,,0.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,347960.0,4344887.94,,5.96,0.0,,0.0,,0.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,347941.0,4324301.04,,5.95,0.0,,0.0,,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,348113.0,4280629.35,,5.95,0.0,,0.0,,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,348245.0,4294982.16,,5.95,0.0,,0.0,,0.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,348472.0,4394590.16,,6.01,0.0,,0.0,,0.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,346406.0,4426782.92,,6.01,0.0,,0.0,,0.0
2006-08-04,6905.0,89855.59,0.1,0.67,0.04,0.12,0.0,0.0,6905.0,0.0,89855.59,,,,,,,,,,,,,,,,6905.0,,0.12,,,,1.94,1.94,349510.0,4548215.15,,6.11,1.94,,0.0,,0.0194
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.12,,6905.0,,,,,,,,0.0,,,,0.0,0.0,346087.0,4465718.96,,6.06,0.0,,0.0,,0.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,346163.0,4492006.7,,6.07,0.0,,0.0,,0.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,329306.0,4526045.18,,6.18,0.0,,0.0,,0.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,118039.0,1574888.39,,2.21,0.0,,0.0,,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,121418.0,1600442.93,,2.2,0.0,,0.0,,0.0
2006-08-14,6925.0,91128.39,0.1,0.87,0.04,0.13,0.0,0.0,6925.0,0.0,91128.39,,,,,,,,,,,,,,,,6925.0,,0.13,,,,5.26,5.26,124665.0,1640508.32,,2.26,5.26,,0.0,,0.0526
2006-08-15,6880.0,90536.22,0.1,0.9,0.04,0.12,0.0,0.0,6880.0,0.0,90536.22,,,,,,,,0.0,,45.0,,,,,,,,0.12,,,,5.23,5.23,124574.0,1639310.82,,2.25,5.23,,0.0,,0.0523
2006-08-16,6955.0,91014.7,0.1,0.92,0.04,0.12,0.0,0.0,6955.0,0.0,91014.7,,,76.0,,,,,,,,,,,76.0,,,,0.12,,,,5.16,5.16,127958.0,1674487.33,,2.29,5.16,,0.0,,0.0516
2006-08-17,6960.0,91080.13,0.1,0.93,0.04,0.12,0.0,0.0,6960.0,0.0,91080.13,,,5.0,,,,,,,,,,,5.0,,,,0.12,,,,5.25,5.25,125730.0,1645331.22,,2.25,5.25,,0.0,,0.0525
2006-08-18,6984.0,90934.68,0.1,0.95,0.04,0.12,0.0,0.0,6984.0,0.0,90934.68,,,24.0,,,,,,,,,,,24.0,,,,0.12,,,,5.25,5.25,125933.0,1639701.75,,2.24,5.25,,0.0,,0.0525
2006-08-21,6880.0,90033.24,0.1,1.0,0.04,0.12,0.0,0.0,6880.0,0.0,90033.24,,,,,,,,0.0,,104.0,,,,,,,,0.12,,,,5.13,5.13,127173.0,1664214.64,,2.28,5.13,,0.0,,0.0513
2006-08-22,7025.0,91468.52,0.1,1.02,0.04,0.13,0.0,0.0,7025.0,0.0,91468.52,,,145.0,,,,,,,,,,,145.0,,,,0.13,,,,5.22,5.22,127610.0,1661537.01,,2.27,5.22,,0.0,,0.0522
2006-08-23,8246.0,107667.88,0.12,1.23,0.05,0.12,0.0,0.0,8246.0,0.0,107667.88,,,1221.0,,,,,,,,,,,1221.0,,,,0.12,,,,2.02,2.02,399073.0,5210689.47,,5.99,2.03,,0.0,,0.0202
2006-08-24,8271.0,108780.38,0.12,1.27,0.05,0.12,0.0,0.0,8271.0,0.0,108780.38,,,25.0,,,,,,,,,,,25.0,,,,0.12,,,,2.04,2.04,396663.0,5216920.84,,5.95,2.05,,0.0,,0.0204
2006-08-25,8322.0,109511.97,0.12,1.34,0.05,0.13,0.0,0.0,8322.0,0.0,109511.97,,,51.0,,,,,,,,,,,51.0,,,,0.13,,,,2.05,2.05,396758.0,5221070.88,,5.96,2.06,,0.0,,0.0205
2006-08-28,8303.0,108958.44,0.12,1.08,0.05,0.12,0.0,0.0,8303.0,0.0,108958.44,,,,,,,,0.0,,19.0,,,,,,,,0.12,,,,2.05,2.05,397324.0,5213995.4,,5.96,2.05,,0.0,,0.0205
2006-08-29,8096.0,110681.11,0.11,1.08,0.04,0.12,0.0,0.0,8096.0,0.0,110681.11,,,,,,,,0.0,,207.0,,,,,,,,0.12,,,,2.03,2.03,391379.0,5350575.76,,6.0,2.03,,0.0,,0.0203
2006-08-30,6733.0,95000.81,0.1,0.9,0.04,0.13,0.0,0.0,6733.0,0.0,95000.81,,,,,,,,0.0,,1363.0,,,,,,,,0.13,,,,1.88,1.88,351990.0,4966483.83,,6.79,1.88,,0.0,,0.0188
2006-08-31,6987.0,97563.08,0.1,0.82,0.04,0.13,0.0,0.0,6987.0,0.0,97563.08,,,254.0,,,,,,,,,,,254.0,,,,0.13,,,,1.95,1.95,351207.0,4904084.25,,6.75,1.95,,0.0,,0.0195
2006-09-01,6893.0,96250.51,0.1,0.82,0.04,0.13,0.0,0.0,6893.0,0.0,96250.51,,,,,,,,0.0,,93.0,,,,,,,,0.13,,,,1.93,1.93,351109.0,4902715.82,,6.74,1.93,,0.0,,0.0193
2006-09-04,6888.0,96331.76,0.1,0.79,0.04,0.13,0.0,0.0,6888.0,0.0,96331.76,,,,,,,,0.0,,5.0,,,,,,,,0.13,,,,1.93,1.93,350769.0,4905661.37,,6.73,1.93,,0.0,,0.0193
2006-09-05,6983.0,96741.46,0.1,0.79,0.04,0.13,0.0,0.0,6983.0,0.0,96741.46,,,95.0,,,,,,,,,,,95.0,,,,0.13,,,,1.95,1.95,351420.0,4868521.37,,6.71,1.95,,0.0,,0.0195
2006-09-06,7163.0,95674.21,0.1,0.55,0.04,0.13,0.0,0.0,7163.0,0.0,95674.21,,,180.0,,,,,,,,,,,180.0,,,,0.13,,,,1.73,1.73,407013.0,5436360.15,,7.49,1.73,,0.0,,0.0173
2006-09-07,6994.0,91013.75,0.1,0.45,0.04,0.13,0.0,0.0,6994.0,0.0,91013.75,,,,,,,,0.0,,169.0,,,,,,,,0.13,,,,1.69,1.69,407175.0,5298616.64,,7.43,1.69,,0.0,,0.0169
2006-09-08,6815.0,89132.81,0.1,0.43,0.04,0.12,0.0,0.0,6815.0,0.0,89132.81,,,,,,,,0.0,,179.0,,,,,,,,0.12,,,,1.65,1.65,407155.0,5325145.82,,7.42,1.65,,0.0,,0.0165
2006-09-11,6913.0,85916.56,0.1,0.43,0.04,0.12,0.0,0.0,6913.0,0.0,85916.56,,,97.0,,,,,,,,,,,97.0,,,,0.12,,,,1.66,1.66,410514.0,5101974.53,,7.37,1.66,,0.0,,0.0166
2006-09-12,28454.0,344688.84,0.41,1.73,0.16,0.48,0.0,260448.8,6954.0,21500.0,84240.04,,,41.0,,,21500.0,,,,,,,,41.0,0.37,,,0.12,,,,1.61,1.61,425403.0,5153288.4,,7.38,1.58,,1.0,100.0,0.0658
2006-09-13,28269.0,351954.47,0.4,1.7,0.16,0.48,0.0,267679.12,6769.0,21500.0,84275.35,,,,,,,,0.0,,185.0,,,,,,,,0.12,,,,1.48,1.48,451705.0,5623813.86,,7.65,1.48,,1.0,100.0,0.0617
2006-09-14,28444.0,363906.75,0.41,1.67,0.16,0.48,0.0,275066.63,6944.0,21500.0,88840.12,,,175.0,,,,,,,,,,,175.0,,,,0.12,,,,1.52,1.52,450728.0,5766522.34,,7.67,1.52,,1.0,100.0,0.0621
2006-09-15,28682.0,354370.47,0.41,1.62,0.16,0.49,0.0,265635.77,7182.0,21500.0,88734.7,,,238.0,,,,,,,,,,,238.0,,,,0.12,,,,1.57,1.57,451256.0,5575336.52,,7.65,1.57,,1.0,100.0,0.0626
2006-09-18,28376.0,344366.31,0.41,1.54,0.16,0.48,0.0,260920.34,6876.0,21500.0,83445.97,,,,,,,,0.01,,306.0,,,,,,,,0.12,,,,1.5,1.5,450183.0,5463344.3,,7.61,1.51,,1.0,100.0,0.0621
2006-09-19,28295.0,330971.86,0.4,1.45,0.16,0.48,0.0,251489.49,6795.0,21500.0,79482.37,,,,,,,,0.0,,82.0,,,,,,,,0.12,,,,1.48,1.48,451002.0,5275454.02,,7.59,1.5,,1.0,100.0,0.0618
2006-09-20,30091.0,352639.97,0.43,1.14,0.17,0.51,0.0,251961.03,8591.0,21500.0,100678.94,,,1797.0,,,,,,,,,,,1797.0,,,,0.15,,,,1.91,1.91,440767.0,5165400.33,,7.33,1.95,,1.0,100.0,0.067
2006-09-21,30053.0,366036.35,0.43,1.11,0.17,0.51,0.0,261863.43,8553.0,21500.0,104172.93,,,,,,,,0.0,,38.0,,,,,,,,0.15,,,,0.86,0.86,986715.0,12017887.08,,16.46,0.88,,1.0,100.0,0.0302
2006-09-22,30450.0,371539.53,0.43,1.05,0.17,0.52,0.0,262334.97,8950.0,21500.0,109204.56,,,397.0,,,,,,,,,,,397.0,,,,0.15,,,,0.9,0.9,986840.0,12041053.14,,16.48,0.91,,1.0,100.0,0.0306
2006-09-25,30490.0,371358.88,0.44,1.03,0.17,0.52,0.0,261863.43,8990.0,21500.0,109495.45,,,40.0,,,,,,,,,,,40.0,,,,0.15,,,,0.9,0.9,987598.0,12028641.75,,16.48,0.92,,1.0,100.0,0.0306
2006-09-26,30494.0,376758.01,0.44,0.98,0.17,0.52,0.0,265635.77,8994.0,21500.0,111122.24,,,4.0,,,,,,,,,,,4.0,,,,0.15,,,,0.9,0.9,987961.0,12206408.43,,16.63,0.91,,1.0,100.0,0.0306
2006-09-27,30568.0,378789.66,0.44,0.93,0.17,0.52,0.0,266421.67,9068.0,21500.0,112367.99,,,73.0,,,,,,,,,,,73.0,,,,0.15,,,,0.89,0.89,1004649.0,12449314.85,,17.04,0.9,,1.0,100.0,0.0302
2006-09-28,21500.0,274280.72,0.31,0.63,0.12,0.37,0.0,274280.72,0.0,21500.0,0.0,,,,,,,,0.15,,9068.0,,,,,,,,0.0,,,,0.0,0.0,1008465.0,12865232.92,,17.39,0.0,,1.0,100.0,0.0213
2006-09-29,21500.0,275066.63,0.31,0.61,0.12,0.37,0.0,275066.63,0.0,21500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1008657.0,12904552.46,,17.42,0.0,,1.0,100.0,0.0213
2006-10-02,28806.0,375908.87,0.41,0.78,0.16,0.49,0.0,280567.96,7306.0,21500.0,95340.91,,,,,,,,,,,,,,,,7306.0,,0.12,,,,0.72,0.72,1002179.0,13078107.73,,17.53,0.7,,1.0,100.0,0.0285
2006-10-03,28993.0,377289.35,0.41,0.74,0.16,0.49,0.0,279782.05,7493.0,21500.0,97507.3,,,187.0,,,,,,,,,,,187.0,,,,0.13,,,,0.73,0.73,1013058.0,13183044.09,,17.69,0.71,,1.0,100.0,0.0284
2006-10-04,28977.0,372844.28,0.41,0.68,0.16,0.49,0.0,276638.44,7477.0,21500.0,96205.84,,,,,,,,0.0,,16.0,,,,,,,,0.13,,,,0.71,0.71,1040226.0,13384488.05,,18.15,0.7,,1.0,100.0,0.0277
2006-10-05,328661.0,4228849.52,4.69,7.6,1.82,5.77,1.0,4136709.63,7161.0,321500.0,92139.9,,,,5.28,,,,0.0,300000.0,315.0,,,5.28,,,,,0.13,,,,0.68,0.68,1049190.0,13499826.97,,18.47,0.68,,1.0,100.0,0.3111
