,STW FP Equity_DX_SI_QTY,STW FP Equity_DX_SHORT_INTEREST_VALUE,STW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STW FP Equity_DX_SI_MV,STW FP Equity_DX_DSS,STW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY,STW FP Equity_DX_BROKER_SI_QTY,STW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STW FP Equity_DX_BROKER_SI_MV_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STW FP Equity_DX_SUPPLY_SI_QTY_INC_x,STW FP Equity_DX_BROKER_SI_MV_INC_x,STW FP Equity_DX_SUPPLY_SI_MV_NEW,STW FP Equity_DX_BROKER_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_NEW,STW FP Equity_DX_SUPPLY_SI_MV_DEC,STW FP Equity_DX_BROKER_SI_QTY_INC,STW FP Equity_DX_SUPPLY_SI_QTY_DEC,STW FP Equity_DX_BROKER_SI_MV_NEW_y,STW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STW FP Equity_DX_BROKER_SI_MV_INC_y,STW FP Equity_DX_SUPPLY_SI_QTY_INC_y,STW FP Equity_DX_BROKER_SI_MV_ADD,STW FP Equity_DX_SUPPLY_SI_QTY_ADD,STW FP Equity_DX_BROKER_SI_QTY_DEC,STW FP Equity_DX_SUPPLY_SI_MV,STW FP Equity_DX_BROKER_SI_MV_DEC,STW FP Equity_DX_SUPPLY_SI_MV_RMV,STW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STW FP Equity_DX_UTILIZATION_QUANTITY,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STW FP Equity_DX_ACTIVE_UTILIZATION_MV,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STW FP Equity_DX_BROKER_SI_CON_RATIO,STW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STW FP Equity_DX_DEMAND_SUPPLY_RATIO,STW FP Equity_PX_LAST
2008-10-02,1582.0,79985.92,0.3,0.11,0.08,0.0,79985.92,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1631,50.56
2008-10-03,1582.0,78562.12,0.32,0.11,0.08,0.0,78562.12,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,49.66
2008-10-06,1582.0,77090.86,0.37,0.11,0.08,0.0,77090.86,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,48.73
2008-10-07,1582.0,77992.6,0.37,0.11,0.08,0.0,77992.6,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,49.3
2008-10-08,1582.0,75619.6,0.34,0.11,0.08,0.0,75619.6,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,47.8
2008-10-09,1582.0,71917.72,0.33,0.11,0.08,0.0,71917.72,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,45.46
2008-10-10,1582.0,71917.72,0.33,0.11,0.08,0.0,71917.72,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,
2008-10-13,1582.0,69006.84,0.33,0.11,0.08,0.0,69006.84,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,43.62
2008-10-14,1582.0,73040.94,0.33,0.11,0.08,0.0,73040.94,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,46.17
2008-10-15,1582.0,71031.8,0.31,0.11,0.08,0.0,71031.8,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,44.9
2008-10-16,1582.0,68579.7,0.3,0.11,0.08,0.0,68579.7,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,43.35
2008-10-17,1582.0,74132.52,0.29,0.11,0.08,0.0,74132.52,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,46.86
2008-10-20,1582.0,74891.88,0.29,0.11,0.08,0.0,74891.88,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,47.34
2008-10-21,1582.0,75461.4,0.31,0.11,0.08,0.0,75461.4,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,47.7
2008-10-22,1582.0,73357.34,0.35,0.11,0.08,0.0,73357.34,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,46.37
2008-10-23,1582.0,74654.58,0.32,0.11,0.07,0.0,74654.58,0.0,1582.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2825,47.19
2008-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1582.0,0.0,0.07,,0.0,0.0,5600.0,251160.0,,0.26,0.0,,0.0,,0.0,44.85
2008-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,259504.0,,0.25,0.0,,0.0,,0.0,46.34
2008-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,259840.0,,0.26,0.0,,0.0,,0.0,46.4
2008-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,267288.0,,0.26,0.0,,0.0,,0.0,47.73
2008-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,267176.0,,0.27,0.0,,0.0,,0.0,47.71
2008-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,270480.0,,0.27,0.0,,0.0,,0.0,48.3
2008-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,279048.0,,0.27,0.0,,0.0,,0.0,49.83
2008-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,283248.0,,0.27,0.0,,0.0,,0.0,50.58
2008-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,267288.0,,0.28,0.0,,0.0,,0.0,47.73
2008-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,265328.0,,0.27,0.0,,0.0,,0.0,47.38
2008-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,266560.0,,0.27,0.0,,0.0,,0.0,47.6
2008-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,273840.0,,0.27,0.0,,0.0,,0.0,48.9
2008-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,268856.0,,0.27,0.0,,0.0,,0.0,48.01
2008-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,269080.0,,0.27,0.0,,0.0,,0.0,48.05
2008-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,265216.0,,0.26,0.0,,0.0,,0.0,47.36
2008-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5600.0,271880.0,,0.27,0.0,,0.0,,0.0,48.55
2008-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69945.0,,0.07,0.0,,0.0,,0.0,46.63
2008-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,70470.0,,0.07,0.0,,0.0,,0.0,46.98
2008-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,70995.0,,0.07,0.0,,0.0,,0.0,47.33
2008-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66450.0,,0.07,0.0,,0.0,,0.0,44.3
2008-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,62640.0,,0.06,0.0,,0.0,,0.0,41.76
2008-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,62640.0,,0.07,0.0,,0.0,,0.0,
2008-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66450.0,,0.07,0.0,,0.0,,0.0,44.3
2008-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,64755.0,,0.06,0.0,,0.0,,0.0,43.17
2008-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65280.0,,0.07,0.0,,0.0,,0.0,43.52
2008-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65280.0,,0.07,0.0,,0.0,,0.0,
2008-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68115.0,,0.07,0.0,,0.0,,0.0,45.41
2008-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65925.0,,0.07,0.0,,0.0,,0.0,43.95
2008-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66870.0,,0.07,0.0,,0.0,,0.0,44.58
2008-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68535.0,,0.07,0.0,,0.0,,0.0,45.69
2008-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66510.0,,0.07,0.0,,0.0,,0.0,44.34
2008-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68910.0,,0.07,0.0,,0.0,,0.0,45.94
2008-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68700.0,,0.07,0.0,,0.0,,0.0,45.8
2008-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68685.0,,0.07,0.0,,0.0,,0.0,45.79
2008-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65430.0,,0.07,0.0,,0.0,,0.0,43.62
2008-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65430.0,,0.07,0.0,,0.0,,0.0,
2008-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66270.0,,0.07,0.0,,0.0,,0.0,44.18
2008-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65535.0,,0.07,0.0,,0.0,,0.0,43.69
2008-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65670.0,,0.07,0.0,,0.0,,0.0,43.78
2008-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65880.0,,0.06,0.0,,0.0,,0.0,43.92
2008-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66885.0,,0.07,0.0,,0.0,,0.0,44.59
2008-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66885.0,,0.06,0.0,,0.0,,0.0,
2008-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65760.0,,0.07,0.0,,0.0,,0.0,43.84
2008-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65760.0,,0.07,0.0,,0.0,,0.0,
2008-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65760.0,,0.06,0.0,,0.0,,0.0,
2008-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65760.0,,0.06,0.0,,0.0,,0.0,
2008-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66240.0,,0.07,0.0,,0.0,,0.0,44.16
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.16
2008-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66240.0,,0.07,0.0,,0.0,,0.0,
2009-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66240.0,,0.07,0.0,,0.0,,0.0,
2009-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67200.0,,0.07,0.0,,0.0,,0.0,44.8
2009-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67830.0,,0.07,0.0,,0.0,,0.0,45.22
2009-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,70185.0,,0.07,0.0,,0.0,,0.0,46.79
2009-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69855.0,,0.07,0.0,,0.0,,0.0,46.57
2009-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69195.0,,0.07,0.0,,0.0,,0.0,46.13
2009-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69195.0,,0.07,0.0,,0.0,,0.0,
2009-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69405.0,,0.07,0.0,,0.0,,0.0,46.27
2009-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69615.0,,0.07,0.0,,0.0,,0.0,46.41
2009-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69615.0,,0.07,0.0,,0.0,,0.0,
2009-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,70275.0,,0.07,0.0,,0.0,,0.0,46.85
2009-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,70470.0,,0.07,0.0,,0.0,,0.0,46.98
2009-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,70440.0,,0.07,0.0,,0.0,,0.0,46.96
2009-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,69990.0,,0.07,0.0,,0.0,,0.0,46.66
2009-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68955.0,,0.07,0.0,,0.0,,0.0,45.97
2009-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67125.0,,0.07,0.0,,0.0,,0.0,44.75
2009-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67515.0,,0.07,0.0,,0.0,,0.0,45.01
2009-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,68310.0,,0.07,0.0,,0.0,,0.0,45.54
2009-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67935.0,,0.07,0.0,,0.0,,0.0,45.29
2009-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67935.0,,0.06,0.0,,0.0,,0.0,
2009-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67725.0,,0.07,0.0,,0.0,,0.0,45.15
2009-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66630.0,,0.07,0.0,,0.0,,0.0,44.42
2009-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67590.0,,0.07,0.0,,0.0,,0.0,45.06
2009-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66390.0,,0.07,0.0,,0.0,,0.0,44.26
2009-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67200.0,,0.07,0.0,,0.0,,0.0,44.8
2009-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66840.0,,0.07,0.0,,0.0,,0.0,44.56
2009-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66585.0,,0.07,0.0,,0.0,,0.0,44.39
2009-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66495.0,,0.07,0.0,,0.0,,0.0,44.33
2009-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67080.0,,0.07,0.0,,0.0,,0.0,44.72
2009-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66420.0,,0.07,0.0,,0.0,,0.0,44.28
2009-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66750.0,,0.07,0.0,,0.0,,0.0,44.5
2009-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66750.0,,0.07,0.0,,0.0,,0.0,
2009-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67875.0,,0.07,0.0,,0.0,,0.0,45.25
2009-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66465.0,,0.07,0.0,,0.0,,0.0,44.31
2009-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,67425.0,,0.07,0.0,,0.0,,0.0,44.95
2009-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,66165.0,,0.07,0.0,,0.0,,0.0,44.11
2009-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,65295.0,,0.07,0.0,,0.0,,0.0,43.53
2009-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,64395.0,,0.06,0.0,,0.0,,0.0,42.93
2009-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,63615.0,,0.06,0.0,,0.0,,0.0,42.41
2009-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,63030.0,,0.06,0.0,,0.0,,0.0,42.02
2009-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,62280.0,,0.06,0.0,,0.0,,0.0,41.52
2009-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,62280.0,,0.06,0.0,,0.0,,0.0,
2009-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,58725.0,,0.06,0.0,,0.0,,0.0,39.15
2009-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57540.0,,0.06,0.0,,0.0,,0.0,38.36
2009-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57375.0,,0.06,0.0,,0.0,,0.0,38.25
2009-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57375.0,,0.06,0.0,,0.0,,0.0,
2009-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57615.0,,0.06,0.0,,0.0,,0.0,38.41
2009-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57615.0,,0.06,0.0,,0.0,,0.0,
2009-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57750.0,,0.06,0.0,,0.0,,0.0,38.5
2009-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57810.0,,0.06,0.0,,0.0,,0.0,38.54
2009-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,57750.0,,0.06,0.0,,0.0,,0.0,38.5
2009-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,59250.0,,0.06,0.0,,0.0,,0.0,39.5
2009-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1500.0,59625.0,,0.06,0.0,,0.0,,0.0,39.75
