,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-06-11,514382.0,5207857.86,2.79,4.32,1.62,7.28,1.0,3691876.76,203734.0,364648.0,2062703.81,,,,,,,,,,,,,,,,,,2.59,,,,19.68,19.68,831758.0,8421129.5,,10.68,19.49,10.31,0.4121,61.98,0.4968
2009-06-12,514382.0,5273780.11,2.79,4.27,1.62,7.33,1.0,3738609.38,203734.0,364648.0,2088813.99,,,,,,,,,,,,,,,,,,2.64,,,,19.14,19.14,860723.0,8824694.17,,11.29,18.94,10.63,0.4066,61.44,0.4832
2009-06-15,486097.0,4653419.36,2.63,4.03,1.53,6.92,1.0,3220011.84,203734.0,336363.0,1950350.94,,,,,,,,,,,,,,,,,28285.0,2.62,0.4,,,19.73,19.73,828861.0,7934708.15,,10.58,19.87,10.31,0.4521,65.57,0.4708
2009-06-16,486097.0,4700614.28,2.63,3.91,1.53,6.87,1.0,3252669.16,197381.0,336363.0,1908697.13,,,,,,,,0.12,,6353.0,,,,,,,,2.45,,,,19.37,19.37,821687.0,7945808.45,,10.18,19.37,10.2,0.4561,65.92,0.477
2009-06-17,506328.0,4770403.0,2.74,4.02,1.6,7.12,1.0,3361633.82,176526.0,356802.0,1663151.47,,,,0.26,,,,0.25,20647.0,20855.0,,,0.26,,,,208.0,2.2,0.0,,,17.35,17.35,840654.0,7920277.69,,10.33,17.55,9.71,0.4278,63.41,0.4978
2009-06-18,493781.0,4702049.2,2.67,3.99,1.56,6.92,1.0,3278181.92,176526.0,344255.0,1680975.85,,,,,,8100.0,,,,,,,,,0.1,,20647.0,2.16,0.26,,,16.99,16.99,862385.0,8212095.44,,10.51,17.03,9.98,0.446,65.2,0.4753
2009-06-19,482316.0,4591000.17,2.61,3.94,1.52,6.78,1.0,3210214.38,164946.0,337255.0,1570064.26,,,,,,,,0.14,,11580.0,,,,,,,7000.0,2.02,0.09,,,15.51,15.51,898406.0,8551617.81,,11.01,15.49,10.01,0.4665,66.79,0.4536
2009-06-22,475201.0,4331344.86,2.57,3.78,1.5,6.69,1.0,3009148.11,164946.0,330140.0,1503443.83,,,,,,,,,,,,,,,,,7115.0,2.02,0.09,,,75.45,15.36,53663.0,489125.57,,0.66,75.33,10.1,0.4809,67.94,0.4426
2009-06-23,481201.0,4429015.45,2.61,3.69,1.52,6.78,1.0,3093861.51,165946.0,336140.0,1527381.28,,,,0.16,,1000.0,,,5000.0,,,,0.16,,0.01,1000.0,,1.94,,,,75.56,15.41,53663.0,493918.87,,0.62,75.77,9.51,0.4614,66.44,0.447
2009-06-24,473239.0,4355732.52,2.56,3.64,1.49,6.6,1.0,3146923.07,171807.0,341905.0,1581326.43,,,4588.0,0.0,,,,0.2,5765.0,18192.0,,,0.0,4588.0,,19465.0,,2.04,,,,76.2,15.76,53663.0,493918.87,,0.64,76.15,8.19,0.4688,67.23,0.4342
2009-06-25,546833.0,5062829.41,2.96,4.85,1.72,7.47,1.0,3848573.61,175101.0,415682.0,1621164.95,,,6877.0,0.97,,,,0.05,81877.0,3583.0,,,0.97,6877.0,,,8100.0,2.07,0.1,,,75.42,16.73,57063.0,528315.29,,0.68,75.38,17.89,0.3868,58.62,0.5226
2009-06-26,533142.0,4886379.89,2.89,4.77,1.68,7.31,1.0,3810507.81,164810.0,415756.0,1510524.91,,,3474.0,0.04,,,,0.16,3474.0,13765.0,,,0.04,3474.0,,,3400.0,1.96,0.04,,,15.73,15.73,882768.0,8090789.7,,10.45,15.77,18.8,0.4054,60.14,0.5089
2009-06-29,545934.0,5003621.77,2.96,5.15,1.72,7.43,1.0,3927749.7,177602.0,428548.0,1627766.79,,,2792.0,0.15,,,,,12792.0,,,,0.15,2792.0,,10000.0,,2.09,,,,75.68,16.94,57063.0,522996.68,,0.67,75.69,20.65,0.3981,58.96,0.5207
2009-06-30,545585.0,5042799.56,2.95,5.2,1.72,7.44,1.0,3957809.93,177602.0,428199.0,1641561.42,,,,,,,,,,,,,,,,,349.0,2.1,0.0,,,75.68,16.94,57063.0,527428.85,,0.67,75.69,20.82,0.3977,58.86,0.5204
2009-07-01,539838.0,5050479.12,2.92,5.32,1.7,7.4,1.0,3961624.57,176253.0,423452.0,1648943.01,,,,,,,,0.02,,1349.0,,,,,,,4747.0,2.1,0.06,,,75.54,17.0,57063.0,533855.51,,0.67,75.71,21.19,0.4035,59.28,0.5206
2009-07-02,539838.0,4951943.41,2.92,5.24,1.7,7.4,1.0,3884332.6,171506.0,423452.0,1573227.54,,,,,,,,0.05,,4747.0,,,,,,,,2.07,,,,100.0,16.79,0.0,0.0,,0.0,100.0,20.85,0.4037,59.39,0.5285
2009-07-03,539838.0,5006452.53,2.92,5.24,1.7,7.4,1.0,3927089.86,171506.0,423452.0,1590545.03,,,,,,,,,,,,,,,,,,2.04,,,,100.0,16.79,0.0,0.0,,0.0,100.0,21.05,0.4041,59.37,0.5285
2009-07-06,538937.0,4981352.62,2.92,5.25,1.7,7.38,1.0,3905605.91,170605.0,422551.0,1576888.7,,,,,,,,0.01,,901.0,,,,,,,901.0,2.03,0.01,,,100.0,16.4,0.0,0.0,,0.0,100.0,21.01,0.4056,59.51,0.5181
2009-07-07,533235.0,5088105.79,2.89,5.26,1.68,7.36,1.0,3976696.73,164903.0,416759.0,1573497.44,,,90.0,,,,,0.06,,5792.0,,,,90.0,,,5792.0,1.97,0.06,,,100.0,16.33,0.0,0.0,,0.0,100.0,20.71,0.4063,59.66,0.5279
2009-07-08,532090.0,4963527.45,2.88,5.01,1.68,7.35,1.0,3877836.86,163931.0,415704.0,1529207.5,,,,,,,,0.01,,972.0,,,,,,,1055.0,2.01,0.01,,,100.0,16.48,0.0,0.0,,0.0,100.0,20.32,0.4077,59.89,0.5348
2009-07-09,532090.0,5087512.32,2.88,5.08,1.68,7.34,1.0,3974702.06,182479.0,415704.0,1744750.25,,,18721.0,,,,,0.0,,173.0,,,,18721.0,,,,2.2,,,,100.0,18.57,0.0,0.0,,0.0,100.0,20.43,0.4077,59.85,0.5415
2009-07-10,546346.0,5300203.32,2.96,5.23,1.72,7.6,1.0,4214437.06,178014.0,434425.0,1726946.65,,,,0.28,,,,0.05,18721.0,4465.0,,,0.28,,,,,2.2,,,,100.0,18.49,0.0,0.0,,0.0,100.0,23.77,0.3979,57.8,0.5675
2009-07-13,553311.0,5367772.07,3.0,5.13,1.74,7.7,1.0,4238690.02,173251.0,436925.0,1680739.91,,,,0.03,,,,0.11,2500.0,9228.0,,,0.03,,,4465.0,,2.16,,,,77.16,18.27,51291.0,497583.45,,0.64,77.19,23.45,0.3876,57.02,0.5835
2009-07-14,542812.0,5497805.29,2.94,4.94,1.71,7.59,1.0,4319955.92,173157.0,426520.0,1753799.61,,,,,,,,0.0,,94.0,,,,,,,10405.0,2.18,0.12,,,77.15,18.46,51291.0,519494.65,,0.64,77.29,23.96,0.3999,57.91,0.5788
2009-07-15,549812.0,5611408.73,2.98,5.05,1.73,7.74,1.0,4424526.77,168326.0,433520.0,1717943.56,,,,0.07,,2000.0,,0.05,5000.0,4831.0,,,0.07,,0.03,,,2.19,,,,75.39,17.97,54945.0,560771.41,,0.71,75.58,23.48,0.3874,56.93,0.587
2009-07-16,544252.0,5618072.49,2.95,5.35,1.72,7.79,1.0,4437316.44,166420.0,429866.0,1717880.0,,,,,,,,0.02,,1906.0,,,,,,,3654.0,2.19,0.04,,,75.18,17.3,54945.0,567172.91,,0.72,75.27,24.75,0.389,56.56,0.5656
2009-07-17,525656.0,5503688.45,2.85,5.19,1.66,7.58,1.0,4437933.57,150340.0,423866.0,1574079.86,,,119.0,,,,,0.2,,16199.0,,,,119.0,,,6000.0,2.0,0.09,,,59.54,15.72,102174.0,1069775.41,,1.36,59.59,25.3,0.3963,56.99,0.5495
2009-07-20,521356.0,5466765.79,2.82,5.23,1.64,7.56,1.0,4406738.18,149643.0,420263.0,1569106.78,,,,,,,,0.0,,697.0,,,,,,,3603.0,2.02,0.04,,,58.61,14.3,105674.0,1108062.45,,1.43,58.58,25.45,0.3995,57.17,0.4981
2009-07-21,520752.0,5543350.13,2.82,5.33,1.64,7.58,1.0,4473655.32,149039.0,420263.0,1586504.44,,,,,,,,0.01,,604.0,,,,,,,,2.02,,,,58.51,14.22,105674.0,1124888.59,,1.43,58.58,25.74,0.3992,57.03,0.497
2009-07-22,495195.0,5255913.52,2.68,5.0,1.56,7.25,1.0,4190603.81,136156.0,394825.0,1445136.08,,,,,,,,0.18,,12883.0,,,,,,,25438.0,1.87,0.35,,,12.89,12.89,919819.0,9762798.73,,12.59,12.91,21.76,0.4154,59.95,0.4689
2009-07-23,508612.0,5285730.78,2.75,5.12,1.6,7.39,1.0,4103203.73,149573.0,394825.0,1554431.69,,,13950.0,,,,,0.01,,533.0,,,,13950.0,,,,2.04,,,,15.35,15.35,824842.0,8572138.98,,11.17,15.47,20.81,0.3954,58.57,0.522
2009-07-24,508609.0,5165210.94,2.75,4.96,1.6,7.32,1.0,4015154.32,149030.0,395365.0,1513483.61,,,297.0,,,540.0,,0.03,,840.0,,,,297.0,0.01,,,1.99,,,,15.35,15.35,821699.0,8344816.28,,10.89,15.43,20.52,0.3998,59.08,0.5239
2009-07-27,508312.0,5207598.36,2.75,4.96,1.6,7.29,1.0,4050469.25,148733.0,395365.0,1523752.59,,,,,,,,0.01,,297.0,,,,,,,,1.95,,,,14.92,14.92,848273.0,8690459.96,,11.13,14.88,20.73,0.4017,59.19,0.5098
2009-07-28,518312.0,5167130.86,2.81,4.96,1.63,7.39,1.0,4048123.51,148033.0,406065.0,1475763.41,,,,,,10700.0,,0.0,,700.0,,,,,0.14,,,1.94,,,,14.34,14.34,884247.0,8815192.32,,11.52,14.45,19.87,0.3878,58.28,0.5021
2009-07-29,517806.0,5083659.76,2.8,5.11,1.63,7.32,1.0,3986621.05,147527.0,406065.0,1448374.63,,,,,,,,0.01,,506.0,,,,,,,,1.89,,,,13.88,13.88,915475.0,8987851.47,,11.69,13.94,19.74,0.3929,58.8,0.4871
2009-07-30,503106.0,5298848.59,2.72,4.97,1.59,7.21,1.0,4276786.51,132827.0,406065.0,1398969.92,,,,,,,,0.18,,14700.0,,,,,,,,1.69,,,,12.07,12.07,967596.0,10190983.01,,12.66,11.77,21.46,0.4087,59.58,0.4572
2009-07-31,443106.0,4685841.56,2.4,4.19,1.4,6.51,1.0,3659633.95,107827.0,346065.0,1140269.46,,,,,,,,0.32,,25000.0,,,,,,,60000.0,1.46,0.81,,,9.47,9.47,1031033.0,10903163.77,,13.93,9.49,10.51,0.4703,66.96,0.3891
2009-08-03,442861.0,4911995.58,2.4,4.06,1.4,6.55,1.0,3838382.14,107582.0,346065.0,1193246.43,,,,,,,,0.0,,245.0,,,,,,,,1.47,,,,9.28,9.28,1051803.0,11666079.63,,14.58,9.15,10.95,0.4653,66.52,0.382
2009-08-04,466917.0,5465315.81,2.53,4.23,1.47,7.03,1.0,4121135.86,125623.0,352080.0,1470431.29,,,18041.0,0.09,,,,,6015.0,,,,0.09,18041.0,,,,1.82,,,,10.21,10.21,1105216.0,12936677.14,,16.11,10.13,10.74,0.4064,61.84,0.3793
2009-08-05,394195.0,4733505.92,2.13,3.33,1.24,6.25,1.0,3412550.42,120792.0,284189.0,1450474.12,,,,0.03,,,,0.07,1809.0,4831.0,,,0.03,,,,69700.0,1.83,0.85,,,9.8,9.8,1111903.0,13351766.09,,16.96,9.74,12.6,0.3715,58.19,0.3198
2009-08-06,394195.0,4776370.79,2.14,3.26,1.24,6.31,1.0,3443453.21,120792.0,284189.0,1463609.08,,,,,,,,,,,,,,,,,,1.87,,,,9.5,9.5,1150329.0,13938273.77,,17.77,9.53,12.63,0.3672,57.78,0.3101
2009-08-07,352660.0,4192295.25,1.92,2.8,1.11,5.68,1.0,2831505.17,125257.0,238189.0,1489010.17,,,,,,,,,,,,,,,,4465.0,46000.0,1.95,0.72,,,11.2,11.2,993424.0,11809467.23,,15.43,11.21,9.28,0.4465,65.11,0.3152
2009-08-10,348195.0,4237930.7,1.89,2.72,1.1,5.58,1.0,2899032.08,120792.0,238189.0,1470176.55,,,,,,,,0.07,,4465.0,,,,,,,,1.86,,,,9.09,9.09,1208755.0,14711928.44,,18.74,9.03,9.26,0.4609,66.2,0.2619
2009-08-11,415305.0,4978931.11,2.26,3.22,1.31,6.66,1.0,3018612.98,176268.0,251790.0,2113208.92,,,366.0,0.03,,12000.0,,,1601.0,,,,0.03,366.0,0.19,55110.0,,2.76,,,,13.15,13.15,1163972.0,13954410.38,,18.09,13.22,18.54,0.3464,54.49,0.3099
2009-08-12,431132.0,5223927.98,2.34,3.3,1.36,6.87,1.0,3050881.92,192095.0,251790.0,2327571.24,,,11362.0,,,,,,,,,,,11362.0,,4465.0,,2.96,,,,14.26,14.26,1154946.0,13994216.91,,17.92,14.19,20.47,0.3324,52.59,0.3201
2009-08-13,439048.0,5534684.21,2.39,3.45,1.38,7.04,1.0,3157084.99,201360.0,250441.0,2538364.85,,,9265.0,0.02,,,,,1000.0,,,,0.02,9265.0,,,2349.0,3.15,0.04,,,15.02,15.02,1139440.0,14363897.75,,18.11,14.79,22.49,0.3261,51.2,0.3275
2009-08-14,438906.0,5604484.27,2.39,3.4,1.38,7.22,1.0,3214355.72,199932.0,251727.0,2552974.33,,,,0.09,,,,0.02,5000.0,1428.0,,,0.09,,,,3714.0,3.23,0.0,,,13.7,13.7,1259739.0,16085875.82,,20.54,13.58,22.85,0.3142,49.78,0.3007
2009-08-17,435192.0,5305234.03,2.37,3.36,1.37,7.14,1.0,3068693.01,196218.0,251727.0,2392007.23,,,,,,,,0.02,,3714.0,,,,,,,,3.22,,,,13.02,13.02,1310566.0,15976532.99,,21.06,13.26,23.17,0.3192,50.22,0.2888
2009-08-18,446936.0,5453607.1,2.43,3.38,1.41,7.17,1.0,3242017.48,193998.0,265691.0,2367204.41,,,,0.22,,,,0.06,13964.0,2220.0,,,0.22,,,,,3.04,,,,12.64,12.64,1341160.0,16365116.48,,21.06,12.61,21.76,0.3089,49.58,0.2911
2009-08-19,482442.0,5742591.4,2.62,3.78,1.52,7.69,1.0,3805337.82,175139.0,319691.0,2084710.11,,,3010.0,0.45,,25000.0,,0.34,29000.0,21869.0,,,0.45,3010.0,0.38,,,2.73,,,,10.84,10.84,1440271.0,17143797.3,,22.32,10.89,19.12,0.2988,48.94,0.2987
2009-08-20,496123.0,5972874.41,2.7,3.93,1.56,7.86,1.0,4005119.63,174799.0,332676.0,2104422.64,,,696.0,0.3,,,,0.02,19000.0,1036.0,,,0.3,696.0,,,6015.0,2.68,0.09,,,10.8,10.8,1444348.0,17388650.01,,22.31,10.72,18.57,0.2976,48.6,0.3064
2009-08-21,491678.0,6011015.23,2.67,3.93,1.55,7.84,1.0,4067134.39,170154.0,332676.0,2080219.75,,,,,,,,0.07,,4645.0,,,,,,,,2.63,,,,10.65,10.65,1427752.0,17454999.03,,22.27,10.57,18.63,0.2956,48.32,0.3077
2009-08-24,456974.0,5762435.91,2.49,3.76,1.44,7.37,1.0,4195039.82,135450.0,332676.0,1708022.65,,,,,,,,0.53,,34704.0,,,,,,,,2.13,,,,8.42,8.42,1473223.0,18577321.93,,23.42,8.34,20.0,0.3255,50.64,0.2841
2009-08-25,463793.0,5825008.09,2.52,3.87,1.46,7.51,1.0,4207809.22,139915.0,335030.0,1757262.42,,,,,,4933.0,,,,,,,,,0.08,4465.0,2579.0,2.23,0.03,,,8.69,8.69,1470859.0,18473253.33,,23.78,8.58,19.62,0.3134,49.7,0.2879
2009-08-26,463097.0,5863027.02,2.52,3.84,1.46,7.55,1.0,4241638.24,138241.0,335030.0,1750196.43,,,,,,,,0.0,,1674.0,,,,,,,,2.24,,,,8.58,8.58,1472533.0,18642964.15,,23.93,8.57,19.89,0.3124,49.49,0.2875
2009-08-27,472410.0,6054319.7,2.57,3.86,1.49,7.72,1.0,4401758.66,147870.0,343463.0,1895074.73,,,880.0,0.15,,,,,8433.0,,,,0.15,880.0,,8749.0,,2.4,,,,9.12,9.12,1474041.0,18891038.43,,24.1,9.05,19.46,0.2995,48.38,0.2913
2009-08-28,481648.0,6193287.92,2.62,3.93,1.52,7.92,1.0,4416431.18,157108.0,343463.0,2020178.8,,,9238.0,,,,,,,,,,,9238.0,,,,2.59,,,,9.66,9.66,1468803.0,18886655.54,,24.17,9.67,21.14,0.2938,47.15,0.2962
2009-08-31,483751.0,6205299.93,2.63,3.93,1.52,7.97,1.0,4454709.87,155395.0,347279.0,1993324.21,,,,0.07,,,,0.03,3816.0,1713.0,,,0.07,,,,,2.58,,,,9.43,9.43,1491934.0,19137733.96,,24.68,9.45,21.15,0.2907,46.85,0.2937
2009-09-01,481249.0,6130219.31,2.62,3.83,1.52,7.93,1.0,4347261.22,158893.0,341279.0,2024002.0,,,3498.0,,,,,,,,,,,3498.0,,,6000.0,2.64,0.1,,,9.55,9.55,1504268.0,19161583.18,,24.8,9.61,21.3,0.2932,47.06,0.2894
2009-09-02,481249.0,5962012.07,2.62,3.83,1.52,7.86,1.0,4227976.62,158893.0,341279.0,1968465.36,,,,,,,,,,,,,,,,,,2.6,,,,9.39,9.39,1533157.0,18993702.94,,24.83,9.47,21.08,0.2958,47.52,0.2844
2009-09-03,472643.0,5820520.19,2.57,3.82,1.49,7.67,1.0,4096812.85,158893.0,332673.0,1956740.95,,,,,,2794.0,,,,,,,,,0.04,,11400.0,2.53,0.16,,,9.36,9.36,1537817.0,18937961.43,,24.51,9.37,21.07,0.2878,46.58,0.2786
2009-09-04,482363.0,6151902.79,2.62,4.04,1.52,7.85,1.0,4370341.39,158613.0,342673.0,2022899.26,,,,0.16,,,,0.01,10000.0,280.0,,,0.16,,,,,2.52,,,,9.34,9.34,1540218.0,19643445.72,,24.79,9.24,20.58,0.278,45.49,0.2839
2009-09-07,482363.0,6243694.27,2.62,4.02,1.52,7.91,1.0,4435550.5,158613.0,342673.0,2053082.59,,,,,,,,,,,,,,,,,,2.56,,,,9.25,9.25,1555218.0,20130701.81,,25.56,9.09,20.48,0.2756,45.19,0.2815
2009-09-08,451315.0,5745410.26,2.45,3.97,1.42,7.46,1.0,3951891.04,155535.0,310430.0,1980019.24,,,1195.0,,,,,0.07,,4273.0,,,,1195.0,,,32243.0,2.57,0.52,,,9.08,9.08,1558296.0,19837696.11,,25.65,9.11,22.65,0.298,47.91,0.2633
2009-09-09,451480.0,5924600.03,2.46,3.9,1.42,7.46,1.0,4073654.62,154421.0,310430.0,2026407.95,,,165.0,,,,,0.02,,1279.0,,,,165.0,,,,2.54,,,,8.89,8.89,1583534.0,20780113.36,,26.34,8.79,22.66,0.298,47.9,0.2598
2009-09-10,409975.0,5540754.99,2.23,3.44,1.29,6.86,1.0,3636713.85,157813.0,269090.0,2132820.7,,,3557.0,,,,,0.0,,165.0,,,,3557.0,,,41340.0,2.68,0.69,,,9.08,9.08,1580046.0,21354101.51,,26.91,9.05,25.45,0.3492,52.09,0.2359
2009-09-11,390532.0,5293152.18,2.12,3.22,1.23,6.73,1.0,3383639.66,157813.0,249647.0,2138949.5,,,,0.06,,,,,3557.0,,,,0.06,,,,23000.0,2.74,0.28,,,9.08,9.08,1580046.0,21415463.87,,27.35,9.12,26.57,0.3248,48.93,0.2247
2009-09-14,386543.0,5179039.65,2.1,3.36,1.22,6.67,1.0,3307423.69,156618.0,246853.0,2098423.29,,,,,,,,0.01,,1195.0,,,,,,,2794.0,2.73,0.05,,,8.92,8.92,1599245.0,21427249.41,,27.76,8.96,26.52,0.3289,49.34,0.2201
2009-09-15,380573.0,4992636.5,2.07,3.5,1.2,6.52,1.0,3238399.19,150648.0,246853.0,1976311.25,,,,,,,,0.12,,5970.0,,,,,,,,2.58,,,,8.67,8.67,1587921.0,20831515.47,,27.1,8.7,25.04,0.3332,50.51,0.2189
2009-09-16,368975.0,4952255.05,2.01,3.68,1.16,6.27,1.0,3380284.0,134050.0,251853.0,1799172.81,,,,0.07,,,,0.3,5000.0,16598.0,,,0.07,,,,,2.27,,,,7.62,7.62,1626179.0,21826013.04,,27.75,7.55,21.26,0.3393,52.49,0.2096
2009-09-17,365680.0,4961996.31,1.99,3.74,1.15,6.27,1.0,3417451.48,126935.0,251853.0,1722410.31,,,,,,,,0.1,,7115.0,,,,,,,,2.19,,,,7.21,7.21,1633294.0,22162543.21,,28.33,7.19,20.83,0.3382,52.49,0.2077
2009-09-18,362202.0,5028740.42,1.97,3.97,1.14,6.26,1.0,3443640.77,127277.0,248033.0,1767088.52,,,961.0,,,,,0.01,,619.0,,,,961.0,,,3820.0,2.24,0.06,,,7.17,7.17,1647670.0,22875922.08,,29.0,7.16,21.37,0.3419,52.6,0.2041
2009-09-21,362202.0,4931682.21,1.97,3.88,1.14,6.31,1.0,3377176.09,127277.0,248033.0,1732982.47,,,,,,,,,,,,,,,,,,2.27,,,,7.19,7.19,1642536.0,22364497.09,,29.08,7.24,21.38,0.3385,52.21,0.2047
2009-09-22,356468.0,4810693.48,1.94,3.85,1.12,6.15,1.0,3347315.15,121543.0,248033.0,1640276.6,,,,,,,,0.12,,5734.0,,,,,,,,2.12,,,,6.8,6.8,1665157.0,22472030.95,,29.01,6.8,19.81,0.3466,53.58,0.1995
2009-09-23,340515.0,4602012.77,1.85,3.71,1.07,5.82,1.0,3302356.2,106350.0,244350.0,1437305.43,,,2730.0,0.02,,1317.0,,0.32,1000.0,17923.0,,,0.02,2730.0,0.02,,6000.0,1.81,0.11,,,5.66,5.66,1772954.0,23961226.24,,29.38,5.79,21.0,0.3829,56.78,0.1812
2009-09-24,441818.0,5785798.43,2.4,4.79,1.39,7.44,1.0,3203300.29,227391.0,244612.0,2977783.82,,121041.0,,0.01,1.8,,,,262.0,,,121041.0,0.01,,,,,3.6,,,,10.3,10.3,1980183.0,25931355.66,,34.38,9.48,20.71,0.282,44.25,0.2001
2009-09-25,427231.0,5598093.71,2.32,4.56,1.35,7.24,1.0,3173162.9,203593.0,242167.0,2667720.02,,,,,,478.0,,0.13,,23798.0,,,,,0.01,,2923.0,3.44,0.05,,,8.9,8.9,2084597.0,27314893.7,,33.86,9.21,20.16,0.2902,45.44,0.1867
2009-09-28,429497.0,5861303.64,2.34,4.64,1.35,7.29,1.0,3282230.14,207515.0,240511.0,2831936.95,,,,,,,,,,,,,,,,3922.0,1656.0,3.51,0.03,,,8.73,8.73,2170246.0,29617135.32,,35.36,9.03,20.12,0.2872,45.17,0.1806
2009-09-29,503678.0,6885380.95,2.74,5.52,1.59,8.75,1.0,3308927.53,288118.0,242054.0,3938631.8,,,46564.0,,,3922.0,,0.0,,961.0,,,,46564.0,0.07,35000.0,2379.0,5.07,0.02,,,12.24,12.24,2066000.0,28242641.2,,34.87,12.69,33.06,0.2812,37.58,0.214
2009-09-30,497719.0,7093859.98,2.71,5.43,1.57,8.64,1.0,3488529.39,278497.0,244762.0,3969345.6,,,619.0,0.07,,,,0.18,4043.0,10240.0,,,0.07,619.0,,,1335.0,4.89,0.02,,,12.28,12.28,1990084.0,28364151.76,,35.6,12.09,33.13,0.2809,37.95,0.2194
2009-10-01,502542.0,7182117.58,2.73,5.03,1.58,8.75,1.0,3475468.52,293564.0,243183.0,4195492.44,,,16402.0,,,,,0.02,,1335.0,,,,16402.0,,,1579.0,5.02,0.03,,,12.72,12.72,2014918.0,28796355.29,,37.37,11.84,33.57,0.2812,37.47,0.2177
2009-10-02,491390.0,7003654.39,2.67,4.74,1.55,8.73,1.0,3466024.31,267357.0,243183.0,3810570.07,,,,,,,,0.11,,26207.0,,,,,,,,4.91,,,,11.72,11.72,2013722.0,28701058.05,,36.99,11.73,33.46,0.281,37.56,0.2154
2009-10-05,470040.0,6713961.87,2.56,4.14,1.48,8.38,1.0,3306916.18,257675.0,231515.0,3680580.64,,,870.0,,,,,0.2,,10552.0,,,,870.0,,,11668.0,4.72,0.16,,,11.05,11.05,2073917.0,29623435.58,,38.06,11.03,33.14,0.2886,39.12,0.2016
2009-10-06,465093.0,6720967.59,2.53,4.09,1.47,8.27,1.0,3345577.79,247768.0,231515.0,3580446.7,,,,,,,,0.19,,9907.0,,,,,,,,4.54,,,,10.5,10.5,2112852.0,30532409.25,,38.94,10.44,33.55,0.2937,39.67,0.197
2009-10-07,487603.0,6968615.71,2.65,4.27,1.54,8.77,1.0,3504980.62,258826.0,245248.0,3699031.65,,,2281.0,0.31,,,,,16058.0,,,,0.31,2281.0,,8777.0,2325.0,4.82,0.04,,,10.8,10.8,2138321.0,30559978.74,,39.64,10.84,32.93,0.2805,38.09,0.2034
2009-10-08,455121.0,6530909.2,2.47,3.98,1.43,8.09,1.0,3390003.95,235453.0,236240.0,3378710.64,,,5000.0,,,,,0.58,,28373.0,,,,5000.0,,,9008.0,4.31,0.18,,,9.84,9.84,2157252.0,30956200.51,,39.67,9.8,32.91,0.2986,41.37,0.1902
2009-10-09,440473.0,6284790.02,2.4,3.84,1.39,7.86,1.0,3291077.57,219748.0,230657.0,3135424.96,,,,0.0,,,,0.26,100.0,15868.0,,,0.0,,,163.0,5683.0,4.06,0.1,,,9.2,9.2,2170028.0,30962556.9,,40.02,9.22,33.48,0.3105,42.6,0.1843
