,ALSEN FP Equity_DX_SI_QTY,ALSEN FP Equity_DX_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSEN FP Equity_DX_SI_MV,ALSEN FP Equity_DX_DSS,ALSEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY,ALSEN FP Equity_DX_BROKER_SI_QTY,ALSEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_x,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSEN FP Equity_DX_BROKER_SI_MV_INC_x,ALSEN FP Equity_DX_BROKER_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_NEW,ALSEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALSEN FP Equity_DX_BROKER_SI_QTY_INC,ALSEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_y,ALSEN FP Equity_DX_BROKER_SI_MV_INC_y,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSEN FP Equity_DX_BROKER_SI_MV_ADD,ALSEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV,ALSEN FP Equity_DX_BROKER_SI_MV_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV_RMV,ALSEN FP Equity_DX_BROKER_SI_MV_RMV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSEN FP Equity_DX_BROKER_SI_CON_RATIO,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSEN FP Equity_PX_LAST
2021-04-16,26000.0,61100.0,0.03,0.17,0.03,0.06,0.0,5875.0,26000.0,2500.0,61100.0,,,,,,,,,,,,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.35
2021-04-19,26000.0,60840.0,0.03,0.18,0.03,0.06,0.0,5850.0,26000.0,2500.0,60840.0,,,,,,,,,,,,,,,0.06,,,,100.0,47.36,0.0,0.0,,0.0,100.0,21.15,0.5333,69.23,0.4736,2.34
2021-04-20,33806.0,77584.77,0.04,0.23,0.04,0.08,0.0,19521.27,27800.0,8506.0,63801.0,,,,6006.0,,,,,,,,0.01,1800.0,,0.06,,,,100.0,87.42,0.0,0.0,,0.0,100.0,18.77,0.3871,56.24,1.0631,2.295
2021-04-21,28306.0,63405.44,0.04,0.19,0.04,0.07,0.0,19053.44,22300.0,8506.0,49952.0,,,,,,0.01,,5500.0,,,,,,,0.05,,,,100.0,50.8,0.0,0.0,,0.0,100.0,22.65,0.5214,67.91,0.6448,2.24
2021-04-22,68149.0,156061.21,0.09,0.46,0.09,0.15,0.0,110719.21,62143.0,48349.0,142307.47,,39843.0,0.09,,,,39843.0,,,0.09,39843.0,,,,0.14,,,,100.0,50.28,0.0,0.0,,0.0,100.0,26.73,0.4934,64.34,0.5514,2.29
2021-04-23,35026.0,79859.28,0.04,0.24,0.04,0.08,0.0,35490.48,29020.0,15566.0,66165.6,,,,,,0.07,,33123.0,,,,,,32783.0,0.07,0.08,,,100.0,59.27,0.0,0.0,,0.0,100.0,28.49,0.4009,53.65,0.7154,2.28
2021-04-26,33226.0,75755.28,0.04,0.23,0.04,0.08,0.0,34715.28,27560.0,15226.0,62836.8,,,,,,0.0,,1460.0,,,,,,340.0,0.06,0.0,,,100.0,47.5,0.0,0.0,,0.0,100.0,28.78,0.4054,54.18,0.5727,2.28
2021-04-27,27560.0,62010.0,0.03,0.19,0.03,0.06,0.0,21510.0,27560.0,9560.0,62010.0,,,,,,,,,,,,,,5666.0,0.06,0.01,,,100.0,47.5,0.0,0.0,,0.0,100.0,34.69,0.5469,65.31,0.475,2.25
2021-04-28,23639.0,54369.7,0.03,0.16,0.03,0.05,0.0,12969.7,23639.0,5639.0,54369.7,,,,,,0.01,,3921.0,,,,,,3921.0,0.05,0.01,,,100.0,47.11,0.0,0.0,,0.0,100.0,23.85,0.6367,76.15,0.4711,2.3
2021-04-29,23639.0,54133.31,0.03,0.16,0.03,0.05,0.0,12913.31,23639.0,5639.0,54133.31,,,,,,,,,,,,,,,0.05,,,,100.0,47.11,0.0,0.0,,0.0,100.0,23.85,0.6367,76.15,0.4711,2.29
2021-04-30,23639.0,53187.75,0.03,0.16,0.03,0.05,0.0,12687.75,23639.0,5639.0,53187.75,,,,,,,,,,,,,,,0.05,,,,100.0,47.11,0.0,0.0,,0.0,100.0,23.85,0.6367,76.15,0.4711,2.25
2021-05-03,21751.0,49918.55,0.03,0.15,0.03,0.05,0.0,8608.55,21751.0,3751.0,49918.55,,,,,,0.01,,1888.0,,,,,,1888.0,0.05,0.0,,,100.0,46.88,0.0,0.0,,0.0,100.0,17.41,0.7124,82.59,0.4688,2.295
2021-05-04,21707.0,46995.66,0.03,0.15,0.03,0.05,0.0,8025.66,21707.0,3707.0,46995.66,,,,,,0.0,,44.0,,,,,,44.0,0.05,0.0,,,100.0,46.87,0.0,0.0,,0.0,100.0,17.08,0.7168,82.92,0.4687,2.165
2021-05-05,24707.0,51390.56,0.03,0.17,0.03,0.05,0.0,13950.56,24707.0,6707.0,51390.56,,3000.0,0.01,,,,3000.0,,,0.01,3000.0,,,,0.05,,,,100.0,47.23,0.0,0.0,,0.0,100.0,27.15,0.6045,72.85,0.4723,2.08
2021-05-06,24707.0,50525.82,0.03,0.17,0.03,0.05,0.0,13715.82,24707.0,6707.0,50525.82,,,,,,,,,,,,,,,0.05,,,,100.0,47.23,0.0,0.0,,0.0,100.0,27.15,0.6045,72.85,0.4723,2.045
2021-05-07,24707.0,50031.68,0.03,0.19,0.03,0.05,0.0,13581.68,24707.0,6707.0,50031.68,,,,,,,,,,,,,,,0.05,,,,100.0,47.23,0.0,0.0,,0.0,100.0,27.15,0.6045,72.85,0.4723,2.025
2021-05-10,21759.0,45041.13,0.03,0.19,0.03,0.04,0.0,7781.13,21759.0,3759.0,45041.13,,,,,,0.01,,2948.0,,,,,,2948.0,0.04,0.01,,,100.0,46.88,0.0,0.0,,0.0,100.0,17.28,0.7142,82.72,0.4688,2.07
2021-05-11,33759.0,68530.77,0.04,0.33,0.04,0.07,0.0,31990.77,21759.0,15759.0,44170.77,,,0.02,,,,12000.0,,,0.02,,,,,0.05,,,,100.0,29.24,0.0,0.0,,0.0,100.0,46.31,0.5027,53.69,0.4536,2.03
2021-05-12,27488.0,54536.19,0.06,0.26,0.03,0.06,0.0,18824.19,18759.0,9488.0,37217.86,,,,,,0.01,,3000.0,,,,,,6271.0,0.04,0.01,,,100.0,27.42,0.0,0.0,,0.0,100.0,34.52,0.5479,65.48,0.4018,1.984
2021-05-13,18216.0,36978.48,0.04,0.18,0.02,0.04,0.0,438.48,18216.0,216.0,36978.48,,,,,,0.0,,543.0,,,,,,9272.0,0.04,0.02,,,100.0,27.05,0.0,0.0,,0.0,100.0,1.19,0.9766,98.81,0.2705,2.03
2021-05-14,18216.0,36432.0,0.04,0.18,0.02,0.04,0.0,432.0,18216.0,216.0,36432.0,,,,,,,,,,,,,,,0.04,,,,100.0,27.05,0.0,0.0,,0.0,100.0,1.19,0.9766,98.81,0.2705,2.0
2021-05-17,18216.0,36432.0,0.04,0.18,0.02,0.04,0.0,432.0,18216.0,216.0,36432.0,,,,,,,,,,,,,,,0.04,,,,100.0,27.05,0.0,0.0,,0.0,100.0,1.19,0.9766,98.81,0.2705,2.0
2021-05-18,18057.0,36294.57,0.04,0.21,0.02,0.04,0.0,114.57,18057.0,57.0,36294.57,,,,,,0.0,,159.0,,,,,,159.0,0.04,0.0,,,100.0,36.73,0.0,0.0,,0.0,100.0,0.32,0.9937,99.68,0.3673,2.01
2021-05-19,30057.0,59512.86,0.06,0.36,0.04,0.06,0.0,23872.86,18057.0,12057.0,35752.86,,,0.02,,,,12000.0,,,0.02,,,,,0.04,,,,100.0,26.95,0.0,0.0,,0.0,100.0,40.11,0.5195,59.89,0.4485,1.98
2021-05-20,20770.0,40501.5,0.04,0.28,0.03,0.04,0.0,5401.5,18187.0,2770.0,35464.65,,130.0,,,,,,,,,130.0,,,9287.0,0.04,0.02,,,100.0,27.03,0.0,0.0,,0.0,100.0,13.34,0.7687,86.66,0.3087,1.95
2021-05-21,20340.0,40191.84,0.04,0.3,0.03,0.04,0.0,4623.84,18130.0,2340.0,35824.88,,,,,,0.0,,57.0,,,,,,430.0,0.04,0.0,,,100.0,27.0,0.0,0.0,,0.0,100.0,11.5,0.7964,88.5,0.3029,1.976
2021-05-24,20340.0,40151.16,0.04,0.32,0.03,0.04,0.0,4619.16,18130.0,2340.0,35788.62,,,,,,,,,,,,,,,0.04,,,,100.0,27.0,0.0,0.0,,0.0,100.0,11.5,0.7964,88.5,0.3029,1.974
2021-05-25,19908.0,40214.16,0.04,0.35,0.02,0.04,0.0,3854.16,18130.0,1908.0,36622.6,,,,,,,,,,,,,,432.0,0.04,0.0,,,100.0,27.0,0.0,0.0,,0.0,100.0,9.58,0.8267,90.42,0.2964,2.02
2021-05-26,19908.0,40512.78,0.04,0.36,0.02,0.04,0.0,3882.78,18130.0,1908.0,36894.55,,,,,,,,,,,,,,,0.04,,,,100.0,27.0,0.0,0.0,,0.0,100.0,9.58,0.8267,90.42,0.2964,2.035
2021-05-27,18067.0,35808.79,0.04,0.35,0.02,0.04,0.0,132.79,18067.0,67.0,35808.79,,,,,,0.0,,63.0,,,,,,1841.0,0.04,0.0,,,100.0,29.12,0.0,0.0,,0.0,100.0,0.37,0.9926,99.63,0.2912,1.982
2021-05-28,18067.0,36856.68,0.04,0.36,0.02,0.04,0.0,136.68,18000.0,67.0,36720.0,,,,,,0.0,,67.0,,,,,,,0.04,,,,100.0,29.48,0.0,0.0,,0.0,100.0,0.37,0.9926,99.63,0.2959,2.04
2021-05-31,18000.0,36720.0,0.04,0.33,0.02,0.04,0.0,0.0,18000.0,0.0,36720.0,,,,,,,,,,,,,,67.0,0.04,0.0,,,100.0,29.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2908,2.04
2021-06-01,18000.0,36180.0,0.04,0.33,0.02,0.04,0.0,0.0,18000.0,0.0,36180.0,,,,,,,,,,,,,,,0.04,,,,100.0,29.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2908,2.01
2021-06-02,18000.0,36090.0,0.04,0.36,0.02,0.04,0.0,0.0,18000.0,0.0,36090.0,,,,,,,,,,,,,,,0.04,,,,100.0,29.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2908,2.005
2021-06-03,15000.0,30075.0,0.03,0.31,0.02,0.03,0.0,0.0,15000.0,0.0,30075.0,,,,,,0.01,,3000.0,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.005
2021-06-04,15000.0,31125.0,0.03,0.3,0.02,0.03,0.0,0.0,15000.0,0.0,31125.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.075
2021-06-07,15000.0,30525.0,0.03,0.3,0.02,0.03,0.0,0.0,15000.0,0.0,30525.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.035
2021-06-08,15000.0,31650.0,0.03,0.3,0.02,0.03,0.0,0.0,15000.0,0.0,31650.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.11
2021-06-09,15000.0,31275.0,0.03,0.3,0.02,0.03,0.0,0.0,15000.0,0.0,31275.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.085
2021-06-10,15000.0,30825.0,0.03,0.31,0.02,0.03,0.0,0.0,15000.0,0.0,30825.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.055
2021-06-11,15000.0,30225.0,0.03,0.32,0.02,0.03,0.0,0.0,15000.0,0.0,30225.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.015
2021-06-14,15000.0,30150.0,0.03,0.32,0.02,0.03,0.0,0.0,15000.0,0.0,30150.0,,,,,,,,,,,,,,,0.03,,,,100.0,26.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2683,2.01
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.03,,15000.0,,,,,,,0.0,,,,0.0,0.0,25899.0,52445.48,,0.05,0.0,,0.0,,0.0,2.025
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25899.0,52445.48,,0.05,0.0,,0.0,,0.0,2.025
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25899.0,52445.48,,0.05,0.0,,0.0,,0.0,2.025
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25899.0,52574.97,,0.05,0.0,,0.0,,0.0,2.03
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25899.0,50762.04,,0.05,0.0,,0.0,,0.0,1.96
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,25899.0,46618.2,,0.05,0.0,,0.0,,0.0,1.8
2021-06-23,700.0,1216.6,0.0,0.02,0.0,0.0,0.0,1216.6,0.0,700.0,0.0,,,,700.0,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.027,1.738
2021-06-24,10700.0,19367.0,0.02,0.22,0.01,0.02,0.0,1267.0,10000.0,700.0,18100.0,,,,,,,,,,,,,10000.0,,0.02,,,,100.0,38.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4131,1.81
2021-06-25,15700.0,29296.2,0.03,0.33,0.02,0.03,0.0,10636.2,10000.0,5700.0,18660.0,,,,5000.0,,,,,,,,0.01,,,0.02,,,,100.0,38.61,0.0,0.0,,0.0,100.0,12.28,0.7845,87.72,0.6062,1.866
2021-06-28,20700.0,39578.4,0.04,0.43,0.03,0.04,0.0,10898.4,15000.0,5700.0,28680.0,,,,,,,,,,,,,5000.0,,0.03,,,,100.0,42.98,0.0,0.0,,0.0,100.0,46.73,0.441,46.73,0.5931,1.912
2021-06-29,42800.0,82176.0,0.09,0.89,0.05,0.08,0.0,53376.0,15000.0,27800.0,28800.0,,,0.02,10000.0,,,12100.0,,,0.02,,0.02,,,0.03,,,,100.0,41.78,0.0,0.0,,0.0,100.0,30.53,0.2917,39.0,1.1922,1.92
2021-06-30,38427.0,73626.13,0.08,0.8,0.05,0.07,0.0,53264.8,10627.0,27800.0,20361.33,,,,5000.0,,0.01,,4373.0,,,,0.01,,5000.0,0.02,0.01,,,100.0,29.6,0.0,0.0,,0.0,100.0,30.98,0.3377,38.69,1.0704,1.916
2021-07-01,34054.0,65315.57,0.07,0.72,0.04,0.07,0.0,44932.99,10627.0,23427.0,20382.59,,,,,,,,,,,,,,4373.0,0.02,0.01,,,100.0,29.6,0.0,0.0,,0.0,100.0,35.77,0.3655,44.62,0.9486,1.918
2021-07-02,34054.0,65519.9,0.07,0.71,0.04,0.07,0.0,45073.55,10627.0,23427.0,20446.35,,,,,,,,,,,,,,,0.02,,,,100.0,29.6,0.0,0.0,,0.0,100.0,35.75,0.3657,44.68,0.9486,1.924
2021-07-05,34054.0,65247.46,0.07,0.71,0.04,0.07,0.0,44886.13,10627.0,23427.0,20361.33,,,,,,,,,,,,,,,0.02,,,,100.0,30.02,0.0,0.0,,0.0,100.0,35.74,0.3655,44.64,0.962,1.916
2021-07-06,34054.0,64975.03,0.07,0.71,0.04,0.07,0.0,44698.72,10627.0,23427.0,20276.32,,,,,,,,,,,,,,,0.02,,,,100.0,29.6,0.0,0.0,,0.0,100.0,35.75,0.3653,44.59,0.9486,1.908
2021-07-07,24054.0,45702.6,0.05,0.52,0.03,0.05,0.0,35011.3,5627.0,18427.0,10691.3,,,,,,0.01,,5000.0,,,,,,5000.0,0.01,0.01,,,100.0,21.73,0.0,0.0,,0.0,100.0,30.59,0.5754,69.41,0.9288,1.9
2021-07-08,24054.0,44115.04,0.05,0.52,0.03,0.05,0.0,33795.12,5627.0,18427.0,10319.92,,,,,,,,,,,,,,,0.01,,,,100.0,21.73,0.0,0.0,,0.0,100.0,30.46,0.5763,69.54,0.9288,1.834
2021-07-09,24733.0,44469.93,0.05,0.53,0.03,0.05,0.0,34352.59,5627.0,19106.0,10117.35,,,0.0,,,,679.0,,,0.0,,,,,0.01,,,,100.0,21.73,0.0,0.0,,0.0,100.0,29.37,0.5851,70.63,0.955,1.798
2021-07-12,29654.0,54385.44,0.06,0.72,0.04,0.05,0.0,44065.52,5627.0,24027.0,10319.92,,,0.01,,,,4921.0,,,0.01,,,,,0.01,,,,100.0,21.73,0.0,0.0,,0.0,100.0,22.73,0.6487,77.27,1.145,1.834
2021-07-13,31597.0,56937.79,0.06,0.78,0.04,0.06,0.0,45098.65,6570.0,25027.0,11839.14,,943.0,0.0,,,,1000.0,,,0.0,943.0,,,,0.01,,,,100.0,25.37,0.0,0.0,,0.0,100.0,25.72,0.6179,74.28,1.22,1.802
2021-07-14,312552.0,570094.85,0.63,7.84,0.39,0.57,0.0,301828.22,147076.0,165476.0,268266.62,,,,140506.0,,,,,,,,0.26,140506.0,57.0,0.27,0.0,,,100.0,47.92,0.0,0.0,,0.0,100.0,6.2,0.8447,91.67,1.0184,1.824
2021-07-15,312552.0,566344.22,0.63,7.9,0.39,0.57,0.0,299842.51,147076.0,165476.0,266501.71,,,,,,,,,,,,,,,0.27,,,,100.0,47.92,0.0,0.0,,0.0,100.0,6.27,0.8431,91.58,1.0184,1.812
2021-07-16,312552.0,565719.12,0.63,7.94,0.39,0.57,0.0,299511.56,147076.0,165476.0,266207.56,,,,,,,,,,,,,,,0.27,,,,100.0,47.92,0.0,0.0,,0.0,100.0,6.25,0.8436,91.61,1.0184,1.81
2021-07-19,312452.0,570537.35,0.63,8.38,0.39,0.57,0.0,301976.58,147076.0,165376.0,268560.78,,,,,,,,,,,,,,100.0,0.27,0.0,,,100.0,47.92,0.0,0.0,,0.0,100.0,6.19,0.8447,91.67,1.0181,1.826
2021-07-20,309152.0,551527.17,0.62,8.17,0.39,0.56,0.0,289143.58,147076.0,162076.0,262383.58,,,,,,,,,,,,,,3300.0,0.27,0.01,,,100.0,47.92,0.0,0.0,,0.0,100.0,5.26,0.8598,92.55,1.0073,1.784
2021-07-21,309152.0,542870.91,0.62,8.16,0.39,0.55,0.0,284605.46,147076.0,162076.0,258265.46,,,,,,,,,,,,,,,0.26,,,,100.0,47.92,0.0,0.0,,0.0,100.0,5.21,0.8608,92.61,1.0073,1.756
2021-07-22,310432.0,543876.86,0.62,8.19,0.39,0.55,0.0,285709.15,147356.0,163076.0,258167.71,,280.0,0.0,,,,1000.0,,,0.0,280.0,,,,0.26,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.19,0.8555,92.31,1.0115,1.752
2021-07-23,309712.0,534562.91,0.62,8.09,0.39,0.54,0.0,280226.46,147356.0,162356.0,254336.46,,,,,,,,,,,,,,720.0,0.26,0.0,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.23,0.8588,92.5,1.0091,1.726
2021-07-26,309712.0,536421.18,0.62,8.22,0.39,0.54,0.0,281200.59,147356.0,162356.0,255220.59,,,,,,,,,,,,,,,0.25,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.16,0.8605,92.59,1.0091,1.732
2021-07-27,309712.0,566153.54,0.62,8.89,0.39,0.55,0.0,296786.77,147356.0,162356.0,269366.77,,,,,,,,,,,,,,,0.26,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.06,0.8632,92.75,1.0091,1.828
2021-07-28,309712.0,561198.14,0.62,9.74,0.39,0.57,0.0,294189.07,147356.0,162356.0,267009.07,,,,,,,,,,,,,,,0.27,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.21,0.8594,92.53,1.0091,1.812
2021-07-29,309712.0,574206.05,0.62,9.11,0.39,0.57,0.0,301008.02,147356.0,162356.0,273198.02,,,,,,,,,,,,,,,0.27,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.1,0.862,92.68,1.0091,1.854
2021-07-30,309712.0,594027.62,0.62,9.17,0.39,0.59,0.0,311398.81,147356.0,162356.0,282628.81,,,,,,,,,,,,,,,0.27,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.11,0.8617,92.66,1.0091,1.918
2021-08-02,309712.0,588452.8,0.62,9.75,0.39,0.59,0.0,308476.4,147356.0,162356.0,279976.4,,,,,,,,,,,,,,,0.28,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.21,0.8594,92.53,1.0091,1.9
2021-08-03,309712.0,574825.47,0.62,9.83,0.39,0.58,0.0,301332.74,147356.0,162356.0,273492.74,,,,,,,,,,,,,,,0.28,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.25,0.8583,92.47,1.0091,1.856
2021-08-04,309712.0,565534.11,0.62,11.22,0.39,0.57,0.0,296462.06,147356.0,162356.0,269072.06,,,,,,,,,,,,,,,0.27,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.24,0.8586,92.49,1.0091,1.826
2021-08-05,309712.0,555623.33,0.62,12.71,0.39,0.56,0.0,291266.66,147356.0,162356.0,264356.66,,,,,,,,,,,,,,,0.27,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.23,0.8588,92.5,1.0091,1.794
2021-08-06,309712.0,576064.32,0.62,13.06,0.39,0.57,0.0,301982.16,147356.0,162356.0,274082.16,,,,,,,,,,,,,,,0.26,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.13,0.8614,92.64,1.0091,1.86
2021-08-09,309712.0,551287.36,0.62,13.2,0.39,0.57,0.0,288993.68,147356.0,162356.0,262293.68,,,,,,,,,,,,,,,0.27,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.3,0.8569,92.39,1.0091,1.78
2021-08-10,309712.0,556862.18,0.62,13.59,0.39,0.56,0.0,291916.09,147356.0,162356.0,264946.09,,,,,,,,,,,,,,,0.26,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.17,0.8603,92.58,1.0091,1.798
2021-08-11,309712.0,545712.54,0.62,13.87,0.39,0.55,0.0,286071.27,147356.0,162356.0,259641.27,,,,,,,,,,,,,,,0.26,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.22,0.8589,92.5,1.0091,1.762
2021-08-12,309712.0,551287.36,0.62,13.89,0.39,0.55,0.0,288993.68,147356.0,162356.0,262293.68,,,,,,,,,,,,,,,0.26,,,,100.0,48.01,0.0,0.0,,0.0,100.0,5.17,0.8604,92.58,1.0091,1.78
2021-08-13,480218.0,850946.3,0.96,23.58,0.6,0.85,0.0,438763.15,232609.0,247609.0,412183.15,,85253.0,0.15,,,,85253.0,,,0.15,85253.0,,,,0.41,,,,100.0,77.73,0.0,0.0,,0.0,100.0,3.31,0.9085,95.25,1.6047,1.772
2021-08-16,480218.0,857669.35,0.96,23.48,0.6,0.86,0.0,442229.67,232609.0,247609.0,415439.67,,,,,,,,,,,,,,,0.41,,,,100.0,48.72,0.0,0.0,,0.0,100.0,3.31,0.9085,95.25,1.0059,1.786
2021-08-17,409965.0,692840.85,0.82,20.0,0.51,0.72,0.0,299731.64,232609.0,177356.0,393109.21,,,,,,,,,,,,,,70253.0,0.41,0.14,,,100.0,48.72,0.0,0.0,,0.0,100.0,4.0,0.8903,94.26,0.8587,1.69
2021-08-18,339712.0,557807.1,0.68,14.03,0.43,0.57,0.0,291218.55,162356.0,177356.0,266588.55,,,,,,0.14,,70253.0,,,,,,,0.27,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.79,0.8701,93.13,1.0083,1.642
2021-08-19,339712.0,548295.17,0.68,13.48,0.43,0.56,0.0,286252.58,162356.0,177356.0,262042.58,,,,,,,,,,,,,,,0.27,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.77,0.8704,93.15,1.0083,1.614
2021-08-20,339712.0,568677.89,0.68,12.05,0.43,0.56,0.0,296893.94,162356.0,177356.0,271783.94,,,,,,,,,,,,,,,0.26,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.63,0.874,93.35,1.0083,1.674
2021-08-23,339712.0,554409.98,0.68,11.88,0.43,0.56,0.0,289444.99,162356.0,177356.0,264964.99,,,,,,,,,,,,,,,0.27,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.75,0.8709,93.18,1.0083,1.632
2021-08-24,339712.0,602649.09,1.67,11.98,0.43,0.58,0.0,314629.54,162356.0,177356.0,288019.54,,,,,,,,,,,,,,,0.27,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.53,0.8766,93.5,1.0083,1.774
2021-08-25,339712.0,602649.09,1.67,11.05,0.43,0.6,0.0,314629.54,162356.0,177356.0,288019.54,,,,,,,,,,,,,,,0.29,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.72,0.8719,93.23,1.0083,1.774
2021-08-26,339712.0,598572.54,1.67,10.91,0.43,0.6,0.0,312501.27,162356.0,177356.0,286071.27,,,,,,,,,,,,,,,0.29,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.73,0.8713,93.2,1.0083,1.762
2021-08-27,339712.0,584304.64,1.67,11.27,0.43,0.59,0.0,305052.32,162356.0,177356.0,279252.32,,,,,,,,,,,,,,,0.29,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.76,0.8708,93.17,1.0083,1.72
2021-08-30,339712.0,625070.08,1.67,11.24,0.43,0.6,0.0,326335.04,162356.0,177356.0,298735.04,,,,,,,,,,,,,,,0.28,,,,100.0,48.19,0.0,0.0,,0.0,100.0,4.57,0.8756,93.44,1.0083,1.84
2021-08-31,339712.0,648849.92,1.67,11.06,0.43,0.64,0.0,338749.96,162356.0,177356.0,310099.96,,,,,,,,,,,,,,,0.3,,,,100.0,68.79,0.0,0.0,,0.0,100.0,4.64,0.8739,93.35,1.4394,1.91
2021-09-01,269459.0,508738.59,1.32,8.59,0.34,0.51,0.0,202210.46,162356.0,107103.0,306528.13,,,,,,,,,,,,,,70253.0,0.31,0.14,,,100.0,48.19,0.0,0.0,,0.0,100.0,5.99,0.8398,91.41,0.7998,1.888
